actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
514,PT01M47.00S,2024-10-27T00:56:24.1Z,3,REGULAR,3pt,Jump Shot,[],1631170,72.09264126149803,81.61764705882352,1610612748,66,79,2024-10-27T01:00:09Z,5080000,False,158.0,210.0,1,right,J. Jaquez Jr. 26' 3PT  (6 PTS) (J. Butler 6 AST),"[1631170, 202710]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,,,,,,,,,6.0,J. Butler,202710.0,6.0,,
516,PT01M32.00S,2024-10-27T00:56:39.3Z,3,REGULAR,3pt,Jump Shot,[],1628970,27.283180026281208,76.47058823529412,1610612766,66,79,2024-10-27T00:56:44Z,5100000,False,-132.0,204.0,1,left,MISS M. Bridges 24' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,24.32,Missed,,,,,,,,,,,,,,,,,,
517,PT01M31.00S,2024-10-27T00:56:43.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,66,79,2024-10-27T00:56:43Z,5110000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,516.0,,,,,,,,,,,,,,,,,
519,PT01M31.00S,2024-10-27T00:56:47.2Z,3,REGULAR,substitution,out,[],1629684,,,1610612766,66,79,2024-10-27T00:56:52Z,5130000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT01M31.00S,2024-10-27T00:56:47.2Z,3,REGULAR,substitution,in,[],1631217,,,1610612766,66,79,2024-10-27T00:56:52Z,5140000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT01M29.00S,2024-10-27T00:58:09.2Z,3,REGULAR,turnover,5-second-violation,['team'],0,,,1610612766,66,79,2024-10-27T00:58:14Z,5160000,False,,,0,,CHA 5-second-violation Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right,,,,,,,,1629178.0,,,,,,,,,,,,
523,PT01M20.00S,2024-10-27T00:58:22.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631217,,,1610612748,66,79,2024-10-27T00:58:34Z,5170000,False,,,0,,M. Diabaté shooting personal FOUL (2 PF) (Butler 2 FT),"[1631217, 202710]",1610612766.0,CHA,shooting,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,2.0,1.0,Butler,202710.0,,,,,,,,
525,PT01M20.00S,2024-10-27T00:58:54.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,66,79,2024-10-27T00:58:54Z,5190000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
526,PT01M20.00S,2024-10-27T00:58:54.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,66,79,2024-10-27T00:58:54Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
527,PT01M20.00S,2024-10-27T00:59:01.8Z,3,REGULAR,substitution,out,[],1628970,,,1610612748,66,79,2024-10-27T00:59:07Z,5210000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT01M20.00S,2024-10-27T00:59:01.8Z,3,REGULAR,substitution,in,[],1630163,,,1610612748,66,79,2024-10-27T00:59:07Z,5220000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT01M20.00S,2024-10-27T00:59:23.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,66,80,2024-10-27T00:59:23Z,5230000,False,,,0,,J. Butler Free Throw 2 of 2 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,13.0,,,,,
530,PT00M59.00S,2024-10-27T00:59:49.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,14.14257555847569,48.529411764705884,1610612766,68,80,2024-10-27T01:04:53Z,5240000,False,7.0,80.0,1,left,T. Mann 8' driving floating Jump Shot (9 PTS),[1630544],1610612766.0,CHA,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,8.07,Made,,,,,,,,,,,,,9.0,,,,,
531,PT00M51.30S,2024-10-27T00:59:58.8Z,3,REGULAR,turnover,bad pass,[],1631170,,,1610612748,68,80,2024-10-27T01:00:06Z,5250000,False,,,0,,J. Jaquez Jr. bad pass TURNOVER (4 TO),"[1631170, 1630163]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,4.0,,,,,,,,,,,,Ball,1630163.0
532,PT00M51.30S,2024-10-27T00:59:58.8Z,3,REGULAR,steal,,[],1630163,,,1610612766,68,80,2024-10-27T01:00:03Z,5260000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
533,PT00M35.20S,2024-10-27T01:00:18.8Z,3,REGULAR,foul,personal,['2freethrow'],202710,,,1610612766,68,80,2024-10-27T01:00:35Z,5270000,False,,,0,,J. Butler shooting personal FOUL (2 PF) (Ball 2 FT),"[202710, 1630163]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1626300.0,2.0,0.0,Ball,1630163.0,,,,,,,,
535,PT00M35.20S,2024-10-27T01:00:42.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630163,,,1610612766,69,80,2024-10-27T01:00:42Z,5290000,False,,,0,,L. Ball Free Throw 1 of 2 (16 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,,,,,16.0,,,,,
536,PT00M35.20S,2024-10-27T01:00:51.5Z,3,REGULAR,substitution,out,[],203552,,,1610612766,69,80,2024-10-27T01:01:01Z,5300000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT00M35.20S,2024-10-27T01:00:51.5Z,3,REGULAR,substitution,in,[],1628970,,,1610612766,69,80,2024-10-27T01:01:01Z,5310000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT00M35.20S,2024-10-27T01:01:17.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630163,,,1610612766,70,80,2024-10-27T01:01:17Z,5320000,False,,,0,,L. Ball Free Throw 2 of 2 (17 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,,,,,17.0,,,,,
539,PT00M15.00S,2024-10-27T01:01:42.9Z,3,REGULAR,3pt,Jump Shot,[],202692,94.43166885676742,95.09803921568627,1610612748,70,83,2024-10-27T01:01:50Z,5330000,False,225.0,0.0,1,right,A. Burks 3PT fadeaway (6 PTS) (J. Butler 7 AST),"[202692, 202710]",1610612748.0,MIA,fadeaway,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,22.55,Made,,,,,,,,,,,,,6.0,J. Butler,202710.0,7.0,,
541,PT00M02.30S,2024-10-27T01:02:02.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631170,,,1610612766,70,83,2024-10-27T01:02:22Z,5350000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Ball 2 FT),"[1631170, 1630163]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,1629178.0,2.0,0.0,Ball,1630163.0,,,,,,,,
543,PT00M02.30S,2024-10-27T01:02:25.3Z,3,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,71,83,2024-10-27T01:02:25Z,5370000,False,,,0,,L. Ball Free Throw 1 of 2 (18 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,,,,,18.0,,,,,
544,PT00M02.30S,2024-10-27T01:02:45.4Z,3,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,72,83,2024-10-27T01:02:45Z,5380000,False,,,0,,L. Ball Free Throw 2 of 2 (19 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,,,,,19.0,,,,,
546,PT00M00.00S,2024-10-27T01:03:14.1Z,3,REGULAR,2pt,Jump Shot,[],1631170,92.59198423127464,77.69607843137256,1610612748,72,83,2024-10-27T01:03:21Z,5400000,False,138.0,17.0,1,right,MISS J. Jaquez Jr. 13' turnaround fadeaway Shot,[1631170],1610612748.0,MIA,turnaround fadeaway,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Right,13.96,Missed,,,,,,,,,,,,,,,,,,
547,PT00M00.00S,2024-10-27T01:03:18.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,72,83,2024-10-27T01:03:18Z,5410000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Right,,,546.0,,,,,,,,,,,,,,,,,
548,PT00M00.00S,2024-10-27T01:03:20.2Z,3,REGULAR,period,end,[],0,,,1610612748,72,83,2024-10-27T01:03:20Z,5420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2024-10-27T01:03:23.8Z,4,REGULAR,substitution,out,['startperiod'],1631217,,,1610612748,72,83,2024-10-27T01:06:06Z,5430000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2024-10-27T01:03:23.8Z,4,REGULAR,substitution,out,['startperiod'],1642275,,,1610612748,72,83,2024-10-27T01:06:06Z,5440000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2024-10-27T01:03:23.8Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612748,72,83,2024-10-27T01:06:06Z,5450000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2024-10-27T01:03:23.8Z,4,REGULAR,substitution,in,['startperiod'],1628998,,,1610612748,72,83,2024-10-27T01:06:06Z,5460000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2024-10-27T01:06:06.2Z,4,REGULAR,period,start,[],0,,,1610612766,72,83,2024-10-27T01:06:06Z,5470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT11M41.00S,2024-10-27T01:06:24.2Z,4,REGULAR,3pt,Jump Shot,[],1629684,29.25427069645204,22.54901960784314,1610612766,75,83,2024-10-27T01:06:29Z,5480000,False,137.0,222.0,1,left,G. Williams 26' 3PT  (7 PTS) (L. Ball 4 AST),"[1629684, 1630163]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,,,,,,,,,7.0,L. Ball,1630163.0,4.0,,
556,PT11M20.00S,2024-10-27T01:06:45.8Z,4,REGULAR,3pt,Jump Shot,[],202710,70.77858081471747,77.94117647058823,1610612748,75,83,2024-10-27T01:06:50Z,5500000,False,140.0,222.0,1,right,MISS J. Butler 26' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,26.25,Missed,,,,,,,,,,,,,,,,,,
557,PT11M17.00S,2024-10-27T01:06:48.8Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,75,83,2024-10-27T01:06:50Z,5510000,False,,,0,,L. Ball REBOUND (Off:2 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,556.0,6.0,4.0,2.0,,,,,,,,,,,,,,
558,PT11M12.00S,2024-10-27T01:06:55.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,22.815374507227332,10.049019607843137,1610612766,78,83,2024-10-27T01:11:14Z,5520000,False,200.0,162.0,1,left,M. Bridges 25' 3PT running pullup (13 PTS) (L. Ball 5 AST),"[1628970, 1630163]",1610612766.0,CHA,running pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.72,Made,,,,,,,,,,,,,13.0,L. Ball,1630163.0,5.0,,
564,PT11M12.00S,2024-10-27T01:07:58.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,78,83,2024-10-27T01:10:34Z,5535000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT11M12.00S,2024-10-27T01:09:01.4Z,4,REGULAR,substitution,out,[],1628418,,,1610612748,78,83,2024-10-27T01:09:48Z,5540000,False,,,0,,SUB out: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT11M12.00S,2024-10-27T01:09:01.4Z,4,REGULAR,substitution,in,[],1631107,,,1610612748,78,83,2024-10-27T01:09:48Z,5550000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT10M54.00S,2024-10-27T01:10:14.4Z,4,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612748,78,83,2024-10-27T01:10:28Z,5560000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Butler 2 FT),"[1630544, 202710]",1610612766.0,CHA,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,2.0,0.0,Butler,202710.0,,,,,,,,
565,PT10M54.00S,2024-10-27T01:10:35.8Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,78,83,2024-10-27T01:10:35Z,5580000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
566,PT10M54.00S,2024-10-27T01:10:35.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,78,83,2024-10-27T01:10:35Z,5590000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,,
567,PT10M54.00S,2024-10-27T01:10:52.7Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,78,84,2024-10-27T01:10:52Z,5600000,False,,,0,,J. Butler Free Throw 2 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
568,PT10M38.00S,2024-10-27T01:11:13.7Z,4,REGULAR,foul,offensive,[],1630163,,,1610612766,78,84,2024-10-27T01:13:50Z,5610000,False,,,0,,L. Ball offensive FOUL (3 PF),"[1630163, 1629130]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,3.0,0.0,Robinson,1629130.0,,,,,,,,
572,PT10M38.00S,2024-10-27T01:11:13.7Z,4,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,78,84,2024-10-27T01:11:13Z,5625000,False,,,0,,L. Ball offensive foul TURNOVER (4 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,4.0,1626300.0,,,,,,,,,,,,
570,PT10M38.00S,2024-10-27T01:11:55.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,78,84,2024-10-27T01:11:13Z,5630000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT10M22.00S,2024-10-27T01:15:08.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,92.59198423127464,51.9607843137255,1610612748,78,86,2024-10-27T01:15:15Z,5650000,False,10.0,17.0,1,right,J. Butler driving reverse Layup (16 PTS),[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,,,,,,,16.0,,,,,
574,PT10M12.00S,2024-10-27T01:15:18.8Z,4,REGULAR,3pt,Jump Shot,[],1630544,31.35676741130092,12.254901960784313,1610612766,78,86,2024-10-27T01:15:24Z,5660000,False,189.0,242.0,1,left,MISS T. Mann 30' 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,30.71,Missed,,,,,,,,,,,,,,,,,,
575,PT10M08.00S,2024-10-27T01:15:23.1Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,78,86,2024-10-27T01:15:23Z,5670000,False,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,574.0,3.0,2.0,1.0,,,,,,,,,,,,,,
576,PT10M07.00S,2024-10-27T01:15:23.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,7.703679369250986,48.28431372549019,1610612766,78,86,2024-10-27T01:15:27Z,5680000,False,9.0,20.0,1,left,MISS M. Bridges putback Layup - blocked,"[1628970, 1629130]",1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,Robinson,1629130.0,,,,,,
577,PT10M07.00S,2024-10-27T01:15:23.8Z,4,REGULAR,block,,[],1629130,,,1610612766,78,86,2024-10-27T01:16:00Z,5690000,False,,,0,,D. Robinson BLOCK (1 BLK),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
578,PT10M05.00S,2024-10-27T01:15:25.8Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,78,86,2024-10-27T01:15:27Z,5700000,False,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,576.0,4.0,2.0,2.0,,,,,,,,,,,,,,
579,PT10M04.00S,2024-10-27T01:15:27.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,7.178055190538765,50.98039215686274,1610612766,78,86,2024-10-27T01:15:31Z,5710000,False,-5.0,15.0,1,left,MISS M. Bridges putback Layup - blocked,"[1628970, 1629130]",1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.58,Missed,,,,,,,,,,,Robinson,1629130.0,,,,,,
586,PT10M04.00S,2024-10-27T01:15:27.8Z,4,REGULAR,block,,[],1629130,,,1610612766,78,86,2024-10-27T01:16:04Z,5715000,False,,,0,,D. Robinson BLOCK (2 BLK),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
580,PT10M02.00S,2024-10-27T01:15:29.8Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,78,86,2024-10-27T01:16:04Z,5720000,False,,,0,,N. Jović REBOUND (Off:0 Def:3),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,579.0,3.0,3.0,0.0,,,,,,,,,,,,,,
581,PT09M59.00S,2024-10-27T01:15:32.9Z,4,REGULAR,3pt,Jump Shot,[],1629130,76.69185282522996,87.74509803921569,1610612748,78,86,2024-10-27T01:18:17Z,5730000,False,189.0,167.0,1,right,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
582,PT09M56.00S,2024-10-27T01:15:35.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,78,86,2024-10-27T01:15:43Z,5740000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,581.0,,,,,,,,,,,,,,,,,
584,PT09M56.00S,2024-10-27T01:15:45.2Z,4,REGULAR,substitution,out,[],1628970,,,1610612766,78,86,2024-10-27T01:15:54Z,5760000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT09M56.00S,2024-10-27T01:15:45.2Z,4,REGULAR,substitution,in,[],1630208,,,1610612766,78,86,2024-10-27T01:15:54Z,5770000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT09M42.00S,2024-10-27T01:16:09.3Z,4,REGULAR,3pt,Jump Shot,[],1630544,11.777266754270697,1.2254901960784315,1610612766,78,86,2024-10-27T01:16:13Z,5780000,False,244.0,58.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,25.07,Missed,,,,,,,,,,,,,,,,,,
588,PT09M40.00S,2024-10-27T01:16:11.3Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,78,86,2024-10-27T01:16:13Z,5790000,False,,,0,,N. Jović REBOUND (Off:0 Def:4),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Right Corner 3,24+ Right,,,587.0,4.0,4.0,0.0,,,,,,,,,,,,,,
589,PT09M21.00S,2024-10-27T01:16:30.3Z,4,REGULAR,3pt,Jump Shot,[],202692,93.51182654402102,96.81372549019608,1610612748,78,89,2024-10-27T01:16:34Z,5800000,False,234.0,8.0,1,right,A. Burks 3PT  (9 PTS) (J. Butler 8 AST),"[202692, 202710]",1610612748.0,MIA,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,23.43,Made,,,,,,,,,,,,,9.0,J. Butler,202710.0,8.0,,
591,PT09M11.00S,2024-10-27T01:16:39.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.863994743758213,54.41176470588235,1610612766,78,89,2024-10-27T01:16:43Z,5820000,False,-22.0,3.0,1,left,MISS L. Ball driving reverse Layup,[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,,,,,,
592,PT09M09.00S,2024-10-27T01:16:42.1Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,78,89,2024-10-27T01:16:42Z,5830000,False,,,0,,J. Jaquez Jr. REBOUND (Off:2 Def:4),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,591.0,6.0,4.0,2.0,,,,,,,,,,,,,,
593,PT09M06.00S,2024-10-27T01:16:45.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629130,92.59198423127464,51.225490196078425,1610612748,78,91,2024-10-27T01:19:54Z,5840000,False,6.0,17.0,1,right,D. Robinson running Layup (4 PTS) (N. Jović 6 AST),"[1629130, 1631107]",1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,,,,,4.0,N. Jović,1631107.0,6.0,,
595,PT09M06.00S,2024-10-27T01:16:56.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,78,91,2024-10-27T01:16:56Z,5860000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT09M06.00S,2024-10-27T01:18:04.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612766,78,91,2024-10-27T01:18:32Z,5870000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT09M06.00S,2024-10-27T01:18:04.0Z,4,REGULAR,substitution,out,[],1630544,,,1610612766,78,91,2024-10-27T01:18:32Z,5880000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT09M06.00S,2024-10-27T01:18:04.0Z,4,REGULAR,substitution,in,[],203552,,,1610612766,78,91,2024-10-27T01:18:32Z,5890000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT09M06.00S,2024-10-27T01:18:04.0Z,4,REGULAR,substitution,in,[],1628970,,,1610612766,78,91,2024-10-27T01:18:32Z,5900000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M54.00S,2024-10-27T01:18:47.2Z,4,REGULAR,2pt,Jump Shot,[],1630163,6.783837056504599,29.901960784313726,1610612766,78,91,2024-10-27T01:20:47Z,5910000,False,100.0,11.0,1,left,MISS L. Ball 10' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,10.11,Missed,,,,,,,,,,,,,,,,,,
601,PT08M50.00S,2024-10-27T01:18:51.2Z,4,REGULAR,rebound,defensive,[],202692,,,1610612748,78,91,2024-10-27T01:18:52Z,5920000,False,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Mid-Range,8-16 Right,,,600.0,2.0,2.0,0.0,,,,,,,,,,,,,,
602,PT08M46.00S,2024-10-27T01:18:58.4Z,4,REGULAR,foul,personal,['2freethrow'],203552,,,1610612748,78,91,2024-10-27T01:19:20Z,5930000,False,,,0,,S. Curry shooting personal FOUL (2 PF) (Butler 2 FT),"[203552, 202710]",1610612766.0,CHA,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1629178.0,2.0,0.0,Butler,202710.0,,,,,,,,
604,PT08M46.00S,2024-10-27T01:19:38.9Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,78,92,2024-10-27T01:20:03Z,5950000,False,,,0,,J. Butler Free Throw 1 of 2 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,17.0,,,,,
