actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
414,PT04M19.00S,2023-12-16T01:32:07.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,61,69,2023-12-16T01:32:08Z,4120000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,412.0,11.0,8.0,3.0,,,,,,,,,,,,,,
415,PT04M08.00S,2023-12-16T01:32:26.6Z,3,REGULAR,turnover,3-second-violation,[],202685,,,1610612740,61,69,2023-12-16T01:32:36Z,4130000,False,,,0,,J. Valanciunas 3-second-violation TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1204.0,2.0,,,,,,,,,,,,
416,PT03M53.00S,2023-12-16T01:32:49.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,86.41590013140605,46.568627450980394,1610612766,61,69,2023-12-16T01:42:13Z,4140000,False,-17.0,75.0,1,right,MISS B. Miller 7' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,,
417,PT03M50.00S,2023-12-16T01:32:51.8Z,3,REGULAR,rebound,offensive,[],202397,,,1610612766,61,69,2023-12-16T01:32:51Z,4150000,False,,,0,,I. Smith REBOUND (Off:1 Def:0),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,416.0,1.0,0.0,1.0,,,,,,,,,,,,,,
418,PT03M46.00S,2023-12-16T01:32:56.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202330,69.59592641261499,75.24509803921569,1610612766,61,69,2023-12-16T01:33:02Z,4160000,False,126.0,233.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
419,PT03M40.00S,2023-12-16T01:33:02.5Z,3,REGULAR,rebound,offensive,[],1630550,,,1610612766,61,69,2023-12-16T01:33:02Z,4170000,False,,,0,,J. Thor REBOUND (Off:1 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Right Center,,,418.0,2.0,1.0,1.0,,,,,,,,,,,,,,
420,PT03M36.00S,2023-12-16T01:33:06.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630208,89.30683311432325,48.77450980392157,1610612766,63,69,2023-12-16T01:43:03Z,4180000,False,-6.0,48.0,1,right,N. Richards floating Jump Shot (14 PTS) (G. Hayward 3 AST),"[1630208, 202330]",1610612766.0,CHA,floating,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,,,,,14.0,,,,,G. Hayward,202330.0,3.0,,
422,PT03M22.00S,2023-12-16T01:33:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,6.652431011826544,46.07843137254902,1610612740,63,69,2023-12-16T01:33:29Z,4200000,False,20.0,10.0,1,left,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
424,PT03M16.00S,2023-12-16T01:33:26.2Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,63,69,2023-12-16T01:33:29Z,4220000,False,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,422.0,3.0,3.0,0.0,,,,,,,,,,,,,,
425,PT03M13.00S,2023-12-16T01:33:28.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,69.85873850197109,73.77450980392157,1610612766,63,69,2023-12-16T01:44:31Z,4230000,False,119.0,231.0,1,right,MISS B. Miller 25' running 3PT,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
426,PT03M10.00S,2023-12-16T01:33:31.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,63,69,2023-12-16T01:33:35Z,4240000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,425.0,2.0,2.0,0.0,,,,,,,,,,,,,,
427,PT03M02.00S,2023-12-16T01:33:43.0Z,3,REGULAR,turnover,traveling,[],1627742,,,1610612740,63,69,2023-12-16T01:33:59Z,4250000,False,,,0,,B. Ingram traveling TURNOVER (6 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,1204.0,6.0,,,,,,,,,,,,
428,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,out,[],1630208,,,1610612766,63,69,2023-12-16T01:34:02Z,4260000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,out,[],202330,,,1610612766,63,69,2023-12-16T01:34:02Z,4270000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,out,[],1630550,,,1610612766,63,69,2023-12-16T01:34:02Z,4280000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,out,[],1641706,,,1610612766,63,69,2023-12-16T01:34:02Z,4290000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,out,[],202685,,,1610612766,63,69,2023-12-16T01:34:02Z,4300000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,in,[],1628970,,,1610612766,63,69,2023-12-16T01:34:02Z,4310000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,in,[],1626179,,,1610612766,63,69,2023-12-16T01:34:02Z,4320000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,in,[],1631121,,,1610612766,63,69,2023-12-16T01:34:02Z,4330000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,in,[],1641877,,,1610612766,63,69,2023-12-16T01:34:02Z,4340000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M02.00S,2023-12-16T01:33:47.3Z,3,REGULAR,substitution,in,[],1629627,,,1610612766,63,69,2023-12-16T01:34:02Z,4350000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M46.00S,2023-12-16T01:34:19.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,66.83639947437582,41.17647058823529,1610612766,63,69,2023-12-16T01:34:25Z,4360000,False,-44.0,259.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
439,PT02M42.00S,2023-12-16T01:34:23.8Z,3,REGULAR,rebound,offensive,[],1631121,,,1610612766,63,69,2023-12-16T01:34:25Z,4370000,False,,,0,,B. McGowens REBOUND (Off:1 Def:0),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Center,,,438.0,1.0,0.0,1.0,,,,,,,,,,,,,,
440,PT02M40.00S,2023-12-16T01:34:26.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626179,72.35545335085413,83.08823529411765,1610612766,63,69,2023-12-16T01:34:32Z,4380000,False,165.0,207.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,26.53,Missed,,,,,,,,,,,,,,,,,,
441,PT02M40.00S,2023-12-16T01:34:26.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,63,69,2023-12-16T01:34:32Z,4390000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,440.0,,,,,,,,,,,,,,,,,
442,PT02M40.00S,2023-12-16T01:34:38.1Z,3,REGULAR,foul,personal,[],1641877,,,1610612740,63,69,2023-12-16T01:34:50Z,4400000,False,,,0,,N. Mensah loose ball personal FOUL (4 PF),"[1641877, 1629627]",1610612766.0,CHA,loose ball,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,,,,,4.0,0.0,Williamson,1629627.0,,,,,
444,PT02M40.00S,2023-12-16T01:34:55.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,63,69,2023-12-16T01:34:55Z,4420000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M40.00S,2023-12-16T01:34:57.3Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,63,69,2023-12-16T01:37:28Z,4430000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M40.00S,2023-12-16T01:34:57.3Z,3,REGULAR,substitution,in,[],1630529,,,1610612740,63,69,2023-12-16T01:37:28Z,4440000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M30.00S,2023-12-16T01:37:41.7Z,3,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612740,63,69,2023-12-16T01:37:49Z,4450000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Williamson 2 FT),"[1628970, 1629627]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,2.0,0.0,Williamson,1629627.0,,,,,
449,PT02M30.00S,2023-12-16T01:38:09.0Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,63,70,2023-12-16T01:38:09Z,4470000,False,,,0,,Z. Williamson Free Throw 1 of 2 (16 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
450,PT02M30.00S,2023-12-16T01:38:29.7Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,63,71,2023-12-16T01:38:29Z,4480000,False,,,0,,Z. Williamson Free Throw 2 of 2 (17 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
451,PT02M13.00S,2023-12-16T01:38:48.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.80354796320631,51.9607843137255,1610612766,65,71,2023-12-16T01:38:58Z,4490000,False,10.0,25.0,1,right,M. Bridges Layup (14 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,,,14.0,,,,,,,,,
453,PT01M58.00S,2023-12-16T01:39:02.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,12.565703022339028,51.9607843137255,1610612740,65,71,2023-12-16T01:47:22Z,4510000,False,-10.0,66.0,1,left,MISS Z. Williamson 6' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
454,PT01M56.00S,2023-12-16T01:39:04.9Z,3,REGULAR,rebound,defensive,[],1641877,,,1610612766,65,71,2023-12-16T01:47:02Z,4520000,False,,,0,,N. Mensah REBOUND (Off:1 Def:5),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),0-8 Center,,,453.0,6.0,5.0,1.0,,,,,,,,,,,,,,
455,PT01M54.00S,2023-12-16T01:39:10.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631121,91.5407358738502,49.26470588235294,1610612766,67,71,2023-12-16T01:47:47Z,4530000,False,-4.0,27.0,1,right,B. McGowens running Layup (5 PTS) (I. Smith 1 AST),"[1631121, 202397]",1610612766.0,CHA,running,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,,,,,5.0,,,,,I. Smith,202397.0,1.0,,
457,PT01M54.00S,2023-12-16T01:39:16.1Z,3,REGULAR,foul,personal,['1freethrow'],1629627,,,1610612766,67,71,2023-12-16T01:39:34Z,4550000,False,,,0,,Z. Williamson shooting personal FOUL (3 PF) (McGowens 1 FT),"[1629627, 1631121]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,1204.0,,,,,3.0,0.0,McGowens,1631121.0,,,,,
459,PT01M54.00S,2023-12-16T01:39:38.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1631121,,,1610612766,67,71,2023-12-16T01:39:43Z,4570000,False,,,0,,MISS B. McGowens Free Throw 1 of 1,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
460,PT01M48.00S,2023-12-16T01:39:44.5Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,67,71,2023-12-16T01:39:43Z,4580000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:5),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,459.0,6.0,5.0,1.0,,,,,,,,,,,,,,
461,PT01M34.00S,2023-12-16T01:39:54.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,7.30946123521682,55.392156862745104,1610612740,67,71,2023-12-16T01:39:59Z,4590000,False,-27.0,16.0,1,left,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
462,PT01M32.00S,2023-12-16T01:39:56.5Z,3,REGULAR,rebound,defensive,[],1631121,,,1610612766,67,71,2023-12-16T01:39:59Z,4600000,False,,,0,,B. McGowens REBOUND (Off:1 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,461.0,2.0,1.0,1.0,,,,,,,,,,,,,,
463,PT01M25.00S,2023-12-16T01:40:02.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,92.06636005256242,51.71568627450981,1610612766,69,71,2023-12-16T01:40:09Z,4610000,False,9.0,22.0,1,right,T. Rozier running Layup (18 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,,,18.0,,,,,,,,,
464,PT01M15.00S,2023-12-16T01:40:12.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,5.338370565045992,51.470588235294116,1610612740,69,73,2023-12-16T01:40:17Z,4620000,False,-7.0,-2.0,1,left,Z. Williamson alley-oop DUNK (19 PTS) (N. Marshall 1 AST),"[1629627, 1630230]",1610612740.0,NOP,alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,19.0,,,,,N. Marshall,1630230.0,1.0,,
466,PT00M58.90S,2023-12-16T01:40:34.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.67214191852825,48.77450980392157,1610612766,71,73,2023-12-16T01:40:40Z,4640000,False,-6.0,26.0,1,right,M. Bridges driving Layup (16 PTS) (I. Smith 2 AST),"[1628970, 202397]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,,,16.0,,,,,I. Smith,202397.0,2.0,,
467,PT00M58.90S,2023-12-16T01:40:39.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629627,,,1610612766,71,73,2023-12-16T01:40:45Z,4650000,False,,,0,,Z. Williamson shooting personal FOUL (4 PF) (Bridges 1 FT),"[1629627, 1628970]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,4.0,0.0,Bridges,1628970.0,,,,,
469,PT00M58.90S,2023-12-16T01:40:59.2Z,3,REGULAR,substitution,out,[],1629627,,,1610612766,71,73,2023-12-16T01:41:42Z,4670000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M58.90S,2023-12-16T01:40:59.2Z,3,REGULAR,substitution,in,[],1627742,,,1610612766,71,73,2023-12-16T01:41:42Z,4680000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M58.90S,2023-12-16T01:41:24.6Z,3,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,72,73,2023-12-16T01:41:24Z,4690000,False,,,0,,M. Bridges Free Throw 1 of 1 (17 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
473,PT00M47.90S,2023-12-16T01:41:42.3Z,3,REGULAR,foul,offensive,['inpenalty'],1627742,,,1610612740,72,73,2023-12-16T01:41:53Z,4700000,False,,,0,,B. Ingram offensive FOUL (3 PF),"[1627742, 1641877]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,,,,,3.0,0.0,Mensah,1641877.0,,,,,
475,PT00M47.90S,2023-12-16T01:41:42.3Z,3,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,72,73,2023-12-16T01:41:42Z,4720000,False,,,0,,B. Ingram offensive foul TURNOVER (7 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,7.0,,,,,,,,,,,,
476,PT00M34.70S,2023-12-16T01:42:10.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626179,85.62746386333771,71.81372549019608,1610612766,74,73,2023-12-16T01:42:19Z,4730000,False,109.0,83.0,1,right,T. Rozier 13' pullup Jump Shot (20 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,13.68,Made,,,,,,,,,20.0,,,,,,,,,
477,PT00M17.80S,2023-12-16T01:42:33.4Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612740,74,73,2023-12-16T01:42:38Z,4740000,False,,,0,,B. Ingram bad pass TURNOVER (8 TO),"[1627742, 1626179]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,,,8.0,,,,,,,,,,,Rozier,1626179.0
478,PT00M17.80S,2023-12-16T01:42:33.4Z,3,REGULAR,steal,,[],1626179,,,1610612766,74,73,2023-12-16T01:42:35Z,4750000,False,,,0,,T. Rozier STEAL (2 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
479,PT00M10.30S,2023-12-16T01:42:41.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631121,93.11760840998686,52.450980392156865,1610612766,76,73,2023-12-16T01:50:10Z,4760000,False,12.0,12.0,1,right,B. McGowens reverse Layup (7 PTS) (T. Rozier 6 AST),"[1631121, 1626179]",1610612766.0,CHA,reverse,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,7.0,,,,,T. Rozier,1626179.0,6.0,,
481,PT00M00.90S,2023-12-16T01:42:52.6Z,3,REGULAR,3pt,Jump Shot,[],1630631,28.597240473061763,21.07843137254902,1610612740,76,76,2023-12-16T01:42:57Z,4780000,False,145.0,216.0,1,left,J. Alvarado 26' 3PT  (4 PTS) (B. Ingram 6 AST),"[1630631, 1627742]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,26.02,Made,,,,,,,,,4.0,,,,,B. Ingram,1627742.0,6.0,,
483,PT00M00.00S,2023-12-16T01:43:01.3Z,3,REGULAR,period,end,[],0,,,1610612766,76,76,2023-12-16T01:43:01Z,4800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,76,76,2023-12-16T01:45:46Z,4810000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,out,['startperiod'],1630529,,,1610612766,76,76,2023-12-16T01:45:46Z,4820000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,out,['startperiod'],1630230,,,1610612766,76,76,2023-12-16T01:45:46Z,4830000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612766,76,76,2023-12-16T01:45:46Z,4840000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,76,76,2023-12-16T01:45:46Z,4850000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,in,['startperiod'],1630700,,,1610612766,76,76,2023-12-16T01:45:46Z,4860000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612766,76,76,2023-12-16T01:45:46Z,4870000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-12-16T01:45:28.9Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612766,76,76,2023-12-16T01:45:46Z,4880000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-12-16T01:45:44.6Z,4,REGULAR,period,start,[],0,,,1610612740,76,76,2023-12-16T01:45:46Z,4890000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M42.00S,2023-12-16T01:46:02.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202685,10.463206307490145,54.90196078431373,1610612740,76,78,2023-12-16T01:50:41Z,4900000,False,-25.0,46.0,1,left,J. Valanciunas driving Hook (24 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,,,,,,,,,24.0,,,,,,,,,
494,PT11M22.00S,2023-12-16T01:46:20.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,82.86793692509855,43.872549019607845,1610612766,76,78,2023-12-16T01:51:08Z,4910000,False,-31.0,109.0,1,right,MISS M. Bridges 11' fadeaway Shot,[1628970],1610612766.0,CHA,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,11.27,Missed,,,,,,,,,,,,,,,,,,
495,PT11M20.00S,2023-12-16T01:46:22.7Z,4,REGULAR,rebound,offensive,[],1641877,,,1610612766,76,78,2023-12-16T01:46:27Z,4920000,False,,,0,,N. Mensah REBOUND (Off:2 Def:5),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),8-16 Center,,,494.0,7.0,5.0,2.0,,,,,,,,,,,,,,
496,PT11M11.00S,2023-12-16T01:46:32.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641706,89.30683311432325,55.63725490196079,1610612766,78,78,2023-12-16T01:51:42Z,4930000,False,28.0,48.0,1,right,B. Miller driving floating Jump Shot (14 PTS),[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,5.57,Made,,,,,,,,,14.0,,,,,,,,,
497,PT10M58.00S,2023-12-16T01:46:45.3Z,4,REGULAR,turnover,bad pass,[],1630631,,,1610612740,78,78,2023-12-16T01:46:49Z,4940000,False,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 1641706]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,,,,,,,,,,,Miller,1641706.0
498,PT10M58.00S,2023-12-16T01:46:45.3Z,4,REGULAR,steal,,[],1641706,,,1610612766,78,78,2023-12-16T01:46:47Z,4950000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
