actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
338,PT10M46.00S,2023-12-24T01:20:36.9Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,60,54,2023-12-24T01:20:42Z,3350000,False,,,0,,N. Richards REBOUND (Off:3 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,336.0,8.0,5.0,3.0,,,,,,,,,,,
339,PT10M35.00S,2023-12-24T01:20:48.2Z,3,REGULAR,3pt,Jump Shot,[],1628970,12.434296977660972,4.901960784313726,1610612766,60,54,2023-12-24T01:20:53Z,3360000,False,225.0,64.0,1,left,MISS M. Bridges pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
340,PT10M33.00S,2023-12-24T01:20:50.2Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,60,54,2023-12-24T01:20:53Z,3370000,False,,,0,,J. Murray REBOUND (Off:2 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,,339.0,5.0,3.0,2.0,,,,,,,,,,,
341,PT10M19.00S,2023-12-24T01:21:04.8Z,3,REGULAR,2pt,Jump Shot,[],203999,77.21747700394218,56.61764705882353,1610612743,60,54,2023-12-24T01:21:09Z,3380000,False,33.0,162.0,1,right,MISS N. Jokic 16' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,16.51,Missed,,,,,,,,,,,,,,,,,,
342,PT10M15.00S,2023-12-24T01:21:08.8Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,60,54,2023-12-24T01:21:09Z,3390000,False,,,0,,N. Richards REBOUND (Off:3 Def:6),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Center,,,,,,341.0,9.0,6.0,3.0,,,,,,,,,,,
343,PT10M08.00S,2023-12-24T01:21:18.6Z,3,REGULAR,turnover,out-of-bounds,[],202397,,,1610612766,60,54,2023-12-24T01:21:24Z,3400000,False,,,0,,I. Smith bad pass out-of-bounds TURNOVER (1 TO),[202397],1610612766.0,CHA,bad pass,,,Smith,I. Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,200834.0,,,,1.0,,,,,,
344,PT09M50.00S,2023-12-24T01:21:39.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,92.59198423127464,45.83333333333333,1610612743,60,56,2023-12-24T01:21:43Z,3410000,False,-21.0,17.0,1,right,N. Jokic driving Layup (10 PTS) (J. Murray 4 AST),"[203999, 1627750]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.69,Made,10.0,,,,,,,,J. Murray,1627750.0,4.0,,,,,,,
346,PT09M34.00S,2023-12-24T01:21:54.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,14.14257555847569,39.705882352941174,1610612766,60,56,2023-12-24T01:21:58Z,3430000,False,51.0,80.0,1,left,MISS I. Smith 9' fadeaway Shot,[202397],1610612766.0,CHA,fadeaway,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Right,9.55,Missed,,,,,,,,,,,,,,,,,,
347,PT09M32.00S,2023-12-24T01:21:56.9Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,60,56,2023-12-24T01:21:58Z,3440000,False,,,0,,J. Murray REBOUND (Off:2 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,346.0,6.0,4.0,2.0,,,,,,,,,,,
348,PT09M28.00S,2023-12-24T01:22:04.6Z,3,REGULAR,foul,personal,['2freethrow'],202397,,,1610612743,60,56,2023-12-24T01:22:30Z,3450000,False,,,0,,I. Smith shooting personal FOUL (2 PF) (Murray 2 FT),"[202397, 1627750]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201638.0,,,,,,,2.0,0.0,Murray,1627750.0
350,PT09M28.00S,2023-12-24T01:22:31.1Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,60,57,2023-12-24T01:22:31Z,3470000,False,,,0,,J. Murray Free Throw 1 of 2 (10 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
351,PT09M28.00S,2023-12-24T01:22:38.8Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,60,58,2023-12-24T01:22:38Z,3480000,False,,,0,,J. Murray Free Throw 2 of 2 (11 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
352,PT09M17.00S,2023-12-24T01:22:58.3Z,3,REGULAR,foul,personal,[],203999,,,1610612766,60,58,2023-12-24T01:26:23Z,3490000,False,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 202330]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,,,2.0,0.0,Hayward,202330.0
354,PT09M04.00S,2023-12-24T01:23:32.1Z,3,REGULAR,turnover,bad pass,[],202330,,,1610612766,60,58,2023-12-24T01:23:47Z,3510000,False,,,0,,G. Hayward bad pass TURNOVER (2 TO),"[202330, 203484]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0,,,,
355,PT09M04.00S,2023-12-24T01:23:32.1Z,3,REGULAR,steal,,[],203484,,,1610612743,60,58,2023-12-24T01:23:34Z,3520000,False,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
358,PT08M57.00S,2023-12-24T01:23:39.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,69.20170827858082,24.264705882352942,1610612743,60,61,2023-12-24T01:23:49Z,3530000,False,-129.0,237.0,1,right,J. Murray 26' 3PT  (14 PTS) (N. Jokic 7 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.97,Made,14.0,,,,,,,,N. Jokic,203999.0,7.0,,,,,,,
360,PT08M38.00S,2023-12-24T01:23:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.30946123521682,46.81372549019608,1610612766,60,61,2023-12-24T01:24:02Z,3550000,False,16.0,16.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
361,PT08M36.00S,2023-12-24T01:24:00.7Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,60,61,2023-12-24T01:24:02Z,3560000,False,,,0,,J. Murray REBOUND (Off:2 Def:5),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,360.0,7.0,5.0,2.0,,,,,,,,,,,
362,PT08M28.00S,2023-12-24T01:24:08.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,92.72339027595268,4.411764705882353,1610612743,60,61,2023-12-24T01:24:16Z,3570000,False,-228.0,16.0,1,right,MISS M. Porter Jr. step back 3PT,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
363,PT08M28.00S,2023-12-24T01:24:10.2Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,60,61,2023-12-24T01:24:10Z,3580000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,362.0,1.0,0.0,1.0,,,,,,,,,,,
364,PT08M24.00S,2023-12-24T01:24:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,94.03745072273325,53.18627450980392,1610612743,60,61,2023-12-24T01:24:20Z,3590000,False,16.0,4.0,1,right,MISS M. Porter Jr. driving reverse Layup,[1629008],1610612743.0,DEN,driving reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.63,Missed,,,,,,,,,,,,,,,,,,
365,PT08M24.00S,2023-12-24T01:24:12.4Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,60,61,2023-12-24T01:24:20Z,3600000,False,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,364.0,1.0,0.0,1.0,,,,,,,,,,,
366,PT08M23.00S,2023-12-24T01:24:18.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,94.40999984741211,50.0,1610612743,60,63,2023-12-24T01:24:18Z,3610000,False,0.0,0.0,1,right,A. Gordon tip Layup (10 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
367,PT08M23.00S,2023-12-24T01:24:27.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,60,63,2023-12-24T01:24:27Z,3620000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M08.00S,2023-12-24T01:27:25.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,14.14257555847569,46.32352941176471,1610612766,60,63,2023-12-24T01:27:32Z,3630000,False,18.0,80.0,1,left,MISS M. Bridges 8' driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,8.25,Missed,,,,,,,,,,,,,,,,,,
369,PT08M06.00S,2023-12-24T01:27:27.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,60,63,2023-12-24T01:27:32Z,3640000,False,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,368.0,8.0,6.0,2.0,,,,,,,,,,,
370,PT07M50.00S,2023-12-24T01:27:42.9Z,3,REGULAR,3pt,Jump Shot,[],203999,67.7562417871222,32.84313725490196,1610612743,60,63,2023-12-24T01:27:49Z,3650000,False,-86.0,251.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
371,PT07M46.00S,2023-12-24T01:27:46.9Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,60,63,2023-12-24T01:27:49Z,3660000,False,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,370.0,5.0,3.0,2.0,,,,,,,,,,,
372,PT07M42.00S,2023-12-24T01:27:50.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631121,6.389618922470433,53.92156862745098,1610612766,60,63,2023-12-24T01:28:05Z,3670000,False,-20.0,8.0,1,left,MISS B. McGowens running Layup,[1631121],1610612766.0,CHA,running,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
373,PT07M41.00S,2023-12-24T01:27:53.2Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,60,63,2023-12-24T01:27:53Z,3680000,False,,,0,,N. Richards REBOUND (Off:4 Def:6),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,372.0,10.0,6.0,4.0,,,,,,,,,,,
376,PT07M41.00S,2023-12-24T01:27:55.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,5.590000152587891,50.0,1610612766,60,63,2023-12-24T01:28:19Z,3710000,False,0.0,0.0,1,left,MISS N. Richards putback Layup - blocked,"[1630208, 1629008]",1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Missed,,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
390,PT07M41.00S,2023-12-24T01:27:55.2Z,3,REGULAR,block,,[],1629008,,,1610612766,60,63,2023-12-24T01:31:28Z,3712500,False,,,0,,M. Porter Jr. BLOCK (2 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT07M41.00S,2023-12-24T01:27:55.2Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,60,63,2023-12-24T01:29:13Z,3715000,False,,,0,,J. Murray REBOUND (Off:2 Def:6),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,376.0,8.0,6.0,2.0,,,,,,,,,,,
377,PT07M41.00S,2023-12-24T01:28:12.5Z,3,REGULAR,foul,personal,[],1631121,,,1610612743,60,63,2023-12-24T01:33:50Z,3720000,False,,,0,,B. McGowens personal FOUL (1 PF),"[1631121, 1627750]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,,,1.0,0.0,Murray,1627750.0
381,PT07M24.00S,2023-12-24T01:28:26.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,92.72339027595268,47.549019607843135,1610612743,60,65,2023-12-24T01:34:30Z,3750000,False,-12.0,16.0,1,right,M. Porter Jr. driving reverse Layup (15 PTS) (N. Jokic 8 AST),"[1629008, 203999]",1610612743.0,DEN,driving reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.01,Made,15.0,,,,,,,,N. Jokic,203999.0,8.0,,,,,,,
383,PT07M08.00S,2023-12-24T01:28:43.4Z,3,REGULAR,turnover,bad pass,[],202397,,,1610612766,60,65,2023-12-24T01:28:48Z,3770000,False,,,0,,I. Smith bad pass TURNOVER (2 TO),"[202397, 1629008]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2.0,Porter Jr.,1629008.0,,,,
384,PT07M08.00S,2023-12-24T01:28:43.4Z,3,REGULAR,steal,,[],1629008,,,1610612743,60,65,2023-12-24T01:36:12Z,3780000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
385,PT07M03.00S,2023-12-24T01:28:47.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,92.46057818659659,51.225490196078425,1610612743,60,67,2023-12-24T01:28:54Z,3790000,False,6.0,18.0,1,right,J. Murray running Layup (16 PTS),[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.94,Made,16.0,,,,,,,,,,,,,,,,,
386,PT06M50.00S,2023-12-24T01:29:00.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,16.90210249671485,55.392156862745104,1610612766,60,67,2023-12-24T01:36:35Z,3800000,False,-27.0,106.0,1,left,MISS I. Smith 10' step back Shot,[202397],1610612766.0,CHA,step back,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
387,PT06M48.00S,2023-12-24T01:29:02.9Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,60,67,2023-12-24T01:29:02Z,3810000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,386.0,2.0,1.0,1.0,,,,,,,,,,,
388,PT06M33.00S,2023-12-24T01:29:17.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,90.48948751642575,51.225490196078425,1610612743,60,69,2023-12-24T01:29:22Z,3820000,False,6.0,37.0,1,right,A. Gordon driving Layup (12 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.74,Made,12.0,,,,,,,,,,,,,,,,,
389,PT06M32.00S,2023-12-24T01:29:27.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,60,69,2023-12-24T01:29:27Z,3830000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M32.00S,2023-12-24T01:31:56.7Z,3,REGULAR,substitution,out,[],1631121,,,1610612766,60,69,2023-12-24T01:33:03Z,3835000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M32.00S,2023-12-24T01:31:56.7Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,60,69,2023-12-24T01:33:03Z,3837500,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M12.00S,2023-12-24T01:32:34.7Z,3,REGULAR,3pt,Jump Shot,[],1629023,33.196452036793694,48.28431372549019,1610612766,60,69,2023-12-24T01:32:53Z,3840000,False,9.0,260.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
392,PT06M10.00S,2023-12-24T01:32:36.7Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,60,69,2023-12-24T01:38:59Z,3850000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,391.0,3.0,2.0,1.0,,,,,,,,,,,
393,PT06M01.00S,2023-12-24T01:32:53.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627750,91.27792378449409,51.470588235294116,1610612743,60,71,2023-12-24T01:38:35Z,3860000,False,7.0,29.0,1,right,J. Murray driving Layup (18 PTS) (N. Jokic 9 AST),"[1627750, 203999]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.04,Made,18.0,,,,,,,,N. Jokic,203999.0,9.0,,,,,,,
397,PT05M46.00S,2023-12-24T01:33:07.7Z,3,REGULAR,foul,technical,['1freethrow'],203999,,,1610612766,60,71,2023-12-24T01:33:22Z,3900000,False,,,0,,N. Jokic defensive-3-second technical FOUL (1 Tech),[203999],1610612743.0,DEN,defensive-3-second,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201638.0,,,,,,,2.0,1.0,,
398,PT05M46.00S,2023-12-24T01:33:23.4Z,3,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,61,71,2023-12-24T01:33:23Z,3910000,False,,,0,,M. Bridges technical Free Throw 1 of 1 (15 PTS),[1628970],1610612766.0,CHA,technical,,,Bridges,M. Bridges,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
399,PT05M35.00S,2023-12-24T01:33:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,7.178055190538765,54.166666666666664,1610612766,61,71,2023-12-24T01:39:21Z,3920000,False,-21.0,15.0,1,left,MISS N. Richards driving Layup - blocked,"[1630208, 203999]",1610612766.0,CHA,driving,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.56,Missed,,Jokic,203999.0,,,,,,,,,,,,,,,
400,PT05M35.00S,2023-12-24T01:33:45.0Z,3,REGULAR,block,,[],203999,,,1610612766,61,71,2023-12-24T01:33:47Z,3930000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
401,PT05M33.00S,2023-12-24T01:33:47.0Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,61,71,2023-12-24T01:39:21Z,3940000,False,,,0,,J. Murray REBOUND (Off:2 Def:7),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,399.0,9.0,7.0,2.0,,,,,,,,,,,
402,PT05M28.00S,2023-12-24T01:33:51.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,68.9388961892247,70.34313725490196,1610612743,61,71,2023-12-24T01:33:59Z,3950000,False,102.0,239.0,1,right,MISS J. Murray 26' running 3PT,[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
403,PT05M25.00S,2023-12-24T01:33:54.3Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,61,71,2023-12-24T01:33:59Z,3960000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,402.0,3.0,3.0,0.0,,,,,,,,,,,
404,PT05M18.00S,2023-12-24T01:34:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.703679369250986,45.588235294117645,1610612766,61,71,2023-12-24T01:34:09Z,3970000,False,22.0,20.0,1,left,MISS P. Washington driving Layup - blocked,"[1629023, 203484]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.97,Missed,,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,
507,PT05M18.00S,2023-12-24T01:34:04.1Z,3,REGULAR,block,,[],203484,,,1610612766,61,71,2023-12-24T01:48:04Z,3975000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT05M18.00S,2023-12-24T01:34:04.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,61,71,2023-12-24T01:34:09Z,3980000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,404.0,,,,,,,,,,,,,,
407,PT04M53.00S,2023-12-24T01:34:35.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,91.5407358738502,46.81372549019608,1610612743,61,73,2023-12-24T01:34:39Z,4000000,False,-16.0,27.0,1,right,J. Murray driving Layup (20 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.13,Made,20.0,,,,,,,,,,,,,,,,,
408,PT04M36.00S,2023-12-24T01:34:52.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.915243101182654,46.32352941176471,1610612766,61,73,2023-12-24T01:34:59Z,4010000,False,18.0,13.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
409,PT04M34.00S,2023-12-24T01:34:54.7Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,61,73,2023-12-24T01:34:54Z,4020000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,408.0,4.0,3.0,1.0,,,,,,,,,,,
410,PT04M31.00S,2023-12-24T01:34:57.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,69.07030223390277,74.26470588235294,1610612743,61,76,2023-12-24T01:35:10Z,4030000,False,121.0,238.0,1,right,M. Porter Jr. 26' 3PT running (18 PTS),[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.73,Made,18.0,,,,,,,,,,,,,,,,,
411,PT04M13.00S,2023-12-24T01:35:15.3Z,3,REGULAR,turnover,lost ball,[],1630208,,,1610612766,61,76,2023-12-24T01:35:22Z,4040000,False,,,0,,N. Richards lost ball TURNOVER (2 TO),"[1630208, 203999]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Jokic,203999.0,,,,
412,PT04M13.00S,2023-12-24T01:35:15.3Z,3,REGULAR,steal,,[],203999,,,1610612743,61,76,2023-12-24T01:35:17Z,4050000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
413,PT04M06.00S,2023-12-24T01:35:22.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,92.72339027595268,5.147058823529411,1610612743,61,76,2023-12-24T01:35:29Z,4060000,False,-224.0,16.0,1,right,MISS J. Murray 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,22.49,Missed,,,,,,,,,,,,,,,,,,
414,PT04M04.00S,2023-12-24T01:35:25.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,61,76,2023-12-24T01:35:25Z,4070000,False,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,,,,,,413.0,5.0,5.0,0.0,,,,,,,,,,,
415,PT03M58.00S,2023-12-24T01:35:32.0Z,3,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,61,76,2023-12-24T01:35:43Z,4080000,False,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (3 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201638.0,,,,3.0,,,,,,
416,PT03M58.00S,2023-12-24T01:35:43.0Z,3,REGULAR,substitution,out,[],202330,,,1610612743,61,76,2023-12-24T01:36:02Z,4090000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M58.00S,2023-12-24T01:35:43.0Z,3,REGULAR,substitution,out,[],202397,,,1610612743,61,76,2023-12-24T01:36:02Z,4100000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
