actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
370,PT07M30.00S,2021-12-04T03:30:59.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,5.863994743758213,44.11764705882353,1610612738,71,73,2021-12-04T03:31:04Z,3660000,29.0,3.0,1,left,M. Smart cutting Layup (7 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,2.95,Made,7.0,,,,,J. Tatum,1628369.0,2.0,,,,,,,,,,,
372,PT07M13.00S,2021-12-04T03:31:15.5Z,3,REGULAR,3pt,Jump Shot,[],202711,74.85216819973719,11.76470588235294,1610612762,74,73,2021-12-04T03:31:20Z,3680000,-191.0,184.0,1,right,B. Bogdanovic 26' 3PT  (13 PTS) (M. Conley 3 AST),"[202711, 201144]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,26.53,Made,13.0,,,,,M. Conley,201144.0,3.0,,,,,,,,,,,
374,PT07M04.00S,2021-12-04T03:31:26.8Z,3,REGULAR,foul,offensive,[],1629684,,,1610612738,74,73,2021-12-04T03:31:32Z,3700000,,,0,,G. Williams offensive FOUL (3 PF),"[1629684, 201144]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1201.0,3.0,0.0,Conley,201144.0,,,,,,
376,PT07M04.00S,2021-12-04T03:31:26.8Z,3,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,74,73,2021-12-04T03:31:26Z,3720000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1201.0,,,,,1.0,,,,,
377,PT07M04.00S,2021-12-04T03:31:31.7Z,3,REGULAR,substitution,out,[],201144,,,1610612762,74,73,2021-12-04T03:31:46Z,3730000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M04.00S,2021-12-04T03:31:31.7Z,3,REGULAR,substitution,out,[],203497,,,1610612762,74,73,2021-12-04T03:31:46Z,3740000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M04.00S,2021-12-04T03:31:31.7Z,3,REGULAR,substitution,out,[],201143,,,1610612762,74,73,2021-12-04T03:31:46Z,3750000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M04.00S,2021-12-04T03:31:31.7Z,3,REGULAR,substitution,in,[],202355,,,1610612762,74,73,2021-12-04T03:31:46Z,3760000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M04.00S,2021-12-04T03:31:31.7Z,3,REGULAR,substitution,in,[],204060,,,1610612762,74,73,2021-12-04T03:31:46Z,3770000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M04.00S,2021-12-04T03:31:31.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612762,74,73,2021-12-04T03:31:46Z,3780000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M43.00S,2021-12-04T03:32:18.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,92.46057818659659,2.941176470588235,1610612762,74,73,2021-12-04T03:32:24Z,3790000,-235.0,18.0,1,right,MISS D. Mitchell 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,,
384,PT06M40.00S,2021-12-04T03:32:21.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,74,73,2021-12-04T03:32:24Z,3800000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,383.0,6.0,5.0,1.0,,,,,,,,,,,,,,
385,PT06M36.00S,2021-12-04T03:32:27.0Z,3,REGULAR,foul,personal,['2freethrow'],202711,,,1610612738,74,73,2021-12-04T03:32:34Z,3810000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Smart 2 FT),"[202711, 203935]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,2002.0,1.0,0.0,Smart,203935.0,,,,,,
387,PT06M36.00S,2021-12-04T03:32:51.5Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,74,74,2021-12-04T03:32:51Z,3830000,,,0,,M. Smart Free Throw 1 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
388,PT06M36.00S,2021-12-04T03:33:06.8Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,74,75,2021-12-04T03:33:06Z,3840000,,,0,,M. Smart Free Throw 2 of 2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
389,PT06M23.00S,2021-12-04T03:33:22.9Z,3,REGULAR,3pt,Jump Shot,[],1626220,86.28449408672799,3.431372549019608,1610612762,77,75,2021-12-04T03:33:28Z,3850000,-233.0,76.0,1,right,R. O'Neale 24' 3PT  (12 PTS) (D. Mitchell 5 AST),"[1626220, 1628378]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,24.5,Made,12.0,,,,,D. Mitchell,1628378.0,5.0,,,,,,,,,,,
391,PT05M59.00S,2021-12-04T03:33:53.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.5722733245729295,38.72549019607843,1610612738,77,77,2021-12-04T03:34:20Z,3870000,56.0,19.0,1,left,J. Tatum driving floating Jump Shot (12 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.94,Made,12.0,,,,,,,,,,,,,,,,,,
392,PT05M59.00S,2021-12-04T03:33:58.0Z,3,REGULAR,foul,personal,['1freethrow'],202355,,,1610612738,77,77,2021-12-04T03:34:02Z,3880000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Tatum 1 FT),"[202355, 1628369]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,2004.0,2.0,0.0,Tatum,1628369.0,,,,,,
394,PT05M59.00S,2021-12-04T03:34:20.8Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,77,78,2021-12-04T03:34:20Z,3900000,,,0,,J. Tatum Free Throw 1 of 1 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
395,PT05M47.00S,2021-12-04T03:34:35.3Z,3,REGULAR,3pt,Jump Shot,[],204060,84.97043363994744,2.941176470588235,1610612762,80,78,2021-12-04T03:34:40Z,3910000,-235.0,89.0,1,right,J. Ingles 25' 3PT  (3 PTS) (D. Mitchell 6 AST),"[204060, 1628378]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,25.15,Made,3.0,,,,,D. Mitchell,1628378.0,6.0,,,,,,,,,,,
397,PT05M27.00S,2021-12-04T03:34:54.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,13.354139290407357,31.127450980392158,1610612738,80,80,2021-12-04T03:34:58Z,3930000,94.0,73.0,1,left,J. Tatum 11' pullup Jump Shot (15 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,11.93,Made,15.0,,,,,,,,,,,,,,,,,,
398,PT05M13.00S,2021-12-04T03:35:08.6Z,3,REGULAR,3pt,Jump Shot,[],1628378,67.49342969776609,43.13725490196079,1610612762,80,80,2021-12-04T03:35:14Z,3940000,-34.0,253.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
399,PT05M09.00S,2021-12-04T03:35:12.6Z,3,REGULAR,rebound,offensive,[],202355,,,1610612762,80,80,2021-12-04T03:35:14Z,3950000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,398.0,3.0,2.0,1.0,,,,,,,,,,,,,,
400,PT05M09.00S,2021-12-04T03:35:13.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,94.40999984741211,50.0,1610612762,82,80,2021-12-04T03:35:13Z,3960000,0.0,0.0,1,right,H. Whiteside tip Layup (2 PTS),[202355],1610612762.0,UTA,tip,,,Whiteside,H. Whiteside,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
401,PT04M57.00S,2021-12-04T03:35:24.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.35676741130092,42.15686274509804,1610612738,82,83,2021-12-04T03:35:30Z,3970000,39.0,242.0,1,left,J. Tatum 24' 3PT pullup (18 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.55,Made,18.0,,,,,,,,,,,,,,,,,,
402,PT04M40.00S,2021-12-04T03:35:41.8Z,3,REGULAR,3pt,Jump Shot,[],202711,67.49342969776609,61.76470588235294,1610612762,85,83,2021-12-04T03:35:47Z,3980000,59.0,253.0,1,right,B. Bogdanovic 25' 3PT step back (16 PTS),[202711],1610612762.0,UTA,step back,,,Bogdanovic,B. Bogdanovic,,,,,25.98,Made,16.0,,,,,,,,,,,,,,,,,,
403,PT04M28.00S,2021-12-04T03:35:57.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,85,83,2021-12-04T03:35:57Z,3990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M20.00S,2021-12-04T03:36:18.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.206964520367937,54.90196078431373,1610612738,85,85,2021-12-04T03:36:23Z,4000000,-25.0,-4.0,1,left,D. Schroder driving Layup (19 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.48,Made,19.0,,,,,,,,,,,,,,,,,,
405,PT04M20.00S,2021-12-04T03:36:20.7Z,3,REGULAR,foul,personal,['1freethrow'],202711,,,1610612738,85,85,2021-12-04T03:36:24Z,4010000,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Schroder 1 FT),"[202711, 203471]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,2002.0,2.0,0.0,Schroder,203471.0,,,,,,
407,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,out,[],1626220,,,1610612738,85,85,2021-12-04T03:37:43Z,4030000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,out,[],202711,,,1610612738,85,85,2021-12-04T03:37:43Z,4040000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,out,[],202355,,,1610612738,85,85,2021-12-04T03:37:43Z,4050000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,85,85,2021-12-04T03:37:43Z,4060000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,in,[],203497,,,1610612738,85,85,2021-12-04T03:37:43Z,4070000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,in,[],203903,,,1610612738,85,85,2021-12-04T03:37:43Z,4080000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,in,[],200752,,,1610612738,85,85,2021-12-04T03:37:43Z,4090000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M20.00S,2021-12-04T03:36:31.6Z,3,REGULAR,substitution,in,[],201143,,,1610612738,85,85,2021-12-04T03:37:43Z,4100000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M20.00S,2021-12-04T03:37:04.7Z,3,REGULAR,freethrow,1 of 1,[],203471,,,1610612738,85,86,2021-12-04T03:37:04Z,4110000,,,0,,D. Schroder Free Throw 1 of 1 (20 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
416,PT04M07.00S,2021-12-04T03:37:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.46057818659659,46.07843137254902,1610612762,87,86,2021-12-04T03:37:23Z,4120000,-20.0,18.0,1,right,D. Mitchell driving Layup (18 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.69,Made,18.0,,,,,,,,,,,,,,,,,,
417,PT03M49.00S,2021-12-04T03:37:37.4Z,3,REGULAR,3pt,Jump Shot,[],203935,26.363337713534822,16.666666666666664,1610612738,87,89,2021-12-04T03:37:43Z,4130000,167.0,195.0,1,left,M. Smart 25' 3PT  (12 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.68,Made,12.0,,,,,J. Tatum,1628369.0,3.0,,,,,,,,,,,
419,PT03M30.00S,2021-12-04T03:37:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.77463863337714,54.65686274509803,1610612762,89,89,2021-12-04T03:38:05Z,4150000,23.0,6.0,1,right,D. Mitchell driving Layup (20 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.41,Made,20.0,,,,,,,,,,,,,,,,,,
420,PT03M21.00S,2021-12-04T03:38:07.1Z,3,REGULAR,foul,offensive,[],201143,,,1610612738,89,89,2021-12-04T03:38:13Z,4160000,,,0,,A. Horford offensive FOUL (2 PF),"[201143, 1628378]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,2002.0,2.0,0.0,Mitchell,1628378.0,,,,,,
422,PT03M21.00S,2021-12-04T03:38:07.1Z,3,REGULAR,turnover,offensive foul,[],201143,,,1610612738,89,89,2021-12-04T03:38:07Z,4180000,,,0,,A. Horford offensive foul TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,2002.0,,,,,1.0,,,,,
423,PT03M21.00S,2021-12-04T03:38:21.2Z,3,REGULAR,foul,technical,['1freethrow'],203152,,,1610612762,89,89,2021-12-04T03:38:33Z,4190000,,,0,,TEAM foul technical,[203152],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,2002.0,,,,,,,,,,
424,PT03M21.00S,2021-12-04T03:38:46.6Z,3,REGULAR,freethrow,1 of 1,[],1628378,,,1610612762,90,89,2021-12-04T03:38:46Z,4200000,,,0,,D. Mitchell technical Free Throw 1 of 1 (21 PTS),[1628378],1610612762.0,UTA,technical,,,Mitchell,D. Mitchell,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
425,PT03M21.00S,2021-12-04T03:38:56.1Z,3,REGULAR,substitution,out,[],203471,,,1610612762,90,89,2021-12-04T03:39:00Z,4210000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M21.00S,2021-12-04T03:38:56.1Z,3,REGULAR,substitution,in,[],1626196,,,1610612762,90,89,2021-12-04T03:39:00Z,4220000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M14.00S,2021-12-04T03:39:18.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628378,92.72339027595268,49.50980392156863,1610612762,92,89,2021-12-04T03:39:25Z,4230000,-2.0,16.0,1,right,D. Mitchell cutting DUNK (23 PTS) (J. Ingles 2 AST),"[1628378, 204060]",1610612762.0,UTA,cutting,,,Mitchell,D. Mitchell,,,,,1.61,Made,23.0,,,,,J. Ingles,204060.0,2.0,,,,,,,,,,,
429,PT03M11.00S,2021-12-04T03:39:25.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,92,89,2021-12-04T03:39:25Z,4250000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M58.00S,2021-12-04T03:42:36.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,8.229303547963205,87.5,1610612738,92,91,2021-12-04T03:42:42Z,4260000,-188.0,25.0,1,left,J. Tatum 18' pullup Jump Shot (20 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,18.91,Made,20.0,,,,,G. Williams,1629684.0,2.0,,,,,,,,,,,
432,PT02M41.00S,2021-12-04T03:42:52.6Z,3,REGULAR,3pt,Jump Shot,[],200752,74.98357424441524,86.51960784313727,1610612762,92,91,2021-12-04T03:42:57Z,4280000,183.0,183.0,1,right,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
433,PT02M38.00S,2021-12-04T03:42:55.6Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612738,92,91,2021-12-04T03:42:57Z,4290000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,432.0,2.0,2.0,0.0,,,,,,,,,,,,,,
434,PT02M28.00S,2021-12-04T03:43:05.8Z,3,REGULAR,3pt,Jump Shot,[],1626196,25.18068331143233,82.59803921568627,1610612738,92,91,2021-12-04T03:43:11Z,4300000,-163.0,184.0,1,left,MISS J. Richardson 24' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
435,PT02M25.00S,2021-12-04T03:43:08.8Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,92,91,2021-12-04T03:43:11Z,4310000,,,0,,R. Gay REBOUND (Off:0 Def:3),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,434.0,3.0,3.0,0.0,,,,,,,,,,,,,,
436,PT02M14.00S,2021-12-04T03:43:22.8Z,3,REGULAR,foul,personal,[],1629684,,,1610612762,92,91,2021-12-04T03:43:55Z,4320000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 203497]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2002.0,4.0,0.0,Gobert,203497.0,,,,,,
438,PT02M14.00S,2021-12-04T03:43:29.8Z,3,REGULAR,substitution,out,[],1628378,,,1610612762,92,91,2021-12-04T03:43:42Z,4340000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M14.00S,2021-12-04T03:43:29.8Z,3,REGULAR,substitution,out,[],1629684,,,1610612762,92,91,2021-12-04T03:43:42Z,4350000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M14.00S,2021-12-04T03:43:29.8Z,3,REGULAR,substitution,in,[],201144,,,1610612762,92,91,2021-12-04T03:43:42Z,4360000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M14.00S,2021-12-04T03:43:29.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612762,92,91,2021-12-04T03:43:42Z,4370000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M10.00S,2021-12-04T03:43:57.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612762,92,91,2021-12-04T03:44:12Z,4380000,,,0,,A. Nesmith personal FOUL (1 PF) (Gobert 2 FT),"[1630174, 203497]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,1201.0,1.0,0.0,Gobert,203497.0,,,,,,
444,PT02M10.00S,2021-12-04T03:44:28.7Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,93,91,2021-12-04T03:44:28Z,4400000,,,0,,R. Gobert Free Throw 1 of 2 (13 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
445,PT02M10.00S,2021-12-04T03:44:46.1Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,94,91,2021-12-04T03:44:46Z,4410000,,,0,,R. Gobert Free Throw 2 of 2 (14 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
446,PT01M53.00S,2021-12-04T03:45:07.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,16.245072273324574,4.6568627450980395,1610612738,94,91,2021-12-04T03:45:45Z,4420000,227.0,100.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
447,PT01M52.00S,2021-12-04T03:45:08.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,94,91,2021-12-04T03:45:15Z,4430000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,446.0,,,,,,,,,,,,,,,,,
448,PT01M52.00S,2021-12-04T03:45:15.4Z,3,REGULAR,foul,personal,[],201144,,,1610612738,94,91,2021-12-04T03:45:22Z,4440000,,,0,,M. Conley loose ball personal FOUL (1 PF),"[201144, 1630174]",1610612762.0,UTA,loose ball,,,Conley,M. Conley,,,,,,,,,,,,,,,2004.0,1.0,0.0,Nesmith,1630174.0,,,,,,
450,PT01M40.00S,2021-12-04T03:45:50.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203903,,,1610612738,94,91,2021-12-04T03:45:54Z,4460000,,,0,,J. Clarkson personal FOUL (1 PF) (Tatum 2 FT),"[203903, 1628369]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,2004.0,1.0,0.0,Tatum,1628369.0,,,,,,
452,PT01M40.00S,2021-12-04T03:46:14.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,94,92,2021-12-04T03:46:14Z,4480000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
453,PT01M40.00S,2021-12-04T03:46:31.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,94,93,2021-12-04T03:46:31Z,4490000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
454,PT01M20.00S,2021-12-04T03:46:53.3Z,3,REGULAR,2pt,Jump Shot,[],203903,91.01511169513797,66.91176470588235,1610612762,94,93,2021-12-04T03:46:58Z,4500000,85.0,32.0,1,right,MISS J. Clarkson 9' pullup Shot,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,9.04,Missed,,,,,,,,,,,,,,,,,,,
455,PT01M17.00S,2021-12-04T03:46:56.3Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,94,93,2021-12-04T03:46:58Z,4510000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,454.0,1.0,1.0,0.0,,,,,,,,,,,,,,
456,PT01M10.00S,2021-12-04T03:47:03.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.042706964520367,28.921568627450984,1610612738,94,93,2021-12-04T03:47:40Z,4520000,105.0,230.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
457,PT01M07.00S,2021-12-04T03:47:06.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,94,93,2021-12-04T03:47:09Z,4530000,,,0,,R. Gobert REBOUND (Off:2 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,456.0,9.0,7.0,2.0,,,,,,,,,,,,,,
458,PT01M01.00S,2021-12-04T03:47:11.4Z,3,REGULAR,3pt,Jump Shot,[],203903,91.5407358738502,96.07843137254902,1610612762,94,93,2021-12-04T03:48:07Z,4540000,230.0,27.0,1,right,MISS J. Clarkson pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
459,PT00M58.60S,2021-12-04T03:47:13.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,94,93,2021-12-04T03:47:16Z,4550000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,458.0,5.0,4.0,1.0,,,,,,,,,,,,,,
460,PT00M50.40S,2021-12-04T03:47:27.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612738,94,93,2021-12-04T03:47:32Z,4560000,,,0,,R. Gobert shooting personal FOUL (3 PF) (Tatum 2 FT),"[203497, 1628369]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,,,,,2002.0,3.0,0.0,Tatum,1628369.0,,,,,,
