actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
546,PT06M46.00S,2021-11-17T05:01:08.3Z,4,REGULAR,2pt,Jump Shot,[],1629003,78.79434954007884,46.81372549019608,1610612755,105,78,2021-11-17T05:01:32Z,5360000,-16.0,147.0,1,right,MISS S. Milton 14' driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,14.77,Missed,,,,,,,,,,,,,,,,,,
547,PT06M45.00S,2021-11-17T05:01:09.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,105,78,2021-11-17T05:01:15Z,5370000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,546.0,,,,,,
548,PT06M45.00S,2021-11-17T05:01:19.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,105,78,2021-11-17T05:01:19Z,5380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M45.00S,2021-11-17T05:01:19.6Z,4,REGULAR,substitution,out,[],1630235,,,1610612762,105,78,2021-11-17T05:01:21Z,5390000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M45.00S,2021-11-17T05:01:19.6Z,4,REGULAR,substitution,in,[],1626220,,,1610612762,105,78,2021-11-17T05:01:21Z,5400000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M45.00S,2021-11-17T05:01:19.6Z,4,REGULAR,substitution,out,[],1627777,,,1610612762,105,78,2021-11-17T05:01:26Z,5410000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M45.00S,2021-11-17T05:01:19.6Z,4,REGULAR,substitution,in,[],1629646,,,1610612762,105,78,2021-11-17T05:01:26Z,5420000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M29.00S,2021-11-17T05:01:44.3Z,4,REGULAR,2pt,Jump Shot,[],202711,9.674770039421814,68.13725490196079,1610612762,107,78,2021-11-17T05:01:51Z,5430000,-91.0,38.0,1,left,B. Bogdanovic 9' turnaround bank Jump Shot (25 PTS),[202711],1610612762.0,UTA,turnaround bank,,,Bogdanovic,B. Bogdanovic,,,,,9.85,Made,25.0,,,,,,,,,,,,,,,,,
555,PT06M17.00S,2021-11-17T05:01:56.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,93.24901445466492,54.41176470588235,1610612755,107,78,2021-11-17T05:02:05Z,5450000,22.0,11.0,1,right,MISS P. Reed cutting Layup - blocked,"[1630194, 202355]",1610612755.0,PHI,cutting,,,Reed,P. Reed,,,,,2.47,Missed,,,,,,,,,,Whiteside,202355.0,,,,,,,
556,PT06M17.00S,2021-11-17T05:01:56.3Z,4,REGULAR,block,,[],202355,,,1610612755,107,78,2021-11-17T05:01:58Z,5460000,,,0,,H. Whiteside BLOCK (2 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M15.00S,2021-11-17T05:01:58.3Z,4,REGULAR,rebound,defensive,[],204060,,,1610612762,107,78,2021-11-17T05:02:05Z,5470000,,,0,,J. Ingles REBOUND (Off:1 Def:2),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,555.0,3.0,2.0,1.0,,,
558,PT06M12.00S,2021-11-17T05:02:01.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203903,4.681340341655716,95.58823529411765,1610612762,107,78,2021-11-17T05:03:22Z,5480000,-228.0,-8.0,1,left,MISS J. Clarkson running 3PT,[203903],1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,
559,PT06M12.00S,2021-11-17T05:02:01.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,107,78,2021-11-17T05:02:10Z,5490000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,558.0,,,,,,
560,PT06M08.00S,2021-11-17T05:02:09.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,107,78,2021-11-17T05:02:09Z,5500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M58.00S,2021-11-17T05:02:35.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,9.543363994743759,47.549019607843135,1610612762,107,78,2021-11-17T05:02:41Z,5510000,12.0,37.0,1,left,MISS H. Whiteside cutting Layup,[202355],1610612762.0,UTA,cutting,,,Whiteside,H. Whiteside,,,,,3.92,Missed,,,,,,,,,,,,,,,,,,
562,PT05M56.00S,2021-11-17T05:02:37.9Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,107,78,2021-11-17T05:02:41Z,5520000,,,0,,I. Joe REBOUND (Off:0 Def:8),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,561.0,8.0,8.0,0.0,,,
563,PT05M50.00S,2021-11-17T05:02:44.0Z,4,REGULAR,2pt,Jump Shot,[],1630198,74.72076215505913,49.754901960784316,1610612755,107,78,2021-11-17T05:02:50Z,5530000,-1.0,185.0,1,right,MISS I. Joe 18' pullup Shot,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,18.51,Missed,,,,,,,,,,,,,,,,,,
564,PT05M47.00S,2021-11-17T05:02:47.0Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,107,78,2021-11-17T05:02:50Z,5540000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:6),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,563.0,6.0,6.0,0.0,,,
565,PT05M41.00S,2021-11-17T05:02:55.5Z,4,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612762,107,78,2021-11-17T05:03:01Z,5550000,,,0,,P. Reed shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1630194, 202711]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,,,,1162.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,
567,PT05M41.00S,2021-11-17T05:03:23.6Z,4,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,108,78,2021-11-17T05:03:23Z,5570000,,,0,,B. Bogdanovic Free Throw 1 of 2 (26 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
568,PT05M41.00S,2021-11-17T05:03:25.3Z,4,REGULAR,substitution,out,[],203903,,,1610612762,108,78,2021-11-17T05:03:29Z,5580000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M41.00S,2021-11-17T05:03:25.3Z,4,REGULAR,substitution,in,[],1630235,,,1610612762,108,78,2021-11-17T05:03:29Z,5590000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M41.00S,2021-11-17T05:03:46.7Z,4,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,109,78,2021-11-17T05:03:46Z,5600000,,,0,,B. Bogdanovic Free Throw 2 of 2 (27 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
571,PT05M25.00S,2021-11-17T05:04:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,91.40932982917214,38.72549019607843,1610612755,109,78,2021-11-17T05:05:11Z,5610000,-56.0,28.0,1,right,MISS S. Milton 6' driving Layup,[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,
572,PT05M25.00S,2021-11-17T05:04:04.7Z,4,REGULAR,rebound,offensive,[],1629646,,,1610612755,109,78,2021-11-17T05:04:11Z,5620000,,,0,,C. Bassey REBOUND (Off:1 Def:0),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,571.0,1.0,0.0,1.0,,,
573,PT05M25.00S,2021-11-17T05:04:08.6Z,4,REGULAR,foul,personal,['2freethrow'],1630235,,,1610612755,109,78,2021-11-17T05:04:13Z,5630000,,,0,,T. Forrest shooting personal FOUL (1 PF) (Bassey 2 FT),"[1630235, 1629646]",1610612762.0,UTA,shooting,,,Forrest,T. Forrest,,,,,,,,1162.0,1.0,0.0,Bassey,1629646.0,,,,,,,,,,,,
575,PT05M25.00S,2021-11-17T05:04:33.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629646,,,1610612755,109,78,2021-11-17T05:04:33Z,5650000,,,0,,MISS C. Bassey Free Throw 1 of 2,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,Missed,,,,,,,,,,,,,,,,,,
576,PT05M25.00S,2021-11-17T05:04:33.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,109,78,2021-11-17T05:04:33Z,5660000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,575.0,,,,,,
577,PT05M25.00S,2021-11-17T05:04:34.4Z,4,REGULAR,substitution,out,[],204060,,,1610612755,109,78,2021-11-17T05:04:50Z,5670000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M25.00S,2021-11-17T05:04:34.4Z,4,REGULAR,substitution,out,[],1626220,,,1610612755,109,78,2021-11-17T05:04:50Z,5680000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
579,PT05M25.00S,2021-11-17T05:04:34.4Z,4,REGULAR,substitution,out,[],202711,,,1610612755,109,78,2021-11-17T05:04:50Z,5690000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
580,PT05M25.00S,2021-11-17T05:04:34.4Z,4,REGULAR,substitution,in,[],1629672,,,1610612755,109,78,2021-11-17T05:04:50Z,5700000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
581,PT05M25.00S,2021-11-17T05:04:34.4Z,4,REGULAR,substitution,in,[],1629671,,,1610612755,109,78,2021-11-17T05:04:50Z,5710000,,,0,,SUB in: M. Oni,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,,,,,,,
582,PT05M25.00S,2021-11-17T05:04:34.4Z,4,REGULAR,substitution,in,[],1630215,,,1610612755,109,78,2021-11-17T05:04:50Z,5720000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
583,PT05M25.00S,2021-11-17T05:05:02.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629646,,,1610612755,109,79,2021-11-17T05:05:02Z,5730000,,,0,,C. Bassey Free Throw 2 of 2 (1 PTS),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
584,PT05M13.00S,2021-11-17T05:05:16.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,12.171484888304862,49.26470588235294,1610612762,109,79,2021-11-17T05:05:21Z,5740000,4.0,62.0,1,left,MISS T. Forrest 6' driving floating Shot,[1630235],1610612762.0,UTA,driving floating,,,Forrest,T. Forrest,,,,,6.2,Missed,,,,,,,,,,,,,,,,,,
585,PT05M11.00S,2021-11-17T05:05:18.8Z,4,REGULAR,rebound,defensive,[],1629646,,,1610612755,109,79,2021-11-17T05:05:21Z,5750000,,,0,,C. Bassey REBOUND (Off:1 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,584.0,2.0,1.0,1.0,,,
586,PT05M04.00S,2021-11-17T05:05:25.8Z,4,REGULAR,3pt,Jump Shot,[],1630198,68.9388961892247,20.34313725490196,1610612755,109,79,2021-11-17T05:05:34Z,5760000,-148.0,239.0,1,right,MISS I. Joe 28' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,28.17,Missed,,,,,,,,,,,,,,,,,,
587,PT05M00.00S,2021-11-17T05:05:29.8Z,4,REGULAR,rebound,offensive,[],1629646,,,1610612755,109,79,2021-11-17T05:05:34Z,5770000,,,0,,C. Bassey REBOUND (Off:2 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,586.0,3.0,1.0,2.0,,,
588,PT05M00.00S,2021-11-17T05:05:30.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629646,92.46057818659659,45.588235294117645,1610612755,109,81,2021-11-17T05:05:46Z,5780000,-22.0,18.0,1,right,C. Bassey putback DUNK (3 PTS),[1629646],1610612755.0,PHI,putback,,,Bassey,C. Bassey,,,,,2.88,Made,3.0,,,,,,,,,,,,,,,,,
589,PT04M42.00S,2021-11-17T05:05:47.2Z,4,REGULAR,3pt,Jump Shot,[],1630215,31.09395532194481,70.58823529411765,1610612762,109,81,2021-11-17T05:05:53Z,5790000,-103.0,240.0,1,left,MISS J. Butler 26' 3PT,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
590,PT04M39.00S,2021-11-17T05:05:50.2Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,109,81,2021-11-17T05:05:53Z,5800000,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,589.0,2.0,2.0,0.0,,,
591,PT04M31.00S,2021-11-17T05:06:01.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630215,,,1610612755,109,81,2021-11-17T05:06:06Z,5810000,,,0,,J. Butler shooting personal FOUL (1 PF) (Milton 2 FT),"[1630215, 1629003]",1610612762.0,UTA,shooting,,,Butler,J. Butler,,,,,,,,2005.0,1.0,0.0,Milton,1629003.0,,,,,,,,,,,,
593,PT04M31.00S,2021-11-17T05:06:27.6Z,4,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,109,82,2021-11-17T05:06:27Z,5830000,,,0,,S. Milton Free Throw 1 of 2 (17 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
594,PT04M31.00S,2021-11-17T05:06:43.2Z,4,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,109,83,2021-11-17T05:06:43Z,5840000,,,0,,S. Milton Free Throw 2 of 2 (18 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
595,PT04M19.00S,2021-11-17T05:07:01.2Z,4,REGULAR,turnover,out-of-bounds,[],1630235,,,1610612762,109,83,2021-11-17T05:07:08Z,5850000,,,0,,T. Forrest bad pass out-of-bounds TURNOVER (1 TO),[1630235],1610612762.0,UTA,bad pass,,,Forrest,T. Forrest,,,,,,,,2005.0,,,,,,,,,,,,,,1.0,,
596,PT04M09.00S,2021-11-17T05:07:26.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,92.72339027595268,44.36274509803921,1610612755,109,83,2021-11-17T05:07:32Z,5860000,-28.0,16.0,1,right,MISS S. Milton driving bank Shot,[1629003],1610612755.0,PHI,driving bank,,,Milton,S. Milton,,,,,3.24,Missed,,,,,,,,,,,,,,,,,,
598,PT04M06.00S,2021-11-17T05:07:29.0Z,4,REGULAR,rebound,defensive,[],202355,,,1610612762,109,83,2021-11-17T05:07:32Z,5880000,,,0,,H. Whiteside REBOUND (Off:1 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,596.0,5.0,4.0,1.0,,,
599,PT03M48.00S,2021-11-17T05:07:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,8.492115637319317,48.77450980392157,1610612762,111,83,2021-11-17T05:07:54Z,5890000,6.0,27.0,1,left,T. Forrest driving Layup (2 PTS) (J. Butler 1 AST),"[1630235, 1630215]",1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,2.8,Made,2.0,,,,,,J. Butler,1630215.0,1.0,,,,,,,,,
601,PT03M27.00S,2021-11-17T05:08:08.8Z,4,REGULAR,turnover,lost ball,[],1630194,,,1610612755,111,83,2021-11-17T05:08:13Z,5910000,,,0,,P. Reed lost ball TURNOVER (1 TO),"[1630194, 1630215]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,1.0,Butler,1630215.0
602,PT03M27.00S,2021-11-17T05:08:08.8Z,4,REGULAR,steal,,[],1630215,,,1610612762,111,83,2021-11-17T05:11:07Z,5920000,,,0,,J. Butler STEAL (1 STL),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M18.00S,2021-11-17T05:08:17.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630215,28.991458607095925,74.26470588235294,1610612762,114,83,2021-11-17T05:08:23Z,5930000,-121.0,220.0,1,left,J. Butler 25' 3PT  (3 PTS) (E. Paschall 3 AST),"[1630215, 1629672]",1610612762.0,UTA,,,,Butler,J. Butler,,,,,25.12,Made,3.0,,,,,,E. Paschall,1629672.0,3.0,,,,,,,,,
605,PT03M17.00S,2021-11-17T05:08:22.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,114,83,2021-11-17T05:08:22Z,5950000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M17.00S,2021-11-17T05:10:44.2Z,4,REGULAR,substitution,out,[],202355,,,1610612755,114,83,2021-11-17T05:11:02Z,5960000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M17.00S,2021-11-17T05:10:44.2Z,4,REGULAR,substitution,in,[],1628962,,,1610612755,114,83,2021-11-17T05:11:02Z,5970000,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M52.00S,2021-11-17T05:12:09.2Z,4,REGULAR,3pt,Jump Shot,[],1630198,67.36202365308804,16.176470588235293,1610612755,114,83,2021-11-17T05:12:15Z,5980000,-169.0,254.0,1,right,MISS I. Joe 30' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,30.54,Missed,,,,,,,,,,,,,,,,,,
609,PT02M47.00S,2021-11-17T05:12:14.2Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,114,83,2021-11-17T05:12:14Z,5990000,,,0,,P. Reed REBOUND (Off:1 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,608.0,3.0,2.0,1.0,,,
610,PT02M44.00S,2021-11-17T05:12:17.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,73.53810775295663,9.558823529411764,1610612755,114,83,2021-11-17T05:12:23Z,6000000,-202.0,196.0,1,right,MISS I. Joe 28' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,28.17,Missed,,,,,,,,,,,,,,,,,,
611,PT02M41.00S,2021-11-17T05:12:20.3Z,4,REGULAR,rebound,offensive,[],1629646,,,1610612755,114,83,2021-11-17T05:12:23Z,6010000,,,0,,C. Bassey REBOUND (Off:3 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,610.0,4.0,1.0,3.0,,,
612,PT02M33.00S,2021-11-17T05:12:27.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629646,91.01511169513797,44.36274509803921,1610612755,114,85,2021-11-17T05:12:32Z,6020000,-28.0,32.0,1,right,C. Bassey cutting Layup (5 PTS) (S. Milton 4 AST),"[1629646, 1629003]",1610612755.0,PHI,cutting,,,Bassey,C. Bassey,,,,,4.27,Made,5.0,,,,,,S. Milton,1629003.0,4.0,,,,,,,,,
614,PT02M17.00S,2021-11-17T05:12:43.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630215,10.5946123521682,38.23529411764706,1610612762,114,85,2021-11-17T05:13:31Z,6040000,59.0,47.0,1,left,MISS J. Butler 7' driving Hook,[1630215],1610612762.0,UTA,driving,,,Butler,J. Butler,,,,,7.53,Missed,,,,,,,,,,,,,,,,,,
615,PT02M14.00S,2021-11-17T05:12:46.9Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,114,85,2021-11-17T05:13:47Z,6050000,,,0,,P. Reed REBOUND (Off:1 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,614.0,4.0,3.0,1.0,,,
616,PT02M01.00S,2021-11-17T05:13:00.0Z,4,REGULAR,turnover,bad pass,[],1630194,,,1610612755,114,85,2021-11-17T05:13:06Z,6060000,,,0,,P. Reed bad pass TURNOVER (2 TO),"[1630194, 1630235]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,2.0,Forrest,1630235.0
617,PT02M01.00S,2021-11-17T05:13:00.0Z,4,REGULAR,steal,,[],1630235,,,1610612762,114,85,2021-11-17T05:13:01Z,6070000,,,0,,T. Forrest STEAL (1 STL),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M59.00S,2021-11-17T05:13:05.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629671,6.258212877792378,54.90196078431373,1610612762,116,85,2021-11-17T05:13:17Z,6080000,-25.0,6.0,1,left,M. Oni running Layup (2 PTS),[1629671],1610612762.0,UTA,running,,,Oni,M. Oni,,,,,2.53,Made,2.0,,,,,,,,,,,,,,,,,
620,PT01M59.00S,2021-11-17T05:13:07.9Z,4,REGULAR,foul,personal,['1freethrow'],1630198,,,1610612762,116,85,2021-11-17T05:13:21Z,6100000,,,0,,I. Joe shooting personal FOUL (3 PF) (Oni 1 FT),"[1630198, 1629671]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,2005.0,3.0,0.0,Oni,1629671.0,,,,,,,,,,,,
622,PT01M59.00S,2021-11-17T05:13:30.7Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629671,,,1610612762,116,85,2021-11-17T05:13:33Z,6120000,,,0,,MISS M. Oni Free Throw 1 of 1,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,Missed,,,,,,,,,,,,,,,,,,
623,PT01M57.00S,2021-11-17T05:13:32.7Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,116,85,2021-11-17T05:13:33Z,6130000,,,0,,F. Korkmaz REBOUND (Off:0 Def:5),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,622.0,5.0,5.0,0.0,,,
624,PT01M44.00S,2021-11-17T05:13:45.6Z,4,REGULAR,2pt,Jump Shot,[],1629003,81.553876478318,68.38235294117648,1610612755,116,85,2021-11-17T05:13:52Z,6140000,92.0,121.0,1,right,MISS S. Milton 15' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,15.19,Missed,,,,,,,,,,,,,,,,,,
625,PT01M42.00S,2021-11-17T05:13:47.6Z,4,REGULAR,rebound,defensive,[],1629671,,,1610612762,116,85,2021-11-17T05:13:52Z,6150000,,,0,,M. Oni REBOUND (Off:0 Def:1),[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,624.0,1.0,1.0,0.0,,,
626,PT01M27.00S,2021-11-17T05:14:04.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612762,116,85,2021-11-17T05:14:17Z,6160000,,,0,,I. Joe personal FOUL (4 PF) (Paschall 2 FT),"[1630198, 1629672]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,1162.0,4.0,0.0,Paschall,1629672.0,,,,,,,,,,,,
628,PT01M27.00S,2021-11-17T05:14:25.5Z,4,REGULAR,freethrow,1 of 2,[],1629672,,,1610612762,117,85,2021-11-17T05:14:25Z,6180000,,,0,,E. Paschall Free Throw 1 of 2 (6 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
629,PT01M27.00S,2021-11-17T05:14:37.3Z,4,REGULAR,freethrow,2 of 2,[],1629672,,,1610612762,118,85,2021-11-17T05:14:37Z,6190000,,,0,,E. Paschall Free Throw 2 of 2 (7 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
630,PT01M05.00S,2021-11-17T05:15:03.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,85.75886990801577,35.294117647058826,1610612755,118,85,2021-11-17T05:15:08Z,6200000,-74.0,81.0,1,right,MISS P. Reed 10' floating Shot,[1630194],1610612755.0,PHI,floating,,,Reed,P. Reed,,,,,10.97,Missed,,,,,,,,,,,,,,,,,,
631,PT01M01.00S,2021-11-17T05:15:07.1Z,4,REGULAR,rebound,defensive,[],1629672,,,1610612762,118,85,2021-11-17T05:15:08Z,6210000,,,0,,E. Paschall REBOUND (Off:0 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,630.0,1.0,1.0,0.0,,,
632,PT00M54.10S,2021-11-17T05:15:14.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628962,6.521024967148489,43.872549019607845,1610612762,120,85,2021-11-17T05:15:20Z,6220000,31.0,9.0,1,left,U. Azubuike alley-oop DUNK (2 PTS) (E. Paschall 4 AST),"[1628962, 1629672]",1610612762.0,UTA,alley-oop,,,Azubuike,U. Azubuike,,,,,3.18,Made,2.0,,,,,,E. Paschall,1629672.0,4.0,,,,,,,,,
