actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
573,PT07M57.00S,2025-12-23T04:34:21.5Z,4,REGULAR,3pt,Jump Shot,[],1642907,27.020367936925098,18.137254901960784,1610612763,96,84,2025-12-23T04:40:15Z,5680000,False,159.0,201.0,1,left,C. Coward 25' 3PT pullup (14 PTS) (C. Spencer 7 AST),"[1642907, 1642285]",1610612763.0,MEM,pullup,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,14.0,C. Spencer,1642285.0,7.0,,,,,,,,,,
575,PT07M57.00S,2025-12-23T04:34:45.8Z,4,REGULAR,foul,personal,['1freethrow'],1630198,,,1610612763,96,84,2025-12-23T04:40:57Z,5700000,False,,,0,,I. Joe personal FOUL (4 PF) (Jackson Jr. 1 FT),"[1630198, 1628991]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,101284.0,4.0,0.0,Jackson Jr.,1628991.0,,
579,PT07M57.00S,2025-12-23T04:36:43.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,96,84,2025-12-23T04:36:43Z,5740000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M57.00S,2025-12-23T04:37:46.7Z,4,REGULAR,substitution,out,[],1642907,,,1610612763,96,84,2025-12-23T04:39:08Z,5760000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M57.00S,2025-12-23T04:37:46.7Z,4,REGULAR,substitution,in,[],203484,,,1610612763,96,84,2025-12-23T04:39:08Z,5770000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M57.00S,2025-12-23T04:39:38.9Z,4,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,96,85,2025-12-23T04:41:46Z,5780000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (11 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
584,PT07M45.00S,2025-12-23T04:39:52.0Z,4,REGULAR,3pt,Jump Shot,[],1630198,68.01905387647832,60.78431372549019,1610612760,96,85,2025-12-23T04:40:00Z,5790000,False,54.0,248.0,1,right,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
585,PT07M40.00S,2025-12-23T04:39:57.0Z,4,REGULAR,rebound,defensive,[],203484,,,1610612763,96,85,2025-12-23T04:40:00Z,5800000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,584.0,2.0,1.0,1.0,,,,,,,,,,,,,,
586,PT07M30.00S,2025-12-23T04:40:06.3Z,4,REGULAR,3pt,Jump Shot,[],1641713,12.828515111695138,3.431372549019608,1610612763,96,88,2025-12-23T04:40:10Z,5810000,False,233.0,68.0,1,left,G. Jackson 24' 3PT  (6 PTS) (J. Jackson Jr. 1 AST),"[1641713, 1628991]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,24.26,Made,,,,,6.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,
588,PT07M17.00S,2025-12-23T04:40:19.4Z,4,REGULAR,3pt,Jump Shot,[],1642382,66.96780551905388,36.27450980392157,1610612760,99,88,2025-12-23T04:40:23Z,5830000,False,-69.0,258.0,1,right,B. Carlson 26' 3PT  (8 PTS) (S. Gilgeous-Alexander 6 AST),"[1642382, 1628983]",1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Center,26.7,Made,,,,,8.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,
590,PT07M02.00S,2025-12-23T04:40:34.1Z,4,REGULAR,3pt,Jump Shot,[],1642285,23.99802890932983,12.254901960784313,1610612763,99,91,2025-12-23T04:46:08Z,5850000,False,189.0,173.0,1,left,C. Spencer 25' 3PT step back (11 PTS) (K. Caldwell-Pope 4 AST),"[1642285, 203484]",1610612763.0,MEM,step back,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,11.0,K. Caldwell-Pope,203484.0,4.0,,,,,,,,,,
591,PT06M42.00S,2025-12-23T04:40:54.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.59198423127464,47.30392156862745,1610612760,101,91,2025-12-23T04:40:58Z,5860000,False,-13.0,17.0,1,right,J. Williams driving Layup (20 PTS) (I. Joe 1 AST),"[1631114, 1630198]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,20.0,I. Joe,1630198.0,1.0,,,,,,,,,,
593,PT06M29.00S,2025-12-23T04:41:11.3Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642349,,,1610612763,101,91,2025-12-23T04:41:20Z,5880000,False,,,0,,A. Mitchell shooting personal FOUL (4 PF) (Spencer 3 FT),"[1642349, 1642285]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1628484.0,4.0,0.0,Spencer,1642285.0,,
595,PT06M29.00S,2025-12-23T04:41:40.3Z,4,REGULAR,freethrow,1 of 3,[],1642285,,,1610612763,101,92,2025-12-23T04:41:40Z,5900000,False,,,0,,C. Spencer Free Throw 1 of 3 (12 PTS),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
596,PT06M29.00S,2025-12-23T04:42:03.9Z,4,REGULAR,freethrow,2 of 3,[],1642285,,,1610612763,101,93,2025-12-23T04:42:03Z,5910000,False,,,0,,C. Spencer Free Throw 2 of 3 (13 PTS),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
597,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,out,[],1630198,,,1610612763,101,93,2025-12-23T04:42:28Z,5920000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,out,[],1642349,,,1610612763,101,93,2025-12-23T04:42:28Z,5930000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,101,93,2025-12-23T04:42:28Z,5940000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,out,[],1629111,,,1610612763,101,93,2025-12-23T04:42:28Z,5950000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,out,[],1641713,,,1610612763,101,93,2025-12-23T04:42:28Z,5960000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,in,[],1641717,,,1610612763,101,93,2025-12-23T04:42:28Z,5970000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,in,[],1629652,,,1610612763,101,93,2025-12-23T04:42:28Z,5980000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,in,[],1642377,,,1610612763,101,93,2025-12-23T04:42:28Z,5990000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,in,[],1630583,,,1610612763,101,93,2025-12-23T04:42:28Z,6000000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M29.00S,2025-12-23T04:42:04.6Z,4,REGULAR,substitution,in,[],1631132,,,1610612763,101,93,2025-12-23T04:42:28Z,6010000,False,,,0,,SUB in: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M29.00S,2025-12-23T04:42:35.7Z,4,REGULAR,freethrow,3 of 3,[],1642285,,,1610612763,101,94,2025-12-23T04:42:35Z,6020000,False,,,0,,C. Spencer Free Throw 3 of 3 (14 PTS),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
608,PT06M18.00S,2025-12-23T04:42:47.4Z,4,REGULAR,turnover,bad pass,[],1628983,,,1610612760,101,94,2025-12-23T04:42:52Z,6030000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (4 TO),"[1628983, 1642285]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,,,,,,4.0,,,,,,,,Spencer,1642285.0
609,PT06M18.00S,2025-12-23T04:42:47.4Z,4,REGULAR,steal,,[],1642285,,,1610612763,101,94,2025-12-23T04:42:49Z,6040000,False,,,0,,C. Spencer STEAL (1 STL),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
610,PT06M13.00S,2025-12-23T04:42:52.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642377,25.837713534822605,16.176470588235293,1610612763,101,94,2025-12-23T04:46:46Z,6050000,False,169.0,190.0,1,left,MISS J. Wells 25' running 3PT,[1642377],1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
611,PT06M12.00S,2025-12-23T04:42:57.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,101,94,2025-12-23T04:42:57Z,6060000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,610.0,,,,,,,,,,,,,,,,,
613,PT06M12.00S,2025-12-23T04:42:59.2Z,4,REGULAR,substitution,out,[],1642285,,,1610612763,101,94,2025-12-23T04:43:02Z,6080000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT06M12.00S,2025-12-23T04:42:59.2Z,4,REGULAR,substitution,in,[],1641765,,,1610612763,101,94,2025-12-23T04:43:02Z,6090000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT06M02.00S,2025-12-23T04:43:25.6Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630583,7.703679369250986,14.950980392156863,1610612763,101,94,2025-12-23T04:43:31Z,6100000,False,175.0,20.0,1,left,MISS S. Aldama 17' step back Shot,[1630583],1610612763.0,MEM,step back,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Right,17.63,Missed,,,,,,,,,,,,,,,,,,
616,PT05M58.00S,2025-12-23T04:43:29.6Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,101,94,2025-12-23T04:43:31Z,6110000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:8),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,615.0,8.0,8.0,0.0,,,,,,,,,,,,,,
617,PT05M49.00S,2025-12-23T04:43:37.7Z,4,REGULAR,3pt,Jump Shot,[],1631114,75.3777923784494,11.76470588235294,1610612760,101,94,2025-12-23T04:43:42Z,6120000,False,-191.0,179.0,1,right,MISS J. Williams 26' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
618,PT05M46.00S,2025-12-23T04:43:40.7Z,4,REGULAR,rebound,defensive,[],203484,,,1610612763,101,94,2025-12-23T04:43:42Z,6130000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:2),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,617.0,3.0,2.0,1.0,,,,,,,,,,,,,,
619,PT05M39.00S,2025-12-23T04:43:47.3Z,4,REGULAR,3pt,Jump Shot,[],203484,31.35676741130092,65.44117647058823,1610612763,101,97,2025-12-23T04:43:51Z,6140000,False,-77.0,242.0,1,left,K. Caldwell-Pope 25' 3PT pullup (16 PTS),[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.43,Made,,,,,16.0,,,,,,,,,,,,,
620,PT05M17.00S,2025-12-23T04:44:09.3Z,4,REGULAR,3pt,Jump Shot,[],1628983,66.5735873850197,64.70588235294117,1610612760,104,97,2025-12-23T04:44:13Z,6150000,False,74.0,262.0,1,right,S. Gilgeous-Alexander 27' 3PT step back (27 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,27.18,Made,,,,,27.0,,,,,,,,,,,,,
621,PT04M57.00S,2025-12-23T04:44:29.6Z,4,REGULAR,3pt,Jump Shot,[],1642377,11.251642575558476,3.6764705882352944,1610612763,104,97,2025-12-23T04:44:34Z,6160000,False,232.0,53.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
622,PT04M55.00S,2025-12-23T04:44:31.6Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,104,97,2025-12-23T04:44:34Z,6170000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:9),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Right Corner 3,24+ Right,,,621.0,9.0,9.0,0.0,,,,,,,,,,,,,,
623,PT04M38.00S,2025-12-23T04:44:48.9Z,4,REGULAR,3pt,Jump Shot,[],1642382,95.0886990801577,95.58823529411765,1610612760,107,97,2025-12-23T04:44:53Z,6180000,False,228.0,-6.0,1,right,B. Carlson 3PT  (11 PTS) (S. Gilgeous-Alexander 7 AST),"[1642382, 1628983]",1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,11.0,S. Gilgeous-Alexander,1628983.0,7.0,,,,,,,,,,
625,PT04M37.00S,2025-12-23T04:44:57.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,107,97,2025-12-23T04:46:51Z,6200000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT04M37.00S,2025-12-23T04:46:24.9Z,4,REGULAR,substitution,out,[],1642382,,,1610612763,107,97,2025-12-23T04:46:32Z,6210000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M37.00S,2025-12-23T04:46:24.9Z,4,REGULAR,substitution,in,[],1629026,,,1610612763,107,97,2025-12-23T04:46:32Z,6220000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT04M19.00S,2025-12-23T04:46:45.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,19.530223390275953,37.254901960784316,1610612763,107,99,2025-12-23T04:46:52Z,6230000,False,64.0,131.0,1,left,J. Wells 14' pullup Jump Shot (10 PTS),[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,14.58,Made,,,,,10.0,,,,,,,,,,,,,
630,PT04M03.00S,2025-12-23T04:47:01.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,91.14651773981603,48.529411764705884,1610612760,109,99,2025-12-23T04:47:05Z,6240000,False,-7.0,31.0,1,right,J. Williams driving finger roll Layup (22 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,22.0,,,,,,,,,,,,,
631,PT03M44.00S,2025-12-23T04:47:19.9Z,4,REGULAR,3pt,Jump Shot,[],1641765,6.521024967148489,4.901960784313726,1610612763,109,99,2025-12-23T04:47:25Z,6250000,False,225.0,9.0,1,left,MISS O. Prosper 3PT,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Right Corner 3,24+ Right,22.57,Missed,,,,,,,,,,,,,,,,,,
632,PT03M41.00S,2025-12-23T04:47:22.9Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,109,99,2025-12-23T04:47:25Z,6260000,False,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Right Corner 3,24+ Right,,,631.0,3.0,3.0,0.0,,,,,,,,,,,,,,
633,PT03M33.00S,2025-12-23T04:47:44.5Z,4,REGULAR,foul,personal,[],1631132,,,1610612760,109,99,2025-12-23T04:47:49Z,6270000,False,,,0,,C. Koloko personal FOUL (1 PF),"[1631132, 1629026]",1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Williams,1629026.0,,
635,PT03M33.00S,2025-12-23T04:47:56.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,109,99,2025-12-23T04:47:56Z,6290000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M33.00S,2025-12-23T04:50:00.5Z,4,REGULAR,substitution,out,[],203484,,,1610612760,109,99,2025-12-23T04:50:14Z,6310000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M33.00S,2025-12-23T04:50:00.5Z,4,REGULAR,substitution,out,[],1631132,,,1610612760,109,99,2025-12-23T04:50:14Z,6320000,False,,,0,,SUB out: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M33.00S,2025-12-23T04:50:00.5Z,4,REGULAR,substitution,in,[],1628991,,,1610612760,109,99,2025-12-23T04:50:14Z,6330000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M33.00S,2025-12-23T04:50:00.5Z,4,REGULAR,substitution,in,[],1642285,,,1610612760,109,99,2025-12-23T04:50:14Z,6340000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M18.00S,2025-12-23T04:50:44.9Z,4,REGULAR,2pt,Jump Shot,[],1628983,74.85216819973719,49.50980392156863,1610612760,111,99,2025-12-23T04:50:54Z,6350000,False,-2.0,184.0,1,right,S. Gilgeous-Alexander 18' step back Jump Shot (29 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,18.39,Made,,,,,29.0,,,,,,,,,,,,,
642,PT02M58.00S,2025-12-23T04:51:04.4Z,4,REGULAR,2pt,Hook,[],1628991,5.206964520367937,27.450980392156865,1610612763,111,99,2025-12-23T04:51:09Z,6360000,False,113.0,-4.0,1,left,MISS J. Jackson Jr. 11' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,11.28,Missed,,,,,,,,,,,,,,,,,,
643,PT02M56.00S,2025-12-23T04:51:06.4Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,111,99,2025-12-23T04:51:09Z,6370000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:10),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,642.0,10.0,10.0,0.0,,,,,,,,,,,,,,
644,PT02M46.00S,2025-12-23T04:51:18.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.9862023653088,47.794117647058826,1610612760,113,99,2025-12-23T04:51:21Z,6380000,False,-11.0,13.0,1,right,S. Gilgeous-Alexander driving Layup (31 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,31.0,,,,,,,,,,,,,
645,PT02M25.00S,2025-12-23T04:51:38.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,10.85742444152431,51.470588235294116,1610612763,113,99,2025-12-23T04:52:12Z,6390000,False,-7.0,50.0,1,left,MISS C. Spencer driving floating Shot,[1642285],1610612763.0,MEM,driving floating,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
646,PT02M23.00S,2025-12-23T04:51:40.1Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,113,99,2025-12-23T04:51:42Z,6400000,False,,,0,,K. Williams REBOUND (Off:0 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,645.0,4.0,4.0,0.0,,,,,,,,,,,,,,
647,PT02M08.00S,2025-12-23T04:51:55.3Z,4,REGULAR,turnover,bad pass,[],1628983,,,1610612760,113,99,2025-12-23T04:51:59Z,6410000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (5 TO),"[1628983, 1642377]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,,,,,,5.0,,,,,,,,Wells,1642377.0
648,PT02M08.00S,2025-12-23T04:51:55.3Z,4,REGULAR,steal,,[],1642377,,,1610612763,113,99,2025-12-23T04:51:57Z,6420000,False,,,0,,J. Wells STEAL (3 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
649,PT02M04.00S,2025-12-23T04:52:00.1Z,4,REGULAR,turnover,bad pass,[],1642377,,,1610612763,113,99,2025-12-23T04:52:05Z,6430000,False,,,0,,J. Wells bad pass TURNOVER (5 TO),"[1642377, 1628983]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,5.0,,,,,,,,Gilgeous-Alexander,1628983.0
650,PT02M04.00S,2025-12-23T04:52:00.1Z,4,REGULAR,steal,,[],1628983,,,1610612760,113,99,2025-12-23T04:52:04Z,6440000,False,,,0,,S. Gilgeous-Alexander STEAL (4 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
651,PT01M52.00S,2025-12-23T04:52:12.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631114,82.47371879106439,62.254901960784316,1610612760,115,99,2025-12-23T04:52:21Z,6450000,False,61.0,112.0,1,right,J. Williams 12' pullup Jump Shot (24 PTS) (S. Gilgeous-Alexander 8 AST),"[1631114, 1628983]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,12.79,Made,,,,,24.0,S. Gilgeous-Alexander,1628983.0,8.0,,,,,,,,,,
653,PT01M51.00S,2025-12-23T04:52:21.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,115,99,2025-12-23T04:52:21Z,6470000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M51.00S,2025-12-23T04:52:56.4Z,4,REGULAR,substitution,out,[],1628983,,,1610612763,115,99,2025-12-23T04:53:46Z,6480000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M51.00S,2025-12-23T04:52:56.4Z,4,REGULAR,substitution,out,[],1629652,,,1610612763,115,99,2025-12-23T04:53:46Z,6490000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M51.00S,2025-12-23T04:52:56.4Z,4,REGULAR,substitution,out,[],1631114,,,1610612763,115,99,2025-12-23T04:53:46Z,6500000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M51.00S,2025-12-23T04:52:56.4Z,4,REGULAR,substitution,out,[],1630583,,,1610612763,115,99,2025-12-23T04:53:46Z,6510000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M51.00S,2025-12-23T04:52:56.4Z,4,REGULAR,substitution,out,[],1641765,,,1610612763,115,99,2025-12-23T04:53:46Z,6520000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M51.00S,2025-12-23T04:52:56.4Z,4,REGULAR,substitution,in,[],1630198,,,1610612763,115,99,2025-12-23T04:53:46Z,6530000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
