actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
270,PT07M20.00S,2024-11-28T00:52:40.5Z,2,REGULAR,rebound,offensive,[],1630171,,,1610612739,48,42,2024-11-28T00:52:40Z,2670000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,269.0,2.0,1.0,1.0,,,,,,,,,,,
271,PT07M17.00S,2024-11-28T00:52:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642281,93.77463863337714,50.245098039215684,1610612739,50,42,2024-11-28T00:52:46Z,2680000,False,1.0,6.0,1,right,J. Tyson driving Layup (2 PTS) (I. Okoro 2 AST),"[1642281, 1630171]",1610612739.0,CLE,driving,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,0.61,Made,,,,,,,,,,2.0,,,I. Okoro,1630171.0,2.0
273,PT07M07.00S,2024-11-28T00:52:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,8.623521681997373,46.81372549019608,1610612737,50,42,2024-11-28T00:52:56Z,2700000,False,16.0,29.0,1,left,MISS C. Capela cutting Layup,[203991],1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,3.27,Missed,,,,,,,,,,,,,,,
274,PT07M05.00S,2024-11-28T00:52:54.9Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,50,42,2024-11-28T00:52:54Z,2710000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,273.0,4.0,1.0,3.0,,,,,,,,,,,
275,PT07M03.00S,2024-11-28T00:52:57.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,34.773324572930356,14.950980392156863,1610612737,50,42,2024-11-28T00:53:00Z,2720000,False,175.0,274.0,1,left,MISS T. Young 32' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,32.56,Missed,,,,,,,,,,,,,,,
276,PT06M59.00S,2024-11-28T00:53:01.0Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,50,42,2024-11-28T00:53:00Z,2730000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,275.0,4.0,3.0,1.0,,,,,,,,,,,
277,PT06M51.00S,2024-11-28T00:53:08.5Z,2,REGULAR,3pt,Jump Shot,[],1630171,90.88370565045992,2.2058823529411766,1610612739,50,42,2024-11-28T00:53:12Z,2740000,False,-239.0,33.0,1,right,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,24.13,Missed,,,,,,,,,,,,,,,
278,PT06M47.00S,2024-11-28T00:53:12.5Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,50,42,2024-11-28T00:53:12Z,2750000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,,,,277.0,1.0,1.0,0.0,,,,,,,,,,,
279,PT06M44.00S,2024-11-28T00:53:15.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,21.76412614980289,8.333333333333332,1610612737,50,45,2024-11-28T00:54:51Z,2760000,False,208.0,152.0,1,left,B. Bogdanović 25' 3PT running pullup (14 PTS) (T. Young 5 AST),"[203992, 1629027]",1610612737.0,ATL,running pullup,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,,25.79,Made,,,,,,,,,,14.0,,,T. Young,1629027.0,5.0
281,PT06M24.00S,2024-11-28T00:53:35.2Z,2,REGULAR,2pt,Hook,[],1628386,93.24901445466492,30.392156862745097,1610612739,52,45,2024-11-28T00:53:38Z,2780000,False,-98.0,11.0,1,right,J. Allen 9' Hook (10 PTS) (J. Tyson 1 AST),"[1628386, 1642281]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,9.86,Made,,,,,,,,,,10.0,,,J. Tyson,1642281.0,1.0
283,PT06M12.00S,2024-11-28T00:53:47.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,25.04927726675427,12.745098039215685,1610612737,52,48,2024-11-28T00:56:07Z,2800000,False,186.0,183.0,1,left,T. Young 26' 3PT pullup (5 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,26.11,Made,,,,,,,,,,5.0,,,C. Capela,203991.0,1.0
285,PT05M57.00S,2024-11-28T00:54:02.9Z,2,REGULAR,turnover,bad pass,[],1628386,,,1610612739,52,48,2024-11-28T00:54:13Z,2820000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 203991]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,1.0,Capela,203991.0,,,,,,,,,,,,,,,,,
286,PT05M57.00S,2024-11-28T00:54:02.9Z,2,REGULAR,steal,,[],203991,,,1610612737,52,48,2024-11-28T00:54:09Z,2830000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
287,PT05M54.00S,2024-11-28T00:54:10.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629027,6.783837056504599,49.26470588235294,1610612737,52,50,2024-11-28T00:54:28Z,2840000,False,4.0,11.0,1,left,T. Young running Layup (7 PTS) (C. Capela 2 AST),"[1629027, 203991]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,1.19,Made,,,,,,,,,,7.0,,,C. Capela,203991.0,2.0
289,PT05M54.00S,2024-11-28T00:54:30.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,52,50,2024-11-28T00:54:30Z,2860000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M34.00S,2024-11-28T00:57:29.7Z,2,REGULAR,3pt,Jump Shot,[],1630171,82.9993429697766,94.36274509803921,1610612739,52,50,2024-11-28T00:57:34Z,2870000,False,222.0,107.0,1,right,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,24.64,Missed,,,,,,,,,,,,,,,
291,PT05M30.00S,2024-11-28T00:57:32.6Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,52,50,2024-11-28T00:57:32Z,2880000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,290.0,4.0,3.0,1.0,,,,,,,,,,,
292,PT05M14.00S,2024-11-28T00:57:48.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,26.363337713534822,83.33333333333334,1610612737,52,50,2024-11-28T00:57:52Z,2890000,False,-167.0,195.0,1,left,MISS T. Young 25' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,25.68,Missed,,,,,,,,,,,,,,,
293,PT05M12.00S,2024-11-28T00:57:50.6Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,52,50,2024-11-28T00:57:52Z,2900000,False,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,292.0,5.0,4.0,1.0,,,,,,,,,,,
294,PT05M05.00S,2024-11-28T00:57:58.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,70.38436268068331,12.990196078431374,1610612739,55,50,2024-11-28T00:58:40Z,2910000,False,-185.0,226.0,1,right,D. Garland 29' 3PT running pullup (7 PTS),[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,29.2,Made,,,,,,,,,,7.0,,,,,
295,PT04M52.00S,2024-11-28T00:58:21.9Z,2,REGULAR,foul,personal,[],1642281,,,1610612737,55,50,2024-11-28T00:58:30Z,2920000,False,,,0,,J. Tyson personal FOUL (1 PF),"[1642281, 203992]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,16-24 Right,,,,,,,,,,202041.0,1.0,0.0,Bogdanović,203992.0,,,,,,
297,PT04M52.00S,2024-11-28T00:58:31.5Z,2,REGULAR,foul,technical,['1freethrow'],1629636,,,1610612737,55,50,2024-11-28T00:59:04Z,2940000,False,,,0,,D. Garland technical FOUL (1 Tech),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,202041.0,1.0,1.0,,,,,,,,
298,PT04M52.00S,2024-11-28T00:58:40.9Z,2,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,55,51,2024-11-28T00:58:40Z,2950000,False,,,0,,T. Young technical Free Throw 1 of 1 (8 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,,,,Made,,,,,,,,,,8.0,,,,,
299,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,out,[],1641854,,,1610612737,55,51,2024-11-28T00:59:03Z,2960000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,out,[],1642258,,,1610612737,55,51,2024-11-28T00:59:03Z,2970000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,out,[],203992,,,1610612737,55,51,2024-11-28T00:59:03Z,2980000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,out,[],203991,,,1610612737,55,51,2024-11-28T00:59:03Z,2990000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,in,[],1629660,,,1610612737,55,51,2024-11-28T00:59:03Z,3000000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,55,51,2024-11-28T00:59:03Z,3010000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,55,51,2024-11-28T00:59:03Z,3020000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M52.00S,2024-11-28T00:58:43.6Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,55,51,2024-11-28T00:59:03Z,3030000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M43.00S,2024-11-28T00:59:22.2Z,2,REGULAR,foul,personal,[],1642281,,,1610612737,55,51,2024-11-28T00:59:36Z,3040000,False,,,0,,J. Tyson personal FOUL (2 PF),"[1642281, 1629631]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1627524.0,2.0,0.0,Hunter,1629631.0,,,,,,
309,PT04M29.00S,2024-11-28T00:59:50.2Z,2,REGULAR,2pt,Jump Shot,[],1629631,13.748357424441524,21.07843137254902,1610612737,55,51,2024-11-28T00:59:54Z,3060000,False,145.0,77.0,1,left,MISS D. Hunter 16' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right,,,,16.37,Missed,,,,,,,,,,,,,,,
310,PT04M27.00S,2024-11-28T00:59:52.2Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,55,51,2024-11-28T00:59:54Z,3070000,False,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Right,,,,,,309.0,3.0,2.0,1.0,,,,,,,,,,,
311,PT04M18.00S,2024-11-28T01:00:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642281,92.72339027595268,50.245098039215684,1610612739,55,51,2024-11-28T01:00:08Z,3080000,False,1.0,16.0,1,right,MISS J. Tyson driving Layup - blocked,"[1642281, 1630168]",1610612739.0,CLE,driving,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,1.59,Missed,,,,,,,,,,,Okongwu,1630168.0,,,
312,PT04M18.00S,2024-11-28T01:00:01.0Z,2,REGULAR,block,,[],1630168,,,1610612739,55,51,2024-11-28T01:00:04Z,3090000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
313,PT04M14.00S,2024-11-28T01:00:05.0Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,55,51,2024-11-28T01:00:08Z,3100000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,
314,PT04M11.00S,2024-11-28T01:00:08.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630700,8.623521681997373,50.0,1610612737,55,51,2024-11-28T01:02:18Z,3110000,False,0.0,29.0,1,left,MISS D. Daniels running Layup,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,2.86,Missed,,,,,,,,,,,,,,,
315,PT04M09.00S,2024-11-28T01:00:10.5Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,55,51,2024-11-28T01:02:18Z,3120000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,314.0,5.0,4.0,1.0,,,,,,,,,,,
316,PT04M07.00S,2024-11-28T01:00:12.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,6.652431011826544,48.03921568627451,1610612737,55,53,2024-11-28T01:00:21Z,3130000,False,10.0,10.0,1,left,J. Johnson putback Layup (7 PTS),[1630552],1610612737.0,ATL,putback,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,1.4,Made,,,,,,,,,,7.0,,,,,
318,PT03M51.00S,2024-11-28T01:00:37.3Z,2,REGULAR,substitution,out,[],1642281,,,1610612739,55,53,2024-11-28T01:00:46Z,3150000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT03M51.00S,2024-11-28T01:00:37.3Z,2,REGULAR,substitution,out,[],1630171,,,1610612739,55,53,2024-11-28T01:00:46Z,3160000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT03M51.00S,2024-11-28T01:00:37.3Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,55,53,2024-11-28T01:00:46Z,3170000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT03M51.00S,2024-11-28T01:00:37.3Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,55,53,2024-11-28T01:00:46Z,3180000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT03M43.00S,2024-11-28T01:00:57.4Z,2,REGULAR,3pt,Jump Shot,[],1628378,74.19513797634691,15.686274509803921,1610612739,55,53,2024-11-28T01:01:03Z,3190000,False,-172.0,190.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,25.61,Missed,,,,,,,,,,,,,,,
323,PT03M43.00S,2024-11-28T01:00:57.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,55,53,2024-11-28T01:03:14Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,322.0,,,,,,,,,,,,,,
324,PT03M43.00S,2024-11-28T01:01:01.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612739,55,53,2024-11-28T01:01:08Z,3210000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202041.0,,,,,,,,,,
325,PT03M32.00S,2024-11-28T01:01:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,7.966491458607096,48.77450980392157,1610612737,55,53,2024-11-28T01:03:51Z,3220000,False,6.0,22.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,2.32,Missed,,,,,,,,,,,,,,,
326,PT03M32.00S,2024-11-28T01:01:20.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,55,53,2024-11-28T01:01:24Z,3230000,False,,,0,,E. Mobley REBOUND (Off:1 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,325.0,7.0,6.0,1.0,,,,,,,,,,,
327,PT03M32.00S,2024-11-28T01:01:25.7Z,2,REGULAR,foul,personal,[],1630168,,,1610612739,55,53,2024-11-28T01:01:31Z,3240000,False,,,0,,O. Okongwu personal FOUL (1 PF),"[1630168, 1630596]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,1.0,0.0,Mobley,1630596.0,,,,,,
329,PT03M15.00S,2024-11-28T01:01:51.8Z,2,REGULAR,3pt,Jump Shot,[],1630596,92.46057818659659,3.6764705882352944,1610612739,58,53,2024-11-28T01:01:57Z,3260000,False,-232.0,18.0,1,right,E. Mobley 3PT  (11 PTS) (D. Garland 3 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,23.23,Made,,,,,,,,,,11.0,,,D. Garland,1629636.0,3.0
331,PT02M59.00S,2024-11-28T01:02:08.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,9.674770039421814,50.98039215686274,1610612737,58,55,2024-11-28T01:02:13Z,3280000,False,-5.0,38.0,1,left,O. Okongwu turnaround Hook (4 PTS) (J. Johnson 4 AST),"[1630168, 1630552]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,3.87,Made,,,,,,,,,,4.0,,,J. Johnson,1630552.0,4.0
333,PT02M45.00S,2024-11-28T01:02:21.3Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,58,55,2024-11-28T01:02:24Z,3300000,False,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 1630552]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,3.0,Johnson,1630552.0,,,,,,,,,,,,,,,,,
334,PT02M45.00S,2024-11-28T01:02:21.3Z,2,REGULAR,steal,,[],1630552,,,1610612737,58,55,2024-11-28T01:02:23Z,3310000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
335,PT02M43.00S,2024-11-28T01:02:25.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,6.1268068331143235,49.754901960784316,1610612737,58,57,2024-11-28T01:02:35Z,3320000,False,1.0,5.0,1,left,J. Johnson running alley-oop DUNK (9 PTS) (T. Young 6 AST),"[1630552, 1629027]",1610612737.0,ATL,running alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,0.52,Made,,,,,,,,,,9.0,,,T. Young,1629027.0,6.0
337,PT02M26.00S,2024-11-28T01:02:41.6Z,2,REGULAR,2pt,Jump Shot,[],1629660,77.4802890932983,27.205882352941174,1610612739,58,57,2024-11-28T01:02:49Z,3340000,False,-114.0,159.0,1,right,MISS T. Jerome 19' fadeaway Shot,[1629660],1610612739.0,CLE,fadeaway,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Left Center,,,,19.58,Missed,,,,,,,,,,,,,,,
338,PT02M24.00S,2024-11-28T01:02:43.6Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,58,57,2024-11-28T01:02:49Z,3350000,False,,,0,,D. Daniels REBOUND (Off:1 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,,,,,,337.0,5.0,4.0,1.0,,,,,,,,,,,
339,PT02M18.00S,2024-11-28T01:02:49.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,5.863994743758213,49.50980392156863,1610612737,58,59,2024-11-28T01:02:57Z,3360000,False,2.0,3.0,1,left,J. Johnson alley-oop DUNK (11 PTS) (T. Young 7 AST),"[1630552, 1629027]",1610612737.0,ATL,alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,0.36,Made,,,,,,,,,,11.0,,,T. Young,1629027.0,7.0
341,PT02M01.00S,2024-11-28T01:03:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,91.80354796320631,51.225490196078425,1610612739,58,59,2024-11-28T01:03:10Z,3380000,False,6.0,25.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,2.52,Missed,,,,,,,,,,,,,,,
342,PT01M59.00S,2024-11-28T01:03:08.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,58,59,2024-11-28T01:03:10Z,3390000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,341.0,6.0,5.0,1.0,,,,,,,,,,,
343,PT01M58.00S,2024-11-28T01:03:11.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,16.245072273324574,96.32352941176471,1610612737,58,59,2024-11-28T01:12:45Z,3400000,False,-232.0,100.0,1,left,MISS T. Young 25' running 3PT,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,25.23,Missed,,,,,,,,,,,,,,,
344,PT01M56.00S,2024-11-28T01:03:13.3Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,58,59,2024-11-28T01:12:45Z,3410000,False,,,0,,D. Daniels REBOUND (Off:2 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,343.0,6.0,4.0,2.0,,,,,,,,,,,
370,PT01M55.00S,2024-11-28T01:03:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,6.521024967148489,50.245098039215684,1610612737,58,59,2024-11-28T01:12:09Z,3415000,False,-1.0,9.0,1,left,MISS D. Daniels tip Layup,[1630700],1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,0.89,Missed,,,,,,,,,,,,,,,
371,PT01M54.00S,2024-11-28T01:03:17.8Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,58,59,2024-11-28T01:12:09Z,3417500,False,,,0,,J. Allen REBOUND (Off:1 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,370.0,6.0,5.0,1.0,,,,,,,,,,,
345,PT01M45.00S,2024-11-28T01:03:22.4Z,2,REGULAR,3pt,Jump Shot,[],1628378,67.49342969776609,43.38235294117647,1610612739,58,59,2024-11-28T01:03:26Z,3420000,False,-33.0,253.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,25.53,Missed,,,,,,,,,,,,,,,
346,PT01M42.00S,2024-11-28T01:03:25.4Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,58,59,2024-11-28T01:03:26Z,3430000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,345.0,3.0,3.0,0.0,,,,,,,,,,,
347,PT01M32.00S,2024-11-28T01:03:35.7Z,2,REGULAR,3pt,Jump Shot,[],1629631,26.62614980289093,17.647058823529413,1610612737,58,59,2024-11-28T01:03:42Z,3440000,False,162.0,198.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,25.55,Missed,,,,,,,,,,,,,,,
348,PT01M26.00S,2024-11-28T01:03:41.7Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,58,59,2024-11-28T01:03:42Z,3450000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,347.0,2.0,1.0,1.0,,,,,,,,,,,
349,PT01M25.00S,2024-11-28T01:03:43.0Z,2,REGULAR,turnover,bad pass,[],1630168,,,1610612737,58,59,2024-11-28T01:03:46Z,3460000,False,,,0,,O. Okongwu bad pass TURNOVER (1 TO),"[1630168, 1629636]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Right,1.0,Garland,1629636.0,,,,,,,,,,,,,,,,,
