actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
351,PT09M07.00S,2026-03-26T01:02:33.0Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612748,53,67,2026-03-26T01:02:34Z,3420000,False,,,0,,N. Powell REBOUND (Off:0 Def:4),[1626181],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Powell,N. Powell,350.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
352,PT09M03.00S,2026-03-26T01:02:40.2Z,3,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612748,53,67,2026-03-26T01:02:55Z,3430000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Herro 2 FT),"[1628378, 1629639]",1610612739.0,CLE,shooting,,,,,,Mid-Range,8-16 Right,,,Mitchell,D. Mitchell,,,,,,,,,2004.0,2.0,0.0,Herro,1629639.0,,,,,,
354,PT09M03.00S,2026-03-26T01:03:14.5Z,3,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,53,68,2026-03-26T01:03:14Z,3450000,False,,,0,,T. Herro Free Throw 1 of 2 (12 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,,,,12.0,,,,,,,,,,,
355,PT09M03.00S,2026-03-26T01:03:37.4Z,3,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,53,69,2026-03-26T01:03:37Z,3460000,False,,,0,,T. Herro Free Throw 2 of 2 (13 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,,,,13.0,,,,,,,,,,,
356,PT08M48.00S,2026-03-26T01:03:52.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631165,5.732588699080158,63.23529411764706,1610612739,55,69,2026-03-26T01:08:45Z,3470000,False,-66.0,1.0,1,left,K. Ellis 6' driving floating Jump Shot (12 PTS) (J. Harden 5 AST),"[1631165, 201935]",1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.62,Made,Ellis,K. Ellis,,,,,,,,12.0,,,,,,J. Harden,201935.0,5.0,,,
358,PT08M37.00S,2026-03-26T01:04:03.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.9862023653088,50.98039215686274,1610612748,55,71,2026-03-26T01:04:08Z,3490000,False,5.0,13.0,1,right,B. Adebayo driving Layup (6 PTS) (A. Wiggins 2 AST),"[1628389, 203952]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,1.43,Made,Adebayo,B. Adebayo,,,,,,,,6.0,,,,,,A. Wiggins,203952.0,2.0,,,
360,PT08M23.00S,2026-03-26T01:04:17.9Z,3,REGULAR,3pt,Jump Shot,[],1630241,15.719448094612352,95.83333333333334,1610612739,58,71,2026-03-26T01:04:21Z,3510000,False,-229.0,95.0,1,left,S. Merrill 24' 3PT  (13 PTS) (D. Mitchell 3 AST),"[1630241, 1628378]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,24.82,Made,Merrill,S. Merrill,,,,,,,,13.0,,,,,,D. Mitchell,1628378.0,3.0,,,
362,PT07M59.00S,2026-03-26T01:04:44.4Z,3,REGULAR,3pt,Jump Shot,[],1629639,75.90341655716163,9.803921568627452,1610612748,58,71,2026-03-26T01:10:02Z,3530000,False,-201.0,174.0,1,right,MISS T. Herro 26' step back 3PT,[1629639],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Left Center,26.59,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
363,PT07M55.00S,2026-03-26T01:04:48.4Z,3,REGULAR,rebound,offensive,[],1630558,,,1610612748,58,71,2026-03-26T01:10:02Z,3540000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Mitchell,D. Mitchell,362.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
364,PT07M50.00S,2026-03-26T01:04:49.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,94.95729303547962,1.9607843137254901,1610612748,58,71,2026-03-26T01:10:41Z,3550000,False,-240.0,-5.0,1,right,MISS N. Powell 24' fadeaway 3PT,[1626181],1610612748.0,MIA,fadeaway,,,,,,Left Corner 3,24+ Left,24.03,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
365,PT07M46.00S,2026-03-26T01:04:53.9Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,58,71,2026-03-26T01:05:00Z,3560000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:5),[1628378],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,Mitchell,D. Mitchell,364.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
366,PT07M43.00S,2026-03-26T01:04:58.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201935,22.28975032851511,88.72549019607843,1610612739,58,71,2026-03-26T01:11:00Z,3570000,False,-194.0,157.0,1,left,MISS J. Harden 24' running 3PT,[201935],1610612739.0,CLE,running,,,,,,Above the Break 3,24+ Left Center,24.93,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
367,PT07M43.00S,2026-03-26T01:04:58.0Z,3,REGULAR,rebound,defensive,[],203952,,,1610612748,58,71,2026-03-26T01:05:05Z,3580000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Wiggins,A. Wiggins,366.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
368,PT07M33.00S,2026-03-26T01:05:06.9Z,3,REGULAR,3pt,Jump Shot,[],203952,64.60249671484888,64.95098039215686,1610612748,58,71,2026-03-26T01:05:16Z,3590000,False,75.0,280.0,1,right,MISS A. Wiggins 29' 3PT,[203952],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,29.0,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
369,PT07M32.00S,2026-03-26T01:05:07.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,58,71,2026-03-26T01:05:33Z,3600000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,,368.0,,,,,,,,,,,,,,,,,,
370,PT07M32.00S,2026-03-26T01:05:16.3Z,3,REGULAR,foul,personal,[],201935,,,1610612748,58,71,2026-03-26T01:05:42Z,3610000,False,,,0,,J. Harden loose ball personal FOUL (1 PF),"[201935, 1628389]",1610612739.0,CLE,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Harden,J. Harden,,,,,,,,,2004.0,1.0,0.0,Adebayo,1628389.0,,,,,,
373,PT07M32.00S,2026-03-26T01:06:01.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,58,71,2026-03-26T01:06:54Z,3640000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M20.00S,2026-03-26T01:08:43.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,93.77463863337714,51.225490196078425,1610612748,58,73,2026-03-26T01:08:48Z,3650000,False,6.0,6.0,1,right,A. Wiggins cutting Layup (12 PTS) (B. Adebayo 5 AST),"[203952, 1628389]",1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,0.86,Made,Wiggins,A. Wiggins,,,,,,,,12.0,,,,,,B. Adebayo,1628389.0,5.0,,,
377,PT07M05.00S,2026-03-26T01:08:58.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,19.004599211563733,43.872549019607845,1610612739,60,73,2026-03-26T01:09:04Z,3670000,False,31.0,126.0,1,left,D. Mitchell 12' driving floating Jump Shot (15 PTS) (S. Merrill 3 AST),"[1628378, 1630241]",1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,12.98,Made,Mitchell,D. Mitchell,,,,,,,,15.0,,,,,,S. Merrill,1630241.0,3.0,,,
379,PT06M48.00S,2026-03-26T01:09:19.2Z,3,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612748,60,73,2026-03-26T01:09:29Z,3690000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630596, 1628389]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,Mobley,E. Mobley,,,,,,,,,2004.0,2.0,0.0,Adebayo,1628389.0,,,,,,
381,PT06M48.00S,2026-03-26T01:09:53.8Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,60,74,2026-03-26T01:09:53Z,3710000,False,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,,,,7.0,,,,,,,,,,,
382,PT06M48.00S,2026-03-26T01:09:55.7Z,3,REGULAR,substitution,out,[],1628378,,,1610612748,60,74,2026-03-26T01:09:59Z,3720000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
383,PT06M48.00S,2026-03-26T01:09:55.7Z,3,REGULAR,substitution,in,[],203471,,,1610612748,60,74,2026-03-26T01:09:59Z,3730000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
384,PT06M48.00S,2026-03-26T01:10:17.8Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,60,75,2026-03-26T01:10:17Z,3740000,False,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,,,,8.0,,,,,,,,,,,
385,PT06M27.00S,2026-03-26T01:10:40.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.521024967148489,48.28431372549019,1610612739,60,75,2026-03-26T01:13:03Z,3750000,False,9.0,9.0,1,left,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,1.23,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
386,PT06M25.00S,2026-03-26T01:10:42.7Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,60,75,2026-03-26T01:10:45Z,3760000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Adebayo,B. Adebayo,385.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
387,PT06M05.00S,2026-03-26T01:11:03.0Z,3,REGULAR,3pt,Jump Shot,[],1628389,81.2910643889619,95.34313725490196,1610612748,60,75,2026-03-26T01:11:07Z,3770000,False,227.0,123.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.81,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
388,PT06M03.00S,2026-03-26T01:11:05.0Z,3,REGULAR,rebound,defensive,[],203471,,,1610612739,60,75,2026-03-26T01:11:07Z,3780000,False,,,0,,D. Schröder REBOUND (Off:0 Def:3),[203471],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Schröder,D. Schröder,387.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
389,PT05M54.00S,2026-03-26T01:11:14.3Z,3,REGULAR,3pt,Jump Shot,[],1630241,6.915243101182654,96.07843137254902,1610612739,63,75,2026-03-26T01:11:19Z,3790000,False,-230.0,13.0,1,left,S. Merrill 3PT  (16 PTS) (J. Harden 6 AST),"[1630241, 201935]",1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.07,Made,Merrill,S. Merrill,,,,,,,,16.0,,,,,,J. Harden,201935.0,6.0,,,
391,PT05M40.00S,2026-03-26T01:11:27.4Z,3,REGULAR,3pt,Jump Shot,[],1629639,62.36859395532195,54.166666666666664,1610612748,63,75,2026-03-26T01:11:34Z,3810000,False,21.0,301.0,1,right,MISS T. Herro 30' 3PT,[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,30.19,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
392,PT05M37.00S,2026-03-26T01:11:30.4Z,3,REGULAR,rebound,defensive,[],203471,,,1610612739,63,75,2026-03-26T01:11:34Z,3820000,False,,,0,,D. Schröder REBOUND (Off:0 Def:4),[203471],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Schröder,D. Schröder,391.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
393,PT05M36.00S,2026-03-26T01:11:34.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1630241,4.944152431011826,49.01960784313725,1610612739,65,75,2026-03-26T01:12:26Z,3830000,False,5.0,-6.0,1,left,S. Merrill running Layup (18 PTS) (D. Schröder 2 AST),"[1630241, 203471]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,0.77,Made,Merrill,S. Merrill,,,,,,,,18.0,,,,,,D. Schröder,203471.0,2.0,,,
395,PT05M36.00S,2026-03-26T01:11:45.2Z,3,REGULAR,violation,defensive goaltending,[],1629639,,,1610612739,65,75,2026-03-26T01:12:26Z,3850000,False,,,0,,T. Herro defensive goaltending VIOLATION,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,2004.0,,,,,,,,,,
396,PT05M36.00S,2026-03-26T01:12:04.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,65,75,2026-03-26T01:12:04Z,3860000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M36.00S,2026-03-26T01:12:14.1Z,3,REGULAR,substitution,out,[],1630241,,,1610612748,65,75,2026-03-26T01:14:19Z,3870000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
398,PT05M36.00S,2026-03-26T01:12:14.1Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,65,75,2026-03-26T01:14:19Z,3880000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
399,PT05M36.00S,2026-03-26T01:12:14.1Z,3,REGULAR,substitution,out,[],203952,,,1610612748,65,75,2026-03-26T01:14:19Z,3890000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
400,PT05M36.00S,2026-03-26T01:12:14.1Z,3,REGULAR,substitution,in,[],1641772,,,1610612748,65,75,2026-03-26T01:14:19Z,3900000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
401,PT05M36.00S,2026-03-26T01:12:14.1Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,65,75,2026-03-26T01:14:19Z,3910000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
402,PT05M36.00S,2026-03-26T01:12:14.1Z,3,REGULAR,substitution,in,[],1641796,,,1610612748,65,75,2026-03-26T01:14:19Z,3920000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
403,PT05M19.00S,2026-03-26T01:14:50.7Z,3,REGULAR,3pt,Jump Shot,[],1626181,65.91655716162943,48.77450980392157,1610612748,65,75,2026-03-26T01:14:57Z,3930000,False,-6.0,268.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,26.8,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
404,PT05M14.00S,2026-03-26T01:14:55.7Z,3,REGULAR,rebound,defensive,[],203471,,,1610612739,65,75,2026-03-26T01:14:57Z,3940000,False,,,0,,D. Schröder REBOUND (Off:0 Def:5),[203471],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Schröder,D. Schröder,403.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
405,PT04M59.00S,2026-03-26T01:15:10.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631165,4.681340341655716,45.09803921568628,1610612739,67,75,2026-03-26T01:15:40Z,3950000,False,25.0,-8.0,1,left,K. Ellis driving finger roll Layup (14 PTS) (J. Harden 7 AST),"[1631165, 201935]",1610612739.0,CLE,driving finger roll,,,,,,Restricted Area,0-8 Center,2.59,Made,Ellis,K. Ellis,,,,,,,,14.0,,,,,,J. Harden,201935.0,7.0,,,
407,PT04M42.00S,2026-03-26T01:15:28.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,93.51182654402102,62.00980392156863,1610612748,67,75,2026-03-26T01:15:32Z,3970000,False,60.0,8.0,1,right,MISS J. Jaquez Jr. 6' turnaround bank Hook,[1631170],1610612748.0,MIA,turnaround bank,,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
408,PT04M40.00S,2026-03-26T01:15:30.0Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,67,75,2026-03-26T01:15:32Z,3980000,False,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Mobley,E. Mobley,407.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
409,PT04M34.00S,2026-03-26T01:15:36.5Z,3,REGULAR,turnover,lost ball,[],1630596,,,1610612739,67,75,2026-03-26T01:15:46Z,3990000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1641796]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Mobley,E. Mobley,,,,,1.0,Larsson,1641796.0,,,,,,,,,,,,
410,PT04M34.00S,2026-03-26T01:15:36.5Z,3,REGULAR,steal,,[],1641796,,,1610612748,67,75,2026-03-26T01:15:42Z,4000000,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
411,PT04M30.00S,2026-03-26T01:15:43.9Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630558,78.9257555847569,7.107843137254902,1610612748,67,75,2026-03-26T01:17:51Z,4010000,False,-214.0,146.0,1,right,MISS D. Mitchell 25' running 3PT,[1630558],1610612748.0,MIA,running,,,,,,Above the Break 3,24+ Left Center,25.92,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
412,PT04M27.00S,2026-03-26T01:15:46.9Z,3,REGULAR,rebound,defensive,[],1641772,,,1610612739,67,75,2026-03-26T01:17:51Z,4020000,False,,,0,,N. Tomlin REBOUND (Off:1 Def:1),[1641772],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Tomlin,N. Tomlin,411.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
413,PT04M06.00S,2026-03-26T01:16:17.8Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,67,75,2026-03-26T01:16:30Z,4030000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
414,PT04M06.00S,2026-03-26T01:16:17.8Z,3,REGULAR,substitution,out,[],1631165,,,1610612739,67,75,2026-03-26T01:16:30Z,4040000,False,,,0,,SUB out: K. Ellis,[1631165],1610612739.0,CLE,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
415,PT04M06.00S,2026-03-26T01:16:17.8Z,3,REGULAR,substitution,in,[],1628378,,,1610612739,67,75,2026-03-26T01:16:30Z,4050000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
416,PT04M06.00S,2026-03-26T01:16:17.8Z,3,REGULAR,substitution,in,[],1628418,,,1610612739,67,75,2026-03-26T01:16:30Z,4060000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
426,PT04M06.00S,2026-03-26T01:16:17.8Z,3,REGULAR,substitution,out,[],1629639,,,1610612739,67,75,2026-03-26T01:17:48Z,4065000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
427,PT04M06.00S,2026-03-26T01:16:17.8Z,3,REGULAR,substitution,in,[],1628389,,,1610612739,67,75,2026-03-26T01:17:48Z,4067500,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
417,PT04M06.00S,2026-03-26T01:16:54.1Z,3,REGULAR,jumpball,recovered,[],203471,,,1610612739,67,75,2026-03-26T01:18:44Z,4070000,False,,,0,,Jump Ball J. Harden vs. J. Jaquez Jr.: Tip to D. Schröder,"[203471, 201935, 1631170]",1610612739.0,CLE,heldball,D. Schröder,Harden,201935.0,Jaquez Jr.,1631170.0,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,203471.0
420,PT04M01.00S,2026-03-26T01:16:59.0Z,3,REGULAR,3pt,Jump Shot,[],1628378,37.66425755584757,11.76470588235294,1610612739,70,75,2026-03-26T01:19:23Z,4100000,False,191.0,302.0,1,left,D. Mitchell 35' 3PT  (18 PTS) (D. Schröder 3 AST),"[1628378, 203471]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,35.7,Made,Mitchell,D. Mitchell,,,,,,,,18.0,,,,,,D. Schröder,203471.0,3.0,,,
422,PT03M46.00S,2026-03-26T01:17:15.1Z,3,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612748,70,75,2026-03-26T01:20:00Z,4120000,False,,,0,,T. Bryant shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628418, 1628389]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Bryant,T. Bryant,,,,,,,,,2004.0,2.0,0.0,Adebayo,1628389.0,,,,,,
424,PT03M46.00S,2026-03-26T01:17:48.0Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,70,75,2026-03-26T01:18:34Z,4140000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
432,PT03M46.00S,2026-03-26T01:17:48.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,70,75,2026-03-26T01:18:34Z,4150000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,424.0,,,,,,,,,,,,,,,,,,
433,PT03M46.00S,2026-03-26T01:17:48.0Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,70,76,2026-03-26T01:18:34Z,4155000,False,,,0,,B. Adebayo Free Throw 2 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,,,,9.0,,,,,,,,,,,
428,PT03M46.00S,2026-03-26T01:17:52.5Z,3,REGULAR,substitution,out,[],1630558,,,1610612739,70,76,2026-03-26T01:18:34Z,4160000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
429,PT03M46.00S,2026-03-26T01:17:52.5Z,3,REGULAR,substitution,in,[],1642857,,,1610612739,70,76,2026-03-26T01:18:34Z,4170000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,,,,,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,
430,PT03M25.00S,2026-03-26T01:18:29.9Z,3,REGULAR,3pt,Jump Shot,[],1628378,7.178055190538765,4.166666666666666,1610612739,70,76,2026-03-26T01:18:38Z,4180000,False,229.0,15.0,1,left,MISS D. Mitchell 3PT,[1628378],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,22.97,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
431,PT03M22.00S,2026-03-26T01:18:32.2Z,3,REGULAR,rebound,defensive,[],1631170,,,1610612748,70,76,2026-03-26T01:18:32Z,4190000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,Jaquez Jr.,J. Jaquez Jr.,430.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
434,PT03M12.00S,2026-03-26T01:18:42.5Z,3,REGULAR,3pt,Jump Shot,[],1642857,77.4802890932983,8.333333333333332,1610612748,70,76,2026-03-26T01:18:50Z,4200000,False,-208.0,159.0,1,right,MISS K. Jakučionis 26' 3PT,[1642857],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,26.22,Missed,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,
435,PT03M10.00S,2026-03-26T01:18:44.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,70,76,2026-03-26T01:18:50Z,4210000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,,,434.0,,,,,,,,,,,,,,,,,,
437,PT02M59.00S,2026-03-26T01:19:06.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.521024967148489,46.568627450980394,1610612739,70,76,2026-03-26T01:19:10Z,4230000,False,17.0,9.0,1,left,MISS D. Schröder driving finger roll Layup,[203471],1610612739.0,CLE,driving finger roll,,,,,,Restricted Area,0-8 Center,1.93,Missed,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
438,PT02M57.00S,2026-03-26T01:19:08.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,70,76,2026-03-26T01:19:10Z,4240000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:9),[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Adebayo,B. Adebayo,437.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
439,PT02M51.00S,2026-03-26T01:19:14.4Z,3,REGULAR,3pt,Jump Shot,[],1628389,67.23061760840999,37.745098039215684,1610612748,70,79,2026-03-26T01:21:35Z,4250000,False,-61.0,256.0,1,right,B. Adebayo 26' 3PT pullup (12 PTS) (J. Jaquez Jr. 3 AST),"[1628389, 1631170]",1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Center,26.28,Made,Adebayo,B. Adebayo,,,,,,,,12.0,,,,,,J. Jaquez Jr.,1631170.0,3.0,,,
