actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
626,PT08M52.00S,2025-12-23T02:18:43.6Z,4,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,118,106,2025-12-23T02:18:43Z,6140000,False,,,0,,M. Bridges Free Throw 1 of 1 (13 PTS),[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,Made,,,,,,,,,13.0,,,,,,,,
627,PT08M39.00S,2025-12-23T02:19:00.3Z,4,REGULAR,foul,personal,['2freethrow'],1631217,,,1610612739,118,106,2025-12-23T02:19:05Z,6150000,False,,,0,,M. Diabaté shooting personal FOUL (3 PF) (Allen 2 FT),"[1631217, 1628386]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,1627541.0,,Diabaté,M. Diabaté,,,,,,,3.0,0.0,Allen,1628386.0,,,,,,,,,
629,PT08M39.00S,2025-12-23T02:19:21.7Z,4,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,119,106,2025-12-23T02:19:21Z,6170000,False,,,0,,J. Allen Free Throw 1 of 2 (9 PTS),[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,Made,,,,,,,,,9.0,,,,,,,,
630,PT08M39.00S,2025-12-23T02:19:34.9Z,4,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,120,106,2025-12-23T02:19:34Z,6180000,False,,,0,,J. Allen Free Throw 2 of 2 (10 PTS),[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,Made,,,,,,,,,10.0,,,,,,,,
631,PT08M23.00S,2025-12-23T02:19:53.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,7.178055190538765,51.71568627450981,1610612766,120,106,2025-12-23T02:20:02Z,6190000,False,-9.0,15.0,1,left,MISS M. Diabaté driving Layup,[1631217],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,1.73,Missed,,,,,,,,,,,,,,,,,
632,PT08M21.00S,2025-12-23T02:19:55.1Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,120,106,2025-12-23T02:20:02Z,6200000,False,,,0,,D. Wade REBOUND (Off:0 Def:6),[1629731],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Wade,D. Wade,,,631.0,6.0,6.0,0.0,,,,,,,,,,,,,
633,PT08M01.00S,2025-12-23T02:20:14.8Z,4,REGULAR,turnover,lost ball,[],1628386,,,1610612739,120,106,2025-12-23T02:21:10Z,6210000,False,,,0,,J. Allen lost ball TURNOVER (2 TO),"[1628386, 1631217]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Left,,2.0,Allen,J. Allen,,,,,,,,,,,,,,,Diabaté,1631217.0,,,
634,PT08M01.00S,2025-12-23T02:20:14.8Z,4,REGULAR,steal,,[],1631217,,,1610612766,120,106,2025-12-23T02:20:16Z,6220000,False,,,0,,M. Diabaté STEAL (6 STL),[1631217],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Left,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
635,PT07M57.00S,2025-12-23T02:20:19.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641706,6.652431011826544,50.73529411764706,1610612766,120,108,2025-12-23T02:20:40Z,6230000,False,-4.0,10.0,1,left,B. Miller running Layup (20 PTS) (L. Ball 9 AST),"[1641706, 1630163]",1610612766.0,CHA,running,,,,,,Restricted Area,0-8 Center,,,Miller,B. Miller,1.07,Made,,,,,,,,,20.0,L. Ball,1630163.0,9.0,,,,,
637,PT07M41.00S,2025-12-23T02:20:34.0Z,4,REGULAR,turnover,bad pass,[],1629636,,,1610612739,120,108,2025-12-23T02:20:44Z,6250000,False,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1641706]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,3.0,Garland,D. Garland,,,,,,,,,,,,,,,Miller,1641706.0,,,
638,PT07M41.00S,2025-12-23T02:20:34.0Z,4,REGULAR,steal,,[],1641706,,,1610612766,120,108,2025-12-23T02:20:35Z,6260000,False,,,0,,B. Miller STEAL (2 STL),[1641706],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Left,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
639,PT07M36.00S,2025-12-23T02:20:39.5Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630163,7.178055190538765,97.05882352941177,1610612766,120,108,2025-12-23T02:21:56Z,6270000,False,-235.0,15.0,1,left,MISS L. Ball running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,,,,Left Corner 3,24+ Left,,,Ball,L. Ball,23.58,Missed,,,,,,,,,,,,,,,,,
640,PT07M30.00S,2025-12-23T02:20:45.5Z,4,REGULAR,rebound,defensive,[],1628366,,,1610612739,120,108,2025-12-23T02:20:50Z,6280000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,Ball,L. Ball,,,639.0,2.0,2.0,0.0,,,,,,,,,,,,,
641,PT07M21.00S,2025-12-23T02:20:59.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,120,108,2025-12-23T02:20:59Z,6290000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT07M21.00S,2025-12-23T02:21:02.0Z,4,REGULAR,substitution,out,[],1641772,,,1610612739,120,108,2025-12-23T02:24:22Z,6300000,False,,,0,,SUB out: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
643,PT07M21.00S,2025-12-23T02:21:02.0Z,4,REGULAR,substitution,out,[],1630163,,,1610612739,120,108,2025-12-23T02:24:22Z,6310000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
644,PT07M21.00S,2025-12-23T02:21:02.0Z,4,REGULAR,substitution,in,[],1630241,,,1610612739,120,108,2025-12-23T02:24:22Z,6320000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
645,PT07M21.00S,2025-12-23T02:21:02.0Z,4,REGULAR,substitution,in,[],1642883,,,1610612739,120,108,2025-12-23T02:24:22Z,6330000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,,,
646,PT07M17.00S,2025-12-23T02:24:31.0Z,4,REGULAR,3pt,Jump Shot,[],1629731,92.46057818659659,97.05882352941177,1610612739,123,108,2025-12-23T02:24:37Z,6340000,False,235.0,18.0,1,right,D. Wade 3PT  (9 PTS) (D. Garland 8 AST),"[1629731, 1629636]",1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Wade,D. Wade,23.6,Made,,,,,,,,,9.0,D. Garland,1629636.0,8.0,,,,,
648,PT07M05.00S,2025-12-23T02:24:43.7Z,4,REGULAR,2pt,Jump Shot,[],1628970,8.754927726675426,28.676470588235293,1610612766,123,110,2025-12-23T02:25:09Z,6360000,False,107.0,30.0,1,left,M. Bridges 11' driving floating Jump Shot (15 PTS),[1628970],1610612766.0,CHA,driving floating,,,,,,Mid-Range,8-16 Right,,,Bridges,M. Bridges,11.07,Made,,,,,,,,,15.0,,,,,,,,
649,PT06M45.00S,2025-12-23T02:25:03.6Z,4,REGULAR,3pt,Jump Shot,[],1629731,95.22010512483574,96.81372549019608,1610612739,123,110,2025-12-23T02:25:08Z,6370000,False,234.0,-8.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Wade,D. Wade,23.42,Missed,,,,,,,,,,,,,,,,,
650,PT06M41.00S,2025-12-23T02:25:06.8Z,4,REGULAR,rebound,defensive,[],1641706,,,1610612766,123,110,2025-12-23T02:25:06Z,6380000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,Miller,B. Miller,,,649.0,1.0,1.0,0.0,,,,,,,,,,,,,
651,PT06M36.00S,2025-12-23T02:25:14.0Z,4,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612766,123,110,2025-12-23T02:25:19Z,6390000,False,,,0,,D. Garland shooting personal FOUL (4 PF) (Bridges 2 FT),"[1629636, 1628970]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,1629178.0,,Garland,D. Garland,,,,,,,4.0,1.0,Bridges,1628970.0,,,,,,,,,
653,PT06M36.00S,2025-12-23T02:25:38.0Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,123,111,2025-12-23T02:25:38Z,6410000,False,,,0,,M. Bridges Free Throw 1 of 2 (16 PTS),[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,Made,,,,,,,,,16.0,,,,,,,,
654,PT06M36.00S,2025-12-23T02:25:52.3Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,123,112,2025-12-23T02:25:52Z,6420000,False,,,0,,M. Bridges Free Throw 2 of 2 (17 PTS),[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,Made,,,,,,,,,17.0,,,,,,,,
655,PT06M22.00S,2025-12-23T02:26:10.8Z,4,REGULAR,3pt,Jump Shot,[],1628366,73.40670170827858,81.86274509803921,1610612739,126,112,2025-12-23T02:26:52Z,6430000,False,159.0,197.0,1,right,L. Ball 25' 3PT pullup (6 PTS) (S. Merrill 5 AST),"[1628366, 1630241]",1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Right Center,,,Ball,L. Ball,25.37,Made,,,,,,,,,6.0,S. Merrill,1630241.0,5.0,,,,,
657,PT06M07.00S,2025-12-23T02:26:27.0Z,4,REGULAR,turnover,out-of-bounds,[],1642883,,,1610612766,126,112,2025-12-23T02:26:35Z,6450000,False,,,0,,S. James lost ball out-of-bounds TURNOVER (1 TO),[1642883],1610612766.0,CHA,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,1.0,James,S. James,,,,,,,,,,,,,,,,,,,
659,PT05M55.00S,2025-12-23T02:26:48.2Z,4,REGULAR,foul,personal,['2freethrow'],1631217,,,1610612739,126,112,2025-12-23T02:26:56Z,6470000,False,,,0,,M. Diabaté shooting personal FOUL (4 PF) (Wade 2 FT),"[1631217, 1629731]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,1629178.0,,Diabaté,M. Diabaté,,,,,,,4.0,0.0,Wade,1629731.0,,,,,,,,,
661,PT05M55.00S,2025-12-23T02:27:08.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629731,,,1610612739,127,112,2025-12-23T02:27:08Z,6490000,False,,,0,,D. Wade Free Throw 1 of 2 (10 PTS),[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,Made,,,,,,,,,10.0,,,,,,,,
662,PT05M55.00S,2025-12-23T02:27:09.0Z,4,REGULAR,substitution,out,[],1631217,,,1610612739,127,112,2025-12-23T02:27:16Z,6500000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
663,PT05M55.00S,2025-12-23T02:27:09.0Z,4,REGULAR,substitution,in,[],1642275,,,1610612739,127,112,2025-12-23T02:27:16Z,6510000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,,,,,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,
664,PT05M55.00S,2025-12-23T02:27:28.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629731,,,1610612739,128,112,2025-12-23T02:27:28Z,6520000,False,,,0,,D. Wade Free Throw 2 of 2 (11 PTS),[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,Made,,,,,,,,,11.0,,,,,,,,
665,PT05M41.00S,2025-12-23T02:27:43.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,12.171484888304862,52.94117647058824,1610612766,128,112,2025-12-23T02:27:48Z,6530000,False,-15.0,62.0,1,left,MISS B. Miller 6' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,Miller,B. Miller,6.36,Missed,,,,,,,,,,,,,,,,,
666,PT05M39.00S,2025-12-23T02:27:45.7Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,128,112,2025-12-23T02:27:48Z,6540000,False,,,0,,D. Wade REBOUND (Off:0 Def:7),[1629731],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wade,D. Wade,,,665.0,7.0,7.0,0.0,,,,,,,,,,,,,
667,PT05M33.00S,2025-12-23T02:27:51.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,75.77201051248358,84.06862745098039,1610612739,131,112,2025-12-23T02:27:56Z,6550000,False,170.0,175.0,1,right,D. Wade 24' 3PT running (14 PTS) (D. Garland 9 AST),"[1629731, 1629636]",1610612739.0,CLE,running,,,,,,Above the Break 3,24+ Right Center,,,Wade,D. Wade,24.43,Made,,,,,,,,,14.0,D. Garland,1629636.0,9.0,,,,,
669,PT05M33.00S,2025-12-23T02:27:58.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,131,112,2025-12-23T02:27:58Z,6570000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,out,[],1628970,,,1610612766,131,112,2025-12-23T02:29:26Z,6580000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
671,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,out,[],1642883,,,1610612766,131,112,2025-12-23T02:29:26Z,6590000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,,,
672,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,out,[],1642851,,,1610612766,131,112,2025-12-23T02:29:26Z,6600000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,,,,,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,
673,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,out,[],1641706,,,1610612766,131,112,2025-12-23T02:29:26Z,6610000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
674,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,in,[],1630182,,,1610612766,131,112,2025-12-23T02:29:26Z,6620000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
676,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,in,[],1642862,,,1610612766,131,112,2025-12-23T02:29:26Z,6640000,False,,,0,,SUB in: L. McNeeley,[1642862],1610612766.0,CHA,,,,,,,,,,,McNeeley,L. McNeeley,,,,,,,,,,,,,,,,,,,
677,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,in,[],1626192,,,1610612766,131,112,2025-12-23T02:29:26Z,6650000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612766.0,CHA,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
683,PT05M33.00S,2025-12-23T02:28:00.7Z,4,REGULAR,substitution,in,[],1630544,,,1610612766,131,112,2025-12-23T02:30:30Z,6655000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,
678,PT05M14.00S,2025-12-23T02:29:48.4Z,4,REGULAR,3pt,Jump Shot,[],1630182,12.302890932982917,98.2843137254902,1610612766,131,112,2025-12-23T02:30:11Z,6660000,False,-241.0,63.0,1,left,MISS J. Green 24' 3PT,[1630182],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Green,J. Green,24.95,Missed,,,,,,,,,,,,,,,,,
679,PT05M12.00S,2025-12-23T02:29:50.4Z,4,REGULAR,rebound,offensive,[],1630544,,,1610612766,131,112,2025-12-23T02:30:29Z,6670000,False,,,0,,T. Mann REBOUND (Off:2 Def:1),[1630544],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Mann,T. Mann,,,678.0,3.0,1.0,2.0,,,,,,,,,,,,,
680,PT05M03.00S,2025-12-23T02:29:59.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630544,8.886333771353483,60.5392156862745,1610612766,131,114,2025-12-23T02:31:10Z,6680000,False,-53.0,31.0,1,left,T. Mann 6' driving floating Jump Shot (8 PTS),[1630544],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Mann,T. Mann,6.11,Made,,,,,,,,,8.0,,,,,,,,
681,PT04M47.00S,2025-12-23T02:30:26.1Z,4,REGULAR,3pt,Jump Shot,[],1629731,94.30026281208936,96.32352941176471,1610612739,131,114,2025-12-23T02:31:50Z,6690000,False,232.0,1.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Wade,D. Wade,23.16,Missed,,,,,,,,,,,,,,,,,
682,PT04M43.00S,2025-12-23T02:30:30.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,131,114,2025-12-23T02:31:50Z,6700000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,,,,,681.0,,,,,,,,,,,,,,,,
685,PT04M27.00S,2025-12-23T02:30:45.1Z,4,REGULAR,3pt,Jump Shot,[],1642275,34.641918528252305,26.47058823529412,1610612766,131,114,2025-12-23T02:30:51Z,6720000,False,118.0,273.0,1,left,MISS T. Salaün 29' 3PT,[1642275],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Salaün,T. Salaün,29.73,Missed,,,,,,,,,,,,,,,,,
686,PT04M25.00S,2025-12-23T02:30:47.1Z,4,REGULAR,rebound,offensive,[],1626192,,,1610612766,131,114,2025-12-23T02:32:41Z,6730000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Connaughton,P. Connaughton,,,685.0,1.0,0.0,1.0,,,,,,,,,,,,,
688,PT04M08.00S,2025-12-23T02:31:23.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642862,6.915243101182654,52.94117647058824,1610612766,131,116,2025-12-23T02:33:33Z,6750000,False,-15.0,13.0,1,left,L. McNeeley driving Hook (2 PTS) (J. Green 1 AST),"[1642862, 1630182]",1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,,,McNeeley,L. McNeeley,1.93,Made,,,,,,,,,2.0,J. Green,1630182.0,1.0,,,,,
689,PT03M47.00S,2025-12-23T02:31:45.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,94.82588699080158,51.470588235294116,1610612739,131,116,2025-12-23T02:33:47Z,6760000,False,7.0,-4.0,1,right,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Garland,D. Garland,0.84,Missed,,,,,,,,,,,,,,,,,
690,PT03M45.00S,2025-12-23T02:31:47.3Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612766,131,116,2025-12-23T02:31:52Z,6770000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Connaughton,P. Connaughton,,,689.0,2.0,1.0,1.0,,,,,,,,,,,,,
691,PT03M39.00S,2025-12-23T02:31:52.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,27.808804204993432,18.627450980392158,1610612766,131,119,2025-12-23T02:34:57Z,6780000,False,157.0,209.0,1,left,P. Connaughton 26' 3PT running (3 PTS) (T. Mann 3 AST),"[1626192, 1630544]",1610612766.0,CHA,running,,,,,,Above the Break 3,24+ Right Center,,,Connaughton,P. Connaughton,26.13,Made,,,,,,,,,3.0,T. Mann,1630544.0,3.0,,,,,
694,PT03M39.00S,2025-12-23T02:32:01.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,131,119,2025-12-23T02:32:01Z,6800000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT03M39.00S,2025-12-23T02:33:09.0Z,4,REGULAR,substitution,out,[],1628366,,,1610612739,131,119,2025-12-23T02:33:38Z,6810000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
696,PT03M39.00S,2025-12-23T02:33:09.0Z,4,REGULAR,substitution,in,[],1628378,,,1610612739,131,119,2025-12-23T02:33:38Z,6820000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
697,PT03M24.00S,2025-12-23T02:33:56.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.59198423127464,51.71568627450981,1610612739,133,119,2025-12-23T02:34:01Z,6830000,False,9.0,17.0,1,right,J. Allen alley-oop DUNK (12 PTS) (D. Garland 10 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,,,,Restricted Area,0-8 Center,,,Allen,J. Allen,1.91,Made,,,,,,,,,12.0,D. Garland,1629636.0,10.0,,,,,
699,PT03M03.00S,2025-12-23T02:34:17.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,6.1268068331143235,52.94117647058824,1610612766,133,121,2025-12-23T02:34:25Z,6850000,False,-15.0,5.0,1,left,T. Mann driving finger roll Layup (10 PTS),[1630544],1610612766.0,CHA,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Mann,T. Mann,1.56,Made,,,,,,,,,10.0,,,,,,,,
700,PT02M55.00S,2025-12-23T02:34:27.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612739,133,121,2025-12-23T02:34:33Z,6860000,False,,,0,,T. Mann personal FOUL (1 PF) (Garland 2 FT),"[1630544, 1629636]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,1629178.0,,Mann,T. Mann,,,,,,,1.0,0.0,Garland,1629636.0,,,,,,,,,
702,PT02M55.00S,2025-12-23T02:35:01.9Z,4,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,134,121,2025-12-23T02:35:01Z,6880000,False,,,0,,D. Garland Free Throw 1 of 2 (26 PTS),[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,Made,,,,,,,,,26.0,,,,,,,,
703,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,out,[],1630241,,,1610612739,134,121,2025-12-23T02:35:31Z,6890000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
704,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,134,121,2025-12-23T02:35:31Z,6900000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
705,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,134,121,2025-12-23T02:35:31Z,6910000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
706,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,out,[],1628378,,,1610612739,134,121,2025-12-23T02:35:31Z,6920000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
707,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,in,[],1641854,,,1610612739,134,121,2025-12-23T02:35:31Z,6930000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,,,,,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,
708,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,in,[],1642281,,,1610612739,134,121,2025-12-23T02:35:31Z,6940000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,
709,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,in,[],1628418,,,1610612739,134,121,2025-12-23T02:35:31Z,6950000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
710,PT02M55.00S,2025-12-23T02:35:02.7Z,4,REGULAR,substitution,in,[],1641772,,,1610612739,134,121,2025-12-23T02:35:31Z,6960000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
711,PT02M55.00S,2025-12-23T02:35:38.6Z,4,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,135,121,2025-12-23T02:35:38Z,6970000,False,,,0,,D. Garland Free Throw 2 of 2 (27 PTS),[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,Made,,,,,,,,,27.0,,,,,,,,
718,PT02M36.00S,2025-12-23T02:35:59.3Z,4,REGULAR,3pt,Jump Shot,[],1630182,6.783837056504599,4.411764705882353,1610612766,135,124,2025-12-23T02:36:03Z,6980000,False,228.0,11.0,1,left,J. Green 3PT  (10 PTS) (L. McNeeley 1 AST),"[1630182, 1642862]",1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,Green,J. Green,22.82,Made,,,,,,,,,10.0,L. McNeeley,1642862.0,1.0,,,,,
720,PT02M26.00S,2025-12-23T02:36:13.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,135,124,2025-12-23T02:36:13Z,7000000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
