actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
535,PT03M38.00S,2022-01-04T05:33:07.7Z,4,REGULAR,freethrow,1 of 2,[],1629006,,,1610612750,89,115,2022-01-04T05:33:07Z,5260000,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,
536,PT03M38.00S,2022-01-04T05:33:08.4Z,4,REGULAR,substitution,out,[],1629020,,,1610612750,89,115,2022-01-04T05:33:17Z,5270000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT03M38.00S,2022-01-04T05:33:08.4Z,4,REGULAR,substitution,out,[],1627752,,,1610612750,89,115,2022-01-04T05:33:17Z,5280000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT03M38.00S,2022-01-04T05:33:08.4Z,4,REGULAR,substitution,in,[],1630233,,,1610612750,89,115,2022-01-04T05:33:17Z,5300000,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT03M38.00S,2022-01-04T05:33:08.4Z,4,REGULAR,substitution,in,[],1630195,,,1610612750,89,115,2022-01-04T05:33:17Z,5310000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT03M38.00S,2022-01-04T05:33:08.4Z,4,REGULAR,substitution,in,[],1629162,,,1610612750,89,115,2022-01-04T05:33:17Z,5320000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT03M38.00S,2022-01-04T05:33:08.4Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,89,115,2022-01-04T05:33:33Z,5330000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT03M38.00S,2022-01-04T05:33:07.7Z,4,REGULAR,freethrow,2 of 2,[],1629006,,,1610612750,89,115,2022-01-04T05:33:40Z,5340000,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,
544,PT03M33.00S,2022-01-04T05:33:12.7Z,4,REGULAR,rebound,defensive,[],203516,,,1610612746,89,115,2022-01-04T05:33:40Z,5350000,,,0,,J. Ennis III REBOUND (Off:0 Def:1),[203516],1610612746.0,LAC,,,,Ennis III,J. Ennis III,,,,,,,,,543.0,,,,,,,1.0,1.0,0.0,,,,,,,
545,PT03M23.00S,2022-01-04T05:33:49.1Z,4,REGULAR,3pt,Jump Shot,[],203516,29.747043363994734,80.3921568627451,1610612746,92,115,2022-01-04T05:33:55Z,5360000,-152.0,227.0,1,left,J. Ennis III 27' 3PT  (8 PTS) (X. Moon 3 AST),"[203516, 1629875]",1610612746.0,LAC,,,,Ennis III,J. Ennis III,,,,,,,27.33,Made,,,,8.0,X. Moon,1629875.0,3.0,,,,,,,,,,
547,PT03M07.00S,2022-01-04T05:34:04.3Z,4,REGULAR,3pt,Jump Shot,[],1629669,82.30946123521682,95.58823529411765,1610612750,92,115,2022-01-04T05:34:34Z,5380000,228.0,114.0,1,right,MISS J. Nowell 25' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,25.47,Missed,,,,,,,,,,,,,,,,,
548,PT03M03.00S,2022-01-04T05:34:08.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612746,92,115,2022-01-04T05:34:34Z,5390000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,
549,PT03M03.00S,2022-01-04T05:34:12.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,92,115,2022-01-04T05:34:12Z,5400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT02M50.00S,2022-01-04T05:34:31.1Z,4,REGULAR,3pt,Jump Shot,[],1629117,29.61563731931669,26.225490196078425,1610612746,92,115,2022-01-04T05:34:37Z,5410000,119.0,226.0,1,left,MISS W. Gabriel 25' 3PT,[1629117],1610612746.0,LAC,,,,Gabriel,W. Gabriel,,,,,,,25.53,Missed,,,,,,,,,,,,,,,,,
551,PT02M50.00S,2022-01-04T05:34:31.1Z,4,REGULAR,rebound,defensive,[],1630195,,,1610612750,92,115,2022-01-04T05:34:37Z,5420000,,,0,,L. Bolmaro REBOUND (Off:0 Def:1),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,550.0,,,,,,,1.0,1.0,0.0,,,,,,,
552,PT02M34.00S,2022-01-04T05:34:45.7Z,4,REGULAR,3pt,Jump Shot,[],1629006,69.69448094612352,25.24509803921569,1610612750,92,118,2022-01-04T05:34:52Z,5430000,-124.0,232.0,1,right,J. Okogie 26' 3PT  (4 PTS) (J. McLaughlin 1 AST),"[1629006, 1629162]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,26.33,Made,,,,4.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
554,PT02M22.00S,2022-01-04T05:34:58.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203516,6.8823915900131425,52.69607843137255,1610612746,94,118,2022-01-04T05:35:06Z,5450000,-13.0,12.0,1,left,J. Ennis III reverse Layup (10 PTS) (X. Moon 4 AST),"[203516, 1629875]",1610612746.0,LAC,reverse,,,Ennis III,J. Ennis III,,,,,,,1.82,Made,,,,10.0,X. Moon,1629875.0,4.0,,,,,,,,,,
556,PT02M09.00S,2022-01-04T05:35:10.8Z,4,REGULAR,3pt,Jump Shot,[],1629669,65.75229960578187,52.450980392156865,1610612750,94,118,2022-01-04T05:35:19Z,5470000,12.0,269.0,1,right,MISS J. Nowell 26' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,26.97,Missed,,,,,,,,,,,,,,,,,
557,PT02M05.00S,2022-01-04T05:35:14.8Z,4,REGULAR,rebound,offensive,[],1629006,,,1610612750,94,118,2022-01-04T05:35:19Z,5480000,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,556.0,,,,,,,1.0,0.0,1.0,,,,,,,
558,PT02M03.00S,2022-01-04T05:35:17.3Z,4,REGULAR,turnover,bad pass,[],1629006,,,1610612750,94,118,2022-01-04T05:35:24Z,5490000,,,0,,J. Okogie bad pass TURNOVER (1 TO),"[1629006, 1629875]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,1.0,,,,Moon,1629875.0,,,,,,,,,,,,,,
559,PT02M03.00S,2022-01-04T05:35:17.3Z,4,REGULAR,steal,,[],1629875,,,1610612746,94,118,2022-01-04T05:35:19Z,5500000,,,0,,X. Moon STEAL (3 STL),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT02M00.00S,2022-01-04T05:35:20.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629875,6.619579500657039,50.73529411764706,1610612746,96,118,2022-01-04T05:41:22Z,5510000,-4.0,10.0,1,left,X. Moon running Layup (13 PTS),[1629875],1610612746.0,LAC,running,,,Moon,X. Moon,,,,,,,1.04,Made,,,,13.0,,,,,,,,,,,,,
561,PT01M51.00S,2022-01-04T05:35:34.3Z,4,REGULAR,turnover,bad pass,[],1629006,,,1610612750,96,118,2022-01-04T05:35:51Z,5520000,,,0,,J. Okogie bad pass TURNOVER (2 TO),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,2.0,,,,,,,,,,,,,,,,,,,
562,PT01M51.00S,2022-01-04T05:35:42.1Z,4,REGULAR,foul,personal,[],1630233,,,1610612746,96,118,2022-01-04T05:35:48Z,5530000,,,0,,N. Knight loose ball personal FOUL (2 PF),"[1630233, 203516]",1610612750.0,MIN,loose ball,,,Knight,N. Knight,,,,,1627962.0,,,,,,,,,,,,,,,,2.0,0.0,Ennis III,203516.0,
564,PT01M42.00S,2022-01-04T05:36:01.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612746,96,118,2022-01-04T05:36:06Z,5550000,,,0,,J. Nowell shooting personal FOUL (1 PF) (Coffey 2 FT),"[1629669, 1629599]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,203054.0,,,,,,,,,,,,,,,,1.0,0.0,Coffey,1629599.0,
566,PT01M42.00S,2022-01-04T05:36:25.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629599,,,1610612746,97,118,2022-01-04T05:36:25Z,5570000,,,0,,A. Coffey Free Throw 1 of 2 (8 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,
567,PT01M42.00S,2022-01-04T05:36:35.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629599,,,1610612746,98,118,2022-01-04T05:36:35Z,5580000,,,0,,A. Coffey Free Throw 2 of 2 (9 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,,,,9.0,,,,,,,,,,,,,
568,PT01M24.00S,2022-01-04T05:36:54.4Z,4,REGULAR,turnover,bad pass,[],1629669,,,1610612750,98,118,2022-01-04T05:36:59Z,5590000,,,0,,J. Nowell bad pass TURNOVER (3 TO),"[1629669, 1629875]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,3.0,,,,Moon,1629875.0,,,,,,,,,,,,,,
569,PT01M24.00S,2022-01-04T05:36:54.4Z,4,REGULAR,steal,,[],1629875,,,1610612746,98,118,2022-01-04T05:36:56Z,5600000,,,0,,X. Moon STEAL (4 STL),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT01M19.00S,2022-01-04T05:37:00.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630195,,,1610612746,98,118,2022-01-04T05:37:21Z,5610000,,,0,,L. Bolmaro personal FOUL (1 PF) (Scrubb 2 FT),"[1630195, 1630206]",1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,203054.0,,,,,,,,,,,,,,,,1.0,0.0,Scrubb,1630206.0,
572,PT01M19.00S,2022-01-04T05:37:22.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630206,,,1610612746,98,118,2022-01-04T05:37:22Z,5630000,,,0,,MISS J. Scrubb Free Throw 1 of 2,[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,Missed,,,,,,,,,,,,,,,,,
573,PT01M19.00S,2022-01-04T05:37:22.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,98,118,2022-01-04T05:37:22Z,5640000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,
574,PT01M19.00S,2022-01-04T05:37:38.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630206,,,1610612746,99,118,2022-01-04T05:37:38Z,5650000,,,0,,J. Scrubb Free Throw 2 of 2 (1 PTS),[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,
575,PT01M07.00S,2022-01-04T05:37:52.4Z,4,REGULAR,3pt,Jump Shot,[],1630195,70.22010512483574,74.26470588235294,1610612750,99,118,2022-01-04T05:38:02Z,5660000,121.0,227.0,1,right,MISS L. Bolmaro 25' 3PT,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,25.77,Missed,,,,,,,,,,,,,,,,,
576,PT01M03.00S,2022-01-04T05:37:56.7Z,4,REGULAR,rebound,offensive,[],1629669,,,1610612750,99,118,2022-01-04T05:37:56Z,5670000,,,0,,J. Nowell REBOUND (Off:1 Def:5),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,575.0,,,,,,,6.0,5.0,1.0,,,,,,,
577,PT01M03.00S,2022-01-04T05:37:58.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629162,93.34756898817345,50.73529411764706,1610612750,99,120,2022-01-04T05:38:07Z,5680000,4.0,10.0,1,right,J. McLaughlin cutting finger roll Layup (2 PTS) (J. Nowell 5 AST),"[1629162, 1629669]",1610612750.0,MIN,cutting finger roll,,,McLaughlin,J. McLaughlin,,,,,,,1.07,Made,,,,2.0,J. Nowell,1629669.0,5.0,,,,,,,,,,
579,PT00M45.80S,2022-01-04T05:38:18.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629117,7.670827858081481,55.88235294117647,1610612746,101,120,2022-01-04T05:38:23Z,5700000,-29.0,20.0,1,left,W. Gabriel Layup (2 PTS),[1629117],1610612746.0,LAC,,,,Gabriel,W. Gabriel,,,,,,,3.53,Made,,,,2.0,,,,,,,,,,,,,
580,PT00M37.30S,2022-01-04T05:38:33.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630233,88.87976346911958,52.94117647058824,1610612750,101,122,2022-01-04T05:38:39Z,5710000,15.0,52.0,1,right,N. Knight driving floating Jump Shot (2 PTS) (J. McLaughlin 2 AST),"[1630233, 1629162]",1610612750.0,MIN,driving floating,,,Knight,N. Knight,,,,,,,5.4,Made,,,,2.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,
581,PT00M31.20S,2022-01-04T05:38:39.7Z,4,REGULAR,3pt,Jump Shot,[],1630206,29.878449408672807,79.90196078431373,1610612746,101,122,2022-01-04T05:38:51Z,5720000,-150.0,228.0,1,left,MISS J. Scrubb 27' 3PT,[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,27.3,Missed,,,,,,,,,,,,,,,,,
582,PT00M28.20S,2022-01-04T05:38:42.7Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612750,101,122,2022-01-04T05:38:51Z,5730000,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,581.0,,,,,,,2.0,1.0,1.0,,,,,,,
583,PT00M20.90S,2022-01-04T05:38:50.2Z,4,REGULAR,turnover,lost ball,[],1629006,,,1610612750,101,122,2022-01-04T05:38:55Z,5740000,,,0,,J. Okogie lost ball TURNOVER (3 TO),"[1629006, 1630206]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,3.0,,,,Scrubb,1630206.0,,,,,,,,,,,,,,
584,PT00M20.90S,2022-01-04T05:38:50.2Z,4,REGULAR,steal,,[],1630206,,,1610612746,101,122,2022-01-04T05:38:52Z,5750000,,,0,,J. Scrubb STEAL (1 STL),[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT00M20.90S,2022-01-04T05:38:54.4Z,4,REGULAR,violation,kicked ball,[],1629006,,,1610612746,101,122,2022-01-04T05:38:59Z,5760000,,,0,,J. Okogie kicked ball VIOLATION,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,1627962.0,,,,,,,,,,,,,,,,,,,,
586,PT00M14.60S,2022-01-04T05:39:11.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630206,22.78252299605782,88.23529411764706,1610612746,104,122,2022-01-04T05:39:18Z,5770000,-191.0,162.0,1,left,J. Scrubb 25' 3PT step back (4 PTS),[1630206],1610612746.0,LAC,step back,,,Scrubb,J. Scrubb,,,,,,,25.04,Made,,,,4.0,,,,,,,,,,,,,
587,PT00M00.00S,2022-01-04T05:39:30.7Z,4,REGULAR,period,end,[],0,,,1610612750,104,122,2022-01-04T05:39:30Z,5780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M00.00S,2022-01-04T05:43:07.4Z,4,REGULAR,game,end,[],0,,,0,104,122,2022-01-04T05:43:07Z,5790000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
