actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
523,PT04M11.00S,2022-04-11T03:27:56.0Z,4,REGULAR,3pt,Jump Shot,[],203918,33.51264783180025,71.79074754901961,1610612746,124,83,2022-04-11T03:30:18Z,5200000,-109.0,263.0,1,left,R. Hood 28' 3PT pullup (5 PTS),[203918],1610612746.0,LAC,pullup,,,Hood,R. Hood,,,,,28.42,Made,5.0,,,,,,,,,,,,,,,,,
524,PT03M51.00S,2022-04-11T03:28:17.1Z,4,REGULAR,3pt,Jump Shot,[],1630686,68.9060446780552,31.127450980392155,1610612760,124,86,2022-04-11T03:30:44Z,5210000,-94.0,240.0,1,right,G. Kalaitzakis 25' 3PT pullup (17 PTS),[1630686],1610612760.0,OKC,pullup,,,Kalaitzakis,G. Kalaitzakis,,,,,25.77,Made,17.0,,,,,,,,,,,,,,,,,
525,PT03M38.00S,2022-04-11T03:28:29.8Z,4,REGULAR,turnover,bad pass,[],1629875,,,1610612746,124,86,2022-04-11T03:28:32Z,5220000,,,0,,X. Moon bad pass TURNOVER (2 TO),"[1629875, 1630686]",1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,2.0,,,,,,,,Kalaitzakis,1630686.0,,
526,PT03M38.00S,2022-04-11T03:28:29.8Z,4,REGULAR,steal,,[],1630686,,,1610612760,124,86,2022-04-11T03:28:31Z,5230000,,,0,,G. Kalaitzakis STEAL (2 STL),[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,,,
527,PT03M31.00S,2022-04-11T03:28:36.9Z,4,REGULAR,turnover,bad pass,[],1630249,,,1610612760,124,86,2022-04-11T03:28:41Z,5240000,,,0,,V. Krejci bad pass TURNOVER (1 TO),"[1630249, 1629875]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,1.0,,,,,,,,Moon,1629875.0,,
528,PT03M31.00S,2022-04-11T03:28:36.9Z,4,REGULAR,steal,,[],1629875,,,1610612746,124,86,2022-04-11T03:28:38Z,5250000,,,0,,X. Moon STEAL (1 STL),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
529,PT03M27.00S,2022-04-11T03:28:40.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629875,6.750985545335084,53.18627450980392,1610612746,126,86,2022-04-11T03:28:55Z,5260000,-16.0,11.0,1,left,X. Moon running finger roll Layup (13 PTS),[1629875],1610612746.0,LAC,running finger roll,,,Moon,X. Moon,,,,,1.93,Made,13.0,,,,,,,,,,,,,,,,,
530,PT03M11.00S,2022-04-11T03:28:56.6Z,4,REGULAR,3pt,Jump Shot,[],1628982,74.81931668856767,17.15686274509804,1610612760,126,86,2022-04-11T03:29:00Z,5270000,-164.0,184.0,1,right,MISS M. Frazier Jr. 24' 3PT,[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,
531,PT03M08.00S,2022-04-11T03:28:59.6Z,4,REGULAR,rebound,defensive,[],1629875,,,1610612746,126,86,2022-04-11T03:29:00Z,5280000,,,0,,X. Moon REBOUND (Off:0 Def:3),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,530.0,3.0,3.0,0.0,,,,,,,,,,,,,
532,PT03M02.00S,2022-04-11T03:29:05.0Z,4,REGULAR,2pt,Jump Shot,[],1629875,21.468462549277262,60.78431372549019,1610612746,128,86,2022-04-11T03:29:09Z,5290000,-54.0,149.0,1,left,X. Moon 15' pullup Jump Shot (15 PTS),[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,15.87,Made,15.0,,,,,,,,,,,,,,,,,
533,PT03M01.00S,2022-04-11T03:29:12.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,128,86,2022-04-11T03:29:12Z,5300000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT02M48.00S,2022-04-11T03:31:10.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630249,91.06438896189225,36.00643382352941,1610612760,128,86,2022-04-11T03:33:54Z,5310000,-70.0,31.0,1,right,MISS V. Krejci 7' pullup bank Shot,[1630249],1610612760.0,OKC,pullup bank,,,Krejci,V. Krejci,,,,,7.68,Missed,,,,,,,,,,,,,,,,,,
535,PT02M46.00S,2022-04-11T03:31:12.1Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,128,86,2022-04-11T03:31:15Z,5320000,,,0,,I. Hartenstein REBOUND (Off:3 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,534.0,5.0,2.0,3.0,,,,,,,,,,,,,
536,PT02M32.00S,2022-04-11T03:31:26.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,5.962549277266746,46.07843137254902,1610612746,130,86,2022-04-11T03:31:32Z,5330000,20.0,4.0,1,left,B. Boston Jr. Layup (18 PTS) (I. Hartenstein 6 AST),"[1630527, 1628392]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,1.99,Made,18.0,,,,,,,I. Hartenstein,1628392.0,6.0,,,,,,,,
538,PT02M18.00S,2022-04-11T03:31:40.2Z,4,REGULAR,3pt,Jump Shot,[],1630686,72.45400788436268,82.1078431372549,1610612760,130,86,2022-04-11T03:31:46Z,5350000,161.0,206.0,1,right,MISS G. Kalaitzakis 26' 3PT,[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,
539,PT02M14.00S,2022-04-11T03:31:44.2Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,130,86,2022-04-11T03:31:46Z,5360000,,,0,,I. Hartenstein REBOUND (Off:3 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,538.0,6.0,3.0,3.0,,,,,,,,,,,,,
540,PT02M03.00S,2022-04-11T03:31:55.3Z,4,REGULAR,2pt,Jump Shot,[],1629875,20.02299605781866,27.450980392156865,1610612746,132,86,2022-04-11T03:31:59Z,5370000,113.0,136.0,1,left,X. Moon 17' pullup Jump Shot (17 PTS),[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,17.64,Made,17.0,,,,,,,,,,,,,,,,,
541,PT01M40.00S,2022-04-11T03:32:20.3Z,4,REGULAR,3pt,Jump Shot,[],1630249,70.22010512483574,26.715686274509807,1610612760,132,86,2022-04-11T03:32:27Z,5380000,-116.0,227.0,1,right,MISS V. Krejci 25' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,
542,PT01M35.00S,2022-04-11T03:32:25.3Z,4,REGULAR,rebound,defensive,[],1629599,,,1610612746,132,86,2022-04-11T03:32:27Z,5390000,,,0,,A. Coffey REBOUND (Off:2 Def:11),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,541.0,13.0,11.0,2.0,,,,,,,,,,,,,
543,PT01M28.00S,2022-04-11T03:32:33.1Z,4,REGULAR,3pt,Jump Shot,[],1629599,18.446123521681997,6.372549019607845,1610612746,135,86,2022-04-11T03:37:34Z,5400000,218.0,121.0,1,left,A. Coffey 24' 3PT pullup (35 PTS),[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,24.94,Made,35.0,,,,,,,,,,,,,,,,,
544,PT01M07.00S,2022-04-11T03:32:55.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630686,93.61038107752957,54.65686274509804,1610612760,135,86,2022-04-11T03:33:03Z,5410000,23.0,8.0,1,right,MISS G. Kalaitzakis driving Layup,[1630686],1610612760.0,OKC,driving,,,Kalaitzakis,G. Kalaitzakis,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,
545,PT01M03.00S,2022-04-11T03:32:59.8Z,4,REGULAR,rebound,offensive,[],1629658,,,1610612760,135,86,2022-04-11T03:33:03Z,5420000,,,0,,J. Hoard REBOUND (Off:6 Def:9),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,544.0,15.0,9.0,6.0,,,,,,,,,,,,,
546,PT01M03.00S,2022-04-11T03:33:00.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629658,94.13600525624179,45.34313725490197,1610612760,135,88,2022-04-11T03:38:44Z,5430000,-23.0,3.0,1,right,J. Hoard putback Layup (14 PTS),[1629658],1610612760.0,OKC,putback,,,Hoard,J. Hoard,,,,,2.34,Made,14.0,,,,,,,,,,,,,,,,,
547,PT00M44.50S,2022-04-11T03:33:23.7Z,4,REGULAR,3pt,Jump Shot,[],1628392,9.247700394218143,96.32352941176471,1610612746,138,88,2022-04-11T03:33:29Z,5440000,-232.0,34.0,1,left,I. Hartenstein 3PT  (12 PTS) (R. Hood 2 AST),"[1628392, 203918]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,23.41,Made,12.0,,,,,,,R. Hood,203918.0,2.0,,,,,,,,
549,PT00M22.50S,2022-04-11T03:33:50.6Z,4,REGULAR,3pt,Jump Shot,[],1629658,69.95729303547964,35.049019607843135,1610612760,138,88,2022-04-11T03:33:56Z,5460000,-75.0,230.0,1,right,MISS J. Hoard 24' 3PT,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,
550,PT00M18.70S,2022-04-11T03:33:54.4Z,4,REGULAR,rebound,defensive,[],203918,,,1610612746,138,88,2022-04-11T03:33:56Z,5470000,,,0,,R. Hood REBOUND (Off:0 Def:3),[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,,,549.0,3.0,3.0,0.0,,,,,,,,,,,,,
551,PT00M00.00S,2022-04-11T03:34:15.6Z,4,REGULAR,period,end,[],0,,,1610612746,138,88,2022-04-11T03:34:15Z,5480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT00M00.00S,2022-04-11T03:36:08.2Z,4,REGULAR,game,end,[],0,,,0,138,88,2022-04-11T03:36:08Z,5490000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
