actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
532,PT03M45.00S,2021-12-11T22:29:59.8Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,93,94,2021-12-11T22:29:59Z,5230000,,,0,,C. Anthony Free Throw 2 of 2 (16 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
533,PT03M35.00S,2021-12-11T22:30:17.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,93,94,2021-12-11T22:30:17Z,5240000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT03M24.00S,2021-12-11T22:33:16.6Z,4,REGULAR,3pt,Jump Shot,[],202704,66.27792378449408,50.73529411764706,1610612746,96,94,2021-12-11T22:33:20Z,5250000,4.0,264.0,1,right,R. Jackson 26' 3PT pullup (19 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,26.45,Made,,,,,19.0,,,,,,,,,,,,,
535,PT03M00.00S,2021-12-11T22:33:39.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,8.590670170827863,48.0392156862745,1610612753,96,96,2021-12-11T22:33:48Z,5260000,10.0,28.0,1,left,C. Anthony driving floating bank Jump Shot (18 PTS) (F. Wagner 3 AST),"[1630175, 1630532]",1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,2.99,Made,,,,,18.0,F. Wagner,1630532.0,3.0,,,,,,,,,,
537,PT02M36.00S,2021-12-11T22:34:05.2Z,4,REGULAR,2pt,Jump Shot,[],202704,77.71024967148489,58.57843137254902,1610612746,98,96,2021-12-11T22:34:09Z,5280000,43.0,157.0,1,right,R. Jackson 16' step back Jump Shot (21 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,16.28,Made,,,,,21.0,,,,,,,,,,,,,
538,PT02M10.00S,2021-12-11T22:34:30.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,15.160972404730614,51.470588235294116,1610612753,98,96,2021-12-11T22:34:35Z,5290000,-7.0,90.0,1,left,MISS W. Carter Jr. 9' turnaround Hook,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,9.03,Missed,,,,,,,,,,,,,,,,,,
539,PT02M07.00S,2021-12-11T22:34:33.9Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,98,96,2021-12-11T22:34:35Z,5300000,,,0,,I. Zubac REBOUND (Off:4 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,538.0,6.0,2.0,4.0,,,,,,,,,,,,,,
540,PT01M59.00S,2021-12-11T22:34:42.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.0335085413929,52.450980392156865,1610612746,100,96,2021-12-11T22:34:47Z,5310000,12.0,22.0,1,right,R. Jackson driving Layup (23 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,2.56,Made,,,,,23.0,,,,,,,,,,,,,
541,PT01M39.00S,2021-12-11T22:35:08.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,5.124835742444162,56.958486519607845,1610612753,100,96,2021-12-11T22:35:20Z,5320000,-35.0,-4.0,1,left,MISS M. Bamba cutting DUNK,[1628964],1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,3.51,Missed,,,,,,,,,,,,,,,,,,
543,PT01M35.00S,2021-12-11T22:35:12.8Z,4,REGULAR,rebound,defensive,[],202704,,,1610612746,100,96,2021-12-11T22:35:20Z,5340000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,541.0,2.0,2.0,0.0,,,,,,,,,,,,,,
544,PT01M21.00S,2021-12-11T22:35:27.0Z,4,REGULAR,3pt,Jump Shot,[],202704,69.4316688567674,62.99019607843137,1610612746,100,96,2021-12-11T22:35:31Z,5350000,65.0,235.0,1,right,MISS R. Jackson 24' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,
545,PT01M21.00S,2021-12-11T22:35:27.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,100,96,2021-12-11T22:35:31Z,5360000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,
546,PT01M21.00S,2021-12-11T22:35:31.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,100,96,2021-12-11T22:35:31Z,5370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT01M21.00S,2021-12-11T22:35:35.4Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,100,96,2021-12-11T22:35:44Z,5380000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
548,PT01M21.00S,2021-12-11T22:35:35.4Z,4,REGULAR,substitution,in,[],203082,,,1610612753,100,96,2021-12-11T22:35:44Z,5390000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
549,PT01M12.00S,2021-12-11T22:36:06.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612753,100,96,2021-12-11T22:36:39Z,5400000,,,0,,L. Kennard personal FOUL (1 PF) (Anthony 2 FT),"[1628379, 1630175]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Anthony,1630175.0,,,,
551,PT01M12.00S,2021-12-11T22:36:36.8Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,100,97,2021-12-11T22:36:36Z,5420000,,,0,,C. Anthony Free Throw 1 of 2 (19 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
552,PT01M12.00S,2021-12-11T22:36:57.7Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,100,98,2021-12-11T22:36:57Z,5430000,,,0,,C. Anthony Free Throw 2 of 2 (20 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
553,PT00M59.30S,2021-12-11T22:37:18.1Z,4,REGULAR,3pt,Jump Shot,[],1628379,75.34494086727989,10.539215686274503,1610612746,103,98,2021-12-11T22:37:21Z,5440000,-197.0,179.0,1,right,L. Kennard 26' 3PT  (23 PTS) (R. Jackson 3 AST),"[1628379, 202704]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.66,Made,,,,,23.0,R. Jackson,202704.0,3.0,,,,,,,,,,
555,PT00M59.30S,2021-12-11T22:37:24.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,103,98,2021-12-11T22:37:24Z,5460000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT00M54.60S,2021-12-11T22:39:07.6Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627826,,,1610612753,103,98,2021-12-11T22:39:17Z,5470000,,,0,,I. Zubac shooting personal FOUL (4 PF) (Ross 3 FT),"[1627826, 203082]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Ross,203082.0,,,,
558,PT00M54.60S,2021-12-11T22:39:40.6Z,4,REGULAR,freethrow,1 of 3,[],203082,,,1610612753,103,99,2021-12-11T22:39:40Z,5490000,,,0,,T. Ross Free Throw 1 of 3 (20 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
559,PT00M54.60S,2021-12-11T22:39:53.5Z,4,REGULAR,freethrow,2 of 3,[],203082,,,1610612753,103,100,2021-12-11T22:39:53Z,5500000,,,0,,T. Ross Free Throw 2 of 3 (21 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
560,PT00M54.60S,2021-12-11T22:40:09.4Z,4,REGULAR,freethrow,3 of 3,[],203082,,,1610612753,103,101,2021-12-11T22:40:09Z,5510000,,,0,,T. Ross Free Throw 3 of 3 (22 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
561,PT00M39.60S,2021-12-11T22:40:29.2Z,4,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612746,103,101,2021-12-11T22:40:35Z,5520000,,,0,,C. Anthony shooting personal FOUL (2 PF) (Zubac 2 FT),"[1630175, 1627826]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Zubac,1627826.0,,,,
563,PT00M39.60S,2021-12-11T22:40:54.2Z,4,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,104,101,2021-12-11T22:40:54Z,5540000,,,0,,I. Zubac Free Throw 1 of 2 (10 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
564,PT00M39.60S,2021-12-11T22:41:10.7Z,4,REGULAR,substitution,out,[],1628379,,,1610612746,104,101,2021-12-11T22:41:16Z,5550000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
565,PT00M39.60S,2021-12-11T22:41:10.7Z,4,REGULAR,substitution,in,[],1626159,,,1610612746,104,101,2021-12-11T22:41:16Z,5560000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
566,PT00M39.60S,2021-12-11T22:40:54.2Z,4,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,104,101,2021-12-11T22:41:32Z,5570000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,
567,PT00M36.80S,2021-12-11T22:40:57.0Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,104,101,2021-12-11T22:41:32Z,5580000,,,0,,C. Anthony REBOUND (Off:0 Def:6),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,566.0,6.0,6.0,0.0,,,,,,,,,,,,,,
568,PT00M23.60S,2021-12-11T22:41:44.0Z,4,REGULAR,3pt,Jump Shot,[],1630175,34.74047306176085,62.254901960784316,1610612753,104,104,2021-12-11T22:41:48Z,5590000,-61.0,274.0,1,left,C. Anthony 28' 3PT pullup (23 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,28.09,Made,,,,,23.0,,,,,,,,,,,,,
569,PT00M23.60S,2021-12-11T22:41:53.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,104,104,2021-12-11T22:41:53Z,5600000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT00M23.60S,2021-12-11T22:43:10.7Z,4,REGULAR,substitution,out,[],1626159,,,1610612746,104,104,2021-12-11T22:43:31Z,5610000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
571,PT00M23.60S,2021-12-11T22:43:10.7Z,4,REGULAR,substitution,out,[],203082,,,1610612746,104,104,2021-12-11T22:43:31Z,5620000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
572,PT00M23.60S,2021-12-11T22:43:10.7Z,4,REGULAR,substitution,in,[],1628379,,,1610612746,104,104,2021-12-11T22:43:31Z,5630000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
573,PT00M23.60S,2021-12-11T22:43:10.7Z,4,REGULAR,substitution,in,[],1629021,,,1610612746,104,104,2021-12-11T22:43:31Z,5640000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
574,PT00M23.60S,2021-12-11T22:43:34.2Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,104,104,2021-12-11T22:43:41Z,5650000,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,
576,PT00M02.20S,2021-12-11T22:44:05.1Z,4,REGULAR,2pt,Jump Shot,[],202704,78.89290407358739,78.67647058823529,1610612746,106,104,2021-12-11T22:45:20Z,5670000,143.0,146.0,1,right,R. Jackson 20' fadeaway Jump Shot (25 PTS),[202704],1610612746.0,LAC,fadeaway,,,Jackson,R. Jackson,,,,,20.46,Made,,,,,25.0,,,,,,,,,,,,,
577,PT00M02.20S,2021-12-11T22:44:14.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,106,104,2021-12-11T22:44:14Z,5680000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT00M02.20S,2021-12-11T22:45:18.1Z,4,REGULAR,substitution,out,[],1627826,,,1610612753,106,104,2021-12-11T22:45:31Z,5690000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M02.20S,2021-12-11T22:45:18.1Z,4,REGULAR,substitution,out,[],1628379,,,1610612753,106,104,2021-12-11T22:45:31Z,5700000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
580,PT00M02.20S,2021-12-11T22:45:18.1Z,4,REGULAR,substitution,out,[],1629021,,,1610612753,106,104,2021-12-11T22:45:31Z,5710000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
581,PT00M02.20S,2021-12-11T22:45:18.1Z,4,REGULAR,substitution,in,[],202339,,,1610612753,106,104,2021-12-11T22:45:31Z,5720000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
582,PT00M02.20S,2021-12-11T22:45:18.1Z,4,REGULAR,substitution,in,[],1626159,,,1610612753,106,104,2021-12-11T22:45:31Z,5730000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
583,PT00M02.20S,2021-12-11T22:45:18.1Z,4,REGULAR,substitution,in,[],203082,,,1610612753,106,104,2021-12-11T22:45:31Z,5740000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
584,PT00M00.50S,2021-12-11T22:45:38.1Z,4,REGULAR,3pt,Jump Shot,[],203082,31.51897174770039,50.38679534313725,1610612753,106,104,2021-12-11T22:46:45Z,5750000,-2.0,244.0,1,left,MISS T. Ross 24' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,
585,PT00M00.10S,2021-12-11T22:45:38.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,106,104,2021-12-11T22:45:48Z,5760000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,
586,PT00M00.00S,2021-12-11T22:45:41.0Z,4,REGULAR,period,end,[],0,,,1610612753,106,104,2021-12-11T22:45:41Z,5770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M00.00S,2021-12-11T22:48:05.1Z,4,REGULAR,game,end,[],0,,,0,106,104,2021-12-11T22:48:05Z,5780000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
