actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
335,PT10M53.00S,2025-03-01T01:59:57.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,9.280551905387648,48.03921568627451,1610612739,77,66,2025-03-01T02:00:02Z,3240000,False,10.0,35.0,1,left,D. Mitchell driving Layup (17 PTS) (E. Mobley 2 AST),"[1628378, 1630596]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.61,Made,17.0,,,,,,E. Mobley,1630596.0,2.0,,,,,,,,,
337,PT10M44.00S,2025-03-01T02:00:09.2Z,3,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612738,77,66,2025-03-01T02:00:29Z,3260000,False,,,0,,E. Mobley shooting personal FOUL (3 PF) (Brown 2 FT),"[1630596, 1627759]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,202049.0,3.0,0.0,Brown,1627759.0,,
339,PT10M44.00S,2025-03-01T02:00:51.8Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,77,66,2025-03-01T02:00:51Z,3280000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT10M44.00S,2025-03-01T02:00:51.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,77,66,2025-03-01T02:00:51Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,
341,PT10M44.00S,2025-03-01T02:01:21.2Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,78,66,2025-03-01T02:01:21Z,3300000,False,,,0,,J. Brown Free Throw 2 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
342,PT10M32.00S,2025-03-01T02:01:37.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628378,6.915243101182654,51.470588235294116,1610612739,78,68,2025-03-01T02:01:41Z,3310000,False,-7.0,13.0,1,left,D. Mitchell driving DUNK (19 PTS) (M. Strus 1 AST),"[1628378, 1629622]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.45,Made,19.0,,,,,,M. Strus,1629622.0,1.0,,,,,,,,,
344,PT10M15.00S,2025-03-01T02:01:53.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,90.3580814717477,75.49019607843137,1610612738,80,68,2025-03-01T02:01:58Z,3330000,False,127.0,38.0,1,right,J. Tatum 13' fadeaway Jump Shot (32 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,13.31,Made,32.0,,,,,,D. White,1628401.0,2.0,,,,,,,,,
346,PT10M06.00S,2025-03-01T02:02:03.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,10.068988173455978,63.725490196078425,1610612739,80,68,2025-03-01T02:02:19Z,3350000,False,-69.0,42.0,1,left,MISS E. Mobley 8' fadeaway Shot,[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,8.05,Missed,,,,,,,,,,,,,,,,,,
347,PT10M03.00S,2025-03-01T02:02:06.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,80,68,2025-03-01T02:02:19Z,3360000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,346.0,,,,,,,,,,,,,,,,
348,PT10M03.00S,2025-03-01T02:02:11.5Z,3,REGULAR,foul,personal,[],1630596,,,1610612738,80,68,2025-03-01T02:02:16Z,3370000,False,,,0,,E. Mobley loose ball personal FOUL (4 PF),"[1630596, 1627759]",1610612739.0,CLE,loose ball,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,202049.0,4.0,0.0,Brown,1627759.0,,
350,PT10M03.00S,2025-03-01T02:02:28.9Z,3,REGULAR,substitution,out,[],1630596,,,1610612738,80,68,2025-03-01T02:02:34Z,3390000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT10M03.00S,2025-03-01T02:02:28.9Z,3,REGULAR,substitution,in,[],1629631,,,1610612738,80,68,2025-03-01T02:02:34Z,3400000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M42.00S,2025-03-01T02:03:02.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,82.7365308804205,65.68627450980392,1610612738,80,68,2025-03-01T02:03:13Z,3410000,False,78.0,110.0,1,right,MISS J. Tatum 13' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,13.49,Missed,,,,,,,,,,,,,,,,,,
353,PT09M38.00S,2025-03-01T02:03:06.5Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,80,68,2025-03-01T02:03:13Z,3420000,False,,,0,,J. Brown REBOUND (Off:3 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,352.0,3.0,0.0,3.0,,,,,,,,,,,,,
354,PT09M36.00S,2025-03-01T02:03:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,93.77463863337714,48.529411764705884,1610612738,82,68,2025-03-01T02:03:17Z,3430000,False,-7.0,6.0,1,right,J. Brown putback Layup (25 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.95,Made,25.0,,,,,,,,,,,,,,,,,
355,PT09M27.00S,2025-03-01T02:03:16.4Z,3,REGULAR,3pt,Jump Shot,[],1628378,29.38567674113009,78.43137254901961,1610612739,82,68,2025-03-01T02:03:27Z,3440000,False,-142.0,224.0,1,left,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
356,PT09M25.00S,2025-03-01T02:03:18.6Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,82,68,2025-03-01T02:03:18Z,3450000,False,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,355.0,3.0,1.0,2.0,,,,,,,,,,,,,
357,PT09M24.00S,2025-03-01T02:03:19.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,7.5722733245729295,48.529411764705884,1610612739,82,70,2025-03-01T02:03:24Z,3460000,False,7.0,19.0,1,left,J. Allen putback Layup (4 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.01,Made,4.0,,,,,,,,,,,,,,,,,
358,PT09M02.00S,2025-03-01T02:03:41.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,93.77463863337714,96.07843137254902,1610612738,85,70,2025-03-01T02:03:45Z,3470000,False,230.0,6.0,1,right,D. White 3PT  (14 PTS) (S. Hauser 1 AST),"[1628401, 1630573]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.05,Made,14.0,,,,,,S. Hauser,1630573.0,1.0,,,,,,,,,
360,PT08M40.00S,2025-03-01T02:04:03.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629631,7.5722733245729295,45.83333333333333,1610612739,85,70,2025-03-01T02:04:08Z,3490000,False,21.0,19.0,1,left,MISS D. Hunter driving Hook,[1629631],1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
361,PT08M38.00S,2025-03-01T02:04:05.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,85,70,2025-03-01T02:04:08Z,3500000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,360.0,5.0,5.0,0.0,,,,,,,,,,,,,
362,PT08M21.00S,2025-03-01T02:04:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,87.72996057818659,43.13725490196079,1610612738,85,70,2025-03-01T02:04:31Z,3510000,False,-34.0,63.0,1,right,MISS J. Brown 7' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
363,PT08M19.00S,2025-03-01T02:04:25.2Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,85,70,2025-03-01T02:04:31Z,3520000,False,,,0,,J. Brown REBOUND (Off:4 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,362.0,4.0,0.0,4.0,,,,,,,,,,,,,
364,PT08M17.00S,2025-03-01T02:04:26.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,88.78120893561103,44.11764705882353,1610612738,87,70,2025-03-01T02:04:37Z,3530000,False,-29.0,53.0,1,right,J. Brown 6' putback Layup (27 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,27.0,,,,,,,,,,,,,,,,,
365,PT08M17.00S,2025-03-01T02:04:31.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,87,70,2025-03-01T02:04:31Z,3540000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M04.00S,2025-03-01T02:08:15.8Z,3,REGULAR,foul,offensive,[],1629631,,,1610612739,87,70,2025-03-01T02:08:21Z,3550000,False,,,0,,D. Hunter offensive FOUL (1 PF),"[1629631, 1627759]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,202027.0,1.0,0.0,Brown,1627759.0,,
368,PT08M04.00S,2025-03-01T02:08:15.8Z,3,REGULAR,turnover,offensive foul,[],1629631,,,1610612739,87,70,2025-03-01T02:08:15Z,3570000,False,,,0,,D. Hunter offensive foul TURNOVER (1 TO),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,202027.0,,,,,,
369,PT07M44.00S,2025-03-01T02:08:46.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,81.15965834428384,35.78431372549019,1610612738,87,70,2025-03-01T02:08:53Z,3580000,False,-71.0,125.0,1,right,MISS J. Tatum 14' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,14.35,Missed,,,,,,,,,,,,,,,,,,
370,PT07M41.00S,2025-03-01T02:08:49.6Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,87,70,2025-03-01T02:08:53Z,3590000,False,,,0,,D. Hunter REBOUND (Off:0 Def:4),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,369.0,4.0,4.0,0.0,,,,,,,,,,,,,
371,PT07M32.00S,2025-03-01T02:08:59.1Z,3,REGULAR,3pt,Jump Shot,[],1629631,33.196452036793694,61.029411764705884,1610612739,87,73,2025-03-01T02:09:03Z,3600000,False,-55.0,260.0,1,left,D. Hunter 26' 3PT  (10 PTS) (D. Mitchell 3 AST),"[1629631, 1628378]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,26.53,Made,10.0,,,,,,D. Mitchell,1628378.0,3.0,,,,,,,,,
373,PT07M22.00S,2025-03-01T02:09:11.6Z,3,REGULAR,foul,personal,[],1629622,,,1610612738,87,73,2025-03-01T02:09:16Z,3620000,False,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 1628401]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,202049.0,1.0,0.0,White,1628401.0,,
375,PT07M22.00S,2025-03-01T02:09:19.2Z,3,REGULAR,substitution,out,[],1628378,,,1610612738,87,73,2025-03-01T02:09:23Z,3640000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M22.00S,2025-03-01T02:09:19.2Z,3,REGULAR,substitution,in,[],1629660,,,1610612738,87,73,2025-03-01T02:09:23Z,3650000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M09.00S,2025-03-01T02:09:54.7Z,3,REGULAR,2pt,Jump Shot,[],1630573,87.72996057818659,29.901960784313726,1610612738,87,73,2025-03-01T02:10:34Z,3660000,False,-100.0,63.0,1,right,MISS S. Hauser 11' pullup Shot,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,11.85,Missed,,,,,,,,,,,,,,,,,,
378,PT07M08.00S,2025-03-01T02:09:55.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,87,73,2025-03-01T02:10:19Z,3670000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,,,,377.0,,,,,,,,,,,,,,,,
379,PT07M08.00S,2025-03-01T02:10:02.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612739,87,73,2025-03-01T02:10:29Z,3680000,False,,,0,,J. Brown loose ball personal FOUL (4 PF),"[1627759, 1629636]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1628487.0,4.0,0.0,Garland,1629636.0,,
381,PT07M08.00S,2025-03-01T02:10:15.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612739,87,73,2025-03-01T02:10:25Z,3700000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M08.00S,2025-03-01T02:10:15.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612739,87,73,2025-03-01T02:10:25Z,3710000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M54.00S,2025-03-01T02:10:43.1Z,3,REGULAR,2pt,Jump Shot,[],1629636,5.469776609724048,71.32352941176471,1610612739,87,75,2025-03-01T02:10:48Z,3720000,False,-107.0,-1.0,1,left,D. Garland 10' driving floating Jump Shot (13 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,10.66,Made,13.0,,,,,,,,,,,,,,,,,
384,PT06M33.00S,2025-03-01T02:11:07.6Z,3,REGULAR,turnover,traveling,[],1630202,,,1610612738,87,75,2025-03-01T02:11:13Z,3730000,False,,,0,,P. Pritchard traveling TURNOVER (2 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2.0,,,,,,202049.0,,,,,,
385,PT06M25.00S,2025-03-01T02:11:20.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,7.046649145860711,58.82352941176471,1610612739,87,77,2025-03-01T02:11:25Z,3740000,False,-44.0,14.0,1,left,J. Allen alley-oop Layup (6 PTS) (M. Strus 2 AST),"[1628386, 1629622]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,6.0,,,,,,M. Strus,1629622.0,2.0,,,,,,,,,
387,PT06M05.00S,2025-03-01T02:11:39.9Z,3,REGULAR,2pt,Jump Shot,[],1628369,76.2976346911958,42.40196078431372,1610612738,87,77,2025-03-01T02:11:46Z,3760000,False,-38.0,170.0,1,right,MISS J. Tatum 17' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,17.45,Missed,,,,,,,,,,,,,,,,,,
388,PT06M01.00S,2025-03-01T02:11:43.9Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612739,87,77,2025-03-01T02:11:46Z,3770000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,,,,387.0,2.0,2.0,0.0,,,,,,,,,,,,,
389,PT05M52.00S,2025-03-01T02:11:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,13.748357424441524,53.67647058823529,1610612739,87,79,2025-03-01T02:11:57Z,3780000,False,-18.0,77.0,1,left,D. Garland 7' driving floating Jump Shot (15 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,15.0,,,,,,,,,,,,,,,,,
390,PT05M35.00S,2025-03-01T02:12:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,58.82352941176471,1610612738,89,79,2025-03-01T02:12:17Z,3790000,False,44.0,12.0,1,right,J. Tatum driving finger roll Layup (34 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,34.0,,,,,,,,,,,,,,,,,
391,PT05M19.00S,2025-03-01T02:12:25.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,19.793035479632064,62.745098039215684,1610612739,89,79,2025-03-01T02:12:34Z,3800000,False,-64.0,134.0,1,left,MISS D. Garland 14' fadeaway Shot,[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,14.8,Missed,,,,,,,,,,,,,,,,,,
392,PT05M17.00S,2025-03-01T02:12:27.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,89,79,2025-03-01T02:14:59Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,391.0,,,,,,,,,,,,,,,,
394,PT05M17.00S,2025-03-01T02:12:50.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,89,79,2025-03-01T02:14:59Z,3830000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M17.00S,2025-03-01T02:15:05.6Z,3,REGULAR,substitution,out,[],1628401,,,1610612739,89,79,2025-03-01T02:15:54Z,3850000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M17.00S,2025-03-01T02:15:05.6Z,3,REGULAR,substitution,out,[],1629622,,,1610612739,89,79,2025-03-01T02:15:54Z,3860000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M17.00S,2025-03-01T02:15:05.6Z,3,REGULAR,substitution,in,[],1628436,,,1610612739,89,79,2025-03-01T02:15:54Z,3870000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M17.00S,2025-03-01T02:15:05.6Z,3,REGULAR,substitution,in,[],1630241,,,1610612739,89,79,2025-03-01T02:15:54Z,3880000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M07.00S,2025-03-01T02:16:26.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,11.908672798948752,57.84313725490197,1610612739,89,79,2025-03-01T02:16:33Z,3890000,False,-39.0,59.0,1,left,MISS D. Garland 7' driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,,,,
401,PT05M05.00S,2025-03-01T02:16:28.5Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,89,79,2025-03-01T02:16:33Z,3900000,False,,,0,,J. Allen REBOUND (Off:3 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,400.0,4.0,1.0,3.0,,,,,,,,,,,,,
402,PT05M05.00S,2025-03-01T02:16:30.7Z,3,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612739,89,79,2025-03-01T02:16:49Z,3910000,False,,,0,,L. Kornet shooting personal FOUL (2 PF) (Allen 2 FT),"[1628436, 1628386]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202049.0,2.0,0.0,Allen,1628386.0,,
404,PT05M05.00S,2025-03-01T02:16:53.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,89,80,2025-03-01T02:16:53Z,3930000,False,,,0,,J. Allen Free Throw 1 of 2 (7 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
405,PT05M05.00S,2025-03-01T02:17:12.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,89,81,2025-03-01T02:17:12Z,3940000,False,,,0,,J. Allen Free Throw 2 of 2 (8 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
406,PT04M57.00S,2025-03-01T02:17:24.1Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,89,81,2025-03-01T02:17:35Z,3950000,False,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 1629636]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,202027.0,2.0,0.0,Garland,1629636.0,,
408,PT04M57.00S,2025-03-01T02:17:24.1Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,89,81,2025-03-01T02:17:24Z,3970000,False,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,202027.0,,,,,,
409,PT04M34.00S,2025-03-01T02:18:05.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629660,11.908672798948752,44.85294117647059,1610612739,89,81,2025-03-01T02:18:09Z,3980000,False,26.0,59.0,1,left,MISS T. Jerome 6' driving Layup - blocked,"[1629660, 1628369]",1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
410,PT04M34.00S,2025-03-01T02:18:05.2Z,3,REGULAR,block,,[],1628369,,,1610612739,89,81,2025-03-01T02:18:07Z,3990000,False,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
411,PT04M31.00S,2025-03-01T02:18:08.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,81,2025-03-01T02:18:09Z,4000000,False,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,409.0,11.0,10.0,1.0,,,,,,,,,,,,,
412,PT04M23.00S,2025-03-01T02:18:15.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,48.529411764705884,1610612738,91,81,2025-03-01T02:19:35Z,4010000,False,-7.0,20.0,1,right,J. Tatum driving finger roll Layup (36 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.1,Made,36.0,,,,,,,,,,,,,,,,,
413,PT04M12.00S,2025-03-01T02:18:26.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,14.011169513797633,42.15686274509804,1610612739,91,81,2025-03-01T02:18:35Z,4020000,False,39.0,79.0,1,left,MISS D. Garland 8' pullup Shot - blocked,"[1629636, 1628436]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,Kornet,1628436.0
414,PT04M12.00S,2025-03-01T02:18:26.8Z,3,REGULAR,block,,[],1628436,,,1610612739,91,81,2025-03-01T02:18:31Z,4030000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
415,PT04M12.00S,2025-03-01T02:18:26.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,91,81,2025-03-01T02:18:35Z,4040000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,413.0,,,,,,,,,,,,,,,,
417,PT03M53.00S,2025-03-01T02:18:51.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,65.52233902759527,56.127450980392155,1610612738,91,81,2025-03-01T02:20:43Z,4060000,False,31.0,272.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.33,Missed,,,,,,,,,,,,,,,,,,
418,PT03M51.00S,2025-03-01T02:18:53.3Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,91,81,2025-03-01T02:18:55Z,4070000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,417.0,2.0,2.0,0.0,,,,,,,,,,,,,
