actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
425,PT03M09.00S,2024-01-23T03:40:46.5Z,3,REGULAR,freethrow,1 of 1,[],1626164,,,1610612741,72,88,2024-01-23T03:40:46Z,4230000,False,,,0,,MISS D. Booker technical Free Throw 1 of 1,[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
426,PT03M09.00S,2024-01-23T03:40:46.5Z,3,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612741,72,88,2024-01-23T03:40:46Z,4240000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,
427,PT03M09.00S,2024-01-23T03:41:10.4Z,3,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,72,88,2024-01-23T03:41:10Z,4250000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
428,PT03M09.00S,2024-01-23T03:41:10.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,72,88,2024-01-23T03:41:10Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,,,,,
429,PT03M09.00S,2024-01-23T03:41:22.8Z,3,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,72,89,2024-01-23T03:41:22Z,4270000,False,,,0,,A. Drummond Free Throw 2 of 2 (6 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
430,PT02M59.00S,2024-01-23T03:41:33.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,93.9060446780552,52.20588235294118,1610612756,74,89,2024-01-23T03:41:40Z,4280000,False,11.0,5.0,1,right,D. Eubanks cutting DUNK (6 PTS) (K. Durant 7 AST),"[1629234, 201142]",1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.2,Made,,6.0,K. Durant,201142.0,7.0,,,,,,,,,,,,,
432,PT02M44.00S,2024-01-23T03:41:48.5Z,3,REGULAR,3pt,Jump Shot,[],1631207,12.040078843626807,96.32352941176471,1610612741,74,89,2024-01-23T03:41:53Z,4300000,False,-232.0,61.0,1,left,MISS D. Terry 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,,
433,PT02M41.00S,2024-01-23T03:41:51.5Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,74,89,2024-01-23T03:41:53Z,4310000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,432.0,,,,,3.0,3.0,0.0,,,,,,,,,,
434,PT02M30.00S,2024-01-23T03:42:03.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,92.46057818659659,49.26470588235294,1610612756,76,89,2024-01-23T03:42:07Z,4320000,False,-4.0,18.0,1,right,D. Eubanks cutting DUNK (8 PTS) (K. Durant 8 AST),"[1629234, 201142]",1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.88,Made,,8.0,K. Durant,201142.0,8.0,,,,,,,,,,,,,
436,PT02M14.00S,2024-01-23T03:42:18.3Z,3,REGULAR,3pt,Jump Shot,[],1630172,5.601182654402102,95.83333333333334,1610612741,76,89,2024-01-23T03:42:22Z,4340000,False,-229.0,0.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
437,PT02M11.00S,2024-01-23T03:42:21.3Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612756,76,89,2024-01-23T03:42:22Z,4350000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Left Corner 3,24+ Left,,,436.0,,,,,3.0,3.0,0.0,,,,,,,,,,
438,PT02M03.00S,2024-01-23T03:42:29.9Z,3,REGULAR,3pt,Jump Shot,[],201142,65.65374507227332,46.32352941176471,1610612756,76,89,2024-01-23T03:45:05Z,4360000,False,-18.0,270.0,1,right,MISS K. Durant 27' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,27.1,Missed,,,,,,,,,,,,,,,,,,
439,PT02M01.00S,2024-01-23T03:42:31.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,76,89,2024-01-23T03:42:34Z,4370000,False,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,438.0,,,,,5.0,2.0,3.0,,,,,,,,,,
440,PT01M41.00S,2024-01-23T03:42:51.8Z,3,REGULAR,2pt,Jump Shot,[],201942,23.209592641261498,24.019607843137255,1610612741,76,89,2024-01-23T03:45:31Z,4380000,False,130.0,166.0,1,left,MISS D. DeRozan 21' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,21.05,Missed,,,,,,,,,,,,,,,,,,
441,PT01M39.00S,2024-01-23T03:42:53.8Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612756,76,89,2024-01-23T03:42:56Z,4390000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:4),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,440.0,,,,,4.0,4.0,0.0,,,,,,,,,,
442,PT01M22.00S,2024-01-23T03:43:10.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.94809461235218,60.5392156862745,1610612756,76,89,2024-01-23T03:43:15Z,4400000,False,53.0,117.0,1,right,MISS K. Durant 12' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,12.85,Missed,,,,,,,,,,,,,,,,,,
443,PT01M21.00S,2024-01-23T03:43:11.8Z,3,REGULAR,rebound,offensive,[],1629234,,,1610612756,76,89,2024-01-23T03:43:15Z,4410000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:4),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,442.0,,,,,5.0,4.0,1.0,,,,,,,,,,
444,PT01M18.00S,2024-01-23T03:43:14.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,80.76544021024968,39.705882352941174,1610612756,78,89,2024-01-23T03:46:15Z,4420000,False,-51.0,128.0,1,right,K. Durant 13' pullup Jump Shot (24 PTS) (D. Eubanks 2 AST),"[201142, 1629234]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.83,Made,,24.0,D. Eubanks,1629234.0,2.0,,,,,,,,,,,,,
446,PT01M02.00S,2024-01-23T03:43:30.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,9.937582128777924,50.245098039215684,1610612741,78,89,2024-01-23T03:43:37Z,4440000,False,-1.0,41.0,1,left,MISS D. DeRozan driving DUNK - blocked,"[201942, 201142]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
447,PT01M02.00S,2024-01-23T03:43:30.7Z,3,REGULAR,block,,[],201142,,,1610612741,78,89,2024-01-23T03:44:07Z,4450000,False,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
448,PT01M00.00S,2024-01-23T03:43:32.7Z,3,REGULAR,rebound,offensive,[],201942,,,1610612741,78,89,2024-01-23T03:43:37Z,4460000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,446.0,,,,,3.0,2.0,1.0,,,,,,,,,,
449,PT01M00.00S,2024-01-23T03:43:36.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612741,78,89,2024-01-23T03:44:04Z,4470000,False,,,0,,D. Eubanks shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1629234, 201942]",1610612756.0,PHX,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202026.0,,2.0,1.0,DeRozan,201942.0,,,,
451,PT01M00.00S,2024-01-23T03:44:11.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612741,78,90,2024-01-23T03:44:47Z,4490000,False,,,0,,D. DeRozan Free Throw 1 of 2 (15 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
452,PT01M00.00S,2024-01-23T03:44:13.4Z,3,REGULAR,substitution,out,[],1628960,,,1610612741,78,90,2024-01-23T03:44:16Z,4500000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M00.00S,2024-01-23T03:44:13.4Z,3,REGULAR,substitution,in,[],203078,,,1610612741,78,90,2024-01-23T03:44:16Z,4510000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M00.00S,2024-01-23T03:44:23.9Z,3,REGULAR,substitution,out,[],1631207,,,1610612741,78,90,2024-01-23T03:44:28Z,4520000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M00.00S,2024-01-23T03:44:23.9Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,78,90,2024-01-23T03:44:28Z,4530000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M00.00S,2024-01-23T03:44:11.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612741,78,90,2024-01-23T03:44:47Z,4540000,False,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
457,PT00M58.40S,2024-01-23T03:44:13.4Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612756,78,90,2024-01-23T03:44:47Z,4550000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:5),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,456.0,,,,,6.0,5.0,1.0,,,,,,,,,,
458,PT00M47.80S,2024-01-23T03:44:58.2Z,3,REGULAR,3pt,Jump Shot,[],1628966,73.9323258869908,8.823529411764707,1610612756,81,90,2024-01-23T03:45:02Z,4560000,False,-206.0,193.0,1,right,K. Bates-Diop 28' 3PT  (5 PTS) (D. Booker 4 AST),"[1628966, 1626164]",1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,28.19,Made,,5.0,D. Booker,1626164.0,4.0,,,,,,,,,,,,,
460,PT00M31.00S,2024-01-23T03:45:25.8Z,3,REGULAR,turnover,out-of-bounds,[],203083,,,1610612741,81,90,2024-01-23T03:45:33Z,4580000,False,,,0,,A. Drummond lost ball out-of-bounds TURNOVER (1 TO),[203083],1610612741.0,CHI,lost ball,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1628159.0,1.0,,,,,,,,
461,PT00M07.80S,2024-01-23T03:46:00.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201142,78.13731931668858,75.49019607843137,1610612756,83,90,2024-01-23T03:46:03Z,4590000,False,127.0,153.0,1,right,K. Durant 19' pullup Jump Shot (26 PTS) (K. Bates-Diop 1 AST),"[201142, 1628966]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,19.92,Made,,26.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,,,
465,PT00M00.00S,2024-01-23T03:46:18.4Z,3,REGULAR,period,end,[],0,,,1610612741,83,90,2024-01-23T03:46:18Z,4630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2024-01-23T03:47:01.6Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612741,83,90,2024-01-23T03:48:51Z,4640000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2024-01-23T03:47:01.6Z,4,REGULAR,substitution,out,['startperiod'],1630172,,,1610612741,83,90,2024-01-23T03:48:51Z,4650000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2024-01-23T03:47:01.6Z,4,REGULAR,substitution,in,['startperiod'],1629006,,,1610612741,83,90,2024-01-23T03:48:51Z,4660000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2024-01-23T03:47:01.6Z,4,REGULAR,substitution,in,['startperiod'],1627936,,,1610612741,83,90,2024-01-23T03:48:51Z,4670000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2024-01-23T03:49:00.9Z,4,REGULAR,period,start,[],0,,,1610612756,83,90,2024-01-23T03:49:00Z,4680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT11M40.00S,2024-01-23T03:49:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.72339027595268,48.03921568627451,1610612756,85,90,2024-01-23T03:49:44Z,4690000,False,-10.0,16.0,1,right,B. Beal driving finger roll Layup (13 PTS),[203078],1610612756.0,PHX,driving finger roll,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.87,Made,,13.0,,,,,,,,,,,,,,,,
472,PT11M26.00S,2024-01-23T03:49:33.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,8.09789750328515,44.11764705882353,1610612741,85,92,2024-01-23T03:49:37Z,4700000,False,29.0,24.0,1,left,C. White driving Layup (18 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,3.77,Made,,18.0,,,,,,,,,,,,,,,,
473,PT11M07.00S,2024-01-23T03:49:52.7Z,4,REGULAR,3pt,Jump Shot,[],203078,70.25295663600527,14.460784313725492,1610612756,85,92,2024-01-23T03:50:20Z,4710000,False,-178.0,227.0,1,right,MISS B. Beal 28' pullup 3PT,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,28.84,Missed,,,,,,,,,,,,,,,,,,
474,PT11M06.00S,2024-01-23T03:49:54.1Z,4,REGULAR,rebound,offensive,[],1629006,,,1610612756,85,92,2024-01-23T03:49:54Z,4720000,False,,,0,,J. Okogie REBOUND (Off:1 Def:2),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,473.0,,,,,3.0,2.0,1.0,,,,,,,,,,
475,PT11M06.00S,2024-01-23T03:49:59.6Z,4,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612756,85,92,2024-01-23T03:50:11Z,4730000,False,,,0,,C. White shooting personal FOUL (4 PF) (Okogie 2 FT),"[1629632, 1629006]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628159.0,,4.0,0.0,Okogie,1629006.0,,,,
477,PT11M06.00S,2024-01-23T03:50:34.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629006,,,1610612756,86,92,2024-01-23T03:50:57Z,4750000,False,,,0,,J. Okogie Free Throw 1 of 2 (4 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
478,PT11M06.00S,2024-01-23T03:50:36.1Z,4,REGULAR,substitution,out,[],203083,,,1610612756,86,92,2024-01-23T03:50:41Z,4760000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M06.00S,2024-01-23T03:50:36.1Z,4,REGULAR,substitution,in,[],202696,,,1610612756,86,92,2024-01-23T03:50:41Z,4770000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT11M06.00S,2024-01-23T03:50:34.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629006,,,1610612756,86,92,2024-01-23T03:50:57Z,4780000,False,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
481,PT11M03.00S,2024-01-23T03:50:37.6Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,86,92,2024-01-23T03:50:57Z,4790000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,480.0,,,,,2.0,2.0,0.0,,,,,,,,,,
482,PT10M52.00S,2024-01-23T03:51:08.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,10.33180026281209,51.9607843137255,1610612741,86,92,2024-01-23T03:51:13Z,4800000,False,-10.0,45.0,1,left,MISS N. Vucevic floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
483,PT10M50.00S,2024-01-23T03:51:10.1Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,86,92,2024-01-23T03:51:13Z,4810000,False,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,482.0,,,,,4.0,4.0,0.0,,,,,,,,,,
484,PT10M37.00S,2024-01-23T03:51:22.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,93.9060446780552,57.59803921568627,1610612756,88,92,2024-01-23T03:51:26Z,4820000,False,38.0,5.0,1,right,D. Eubanks Hook (10 PTS) (K. Bates-Diop 2 AST),"[1629234, 1628966]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.83,Made,,10.0,K. Bates-Diop,1628966.0,2.0,,,,,,,,,,,,,
486,PT10M17.00S,2024-01-23T03:51:43.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,11.251642575558476,52.20588235294118,1610612741,88,92,2024-01-23T03:52:39Z,4840000,False,-11.0,53.0,1,left,MISS N. Vucevic driving Hook,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
487,PT10M15.00S,2024-01-23T03:51:45.4Z,4,REGULAR,rebound,offensive,[],1627936,,,1610612741,88,92,2024-01-23T03:51:50Z,4850000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,486.0,,,,,3.0,2.0,1.0,,,,,,,,,,
488,PT10M14.00S,2024-01-23T03:51:46.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,23.340998685939553,13.970588235294118,1610612741,88,92,2024-01-23T03:51:53Z,4860000,False,180.0,167.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
489,PT10M10.00S,2024-01-23T03:51:50.8Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612756,88,92,2024-01-23T03:51:53Z,4870000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:6),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,488.0,,,,,7.0,6.0,1.0,,,,,,,,,,
490,PT09M49.00S,2024-01-23T03:52:11.4Z,4,REGULAR,3pt,Jump Shot,[],1628966,70.77858081471747,14.215686274509803,1610612756,88,92,2024-01-23T03:52:15Z,4880000,False,-179.0,222.0,1,right,MISS K. Bates-Diop 28' 3PT,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,28.53,Missed,,,,,,,,,,,,,,,,,,
491,PT09M47.00S,2024-01-23T03:52:13.4Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,88,92,2024-01-23T03:52:15Z,4890000,False,,,0,,C. White REBOUND (Off:2 Def:7),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,490.0,,,,,9.0,7.0,2.0,,,,,,,,,,
492,PT09M30.00S,2024-01-23T03:52:31.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,8.229303547963205,41.42156862745098,1610612741,88,92,2024-01-23T03:53:39Z,4900000,False,43.0,25.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
493,PT09M27.00S,2024-01-23T03:52:34.0Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,88,92,2024-01-23T03:52:37Z,4910000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,492.0,,,,,14.0,10.0,4.0,,,,,,,,,,
494,PT09M26.00S,2024-01-23T03:52:34.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627936,30.831143232588698,77.20588235294117,1610612741,88,92,2024-01-23T03:52:40Z,4920000,False,-136.0,237.0,1,left,MISS A. Caruso 27' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,27.35,Missed,,,,,,,,,,,,,,,,,,
495,PT09M23.00S,2024-01-23T03:52:37.2Z,4,REGULAR,rebound,defensive,[],203078,,,1610612756,88,92,2024-01-23T03:52:40Z,4930000,False,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,494.0,,,,,3.0,3.0,0.0,,,,,,,,,,
496,PT09M15.00S,2024-01-23T03:52:44.8Z,4,REGULAR,3pt,Jump Shot,[],203078,73.14388961892247,11.76470588235294,1610612756,88,92,2024-01-23T03:52:48Z,4940000,False,-191.0,200.0,1,right,MISS B. Beal 27' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,27.66,Missed,,,,,,,,,,,,,,,,,,
497,PT09M13.00S,2024-01-23T03:52:46.8Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,88,92,2024-01-23T03:52:48Z,4950000,False,,,0,,A. Caruso REBOUND (Off:1 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,496.0,,,,,4.0,3.0,1.0,,,,,,,,,,
505,PT09M02.00S,2024-01-23T03:53:03.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202696,9.592641261498029,50.268075980392155,1610612741,88,92,2024-01-23T03:56:45Z,4975000,False,-1.0,38.0,1,left,MISS N. Vucevic Layup - blocked,"[202696, 1628966]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,Bates-Diop,1628966.0
506,PT09M02.00S,2024-01-23T03:53:03.0Z,4,REGULAR,block,,[],1628966,,,1610612741,88,92,2024-01-23T04:00:30Z,4977500,False,,,0,,K. Bates-Diop BLOCK (1 BLK),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
507,PT09M02.00S,2024-01-23T03:53:03.0Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,88,92,2024-01-23T03:57:08Z,4978750,False,,,0,,N. Vucevic REBOUND (Off:5 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,505.0,,,,,15.0,10.0,5.0,,,,,,,,,,
523,PT09M02.00S,2024-01-23T03:53:17.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,88,92,2024-01-23T04:00:16Z,4979375,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M02.00S,2024-01-23T03:56:23.8Z,4,REGULAR,substitution,out,[],1626164,,,1610612741,88,92,2024-01-23T03:56:38Z,4990000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT09M02.00S,2024-01-23T03:56:23.8Z,4,REGULAR,substitution,out,[],1629234,,,1610612741,88,92,2024-01-23T03:56:38Z,5000000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M02.00S,2024-01-23T03:56:23.8Z,4,REGULAR,substitution,in,[],203994,,,1610612741,88,92,2024-01-23T03:56:38Z,5010000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M02.00S,2024-01-23T03:56:23.8Z,4,REGULAR,substitution,in,[],201142,,,1610612741,88,92,2024-01-23T03:56:38Z,5020000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
