actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
503,PT11M38.00S,2023-02-25T02:29:55.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,9.411957950065702,42.64705882352941,1610612748,95,74,2023-02-25T02:30:23Z,5010000,False,37.0,36.0,1,left,MISS C. Martin driving Layup,[1628997],1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Martin,C. Martin,,,Missed,,,,,,5.15,,,,,,,,,
504,PT11M35.00S,2023-02-25T02:29:58.4Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,95,74,2023-02-25T02:30:02Z,5020000,False,,,0,,B. Portis REBOUND (Off:1 Def:8),[1626171],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Portis,B. Portis,,,,,503.0,9.0,8.0,1.0,,,,,,,,,,
505,PT11M14.00S,2023-02-25T02:30:19.4Z,4,REGULAR,3pt,Jump Shot,[],1628975,67.49342969776609,29.901960784313726,1610612749,95,74,2023-02-25T02:31:05Z,5030000,False,-100.0,253.0,1,right,MISS J. Carter 27' pullup 3PT,[1628975],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Carter,J. Carter,,,Missed,,,,,,27.23,,,,,,,,,
506,PT11M13.00S,2023-02-25T02:30:20.4Z,4,REGULAR,rebound,offensive,[],1626171,,,1610612749,95,74,2023-02-25T02:30:25Z,5040000,False,,,0,,B. Portis REBOUND (Off:2 Def:8),[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Portis,B. Portis,,,,,505.0,10.0,8.0,2.0,,,,,,,,,,
507,PT11M13.00S,2023-02-25T02:30:23.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,95,74,2023-02-25T02:30:28Z,5050000,False,0.0,0.0,1,right,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,,,,Restricted Area,0-8 Center,,,,Portis,B. Portis,,,Missed,,,,,,0.0,,,,,,,,,
508,PT11M13.00S,2023-02-25T02:30:23.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,95,74,2023-02-25T02:30:28Z,5060000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,507.0,,,,,,,,,,,,,
510,PT11M01.00S,2023-02-25T02:30:39.8Z,4,REGULAR,2pt,Jump Shot,[],203506,20.18725361366623,33.57843137254902,1610612748,95,74,2023-02-25T02:30:45Z,5080000,False,82.0,137.0,1,left,MISS V. Oladipo 16' pullup Shot,[203506],1610612748.0,MIA,pullup,,,,,,Mid-Range,8-16 Right,,,,Oladipo,V. Oladipo,,,Missed,,,,,,16.0,,,,,,,,,
511,PT10M57.00S,2023-02-25T02:30:43.0Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,95,74,2023-02-25T02:30:43Z,5090000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Right,,,,Allen,G. Allen,,,,,510.0,1.0,1.0,0.0,,,,,,,,,,
512,PT10M51.00S,2023-02-25T02:30:49.7Z,4,REGULAR,3pt,Jump Shot,[],201572,70.12155059132719,7.8431372549019605,1610612749,98,74,2023-02-25T02:30:54Z,5100000,False,-211.0,228.0,1,right,B. Lopez 31' 3PT  (14 PTS) (G. Allen 3 AST),"[201572, 1628960]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Lopez,B. Lopez,,,Made,14.0,,,,,31.08,G. Allen,1628960.0,3.0,,,,,,
514,PT10M36.00S,2023-02-25T02:31:03.2Z,4,REGULAR,3pt,Jump Shot,[],1628997,29.77989487516426,24.509803921568626,1610612748,98,77,2023-02-25T02:31:09Z,5120000,False,127.0,227.0,1,left,C. Martin 26' 3PT step back (10 PTS) (C. Zeller 2 AST),"[1628997, 203469]",1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Right Center,,,,Martin,C. Martin,,,Made,10.0,,,,,26.07,C. Zeller,203469.0,2.0,,,,,,
516,PT10M20.00S,2023-02-25T02:31:19.7Z,4,REGULAR,3pt,Jump Shot,[],1631260,66.96780551905388,29.411764705882355,1610612749,101,77,2023-02-25T02:31:24Z,5140000,False,-103.0,258.0,1,right,A. Green 27' 3PT  (3 PTS) (B. Portis 1 AST),"[1631260, 1626171]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Green,A. Green,,,Made,3.0,,,,,27.78,B. Portis,1626171.0,1.0,,,,,,
518,PT10M12.00S,2023-02-25T02:31:27.4Z,4,REGULAR,3pt,Jump Shot,[],1628997,24.26084099868594,10.784313725490197,1610612748,101,80,2023-02-25T02:31:31Z,5160000,False,196.0,176.0,1,left,C. Martin 26' 3PT  (13 PTS) (V. Oladipo 3 AST),"[1628997, 203506]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Martin,C. Martin,,,Made,13.0,,,,,26.32,V. Oladipo,203506.0,3.0,,,,,,
520,PT09M54.00S,2023-02-25T02:31:45.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,89.30683311432325,49.01960784313725,1610612749,101,80,2023-02-25T02:31:51Z,5180000,False,-5.0,48.0,1,right,MISS J. Carter driving Layup - blocked,"[1628975, 1628997]",1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Carter,J. Carter,,,Missed,,,,,,4.82,,,,Martin,1628997.0,,,,
521,PT09M54.00S,2023-02-25T02:31:45.3Z,4,REGULAR,block,,[],1628997,,,1610612749,101,80,2023-02-25T02:31:49Z,5190000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
522,PT09M50.00S,2023-02-25T02:31:49.3Z,4,REGULAR,rebound,offensive,[],1628975,,,1610612749,101,80,2023-02-25T02:31:51Z,5200000,False,,,0,,J. Carter REBOUND (Off:1 Def:5),[1628975],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Carter,J. Carter,,,,,520.0,6.0,5.0,1.0,,,,,,,,,,
523,PT09M47.00S,2023-02-25T02:31:52.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,93.9060446780552,2.696078431372549,1610612749,101,80,2023-02-25T02:32:02Z,5210000,False,-237.0,5.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,,,,Portis,B. Portis,,,Missed,,,,,,23.65,,,,,,,,,
524,PT09M45.00S,2023-02-25T02:31:54.9Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,101,80,2023-02-25T02:32:02Z,5220000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Robinson,D. Robinson,,,,,523.0,2.0,2.0,0.0,,,,,,,,,,
525,PT09M38.00S,2023-02-25T02:32:02.5Z,4,REGULAR,2pt,Jump Shot,[],1628997,7.835085413929041,87.5,1610612748,101,80,2023-02-25T02:32:07Z,5230000,False,-188.0,21.0,1,left,MISS C. Martin 18' Jump Shot,[1628997],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left,,,,Martin,C. Martin,,,Missed,,,,,,18.87,,,,,,,,,
526,PT09M35.00S,2023-02-25T02:32:05.5Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,101,80,2023-02-25T02:32:07Z,5240000,False,,,0,,B. Lopez REBOUND (Off:3 Def:3),[201572],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left,,,,Lopez,B. Lopez,,,,,525.0,6.0,3.0,3.0,,,,,,,,,,
527,PT09M31.00S,2023-02-25T02:32:09.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,67.23061760840999,58.57843137254902,1610612749,101,80,2023-02-25T02:34:21Z,5250000,False,43.0,256.0,1,right,MISS G. Allen 25' running pullup 3PT,[1628960],1610612749.0,MIL,running pullup,,,,,,Above the Break 3,24+ Center,,,,Allen,G. Allen,,,Missed,,,,,,25.91,,,,,,,,,
528,PT09M28.00S,2023-02-25T02:32:12.0Z,4,REGULAR,rebound,defensive,[],203506,,,1610612748,101,80,2023-02-25T02:42:25Z,5260000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:4),[203506],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Oladipo,V. Oladipo,,,,,527.0,4.0,4.0,0.0,,,,,,,,,,
529,PT09M19.00S,2023-02-25T02:32:21.5Z,4,REGULAR,3pt,Jump Shot,[],203506,34.11629434954008,45.588235294117645,1610612748,101,80,2023-02-25T02:35:09Z,5270000,False,22.0,268.0,1,left,MISS V. Oladipo 26' pullup 3PT,[203506],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Center,,,,Oladipo,V. Oladipo,,,Missed,,,,,,26.91,,,,,,,,,
530,PT09M16.00S,2023-02-25T02:32:23.8Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,101,80,2023-02-25T02:32:23Z,5280000,False,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Strus,M. Strus,,,,,529.0,2.0,1.0,1.0,,,,,,,,,,
531,PT09M14.00S,2023-02-25T02:32:26.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,29.911300919842315,77.69607843137256,1610612748,101,80,2023-02-25T02:35:36Z,5290000,False,-138.0,229.0,1,left,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Robinson,D. Robinson,,,Missed,,,,,,26.74,,,,,,,,,
532,PT09M11.00S,2023-02-25T02:32:29.3Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,101,80,2023-02-25T02:32:32Z,5300000,False,,,0,,B. Portis REBOUND (Off:2 Def:9),[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Portis,B. Portis,,,,,531.0,11.0,9.0,2.0,,,,,,,,,,
533,PT08M59.00S,2023-02-25T02:32:44.2Z,4,REGULAR,turnover,traveling,[],201572,,,1610612749,101,80,2023-02-25T02:32:53Z,5310000,False,,,0,,B. Lopez traveling TURNOVER (2 TO),[201572],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,2004.0,,,Lopez,B. Lopez,,,,,,,,,,,,,,,2.0,,,
534,PT08M59.00S,2023-02-25T02:32:50.3Z,4,REGULAR,substitution,out,[],1626171,,,1610612748,101,80,2023-02-25T02:32:57Z,5320000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
535,PT08M59.00S,2023-02-25T02:32:50.3Z,4,REGULAR,substitution,in,[],203109,,,1610612748,101,80,2023-02-25T02:32:57Z,5330000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
536,PT08M53.00S,2023-02-25T02:33:11.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,34.90473061760841,35.049019607843135,1610612748,101,83,2023-02-25T02:33:19Z,5340000,False,75.0,276.0,1,left,D. Robinson 28' 3PT pullup (3 PTS) (C. Zeller 3 AST),"[1629130, 203469]",1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Center,,,,Robinson,D. Robinson,,,Made,3.0,,,,,28.56,C. Zeller,203469.0,3.0,,,,,,
538,PT08M40.00S,2023-02-25T02:33:24.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,82.47371879106439,58.57843137254902,1610612749,103,83,2023-02-25T02:33:29Z,5360000,False,43.0,112.0,1,right,J. Crowder 12' floating Jump Shot (9 PTS) (J. Carter 2 AST),"[203109, 1628975]",1610612749.0,MIL,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Crowder,J. Crowder,,,Made,9.0,,,,,12.01,J. Carter,1628975.0,2.0,,,,,,
540,PT08M35.00S,2023-02-25T02:33:33.3Z,4,REGULAR,foul,offensive,[],203469,,,1610612748,103,83,2023-02-25T02:33:48Z,5380000,False,,,0,,C. Zeller offensive FOUL (2 PF),"[203469, 1628960]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,201246.0,2.0,0.0,Zeller,C. Zeller,Allen,1628960.0,,,,,,,,,,,,,,,,
542,PT08M35.00S,2023-02-25T02:33:33.3Z,4,REGULAR,turnover,offensive foul,[],203469,,,1610612748,103,83,2023-02-25T02:33:33Z,5400000,False,,,0,,C. Zeller offensive foul TURNOVER (1 TO),[203469],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,201246.0,,,Zeller,C. Zeller,,,,,,,,,,,,,,,1.0,,,
543,PT08M17.00S,2023-02-25T02:34:08.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,92.72339027595268,50.0,1610612749,105,83,2023-02-25T02:34:12Z,5410000,False,0.0,16.0,1,right,G. Allen driving Layup (11 PTS),[1628960],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,,,,Allen,G. Allen,,,Made,11.0,,,,,1.59,,,,,,,,,
544,PT08M12.00S,2023-02-25T02:34:17.0Z,4,REGULAR,foul,personal,['2freethrow'],201572,,,1610612748,105,83,2023-02-25T02:34:24Z,5420000,False,,,0,,B. Lopez shooting personal FOUL (4 PF) (Zeller 2 FT),"[201572, 203469]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2005.0,4.0,0.0,Lopez,B. Lopez,Zeller,203469.0,,,,,,,,,,,,,,,,
546,PT08M12.00S,2023-02-25T02:34:43.4Z,4,REGULAR,freethrow,1 of 2,[],203469,,,1610612748,105,84,2023-02-25T02:34:43Z,5440000,False,,,0,,C. Zeller Free Throw 1 of 2 (9 PTS),[203469],1610612748.0,MIA,,,,,,,,,,,,Zeller,C. Zeller,,,Made,9.0,,,,,,,,,,,,,,
547,PT08M12.00S,2023-02-25T02:35:00.0Z,4,REGULAR,freethrow,2 of 2,[],203469,,,1610612748,105,85,2023-02-25T02:35:00Z,5450000,False,,,0,,C. Zeller Free Throw 2 of 2 (10 PTS),[203469],1610612748.0,MIA,,,,,,,,,,,,Zeller,C. Zeller,,,Made,10.0,,,,,,,,,,,,,,
548,PT07M57.00S,2023-02-25T02:35:14.8Z,4,REGULAR,3pt,Jump Shot,[],1628960,95.3515111695138,2.696078431372549,1610612749,108,85,2023-02-25T02:35:20Z,5460000,False,-237.0,-9.0,1,right,G. Allen 3PT  (14 PTS) (B. Lopez 1 AST),"[1628960, 201572]",1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,,,,Allen,G. Allen,,,Made,14.0,,,,,23.67,B. Lopez,201572.0,1.0,,,,,,
550,PT07M39.00S,2023-02-25T02:35:37.8Z,4,REGULAR,turnover,out-of-bounds,[],203506,,,1610612748,108,85,2023-02-25T02:35:47Z,5480000,False,,,0,,V. Oladipo step out-of-bounds TURNOVER (1 TO),[203506],1610612748.0,MIA,step,,,,,,Above the Break 3,24+ Right Center,2004.0,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,1.0,,,
551,PT07M26.00S,2023-02-25T02:35:58.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628975,82.34231274638634,66.91176470588235,1610612749,108,85,2023-02-25T02:36:03Z,5490000,False,85.0,113.0,1,right,MISS J. Carter 14' step back Shot,[1628975],1610612749.0,MIL,step back,,,,,,Mid-Range,8-16 Right,,,,Carter,J. Carter,,,Missed,,,,,,14.16,,,,,,,,,
552,PT07M23.00S,2023-02-25T02:36:01.7Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,108,85,2023-02-25T02:36:03Z,5500000,False,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,,Strus,M. Strus,,,,,551.0,3.0,2.0,1.0,,,,,,,,,,
553,PT07M15.00S,2023-02-25T02:36:09.8Z,4,REGULAR,3pt,Jump Shot,[],1629622,34.37910643889619,37.00980392156863,1610612748,108,85,2023-02-25T02:36:16Z,5510000,False,65.0,271.0,1,left,MISS M. Strus 27' 3PT,[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Strus,M. Strus,,,Missed,,,,,,27.84,,,,,,,,,
554,PT07M11.00S,2023-02-25T02:36:13.8Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612749,108,85,2023-02-25T02:36:16Z,5520000,False,,,0,,J. Carter REBOUND (Off:1 Def:6),[1628975],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Carter,J. Carter,,,,,553.0,7.0,6.0,1.0,,,,,,,,,,
555,PT07M00.00S,2023-02-25T02:36:24.7Z,4,REGULAR,3pt,Jump Shot,[],1628960,70.38436268068331,80.14705882352942,1610612749,108,85,2023-02-25T02:36:45Z,5530000,False,151.0,226.0,1,right,MISS G. Allen 27' 3PT - blocked,"[1628960, 1628997]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Allen,G. Allen,,,Missed,,,,,,27.16,,,,Martin,1628997.0,,,,
556,PT07M00.00S,2023-02-25T02:36:24.7Z,4,REGULAR,block,,[],1628997,,,1610612749,108,85,2023-02-25T02:36:28Z,5540000,False,,,0,,C. Martin BLOCK (2 BLK),[1628997],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
557,PT07M00.00S,2023-02-25T02:36:24.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,108,85,2023-02-25T02:36:45Z,5550000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,555.0,,,,,,,,,,,,,
559,PT07M00.00S,2023-02-25T02:36:57.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,108,85,2023-02-25T02:36:57Z,5570000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M00.00S,2023-02-25T02:39:01.2Z,4,REGULAR,substitution,out,[],1628975,,,1610612749,108,85,2023-02-25T02:40:10Z,5580000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
561,PT07M00.00S,2023-02-25T02:39:01.2Z,4,REGULAR,substitution,out,[],203109,,,1610612749,108,85,2023-02-25T02:40:10Z,5590000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
562,PT07M00.00S,2023-02-25T02:39:01.2Z,4,REGULAR,substitution,in,[],201950,,,1610612749,108,85,2023-02-25T02:40:10Z,5600000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
563,PT07M00.00S,2023-02-25T02:39:01.2Z,4,REGULAR,substitution,in,[],203114,,,1610612749,108,85,2023-02-25T02:40:10Z,5610000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
564,PT06M55.00S,2023-02-25T02:40:31.2Z,4,REGULAR,foul,personal,['2freethrow'],203506,,,1610612749,108,85,2023-02-25T02:40:53Z,5620000,False,,,0,,V. Oladipo shooting personal FOUL (2 PF) (Allen 2 FT),"[203506, 1628960]",1610612748.0,MIA,shooting,,,,,,Mid-Range,8-16 Center,201246.0,2.0,0.0,Oladipo,V. Oladipo,Allen,1628960.0,,,,,,,,,,,,,,,,
566,PT06M55.00S,2023-02-25T02:40:54.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628960,,,1610612749,109,85,2023-02-25T02:40:54Z,5640000,False,,,0,,G. Allen Free Throw 1 of 2 (15 PTS),[1628960],1610612749.0,MIL,,,,,,,,,,,,Allen,G. Allen,,,Made,15.0,,,,,,,,,,,,,,
567,PT06M55.00S,2023-02-25T02:41:05.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628960,,,1610612749,110,85,2023-02-25T02:41:05Z,5650000,False,,,0,,G. Allen Free Throw 2 of 2 (16 PTS),[1628960],1610612749.0,MIL,,,,,,,,,,,,Allen,G. Allen,,,Made,16.0,,,,,,,,,,,,,,
568,PT06M40.00S,2023-02-25T02:41:24.3Z,4,REGULAR,foul,personal,['3freethrow'],1631260,,,1610612748,110,85,2023-02-25T02:41:49Z,5660000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Strus 3 FT),"[1631260, 1629622]",1610612749.0,MIL,shooting,,,,,,Above the Break 3,24+ Center,2005.0,2.0,0.0,Green,A. Green,Strus,1629622.0,,,,,,,,,,,,,,,,
570,PT06M40.00S,2023-02-25T02:41:54.9Z,4,REGULAR,freethrow,1 of 3,[],1629622,,,1610612748,110,85,2023-02-25T02:41:54Z,5680000,False,,,0,,MISS M. Strus Free Throw 1 of 3,[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,Missed,,,,,,,,,,,,,,,
571,PT06M40.00S,2023-02-25T02:41:54.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,110,85,2023-02-25T02:41:54Z,5690000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,570.0,,,,,,,,,,,,,
572,PT06M40.00S,2023-02-25T02:42:15.6Z,4,REGULAR,freethrow,2 of 3,[],1629622,,,1610612748,110,86,2023-02-25T02:42:15Z,5700000,False,,,0,,M. Strus Free Throw 2 of 3 (1 PTS),[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,Made,1.0,,,,,,,,,,,,,,
573,PT06M40.00S,2023-02-25T02:42:18.1Z,4,REGULAR,substitution,out,[],1628960,,,1610612748,110,86,2023-02-25T02:42:26Z,5710000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
574,PT06M40.00S,2023-02-25T02:42:18.1Z,4,REGULAR,substitution,out,[],203469,,,1610612748,110,86,2023-02-25T02:42:26Z,5720000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,,,,,,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,
575,PT06M40.00S,2023-02-25T02:42:18.1Z,4,REGULAR,substitution,in,[],204060,,,1610612748,110,86,2023-02-25T02:42:26Z,5730000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,
576,PT06M40.00S,2023-02-25T02:42:18.1Z,4,REGULAR,substitution,in,[],1629312,,,1610612748,110,86,2023-02-25T02:42:26Z,5740000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,
577,PT06M40.00S,2023-02-25T02:42:38.4Z,4,REGULAR,freethrow,3 of 3,[],1629622,,,1610612748,110,87,2023-02-25T02:42:38Z,5750000,False,,,0,,M. Strus Free Throw 3 of 3 (2 PTS),[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,Made,2.0,,,,,,,,,,,,,,
578,PT06M26.00S,2023-02-25T02:42:55.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,86.81011826544021,37.00980392156863,1610612749,110,87,2023-02-25T02:43:02Z,5760000,False,-65.0,71.0,1,right,MISS K. Middleton 9' floating Shot,[203114],1610612749.0,MIL,floating,,,,,,In The Paint (Non-RA),8-16 Left,,,,Middleton,K. Middleton,,,Missed,,,,,,9.66,,,,,,,,,
579,PT06M24.00S,2023-02-25T02:42:58.4Z,4,REGULAR,rebound,offensive,[],203114,,,1610612749,110,87,2023-02-25T02:42:58Z,5770000,False,,,0,,K. Middleton REBOUND (Off:1 Def:3),[203114],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Middleton,K. Middleton,,,,,578.0,4.0,3.0,1.0,,,,,,,,,,
580,PT06M19.00S,2023-02-25T02:43:02.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631260,64.60249671484888,59.068627450980394,1610612749,113,87,2023-02-25T02:43:08Z,5780000,False,45.0,280.0,1,right,A. Green 28' 3PT  (6 PTS) (J. Holiday 7 AST),"[1631260, 201950]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Green,A. Green,,,Made,6.0,,,,,28.38,J. Holiday,201950.0,7.0,,,,,,
582,PT06M07.00S,2023-02-25T02:43:14.9Z,4,REGULAR,3pt,Jump Shot,[],1629312,32.276609724047304,21.07843137254902,1610612748,113,87,2023-02-25T02:43:20Z,5800000,False,145.0,251.0,1,left,MISS H. Highsmith 28' 3PT,[1629312],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Highsmith,H. Highsmith,,,Missed,,,,,,28.96,,,,,,,,,
583,PT06M03.00S,2023-02-25T02:43:18.9Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,113,87,2023-02-25T02:43:20Z,5810000,False,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Holiday,J. Holiday,,,,,582.0,5.0,5.0,0.0,,,,,,,,,,
584,PT06M01.00S,2023-02-25T02:43:23.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201572,92.9862023653088,50.98039215686274,1610612749,115,87,2023-02-25T02:45:20Z,5820000,False,5.0,13.0,1,right,B. Lopez running Layup (16 PTS) (K. Middleton 4 AST),"[201572, 203114]",1610612749.0,MIL,running,,,,,,Restricted Area,0-8 Center,,,,Lopez,B. Lopez,,,Made,16.0,,,,,1.43,K. Middleton,203114.0,4.0,,,,,,
586,PT06M01.00S,2023-02-25T02:43:27.4Z,4,REGULAR,foul,personal,['1freethrow'],1629312,,,1610612749,115,87,2023-02-25T02:43:40Z,5840000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Lopez 1 FT),"[1629312, 201572]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,2005.0,1.0,0.0,Highsmith,H. Highsmith,Lopez,201572.0,,,,,,,,,,,,,,,,
588,PT06M01.00S,2023-02-25T02:43:47.5Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],201572,,,1610612749,116,87,2023-02-25T02:43:47Z,5860000,False,,,0,,B. Lopez Free Throw 1 of 1 (17 PTS),[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,Made,17.0,,,,,,,,,,,,,,
