actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
341,PT00M05.40S,2025-12-07T21:38:51.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,57,76,2025-12-07T21:39:00Z,3370000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M05.40S,2025-12-07T21:38:51.6Z,2,REGULAR,substitution,in,[],1627751,,,1610612738,57,76,2025-12-07T21:39:00Z,3380000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M05.40S,2025-12-07T21:38:51.6Z,2,REGULAR,substitution,in,[],1642864,,,1610612738,57,76,2025-12-07T21:39:00Z,3390000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M05.40S,2025-12-07T21:39:03.1Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,57,76,2025-12-07T21:39:14Z,3400000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M05.40S,2025-12-07T21:39:03.1Z,2,REGULAR,substitution,in,[],1631248,,,1610612738,57,76,2025-12-07T21:39:14Z,3410000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M05.40S,2025-12-07T21:39:20.0Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,57,77,2025-12-07T21:39:20Z,3420000,False,,,0,,J. Brown Free Throw 2 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,17.0,,,
347,PT00M00.40S,2025-12-07T21:39:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,93.9060446780552,51.71568627450981,1610612761,59,77,2025-12-07T21:40:10Z,3430000,False,9.0,5.0,1,right,S. Mamukelashvili alley-oop Layup (11 PTS) (I. Quickley 4 AST),"[1630572, 1630193]",1610612761.0,TOR,alley-oop,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,0.98,Made,,,,,,,,,,,,,11.0,I. Quickley,1630193.0,4.0
350,PT00M00.00S,2025-12-07T21:40:10.2Z,2,REGULAR,period,end,[],0,,,1610612738,59,77,2025-12-07T21:40:10Z,3460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,out,['startperiod'],1630572,,,1610612738,59,77,2025-12-07T21:54:54Z,3470000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,out,['startperiod'],1631169,,,1610612738,59,77,2025-12-07T21:54:54Z,3480000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,out,['startperiod'],1642864,,,1610612738,59,77,2025-12-07T21:54:54Z,3490000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,out,['startperiod'],1631248,,,1610612738,59,77,2025-12-07T21:54:54Z,3500000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,in,['startperiod'],1642266,,,1610612738,59,77,2025-12-07T21:54:54Z,3510000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,59,77,2025-12-07T21:54:54Z,3520000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,in,['startperiod'],1641775,,,1610612738,59,77,2025-12-07T21:54:54Z,3530000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-12-07T21:53:47.8Z,3,REGULAR,substitution,in,['startperiod'],1629674,,,1610612738,59,77,2025-12-07T21:54:54Z,3540000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-12-07T21:54:57.4Z,3,REGULAR,period,start,[],0,,,1610612738,59,77,2025-12-07T21:54:57Z,3550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M34.00S,2025-12-07T21:55:22.6Z,3,REGULAR,2pt,Jump Shot,[],1627759,87.59855453350855,92.40196078431373,1610612738,59,77,2025-12-07T21:55:52Z,3560000,False,212.0,64.0,1,right,MISS J. Brown 22' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,,,22.15,Missed,,,,,,,,,,,,,,,,
361,PT11M32.00S,2025-12-07T21:55:24.6Z,3,REGULAR,rebound,offensive,[],1629674,,,1610612738,59,77,2025-12-07T21:55:52Z,3570000,False,,,0,,N. Queta REBOUND (Off:3 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Right,,,,,360.0,4.0,1.0,3.0,,,,,,,,,,,,
362,PT11M30.00S,2025-12-07T21:55:27.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629674,92.9862023653088,46.81372549019608,1610612738,59,79,2025-12-07T21:55:31Z,3580000,False,-16.0,13.0,1,right,N. Queta turnaround bank Hook (7 PTS),[1629674],1610612738.0,BOS,turnaround bank,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,2.08,Made,,,,,,,,,,,,,7.0,,,
363,PT11M11.00S,2025-12-07T21:55:45.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,16.770696452036795,50.49019607843137,1610612761,59,79,2025-12-07T21:55:50Z,3590000,False,-2.0,105.0,1,left,MISS J. Poeltl 10' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,10.51,Missed,,,,,,,,,,,,,,,,
364,PT11M08.00S,2025-12-07T21:55:48.1Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,59,79,2025-12-07T21:55:50Z,3600000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,363.0,2.0,2.0,0.0,,,,,,,,,,,,
365,PT11M02.00S,2025-12-07T21:55:54.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,68.9388961892247,71.07843137254902,1610612738,59,79,2025-12-07T21:55:59Z,3610000,False,105.0,239.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,26.17,Missed,,,,,,,,,,,,,,,,
366,PT10M59.00S,2025-12-07T21:55:57.2Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,59,79,2025-12-07T21:59:02Z,3620000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,365.0,1.0,1.0,0.0,,,,,,,,,,,,
367,PT10M56.00S,2025-12-07T21:56:00.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,27.54599211563732,79.65686274509804,1610612761,62,79,2025-12-07T21:56:05Z,3630000,False,-148.0,206.0,1,left,B. Ingram 25' 3PT running pullup (19 PTS) (J. Walter 1 AST),"[1627742, 1642266]",1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,25.42,Made,,,,,,,,,,,,,19.0,J. Walter,1642266.0,1.0
368,PT10M38.00S,2025-12-07T21:56:17.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,87.20433639947439,51.470588235294116,1610612738,62,79,2025-12-07T21:57:28Z,3640000,False,7.0,68.0,1,right,MISS N. Queta 6' driving floating Shot,[1629674],1610612738.0,BOS,driving floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,6.82,Missed,,,,,,,,,,,,,,,,
369,PT10M38.00S,2025-12-07T21:56:17.9Z,3,REGULAR,rebound,offensive,[],1629674,,,1610612738,62,79,2025-12-07T21:56:26Z,3650000,False,,,0,,N. Queta REBOUND (Off:4 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,368.0,5.0,1.0,4.0,,,,,,,,,,,,
370,PT10M38.00S,2025-12-07T21:56:22.7Z,3,REGULAR,foul,personal,[],1630567,,,1610612738,62,79,2025-12-07T21:57:09Z,3660000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1629674]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,101284.0,,,,,,,,,,1.0,0.0,Queta,1629674.0,,,,,,
373,PT10M31.00S,2025-12-07T21:56:54.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,74.06373193166885,85.7843137254902,1610612738,62,79,2025-12-07T23:52:03Z,3680000,False,179.0,191.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,26.19,Missed,,,,,,,,,,,,,,,,
374,PT10M28.00S,2025-12-07T21:56:57.3Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,62,79,2025-12-07T21:56:59Z,3690000,False,,,0,,S. Barnes REBOUND (Off:1 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,373.0,6.0,5.0,1.0,,,,,,,,,,,,
375,PT10M20.00S,2025-12-07T21:57:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.783837056504599,50.245098039215684,1610612761,64,79,2025-12-07T21:57:12Z,3700000,False,-1.0,11.0,1,left,J. Poeltl cutting Layup (10 PTS) (S. Barnes 6 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,1.14,Made,,,,,,,,,,,,,10.0,S. Barnes,1630567.0,6.0
377,PT10M05.00S,2025-12-07T21:57:19.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,84.97043363994744,55.392156862745104,1610612738,64,81,2025-12-07T22:00:16Z,3720000,False,27.0,89.0,1,right,N. Queta 9' floating Jump Shot (9 PTS) (J. Brown 4 AST),"[1629674, 1627759]",1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,9.28,Made,,,,,,,,,,,,,9.0,J. Brown,1627759.0,4.0
379,PT09M45.00S,2025-12-07T21:57:39.4Z,3,REGULAR,2pt,Jump Shot,[],1627742,11.251642575558476,17.647058823529413,1610612761,64,81,2025-12-07T22:00:36Z,3740000,False,162.0,53.0,1,left,MISS B. Ingram 17' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,,,17.04,Missed,,,,,,,,,,,,,,,,
380,PT09M42.00S,2025-12-07T21:57:42.4Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612738,64,81,2025-12-07T21:57:45Z,3750000,False,,,0,,N. Queta REBOUND (Off:4 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Right,,,,,379.0,6.0,2.0,4.0,,,,,,,,,,,,
381,PT09M20.00S,2025-12-07T21:58:04.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,67.23061760840999,65.44117647058823,1610612738,64,84,2025-12-07T21:58:09Z,3760000,False,77.0,256.0,1,right,J. Brown 26' 3PT step back (20 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,26.69,Made,,,,,,,,,,,,,20.0,,,
382,PT09M03.00S,2025-12-07T21:58:21.9Z,3,REGULAR,turnover,bad pass,[],1630567,,,1610612761,64,84,2025-12-07T21:58:25Z,3770000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1629674]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,Queta,1629674.0,,,,
383,PT09M03.00S,2025-12-07T21:58:21.9Z,3,REGULAR,steal,,[],1629674,,,1610612738,64,84,2025-12-07T21:58:23Z,3780000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT08M57.00S,2025-12-07T21:58:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641775,87.07293035479631,58.08823529411765,1610612738,64,84,2025-12-07T21:58:34Z,3790000,False,40.0,69.0,1,right,MISS J. Walsh 8' running finger roll Layup,[1641775],1610612738.0,BOS,running finger roll,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,,,8.0,Missed,,,,,,,,,,,,,,,,
385,PT08M55.00S,2025-12-07T21:58:30.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,64,84,2025-12-07T21:58:34Z,3800000,False,,,0,,S. Barnes REBOUND (Off:1 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,384.0,7.0,6.0,1.0,,,,,,,,,,,,
386,PT08M49.00S,2025-12-07T21:58:34.8Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642266,6.783837056504599,39.705882352941174,1610612761,64,84,2025-12-07T22:01:54Z,3810000,False,51.0,11.0,1,left,MISS J. Walter driving floating Shot,[1642266],1610612761.0,TOR,driving floating,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,5.27,Missed,,,,,,,,,,,,,,,,
387,PT08M47.00S,2025-12-07T21:58:36.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,64,84,2025-12-07T21:58:40Z,3820000,False,,,0,,J. Brown REBOUND (Off:3 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,386.0,6.0,3.0,3.0,,,,,,,,,,,,
388,PT08M33.00S,2025-12-07T21:58:51.5Z,3,REGULAR,3pt,Jump Shot,[],1630202,72.61826544021025,7.598039215686274,1610612738,64,87,2025-12-07T21:58:55Z,3830000,False,-212.0,205.0,1,right,P. Pritchard 29' 3PT  (7 PTS) (J. Brown 5 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,29.48,Made,,,,,,,,,,,,,7.0,J. Brown,1627759.0,5.0
390,PT08M32.00S,2025-12-07T21:58:56.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,64,87,2025-12-07T21:58:56Z,3850000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M32.00S,2025-12-07T21:58:57.0Z,3,REGULAR,substitution,out,[],1642266,,,1610612761,64,87,2025-12-07T22:01:47Z,3860000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M32.00S,2025-12-07T21:58:57.0Z,3,REGULAR,substitution,in,[],1630534,,,1610612761,64,87,2025-12-07T22:01:47Z,3870000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M15.00S,2025-12-07T22:02:13.5Z,3,REGULAR,2pt,Jump Shot,[],1627742,15.719448094612352,84.80392156862744,1610612761,66,87,2025-12-07T22:02:47Z,3880000,False,-174.0,95.0,1,left,B. Ingram 19' fadeaway Jump Shot (21 PTS),[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,,,19.84,Made,,,,,,,,,,,,,21.0,,,
395,PT07M56.00S,2025-12-07T22:02:46.6Z,3,REGULAR,foul,personal,[],1630534,,,1610612738,66,87,2025-12-07T22:02:53Z,3900000,False,,,0,,O. Agbaji personal FOUL (2 PF),"[1630534, 1627759]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,101284.0,,,,,,,,,,2.0,0.0,Brown,1627759.0,,,,,,
397,PT07M51.00S,2025-12-07T22:03:16.9Z,3,REGULAR,foul,offensive,[],1629674,,,1610612738,66,87,2025-12-07T22:03:26Z,3920000,False,,,0,,N. Queta off-the-ball offensive FOUL (3 PF),"[1629674, 1630534]",1610612738.0,BOS,off-the-ball,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,202053.0,,,,,,,,,,3.0,0.0,Agbaji,1630534.0,,,,,,
399,PT07M51.00S,2025-12-07T22:03:16.9Z,3,REGULAR,turnover,offensive foul,[],1629674,,,1610612738,66,87,2025-12-07T22:03:16Z,3940000,False,,,0,,N. Queta offensive foul TURNOVER (2 TO),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,202053.0,2.0,,,,,,,,,,,,,,,,,,
400,PT07M28.00S,2025-12-07T22:03:48.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630193,16.770696452036795,53.92156862745098,1610612761,68,87,2025-12-07T22:03:53Z,3950000,False,-20.0,105.0,1,left,I. Quickley 10' driving floating Jump Shot (4 PTS) (B. Ingram 1 AST),"[1630193, 1627742]",1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,10.69,Made,,,,,,,,,,,,,4.0,B. Ingram,1627742.0,1.0
402,PT07M10.00S,2025-12-07T22:04:08.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,81.15965834428384,47.05882352941176,1610612738,68,89,2025-12-07T22:04:12Z,3970000,False,-15.0,125.0,1,right,P. Pritchard 12' pullup Jump Shot (9 PTS) (N. Queta 4 AST),"[1630202, 1629674]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,12.55,Made,,,,,,,,,,,,,9.0,N. Queta,1629674.0,4.0
404,PT06M59.00S,2025-12-07T22:04:18.3Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.76412614980289,19.852941176470587,1610612761,68,89,2025-12-07T22:04:55Z,3990000,False,151.0,152.0,1,left,MISS B. Ingram 21' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,21.41,Missed,,,,,,,,,,,,,,,,
405,PT06M55.00S,2025-12-07T22:04:22.3Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,68,89,2025-12-07T22:04:26Z,4000000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,,,404.0,3.0,3.0,0.0,,,,,,,,,,,,
406,PT06M49.00S,2025-12-07T22:04:29.1Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612738,68,89,2025-12-07T22:04:56Z,4010000,False,,,0,,D. White lost ball TURNOVER (3 TO),"[1628401, 1630193]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,,,,,,Quickley,1630193.0,,,,
407,PT06M49.00S,2025-12-07T22:04:29.1Z,3,REGULAR,steal,,[],1630193,,,1610612761,68,89,2025-12-07T22:04:31Z,4020000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
408,PT06M46.00S,2025-12-07T22:04:35.1Z,3,REGULAR,foul,personal,['3freethrow'],1628401,,,1610612761,68,89,2025-12-07T22:04:44Z,4030000,False,,,0,,D. White shooting personal FOUL (3 PF) (Quickley 3 FT),"[1628401, 1630193]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Above the Break 3,24+ Center,1629177.0,,,,,,,,,,3.0,0.0,Quickley,1630193.0,,,,,,
410,PT06M46.00S,2025-12-07T22:04:59.4Z,3,REGULAR,freethrow,1 of 3,"['fromturnover', 'fastbreak']",1630193,,,1610612761,69,89,2025-12-07T22:04:59Z,4050000,False,,,0,,I. Quickley Free Throw 1 of 3 (5 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,,,,,,,,,,,,,5.0,,,
411,PT06M46.00S,2025-12-07T22:05:17.1Z,3,REGULAR,freethrow,2 of 3,"['fastbreak', 'fromturnover']",1630193,,,1610612761,70,89,2025-12-07T22:05:17Z,4060000,False,,,0,,I. Quickley Free Throw 2 of 3 (6 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,,,,,,,,,,,,,6.0,,,
412,PT06M46.00S,2025-12-07T22:05:18.0Z,3,REGULAR,substitution,out,[],1628401,,,1610612761,70,89,2025-12-07T22:05:22Z,4070000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M46.00S,2025-12-07T22:05:18.0Z,3,REGULAR,substitution,in,[],1629014,,,1610612761,70,89,2025-12-07T22:05:22Z,4080000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M46.00S,2025-12-07T22:05:41.3Z,3,REGULAR,freethrow,3 of 3,"['fastbreak', 'fromturnover']",1630193,,,1610612761,71,89,2025-12-07T22:05:41Z,4090000,False,,,0,,I. Quickley Free Throw 3 of 3 (7 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,,,,,,,,,,,,,7.0,,,
415,PT06M22.00S,2025-12-07T22:06:07.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,86.28449408672799,54.90196078431373,1610612738,71,89,2025-12-07T22:06:12Z,4100000,False,25.0,76.0,1,right,MISS P. Pritchard 8' driving floating bank Shot,[1630202],1610612738.0,BOS,driving floating bank,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,8.02,Missed,,,,,,,,,,,,,,,,
416,PT06M19.00S,2025-12-07T22:06:10.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,71,89,2025-12-07T22:06:12Z,4110000,False,,,0,,S. Barnes REBOUND (Off:1 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,415.0,8.0,7.0,1.0,,,,,,,,,,,,
417,PT06M16.00S,2025-12-07T22:06:14.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,5.732588699080158,52.450980392156865,1610612761,73,89,2025-12-07T22:06:20Z,4120000,False,-12.0,1.0,1,left,O. Agbaji running Layup (6 PTS) (S. Barnes 7 AST),"[1630534, 1630567]",1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,1.24,Made,,,,,,,,,,,,,6.0,S. Barnes,1630567.0,7.0
419,PT06M16.00S,2025-12-07T22:06:19.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,73,89,2025-12-07T22:06:19Z,4140000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M16.00S,2025-12-07T22:08:27.7Z,3,REGULAR,substitution,out,[],1641775,,,1610612738,73,89,2025-12-07T22:09:03Z,4150000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M16.00S,2025-12-07T22:08:27.7Z,3,REGULAR,substitution,in,[],1630573,,,1610612738,73,89,2025-12-07T22:09:03Z,4160000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M56.00S,2025-12-07T22:09:37.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,80.1084099868594,38.48039215686275,1610612738,73,89,2025-12-07T22:10:07Z,4170000,False,-58.0,134.0,1,right,MISS J. Brown 14' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,14.63,Missed,,,,,,,,,,,,,,,,
423,PT05M54.00S,2025-12-07T22:09:39.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,73,89,2025-12-07T22:09:43Z,4180000,False,,,0,,S. Barnes REBOUND (Off:1 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,422.0,9.0,8.0,1.0,,,,,,,,,,,,
424,PT05M47.00S,2025-12-07T22:09:46.9Z,3,REGULAR,2pt,Jump Shot,[],1627742,22.158344283837057,57.35294117647059,1610612761,75,89,2025-12-07T22:10:36Z,4190000,False,-37.0,156.0,1,left,B. Ingram 16' pullup Jump Shot (23 PTS),[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,,,16.01,Made,,,,,,,,,,,,,23.0,,,
