actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
447,PT04M48.00S,2022-10-29T23:43:34.7Z,3,REGULAR,turnover,offensive foul,[],1630558,,,1610612758,78,68,2022-10-29T23:43:34Z,4380000,,,0,,D. Mitchell offensive foul TURNOVER (1 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,,,,,1.0,,
448,PT04M48.00S,2022-10-29T23:43:42.6Z,3,REGULAR,substitution,out,[],1628997,,,1610612748,78,68,2022-10-29T23:43:45Z,4390000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M48.00S,2022-10-29T23:43:42.6Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,78,68,2022-10-29T23:43:45Z,4400000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M48.00S,2022-10-29T23:43:48.4Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,78,68,2022-10-29T23:44:00Z,4410000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M48.00S,2022-10-29T23:43:48.4Z,3,REGULAR,substitution,in,[],2617,,,1610612748,78,68,2022-10-29T23:44:00Z,4420000,,,0,,SUB in: U. Haslem,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M29.00S,2022-10-29T23:44:16.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],200768,16.90210249671485,25.735294117647058,1610612748,78,68,2022-10-29T23:44:20Z,4430000,121.0,106.0,1,left,MISS K. Lowry 16' Jump Shot,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right Center,16.14,Missed,,,,,,,,,,,,,,,,,,
453,PT04M26.00S,2022-10-29T23:44:19.0Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,78,68,2022-10-29T23:44:20Z,4440000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Mid-Range,16-24 Right Center,,,452.0,,,,,,1.0,1.0,0.0,,,,,,,,,
454,PT04M13.00S,2022-10-29T23:44:31.2Z,3,REGULAR,2pt,Jump Shot,[],1628989,74.32654402102497,41.66666666666667,1610612758,78,68,2022-10-29T23:44:38Z,4450000,-42.0,189.0,1,right,MISS K. Huerter 19' fadeaway Shot,[1628989],1610612758.0,SAC,fadeaway,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,19.34,Missed,,,,,,,,,,,,,,,,,,
455,PT04M10.00S,2022-10-29T23:44:34.2Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,78,68,2022-10-29T23:44:38Z,4460000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,,,454.0,,,,,,2.0,2.0,0.0,,,,,,,,,
456,PT04M07.00S,2022-10-29T23:44:40.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203458,,,1610612748,78,68,2022-10-29T23:44:54Z,4470000,,,0,,A. Len personal FOUL (1 PF) (Lowry 2 FT),"[203458, 200768]",1610612758.0,SAC,,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,,,,1.0,0.0,Lowry,200768.0,,,
458,PT04M07.00S,2022-10-29T23:45:08.3Z,3,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,78,69,2022-10-29T23:45:08Z,4490000,,,0,,K. Lowry Free Throw 1 of 2 (5 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
459,PT04M07.00S,2022-10-29T23:45:10.1Z,3,REGULAR,substitution,out,[],1628989,,,1610612748,78,69,2022-10-29T23:45:13Z,4500000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M07.00S,2022-10-29T23:45:10.1Z,3,REGULAR,substitution,in,[],1628370,,,1610612748,78,69,2022-10-29T23:45:13Z,4510000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M07.00S,2022-10-29T23:45:31.1Z,3,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,78,70,2022-10-29T23:45:31Z,4520000,,,0,,K. Lowry Free Throw 2 of 2 (6 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
462,PT03M48.00S,2022-10-29T23:45:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,89.30683311432325,51.71568627450981,1610612758,80,70,2022-10-29T23:51:12Z,4530000,9.0,48.0,1,right,K. Murray driving finger roll Layup (16 PTS) (M. Monk 2 AST),"[1631099, 1628370]",1610612758.0,SAC,driving finger roll,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,16.0,M. Monk,1628370.0,2.0,,,,,,,,,,,,
463,PT03M48.00S,2022-10-29T23:46:08.1Z,3,REGULAR,foul,personal,['1freethrow'],2617,,,1610612758,80,70,2022-10-29T23:46:17Z,4540000,,,0,,U. Haslem shooting personal FOUL (1 PF) (Murray 1 FT),"[2617, 1631099]",1610612748.0,MIA,shooting,,,Haslem,U. Haslem,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,1.0,0.0,Murray,1631099.0,,,
466,PT03M48.00S,2022-10-29T23:46:24.6Z,3,REGULAR,freethrow,1 of 1,[],1631099,,,1610612758,81,70,2022-10-29T23:46:24Z,4560000,,,0,,K. Murray Free Throw 1 of 1 (17 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,,,17.0,,,,,,,,,,,,,,,
467,PT03M45.00S,2022-10-29T23:46:34.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631099,,,1610612748,81,70,2022-10-29T23:46:51Z,4570000,,,0,,K. Murray personal FOUL (4 PF) (Lowry 2 FT),"[1631099, 200768]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,202007.0,,,,,,,,,,4.0,0.0,Lowry,200768.0,,,
469,PT03M45.00S,2022-10-29T23:47:01.8Z,3,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,81,71,2022-10-29T23:47:01Z,4590000,,,0,,K. Lowry Free Throw 1 of 2 (7 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
470,PT03M45.00S,2022-10-29T23:47:05.9Z,3,REGULAR,substitution,out,[],1631099,,,1610612748,81,71,2022-10-29T23:47:13Z,4600000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M45.00S,2022-10-29T23:47:05.9Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,81,71,2022-10-29T23:47:13Z,4610000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M45.00S,2022-10-29T23:47:05.9Z,3,REGULAR,substitution,in,[],1628989,,,1610612748,81,71,2022-10-29T23:47:13Z,4620000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M45.00S,2022-10-29T23:47:05.9Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,81,71,2022-10-29T23:47:13Z,4630000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M45.00S,2022-10-29T23:47:30.3Z,3,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,81,72,2022-10-29T23:47:30Z,4640000,,,0,,K. Lowry Free Throw 2 of 2 (8 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,8.0,,,,,,,,,,,,,,,
475,PT03M27.00S,2022-10-29T23:47:50.6Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612758,81,72,2022-10-29T23:48:15Z,4650000,,,0,,K. Lowry shooting personal FOUL (3 PF) (Len 2 FT),"[200768, 203458]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,202007.0,,,,,,,,,,3.0,0.0,Len,203458.0,,,
477,PT03M27.00S,2022-10-29T23:48:16.8Z,3,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,81,72,2022-10-29T23:48:16Z,4670000,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
478,PT03M27.00S,2022-10-29T23:48:16.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,81,72,2022-10-29T23:48:16Z,4680000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,,
479,PT03M27.00S,2022-10-29T23:48:31.1Z,3,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,82,72,2022-10-29T23:48:31Z,4690000,,,0,,A. Len Free Throw 2 of 2 (1 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
480,PT03M16.00S,2022-10-29T23:48:48.9Z,3,REGULAR,2pt,Jump Shot,[],1629216,10.463206307490145,82.35294117647058,1610612748,82,72,2022-10-29T23:48:54Z,4700000,-162.0,46.0,1,left,MISS G. Vincent 16' Jump Shot,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left,16.82,Missed,,,,,,,,,,,,,,,,,,
481,PT03M12.00S,2022-10-29T23:48:52.9Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612758,82,72,2022-10-29T23:48:54Z,4710000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,480.0,,,,,,2.0,2.0,0.0,,,,,,,,,
482,PT03M09.00S,2022-10-29T23:48:55.4Z,3,REGULAR,turnover,bad pass,[],1630558,,,1610612758,82,72,2022-10-29T23:48:59Z,4720000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 202710]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Butler,202710.0
483,PT03M09.00S,2022-10-29T23:48:55.4Z,3,REGULAR,steal,,[],202710,,,1610612748,82,72,2022-10-29T23:48:57Z,4730000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
484,PT03M05.00S,2022-10-29T23:48:59.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",200768,5.732588699080158,51.71568627450981,1610612748,82,74,2022-10-29T23:49:07Z,4740000,-9.0,1.0,1,left,K. Lowry running Layup (10 PTS) (J. Butler 5 AST),"[200768, 202710]",1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,0.87,Made,,,10.0,J. Butler,202710.0,5.0,,,,,,,,,,,,
486,PT03M01.00S,2022-10-29T23:49:03.0Z,3,REGULAR,turnover,bad pass,[],1630558,,,1610612758,82,74,2022-10-29T23:49:10Z,4760000,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1630558, 200768]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,3.0,Lowry,200768.0
487,PT03M01.00S,2022-10-29T23:49:03.0Z,3,REGULAR,steal,,[],200768,,,1610612748,82,74,2022-10-29T23:49:05Z,4770000,,,0,,K. Lowry STEAL (2 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
488,PT02M56.00S,2022-10-29T23:49:09.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,6.701708278580814,63.013174019607845,1610612748,82,74,2022-10-29T23:49:23Z,4780000,-65.0,10.0,1,left,MISS J. Butler 6' Layup - blocked,"[202710, 1626168]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,6.59,Missed,,,,,,,,,,Lyles,1626168.0,,,,,,,
489,PT02M56.00S,2022-10-29T23:49:09.5Z,3,REGULAR,block,,[],1626168,,,1610612748,82,74,2022-10-29T23:49:12Z,4790000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
490,PT02M53.00S,2022-10-29T23:49:12.5Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612758,82,74,2022-10-29T23:49:14Z,4800000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,488.0,,,,,,3.0,3.0,0.0,,,,,,,,,
491,PT02M44.00S,2022-10-29T23:49:21.3Z,3,REGULAR,3pt,Jump Shot,[],1628370,74.45795006570303,86.51960784313727,1610612758,85,74,2022-10-29T23:55:58Z,4810000,183.0,188.0,1,right,M. Monk 26' 3PT pullup (6 PTS) (K. Huerter 6 AST),"[1628370, 1628989]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,6.0,K. Huerter,1628989.0,6.0,,,,,,,,,,,,
492,PT02M41.00S,2022-10-29T23:49:32.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612748,85,74,2022-10-29T23:49:32Z,4820000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M41.00S,2022-10-29T23:50:24.4Z,3,REGULAR,substitution,out,[],1630558,,,1610612748,85,74,2022-10-29T23:51:01Z,4830000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M41.00S,2022-10-29T23:50:24.4Z,3,REGULAR,substitution,out,[],203458,,,1610612748,85,74,2022-10-29T23:51:01Z,4840000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M41.00S,2022-10-29T23:50:24.4Z,3,REGULAR,substitution,out,[],2617,,,1610612748,85,74,2022-10-29T23:51:01Z,4850000,,,0,,SUB out: U. Haslem,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M41.00S,2022-10-29T23:50:24.4Z,3,REGULAR,substitution,in,[],1626158,,,1610612748,85,74,2022-10-29T23:51:01Z,4860000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M41.00S,2022-10-29T23:50:24.4Z,3,REGULAR,substitution,in,[],1628368,,,1610612748,85,74,2022-10-29T23:51:01Z,4870000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M41.00S,2022-10-29T23:50:24.4Z,3,REGULAR,substitution,in,[],1628389,,,1610612748,85,74,2022-10-29T23:51:01Z,4880000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M22.00S,2022-10-29T23:51:18.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.521024967148489,50.98039215686274,1610612748,85,76,2022-10-29T23:52:37Z,4890000,-5.0,9.0,1,left,B. Adebayo cutting Layup (16 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.01,Made,,,16.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,
501,PT01M58.00S,2022-10-29T23:51:44.9Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612758,85,76,2022-10-29T23:52:00Z,4910000,,,0,,M. Strus shooting personal FOUL (1 PF) (Huerter 2 FT),"[1629622, 1628989]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,,,,,,,,,,1.0,0.0,Huerter,1628989.0,,,
504,PT01M58.00S,2022-10-29T23:52:22.0Z,3,REGULAR,freethrow,1 of 2,[],1628989,,,1610612758,85,76,2022-10-29T23:52:22Z,4930000,,,0,,MISS K. Huerter Free Throw 1 of 2,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
505,PT01M58.00S,2022-10-29T23:52:22.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,85,76,2022-10-29T23:52:22Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,,,,
506,PT01M58.00S,2022-10-29T23:52:38.2Z,3,REGULAR,freethrow,2 of 2,[],1628989,,,1610612758,85,76,2022-10-29T23:52:38Z,4950000,,,0,,MISS K. Huerter Free Throw 2 of 2,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
507,PT01M56.00S,2022-10-29T23:52:39.8Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,85,76,2022-10-29T23:52:39Z,4960000,,,0,,J. Butler REBOUND (Off:1 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,506.0,,,,,,6.0,5.0,1.0,,,,,,,,,
508,PT01M37.00S,2022-10-29T23:52:58.5Z,3,REGULAR,3pt,Jump Shot,[],200768,32.013797634691194,58.82352941176471,1610612748,85,79,2022-10-29T23:53:08Z,4970000,-44.0,248.0,1,left,K. Lowry 25' 3PT fadeaway (13 PTS) (J. Butler 6 AST),"[200768, 202710]",1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,25.23,Made,,,13.0,J. Butler,202710.0,6.0,,,,,,,,,,,,
510,PT01M21.00S,2022-10-29T23:53:14.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626158,87.07293035479631,36.76470588235294,1610612758,85,79,2022-10-29T23:53:19Z,4990000,-66.0,69.0,1,right,MISS R. Holmes 9' Hook,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Left,9.56,Missed,,,,,,,,,,,,,,,,,,
511,PT01M18.00S,2022-10-29T23:53:17.7Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,85,79,2022-10-29T23:53:19Z,5000000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Left,,,510.0,,,,,,1.0,1.0,0.0,,,,,,,,,
512,PT01M07.00S,2022-10-29T23:53:28.0Z,3,REGULAR,3pt,Jump Shot,[],1629216,32.670827858081466,56.372549019607845,1610612748,85,79,2022-10-29T23:53:37Z,5010000,-32.0,255.0,1,left,MISS G. Vincent 25' 3PT - blocked,"[1629216, 1628368]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,Fox,1628368.0,,,,,,,
513,PT01M07.00S,2022-10-29T23:53:28.0Z,3,REGULAR,block,,[],1628368,,,1610612748,85,79,2022-10-29T23:53:31Z,5020000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
514,PT01M06.00S,2022-10-29T23:53:29.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,85,79,2022-10-29T23:53:37Z,5030000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,512.0,,,,,,,,,,,,,,,,,
515,PT01M06.00S,2022-10-29T23:53:34.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612758,85,79,2022-10-29T23:53:55Z,5040000,,,0,,G. Vincent loose ball personal FOUL (3 PF) (Fox 2 FT),"[1629216, 1628368]",1610612748.0,MIA,loose ball,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,1628482.0,,,,,,,,,,3.0,0.0,Fox,1628368.0,,,
517,PT01M06.00S,2022-10-29T23:54:06.0Z,3,REGULAR,substitution,out,[],202710,,,1610612758,85,79,2022-10-29T23:54:11Z,5060000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT01M06.00S,2022-10-29T23:54:06.0Z,3,REGULAR,substitution,in,[],1628997,,,1610612758,85,79,2022-10-29T23:54:11Z,5070000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT01M06.00S,2022-10-29T23:54:15.5Z,3,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,86,79,2022-10-29T23:54:15Z,5080000,,,0,,D. Fox Free Throw 1 of 2 (12 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,12.0,,,,,,,,,,,,,,,
520,PT01M06.00S,2022-10-29T23:54:28.8Z,3,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,87,79,2022-10-29T23:54:28Z,5090000,,,0,,D. Fox Free Throw 2 of 2 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,13.0,,,,,,,,,,,,,,,
521,PT00M50.50S,2022-10-29T23:54:53.5Z,3,REGULAR,3pt,Jump Shot,[],1628997,13.87976346911958,2.941176470588235,1610612748,87,79,2022-10-29T23:54:59Z,5100000,235.0,78.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.79,Missed,,,,,,,,,,,,,,,,,,
522,PT00M47.50S,2022-10-29T23:54:56.5Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,87,79,2022-10-29T23:54:59Z,5110000,,,0,,R. Holmes REBOUND (Off:0 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Right Corner 3,24+ Right,,,521.0,,,,,,4.0,4.0,0.0,,,,,,,,,
523,PT00M44.20S,2022-10-29T23:55:00.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626168,72.48685939553219,79.90196078431373,1610612758,90,79,2022-10-29T23:58:20Z,5120000,150.0,206.0,1,right,T. Lyles 25' 3PT running (10 PTS) (D. Fox 4 AST),"[1626168, 1628368]",1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,25.46,Made,,,10.0,D. Fox,1628368.0,4.0,,,,,,,,,,,,
525,PT00M30.80S,2022-10-29T23:55:17.6Z,3,REGULAR,3pt,Jump Shot,[],1629622,23.73521681997372,86.76470588235294,1610612748,90,82,2022-10-29T23:55:23Z,5140000,-184.0,171.0,1,left,M. Strus 25' 3PT  (9 PTS) (B. Adebayo 3 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.08,Made,,,9.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,,,
528,PT00M08.80S,2022-10-29T23:55:42.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.28449408672799,45.09803921568628,1610612758,90,82,2022-10-29T23:55:50Z,5160000,-25.0,76.0,1,right,MISS D. Fox 8' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
529,PT00M05.60S,2022-10-29T23:55:45.5Z,3,REGULAR,rebound,offensive,[],1628368,,,1610612758,90,82,2022-10-29T23:55:50Z,5170000,,,0,,D. Fox REBOUND (Off:1 Def:7),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,528.0,,,,,,8.0,7.0,1.0,,,,,,,,,
530,PT00M03.50S,2022-10-29T23:55:47.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,92.46057818659659,3.6764705882352944,1610612758,90,82,2022-10-29T23:55:53Z,5180000,-232.0,18.0,1,right,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
531,PT00M03.50S,2022-10-29T23:55:47.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,90,82,2022-10-29T23:56:08Z,5190000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,530.0,,,,,,3.0,3.0,0.0,,,,,,,,,
532,PT00M00.00S,2022-10-29T23:55:58.9Z,3,REGULAR,3pt,Jump Shot,[],200768,58.16360052562418,58.57843137254902,1610612748,90,82,2022-10-29T23:58:30Z,5200000,-43.0,494.0,1,left,MISS K. Lowry 49' running 3PT,[200768],1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,49.61,Missed,,,,,,,,,,,,,,,,,,
533,PT00M00.00S,2022-10-29T23:55:58.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,90,82,2022-10-29T23:58:30Z,5210000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,532.0,,,,,,,,,,,,,,,,,
534,PT00M00.00S,2022-10-29T23:56:11.1Z,3,REGULAR,period,end,[],0,,,1610612748,90,82,2022-10-29T23:56:11Z,5220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
