actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
510,PT00M00.00S,2024-01-24T02:46:33.8Z,3,REGULAR,2pt,Jump Shot,[],1641718,6.389618922470433,75.73529411764706,1610612762,115,91,2024-01-24T02:47:22Z,5030000,False,-129.0,8.0,1,left,MISS K. George 12' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,Mid-Range,8-16 Left,12.89,Missed,,,,,,,,,,,,,,,,,,
511,PT00M00.00S,2024-01-24T02:46:33.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,115,91,2024-01-24T02:47:22Z,5040000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,8-16 Left,,,510.0,,,,,,,,,,,,,,,,,
512,PT00M00.00S,2024-01-24T02:46:39.4Z,3,REGULAR,period,end,[],0,,,1610612762,115,91,2024-01-24T02:46:39Z,5050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2024-01-24T02:48:54.7Z,4,REGULAR,substitution,out,['startperiod'],1630530,,,1610612762,115,91,2024-01-24T02:49:24Z,5060000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2024-01-24T02:48:54.7Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612762,115,91,2024-01-24T02:49:24Z,5070000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2024-01-24T02:49:19.7Z,4,REGULAR,period,start,[],0,,,1610612740,115,91,2024-01-24T02:49:24Z,5080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M44.00S,2024-01-24T02:49:35.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.06636005256242,54.41176470588235,1610612740,115,91,2024-01-24T02:49:40Z,5090000,False,22.0,22.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1631117]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
517,PT11M44.00S,2024-01-24T02:49:35.3Z,4,REGULAR,block,,[],1631117,,,1610612740,115,91,2024-01-24T02:49:37Z,5100000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
518,PT11M43.00S,2024-01-24T02:49:36.3Z,4,REGULAR,rebound,offensive,[],1629627,,,1610612740,115,91,2024-01-24T02:49:40Z,5110000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,516.0,3.0,2.0,1.0,,,,,,,,,,,,,,
519,PT11M43.00S,2024-01-24T02:49:39.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,92.9862023653088,51.470588235294116,1610612740,117,91,2024-01-24T02:50:26Z,5120000,False,7.0,13.0,1,right,Z. Williamson putback Layup (14 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,14.0,,,,,,,,,,,
520,PT11M43.00S,2024-01-24T02:49:41.6Z,4,REGULAR,foul,personal,['1freethrow'],203482,,,1610612740,117,91,2024-01-24T02:49:49Z,5130000,False,,,0,,K. Olynyk shooting personal FOUL (3 PF) (Williamson 1 FT),"[203482, 1629627]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,2534.0,,,,,3.0,0.0,Williamson,1629627.0,,
522,PT11M43.00S,2024-01-24T02:50:06.4Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1629627,,,1610612740,118,91,2024-01-24T02:50:06Z,5150000,False,,,0,,Z. Williamson Free Throw 1 of 1 (15 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
523,PT11M43.00S,2024-01-24T02:50:14.6Z,4,REGULAR,foul,personal,[],202685,,,1610612762,118,91,2024-01-24T02:50:23Z,5160000,False,,,0,,J. Valanciunas loose ball personal FOUL (2 PF),"[202685, 1631117]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,2534.0,,,,,2.0,1.0,Kessler,1631117.0,,
525,PT11M33.00S,2024-01-24T02:50:45.4Z,4,REGULAR,foul,personal,['2freethrow'],203468,,,1610612762,118,91,2024-01-24T02:50:51Z,5180000,False,,,0,,C. McCollum shooting personal FOUL (3 PF) (George 2 FT),"[203468, 1641718]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2534.0,,,,,3.0,0.0,George,1641718.0,,
527,PT11M33.00S,2024-01-24T02:51:01.4Z,4,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,118,92,2024-01-24T02:51:01Z,5200000,False,,,0,,K. George Free Throw 1 of 2 (5 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
528,PT11M33.00S,2024-01-24T02:51:18.6Z,4,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,118,93,2024-01-24T02:51:18Z,5210000,False,,,0,,K. George Free Throw 2 of 2 (6 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
529,PT11M20.00S,2024-01-24T02:51:32.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,94.82588699080158,49.50980392156863,1610612740,120,93,2024-01-24T02:51:37Z,5220000,False,-2.0,-4.0,1,right,Z. Williamson alley-oop DUNK (17 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,,,17.0,,,C. McCollum,203468.0,2.0,,,,,,
531,PT11M03.00S,2024-01-24T02:51:50.2Z,4,REGULAR,turnover,bad pass,[],203482,,,1610612762,120,93,2024-01-24T02:54:42Z,5240000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1630230]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,,Marshall,1630230.0
532,PT11M03.00S,2024-01-24T02:51:50.2Z,4,REGULAR,steal,,[],1630230,,,1610612740,120,93,2024-01-24T02:51:54Z,5250000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
533,PT10M56.00S,2024-01-24T02:51:55.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641722,71.43561103810775,76.9607843137255,1610612740,120,93,2024-01-24T02:52:47Z,5260000,False,135.0,216.0,1,right,MISS J. Hawkins 25' running 3PT,[1641722],1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
534,PT10M54.00S,2024-01-24T02:51:57.9Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,120,93,2024-01-24T02:51:57Z,5270000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,533.0,2.0,1.0,1.0,,,,,,,,,,,,,,
535,PT10M37.00S,2024-01-24T02:52:15.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,4.5499342969776615,55.88235294117647,1610612762,120,93,2024-01-24T02:52:21Z,5280000,False,-29.0,-10.0,1,left,MISS O. Agbaji driving reverse Layup - blocked,"[1630534, 1641722]",1610612762.0,UTA,driving reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,Hawkins,1641722.0,,,,,,,,,,,,
536,PT10M37.00S,2024-01-24T02:52:15.1Z,4,REGULAR,block,,[],1641722,,,1610612762,120,93,2024-01-24T02:52:18Z,5290000,False,,,0,,J. Hawkins BLOCK (1 BLK),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
537,PT10M34.00S,2024-01-24T02:52:18.1Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,120,93,2024-01-24T02:52:21Z,5300000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,535.0,12.0,9.0,3.0,,,,,,,,,,,,,,
538,PT10M25.00S,2024-01-24T02:52:28.3Z,4,REGULAR,3pt,Jump Shot,[],203468,67.7562417871222,67.15686274509804,1610612740,123,93,2024-01-24T02:52:33Z,5310000,False,86.0,251.0,1,right,C. McCollum 26' 3PT  (30 PTS) (Z. Williamson 11 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.49,Made,,,,,,,30.0,,,Z. Williamson,1629627.0,11.0,,,,,,
540,PT10M08.00S,2024-01-24T02:52:45.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,15.193823915900131,49.01960784313725,1610612762,123,95,2024-01-24T02:52:52Z,5330000,False,5.0,90.0,1,left,J. Clarkson 9' floating Jump Shot (9 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,9.04,Made,,,,,,,9.0,,,,,,,,,,,
541,PT09M52.00S,2024-01-24T02:53:00.3Z,4,REGULAR,3pt,Jump Shot,[],203468,68.28186596583443,38.970588235294116,1610612740,126,95,2024-01-24T02:53:05Z,5340000,False,-55.0,246.0,1,right,C. McCollum 25' 3PT pullup (33 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.18,Made,,,,,,,33.0,,,,,,,,,,,
542,PT09M36.00S,2024-01-24T02:53:17.0Z,4,REGULAR,3pt,Jump Shot,[],1630534,11.908672798948752,3.431372549019608,1610612762,126,98,2024-01-24T02:53:21Z,5350000,False,233.0,59.0,1,left,O. Agbaji 24' 3PT  (3 PTS) (K. George 3 AST),"[1630534, 1641718]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,24.03,Made,,,,,,,3.0,,,K. George,1641718.0,3.0,,,,,,
544,PT09M20.00S,2024-01-24T02:53:36.7Z,4,REGULAR,foul,personal,[],1641718,,,1610612740,126,98,2024-01-24T02:53:43Z,5370000,False,,,0,,K. George personal FOUL (2 PF),"[1641718, 203468]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,202007.0,,,,,2.0,0.0,McCollum,203468.0,,
546,PT09M20.00S,2024-01-24T02:53:43.6Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,126,98,2024-01-24T02:53:47Z,5390000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M20.00S,2024-01-24T02:53:43.6Z,4,REGULAR,substitution,in,[],1630700,,,1610612740,126,98,2024-01-24T02:53:47Z,5400000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M12.00S,2024-01-24T02:54:00.6Z,4,REGULAR,3pt,Jump Shot,[],203468,69.72733245729303,24.509803921568626,1610612740,126,98,2024-01-24T02:54:06Z,5410000,False,-127.0,232.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
549,PT09M07.00S,2024-01-24T02:54:05.6Z,4,REGULAR,rebound,defensive,[],203482,,,1610612762,126,98,2024-01-24T02:54:06Z,5420000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,548.0,3.0,3.0,0.0,,,,,,,,,,,,,,
550,PT09M03.00S,2024-01-24T02:54:27.8Z,4,REGULAR,substitution,out,[],203482,,,1610612762,126,98,2024-01-24T02:54:32Z,5430000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M03.00S,2024-01-24T02:54:27.8Z,4,REGULAR,substitution,in,[],1628381,,,1610612762,126,98,2024-01-24T02:54:32Z,5440000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M00.00S,2024-01-24T02:54:43.2Z,4,REGULAR,jumpball,recovered,[],1631117,,,1610612762,126,98,2024-01-24T02:54:43Z,5450000,False,,,0,,Jump Ball J. Clarkson vs. Z. Williamson: Tip to W. Kessler,"[1631117, 203903, 1629627]",1610612762.0,UTA,heldball,W. Kessler,1631117.0,Kessler,W. Kessler,Clarkson,203903.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,,,,,,
555,PT08M48.00S,2024-01-24T02:54:55.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,10.5946123521682,49.754901960784316,1610612762,126,100,2024-01-24T02:55:00Z,5480000,False,1.0,47.0,1,left,O. Agbaji driving Layup (5 PTS) (K. George 4 AST),"[1630534, 1641718]",1610612762.0,UTA,driving,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,,,,,,5.0,,,K. George,1641718.0,4.0,,,,,,
557,PT08M26.00S,2024-01-24T02:55:16.4Z,4,REGULAR,3pt,Jump Shot,[],202685,70.77858081471747,72.05882352941177,1610612740,126,100,2024-01-24T02:55:20Z,5500000,False,110.0,222.0,1,right,MISS J. Valanciunas 24' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
558,PT08M23.00S,2024-01-24T02:55:19.4Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,126,100,2024-01-24T02:55:20Z,5510000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,557.0,1.0,1.0,0.0,,,,,,,,,,,,,,
559,PT08M15.00S,2024-01-24T02:55:31.4Z,4,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612762,126,100,2024-01-24T02:55:38Z,5520000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (Collins 2 FT),"[1629627, 1628381]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202007.0,,,,,2.0,0.0,Collins,1628381.0,,
561,PT08M15.00S,2024-01-24T02:55:53.7Z,4,REGULAR,freethrow,1 of 2,[],1628381,,,1610612762,126,101,2024-01-24T02:55:53Z,5540000,False,,,0,,J. Collins Free Throw 1 of 2 (9 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
562,PT08M15.00S,2024-01-24T02:55:55.9Z,4,REGULAR,substitution,out,[],1629627,,,1610612762,126,101,2024-01-24T02:56:01Z,5550000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M15.00S,2024-01-24T02:55:55.9Z,4,REGULAR,substitution,out,[],203468,,,1610612762,126,101,2024-01-24T02:56:01Z,5560000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M15.00S,2024-01-24T02:55:55.9Z,4,REGULAR,substitution,in,[],1630529,,,1610612762,126,101,2024-01-24T02:56:01Z,5570000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M15.00S,2024-01-24T02:55:55.9Z,4,REGULAR,substitution,in,[],1630530,,,1610612762,126,101,2024-01-24T02:56:01Z,5580000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M15.00S,2024-01-24T02:56:04.0Z,4,REGULAR,substitution,out,[],1641722,,,1610612762,126,101,2024-01-24T02:56:19Z,5590000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M15.00S,2024-01-24T02:56:04.0Z,4,REGULAR,substitution,in,[],1627742,,,1610612762,126,101,2024-01-24T02:56:19Z,5600000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M15.00S,2024-01-24T02:56:20.3Z,4,REGULAR,freethrow,2 of 2,[],1628381,,,1610612762,126,102,2024-01-24T02:56:20Z,5610000,False,,,0,,J. Collins Free Throw 2 of 2 (10 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
571,PT08M07.00S,2024-01-24T02:56:47.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,126,102,2024-01-24T02:56:47Z,5640000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M07.00S,2024-01-24T02:58:54.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630700,93.38042049934296,47.30392156862745,1610612740,126,102,2024-01-24T03:00:55Z,5660000,False,-13.0,10.0,1,right,MISS D. Daniels cutting DUNK - blocked,"[1630700, 1631117]",1610612740.0,NOP,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
574,PT08M07.00S,2024-01-24T02:58:54.5Z,4,REGULAR,block,,[],1631117,,,1610612740,126,102,2024-01-24T02:59:00Z,5670000,False,,,0,,W. Kessler BLOCK (3 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
575,PT08M07.00S,2024-01-24T02:58:54.5Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,126,102,2024-01-24T02:59:34Z,5680000,False,,,0,,W. Kessler REBOUND (Off:0 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,573.0,4.0,4.0,0.0,,,,,,,,,,,,,,
576,PT08M07.00S,2024-01-24T02:59:26.1Z,4,REGULAR,substitution,out,[],203903,,,1610612762,126,102,2024-01-24T02:59:45Z,5690000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT08M07.00S,2024-01-24T02:59:26.1Z,4,REGULAR,substitution,in,[],1629659,,,1610612762,126,102,2024-01-24T02:59:45Z,5700000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M50.00S,2024-01-24T03:00:00.1Z,4,REGULAR,2pt,Jump Shot,[],1628381,21.632720105124836,45.34313725490196,1610612762,126,102,2024-01-24T03:00:04Z,5710000,False,23.0,151.0,1,left,MISS J. Collins 15' turnaround Shot,[1628381],1610612762.0,UTA,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,15.26,Missed,,,,,,,,,,,,,,,,,,
579,PT07M47.00S,2024-01-24T03:00:03.1Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,126,102,2024-01-24T03:00:04Z,5720000,False,,,0,,H. Jones REBOUND (Off:2 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Center,,,578.0,5.0,3.0,2.0,,,,,,,,,,,,,,
580,PT07M30.00S,2024-01-24T03:00:19.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,90.22667542706965,45.83333333333333,1610612740,126,102,2024-01-24T03:00:25Z,5730000,False,-21.0,39.0,1,right,MISS J. Valanciunas Layup - blocked,"[202685, 1631117]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
581,PT07M30.00S,2024-01-24T03:00:19.7Z,4,REGULAR,block,,[],1631117,,,1610612740,126,102,2024-01-24T03:00:22Z,5740000,False,,,0,,W. Kessler BLOCK (4 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
582,PT07M28.00S,2024-01-24T03:00:21.7Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612762,126,102,2024-01-24T03:00:25Z,5750000,False,,,0,,J. Collins REBOUND (Off:0 Def:8),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,580.0,8.0,8.0,0.0,,,,,,,,,,,,,,
583,PT07M28.00S,2024-01-24T03:00:32.5Z,4,REGULAR,turnover,lost ball,[],1628381,,,1610612762,126,102,2024-01-24T03:00:48Z,5760000,False,,,0,,J. Collins lost ball TURNOVER (1 TO),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,,,
585,PT07M28.00S,2024-01-24T03:00:37.6Z,4,REGULAR,foul,personal,[],1628381,,,1610612740,126,102,2024-01-24T03:48:19Z,5780000,False,,,0,,J. Collins loose ball personal FOUL (5 PF),"[1628381, 1630529]",1610612762.0,UTA,loose ball,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,2534.0,,,,,5.0,0.0,Jones,1630529.0,,
587,PT07M19.00S,2024-01-24T03:01:04.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202685,67.88764783180025,55.88235294117647,1610612740,126,102,2024-01-24T03:01:10Z,5800000,False,29.0,249.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
588,PT07M19.00S,2024-01-24T03:01:04.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,126,102,2024-01-24T03:01:10Z,5810000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,587.0,,,,,,,,,,,,,,,,,
590,PT07M07.00S,2024-01-24T03:01:23.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,19.267411300919843,50.245098039215684,1610612762,126,102,2024-01-24T03:01:30Z,5830000,False,-1.0,129.0,1,left,MISS K. George 12' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,12.86,Missed,,,,,,,,,,,,,,,,,,
591,PT07M04.00S,2024-01-24T03:01:27.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,126,102,2024-01-24T03:01:27Z,5840000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,590.0,4.0,3.0,1.0,,,,,,,,,,,,,,
592,PT06M59.00S,2024-01-24T03:01:32.0Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1630530,94.43166885676742,20.098039215686274,1610612740,128,102,2024-01-24T03:03:28Z,5850000,False,-150.0,0.0,1,right,T. Murphy III 14' step back Jump Shot (6 PTS),[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,14.95,Made,,,,,,,6.0,,,,,,,,,,,
593,PT06M37.00S,2024-01-24T03:01:54.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,13.748357424441524,53.92156862745098,1610612762,128,104,2024-01-24T03:02:00Z,5860000,False,-20.0,77.0,1,left,J. Collins 7' turnaround Jump Shot (12 PTS) (T. Horton-Tucker 1 AST),"[1628381, 1629659]",1610612762.0,UTA,turnaround,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,,,12.0,,,T. Horton-Tucker,1629659.0,1.0,,,,,,
595,PT06M21.00S,2024-01-24T03:02:10.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.77463863337714,53.67647058823529,1610612740,130,104,2024-01-24T03:02:15Z,5880000,False,18.0,6.0,1,right,J. Valanciunas alley-oop Layup (17 PTS) (B. Ingram 6 AST),"[202685, 1627742]",1610612740.0,NOP,alley-oop,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,17.0,,,B. Ingram,1627742.0,6.0,,,,,,
597,PT06M05.00S,2024-01-24T03:02:26.2Z,4,REGULAR,2pt,Jump Shot,[],1629659,20.581471747700395,52.69607843137255,1610612762,130,104,2024-01-24T03:02:31Z,5900000,False,-13.0,141.0,1,left,MISS T. Horton-Tucker 14' fadeaway Shot,[1629659],1610612762.0,UTA,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Center,14.16,Missed,,,,,,,,,,,,,,,,,,
598,PT06M03.00S,2024-01-24T03:02:28.2Z,4,REGULAR,rebound,offensive,[],1628381,,,1610612762,130,104,2024-01-24T03:05:50Z,5910000,False,,,0,,J. Collins REBOUND (Off:1 Def:8),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,597.0,9.0,8.0,1.0,,,,,,,,,,,,,,
