actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
612,PT07M28.00S,2024-02-15T03:16:13.2Z,4,REGULAR,3pt,Jump Shot,[],1630530,26.49474375821288,84.06862745098039,1610612740,113,106,2024-02-15T03:16:19Z,5980000,False,-170.0,197.0,1,left,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
613,PT07M23.00S,2024-02-15T03:16:18.2Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,113,106,2024-02-15T03:16:19Z,5990000,False,,,0,,D. Avdija REBOUND (Off:4 Def:9),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,612.0,13.0,9.0,4.0,,,,,,,,,,,,,,
614,PT07M23.00S,2024-02-15T03:16:20.3Z,4,REGULAR,turnover,bad pass,[],1630166,,,1610612764,113,106,2024-02-15T03:16:48Z,6000000,False,,,0,,D. Avdija bad pass TURNOVER (3 TO),"[1630166, 1630530]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,,,Murphy III,1630530.0,,,
615,PT07M23.00S,2024-02-15T03:16:20.3Z,4,REGULAR,steal,,[],1630530,,,1610612740,113,106,2024-02-15T03:16:22Z,6010000,False,,,0,,T. Murphy III STEAL (3 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
616,PT07M19.00S,2024-02-15T03:16:28.3Z,4,REGULAR,foul,personal,[],1641731,,,1610612740,113,106,2024-02-15T03:16:41Z,6020000,False,,,0,,B. Coulibaly personal FOUL (5 PF),"[1641731, 1629627]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,,,,,2530.0,5.0,0.0,Williamson,1629627.0,,,,,,,,
618,PT07M19.00S,2024-02-15T03:16:39.2Z,4,REGULAR,substitution,out,[],1628963,,,1610612740,113,106,2024-02-15T03:16:46Z,6040000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT07M19.00S,2024-02-15T03:16:39.2Z,4,REGULAR,substitution,in,[],1629673,,,1610612740,113,106,2024-02-15T03:16:46Z,6050000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT07M07.00S,2024-02-15T03:17:09.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630529,4.681340341655716,54.65686274509803,1610612740,113,106,2024-02-15T03:17:35Z,6060000,False,-23.0,-8.0,1,left,MISS H. Jones driving Hook,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
621,PT07M04.00S,2024-02-15T03:17:11.9Z,4,REGULAR,rebound,defensive,[],1630557,,,1610612764,113,106,2024-02-15T03:17:11Z,6070000,False,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,620.0,3.0,3.0,0.0,,,,,,,,,,,,,,
622,PT06M44.00S,2024-02-15T03:17:32.1Z,4,REGULAR,3pt,Jump Shot,[],1630166,69.85873850197109,78.43137254901961,1610612764,113,109,2024-02-15T03:17:37Z,6080000,False,142.0,231.0,1,right,D. Avdija 27' 3PT  (38 PTS) (C. Kispert 6 AST),"[1630166, 1630557]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,27.11,Made,,,,,38.0,,,,,,,,,,,C. Kispert,1630557.0,6.0
624,PT06M42.00S,2024-02-15T03:17:47.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,113,109,2024-02-15T03:17:47Z,6100000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT06M42.00S,2024-02-15T03:20:23.4Z,4,REGULAR,substitution,out,[],1630530,,,1610612740,113,109,2024-02-15T03:20:32Z,6120000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT06M42.00S,2024-02-15T03:20:23.4Z,4,REGULAR,substitution,in,[],203468,,,1610612740,113,109,2024-02-15T03:20:32Z,6130000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT06M42.00S,2024-02-15T03:20:23.4Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,113,109,2024-02-15T03:20:32Z,6140000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT06M42.00S,2024-02-15T03:20:23.4Z,4,REGULAR,substitution,out,[],1630631,,,1610612740,113,109,2024-02-15T03:21:00Z,6145000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT06M29.00S,2024-02-15T03:20:40.6Z,4,REGULAR,turnover,bad pass,[],1627742,,,1610612740,113,109,2024-02-15T03:20:45Z,6150000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1641731]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,Coulibaly,1641731.0,,,
630,PT06M29.00S,2024-02-15T03:20:40.6Z,4,REGULAR,steal,,[],1641731,,,1610612764,113,109,2024-02-15T03:20:42Z,6160000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
631,PT06M19.00S,2024-02-15T03:20:50.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,95.74572930354796,95.09803921568627,1610612764,113,112,2024-02-15T03:20:54Z,6170000,False,225.0,-13.0,1,right,J. Poole 3PT  (16 PTS) (T. Jones 12 AST),"[1629673, 1626145]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,22.58,Made,,,,,16.0,,,,,,,,,,,T. Jones,1626145.0,12.0
634,PT05M58.00S,2024-02-15T03:21:11.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,11.777266754270697,57.59803921568627,1610612740,115,112,2024-02-15T03:21:16Z,6190000,False,-38.0,58.0,1,left,C. McCollum 6' driving floating Jump Shot (24 PTS) (B. Ingram 6 AST),"[203468, 1627742]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.95,Made,,,,,24.0,,,,,,,,,,,B. Ingram,1627742.0,6.0
636,PT05M37.00S,2024-02-15T03:21:33.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.95729303547962,46.81372549019608,1610612764,115,112,2024-02-15T03:21:37Z,6210000,False,-16.0,-5.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
637,PT05M36.00S,2024-02-15T03:21:34.4Z,4,REGULAR,rebound,offensive,[],1630166,,,1610612764,115,112,2024-02-15T03:21:34Z,6220000,False,,,0,,D. Avdija REBOUND (Off:5 Def:9),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,636.0,14.0,9.0,5.0,,,,,,,,,,,,,,
638,PT05M30.00S,2024-02-15T03:21:39.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,92.46057818659659,3.6764705882352944,1610612764,115,115,2024-02-15T03:21:45Z,6230000,False,-232.0,18.0,1,right,T. Jones 3PT  (11 PTS) (J. Poole 5 AST),"[1626145, 1629673]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,23.23,Made,,,,,11.0,,,,,,,,,,,J. Poole,1629673.0,5.0
640,PT05M13.00S,2024-02-15T03:21:56.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.915243101182654,50.0,1610612740,117,115,2024-02-15T03:22:01Z,6250000,False,0.0,13.0,1,left,Z. Williamson driving Layup (34 PTS) (B. Ingram 7 AST),"[1629627, 1627742]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,34.0,,,,,,,,,,,B. Ingram,1627742.0,7.0
642,PT05M01.00S,2024-02-15T03:22:12.2Z,4,REGULAR,foul,offensive,[],1630557,,,1610612764,117,115,2024-02-15T03:22:22Z,6270000,False,,,0,,C. Kispert charge offensive FOUL (5 PF),"[1630557, 1630529]",1610612764.0,WAS,charge,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,5.0,0.0,Jones,1630529.0,,,,,,,,
644,PT05M01.00S,2024-02-15T03:22:12.2Z,4,REGULAR,turnover,offensive foul,[],1630557,,,1610612764,117,115,2024-02-15T03:22:12Z,6290000,False,,,0,,C. Kispert offensive foul TURNOVER (2 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,,,,,2.0,,,,,,,
645,PT04M50.00S,2024-02-15T03:22:39.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,5.338370565045992,54.90196078431373,1610612740,119,115,2024-02-15T03:22:45Z,6300000,False,-25.0,-2.0,1,left,Z. Williamson driving Layup (36 PTS) (C. McCollum 6 AST),"[1629627, 203468]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.46,Made,,,,,36.0,,,,,,,,,,,C. McCollum,203468.0,6.0
647,PT04M28.00S,2024-02-15T03:23:05.8Z,4,REGULAR,foul,personal,[],1627742,,,1610612764,119,115,2024-02-15T03:23:21Z,6320000,False,,,0,,B. Ingram personal FOUL (4 PF),"[1627742, 1630557]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,,,201245.0,4.0,0.0,Kispert,1630557.0,,,,,,,,
649,PT04M28.00S,2024-02-15T03:23:12.7Z,4,REGULAR,substitution,out,[],1629627,,,1610612764,119,115,2024-02-15T03:23:22Z,6340000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT04M28.00S,2024-02-15T03:23:12.7Z,4,REGULAR,substitution,in,[],1626204,,,1610612764,119,115,2024-02-15T03:23:22Z,6350000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT04M18.00S,2024-02-15T03:23:39.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,94.30026281208936,46.07843137254902,1610612764,119,115,2024-02-15T03:23:53Z,6360000,False,-20.0,1.0,1,right,MISS C. Kispert driving finger roll Layup,[1630557],1610612764.0,WAS,driving finger roll,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
652,PT04M16.00S,2024-02-15T03:23:41.5Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,119,115,2024-02-15T03:23:43Z,6370000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,651.0,2.0,2.0,0.0,,,,,,,,,,,,,,
653,PT04M10.00S,2024-02-15T03:23:47.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,7.703679369250986,49.754901960784316,1610612740,119,115,2024-02-15T03:24:37Z,6380000,False,1.0,20.0,1,left,MISS B. Ingram running finger roll Layup,[1627742],1610612740.0,NOP,running finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
654,PT04M09.00S,2024-02-15T03:23:48.1Z,4,REGULAR,rebound,offensive,[],1627742,,,1610612740,119,115,2024-02-15T03:24:37Z,6390000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,653.0,3.0,2.0,1.0,,,,,,,,,,,,,,
655,PT04M06.00S,2024-02-15T03:23:51.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,8.229303547963205,50.49019607843137,1610612740,121,115,2024-02-15T03:23:56Z,6400000,False,-2.0,25.0,1,left,N. Marshall driving finger roll Layup (13 PTS) (B. Ingram 8 AST),"[1630230, 1627742]",1610612740.0,NOP,driving finger roll,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,13.0,,,,,,,,,,,B. Ingram,1627742.0,8.0
657,PT04M03.00S,2024-02-15T03:24:07.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,121,115,2024-02-15T03:24:07Z,6420000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT03M52.00S,2024-02-15T03:25:41.8Z,4,REGULAR,3pt,Jump Shot,[],1629673,96.66557161629436,95.83333333333334,1610612764,121,115,2024-02-15T03:25:49Z,6430000,False,229.0,-21.0,1,right,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,23.02,Missed,,,,,,,,,,,,,,,,,,
659,PT03M45.00S,2024-02-15T03:25:48.8Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,121,115,2024-02-15T03:25:49Z,6440000,False,,,0,,H. Jones REBOUND (Off:0 Def:6),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,658.0,6.0,6.0,0.0,,,,,,,,,,,,,,
660,PT03M32.00S,2024-02-15T03:26:00.6Z,4,REGULAR,3pt,Jump Shot,[],1630529,14.931011826544022,97.05882352941177,1610612740,121,115,2024-02-15T03:26:42Z,6450000,False,-235.0,88.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,25.12,Missed,,,,,,,,,,,,,,,,,,
661,PT03M29.00S,2024-02-15T03:26:03.6Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612740,121,115,2024-02-15T03:26:06Z,6460000,False,,,0,,L. Nance Jr. REBOUND (Off:3 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,660.0,4.0,1.0,3.0,,,,,,,,,,,,,,
662,PT03M25.00S,2024-02-15T03:26:07.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,3.4986859395532193,95.83333333333334,1610612740,121,115,2024-02-15T03:26:13Z,6470000,False,-229.0,-20.0,1,left,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
663,PT03M22.00S,2024-02-15T03:26:10.9Z,4,REGULAR,rebound,defensive,[],1630557,,,1610612764,121,115,2024-02-15T03:26:13Z,6480000,False,,,0,,C. Kispert REBOUND (Off:0 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,662.0,4.0,4.0,0.0,,,,,,,,,,,,,,
664,PT03M12.00S,2024-02-15T03:26:21.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.77463863337714,47.549019607843135,1610612764,121,115,2024-02-15T03:26:26Z,6490000,False,-12.0,6.0,1,right,MISS D. Avdija driving reverse Layup,[1630166],1610612764.0,WAS,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
665,PT03M10.00S,2024-02-15T03:26:23.7Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612740,121,115,2024-02-15T03:26:26Z,6500000,False,,,0,,L. Nance Jr. REBOUND (Off:3 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,664.0,5.0,2.0,3.0,,,,,,,,,,,,,,
666,PT03M03.00S,2024-02-15T03:26:29.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,5.863994743758213,54.166666666666664,1610612740,123,115,2024-02-15T03:27:10Z,6510000,False,-21.0,3.0,1,left,B. Ingram running Layup (16 PTS),[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,16.0,,,,,,,,,,,,,
667,PT02M50.00S,2024-02-15T03:26:43.0Z,4,REGULAR,3pt,Jump Shot,[],1626145,67.62483574244416,27.696078431372552,1610612764,123,118,2024-02-15T03:26:47Z,6520000,False,-112.0,252.0,1,right,T. Jones 27' 3PT  (14 PTS) (J. Poole 6 AST),"[1626145, 1629673]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,27.54,Made,,,,,14.0,,,,,,,,,,,J. Poole,1629673.0,6.0
669,PT02M21.00S,2024-02-15T03:27:11.5Z,4,REGULAR,2pt,Jump Shot,[],1627742,4.28712220762155,25.49019607843137,1610612740,125,118,2024-02-15T03:27:19Z,6540000,False,123.0,-12.0,1,left,B. Ingram 12' turnaround fadeaway Jump Shot (18 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,12.31,Made,,,,,18.0,,,,,,,,,,,,,
670,PT02M02.00S,2024-02-15T03:27:31.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,86.94152431011827,45.09803921568628,1610612764,125,118,2024-02-15T03:28:18Z,6550000,False,-25.0,70.0,1,right,MISS D. Avdija 7' floating Shot,[1630166],1610612764.0,WAS,floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,7.44,Missed,,,,,,,,,,,,,,,,,,
671,PT02M00.00S,2024-02-15T03:27:33.0Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,125,118,2024-02-15T03:27:39Z,6560000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,670.0,3.0,3.0,0.0,,,,,,,,,,,,,,
672,PT01M51.00S,2024-02-15T03:27:42.4Z,4,REGULAR,turnover,bad pass,[],1626204,,,1610612740,125,118,2024-02-15T03:27:47Z,6570000,False,,,0,,L. Nance Jr. bad pass TURNOVER (2 TO),"[1626204, 1626145]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,Jones,1626145.0,,,
673,PT01M51.00S,2024-02-15T03:27:42.4Z,4,REGULAR,steal,,[],1626145,,,1610612764,125,118,2024-02-15T03:27:44Z,6580000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
674,PT01M45.00S,2024-02-15T03:27:47.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630166,77.21747700394218,90.19607843137256,1610612764,125,121,2024-02-15T03:29:23Z,6590000,False,201.0,162.0,1,right,D. Avdija 25' 3PT running (41 PTS) (T. Jones 13 AST),"[1630166, 1626145]",1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.8,Made,,,,,41.0,,,,,,,,,,,T. Jones,1626145.0,13.0
676,PT01M45.00S,2024-02-15T03:28:04.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,125,121,2024-02-15T03:28:04Z,6610000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT01M45.00S,2024-02-15T03:29:11.9Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,125,121,2024-02-15T03:29:31Z,6620000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT01M45.00S,2024-02-15T03:29:11.9Z,4,REGULAR,substitution,out,[],1626204,,,1610612740,125,121,2024-02-15T03:29:31Z,6630000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT01M45.00S,2024-02-15T03:29:11.9Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,125,121,2024-02-15T03:29:31Z,6640000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT01M45.00S,2024-02-15T03:29:11.9Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,125,121,2024-02-15T03:29:31Z,6650000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT01M31.00S,2024-02-15T03:29:44.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,7.30946123521682,57.59803921568627,1610612740,125,121,2024-02-15T03:30:10Z,6660000,False,-38.0,16.0,1,left,MISS Z. Williamson driving floating bank Shot,[1629627],1610612740.0,NOP,driving floating bank,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,,
682,PT01M28.00S,2024-02-15T03:29:47.5Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,125,121,2024-02-15T03:29:49Z,6670000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,681.0,3.0,3.0,0.0,,,,,,,,,,,,,,
683,PT01M20.00S,2024-02-15T03:29:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.51182654402102,52.20588235294118,1610612764,125,121,2024-02-15T03:30:00Z,6680000,False,11.0,8.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 1630530]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,Murphy III,1630530.0,,,,,
684,PT01M20.00S,2024-02-15T03:29:55.6Z,4,REGULAR,block,,[],1630530,,,1610612764,125,121,2024-02-15T04:04:51Z,6690000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
685,PT01M17.00S,2024-02-15T03:29:58.6Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,125,121,2024-02-15T03:30:00Z,6700000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,683.0,6.0,4.0,2.0,,,,,,,,,,,,,,
686,PT01M13.00S,2024-02-15T03:30:05.3Z,4,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612740,125,121,2024-02-15T03:30:14Z,6710000,False,,,0,,D. Avdija shooting personal FOUL (2 PF) (McCollum 2 FT),"[1630166, 203468]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,2530.0,2.0,0.0,McCollum,203468.0,,,,,,,,
688,PT01M13.00S,2024-02-15T03:30:32.0Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,126,121,2024-02-15T03:30:32Z,6730000,False,,,0,,C. McCollum Free Throw 1 of 2 (25 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
689,PT01M13.00S,2024-02-15T03:30:53.6Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,127,121,2024-02-15T03:30:53Z,6740000,False,,,0,,C. McCollum Free Throw 2 of 2 (26 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
690,PT00M54.60S,2024-02-15T03:31:25.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630166,92.46057818659659,49.01960784313725,1610612764,127,123,2024-02-15T03:32:26Z,6750000,False,-5.0,18.0,1,right,D. Avdija driving finger roll Layup (43 PTS) (T. Jones 14 AST),"[1630166, 1626145]",1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,43.0,,,,,,,,,,,T. Jones,1626145.0,14.0
692,PT00M54.60S,2024-02-15T03:31:46.1Z,4,REGULAR,violation,defensive goaltending,[],1629627,,,1610612764,127,123,2024-02-15T03:32:26Z,6770000,False,,,0,,Z. Williamson defensive goaltending VIOLATION,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,2530.0,,,,,,,,,,,,
694,PT00M35.40S,2024-02-15T03:33:14.6Z,4,REGULAR,2pt,Jump Shot,[],1627742,22.683968462549277,27.941176470588236,1610612740,127,123,2024-02-15T03:33:22Z,6790000,False,110.0,161.0,1,left,MISS B. Ingram 19' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,19.49,Missed,,,,,,,,,,,,,,,,,,
695,PT00M31.70S,2024-02-15T03:33:18.3Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,127,123,2024-02-15T03:33:22Z,6800000,False,,,0,,D. Avdija REBOUND (Off:5 Def:10),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right Center,,,694.0,15.0,10.0,5.0,,,,,,,,,,,,,,
696,PT00M28.30S,2024-02-15T03:33:26.3Z,4,REGULAR,turnover,discontinued dribble,[],1629673,,,1610612764,127,123,2024-02-15T03:33:34Z,6810000,False,,,0,,J. Poole discontinued dribble TURNOVER (4 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,2530.0,,,,,4.0,,,,,,,
