actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
424,PT06M47.00S,2023-01-05T02:04:34.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,5.863994743758213,48.529411764705884,1610612752,77,68,2023-01-05T02:04:37Z,3960000,False,7.0,3.0,1,left,Q. Grimes cutting Layup (9 PTS) (J. Brunson 4 AST),"[1629656, 1628973]",1610612752.0,NYK,cutting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.78,Made,9.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,
426,PT06M39.00S,2023-01-05T02:04:43.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.9060446780552,46.568627450980394,1610612759,77,70,2023-01-05T02:04:59Z,3980000,False,-17.0,5.0,1,right,K. Johnson reverse Layup (18 PTS) (R. Langford 1 AST),"[1629640, 1629641]",1610612759.0,SAS,reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.79,Made,18.0,R. Langford,1629641.0,1.0,,,,,,,,,,,,,,
428,PT06M39.00S,2023-01-05T02:04:47.4Z,3,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612759,77,70,2023-01-05T02:04:56Z,4000000,False,,,0,,M. Robinson shooting personal FOUL (4 PF) (Johnson 1 FT),"[1629011, 1629640]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,4.0,0.0,Johnson,1629640.0,,,,,
430,PT06M39.00S,2023-01-05T02:04:47.4Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,77,70,2023-01-05T02:05:06Z,4020000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M39.00S,2023-01-05T02:04:47.4Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,77,70,2023-01-05T02:05:06Z,4030000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M39.00S,2023-01-05T02:05:14.8Z,3,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,77,71,2023-01-05T02:05:14Z,4040000,False,,,0,,K. Johnson Free Throw 1 of 1 (19 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
433,PT06M19.00S,2023-01-05T02:05:38.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.995400788436268,49.50980392156863,1610612752,79,71,2023-01-05T02:05:41Z,4050000,False,2.0,4.0,1,left,M. Robinson DUNK (4 PTS) (Q. Grimes 1 AST),"[1629011, 1629656]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.46,Made,4.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
435,PT06M18.00S,2023-01-05T02:05:44.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,79,71,2023-01-05T02:05:44Z,4070000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M18.00S,2023-01-05T02:05:44.4Z,3,REGULAR,substitution,out,[],1631110,,,1610612759,79,71,2023-01-05T02:08:41Z,4080000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M18.00S,2023-01-05T02:05:44.4Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,79,71,2023-01-05T02:08:41Z,4090000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M04.00S,2023-01-05T02:08:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,87.20433639947439,50.73529411764706,1610612759,79,73,2023-01-05T02:08:51Z,4100000,False,4.0,68.0,1,right,J. Richardson 6' driving floating Jump Shot (16 PTS) (Z. Collins 1 AST),"[1626196, 1628380]",1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,6.79,Made,16.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
440,PT05M42.00S,2023-01-05T02:09:11.8Z,3,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612752,79,73,2023-01-05T02:09:33Z,4120000,False,,,0,,R. Langford shooting personal FOUL (4 PF) (Randle 2 FT),"[1629641, 203944]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,4.0,0.0,Randle,203944.0,,,,,
444,PT05M42.00S,2023-01-05T02:09:27.5Z,3,REGULAR,substitution,out,[],1629641,,,1610612752,79,73,2023-01-05T02:10:00Z,4135000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M42.00S,2023-01-05T02:09:27.5Z,3,REGULAR,substitution,in,[],203926,,,1610612752,79,73,2023-01-05T02:10:00Z,4137500,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M42.00S,2023-01-05T02:09:43.3Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,79,73,2023-01-05T02:10:25Z,4140000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
443,PT05M42.00S,2023-01-05T02:09:43.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,79,73,2023-01-05T02:10:25Z,4150000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,442.0,,,,,,,,,,,,,
446,PT05M42.00S,2023-01-05T02:09:43.3Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,79,73,2023-01-05T02:10:25Z,4160000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
447,PT05M40.00S,2023-01-05T02:09:45.3Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,79,73,2023-01-05T02:10:25Z,4170000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,446.0,,1.0,1.0,0.0,,,,,,,,,
448,PT05M29.00S,2023-01-05T02:10:31.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,82.9993429697766,36.51960784313725,1610612759,79,75,2023-01-05T02:10:37Z,4180000,False,-67.0,107.0,1,right,T. Jones 12' running pullup Jump Shot (8 PTS),[1630200],1610612759.0,SAS,running pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,12.67,Made,8.0,,,,,,,,,,,,,,,,,
449,PT05M13.00S,2023-01-05T02:10:48.0Z,3,REGULAR,3pt,Jump Shot,[],203944,15.325229960578188,3.6764705882352944,1610612752,79,75,2023-01-05T02:10:58Z,4190000,False,232.0,92.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right,24.91,Missed,,,,,,,,,,,,,,,,,,
450,PT05M12.00S,2023-01-05T02:10:49.0Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612752,79,75,2023-01-05T02:10:58Z,4200000,False,,,0,,I. Quickley REBOUND (Off:1 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right,,,,,,,449.0,,6.0,5.0,1.0,,,,,,,,,
451,PT05M11.00S,2023-01-05T02:10:53.9Z,3,REGULAR,foul,personal,[],1629640,,,1610612752,79,75,2023-01-05T02:11:05Z,4210000,False,,,0,,K. Johnson personal FOUL (3 PF),"[1629640, 1630193]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,202053.0,,,,3.0,0.0,Quickley,1630193.0,,,,,
453,PT05M04.00S,2023-01-05T02:11:17.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628973,13.748357424441524,49.50980392156863,1610612752,81,75,2023-01-05T02:11:21Z,4230000,False,2.0,77.0,1,left,J. Brunson 7' pullup Jump Shot (27 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,27.0,,,,,,,,,,,,,,,,,
454,PT04M50.00S,2023-01-05T02:11:32.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.9060446780552,51.71568627450981,1610612759,81,77,2023-01-05T02:11:36Z,4240000,False,9.0,5.0,1,right,T. Jones driving Layup (10 PTS),[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.98,Made,10.0,,,,,,,,,,,,,,,,,
455,PT04M33.00S,2023-01-05T02:11:51.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,5.995400788436268,49.754901960784316,1610612752,81,77,2023-01-05T02:12:01Z,4250000,False,1.0,4.0,1,left,MISS J. Randle driving DUNK,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,,,
456,PT04M32.00S,2023-01-05T02:11:52.5Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,81,77,2023-01-05T02:12:01Z,4260000,False,,,0,,J. Randle REBOUND (Off:2 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,455.0,,10.0,8.0,2.0,,,,,,,,,
457,PT04M31.00S,2023-01-05T02:11:55.8Z,3,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612752,81,77,2023-01-05T02:12:05Z,4270000,False,,,0,,J. Richardson shooting personal FOUL (2 PF) (Randle 2 FT),"[1626196, 203944]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,2.0,0.0,Randle,203944.0,,,,,
461,PT04M31.00S,2023-01-05T02:12:10.8Z,3,REGULAR,substitution,out,[],1629011,,,1610612752,81,77,2023-01-05T02:12:31Z,4285000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M31.00S,2023-01-05T02:12:10.8Z,3,REGULAR,substitution,in,[],1628392,,,1610612752,81,77,2023-01-05T02:12:31Z,4287500,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M31.00S,2023-01-05T02:12:25.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,81,77,2023-01-05T02:12:25Z,4290000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
460,PT04M31.00S,2023-01-05T02:12:25.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,81,77,2023-01-05T02:12:25Z,4300000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,459.0,,,,,,,,,,,,,
463,PT04M31.00S,2023-01-05T02:12:48.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,82,77,2023-01-05T02:12:48Z,4310000,False,,,0,,J. Randle Free Throw 2 of 2 (17 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
464,PT04M17.00S,2023-01-05T02:13:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.24901445466492,49.754901960784316,1610612759,82,79,2023-01-05T02:13:08Z,4320000,False,-1.0,11.0,1,right,T. Jones driving Layup (12 PTS),[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.11,Made,12.0,,,,,,,,,,,,,,,,,
465,PT04M04.00S,2023-01-05T02:13:19.0Z,3,REGULAR,turnover,traveling,[],1630193,,,1610612752,82,79,2023-01-05T02:13:24Z,4330000,False,,,0,,I. Quickley traveling TURNOVER (1 TO),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left,,,,,,,,202053.0,,,,,,,,1.0,,,,
466,PT03M51.00S,2023-01-05T02:13:53.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,94.56307490144546,51.225490196078425,1610612759,82,79,2023-01-05T02:13:57Z,4340000,False,6.0,-1.0,1,right,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
467,PT03M49.00S,2023-01-05T02:13:55.1Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,82,79,2023-01-05T02:13:57Z,4350000,False,,,0,,J. Randle REBOUND (Off:2 Def:9),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,466.0,,11.0,9.0,2.0,,,,,,,,,
468,PT03M43.00S,2023-01-05T02:14:01.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,11.777266754270697,49.26470588235294,1610612752,82,79,2023-01-05T02:14:08Z,4360000,False,4.0,58.0,1,left,MISS I. Hartenstein floating Shot,[1628392],1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
469,PT03M41.00S,2023-01-05T02:14:05.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,82,79,2023-01-05T02:14:05Z,4370000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,468.0,,,,,,,,,,,,,
471,PT03M41.00S,2023-01-05T02:14:07.1Z,3,REGULAR,substitution,out,[],1628973,,,1610612752,82,79,2023-01-05T02:14:17Z,4390000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M41.00S,2023-01-05T02:14:07.1Z,3,REGULAR,substitution,out,[],1630200,,,1610612752,82,79,2023-01-05T02:14:17Z,4400000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M41.00S,2023-01-05T02:14:07.1Z,3,REGULAR,substitution,in,[],1630540,,,1610612752,82,79,2023-01-05T02:14:17Z,4410000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M41.00S,2023-01-05T02:14:07.1Z,3,REGULAR,substitution,in,[],1631103,,,1610612752,82,79,2023-01-05T02:14:17Z,4420000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M38.00S,2023-01-05T02:14:31.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203944,28.597240473061763,74.26470588235294,1610612752,82,79,2023-01-05T02:14:39Z,4430000,False,-121.0,216.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
476,PT03M36.00S,2023-01-05T02:14:33.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,82,79,2023-01-05T02:14:39Z,4440000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,475.0,,,,,,,,,,,,,
477,PT03M36.00S,2023-01-05T02:14:40.4Z,3,REGULAR,foul,personal,[],1628392,,,1610612759,82,79,2023-01-05T02:14:45Z,4450000,False,,,0,,I. Hartenstein loose ball personal FOUL (2 PF),"[1628392, 203926]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,2.0,0.0,McDermott,203926.0,,,,,
508,PT03M31.00S,2023-01-05T02:14:52.5Z,3,REGULAR,turnover,bad pass,[],1631103,,,1610612759,82,79,2023-01-05T02:23:28Z,4465000,False,,,0,,M. Branham bad pass TURNOVER (1 TO),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,,,,
479,PT03M30.00S,2023-01-05T02:15:04.7Z,3,REGULAR,foul,personal,[],1631103,,,1610612752,82,79,2023-01-05T02:23:20Z,4470000,False,,,0,,M. Branham loose ball personal FOUL (2 PF),"[1631103, 203944]",1610612759.0,SAS,loose ball,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,,,,,202053.0,,,,2.0,0.0,Randle,203944.0,,,,,
482,PT03M13.00S,2023-01-05T02:15:37.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,9.149145860709593,53.67647058823529,1610612752,84,79,2023-01-05T02:15:40Z,4500000,False,-18.0,34.0,1,left,J. Randle turnaround Jump Shot (19 PTS),[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.82,Made,19.0,,,,,,,,,,,,,,,,,
483,PT02M51.00S,2023-01-05T02:15:58.3Z,3,REGULAR,2pt,Jump Shot,[],1626196,78.9257555847569,52.94117647058824,1610612759,84,81,2023-01-05T02:16:03Z,4510000,False,15.0,146.0,1,right,J. Richardson 14' pullup Jump Shot (18 PTS),[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Center,14.63,Made,18.0,,,,,,,,,,,,,,,,,
484,PT02M40.00S,2023-01-05T02:16:14.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,84,81,2023-01-05T02:16:14Z,4520000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M40.00S,2023-01-05T02:17:08.1Z,3,REGULAR,substitution,out,[],1629640,,,1610612752,84,81,2023-01-05T02:18:18Z,4525000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT02M40.00S,2023-01-05T02:17:08.1Z,3,REGULAR,substitution,in,[],1626169,,,1610612752,84,81,2023-01-05T02:18:18Z,4527500,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M34.00S,2023-01-05T02:18:02.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.222733245729303,45.588235294117645,1610612752,86,81,2023-01-05T02:18:21Z,4530000,False,22.0,72.0,1,left,J. Randle 7' Jump Shot (21 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.51,Made,21.0,,,,,,,,,,,,,,,,,
488,PT02M17.00S,2023-01-05T02:18:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,93.64323258869908,49.754901960784316,1610612759,86,83,2023-01-05T02:18:26Z,4540000,False,-1.0,7.0,1,right,D. McDermott driving Layup (4 PTS) (Z. Collins 2 AST),"[203926, 1628380]",1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,0.74,Made,4.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,
489,PT02M05.00S,2023-01-05T02:18:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,9.017739816031538,49.50980392156863,1610612752,88,83,2023-01-05T02:18:35Z,4550000,False,2.0,32.0,1,left,J. Randle Layup (23 PTS) (I. Quickley 5 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.24,Made,23.0,I. Quickley,1630193.0,5.0,,,,,,,,,,,,,,
490,PT01M53.00S,2023-01-05T02:18:43.7Z,3,REGULAR,3pt,Jump Shot,[],203926,67.23061760840999,52.94117647058824,1610612759,88,86,2023-01-05T02:18:47Z,4560000,False,15.0,256.0,1,right,D. McDermott 25' 3PT  (7 PTS) (S. Johnson 3 AST),"[203926, 1626169]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,25.59,Made,7.0,S. Johnson,1626169.0,3.0,,,,,,,,,,,,,,
492,PT01M29.00S,2023-01-05T02:19:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.732588699080158,50.73529411764706,1610612752,90,86,2023-01-05T02:19:13Z,4580000,False,-4.0,1.0,1,left,I. Quickley driving finger roll Layup (11 PTS),[1630193],1610612752.0,NYK,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.4,Made,11.0,,,,,,,,,,,,,,,,,
494,PT01M13.00S,2023-01-05T02:19:23.0Z,3,REGULAR,3pt,Jump Shot,[],1628380,92.06636005256242,95.09803921568627,1610612759,90,89,2023-01-05T02:19:27Z,4590000,False,225.0,22.0,1,right,Z. Collins 3PT  (10 PTS) (J. Richardson 4 AST),"[1628380, 1626196]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Right Corner 3,24+ Right,22.66,Made,10.0,J. Richardson,1626196.0,4.0,,,,,,,,,,,,,,
497,PT00M48.80S,2023-01-05T02:19:47.6Z,3,REGULAR,2pt,Jump Shot,[],203944,4.944152431011826,77.69607843137256,1610612752,90,89,2023-01-05T02:19:52Z,4610000,False,-138.0,-6.0,1,left,MISS J. Randle 13' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,13.86,Missed,,,,,,,,,,,,,,,,,,
498,PT00M46.90S,2023-01-05T02:19:49.5Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612752,90,89,2023-01-05T02:19:52Z,4620000,False,,,0,,I. Quickley REBOUND (Off:2 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,,,,497.0,,7.0,5.0,2.0,,,,,,,,,
499,PT00M35.10S,2023-01-05T02:20:02.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629656,6.258212877792378,49.754901960784316,1610612752,92,89,2023-01-05T02:20:06Z,4630000,False,1.0,6.0,1,left,Q. Grimes driving Layup (11 PTS),[1629656],1610612752.0,NYK,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.64,Made,11.0,,,,,,,,,,,,,,,,,
500,PT00M11.10S,2023-01-05T02:20:30.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612759,92,89,2023-01-05T02:21:00Z,4640000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,1198.0,,,,,,,,,,,,
501,PT00M11.10S,2023-01-05T02:20:30.8Z,3,REGULAR,substitution,out,[],1630540,,,1610612752,92,89,2023-01-05T02:20:52Z,4650000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M11.10S,2023-01-05T02:20:30.8Z,3,REGULAR,substitution,out,[],203926,,,1610612752,92,89,2023-01-05T02:20:52Z,4660000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M11.10S,2023-01-05T02:20:30.8Z,3,REGULAR,substitution,in,[],1628973,,,1610612752,92,89,2023-01-05T02:20:52Z,4670000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M11.10S,2023-01-05T02:20:30.8Z,3,REGULAR,substitution,in,[],1630200,,,1610612752,92,89,2023-01-05T02:20:52Z,4680000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M00.40S,2023-01-05T02:21:24.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203944,23.603810775295663,32.1078431372549,1610612752,94,89,2023-01-05T02:21:38Z,4690000,False,89.0,169.0,1,left,J. Randle 19' step back Jump Shot (25 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,19.16,Made,25.0,,,,,,,,,,,,,,,,,
507,PT00M00.00S,2023-01-05T02:22:28.1Z,3,REGULAR,period,end,[],0,,,1610612759,94,89,2023-01-05T02:22:28Z,4710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2023-01-05T02:23:46.6Z,4,REGULAR,substitution,out,['startperiod'],1629656,,,1610612759,94,89,2023-01-05T02:24:05Z,4720000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2023-01-05T02:23:46.6Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612759,94,89,2023-01-05T02:24:05Z,4730000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2023-01-05T02:23:46.6Z,4,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,94,89,2023-01-05T02:24:05Z,4740000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2023-01-05T02:23:46.6Z,4,REGULAR,substitution,in,['startperiod'],1630579,,,1610612759,94,89,2023-01-05T02:24:05Z,4750000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2023-01-05T02:23:46.6Z,4,REGULAR,substitution,in,['startperiod'],203095,,,1610612759,94,89,2023-01-05T02:24:05Z,4760000,False,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
