actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
428,PT04M38.00S,2023-01-01T01:35:29.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630171,,,1610612739,66,69,2023-01-01T01:35:29Z,4240000,False,,,0,,I. Okoro Free Throw 1 of 2 (1 PTS),[1630171],1610612739.0,CLE,,,,,,,,,,Made,1.0,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
429,PT04M38.00S,2023-01-01T01:35:47.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630171,,,1610612739,66,70,2023-01-01T01:35:47Z,4250000,False,,,0,,I. Okoro Free Throw 2 of 2 (2 PTS),[1630171],1610612739.0,CLE,,,,,,,,,,Made,2.0,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
430,PT04M29.00S,2023-01-01T01:36:04.7Z,3,REGULAR,foul,personal,[],1628386,,,1610612741,66,70,2023-01-01T01:36:45Z,4260000,False,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 202696]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,,Allen,J. Allen,,,,,,,,,,,201638.0,1.0,0.0,Vucevic,202696.0,,,
432,PT04M29.00S,2023-01-01T01:36:14.9Z,3,REGULAR,substitution,out,[],201942,,,1610612741,66,70,2023-01-01T01:36:17Z,4280000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
433,PT04M29.00S,2023-01-01T01:36:14.9Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,66,70,2023-01-01T01:36:17Z,4290000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
434,PT04M22.00S,2023-01-01T01:36:29.5Z,3,REGULAR,3pt,Jump Shot,[],202696,70.51576872536137,74.01960784313727,1610612741,66,70,2023-01-01T01:36:49Z,4300000,False,120.0,225.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
435,PT04M17.00S,2023-01-01T01:36:34.2Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612739,66,70,2023-01-01T01:36:34Z,4310000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,,Okoro,I. Okoro,434.0,1.0,1.0,0.0,,,,,,,,,,,,,,
436,PT04M10.00S,2023-01-01T01:36:40.9Z,3,REGULAR,3pt,Jump Shot,[],1626224,24.129434954007884,87.25490196078431,1610612739,66,73,2023-01-01T01:36:54Z,4320000,False,-186.0,174.0,1,left,C. Osman 25' 3PT  (9 PTS) (D. Mitchell 5 AST),"[1626224, 1628378]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.51,Made,9.0,Osman,C. Osman,,,,,D. Mitchell,1628378.0,5.0,,,,,,,,,,,
438,PT03M57.00S,2023-01-01T01:36:53.7Z,3,REGULAR,turnover,lost ball,[],1627936,,,1610612741,66,73,2023-01-01T01:36:58Z,4340000,False,,,0,,A. Caruso lost ball TURNOVER (1 TO),"[1627936, 1628378]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,Caruso,A. Caruso,,,,,,,,1.0,Mitchell,1628378.0,,,,,,,,
439,PT03M57.00S,2023-01-01T01:36:53.7Z,3,REGULAR,steal,,[],1628378,,,1610612739,66,73,2023-01-01T01:36:55Z,4350000,False,,,0,,D. Mitchell STEAL (4 STL),[1628378],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
440,PT03M53.00S,2023-01-01T01:36:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,7.178055190538765,45.83333333333333,1610612739,66,73,2023-01-01T01:37:07Z,4360000,False,21.0,15.0,1,left,MISS D. Mitchell running Layup - blocked,"[1628378, 1627936]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,2.56,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,Caruso,1627936.0,
441,PT03M53.00S,2023-01-01T01:36:57.6Z,3,REGULAR,block,,[],1627936,,,1610612739,66,73,2023-01-01T01:37:00Z,4370000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
442,PT03M49.00S,2023-01-01T01:37:01.6Z,3,REGULAR,rebound,offensive,[],1630171,,,1610612739,66,73,2023-01-01T01:37:07Z,4380000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Okoro,I. Okoro,440.0,2.0,1.0,1.0,,,,,,,,,,,,,,
443,PT03M49.00S,2023-01-01T01:37:01.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630171,5.590000152587891,50.0,1610612739,66,75,2023-01-01T01:37:01Z,4390000,False,0.0,0.0,1,left,I. Okoro putback Layup (4 PTS),[1630171],1610612739.0,CLE,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
444,PT03M38.00S,2023-01-01T01:37:12.7Z,3,REGULAR,turnover,bad pass,[],203897,,,1610612741,66,75,2023-01-01T01:37:19Z,4400000,False,,,0,,Z. LaVine bad pass TURNOVER (3 TO),"[203897, 1630171]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,LaVine,Z. LaVine,,,,,,,,3.0,Okoro,1630171.0,,,,,,,,
445,PT03M38.00S,2023-01-01T01:37:12.7Z,3,REGULAR,steal,,[],1630171,,,1610612739,66,75,2023-01-01T01:38:01Z,4410000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
446,PT03M35.00S,2023-01-01T01:37:16.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630171,6.258212877792378,49.754901960784316,1610612739,66,77,2023-01-01T01:37:24Z,4420000,False,1.0,6.0,1,left,I. Okoro running Layup (6 PTS) (C. Osman 1 AST),"[1630171, 1626224]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,0.64,Made,6.0,Okoro,I. Okoro,,,,,C. Osman,1626224.0,1.0,,,,,,,,,,,
448,PT03M35.00S,2023-01-01T01:37:21.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,66,77,2023-01-01T01:37:21Z,4440000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M20.00S,2023-01-01T01:40:27.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.06636005256242,56.86274509803921,1610612741,66,77,2023-01-01T01:40:32Z,4450000,False,34.0,22.0,1,right,MISS N. Vucevic driving Layup - blocked,"[202696, 1628386]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,4.08,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,Allen,1628386.0,
450,PT03M20.00S,2023-01-01T01:40:27.6Z,3,REGULAR,block,,[],1628386,,,1610612741,66,77,2023-01-01T01:40:30Z,4460000,False,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
451,PT03M18.00S,2023-01-01T01:40:29.6Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612739,66,77,2023-01-01T01:40:32Z,4470000,False,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,Okoro,I. Okoro,449.0,3.0,2.0,1.0,,,,,,,,,,,,,,
452,PT03M14.00S,2023-01-01T01:40:34.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,26.888961892247043,15.196078431372548,1610612739,66,77,2023-01-01T01:40:46Z,4480000,False,174.0,200.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,26.53,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
453,PT03M09.00S,2023-01-01T01:40:39.3Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,66,77,2023-01-01T01:40:46Z,4490000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:8),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Vucevic,N. Vucevic,452.0,10.0,8.0,2.0,,,,,,,,,,,,,,
454,PT03M09.00S,2023-01-01T01:40:45.6Z,3,REGULAR,foul,personal,[],1626224,,,1610612741,66,77,2023-01-01T01:40:52Z,4500000,False,,,0,,C. Osman personal FOUL (4 PF),"[1626224, 1629632]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,,Osman,C. Osman,,,,,,,,,,,201638.0,4.0,0.0,White,1629632.0,,,
456,PT02M58.00S,2023-01-01T01:41:07.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,92.85479632063075,51.71568627450981,1610612741,68,77,2023-01-01T01:41:15Z,4520000,False,9.0,15.0,1,right,N. Vucevic turnaround Hook (11 PTS),[202696],1610612741.0,CHI,turnaround,,,,,,Restricted Area,0-8 Center,1.7,Made,11.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
457,PT02M57.00S,2023-01-01T01:41:14.3Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,68,77,2023-01-01T01:41:19Z,4530000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,
458,PT02M38.00S,2023-01-01T01:41:39.7Z,3,REGULAR,3pt,Jump Shot,[],1626224,34.510512483574246,48.28431372549019,1610612739,68,77,2023-01-01T01:41:47Z,4540000,False,9.0,272.0,1,left,MISS C. Osman 27' 3PT,[1626224],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,27.2,Missed,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
459,PT02M38.00S,2023-01-01T01:41:39.7Z,3,REGULAR,rebound,offensive,[],201567,,,1610612739,68,77,2023-01-01T01:41:47Z,4550000,False,,,0,,K. Love REBOUND (Off:2 Def:7),[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,Love,K. Love,458.0,9.0,7.0,2.0,,,,,,,,,,,,,,
460,PT02M38.00S,2023-01-01T01:41:42.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,5.590000152587891,50.0,1610612739,68,79,2023-01-01T01:41:42Z,4560000,False,0.0,0.0,1,left,K. Love putback Layup (16 PTS),[201567],1610612739.0,CLE,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,16.0,Love,K. Love,,,,,,,,,,,,,,,,,,
461,PT02M38.00S,2023-01-01T01:41:47.2Z,3,REGULAR,foul,personal,['1freethrow'],203897,,,1610612739,68,79,2023-01-01T01:42:09Z,4570000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Love 1 FT),"[203897, 201567]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,,,,,,,,,,,200834.0,1.0,0.0,Love,201567.0,,,
463,PT02M38.00S,2023-01-01T01:41:53.4Z,3,REGULAR,substitution,out,[],203897,,,1610612739,68,79,2023-01-01T01:42:04Z,4590000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
464,PT02M38.00S,2023-01-01T01:41:53.4Z,3,REGULAR,substitution,out,[],202696,,,1610612739,68,79,2023-01-01T01:42:04Z,4600000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
465,PT02M38.00S,2023-01-01T01:41:53.4Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,68,79,2023-01-01T01:42:04Z,4610000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
466,PT02M38.00S,2023-01-01T01:41:53.4Z,3,REGULAR,substitution,in,[],203083,,,1610612739,68,79,2023-01-01T01:42:04Z,4620000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
467,PT02M38.00S,2023-01-01T01:41:53.4Z,3,REGULAR,substitution,in,[],201942,,,1610612739,68,79,2023-01-01T01:42:04Z,4630000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
468,PT02M38.00S,2023-01-01T01:41:53.4Z,3,REGULAR,substitution,in,[],201577,,,1610612739,68,79,2023-01-01T01:42:04Z,4640000,False,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,,,,,,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,
469,PT02M38.00S,2023-01-01T01:42:21.1Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],201567,,,1610612739,68,80,2023-01-01T01:42:21Z,4650000,False,,,0,,K. Love Free Throw 1 of 1 (17 PTS),[201567],1610612739.0,CLE,,,,,,,,,,Made,17.0,Love,K. Love,,,,,,,,,,,,,,,,,,
470,PT02M18.00S,2023-01-01T01:42:41.5Z,3,REGULAR,2pt,Jump Shot,[],201942,93.9060446780552,28.186274509803923,1610612741,68,80,2023-01-01T01:42:46Z,4660000,False,-109.0,5.0,1,right,MISS D. DeRozan 10' Jump Shot,[201942],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,10.92,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
471,PT02M16.00S,2023-01-01T01:42:44.4Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,68,80,2023-01-01T01:42:44Z,4670000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Drummond,A. Drummond,470.0,1.0,0.0,1.0,,,,,,,,,,,,,,
472,PT02M11.00S,2023-01-01T01:42:52.3Z,3,REGULAR,turnover,discontinued dribble,[],1629632,,,1610612741,68,80,2023-01-01T01:43:02Z,4680000,False,,,0,,C. White discontinued dribble TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,White,C. White,,,,,,,,1.0,,,202037.0,,,,,,,
473,PT01M55.00S,2023-01-01T01:43:14.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201577,11.645860709592641,48.28431372549019,1610612739,68,82,2023-01-01T01:43:17Z,4690000,False,9.0,57.0,1,left,R. Lopez turnaround Hook (9 PTS) (K. Love 1 AST),"[201577, 201567]",1610612739.0,CLE,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,9.0,Lopez,R. Lopez,,,,,K. Love,201567.0,1.0,,,,,,,,,,,
475,PT01M40.00S,2023-01-01T01:43:31.7Z,3,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612741,68,82,2023-01-01T01:43:38Z,4710000,False,,,0,,J. Green step out-of-bounds TURNOVER (1 TO),[1629750],1610612741.0,CHI,step,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,,,,,1.0,,,200834.0,,,,,,,
476,PT01M40.00S,2023-01-01T01:43:35.2Z,3,REGULAR,substitution,out,[],201567,,,1610612739,68,82,2023-01-01T01:43:39Z,4720000,False,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
477,PT01M40.00S,2023-01-01T01:43:35.2Z,3,REGULAR,substitution,in,[],1630205,,,1610612739,68,82,2023-01-01T01:43:39Z,4730000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
478,PT01M29.00S,2023-01-01T01:43:59.6Z,3,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612739,68,82,2023-01-01T01:46:05Z,4740000,False,,,0,,C. Osman lost ball out-of-bounds TURNOVER (1 TO),[1626224],1610612739.0,CLE,lost ball,,,,,,Above the Break 3,24+ Right Center,,,,Osman,C. Osman,,,,,,,,1.0,,,201638.0,,,,,,,
479,PT01M13.00S,2023-01-01T01:44:25.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,87.86136662286465,50.245098039215684,1610612741,70,82,2023-01-01T01:44:28Z,4750000,False,1.0,62.0,1,right,D. DeRozan 6' turnaround fadeaway Jump Shot (10 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,10.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
480,PT00M58.90S,2023-01-01T01:44:39.8Z,3,REGULAR,3pt,Jump Shot,[],1630205,5.338370565045992,4.411764705882353,1610612739,70,82,2023-01-01T01:44:51Z,4760000,False,228.0,-2.0,1,left,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,22.79,Missed,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
481,PT00M55.40S,2023-01-01T01:44:43.3Z,3,REGULAR,rebound,offensive,[],1628378,,,1610612739,70,82,2023-01-01T01:44:51Z,4770000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,,Mitchell,D. Mitchell,480.0,2.0,1.0,1.0,,,,,,,,,,,,,,
482,PT00M54.70S,2023-01-01T01:44:44.9Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612739,70,82,2023-01-01T01:44:54Z,4780000,False,,,0,,D. Mitchell lost ball TURNOVER (6 TO),"[1628378, 1629632]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,D. Mitchell,,,,,,,,6.0,White,1629632.0,,,,,,,,
483,PT00M54.70S,2023-01-01T01:44:44.9Z,3,REGULAR,steal,,[],1629632,,,1610612741,70,82,2023-01-01T01:44:47Z,4790000,False,,,0,,C. White STEAL (2 STL),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,White,C. White,,,,,,,,,,,,,,,,,,
484,PT00M53.50S,2023-01-01T01:44:49.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,94.03745072273325,53.18627450980392,1610612741,72,82,2023-01-01T01:44:59Z,4800000,False,16.0,4.0,1,right,C. White running Layup (4 PTS),[1629632],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.63,Made,4.0,White,C. White,,,,,,,,,,,,,,,,,,
485,PT00M35.80S,2023-01-01T01:45:07.9Z,3,REGULAR,3pt,Jump Shot,[],1630205,4.5499342969776615,95.58823529411765,1610612739,72,82,2023-01-01T01:45:11Z,4810000,False,-228.0,-10.0,1,left,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,22.81,Missed,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
486,PT00M33.50S,2023-01-01T01:45:10.2Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,72,82,2023-01-01T01:45:11Z,4820000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,,,,White,C. White,485.0,3.0,3.0,0.0,,,,,,,,,,,,,,
487,PT00M24.20S,2023-01-01T01:45:19.6Z,3,REGULAR,3pt,Jump Shot,[],1627936,68.54467805519053,30.14705882352941,1610612741,75,82,2023-01-01T01:45:26Z,4830000,False,-99.0,243.0,1,right,A. Caruso 26' 3PT  (3 PTS) (C. White 2 AST),"[1627936, 1629632]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.27,Made,3.0,Caruso,A. Caruso,,,,,C. White,1629632.0,2.0,,,,,,,,,,,
489,PT00M05.20S,2023-01-01T01:45:46.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612739,75,82,2023-01-01T01:45:54Z,4850000,False,,,0,,A. Caruso personal FOUL (2 PF) (Mitchell 2 FT),"[1627936, 1628378]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Caruso,A. Caruso,,,,,,,,,,,201638.0,2.0,0.0,Mitchell,1628378.0,,,
491,PT00M05.20S,2023-01-01T01:46:23.8Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,75,83,2023-01-01T01:46:23Z,4870000,False,,,0,,D. Mitchell Free Throw 1 of 2 (13 PTS),[1628378],1610612739.0,CLE,,,,,,,,,,Made,13.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
492,PT00M05.20S,2023-01-01T01:46:24.4Z,3,REGULAR,substitution,out,[],1629750,,,1610612739,75,83,2023-01-01T01:46:40Z,4880000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
493,PT00M05.20S,2023-01-01T01:46:24.4Z,3,REGULAR,substitution,out,[],201577,,,1610612739,75,83,2023-01-01T01:46:40Z,4890000,False,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,,,,,,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,
494,PT00M05.20S,2023-01-01T01:46:24.4Z,3,REGULAR,substitution,in,[],203897,,,1610612739,75,83,2023-01-01T01:46:40Z,4900000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
495,PT00M05.20S,2023-01-01T01:46:24.4Z,3,REGULAR,substitution,in,[],1628386,,,1610612739,75,83,2023-01-01T01:46:40Z,4910000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
496,PT00M05.20S,2023-01-01T01:46:55.0Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,75,84,2023-01-01T01:46:55Z,4920000,False,,,0,,D. Mitchell Free Throw 2 of 2 (14 PTS),[1628378],1610612739.0,CLE,,,,,,,,,,Made,14.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
497,PT00M00.00S,2023-01-01T01:47:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,92.46057818659659,47.05882352941176,1610612741,77,84,2023-01-01T01:47:20Z,4930000,False,-15.0,18.0,1,right,C. White running Layup (6 PTS),[1629632],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,2.36,Made,6.0,White,C. White,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2023-01-01T01:47:17.9Z,3,REGULAR,period,end,[],0,,,1610612739,77,84,2023-01-01T01:47:17Z,4940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,out,['startperiod'],203897,,,1610612739,77,84,2023-01-01T01:49:53Z,4950000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,out,['startperiod'],1630205,,,1610612739,77,84,2023-01-01T01:49:53Z,4960000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,77,84,2023-01-01T01:49:53Z,4970000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,out,['startperiod'],1628386,,,1610612739,77,84,2023-01-01T01:49:53Z,4980000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,in,['startperiod'],1629750,,,1610612739,77,84,2023-01-01T01:49:53Z,4990000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,in,['startperiod'],1627747,,,1610612739,77,84,2023-01-01T01:49:53Z,5000000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,in,['startperiod'],203526,,,1610612739,77,84,2023-01-01T01:49:53Z,5010000,False,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,,,,,,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2023-01-01T01:49:29.8Z,4,REGULAR,substitution,in,['startperiod'],201577,,,1610612739,77,84,2023-01-01T01:49:53Z,5020000,False,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,,,,,,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2023-01-01T01:49:57.4Z,4,REGULAR,period,start,[],0,,,1610612741,77,84,2023-01-01T01:49:57Z,5030000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M46.00S,2023-01-01T01:50:10.9Z,4,REGULAR,2pt,Jump Shot,[],201942,94.1688567674113,30.637254901960787,1610612741,79,84,2023-01-01T01:50:17Z,5040000,False,-97.0,2.0,1,right,D. DeRozan 9' driving floating Jump Shot (12 PTS),[201942],1610612741.0,CHI,driving floating,,,,,,Mid-Range,8-16 Left,9.68,Made,12.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
