actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
594,PT05M58.00S,2025-02-05T05:09:00.5Z,4,REGULAR,turnover,out-of-bounds,[],1626167,,,1610612754,89,76,2025-02-05T05:09:07Z,5780000,False,,,0,,M. Turner lost ball out-of-bounds TURNOVER (2 TO),[1626167],1610612754.0,IND,lost ball,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,1628159.0,2.0,,,,,,,,,,,,,,,
595,PT05M42.00S,2025-02-05T05:09:25.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629014,82.34231274638634,38.48039215686275,1610612757,91,76,2025-02-05T05:09:31Z,5790000,False,-58.0,113.0,1,right,A. Simons 12' fadeaway Jump Shot (19 PTS),[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,12.73,Made,19.0,,,,,,,,,,,,,,,,,
596,PT05M28.00S,2025-02-05T05:09:41.0Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612754,91,76,2025-02-05T05:09:55Z,5800000,False,,,0,,R. Williams III shooting personal FOUL (3 PF) (Mathurin 2 FT),"[1629057, 1631097]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,1628159.0,,,,,,,,3.0,0.0,Mathurin,1631097.0,,,,,
598,PT05M28.00S,2025-02-05T05:10:12.0Z,4,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,91,77,2025-02-05T05:10:12Z,5820000,False,,,0,,B. Mathurin Free Throw 1 of 2 (11 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
599,PT05M28.00S,2025-02-05T05:10:30.8Z,4,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,91,78,2025-02-05T05:10:30Z,5830000,False,,,0,,B. Mathurin Free Throw 2 of 2 (12 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
600,PT05M11.00S,2025-02-05T05:10:53.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,91.01511169513797,49.50980392156863,1610612757,91,78,2025-02-05T05:13:43Z,5840000,False,-2.0,32.0,1,right,MISS S. Henderson driving floating bank Shot,[1630703],1610612757.0,POR,driving floating bank,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
601,PT05M10.00S,2025-02-05T05:10:54.8Z,4,REGULAR,rebound,offensive,[],1629014,,,1610612757,91,78,2025-02-05T05:13:43Z,5850000,False,,,0,,A. Simons REBOUND (Off:1 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,600.0,3.0,2.0,1.0,,,,,,,,,,,
602,PT05M07.00S,2025-02-05T05:10:57.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203924,88.38699080157687,95.83333333333334,1610612757,94,78,2025-02-05T05:12:38Z,5860000,False,229.0,57.0,1,right,J. Grant 3PT  (16 PTS) (A. Simons 5 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.61,Made,16.0,,,,,,,,,,,,,A. Simons,1629014.0,5.0,,
604,PT05M07.00S,2025-02-05T05:11:05.2Z,4,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612757,94,78,2025-02-05T05:11:11Z,5880000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Grant 1 FT),"[1626167, 203924]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,1628159.0,,,,,,,,3.0,0.0,Grant,203924.0,,,,,
606,PT05M07.00S,2025-02-05T05:11:27.7Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],203924,,,1610612757,95,78,2025-02-05T05:11:27Z,5900000,False,,,0,,J. Grant Free Throw 1 of 1 (17 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
607,PT04M48.00S,2025-02-05T05:11:50.2Z,4,REGULAR,3pt,Jump Shot,[],1626167,33.196452036793694,65.44117647058823,1610612754,95,81,2025-02-05T05:11:59Z,5910000,False,-77.0,260.0,1,left,M. Turner 27' 3PT  (9 PTS) (A. Nembhard 2 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.07,Made,9.0,,,,,,,,,,,,,A. Nembhard,1629614.0,2.0,,
609,PT04M22.00S,2025-02-05T05:12:16.3Z,4,REGULAR,3pt,Jump Shot,[],1629014,87.86136662286465,2.941176470588235,1610612757,98,81,2025-02-05T05:12:21Z,5930000,False,-235.0,62.0,1,right,A. Simons 24' 3PT  (22 PTS) (T. Camara 2 AST),"[1629014, 1641739]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,24.32,Made,22.0,,,,,,,,,,,,,T. Camara,1641739.0,2.0,,
610,PT04M18.00S,2025-02-05T05:12:26.0Z,4,REGULAR,foul,offensive,[],1626167,,,1610612754,98,81,2025-02-05T05:12:31Z,5940000,False,,,0,,M. Turner offensive FOUL (4 PF),"[1626167, 203924]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,101284.0,,,,,,,,4.0,0.0,Grant,203924.0,,,,,
612,PT04M18.00S,2025-02-05T05:12:26.0Z,4,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,98,81,2025-02-05T05:12:26Z,5960000,False,,,0,,M. Turner offensive foul TURNOVER (3 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,101284.0,3.0,,,,,,,,,,,,,,,
613,PT04M06.00S,2025-02-05T05:13:05.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203924,78.53153745072274,89.95098039215686,1610612757,101,81,2025-02-05T05:13:09Z,5970000,False,200.0,149.0,1,right,J. Grant 24' 3PT  (20 PTS) (A. Simons 6 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.94,Made,20.0,,,,,,,,,,,,,A. Simons,1629014.0,6.0,,
615,PT03M50.00S,2025-02-05T05:13:20.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,6.915243101182654,51.9607843137255,1610612754,101,83,2025-02-05T05:13:24Z,5990000,False,-10.0,13.0,1,left,A. Nembhard driving Layup (17 PTS),[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.59,Made,17.0,,,,,,,,,,,,,,,,,
616,PT03M37.00S,2025-02-05T05:13:34.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641739,94.82588699080158,48.529411764705884,1610612757,103,83,2025-02-05T05:13:43Z,6000000,False,-7.0,-4.0,1,right,T. Camara alley-oop DUNK (11 PTS) (A. Simons 7 AST),"[1641739, 1629014]",1610612757.0,POR,alley-oop,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,0.84,Made,11.0,,,,,,,,,,,,,A. Simons,1629014.0,7.0,,
618,PT03M36.00S,2025-02-05T05:13:41.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,103,83,2025-02-05T05:13:41Z,6020000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,out,[],1627783,,,1610612754,103,83,2025-02-05T05:15:03Z,6030000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,out,[],1630169,,,1610612754,103,83,2025-02-05T05:15:03Z,6040000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,out,[],1629614,,,1610612754,103,83,2025-02-05T05:15:03Z,6050000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,out,[],1626167,,,1610612754,103,83,2025-02-05T05:15:03Z,6060000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,out,[],1631097,,,1610612754,103,83,2025-02-05T05:15:03Z,6070000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,in,[],1641767,,,1610612754,103,83,2025-02-05T05:15:03Z,6080000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,in,[],1642402,,,1610612754,103,83,2025-02-05T05:15:03Z,6090000,False,,,0,,SUB in: E. Freeman,[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,in,[],201949,,,1610612754,103,83,2025-02-05T05:15:03Z,6100000,False,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,in,[],1642277,,,1610612754,103,83,2025-02-05T05:15:03Z,6110000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M36.00S,2025-02-05T05:14:04.4Z,4,REGULAR,substitution,in,[],1641716,,,1610612754,103,83,2025-02-05T05:15:03Z,6120000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M21.00S,2025-02-05T05:15:25.3Z,4,REGULAR,3pt,Jump Shot,[],1641767,9.543363994743759,95.83333333333334,1610612754,103,83,2025-02-05T05:15:29Z,6130000,False,-229.0,37.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.22,Missed,,,,,,,,,,,,,,,,,,
631,PT03M19.00S,2025-02-05T05:15:27.3Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612757,103,83,2025-02-05T05:15:29Z,6140000,False,,,0,,R. Williams III REBOUND (Off:3 Def:8),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Left Corner 3,24+ Left,,,,,,630.0,11.0,8.0,3.0,,,,,,,,,,,
632,PT03M05.00S,2025-02-05T05:15:41.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,94.30026281208936,48.77450980392157,1610612757,105,83,2025-02-05T05:15:47Z,6150000,False,-6.0,1.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (S. Henderson 4 AST),"[1629057, 1630703]",1610612757.0,POR,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.62,Made,4.0,,,,,,,,,,,,,S. Henderson,1630703.0,4.0,,
634,PT02M49.00S,2025-02-05T05:15:57.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,13.87976346911958,49.01960784313725,1610612754,105,83,2025-02-05T05:16:03Z,6170000,False,5.0,78.0,1,left,MISS J. Walker 7' driving floating Shot,[1641716],1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
635,PT02M48.00S,2025-02-05T05:15:58.5Z,4,REGULAR,rebound,defensive,[],1641739,,,1610612757,105,83,2025-02-05T05:16:03Z,6180000,False,,,0,,T. Camara REBOUND (Off:4 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,634.0,7.0,3.0,4.0,,,,,,,,,,,
636,PT02M42.00S,2025-02-05T05:16:04.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641739,93.64323258869908,50.49019607843137,1610612757,107,83,2025-02-05T05:16:21Z,6190000,False,2.0,7.0,1,right,T. Camara running alley-oop DUNK (13 PTS) (S. Henderson 5 AST),"[1641739, 1630703]",1610612757.0,POR,running alley-oop,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,0.77,Made,13.0,,,,,,,,,,,,,S. Henderson,1630703.0,5.0,,
638,PT02M24.00S,2025-02-05T05:16:22.0Z,4,REGULAR,2pt,Jump Shot,[],1641767,27.94021024967148,48.28431372549019,1610612754,107,85,2025-02-05T05:18:40Z,6210000,False,9.0,210.0,1,left,B. Sheppard 21' step back Jump Shot (5 PTS) (E. Freeman 1 AST),"[1641767, 1642402]",1610612754.0,IND,step back,,,Sheppard,B. Sheppard,,,,,Mid-Range,16-24 Center,21.03,Made,5.0,,,,,,,,,,,,,E. Freeman,1642402.0,1.0,,
639,PT02M23.00S,2025-02-05T05:16:29.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,107,85,2025-02-05T05:16:29Z,6220000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,out,[],1630703,,,1610612757,107,85,2025-02-05T05:17:41Z,6230000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,out,[],1629014,,,1610612757,107,85,2025-02-05T05:17:41Z,6240000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,out,[],203924,,,1610612757,107,85,2025-02-05T05:17:41Z,6250000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,out,[],1641739,,,1610612757,107,85,2025-02-05T05:17:41Z,6260000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612757,107,85,2025-02-05T05:17:41Z,6270000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,in,[],1641712,,,1610612757,107,85,2025-02-05T05:17:41Z,6280000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,in,[],1631200,,,1610612757,107,85,2025-02-05T05:17:41Z,6290000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,in,[],1630625,,,1610612757,107,85,2025-02-05T05:17:41Z,6300000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,in,[],1631133,,,1610612757,107,85,2025-02-05T05:17:41Z,6310000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M23.00S,2025-02-05T05:16:51.4Z,4,REGULAR,substitution,in,[],1641871,,,1610612757,107,85,2025-02-05T05:17:41Z,6320000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M04.00S,2025-02-05T05:18:13.6Z,4,REGULAR,3pt,Jump Shot,[],1641871,68.01905387647832,67.40196078431373,1610612757,110,85,2025-02-05T05:18:18Z,6330000,False,87.0,248.0,1,right,D. Reath 26' 3PT  (3 PTS) (J. Walker 1 AST),"[1641871, 1631133]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,26.29,Made,3.0,,,,,,,,,,,,,J. Walker,1631133.0,1.0,,
653,PT01M44.00S,2025-02-05T05:18:32.7Z,4,REGULAR,3pt,Jump Shot,[],201949,28.728646517739815,76.22549019607843,1610612754,110,85,2025-02-05T05:18:36Z,6350000,False,-131.0,218.0,1,left,MISS J. Johnson 25' 3PT,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
654,PT01M42.00S,2025-02-05T05:18:34.7Z,4,REGULAR,rebound,offensive,[],1642402,,,1610612754,110,85,2025-02-05T05:18:36Z,6360000,False,,,0,,E. Freeman REBOUND (Off:1 Def:0),[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,Above the Break 3,24+ Left Center,,,,,,653.0,1.0,0.0,1.0,,,,,,,,,,,
655,PT01M40.00S,2025-02-05T05:18:37.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641716,27.94021024967148,19.607843137254903,1610612754,110,85,2025-02-05T05:18:41Z,6370000,False,152.0,210.0,1,left,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
656,PT01M37.00S,2025-02-05T05:18:40.3Z,4,REGULAR,rebound,offensive,[],1641767,,,1610612754,110,85,2025-02-05T05:18:41Z,6380000,False,,,0,,B. Sheppard REBOUND (Off:3 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,655.0,4.0,1.0,3.0,,,,,,,,,,,
657,PT01M30.00S,2025-02-05T05:18:47.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641767,6.915243101182654,53.92156862745098,1610612754,110,85,2025-02-05T05:18:54Z,6390000,False,-20.0,13.0,1,left,MISS B. Sheppard driving Layup,[1641767],1610612754.0,IND,driving,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,2.32,Missed,,,,,,,,,,,,,,,,,,
658,PT01M28.00S,2025-02-05T05:18:49.0Z,4,REGULAR,rebound,offensive,[],1641716,,,1610612754,110,85,2025-02-05T05:18:51Z,6400000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,657.0,1.0,0.0,1.0,,,,,,,,,,,
659,PT01M25.00S,2025-02-05T05:18:57.9Z,4,REGULAR,foul,personal,[],1631200,,,1610612754,110,85,2025-02-05T05:19:06Z,6410000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631200, 1642277]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,,1628159.0,,,,,,,,1.0,0.0,Furphy,1642277.0,,,,,
661,PT01M18.00S,2025-02-05T05:19:20.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641767,7.30946123521682,46.07843137254902,1610612754,110,87,2025-02-05T05:19:24Z,6430000,False,20.0,16.0,1,left,B. Sheppard driving finger roll Layup (7 PTS),[1641767],1610612754.0,IND,driving finger roll,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,2.54,Made,7.0,,,,,,,,,,,,,,,,,
663,PT01M02.00S,2025-02-05T05:19:50.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,93.11760840998686,46.32352941176471,1610612757,110,87,2025-02-05T05:19:54Z,6450000,False,-18.0,12.0,1,right,MISS R. Rupert cutting Layup,[1641712],1610612757.0,POR,cutting,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
664,PT01M00.00S,2025-02-05T05:19:53.3Z,4,REGULAR,rebound,offensive,[],1630625,,,1610612757,110,87,2025-02-05T05:19:53Z,6460000,False,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,663.0,1.0,0.0,1.0,,,,,,,,,,,
665,PT00M58.90S,2025-02-05T05:19:54.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641871,86.28449408672799,2.696078431372549,1610612757,110,87,2025-02-05T05:19:59Z,6470000,False,-237.0,76.0,1,right,MISS D. Reath 24' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Left Corner 3,24+ Left,24.85,Missed,,,,,,,,,,,,,,,,,,
666,PT00M55.30S,2025-02-05T05:19:58.3Z,4,REGULAR,rebound,defensive,[],201949,,,1610612754,110,87,2025-02-05T05:19:58Z,6480000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,,665.0,1.0,1.0,0.0,,,,,,,,,,,
667,PT00M52.50S,2025-02-05T05:20:01.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641767,6.521024967148489,50.49019607843137,1610612754,110,89,2025-02-05T05:20:11Z,6490000,False,-2.0,9.0,1,left,B. Sheppard running Layup (9 PTS) (J. Johnson 1 AST),"[1641767, 201949]",1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,0.91,Made,9.0,,,,,,,,,,,,,J. Johnson,201949.0,1.0,,
669,PT00M42.60S,2025-02-05T05:20:16.3Z,4,REGULAR,foul,personal,[],1642277,,,1610612757,110,89,2025-02-05T05:20:26Z,6510000,False,,,0,,J. Furphy personal FOUL (1 PF),"[1642277, 1641712]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,,,1.0,0.0,Rupert,1641712.0,,,,,
672,PT00M35.20S,2025-02-05T05:20:51.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642402,,,1610612757,110,89,2025-02-05T05:20:58Z,6540000,False,,,0,,E. Freeman shooting personal FOUL (1 PF) (Reath 2 FT),"[1642402, 1641871]",1610612754.0,IND,shooting,,,Freeman,E. Freeman,,,,,In The Paint (Non-RA),0-8 Center,,,,1628159.0,,,,,,,,1.0,0.0,Reath,1641871.0,,,,,
674,PT00M35.20S,2025-02-05T05:21:16.5Z,4,REGULAR,freethrow,1 of 2,[],1641871,,,1610612757,111,89,2025-02-05T05:21:16Z,6560000,False,,,0,,D. Reath Free Throw 1 of 2 (4 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
675,PT00M35.20S,2025-02-05T05:21:32.7Z,4,REGULAR,freethrow,2 of 2,[],1641871,,,1610612757,112,89,2025-02-05T05:21:32Z,6570000,False,,,0,,D. Reath Free Throw 2 of 2 (5 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
676,PT00M28.70S,2025-02-05T05:21:40.8Z,4,REGULAR,3pt,Jump Shot,[],1641767,24.26084099868594,13.970588235294118,1610612754,112,89,2025-02-05T05:21:47Z,6580000,False,180.0,176.0,1,left,MISS B. Sheppard 25' pullup 3PT,[1641767],1610612754.0,IND,pullup,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
677,PT00M25.50S,2025-02-05T05:21:44.0Z,4,REGULAR,rebound,defensive,[],1641712,,,1610612757,112,89,2025-02-05T05:21:47Z,6590000,False,,,0,,R. Rupert REBOUND (Off:0 Def:1),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,,676.0,1.0,1.0,0.0,,,,,,,,,,,
678,PT00M03.10S,2025-02-05T05:22:07.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612757,112,89,2025-02-05T05:22:19Z,6600000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
679,PT00M00.00S,2025-02-05T05:22:25.8Z,4,REGULAR,period,end,[],0,,,1610612754,112,89,2025-02-05T05:22:25Z,6610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M00.00S,2025-02-05T05:22:27.2Z,4,REGULAR,game,end,[],0,,,0,112,89,2025-02-05T05:22:27Z,6620000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
