actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,descriptor,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,value
440,PT01M20.00S,2021-11-18T04:42:30.5Z,3,REGULAR,substitution,out,[],1626164,,,1610612742,65,67,2021-11-18T04:42:55Z,4310000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M20.00S,2021-11-18T04:42:30.5Z,3,REGULAR,substitution,out,[],203501,,,1610612742,65,67,2021-11-18T04:42:55Z,4320000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M20.00S,2021-11-18T04:42:30.5Z,3,REGULAR,substitution,in,[],101108,,,1610612742,65,67,2021-11-18T04:42:55Z,4330000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M20.00S,2021-11-18T04:42:30.5Z,3,REGULAR,substitution,in,[],203504,,,1610612742,65,67,2021-11-18T04:42:55Z,4340000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M13.00S,2021-11-18T04:43:11.4Z,3,REGULAR,2pt,Jump Shot,[],203504,20.318659658344284,30.14705882352941,1610612742,65,67,2021-11-18T04:43:21Z,4350000,99.0,138.0,1,left,MISS T. Burke 17' driving floating Shot,[203504],1610612742.0,DAL,,Burke,T. Burke,17.04,Missed,,,,,driving floating,,,,,,,,,,,,,,,,,,,,
446,PT01M11.00S,2021-11-18T04:43:13.4Z,3,REGULAR,rebound,defensive,[],201580,,,1610612756,65,67,2021-11-18T04:43:21Z,4360000,,,0,,J. McGee REBOUND (Off:3 Def:3),[201580],1610612756.0,PHX,,McGee,J. McGee,,,445.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
447,PT01M01.00S,2021-11-18T04:43:24.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203493,,,1610612756,65,67,2021-11-18T04:43:40Z,4370000,,,0,,R. Bullock shooting personal FOUL (2 PF) (Paul 2 FT),"[203493, 101108]",1610612742.0,DAL,2003.0,Bullock,R. Bullock,,,,,,,shooting,,,,,,,,,,2.0,0.0,Paul,101108.0,,,,,,,
449,PT01M01.00S,2021-11-18T04:43:49.4Z,3,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,66,67,2021-11-18T04:44:06Z,4390000,,,0,,C. Paul Free Throw 1 of 2 (1 PTS),[101108],1610612756.0,PHX,,Paul,C. Paul,,Made,,,,,,1.0,,,,,,,,,,,,,,,,,,,
450,PT01M01.00S,2021-11-18T04:43:49.4Z,3,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,66,67,2021-11-18T04:44:06Z,4400000,,,0,,MISS C. Paul Free Throw 2 of 2,[101108],1610612756.0,PHX,,Paul,C. Paul,,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT00M58.90S,2021-11-18T04:43:51.5Z,3,REGULAR,rebound,defensive,[],1628373,,,1610612742,66,67,2021-11-18T04:44:06Z,4410000,,,0,,F. Ntilikina REBOUND (Off:0 Def:3),[1628373],1610612742.0,DAL,,Ntilikina,F. Ntilikina,,,450.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
452,PT00M42.40S,2021-11-18T04:44:21.1Z,3,REGULAR,3pt,Jump Shot,[],1628373,32.670827858081466,59.31372549019608,1610612742,66,70,2021-11-18T04:44:27Z,4420000,-47.0,255.0,1,left,F. Ntilikina 25' 3PT  (11 PTS) (R. Bullock 1 AST),"[1628373, 203493]",1610612742.0,DAL,,Ntilikina,F. Ntilikina,25.88,Made,,,,,,11.0,R. Bullock,203493.0,1.0,,,,,,,,,,,,,,,,
454,PT00M27.70S,2021-11-18T04:44:40.6Z,3,REGULAR,turnover,bad pass,[],1629013,,,1610612756,66,70,2021-11-18T04:44:44Z,4440000,,,0,,L. Shamet bad pass TURNOVER (1 TO),"[1629013, 1628373]",1610612756.0,PHX,,Shamet,L. Shamet,,,,,,,,,,,,1.0,Ntilikina,1628373.0,,,,,,,,,,,,,
455,PT00M27.70S,2021-11-18T04:44:40.6Z,3,REGULAR,steal,,[],1628373,,,1610612742,66,70,2021-11-18T04:44:43Z,4450000,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M22.80S,2021-11-18T04:44:45.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203493,7.30946123521682,58.08823529411765,1610612742,66,70,2021-11-18T04:45:18Z,4460000,-40.0,16.0,1,left,MISS R. Bullock Layup - blocked,"[203493, 1629013]",1610612742.0,DAL,,Bullock,R. Bullock,4.35,Missed,,,,,,,,,,,,,Shamet,1629013.0,,,,,,,,,,,
457,PT00M22.80S,2021-11-18T04:44:45.6Z,3,REGULAR,block,,[],1629013,,,1610612742,66,70,2021-11-18T04:44:48Z,4470000,,,0,,L. Shamet BLOCK (1 BLK),[1629013],1610612756.0,PHX,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M20.40S,2021-11-18T04:44:48.0Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,66,70,2021-11-18T04:45:18Z,4480000,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612756.0,PHX,,Payne,C. Payne,,,456.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
459,PT00M20.40S,2021-11-18T04:44:58.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628425,,,1610612756,66,70,2021-11-18T04:46:40Z,4490000,,,0,,S. Brown personal FOUL (1 PF) (Payne 2 FT),"[1628425, 1626166]",1610612742.0,DAL,2003.0,Brown,S. Brown,,,,,,,,,,,,,,,,,1.0,0.0,Payne,1626166.0,,,,,,,
461,PT00M20.40S,2021-11-18T04:45:41.3Z,3,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,67,70,2021-11-18T04:46:37Z,4510000,,,0,,C. Payne Free Throw 1 of 2 (3 PTS),[1626166],1610612756.0,PHX,,Payne,C. Payne,,Made,,,,,,3.0,,,,,,,,,,,,,,,,,,,
466,PT00M20.40S,2021-11-18T04:45:41.3Z,3,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,68,70,2021-11-18T04:46:37Z,4515000,,,0,,C. Payne Free Throw 2 of 2 (4 PTS),[1626166],1610612756.0,PHX,,Payne,C. Payne,,Made,,,,,,4.0,,,,,,,,,,,,,,,,,,,
462,PT00M20.40S,2021-11-18T04:45:42.1Z,3,REGULAR,substitution,out,[],1626161,,,1610612742,68,70,2021-11-18T04:46:37Z,4520000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M20.40S,2021-11-18T04:45:42.1Z,3,REGULAR,substitution,in,[],204001,,,1610612742,68,70,2021-11-18T04:46:37Z,4530000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M01.30S,2021-11-18T04:46:34.3Z,3,REGULAR,3pt,Jump Shot,[],203504,24.917871222076215,13.23529411764706,1610612742,68,73,2021-11-18T04:46:43Z,4540000,184.0,182.0,1,left,T. Burke 25' 3PT  (10 PTS) (K. Porzingis 5 AST),"[203504, 204001]",1610612742.0,DAL,,Burke,T. Burke,25.85,Made,,,,,,10.0,K. Porzingis,204001.0,5.0,,,,,,,,,,,,,,,,
467,PT00M00.00S,2021-11-18T04:46:47.8Z,3,REGULAR,period,end,[],0,,,1610612756,68,73,2021-11-18T04:46:47Z,4560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2021-11-18T04:49:41.4Z,4,REGULAR,substitution,out,['startperiod'],201580,,,1610612756,68,73,2021-11-18T04:50:08Z,4570000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-11-18T04:49:41.4Z,4,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,68,73,2021-11-18T04:50:08Z,4580000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-11-18T04:49:41.4Z,4,REGULAR,substitution,out,['startperiod'],203493,,,1610612756,68,73,2021-11-18T04:50:08Z,4590000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-11-18T04:49:41.4Z,4,REGULAR,substitution,in,['startperiod'],1629028,,,1610612756,68,73,2021-11-18T04:50:08Z,4600000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-11-18T04:49:41.4Z,4,REGULAR,substitution,in,['startperiod'],1628969,,,1610612756,68,73,2021-11-18T04:50:08Z,4610000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-11-18T04:49:41.4Z,4,REGULAR,substitution,in,['startperiod'],1628973,,,1610612756,68,73,2021-11-18T04:50:08Z,4620000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-11-18T04:50:23.3Z,4,REGULAR,period,start,[],0,,,1610612756,68,73,2021-11-18T04:50:23Z,4630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M45.00S,2021-11-18T04:50:37.4Z,4,REGULAR,3pt,Jump Shot,[],1629661,68.54467805519053,30.637254901960787,1610612756,71,73,2021-11-18T04:50:41Z,4640000,-97.0,243.0,1,right,C. Johnson 26' 3PT  (3 PTS) (L. Shamet 2 AST),"[1629661, 1629013]",1610612756.0,PHX,,Johnson,C. Johnson,26.18,Made,,,,,,3.0,L. Shamet,1629013.0,2.0,,,,,,,,,,,,,,,,
477,PT11M17.00S,2021-11-18T04:51:05.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,11.645860709592641,53.67647058823529,1610612742,71,75,2021-11-18T04:51:20Z,4660000,-18.0,57.0,1,left,J. Brunson driving finger roll Layup (14 PTS),[1628973],1610612742.0,DAL,,Brunson,J. Brunson,5.99,Made,,,,,driving finger roll,14.0,,,,,,,,,,,,,,,,,,,
478,PT11M07.00S,2021-11-18T04:51:16.3Z,4,REGULAR,3pt,Jump Shot,[],101108,83.65637319316689,2.941176470588235,1610612756,71,75,2021-11-18T04:51:25Z,4670000,-235.0,101.0,1,right,MISS C. Paul 25' 3PT,[101108],1610612756.0,PHX,,Paul,C. Paul,25.61,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M07.00S,2021-11-18T04:51:16.3Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,71,75,2021-11-18T04:51:25Z,4680000,,,0,,J. Brunson REBOUND (Off:1 Def:7),[1628973],1610612742.0,DAL,,Brunson,J. Brunson,,,478.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,
480,PT10M49.00S,2021-11-18T04:51:33.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.588042049934298,34.55882352941176,1610612742,71,75,2021-11-18T04:51:39Z,4690000,77.0,94.0,1,left,MISS J. Brunson 12' pullup Shot,[1628973],1610612742.0,DAL,,Brunson,J. Brunson,12.16,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
481,PT10M47.00S,2021-11-18T04:51:35.3Z,4,REGULAR,rebound,defensive,[],1629013,,,1610612756,71,75,2021-11-18T04:51:39Z,4700000,,,0,,L. Shamet REBOUND (Off:0 Def:3),[1629013],1610612756.0,PHX,,Shamet,L. Shamet,,,480.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
482,PT10M37.00S,2021-11-18T04:51:45.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,88.25558475689881,35.049019607843135,1610612756,73,75,2021-11-18T04:56:57Z,4710000,-75.0,58.0,1,right,M. Bridges 9' driving floating Jump Shot (5 PTS) (L. Shamet 3 AST),"[1628969, 1629013]",1610612756.0,PHX,,Bridges,M. Bridges,9.46,Made,,,,,driving floating,5.0,L. Shamet,1629013.0,3.0,,,,,,,,,,,,,,,,
484,PT10M18.00S,2021-11-18T04:52:04.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,8.14717477003942,52.71905637254902,1610612742,73,77,2021-11-18T04:52:13Z,4730000,-14.0,24.0,1,left,F. Ntilikina driving Layup (13 PTS) (K. Porzingis 6 AST),"[1628373, 204001]",1610612742.0,DAL,,Ntilikina,F. Ntilikina,2.77,Made,,,,,driving,13.0,K. Porzingis,204001.0,6.0,,,,,,,,,,,,,,,,
486,PT10M03.00S,2021-11-18T04:52:19.0Z,4,REGULAR,3pt,Jump Shot,[],1629661,67.09921156373193,47.794117647058826,1610612756,76,77,2021-11-18T04:52:30Z,4750000,-11.0,257.0,1,right,C. Johnson 25' 3PT  (6 PTS) (C. Paul 8 AST),"[1629661, 101108]",1610612756.0,PHX,,Johnson,C. Johnson,25.7,Made,,,,,,6.0,C. Paul,101108.0,8.0,,,,,,,,,,,,,,,,
488,PT09M41.00S,2021-11-18T04:52:41.2Z,4,REGULAR,2pt,Jump Shot,[],204001,24.78646517739816,77.94117647058823,1610612742,76,79,2021-11-18T04:52:46Z,4770000,-140.0,180.0,1,left,K. Porzingis 22' pullup Jump Shot (16 PTS) (T. Burke 1 AST),"[204001, 203504]",1610612742.0,DAL,,Porzingis,K. Porzingis,22.82,Made,,,,,pullup,16.0,T. Burke,203504.0,1.0,,,,,,,,,,,,,,,,
490,PT09M18.00S,2021-11-18T04:53:06.3Z,4,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612756,76,79,2021-11-18T04:53:14Z,4790000,,,0,,C. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1629661],1610612756.0,PHX,1198.0,Johnson,C. Johnson,,,,,,,bad pass,,,,,1.0,,,,,,,,,,,,,,,
491,PT08M58.00S,2021-11-18T04:53:39.4Z,4,REGULAR,foul,personal,['2freethrow'],101108,,,1610612742,76,79,2021-11-18T04:53:56Z,4800000,,,0,,C. Paul shooting personal FOUL (2 PF) (Porzingis 2 FT),"[101108, 204001]",1610612756.0,PHX,202027.0,Paul,C. Paul,,,,,,,shooting,,,,,,,,,,2.0,0.0,Porzingis,204001.0,,,,,,,
493,PT08M58.00S,2021-11-18T04:54:01.0Z,4,REGULAR,foul,technical,['1freethrow'],101108,,,1610612742,76,79,2021-11-18T04:54:22Z,4820000,,,0,,C. Paul technical FOUL (1 Tech),[101108],1610612756.0,PHX,202027.0,Paul,C. Paul,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
494,PT08M58.00S,2021-11-18T04:54:35.5Z,4,REGULAR,freethrow,1 of 1,[],204001,,,1610612742,76,80,2021-11-18T04:54:35Z,4830000,,,0,,K. Porzingis technical Free Throw 1 of 1 (17 PTS),[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,Made,,,,,technical,17.0,,,,,,,,,,,,,,,,,,,
495,PT08M58.00S,2021-11-18T04:55:09.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],204001,,,1610612742,76,81,2021-11-18T04:55:09Z,4840000,,,0,,K. Porzingis Free Throw 1 of 2 (18 PTS),[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,Made,,,,,,18.0,,,,,,,,,,,,,,,,,,,
496,PT08M58.00S,2021-11-18T04:55:10.9Z,4,REGULAR,substitution,out,[],1628373,,,1610612742,76,81,2021-11-18T04:55:15Z,4850000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M58.00S,2021-11-18T04:55:10.9Z,4,REGULAR,substitution,in,[],203501,,,1610612742,76,81,2021-11-18T04:55:15Z,4860000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT08M58.00S,2021-11-18T04:55:30.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],204001,,,1610612742,76,82,2021-11-18T04:55:30Z,4870000,,,0,,K. Porzingis Free Throw 2 of 2 (19 PTS),[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,Made,,,,,,19.0,,,,,,,,,,,,,,,,,,,
499,PT08M45.00S,2021-11-18T04:55:44.6Z,4,REGULAR,2pt,Jump Shot,[],1629661,76.5604467805519,30.637254901960787,1610612756,76,82,2021-11-18T04:55:48Z,4880000,-97.0,168.0,1,right,MISS C. Johnson 19' pullup Shot,[1629661],1610612756.0,PHX,,Johnson,C. Johnson,19.37,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
500,PT08M43.00S,2021-11-18T04:55:46.6Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,76,82,2021-11-18T04:55:48Z,4890000,,,0,,J. Brunson REBOUND (Off:1 Def:8),[1628973],1610612742.0,DAL,,Brunson,J. Brunson,,,499.0,9.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,
501,PT08M30.00S,2021-11-18T04:55:59.7Z,4,REGULAR,3pt,Jump Shot,[],203501,33.722076215505915,41.17647058823529,1610612742,76,82,2021-11-18T04:56:11Z,4900000,44.0,264.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,26.82,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT08M29.00S,2021-11-18T04:56:00.7Z,4,REGULAR,rebound,offensive,[],204001,,,1610612742,76,82,2021-11-18T05:00:29Z,4910000,,,0,,K. Porzingis REBOUND (Off:1 Def:6),[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,,501.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
503,PT08M26.00S,2021-11-18T04:56:07.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,5.590000152587891,50.0,1610612742,76,82,2021-11-18T05:00:35Z,4920000,0.0,0.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,0.0,Missed,,,,,tip,,,,,,,,,,,,,,,,,,,,
504,PT08M25.00S,2021-11-18T04:56:08.7Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612756,76,82,2021-11-18T04:56:35Z,4930000,,,0,,C. Johnson REBOUND (Off:1 Def:4),[1629661],1610612756.0,PHX,,Johnson,C. Johnson,,,503.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
505,PT08M20.00S,2021-11-18T04:56:10.2Z,4,REGULAR,3pt,Jump Shot,[],1628969,70.51576872536137,74.75490196078431,1610612756,79,82,2021-11-18T04:56:14Z,4940000,124.0,225.0,1,right,M. Bridges 25' 3PT  (8 PTS) (C. Paul 9 AST),"[1628969, 101108]",1610612756.0,PHX,,Bridges,M. Bridges,25.65,Made,,,,,,8.0,C. Paul,101108.0,9.0,,,,,,,,,,,,,,,,
507,PT08M01.00S,2021-11-18T04:56:28.7Z,4,REGULAR,2pt,Jump Shot,[],203501,3.7614980289093296,69.85294117647058,1610612742,79,84,2021-11-18T04:56:40Z,4960000,-99.0,-17.0,1,left,T. Hardaway Jr. 10' pullup Jump Shot (17 PTS) (J. Brunson 7 AST),"[203501, 1628973]",1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,10.08,Made,,,,,pullup,17.0,J. Brunson,1628973.0,7.0,,,,,,,,,,,,,,,,
509,PT07M50.00S,2021-11-18T04:56:39.6Z,4,REGULAR,2pt,Jump Shot,[],101108,78.13731931668858,53.92156862745098,1610612756,81,84,2021-11-18T04:56:44Z,4980000,20.0,153.0,1,right,C. Paul 15' pullup Jump Shot (3 PTS),[101108],1610612756.0,PHX,,Paul,C. Paul,15.43,Made,,,,,pullup,3.0,,,,,,,,,,,,,,,,,,,
510,PT07M24.00S,2021-11-18T04:57:05.5Z,4,REGULAR,2pt,Jump Shot,[],1628973,2.8416557161629434,32.59803921568628,1610612742,81,84,2021-11-18T04:57:11Z,4990000,87.0,-26.0,1,left,MISS J. Brunson 9' Jump Shot - blocked,"[1628973, 1628969]",1610612742.0,DAL,,Brunson,J. Brunson,9.07,Missed,,,,,,,,,,,,,Bridges,1628969.0,,,,,,,,,,,
511,PT07M24.00S,2021-11-18T04:57:05.5Z,4,REGULAR,block,,[],1628969,,,1610612742,81,84,2021-11-18T04:57:07Z,5000000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M21.00S,2021-11-18T04:57:08.5Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,81,84,2021-11-18T04:57:11Z,5010000,,,0,,D. Ayton REBOUND (Off:3 Def:9),[1629028],1610612756.0,PHX,,Ayton,D. Ayton,,,510.0,12.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,
513,PT07M19.00S,2021-11-18T04:57:10.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,76.42904073587385,87.5,1610612756,81,84,2021-11-18T04:57:18Z,5020000,188.0,169.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,Shamet,L. Shamet,25.25,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M16.00S,2021-11-18T04:57:13.4Z,4,REGULAR,rebound,offensive,[],1628969,,,1610612756,81,84,2021-11-18T04:57:13Z,5030000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,513.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
515,PT07M13.00S,2021-11-18T04:57:15.8Z,4,REGULAR,2pt,Layup,['2ndchance'],1628969,87.33574244415243,12.745098039215685,1610612756,81,84,2021-11-18T05:03:51Z,5040000,-186.0,67.0,1,right,MISS M. Bridges 19' putback Layup,[1628969],1610612756.0,PHX,,Bridges,M. Bridges,19.78,Missed,,,,,putback,,,,,,,,,,,,,,,,,,,,
516,PT07M11.00S,2021-11-18T04:57:18.2Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,81,84,2021-11-18T04:57:18Z,5050000,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:1),[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,,,515.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
519,PT07M08.00S,2021-11-18T04:57:41.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,81,84,2021-11-18T04:57:41Z,5080000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,out,[],1629013,,,1610612742,81,84,2021-11-18T05:00:21Z,5090000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,out,[],1628425,,,1610612742,81,84,2021-11-18T05:00:21Z,5100000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,out,[],204001,,,1610612742,81,84,2021-11-18T05:00:21Z,5110000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,out,[],1628973,,,1610612742,81,84,2021-11-18T05:00:21Z,5120000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,in,[],1626164,,,1610612742,81,84,2021-11-18T05:00:21Z,5130000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,in,[],203939,,,1610612742,81,84,2021-11-18T05:00:21Z,5140000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,in,[],1627827,,,1610612742,81,84,2021-11-18T05:00:21Z,5150000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M08.00S,2021-11-18T05:00:08.3Z,4,REGULAR,substitution,in,[],203493,,,1610612742,81,84,2021-11-18T05:00:21Z,5160000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M07.00S,2021-11-18T05:00:59.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203501,10.463206307490145,45.588235294117645,1610612742,81,86,2021-11-18T05:01:30Z,5170000,22.0,46.0,1,left,T. Hardaway Jr. alley-oop Layup (19 PTS) (R. Bullock 2 AST),"[203501, 203493]",1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,5.09,Made,,,,,alley-oop,19.0,R. Bullock,203493.0,2.0,,,,,,,,,,,,,,,,
530,PT06M48.00S,2021-11-18T05:01:17.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.06636005256242,55.14705882352941,1610612756,83,86,2021-11-18T05:01:33Z,5190000,26.0,22.0,1,right,D. Ayton Layup (13 PTS) (C. Paul 10 AST),"[1629028, 101108]",1610612756.0,PHX,,Ayton,D. Ayton,3.39,Made,,,,,,13.0,C. Paul,101108.0,10.0,,,,,,,,,,,,,,,,
