actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
590,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,104,86,2023-01-05T03:02:57Z,5810000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,in,[],1631106,,,1610612740,104,86,2023-01-05T03:02:57Z,5820000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M24.00S,2023-01-05T03:03:15.7Z,4,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612740,104,86,2023-01-05T03:03:35Z,5830000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Jones 2 FT),"[1631106, 1630529]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,2.0,0.0,Jones,1630529.0,,,,,,,,,,,,
594,PT07M24.00S,2023-01-05T03:03:50.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630529,,,1610612740,105,86,2023-01-05T03:03:50Z,5850000,False,,,0,,H. Jones Free Throw 1 of 2 (4 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
595,PT07M24.00S,2023-01-05T03:04:05.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630529,,,1610612740,106,86,2023-01-05T03:04:05Z,5860000,False,,,0,,H. Jones Free Throw 2 of 2 (5 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
596,PT07M15.00S,2023-01-05T03:04:15.8Z,4,REGULAR,3pt,Jump Shot,[],1629645,69.85873850197109,72.79411764705883,1610612745,106,86,2023-01-05T03:04:21Z,5870000,False,114.0,231.0,1,right,MISS K. Porter Jr. 25' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
597,PT07M11.00S,2023-01-05T03:04:19.8Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,106,86,2023-01-05T03:04:21Z,5880000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,596.0,,,15.0,11.0,4.0,,,,,,
598,PT06M56.00S,2023-01-05T03:04:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.440867279894875,53.67647058823529,1610612740,108,86,2023-01-05T03:04:39Z,5890000,False,-18.0,17.0,1,left,J. Valanciunas cutting Layup (16 PTS) (C. McCollum 5 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.53,Made,16.0,,,,,,,,,,,,C. McCollum,203468.0,5.0,,,
600,PT06M40.00S,2023-01-05T03:04:53.7Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612745,108,86,2023-01-05T03:04:59Z,5910000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Green 2 FT),"[202685, 1630224]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,2.0,0.0,Green,1630224.0,,,,,,,,,,,,
602,PT06M40.00S,2023-01-05T03:05:16.5Z,4,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,108,87,2023-01-05T03:05:16Z,5930000,False,,,0,,J. Green Free Throw 1 of 2 (13 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
603,PT06M40.00S,2023-01-05T03:05:17.6Z,4,REGULAR,substitution,out,[],1631106,,,1610612745,108,87,2023-01-05T03:05:26Z,5940000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M40.00S,2023-01-05T03:05:17.6Z,4,REGULAR,substitution,in,[],1631095,,,1610612745,108,87,2023-01-05T03:05:26Z,5950000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M40.00S,2023-01-05T03:05:44.1Z,4,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,108,88,2023-01-05T03:05:44Z,5960000,False,,,0,,J. Green Free Throw 2 of 2 (14 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
606,PT06M33.00S,2023-01-05T03:05:52.7Z,4,REGULAR,3pt,Jump Shot,[],1628984,29.911300919842315,27.450980392156865,1610612740,108,88,2023-01-05T03:06:57Z,5970000,False,113.0,229.0,1,left,MISS D. Graham 25' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
607,PT06M30.00S,2023-01-05T03:05:55.7Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,108,88,2023-01-05T03:05:58Z,5980000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:11),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,606.0,,,12.0,11.0,1.0,,,,,,
608,PT06M15.00S,2023-01-05T03:06:11.0Z,4,REGULAR,3pt,Jump Shot,[],1631095,70.12155059132719,25.49019607843137,1610612745,108,88,2023-01-05T03:06:15Z,5990000,False,-123.0,228.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
609,PT06M12.00S,2023-01-05T03:06:14.0Z,4,REGULAR,rebound,offensive,[],1629645,,,1610612745,108,88,2023-01-05T03:06:15Z,6000000,False,,,0,,K. Porter Jr. REBOUND (Off:3 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,608.0,,,3.0,0.0,3.0,,,,,,
610,PT06M04.00S,2023-01-05T03:06:21.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,68.80749014454665,38.48039215686275,1610612745,108,88,2023-01-05T03:06:28Z,6010000,False,-58.0,241.0,1,right,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
611,PT06M01.00S,2023-01-05T03:06:24.7Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,108,88,2023-01-05T03:06:28Z,6020000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:12),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,,,610.0,,,16.0,12.0,4.0,,,,,,
612,PT05M54.00S,2023-01-05T03:06:31.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,9.674770039421814,44.85294117647059,1610612740,110,88,2023-01-05T03:06:37Z,6030000,False,26.0,38.0,1,left,C. McCollum driving Layup (28 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,28.0,,,,,,,,,,,,,,,,,
613,PT05M36.00S,2023-01-05T03:06:49.2Z,4,REGULAR,2pt,Jump Shot,[],1630224,93.24901445466492,85.5392156862745,1610612745,110,90,2023-01-05T03:08:20Z,6040000,False,178.0,11.0,1,right,J. Green 17' step back Jump Shot (16 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Right,17.8,Made,16.0,,,,,,,,,,,,,,,,,
614,PT05M09.00S,2023-01-05T03:07:16.7Z,4,REGULAR,3pt,Jump Shot,[],202685,32.013797634691194,39.950980392156865,1610612740,110,90,2023-01-05T03:07:23Z,6050000,False,50.0,248.0,1,left,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
615,PT05M08.00S,2023-01-05T03:07:17.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,110,90,2023-01-05T03:07:23Z,6060000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,614.0,,,,,,,,,,,
617,PT05M08.00S,2023-01-05T03:07:24.8Z,4,REGULAR,substitution,out,[],1628984,,,1610612745,110,90,2023-01-05T03:07:29Z,6080000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M08.00S,2023-01-05T03:07:24.8Z,4,REGULAR,substitution,out,[],201569,,,1610612745,110,90,2023-01-05T03:07:29Z,6090000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT05M08.00S,2023-01-05T03:07:24.8Z,4,REGULAR,substitution,in,[],1630230,,,1610612745,110,90,2023-01-05T03:07:29Z,6100000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M08.00S,2023-01-05T03:07:24.8Z,4,REGULAR,substitution,in,[],1630528,,,1610612745,110,90,2023-01-05T03:07:29Z,6110000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M59.00S,2023-01-05T03:07:51.4Z,4,REGULAR,substitution,out,[],1629645,,,1610612745,110,90,2023-01-05T03:07:57Z,6130000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M59.00S,2023-01-05T03:07:51.4Z,4,REGULAR,substitution,in,[],1630227,,,1610612745,110,90,2023-01-05T03:07:57Z,6140000,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M49.00S,2023-01-05T03:08:16.4Z,4,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612745,110,90,2023-01-05T03:08:27Z,6150000,False,,,0,,H. Jones shooting personal FOUL (3 PF) (Smith Jr. 2 FT),"[1630529, 1631095]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,,2003.0,3.0,1.0,Smith Jr.,1631095.0,,,,,,,,,,,,
626,PT04M49.00S,2023-01-05T03:08:45.1Z,4,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,110,91,2023-01-05T03:08:45Z,6170000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (13 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
627,PT04M49.00S,2023-01-05T03:09:05.3Z,4,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,110,92,2023-01-05T03:09:05Z,6180000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (14 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
628,PT04M35.00S,2023-01-05T03:09:20.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,11.12023653088042,57.59803921568627,1610612740,110,92,2023-01-05T03:09:29Z,6190000,False,-38.0,52.0,1,left,MISS T. Murphy III 6' driving Layup - blocked,"[1630530, 1630231]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,Martin Jr.,1630231.0,,,,,,,,,
629,PT04M35.00S,2023-01-05T03:09:20.9Z,4,REGULAR,block,,[],1630231,,,1610612740,110,92,2023-01-05T03:09:29Z,6200000,False,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
630,PT04M31.00S,2023-01-05T03:09:24.9Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,110,92,2023-01-05T03:09:29Z,6210000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:12),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,628.0,,,13.0,12.0,1.0,,,,,,
631,PT04M26.00S,2023-01-05T03:09:29.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630231,94.03745072273325,3.9215686274509802,1610612745,110,95,2023-01-05T03:10:35Z,6220000,False,-230.0,4.0,1,right,K. Martin Jr. 3PT running (16 PTS) (J. Green 4 AST),"[1630231, 1630224]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Left Corner 3,24+ Left,23.04,Made,16.0,,,,,,,,,,,,J. Green,1630224.0,4.0,,,
633,PT04M08.00S,2023-01-05T03:09:46.8Z,4,REGULAR,3pt,Jump Shot,[],203468,32.933639947437584,41.911764705882355,1610612740,110,95,2023-01-05T03:09:51Z,6240000,False,40.0,257.0,1,left,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.03,Missed,,,,,,,,,,,,,,,,,,
634,PT04M06.00S,2023-01-05T03:09:48.8Z,4,REGULAR,rebound,defensive,[],1630227,,,1610612745,110,95,2023-01-05T03:09:51Z,6250000,False,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Center,,,,,,,,,633.0,,,1.0,1.0,0.0,,,,,,
635,PT04M01.00S,2023-01-05T03:09:55.3Z,4,REGULAR,3pt,Jump Shot,[],1631095,68.9388961892247,66.42156862745098,1610612745,110,95,2023-01-05T03:10:01Z,6260000,False,82.0,239.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
636,PT03M57.00S,2023-01-05T03:09:59.3Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,110,95,2023-01-05T03:10:01Z,6270000,False,,,0,,N. Marshall REBOUND (Off:2 Def:5),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,635.0,,,7.0,5.0,2.0,,,,,,
637,PT03M40.00S,2023-01-05T03:10:18.1Z,4,REGULAR,foul,offensive,[],202685,,,1610612740,110,95,2023-01-05T03:10:29Z,6280000,False,,,0,,J. Valanciunas charge offensive FOUL (3 PF),"[202685, 1630231]",1610612740.0,NOP,charge,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,3.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,
639,PT03M40.00S,2023-01-05T03:10:18.1Z,4,REGULAR,turnover,offensive foul,[],202685,,,1610612740,110,95,2023-01-05T03:10:18Z,6300000,False,,,0,,J. Valanciunas offensive foul TURNOVER (3 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,,,,,,,,,,,,,,3.0,,
640,PT03M40.00S,2023-01-05T03:10:43.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,110,95,2023-01-05T03:10:43Z,6310000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M40.00S,2023-01-05T03:13:08.2Z,4,REGULAR,substitution,out,[],1631095,,,1610612745,110,95,2023-01-05T03:13:21Z,6320000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M40.00S,2023-01-05T03:13:08.2Z,4,REGULAR,substitution,out,[],1630224,,,1610612745,110,95,2023-01-05T03:13:21Z,6330000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M40.00S,2023-01-05T03:13:08.2Z,4,REGULAR,substitution,in,[],1631102,,,1610612745,110,95,2023-01-05T03:13:21Z,6350000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M40.00S,2023-01-05T03:13:08.2Z,4,REGULAR,substitution,in,[],1626246,,,1610612745,110,95,2023-01-05T03:13:21Z,6360000,False,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT03M40.00S,2023-01-05T03:13:08.2Z,4,REGULAR,substitution,in,[],1631106,,,1610612745,110,95,2023-01-05T03:13:21Z,6370000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT03M40.00S,2023-01-05T03:13:08.2Z,4,REGULAR,substitution,out,[],1630231,,,1610612745,110,95,2023-01-05T03:13:51Z,6375000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M25.00S,2023-01-05T03:13:38.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631106,89.56964520367937,50.0,1610612745,110,95,2023-01-05T03:13:56Z,6380000,False,0.0,46.0,1,right,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
648,PT03M22.00S,2023-01-05T03:13:41.1Z,4,REGULAR,rebound,offensive,[],1626246,,,1610612745,110,95,2023-01-05T03:13:41Z,6390000,False,,,0,,B. Marjanovic REBOUND (Off:1 Def:0),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,647.0,,,1.0,0.0,1.0,,,,,,
649,PT03M21.00S,2023-01-05T03:13:42.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626246,91.80354796320631,46.07843137254902,1610612745,110,97,2023-01-05T03:14:06Z,6400000,False,-20.0,25.0,1,right,B. Marjanovic putback Layup (2 PTS),[1626246],1610612745.0,HOU,putback,,,Marjanovic,B. Marjanovic,,,,,Restricted Area,0-8 Center,3.14,Made,2.0,,,,,,,,,,,,,,,,,
651,PT03M10.00S,2023-01-05T03:13:56.4Z,4,REGULAR,foul,personal,['2freethrow'],1631102,,,1610612740,110,97,2023-01-05T03:14:03Z,6410000,False,,,0,,T. Washington Jr. shooting personal FOUL (3 PF) (Jones 2 FT),"[1631102, 1630529]",1610612745.0,HOU,shooting,,,Washington Jr.,T. Washington Jr.,,,,,Restricted Area,0-8 Center,,,,2003.0,3.0,0.0,Jones,1630529.0,,,,,,,,,,,,
653,PT03M10.00S,2023-01-05T03:14:21.5Z,4,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,111,97,2023-01-05T03:14:21Z,6430000,False,,,0,,H. Jones Free Throw 1 of 2 (6 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
654,PT03M10.00S,2023-01-05T03:14:35.8Z,4,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,112,97,2023-01-05T03:14:35Z,6440000,False,,,0,,H. Jones Free Throw 2 of 2 (7 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
655,PT02M50.00S,2023-01-05T03:14:57.6Z,4,REGULAR,3pt,Jump Shot,[],1630528,66.70499342969777,40.44117647058824,1610612745,112,97,2023-01-05T03:15:09Z,6450000,False,-48.0,260.0,1,right,MISS J. Christopher 26' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
656,PT02M45.00S,2023-01-05T03:15:02.6Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,112,97,2023-01-05T03:15:09Z,6460000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:13),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,,,655.0,,,17.0,13.0,4.0,,,,,,
657,PT02M44.00S,2023-01-05T03:15:04.3Z,4,REGULAR,turnover,lost ball,[],202685,,,1610612740,112,97,2023-01-05T03:15:12Z,6470000,False,,,0,,J. Valanciunas lost ball TURNOVER (4 TO),"[202685, 1631106]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,4.0,Eason,1631106.0
658,PT02M44.00S,2023-01-05T03:15:04.3Z,4,REGULAR,steal,,[],1631106,,,1610612745,112,97,2023-01-05T03:15:07Z,6480000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
659,PT02M39.00S,2023-01-05T03:15:08.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631106,93.24901445466492,46.32352941176471,1610612745,112,99,2023-01-05T03:15:15Z,6490000,False,-18.0,11.0,1,right,T. Eason Layup (2 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,,,,,
660,PT02M18.00S,2023-01-05T03:15:28.9Z,4,REGULAR,3pt,Jump Shot,[],1630230,31.35676741130092,33.088235294117645,1610612740,115,99,2023-01-05T03:15:33Z,6500000,False,85.0,242.0,1,left,N. Marshall 25' 3PT  (16 PTS) (C. McCollum 6 AST),"[1630230, 203468]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,25.66,Made,16.0,,,,,,,,,,,,C. McCollum,203468.0,6.0,,,
662,PT01M57.00S,2023-01-05T03:15:53.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626246,87.86136662286465,43.13725490196079,1610612745,115,101,2023-01-05T03:15:59Z,6520000,False,-34.0,62.0,1,right,B. Marjanovic 7' turnaround Hook (4 PTS) (D. Nix 1 AST),"[1626246, 1630227]",1610612745.0,HOU,turnaround,,,Marjanovic,B. Marjanovic,,,,,In The Paint (Non-RA),0-8 Center,7.05,Made,4.0,,,,,,,,,,,,D. Nix,1630227.0,1.0,,,
664,PT01M57.00S,2023-01-05T03:15:58.1Z,4,REGULAR,foul,personal,['1freethrow'],202685,,,1610612745,115,101,2023-01-05T03:16:05Z,6540000,False,,,0,,J. Valanciunas shooting personal FOUL (4 PF) (Marjanovic 1 FT),"[202685, 1626246]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,4.0,0.0,Marjanovic,1626246.0,,,,,,,,,,,,
666,PT01M57.00S,2023-01-05T03:16:19.5Z,4,REGULAR,freethrow,1 of 1,[],1626246,,,1610612745,115,102,2023-01-05T03:16:19Z,6560000,False,,,0,,B. Marjanovic Free Throw 1 of 1 (5 PTS),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
667,PT01M37.00S,2023-01-05T03:16:40.7Z,4,REGULAR,3pt,Jump Shot,[],202685,32.933639947437584,47.549019607843135,1610612740,115,102,2023-01-05T03:16:50Z,6570000,False,12.0,257.0,1,left,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,25.74,Missed,,,,,,,,,,,,,,,,,,
668,PT01M33.00S,2023-01-05T03:16:43.3Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,115,102,2023-01-05T03:16:43Z,6580000,False,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,,,667.0,,,3.0,3.0,0.0,,,,,,
669,PT01M29.00S,2023-01-05T03:16:49.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630528,91.27792378449409,53.431372549019606,1610612745,115,104,2023-01-05T03:21:50Z,6590000,False,17.0,29.0,1,right,J. Christopher running Layup (2 PTS),[1630528],1610612745.0,HOU,running,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,3.41,Made,2.0,,,,,,,,,,,,,,,,,
670,PT01M22.00S,2023-01-05T03:17:01.1Z,4,REGULAR,foul,personal,[],1631102,,,1610612740,115,104,2023-01-05T03:17:12Z,6600000,False,,,0,,T. Washington Jr. personal FOUL (4 PF),"[1631102, 203468]",1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,Mid-Range,16-24 Left,,,,1626301.0,4.0,0.0,McCollum,203468.0,,,,,,,,,,,,
673,PT01M15.00S,2023-01-05T03:17:28.8Z,4,REGULAR,3pt,Jump Shot,[],1630530,27.414586070959263,20.098039215686274,1610612740,115,104,2023-01-05T03:17:38Z,6620000,False,150.0,205.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
674,PT01M10.00S,2023-01-05T03:17:33.8Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612745,115,104,2023-01-05T03:17:38Z,6630000,False,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,673.0,,,1.0,1.0,0.0,,,,,,
