actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
259,PT04M47.00S,2026-01-21T01:52:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,10.463206307490145,48.529411764705884,1610612746,49,41,2026-01-21T01:57:01Z,2540000,False,7.0,46.0,1,left,MISS J. Harden driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.65,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
260,PT04M45.00S,2026-01-21T01:52:52.1Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,49,41,2026-01-21T01:52:54Z,2550000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dosunmu,A. Dosunmu,259.0,1.0,1.0,0.0,,,,,,,,,,,,,,
261,PT04M41.00S,2026-01-21T01:52:56.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630188,67.7562417871222,34.80392156862745,1610612741,52,41,2026-01-21T01:53:02Z,2560000,False,-76.0,251.0,1,right,J. Smith 26' 3PT running (6 PTS) (A. Dosunmu 2 AST),"[1630188, 1630245]",1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Center,26.19,Made,Smith,J. Smith,,,,,6.0,,,A. Dosunmu,1630245.0,2.0,,,,,,,,
263,PT04M30.00S,2026-01-21T01:53:12.9Z,2,REGULAR,foul,personal,[],1630188,,,1610612746,52,41,2026-01-21T01:53:53Z,2580000,False,,,0,,J. Smith personal FOUL (2 PF),"[1630188, 1627826]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,Smith,J. Smith,,,,,,201638.0,,,,,2.0,0.0,Zubac,1627826.0,,,,
265,PT04M24.00S,2026-01-21T01:53:33.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,12.302890932982917,47.549019607843135,1610612746,52,43,2026-01-21T01:53:38Z,2600000,False,12.0,63.0,1,left,I. Zubac 6' turnaround Hook (5 PTS),[1627826],1610612746.0,LAC,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,Zubac,I. Zubac,,,,,5.0,,,,,,,,,,,,,
266,PT04M10.00S,2026-01-21T01:53:47.0Z,2,REGULAR,3pt,Jump Shot,[],1630245,73.14388961892247,82.35294117647058,1610612741,55,43,2026-01-21T01:53:50Z,2610000,False,162.0,200.0,1,right,A. Dosunmu 25' 3PT  (6 PTS) (D. Terry 3 AST),"[1630245, 1631207]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.72,Made,Dosunmu,A. Dosunmu,,,,,6.0,,,D. Terry,1631207.0,3.0,,,,,,,,
268,PT03M52.00S,2026-01-21T01:54:09.9Z,2,REGULAR,foul,personal,[],1630188,,,1610612746,55,43,2026-01-21T01:54:17Z,2630000,False,,,0,,J. Smith personal FOUL (3 PF),"[1630188, 1627826]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Smith,J. Smith,,,,,,1628480.0,,,,,3.0,0.0,Zubac,1627826.0,,,,
270,PT03M39.00S,2026-01-21T01:54:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,7.046649145860711,50.73529411764706,1610612746,55,43,2026-01-21T01:54:50Z,2650000,False,-4.0,14.0,1,left,MISS J. Collins driving Layup,[1628381],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,1.42,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,
271,PT03M38.00S,2026-01-21T01:54:46.2Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,55,43,2026-01-21T01:54:50Z,2660000,False,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Smith,J. Smith,270.0,7.0,5.0,2.0,,,,,,,,,,,,,,
272,PT03M32.00S,2026-01-21T01:54:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,93.77463863337714,57.35294117647059,1610612741,55,43,2026-01-21T01:59:17Z,2670000,False,37.0,6.0,1,right,MISS D. Terry driving finger roll Layup,[1631207],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,3.73,Missed,Terry,D. Terry,,,,,,,,,,,,,,,,,,
273,PT03M30.00S,2026-01-21T01:54:54.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,55,43,2026-01-21T01:54:57Z,2680000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,
274,PT03M25.00S,2026-01-21T01:54:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628381,9.411957950065702,48.28431372549019,1610612746,55,43,2026-01-21T01:55:05Z,2690000,False,9.0,36.0,1,left,MISS J. Collins running Layup - blocked,"[1628381, 1641824]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,3.7,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,Buzelis,1641824.0
275,PT03M25.00S,2026-01-21T01:54:59.8Z,2,REGULAR,block,,[],1641824,,,1610612746,55,43,2026-01-21T01:55:02Z,2700000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
276,PT03M22.00S,2026-01-21T01:55:02.8Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,55,43,2026-01-21T01:55:05Z,2710000,False,,,0,,J. Smith REBOUND (Off:2 Def:6),[1630188],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Smith,J. Smith,274.0,8.0,6.0,2.0,,,,,,,,,,,,,,
277,PT03M20.00S,2026-01-21T01:55:04.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,71.69842312746385,81.86274509803921,1610612741,58,43,2026-01-21T02:00:26Z,2720000,False,159.0,214.0,1,right,A. Dosunmu 26' 3PT running pullup (9 PTS) (T. Jones 3 AST),"[1630245, 1630200]",1610612741.0,CHI,running pullup,,,,,,Above the Break 3,24+ Right Center,26.64,Made,Dosunmu,A. Dosunmu,,,,,9.0,,,T. Jones,1630200.0,3.0,,,,,,,,
279,PT03M19.00S,2026-01-21T01:55:11.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,58,43,2026-01-21T01:55:11Z,2740000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M19.00S,2026-01-21T01:58:00.4Z,2,REGULAR,substitution,out,[],1631207,,,1610612746,58,43,2026-01-21T01:58:12Z,2750000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,,,,,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,
281,PT03M19.00S,2026-01-21T01:58:00.4Z,2,REGULAR,substitution,out,[],1630188,,,1610612746,58,43,2026-01-21T01:58:12Z,2760000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
282,PT03M19.00S,2026-01-21T01:58:00.4Z,2,REGULAR,substitution,in,[],202696,,,1610612746,58,43,2026-01-21T01:58:12Z,2770000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
283,PT03M19.00S,2026-01-21T01:58:00.4Z,2,REGULAR,substitution,in,[],1628989,,,1610612746,58,43,2026-01-21T01:58:12Z,2780000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
284,PT03M07.00S,2026-01-21T01:58:15.4Z,2,REGULAR,3pt,Jump Shot,[],201935,25.04927726675427,14.460784313725492,1610612746,58,43,2026-01-21T01:58:20Z,2790000,False,178.0,183.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Right Center,25.51,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
285,PT03M04.00S,2026-01-21T01:58:18.4Z,2,REGULAR,rebound,offensive,[],1642920,,,1610612746,58,43,2026-01-21T01:58:20Z,2800000,False,,,0,,K. Sanders REBOUND (Off:1 Def:1),[1642920],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,Sanders,K. Sanders,284.0,2.0,1.0,1.0,,,,,,,,,,,,,,
286,PT03M04.00S,2026-01-21T01:58:18.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642920,5.590000152587891,50.0,1610612746,58,45,2026-01-21T02:00:59Z,2810000,False,0.0,0.0,1,left,K. Sanders tip DUNK (2 PTS),[1642920],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Sanders,K. Sanders,,,,,2.0,,,,,,,,,,,,,
287,PT02M48.00S,2026-01-21T01:58:33.7Z,2,REGULAR,3pt,Jump Shot,[],1630200,66.96780551905388,57.35294117647059,1610612741,58,45,2026-01-21T01:58:37Z,2820000,False,37.0,258.0,1,right,MISS T. Jones 26' 3PT,[1630200],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,26.06,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,
288,PT02M46.00S,2026-01-21T01:58:35.7Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,58,45,2026-01-21T01:58:37Z,2830000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Zubac,I. Zubac,287.0,3.0,3.0,0.0,,,,,,,,,,,,,,
289,PT02M37.00S,2026-01-21T01:58:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,13.87976346911958,47.30392156862745,1610612746,58,45,2026-01-21T01:58:50Z,2840000,False,13.0,78.0,1,left,MISS K. Dunn 7' driving floating Shot,[1627739],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
290,PT02M35.00S,2026-01-21T01:58:48.2Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,58,45,2026-01-21T01:58:50Z,2850000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dosunmu,A. Dosunmu,289.0,2.0,2.0,0.0,,,,,,,,,,,,,,
291,PT02M18.00S,2026-01-21T01:59:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.38042049934296,53.67647058823529,1610612741,60,45,2026-01-21T01:59:09Z,2860000,False,18.0,10.0,1,right,A. Dosunmu cutting Layup (11 PTS) (N. Vučević 2 AST),"[1630245, 202696]",1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,2.08,Made,Dosunmu,A. Dosunmu,,,,,11.0,,,N. Vučević,202696.0,2.0,,,,,,,,
293,PT02M04.00S,2026-01-21T01:59:18.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,11.908672798948752,48.03921568627451,1610612746,60,45,2026-01-21T01:59:22Z,2880000,False,10.0,59.0,1,left,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
294,PT02M02.00S,2026-01-21T01:59:20.8Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612741,60,45,2026-01-21T01:59:22Z,2890000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Huerter,K. Huerter,293.0,2.0,2.0,0.0,,,,,,,,,,,,,,
295,PT01M58.00S,2026-01-21T01:59:24.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641824,72.48685939553219,19.607843137254903,1610612741,60,45,2026-01-21T02:02:47Z,2900000,False,-152.0,206.0,1,right,MISS M. Buzelis 25' running 3PT,[1641824],1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Left Center,25.61,Missed,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
296,PT01M54.00S,2026-01-21T01:59:28.0Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,60,45,2026-01-21T01:59:30Z,2910000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Zubac,I. Zubac,295.0,4.0,4.0,0.0,,,,,,,,,,,,,,
297,PT01M45.00S,2026-01-21T01:59:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,8.492115637319317,51.9607843137255,1610612746,60,45,2026-01-21T02:03:02Z,2920000,False,-10.0,27.0,1,left,MISS J. Harden driving finger roll Layup - blocked,"[201935, 202696]",1610612746.0,LAC,driving finger roll,,,,,,Restricted Area,0-8 Center,2.9,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,Vučević,202696.0
298,PT01M45.00S,2026-01-21T01:59:36.7Z,2,REGULAR,block,,[],202696,,,1610612746,60,45,2026-01-21T01:59:38Z,2930000,False,,,0,,N. Vučević BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
299,PT01M40.00S,2026-01-21T01:59:41.7Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,60,45,2026-01-21T01:59:43Z,2940000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,297.0,5.0,4.0,1.0,,,,,,,,,,,,,,
300,PT01M40.00S,2026-01-21T01:59:41.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,60,45,2026-01-21T01:59:47Z,2950000,False,0.0,0.0,1,left,MISS I. Zubac putback Layup,[1627826],1610612746.0,LAC,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
301,PT01M40.00S,2026-01-21T01:59:41.5Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,60,45,2026-01-21T01:59:47Z,2960000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,300.0,6.0,4.0,2.0,,,,,,,,,,,,,,
302,PT01M38.00S,2026-01-21T01:59:44.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,60,45,2026-01-21T02:00:47Z,2970000,False,0.0,0.0,1,left,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
303,PT01M37.00S,2026-01-21T01:59:45.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,60,45,2026-01-21T02:00:47Z,2980000,False,,,0,,N. Vučević REBOUND (Off:3 Def:5),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,302.0,8.0,5.0,3.0,,,,,,,,,,,,,,
304,PT01M36.00S,2026-01-21T01:59:47.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,93.51182654402102,51.9607843137255,1610612741,62,45,2026-01-21T01:59:55Z,2990000,False,10.0,8.0,1,right,M. Buzelis running Layup (8 PTS),[1641824],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.3,Made,Buzelis,M. Buzelis,,,,,8.0,,,,,,,,,,,,,
305,PT01M16.00S,2026-01-21T02:00:06.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,6.389618922470433,49.754901960784316,1610612746,62,47,2026-01-21T02:00:10Z,3000000,False,1.0,8.0,1,left,I. Zubac cutting DUNK (7 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,0.77,Made,Zubac,I. Zubac,,,,,7.0,,,J. Harden,201935.0,2.0,,,,,,,,
308,PT01M07.00S,2026-01-21T02:00:18.0Z,2,REGULAR,substitution,out,[],1628989,,,1610612741,62,47,2026-01-21T02:00:24Z,3030000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
309,PT01M07.00S,2026-01-21T02:00:18.0Z,2,REGULAR,substitution,out,[],1627739,,,1610612741,62,47,2026-01-21T02:00:24Z,3040000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
310,PT01M07.00S,2026-01-21T02:00:18.0Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,62,47,2026-01-21T02:00:24Z,3050000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
311,PT01M07.00S,2026-01-21T02:00:18.0Z,2,REGULAR,substitution,in,[],1641757,,,1610612741,62,47,2026-01-21T02:00:24Z,3060000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,,,,,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,
312,PT01M03.00S,2026-01-21T02:00:40.4Z,2,REGULAR,3pt,Jump Shot,[],1641824,73.14388961892247,82.84313725490196,1610612741,65,47,2026-01-21T02:00:44Z,3070000,False,164.0,200.0,1,right,M. Buzelis 25' 3PT  (11 PTS) (N. Vučević 3 AST),"[1641824, 202696]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.87,Made,Buzelis,M. Buzelis,,,,,11.0,,,N. Vučević,202696.0,3.0,,,,,,,,
314,PT00M47.80S,2026-01-21T02:00:56.6Z,2,REGULAR,3pt,Jump Shot,[],201935,28.597240473061763,19.11764705882353,1610612746,65,47,2026-01-21T02:05:57Z,3090000,False,154.0,216.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,26.58,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
315,PT00M46.10S,2026-01-21T02:01:00.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,65,47,2026-01-21T02:01:00Z,3100000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,,314.0,,,,,,,,,,,,,,,,,
317,PT00M34.30S,2026-01-21T02:01:16.9Z,2,REGULAR,foul,personal,['2freethrow'],1641757,,,1610612741,65,47,2026-01-21T02:01:22Z,3120000,False,,,0,,J. Miller shooting personal FOUL (2 PF) (White 2 FT),"[1641757, 1629632]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,Miller,J. Miller,,,,,,1628480.0,,,,,2.0,0.0,White,1629632.0,,,,
319,PT00M34.30S,2026-01-21T02:01:46.4Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,66,47,2026-01-21T02:01:46Z,3140000,False,,,0,,C. White Free Throw 1 of 2 (9 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,White,C. White,,,,,9.0,,,,,,,,,,,,,
320,PT00M34.30S,2026-01-21T02:01:49.2Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,66,47,2026-01-21T02:01:55Z,3150000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
321,PT00M34.30S,2026-01-21T02:01:49.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612741,66,47,2026-01-21T02:01:55Z,3160000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
322,PT00M34.30S,2026-01-21T02:02:05.7Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,67,47,2026-01-21T02:02:05Z,3170000,False,,,0,,C. White Free Throw 2 of 2 (10 PTS),[1629632],1610612741.0,CHI,,,,,,,,,,Made,White,C. White,,,,,10.0,,,,,,,,,,,,,
323,PT00M30.30S,2026-01-21T02:02:13.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,5.601182654402102,50.245098039215684,1610612746,67,49,2026-01-21T02:02:20Z,3180000,False,-1.0,0.0,1,left,J. Collins cutting DUNK (12 PTS) (K. Sanders 2 AST),"[1628381, 1642920]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,0.12,Made,Collins,J. Collins,,,,,12.0,,,K. Sanders,1642920.0,2.0,,,,,,,,
325,PT00M12.10S,2026-01-21T02:02:33.9Z,2,REGULAR,3pt,Jump Shot,[],1641824,67.7562417871222,51.71568627450981,1610612741,70,49,2026-01-21T02:02:37Z,3200000,False,9.0,251.0,1,right,M. Buzelis 25' 3PT  (14 PTS) (C. White 4 AST),"[1641824, 1629632]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.07,Made,Buzelis,M. Buzelis,,,,,14.0,,,C. White,1629632.0,4.0,,,,,,,,
327,PT00M03.40S,2026-01-21T02:02:50.2Z,2,REGULAR,foul,personal,[],1630171,,,1610612746,70,49,2026-01-21T02:03:14Z,3220000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 201935]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Okoro,I. Okoro,,,,,,1830.0,,,,,1.0,0.0,Harden,201935.0,,,,
329,PT00M00.60S,2026-01-21T02:03:15.4Z,2,REGULAR,foul,offensive,[],201935,,,1610612746,70,49,2026-01-21T02:03:29Z,3240000,False,,,0,,J. Harden charge offensive FOUL (1 PF),"[201935, 1630171]",1610612746.0,LAC,charge,,,,,,In The Paint (Non-RA),8-16 Left,,,Harden,J. Harden,,,,,,201638.0,,,,,1.0,0.0,Okoro,1630171.0,,,,
331,PT00M00.60S,2026-01-21T02:03:15.4Z,2,REGULAR,turnover,offensive foul,[],201935,,,1610612746,70,49,2026-01-21T02:03:15Z,3260000,False,,,0,,J. Harden offensive foul TURNOVER (4 TO),[201935],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Left,,,Harden,J. Harden,,,,,,201638.0,4.0,,,,,,,,,,,
332,PT00M00.00S,2026-01-21T02:03:27.0Z,2,REGULAR,period,end,[],0,,,1610612741,70,49,2026-01-21T02:03:27Z,3270000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2026-01-21T02:18:09.7Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612741,70,49,2026-01-21T02:18:39Z,3280000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2026-01-21T02:18:09.7Z,3,REGULAR,substitution,out,['startperiod'],1641757,,,1610612741,70,49,2026-01-21T02:18:39Z,3290000,False,,,0,,SUB out: J. Miller,[1641757],1610612746.0,LAC,,,,,,,,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2026-01-21T02:18:09.7Z,3,REGULAR,substitution,in,['startperiod'],1630188,,,1610612741,70,49,2026-01-21T02:18:39Z,3300000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2026-01-21T02:18:09.7Z,3,REGULAR,substitution,in,['startperiod'],1627739,,,1610612741,70,49,2026-01-21T02:18:39Z,3310000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2026-01-21T02:18:50.6Z,3,REGULAR,period,start,[],0,,,1610612746,70,49,2026-01-21T02:18:50Z,3320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M48.00S,2026-01-21T02:19:06.4Z,3,REGULAR,3pt,Jump Shot,[],1628381,94.82588699080158,3.6764705882352944,1610612746,70,52,2026-01-21T02:20:35Z,3330000,False,-232.0,-4.0,1,right,J. Collins 3PT  (15 PTS) (K. Sanders 3 AST),"[1628381, 1642920]",1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,23.16,Made,Collins,J. Collins,,,,,15.0,,,K. Sanders,1642920.0,3.0,,,,,,,,
340,PT11M20.00S,2026-01-21T02:19:29.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,13.354139290407357,48.03921568627451,1610612741,72,52,2026-01-21T02:19:33Z,3350000,False,10.0,73.0,1,left,N. Vučević 7' driving Hook (10 PTS),[202696],1610612741.0,CHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,Vučević,N. Vučević,,,,,10.0,,,,,,,,,,,,,
341,PT11M06.00S,2026-01-21T02:19:43.4Z,3,REGULAR,3pt,Jump Shot,[],1642920,93.64323258869908,1.9607843137254901,1610612746,72,55,2026-01-21T02:19:50Z,3360000,False,-240.0,7.0,1,right,K. Sanders 24' 3PT  (5 PTS) (J. Harden 3 AST),"[1642920, 201935]",1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,24.03,Made,Sanders,K. Sanders,,,,,5.0,,,J. Harden,201935.0,3.0,,,,,,,,
343,PT11M04.00S,2026-01-21T02:19:49.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,72,55,2026-01-21T02:19:49Z,3380000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT10M38.00S,2026-01-21T02:23:10.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,10.85742444152431,49.754901960784316,1610612741,72,55,2026-01-21T02:23:15Z,3390000,False,1.0,50.0,1,left,MISS I. Okoro driving floating Shot - blocked,"[1630171, 1627739]",1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,Okoro,I. Okoro,,,,,,,,,,,,,,,,,Dunn,1627739.0
345,PT10M38.00S,2026-01-21T02:23:10.8Z,3,REGULAR,block,,[],1627739,,,1610612741,72,55,2026-01-21T02:23:41Z,3400000,False,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
