actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
445,PT07M21.00S,2026-02-20T02:45:31.9Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612741,59,68,2026-02-20T02:45:41Z,4390000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,444.0,2.0,1.0,1.0,,,,,,,,,,
446,PT07M12.00S,2026-02-20T02:45:39.0Z,3,REGULAR,3pt,Jump Shot,[],1629014,34.90473061760841,59.80392156862745,1610612741,59,68,2026-02-20T02:45:43Z,4400000,False,-49.0,276.0,1,left,MISS A. Simons 27' 3PT,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,27.99,Missed,,,,,,,,,,,,,,,
447,PT07M08.00S,2026-02-20T02:45:41.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,59,68,2026-02-20T02:45:41Z,4410000,False,,,0,,B. Ingram REBOUND (Off:3 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,446.0,5.0,2.0,3.0,,,,,,,,,,
448,PT06M56.00S,2026-02-20T02:45:53.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.59855453350855,58.08823529411765,1610612761,59,68,2026-02-20T02:45:58Z,4420000,False,40.0,64.0,1,right,MISS R. Barrett 7' turnaround Shot,[1629628],1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,7.58,Missed,,,,,,,,,,,,,,,
449,PT06M54.00S,2026-02-20T02:45:55.4Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612761,59,68,2026-02-20T02:45:58Z,4430000,False,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,448.0,5.0,4.0,1.0,,,,,,,,,,
450,PT06M53.00S,2026-02-20T02:45:57.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,92.9862023653088,50.49019607843137,1610612761,59,70,2026-02-20T02:46:01Z,4440000,False,2.0,13.0,1,right,R. Barrett putback Layup (10 PTS),[1629628],1610612761.0,TOR,putback,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,1.36,Made,10.0,,,,,,,,,,,,,,
451,PT06M41.00S,2026-02-20T02:46:10.0Z,3,REGULAR,3pt,Jump Shot,[],1641824,27.94021024967148,77.94117647058823,1610612741,59,70,2026-02-20T02:46:14Z,4450000,False,-140.0,210.0,1,left,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,,25.23,Missed,,,,,,,,,,,,,,,
452,PT06M37.00S,2026-02-20T02:46:14.0Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612741,59,70,2026-02-20T02:46:14Z,4460000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,451.0,3.0,1.0,2.0,,,,,,,,,,
453,PT06M33.00S,2026-02-20T02:46:17.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629014,7.5722733245729295,51.9607843137255,1610612741,59,70,2026-02-20T02:46:35Z,4470000,False,-10.0,19.0,1,left,MISS A. Simons driving Layup,[1629014],1610612741.0,CHI,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,2.11,Missed,,,,,,,,,,,,,,,
454,PT06M33.00S,2026-02-20T02:46:17.5Z,3,REGULAR,rebound,offensive,[],1641824,,,1610612741,59,70,2026-02-20T02:47:35Z,4480000,False,,,0,,M. Buzelis REBOUND (Off:2 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,453.0,5.0,3.0,2.0,,,,,,,,,,
455,PT06M33.00S,2026-02-20T02:46:34.1Z,3,REGULAR,foul,personal,[],1629628,,,1610612741,59,70,2026-02-20T02:46:39Z,4490000,False,,,0,,R. Barrett personal FOUL (4 PF),"[1629628, 1641824]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,4.0,0.0,Buzelis,1641824.0
457,PT06M33.00S,2026-02-20T02:46:41.1Z,3,REGULAR,substitution,out,[],1630581,,,1610612741,59,70,2026-02-20T02:46:51Z,4510000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT06M33.00S,2026-02-20T02:46:41.1Z,3,REGULAR,substitution,out,[],1629628,,,1610612741,59,70,2026-02-20T02:46:51Z,4520000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT06M33.00S,2026-02-20T02:46:41.1Z,3,REGULAR,substitution,in,[],1630200,,,1610612741,59,70,2026-02-20T02:46:51Z,4530000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M33.00S,2026-02-20T02:46:41.1Z,3,REGULAR,substitution,in,[],1642266,,,1610612741,59,70,2026-02-20T02:46:51Z,4540000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT06M24.00S,2026-02-20T02:47:10.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629014,14.668199737187912,45.09803921568628,1610612741,61,70,2026-02-20T02:52:12Z,4550000,False,25.0,85.0,1,left,A. Simons 8' turnaround fadeaway Jump Shot (17 PTS),[1629014],1610612741.0,CHI,turnaround fadeaway,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,,8.88,Made,17.0,,,,,,,,,,,,,,
462,PT06M08.00S,2026-02-20T02:47:27.0Z,3,REGULAR,3pt,Jump Shot,[],1642266,94.95729303547962,2.696078431372549,1610612761,61,70,2026-02-20T02:47:30Z,4560000,False,-237.0,-5.0,1,right,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,,23.66,Missed,,,,,,,,,,,,,,,
463,PT06M05.00S,2026-02-20T02:47:30.0Z,3,REGULAR,rebound,offensive,[],1642266,,,1610612761,61,70,2026-02-20T02:47:30Z,4570000,False,,,0,,J. Walter REBOUND (Off:1 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,,,,,462.0,2.0,1.0,1.0,,,,,,,,,,
464,PT06M03.00S,2026-02-20T02:47:31.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642266,93.38042049934296,50.49019607843137,1610612761,61,72,2026-02-20T02:52:49Z,4580000,False,2.0,10.0,1,right,J. Walter driving reverse Layup (8 PTS),[1642266],1610612761.0,TOR,driving reverse,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,1.0,Made,8.0,,,,,,,,,,,,,,
465,PT05M56.00S,2026-02-20T02:47:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.30946123521682,48.529411764705884,1610612741,61,72,2026-02-20T02:47:43Z,4590000,False,7.0,16.0,1,left,MISS I. Okoro driving Layup,[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,1.78,Missed,,,,,,,,,,,,,,,
466,PT05M54.00S,2026-02-20T02:47:40.9Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,61,72,2026-02-20T02:47:43Z,4600000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,465.0,2.0,2.0,0.0,,,,,,,,,,
467,PT05M50.00S,2026-02-20T02:47:44.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,66.44218134034165,45.83333333333333,1610612761,61,72,2026-02-20T02:53:52Z,4610000,False,-21.0,263.0,1,right,MISS I. Quickley 26' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,26.37,Missed,,,,,,,,,,,,,,,
468,PT05M47.00S,2026-02-20T02:47:47.4Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612741,61,72,2026-02-20T02:53:52Z,4620000,False,,,0,,I. Okoro REBOUND (Off:1 Def:2),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,,,467.0,3.0,2.0,1.0,,,,,,,,,,
469,PT05M41.00S,2026-02-20T02:47:52.7Z,3,REGULAR,3pt,Jump Shot,[],1630200,5.732588699080158,2.941176470588235,1610612741,64,72,2026-02-20T02:54:38Z,4630000,False,235.0,1.0,1,left,T. Jones 3PT  (5 PTS) (M. Buzelis 1 AST),"[1630200, 1641824]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,23.53,Made,5.0,,,,,,M. Buzelis,1641824.0,1.0,,,,,,
471,PT05M19.00S,2026-02-20T02:48:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.38042049934296,51.71568627450981,1610612761,64,74,2026-02-20T02:48:18Z,4650000,False,9.0,10.0,1,right,B. Ingram driving finger roll Layup (21 PTS),[1627742],1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,1.3,Made,21.0,,,,,,,,,,,,,,
472,PT05M09.00S,2026-02-20T02:48:26.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,6.652431011826544,47.30392156862745,1610612741,64,74,2026-02-20T02:48:31Z,4660000,False,13.0,10.0,1,left,MISS A. Simons driving Layup,[1629014],1610612741.0,CHI,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,1.68,Missed,,,,,,,,,,,,,,,
473,PT05M09.00S,2026-02-20T02:48:30.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,64,74,2026-02-20T02:48:30Z,4670000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,472.0,,,,,,,,,,,,,
474,PT05M09.00S,2026-02-20T02:48:31.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612761,64,74,2026-02-20T02:48:58Z,4680000,False,,,0,,N. Richards loose ball personal FOUL (2 PF) (Ingram 2 FT),"[1630208, 1627742]",1610612741.0,CHI,loose ball,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628168.0,,,,,,2.0,1.0,Ingram,1627742.0
476,PT05M09.00S,2026-02-20T02:49:07.5Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,64,74,2026-02-20T02:49:07Z,4700000,False,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
477,PT05M09.00S,2026-02-20T02:49:07.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,64,74,2026-02-20T02:49:07Z,4710000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,
478,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,out,[],1641824,,,1610612761,64,74,2026-02-20T02:49:39Z,4720000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,out,[],1629014,,,1610612761,64,74,2026-02-20T02:49:39Z,4730000,False,,,0,,SUB out: A. Simons,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,out,[],1630193,,,1610612761,64,74,2026-02-20T02:49:39Z,4740000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,64,74,2026-02-20T02:49:39Z,4750000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,in,[],1630172,,,1610612761,64,74,2026-02-20T02:49:39Z,4760000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,in,[],1629012,,,1610612761,64,74,2026-02-20T02:49:39Z,4770000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,in,[],1642347,,,1610612761,64,74,2026-02-20T02:49:39Z,4780000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT05M09.00S,2026-02-20T02:49:08.3Z,3,REGULAR,substitution,in,[],1642867,,,1610612761,64,74,2026-02-20T02:49:39Z,4790000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT05M09.00S,2026-02-20T02:49:40.4Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,64,75,2026-02-20T02:49:40Z,4800000,False,,,0,,B. Ingram Free Throw 2 of 2 (22 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
487,PT04M57.00S,2026-02-20T02:49:49.8Z,3,REGULAR,3pt,Jump Shot,[],1630172,26.49474375821288,81.86274509803921,1610612741,64,75,2026-02-20T02:49:53Z,4810000,False,-159.0,197.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,25.3,Missed,,,,,,,,,,,,,,,
488,PT04M54.00S,2026-02-20T02:49:52.8Z,3,REGULAR,rebound,defensive,[],1642266,,,1610612761,64,75,2026-02-20T02:49:53Z,4820000,False,,,0,,J. Walter REBOUND (Off:1 Def:2),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,,487.0,3.0,2.0,1.0,,,,,,,,,,
489,PT04M44.00S,2026-02-20T02:50:03.3Z,3,REGULAR,3pt,Jump Shot,[],1642266,68.67608409986859,64.4607843137255,1610612761,64,78,2026-02-20T02:50:07Z,4830000,False,72.0,242.0,1,right,J. Walter 25' 3PT  (11 PTS) (J. Shead 2 AST),"[1642266, 1642347]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,25.25,Made,11.0,,,,,,J. Shead,1642347.0,2.0,,,,,,
491,PT04M31.00S,2026-02-20T02:50:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,6.1268068331143235,45.588235294117645,1610612741,66,78,2026-02-20T02:50:19Z,4850000,False,22.0,5.0,1,left,C. Sexton driving finger roll Layup (9 PTS) (T. Jones 4 AST),"[1629012, 1630200]",1610612741.0,CHI,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,2.27,Made,9.0,,,,,,T. Jones,1630200.0,4.0,,,,,,
493,PT04M12.00S,2026-02-20T02:50:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.64323258869908,51.9607843137255,1610612761,66,80,2026-02-20T02:50:37Z,4870000,False,10.0,7.0,1,right,B. Ingram driving finger roll Layup (24 PTS) (C. Murray-Boyles 1 AST),"[1627742, 1642867]",1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,1.22,Made,24.0,,,,,,C. Murray-Boyles,1642867.0,1.0,,,,,,
495,PT04M02.00S,2026-02-20T02:50:44.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,5.863994743758213,50.73529411764706,1610612741,68,80,2026-02-20T02:50:47Z,4890000,False,-4.0,3.0,1,left,N. Richards alley-oop Layup (6 PTS) (T. Jones 5 AST),"[1630208, 1630200]",1610612741.0,CHI,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,0.45,Made,6.0,,,,,,T. Jones,1630200.0,5.0,,,,,,
497,PT03M53.00S,2026-02-20T02:50:52.7Z,3,REGULAR,3pt,Jump Shot,[],1630572,89.43823915900131,97.79411764705883,1610612761,68,80,2026-02-20T02:50:57Z,4910000,False,239.0,47.0,1,right,MISS S. Mamukelashvili 24' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,,24.35,Missed,,,,,,,,,,,,,,,
498,PT03M51.00S,2026-02-20T02:50:54.7Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,68,80,2026-02-20T02:50:57Z,4920000,False,,,0,,P. Williams REBOUND (Off:0 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,,497.0,3.0,3.0,0.0,,,,,,,,,,
499,PT03M47.00S,2026-02-20T02:51:00.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,7.178055190538765,48.28431372549019,1610612741,70,80,2026-02-20T02:51:05Z,4930000,False,9.0,15.0,1,left,I. Okoro running Layup (13 PTS) (T. Jones 6 AST),"[1630171, 1630200]",1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,1.73,Made,13.0,,,,,,T. Jones,1630200.0,6.0,,,,,,
501,PT03M47.00S,2026-02-20T02:51:02.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627742,,,1610612741,70,80,2026-02-20T02:51:28Z,4950000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Okoro 1 FT),"[1627742, 1630171]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628168.0,,,,,,1.0,0.0,Okoro,1630171.0
503,PT03M47.00S,2026-02-20T02:51:16.8Z,3,REGULAR,substitution,out,[],1630572,,,1610612741,70,80,2026-02-20T02:51:20Z,4970000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M47.00S,2026-02-20T02:51:16.8Z,3,REGULAR,substitution,in,[],1630567,,,1610612741,70,80,2026-02-20T02:51:20Z,4980000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M47.00S,2026-02-20T02:51:41.9Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630171,,,1610612741,71,80,2026-02-20T02:51:41Z,4990000,False,,,0,,I. Okoro Free Throw 1 of 1 (14 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
506,PT03M32.00S,2026-02-20T02:52:01.2Z,3,REGULAR,turnover,out-of-bounds,[],1642266,,,1610612761,71,80,2026-02-20T02:52:07Z,5000000,False,,,0,,J. Walter bad pass out-of-bounds TURNOVER (1 TO),[1642266],1610612761.0,TOR,bad pass,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,1628168.0,,,,,,,,,
507,PT03M32.00S,2026-02-20T02:52:09.4Z,3,REGULAR,substitution,out,[],1630171,,,1610612741,71,80,2026-02-20T02:52:11Z,5010000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT03M32.00S,2026-02-20T02:52:09.4Z,3,REGULAR,substitution,in,[],1627824,,,1610612741,71,80,2026-02-20T02:52:11Z,5020000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT03M22.00S,2026-02-20T02:52:24.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,6.389618922470433,48.28431372549019,1610612741,73,80,2026-02-20T02:52:27Z,5030000,False,9.0,8.0,1,left,T. Jones driving Layup (7 PTS),[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.15,Made,7.0,,,,,,,,,,,,,,
510,PT03M21.00S,2026-02-20T02:52:30.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,73,80,2026-02-20T02:52:30Z,5040000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT03M00.00S,2026-02-20T02:55:50.0Z,3,REGULAR,3pt,Jump Shot,[],1627742,93.9060446780552,98.2843137254902,1610612761,73,83,2026-02-20T02:55:53Z,5050000,False,241.0,5.0,1,right,B. Ingram 24' 3PT  (27 PTS) (J. Shead 3 AST),"[1627742, 1642347]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,24.14,Made,27.0,,,,,,J. Shead,1642347.0,3.0,,,,,,
513,PT02M38.00S,2026-02-20T02:56:13.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629012,6.389618922470433,53.18627450980392,1610612741,75,83,2026-02-20T02:56:23Z,5070000,False,-16.0,8.0,1,left,C. Sexton driving Layup (11 PTS),[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,1.76,Made,11.0,,,,,,,,,,,,,,
514,PT02M38.00S,2026-02-20T02:56:17.8Z,3,REGULAR,violation,defensive goaltending,[],1630567,,,1610612741,75,83,2026-02-20T02:56:23Z,5080000,False,,,0,,S. Barnes defensive goaltending VIOLATION,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,
515,PT02M27.00S,2026-02-20T02:56:33.4Z,3,REGULAR,2pt,Jump Shot,[],1630567,77.7431011826544,47.794117647058826,1610612761,75,83,2026-02-20T02:56:36Z,5090000,False,-11.0,157.0,1,right,MISS S. Barnes 15' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Center,,,,15.71,Missed,,,,,,,,,,,,,,,
516,PT02M25.00S,2026-02-20T02:56:35.4Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612741,75,83,2026-02-20T02:56:36Z,5100000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Center,,,,,,,515.0,4.0,2.0,2.0,,,,,,,,,,
517,PT02M06.00S,2026-02-20T02:56:54.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,13.748357424441524,43.13725490196079,1610612741,75,83,2026-02-20T02:56:59Z,5110000,False,34.0,77.0,1,left,MISS P. Williams 8' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,8.4,Missed,,,,,,,,,,,,,,,
518,PT02M03.00S,2026-02-20T02:56:57.6Z,3,REGULAR,rebound,defensive,[],1642867,,,1610612761,75,83,2026-02-20T02:56:59Z,5120000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:2),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,517.0,4.0,2.0,2.0,,,,,,,,,,
519,PT01M56.00S,2026-02-20T02:57:04.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,92.46057818659659,51.470588235294116,1610612761,75,83,2026-02-20T02:57:08Z,5130000,False,7.0,18.0,1,right,MISS S. Barnes turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,1.98,Missed,,,,,,,,,,,,,,,
520,PT01M54.00S,2026-02-20T02:57:06.6Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612741,75,83,2026-02-20T02:57:08Z,5140000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:4),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,519.0,4.0,4.0,0.0,,,,,,,,,,
521,PT01M48.00S,2026-02-20T02:57:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.783837056504599,47.794117647058826,1610612741,75,83,2026-02-20T02:57:20Z,5150000,False,11.0,11.0,1,left,MISS T. Jones driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.58,Missed,,,,,,,,,,,,,,,
522,PT01M46.00S,2026-02-20T02:57:15.0Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,75,83,2026-02-20T02:57:15Z,5160000,False,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,521.0,4.0,3.0,1.0,,,,,,,,,,
523,PT01M44.00S,2026-02-20T02:57:16.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627824,32.40801576872536,66.17647058823529,1610612741,75,83,2026-02-20T02:57:22Z,5170000,False,-81.0,252.0,1,left,MISS G. Yabusele 26' 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,26.48,Missed,,,,,,,,,,,,,,,
