actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
502,PT10M47.00S,2025-04-01T01:20:32.0Z,4,REGULAR,3pt,Jump Shot,[],201143,31.882391590013142,42.8921568627451,1610612738,87,95,2025-04-01T01:20:35Z,4990000,False,36.0,247.0,1,left,A. Horford 24' 3PT  (23 PTS) (K. Porziņģis 5 AST),"[201143, 204001]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,24.97,Made,23.0,Horford,A. Horford,,,,,,,,,,K. Porziņģis,204001.0,5.0,,,,,
504,PT10M36.00S,2025-04-01T01:20:43.3Z,4,REGULAR,3pt,Jump Shot,[],1630583,67.23061760840999,37.5,1610612763,90,95,2025-04-01T01:20:47Z,5010000,False,-62.0,256.0,1,right,S. Aldama 26' 3PT  (17 PTS) (J. Morant 5 AST),"[1630583, 1629630]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,26.3,Made,17.0,Aldama,S. Aldama,,,,,,,,,,J. Morant,1629630.0,5.0,,,,,
506,PT10M13.00S,2025-04-01T01:21:08.2Z,4,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612738,90,95,2025-04-01T01:21:15Z,5030000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1630583, 204001]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Aldama,S. Aldama,,1146.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,,,,
508,PT10M13.00S,2025-04-01T01:21:34.6Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,90,95,2025-04-01T01:21:34Z,5050000,False,,,0,,MISS K. Porziņģis Free Throw 1 of 2,[204001],1610612738.0,BOS,,,,,,,,,,Missed,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,
509,PT10M13.00S,2025-04-01T01:21:34.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,90,95,2025-04-01T01:21:34Z,5060000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,
510,PT10M13.00S,2025-04-01T01:21:35.1Z,4,REGULAR,substitution,out,[],1628991,,,1610612738,90,95,2025-04-01T01:21:38Z,5070000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
511,PT10M13.00S,2025-04-01T01:21:35.1Z,4,REGULAR,substitution,in,[],1641744,,,1610612738,90,95,2025-04-01T01:21:38Z,5080000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
512,PT10M13.00S,2025-04-01T01:21:52.5Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,90,96,2025-04-01T01:21:52Z,5090000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (19 PTS),[204001],1610612738.0,BOS,,,,,,,,,,Made,19.0,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,
513,PT10M07.00S,2025-04-01T01:22:00.6Z,4,REGULAR,2pt,Jump Shot,[],1629630,92.85479632063075,32.84313725490196,1610612763,90,96,2025-04-01T01:22:05Z,5100000,False,-86.0,15.0,1,right,MISS J. Morant 8' fadeaway Shot,[1629630],1610612763.0,MEM,fadeaway,,,,,,Mid-Range,8-16 Left,8.71,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,
514,PT10M03.00S,2025-04-01T01:22:04.6Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,90,96,2025-04-01T01:22:05Z,5110000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:4),[1630202],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Left,,,,Pritchard,P. Pritchard,513.0,,,,,,6.0,4.0,2.0,,,,,,,,
515,PT09M51.00S,2025-04-01T01:22:16.3Z,4,REGULAR,3pt,Jump Shot,[],1628401,29.911300919842315,66.42156862745098,1610612738,90,99,2025-04-01T01:22:21Z,5120000,False,-82.0,229.0,1,left,D. White 24' 3PT pullup (8 PTS),[1628401],1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Left Center,24.3,Made,8.0,White,D. White,,,,,,,,,,,,,,,,,
516,PT09M31.00S,2025-04-01T01:22:36.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,93.9060446780552,49.754901960784316,1610612763,92,99,2025-04-01T01:22:41Z,5130000,False,-1.0,5.0,1,right,Z. Edey cutting DUNK (4 PTS) (S. Aldama 4 AST),"[1641744, 1630583]",1610612763.0,MEM,cutting,,,,,,Restricted Area,0-8 Center,0.49,Made,4.0,Edey,Z. Edey,,,,,,,,,,S. Aldama,1630583.0,4.0,,,,,
518,PT09M13.00S,2025-04-01T01:22:53.9Z,4,REGULAR,3pt,Jump Shot,[],201143,32.802233902759525,53.67647058823529,1610612738,92,102,2025-04-01T01:22:57Z,5150000,False,-18.0,256.0,1,left,A. Horford 25' 3PT  (26 PTS) (D. White 10 AST),"[201143, 1628401]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,25.65,Made,26.0,Horford,A. Horford,,,,,,,,,,D. White,1628401.0,10.0,,,,,
520,PT09M05.00S,2025-04-01T01:23:12.3Z,4,REGULAR,foul,personal,['2freethrow'],204001,,,1610612763,92,102,2025-04-01T01:23:26Z,5170000,False,,,0,,K. Porziņģis shooting personal FOUL (1 PF) (Morant 2 FT),"[204001, 1629630]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Porziņģis,K. Porziņģis,,1146.0,1.0,1.0,Morant,1629630.0,,,,,,,,,,,
522,PT09M05.00S,2025-04-01T01:23:37.8Z,4,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,92,102,2025-04-01T01:23:37Z,5190000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,,,,,,,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,
523,PT09M05.00S,2025-04-01T01:23:37.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,92,102,2025-04-01T01:23:37Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,
524,PT09M05.00S,2025-04-01T01:23:41.0Z,4,REGULAR,substitution,out,[],1628379,,,1610612763,92,102,2025-04-01T01:23:43Z,5210000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
525,PT09M05.00S,2025-04-01T01:23:41.0Z,4,REGULAR,substitution,in,[],1630217,,,1610612763,92,102,2025-04-01T01:23:43Z,5220000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,
526,PT09M05.00S,2025-04-01T01:23:59.7Z,4,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,93,102,2025-04-01T01:23:59Z,5230000,False,,,0,,J. Morant Free Throw 2 of 2 (24 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,24.0,Morant,J. Morant,,,,,,,,,,,,,,,,,
527,PT08M56.00S,2025-04-01T01:24:12.3Z,4,REGULAR,foul,personal,['3freethrow'],1629630,,,1610612738,93,102,2025-04-01T01:24:20Z,5240000,False,,,0,,J. Morant shooting personal FOUL (1 PF) (White 3 FT),"[1629630, 1628401]",1610612763.0,MEM,shooting,,,,,,Above the Break 3,24+ Right Center,,,,Morant,J. Morant,,200834.0,1.0,0.0,White,1628401.0,,,,,,,,,,,
529,PT08M56.00S,2025-04-01T01:24:47.0Z,4,REGULAR,freethrow,1 of 3,[],1628401,,,1610612738,93,103,2025-04-01T01:24:47Z,5260000,False,,,0,,D. White Free Throw 1 of 3 (9 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,Made,9.0,White,D. White,,,,,,,,,,,,,,,,,
531,PT08M56.00S,2025-04-01T01:25:05.4Z,4,REGULAR,freethrow,2 of 3,[],1628401,,,1610612738,93,104,2025-04-01T01:25:05Z,5270000,False,,,0,,D. White Free Throw 2 of 3 (10 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,Made,10.0,White,D. White,,,,,,,,,,,,,,,,,
532,PT08M56.00S,2025-04-01T01:25:06.4Z,4,REGULAR,substitution,out,[],1631246,,,1610612738,93,104,2025-04-01T01:25:12Z,5280000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,,,,,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,
533,PT08M56.00S,2025-04-01T01:25:06.4Z,4,REGULAR,substitution,out,[],1629630,,,1610612738,93,104,2025-04-01T01:25:12Z,5290000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,
534,PT08M56.00S,2025-04-01T01:25:06.4Z,4,REGULAR,substitution,in,[],1630590,,,1610612738,93,104,2025-04-01T01:25:12Z,5300000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
535,PT08M56.00S,2025-04-01T01:25:06.4Z,4,REGULAR,substitution,in,[],1628379,,,1610612738,93,104,2025-04-01T01:25:12Z,5310000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
536,PT08M56.00S,2025-04-01T01:25:30.7Z,4,REGULAR,freethrow,3 of 3,[],1628401,,,1610612738,93,105,2025-04-01T01:25:30Z,5320000,False,,,0,,D. White Free Throw 3 of 3 (11 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,Made,11.0,White,D. White,,,,,,,,,,,,,,,,,
537,PT08M45.00S,2025-04-01T01:25:42.7Z,4,REGULAR,3pt,Jump Shot,[],1630217,74.58935611038108,83.08823529411765,1610612763,93,105,2025-04-01T01:25:47Z,5330000,False,165.0,186.0,1,right,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,24.92,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,
538,PT08M42.00S,2025-04-01T01:25:45.7Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,93,105,2025-04-01T01:25:47Z,5340000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Hauser,S. Hauser,537.0,,,,,,3.0,3.0,0.0,,,,,,,,
539,PT08M25.00S,2025-04-01T01:26:04.5Z,4,REGULAR,turnover,out-of-bounds,[],204001,,,1610612738,93,105,2025-04-01T01:26:13Z,5350000,False,,,0,,K. Porziņģis bad pass out-of-bounds TURNOVER (2 TO),[204001],1610612738.0,BOS,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,,,,Porziņģis,K. Porziņģis,,1146.0,,,,,,,,,,,2.0,,,,
540,PT08M11.00S,2025-04-01T01:26:21.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630583,89.17542706964521,66.42156862745098,1610612763,95,105,2025-04-01T01:26:25Z,5360000,False,82.0,49.0,1,right,S. Aldama 9' driving floating Jump Shot (19 PTS) (S. Pippen Jr. 3 AST),"[1630583, 1630590]",1610612763.0,MEM,driving floating,,,,,,Mid-Range,8-16 Right,9.58,Made,19.0,Aldama,S. Aldama,,,,,,,,,,S. Pippen Jr.,1630590.0,3.0,,,,,
542,PT07M44.00S,2025-04-01T01:26:47.9Z,4,REGULAR,2pt,Jump Shot,[],204001,21.895532194480946,45.83333333333333,1610612738,95,105,2025-04-01T01:26:51Z,5380000,False,21.0,153.0,1,left,MISS K. Porziņģis 15' Jump Shot,[204001],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Center,15.47,Missed,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,
543,PT07M42.00S,2025-04-01T01:26:49.9Z,4,REGULAR,rebound,defensive,[],1641744,,,1610612763,95,105,2025-04-01T01:26:51Z,5390000,False,,,0,,Z. Edey REBOUND (Off:0 Def:2),[1641744],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,,Edey,Z. Edey,542.0,,,,,,2.0,2.0,0.0,,,,,,,,
544,PT07M37.00S,2025-04-01T01:26:54.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630590,93.51182654402102,52.69607843137255,1610612763,95,105,2025-04-01T01:26:59Z,5400000,False,13.0,8.0,1,right,MISS S. Pippen Jr. running Layup,[1630590],1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,1.6,Missed,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
545,PT07M34.00S,2025-04-01T01:26:57.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,95,105,2025-04-01T01:26:59Z,5410000,False,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Horford,A. Horford,544.0,,,,,,7.0,6.0,1.0,,,,,,,,
546,PT07M25.00S,2025-04-01T01:27:06.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,9.017739816031538,43.627450980392155,1610612738,95,105,2025-04-01T01:27:11Z,5420000,False,32.0,32.0,1,left,MISS K. Porziņģis driving floating Shot - blocked,"[204001, 1641744]",1610612738.0,BOS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,Edey,1641744.0
547,PT07M25.00S,2025-04-01T01:27:06.9Z,4,REGULAR,block,,[],1641744,,,1610612738,95,105,2025-04-01T01:27:09Z,5430000,False,,,0,,Z. Edey BLOCK (1 BLK),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
548,PT07M22.00S,2025-04-01T01:27:09.9Z,4,REGULAR,rebound,offensive,[],204001,,,1610612738,95,105,2025-04-01T01:36:31Z,5440000,False,,,0,,K. Porziņģis REBOUND (Off:3 Def:2),[204001],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Porziņģis,K. Porziņģis,546.0,,,,,,5.0,2.0,3.0,,,,,,,,
549,PT07M21.00S,2025-04-01T01:27:11.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,5.995400788436268,4.411764705882353,1610612738,95,108,2025-04-01T01:27:15Z,5450000,False,228.0,4.0,1,left,P. Pritchard 3PT  (5 PTS) (S. Hauser 3 AST),"[1630202, 1630573]",1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,22.79,Made,5.0,Pritchard,P. Pritchard,,,,,,,,,,S. Hauser,1630573.0,3.0,,,,,
551,PT07M07.00S,2025-04-01T01:27:28.6Z,4,REGULAR,turnover,3-second-violation,[],1630583,,,1610612763,95,108,2025-04-01T01:27:39Z,5470000,False,,,0,,S. Aldama 3-second-violation TURNOVER (3 TO),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,200834.0,,,,,,,,,,,3.0,,,,
552,PT07M07.00S,2025-04-01T01:27:36.6Z,4,REGULAR,substitution,out,[],1641744,,,1610612738,95,108,2025-04-01T01:27:43Z,5480000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
553,PT07M07.00S,2025-04-01T01:27:36.6Z,4,REGULAR,substitution,out,[],1630590,,,1610612738,95,108,2025-04-01T01:27:43Z,5490000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
554,PT07M07.00S,2025-04-01T01:27:36.6Z,4,REGULAR,substitution,in,[],1629630,,,1610612738,95,108,2025-04-01T01:27:43Z,5500000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,
555,PT07M07.00S,2025-04-01T01:27:36.6Z,4,REGULAR,substitution,in,[],1628991,,,1610612738,95,108,2025-04-01T01:27:43Z,5510000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
556,PT06M49.00S,2025-04-01T01:28:12.5Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612738,95,108,2025-04-01T01:31:47Z,5520000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Hauser 2 FT),"[1628991, 1630573]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,1146.0,1.0,0.0,Hauser,1630573.0,,,,,,,,,,,
558,PT06M49.00S,2025-04-01T01:28:33.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,95,108,2025-04-01T01:28:33Z,5540000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M49.00S,2025-04-01T01:31:21.2Z,4,REGULAR,substitution,out,[],1628379,,,1610612738,95,108,2025-04-01T01:31:34Z,5550000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
560,PT06M49.00S,2025-04-01T01:31:21.2Z,4,REGULAR,substitution,out,[],204001,,,1610612738,95,108,2025-04-01T01:31:34Z,5560000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,
561,PT06M49.00S,2025-04-01T01:31:21.2Z,4,REGULAR,substitution,in,[],1642377,,,1610612738,95,108,2025-04-01T01:31:34Z,5570000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,
562,PT06M49.00S,2025-04-01T01:31:21.2Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,95,108,2025-04-01T01:31:34Z,5580000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,
563,PT06M49.00S,2025-04-01T01:32:01.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630573,,,1610612738,95,109,2025-04-01T01:32:01Z,5590000,False,,,0,,S. Hauser Free Throw 1 of 2 (7 PTS),[1630573],1610612738.0,BOS,,,,,,,,,,Made,7.0,Hauser,S. Hauser,,,,,,,,,,,,,,,,,
564,PT06M49.00S,2025-04-01T01:32:12.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630573,,,1610612738,95,110,2025-04-01T01:32:12Z,5600000,False,,,0,,S. Hauser Free Throw 2 of 2 (8 PTS),[1630573],1610612738.0,BOS,,,,,,,,,,Made,8.0,Hauser,S. Hauser,,,,,,,,,,,,,,,,,
565,PT06M29.00S,2025-04-01T01:32:31.6Z,4,REGULAR,3pt,Jump Shot,[],1630583,72.61826544021025,78.67647058823529,1610612763,95,110,2025-04-01T01:32:35Z,5610000,False,143.0,205.0,1,right,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
566,PT06M25.00S,2025-04-01T01:32:35.6Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,95,110,2025-04-01T01:32:35Z,5620000,False,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,White,D. White,565.0,,,,,,5.0,4.0,1.0,,,,,,,,
567,PT06M03.00S,2025-04-01T01:32:56.9Z,4,REGULAR,3pt,Jump Shot,[],1630573,9.806176084099869,95.09803921568627,1610612738,95,110,2025-04-01T01:33:00Z,5630000,False,-225.0,40.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,22.9,Missed,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,
568,PT06M00.00S,2025-04-01T01:32:59.9Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,95,110,2025-04-01T01:33:00Z,5640000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:14),[1628991],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Jackson Jr.,J. Jackson Jr.,567.0,,,,,,14.0,14.0,0.0,,,,,,,,
569,PT05M54.00S,2025-04-01T01:33:06.0Z,4,REGULAR,3pt,Jump Shot,[],1628991,75.64060446780552,88.48039215686273,1610612763,95,110,2025-04-01T01:36:06Z,5650000,False,192.0,176.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
570,PT05M49.00S,2025-04-01T01:33:11.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,95,110,2025-04-01T01:33:11Z,5660000,False,,,0,,J. Tatum REBOUND (Off:2 Def:11),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Tatum,J. Tatum,569.0,,,,,,13.0,11.0,2.0,,,,,,,,
571,PT05M40.00S,2025-04-01T01:33:19.3Z,4,REGULAR,3pt,Jump Shot,[],201143,7.703679369250986,94.36274509803921,1610612738,95,110,2025-04-01T01:33:24Z,5670000,False,-222.0,20.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,22.27,Missed,,Horford,A. Horford,,,,,,,,,,,,,,,,,
572,PT05M38.00S,2025-04-01T01:33:21.3Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,95,110,2025-04-01T01:33:24Z,5680000,False,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,Horford,A. Horford,571.0,,,,,,8.0,6.0,2.0,,,,,,,,
573,PT05M28.00S,2025-04-01T01:33:32.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,21.23850197109067,89.2156862745098,1610612738,95,110,2025-04-01T01:33:41Z,5690000,False,-196.0,147.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,
574,PT05M26.00S,2025-04-01T01:33:34.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,95,110,2025-04-01T01:33:41Z,5700000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,,,573.0,,,,,,,,,,,,,,,,
575,PT05M26.00S,2025-04-01T01:33:40.4Z,4,REGULAR,foul,personal,[],1628991,,,1610612738,95,110,2025-04-01T01:33:50Z,5710000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (2 PF),"[1628991, 1630202]",1610612763.0,MEM,loose ball,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,200834.0,2.0,0.0,Pritchard,1630202.0,,,,,,,,,,,
577,PT05M11.00S,2025-04-01T01:34:10.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,21.895532194480946,57.84313725490197,1610612738,95,110,2025-04-01T01:34:14Z,5730000,False,-39.0,153.0,1,left,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,,,,Mid-Range,8-16 Center,15.82,Missed,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,
578,PT05M09.00S,2025-04-01T01:34:12.4Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,95,110,2025-04-01T01:34:14Z,5740000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:15),[1628991],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,,Jackson Jr.,J. Jackson Jr.,577.0,,,,,,15.0,15.0,0.0,,,,,,,,
579,PT05M05.00S,2025-04-01T01:34:16.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,91.80354796320631,4.166666666666666,1610612763,95,110,2025-04-01T01:34:23Z,5750000,False,-229.0,25.0,1,right,MISS J. Morant running 3PT,[1629630],1610612763.0,MEM,running,,,,,,Left Corner 3,24+ Left,23.05,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,
580,PT04M58.00S,2025-04-01T01:34:23.6Z,4,REGULAR,rebound,offensive,[],1630583,,,1610612763,95,110,2025-04-01T01:46:52Z,5760000,False,,,0,,S. Aldama REBOUND (Off:1 Def:7),[1630583],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Aldama,S. Aldama,579.0,,,,,,8.0,7.0,1.0,,,,,,,,
581,PT04M58.00S,2025-04-01T01:34:22.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630583,94.40999984741211,50.0,1610612763,97,110,2025-04-01T01:47:01Z,5770000,False,0.0,0.0,1,right,S. Aldama putback Layup (21 PTS),[1630583],1610612763.0,MEM,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,21.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
583,PT04M45.00S,2025-04-01T01:34:36.4Z,4,REGULAR,3pt,Jump Shot,[],201143,24.78646517739816,81.37254901960785,1610612738,97,110,2025-04-01T01:34:42Z,5790000,False,-157.0,180.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,23.92,Missed,,Horford,A. Horford,,,,,,,,,,,,,,,,,
584,PT04M43.00S,2025-04-01T01:34:38.4Z,4,REGULAR,rebound,defensive,[],1642377,,,1610612763,97,110,2025-04-01T01:34:42Z,5800000,False,,,0,,J. Wells REBOUND (Off:2 Def:2),[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Wells,J. Wells,583.0,,,,,,4.0,2.0,2.0,,,,,,,,
585,PT04M41.00S,2025-04-01T01:34:40.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,92.9862023653088,47.05882352941176,1610612763,99,110,2025-04-01T01:48:51Z,5810000,False,-15.0,13.0,1,right,J. Morant running finger roll Layup (26 PTS) (J. Wells 2 AST),"[1629630, 1642377]",1610612763.0,MEM,running finger roll,,,,,,Restricted Area,0-8 Center,1.99,Made,26.0,Morant,J. Morant,,,,,,,,,,J. Wells,1642377.0,2.0,,,,,
