actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
340,PT09M41.00S,2025-03-16T01:19:56.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,83.52496714848883,37.99019607843137,1610612763,69,53,2025-03-16T01:20:00Z,3360000,False,-60.0,102.0,1,right,J. Jackson Jr. 11' turnaround Hook (27 PTS),[1628991],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,11.87,Made,27.0,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
341,PT09M17.00S,2025-03-16T01:20:20.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,14.536793692509855,49.754901960784316,1610612748,69,53,2025-03-16T01:20:23Z,3370000,False,1.0,84.0,1,left,MISS T. Herro 8' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,8.41,Missed,,Herro,T. Herro,,,,,,,,,,,,,,,,,
342,PT09M15.00S,2025-03-16T01:20:22.4Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,69,53,2025-03-16T01:20:23Z,3380000,False,,,0,,D. Bane REBOUND (Off:0 Def:6),[1630217],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Bane,D. Bane,,,,341.0,6.0,6.0,0.0,,,,,,,,,,
343,PT09M11.00S,2025-03-16T01:20:27.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642377,69.72733245729303,25.49019607843137,1610612763,72,53,2025-03-16T01:20:31Z,3390000,False,-123.0,232.0,1,right,J. Wells 26' 3PT running (5 PTS) (D. Bane 5 AST),"[1642377, 1630217]",1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Left Center,26.24,Made,5.0,Wells,J. Wells,D. Bane,1630217.0,5.0,,,,,,,,,,,,,,
345,PT08M55.00S,2025-03-16T01:20:42.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,10.5946123521682,55.63725490196079,1610612748,72,53,2025-03-16T01:20:45Z,3410000,False,-28.0,47.0,1,left,MISS D. Mitchell driving floating Shot - blocked,"[1630558, 1641744]",1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,Edey,1641744.0
346,PT08M55.00S,2025-03-16T01:20:42.0Z,3,REGULAR,block,,[],1641744,,,1610612748,72,53,2025-03-16T01:20:44Z,3420000,False,,,0,,Z. Edey BLOCK (2 BLK),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
347,PT08M53.00S,2025-03-16T01:20:44.0Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,72,53,2025-03-16T01:20:45Z,3430000,False,,,0,,D. Bane REBOUND (Off:0 Def:7),[1630217],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bane,D. Bane,,,,345.0,7.0,7.0,0.0,,,,,,,,,,
348,PT08M48.00S,2025-03-16T01:20:49.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,71.82982917214193,79.41176470588235,1610612763,72,53,2025-03-16T01:20:53Z,3440000,False,147.0,212.0,1,right,MISS J. Jackson Jr. 25' running 3PT,[1628991],1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
349,PT08M45.00S,2025-03-16T01:20:52.6Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,72,53,2025-03-16T01:20:53Z,3450000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Herro,T. Herro,,,,348.0,2.0,2.0,0.0,,,,,,,,,,
350,PT08M43.00S,2025-03-16T01:20:55.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628389,5.601182654402102,50.49019607843137,1610612748,72,55,2025-03-16T01:21:00Z,3460000,False,-2.0,0.0,1,left,B. Adebayo running DUNK (11 PTS) (T. Herro 6 AST),"[1628389, 1629639]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,0.25,Made,11.0,Adebayo,B. Adebayo,T. Herro,1629639.0,6.0,,,,,,,,,,,,,,
352,PT08M38.00S,2025-03-16T01:21:02.4Z,3,REGULAR,foul,personal,[],203952,,,1610612763,72,55,2025-03-16T01:21:08Z,3480000,False,,,0,,A. Wiggins personal FOUL (2 PF),"[203952, 1630217]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,,Wiggins,A. Wiggins,,,,,,,,2004.0,2.0,0.0,Bane,1630217.0,,,,,
354,PT08M28.00S,2025-03-16T01:21:40.5Z,3,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612763,72,55,2025-03-16T01:21:50Z,3500000,False,,,0,,K. Ware shooting personal FOUL (3 PF) (Edey 2 FT),"[1642276, 1641744]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,,,,,201246.0,3.0,0.0,Edey,1641744.0,,,,,
356,PT08M28.00S,2025-03-16T01:22:09.3Z,3,REGULAR,freethrow,1 of 2,[],1641744,,,1610612763,73,55,2025-03-16T01:22:09Z,3520000,False,,,0,,Z. Edey Free Throw 1 of 2 (9 PTS),[1641744],1610612763.0,MEM,,,,,,,,,,Made,9.0,Edey,Z. Edey,,,,,,,,,,,,,,,,,
357,PT08M28.00S,2025-03-16T01:22:28.0Z,3,REGULAR,freethrow,2 of 2,[],1641744,,,1610612763,74,55,2025-03-16T01:22:28Z,3530000,False,,,0,,Z. Edey Free Throw 2 of 2 (10 PTS),[1641744],1610612763.0,MEM,,,,,,,,,,Made,10.0,Edey,Z. Edey,,,,,,,,,,,,,,,,,
358,PT08M15.00S,2025-03-16T01:22:42.5Z,3,REGULAR,3pt,Jump Shot,[],1628389,31.882391590013142,57.107843137254896,1610612748,74,58,2025-03-16T01:22:45Z,3540000,False,-36.0,247.0,1,left,B. Adebayo 24' 3PT  (14 PTS) (T. Herro 7 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,24.97,Made,14.0,Adebayo,B. Adebayo,T. Herro,1629639.0,7.0,,,,,,,,,,,,,,
360,PT08M02.00S,2025-03-16T01:22:55.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,87.59855453350855,46.568627450980394,1610612763,74,58,2025-03-16T01:22:58Z,3560000,False,-17.0,64.0,1,right,MISS J. Wells 6' driving floating Shot - blocked,"[1642377, 1629639]",1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,Wells,J. Wells,,,,,,,,,,,,,,,,Herro,1629639.0
374,PT08M02.00S,2025-03-16T01:22:55.5Z,3,REGULAR,block,,[],1629639,,,1610612763,74,58,2025-03-16T01:25:32Z,3565000,False,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,
361,PT08M01.00S,2025-03-16T01:22:56.5Z,3,REGULAR,rebound,offensive,[],1641744,,,1610612763,74,58,2025-03-16T01:25:32Z,3570000,False,,,0,,Z. Edey REBOUND (Off:4 Def:2),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,360.0,6.0,2.0,4.0,,,,,,,,,,
362,PT07M58.00S,2025-03-16T01:22:59.7Z,3,REGULAR,turnover,bad pass,[],1641744,,,1610612763,74,58,2025-03-16T01:23:02Z,3580000,False,,,0,,Z. Edey bad pass TURNOVER (1 TO),"[1641744, 1630558]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,,,,,,1.0,Mitchell,1630558.0,,
363,PT07M58.00S,2025-03-16T01:22:59.7Z,3,REGULAR,steal,,[],1630558,,,1610612748,74,58,2025-03-16T01:23:01Z,3590000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
364,PT07M54.00S,2025-03-16T01:23:07.5Z,3,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,74,58,2025-03-16T01:23:14Z,3600000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1630558],1610612748.0,MIA,bad pass,,,,,,Mid-Range,8-16 Right,,,,Mitchell,D. Mitchell,,,,,,,,201246.0,,,,,1.0,,,,
365,PT07M45.00S,2025-03-16T01:23:24.0Z,3,REGULAR,foul,personal,[],1630558,,,1610612763,74,58,2025-03-16T01:23:26Z,3610000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1630217]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Mitchell,D. Mitchell,,,,,,,,201246.0,1.0,0.0,Bane,1630217.0,,,,,
367,PT07M33.00S,2025-03-16T01:24:00.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,62.5,43.872549019607845,1610612763,74,58,2025-03-16T01:24:03Z,3630000,False,-31.0,300.0,1,right,MISS D. Bane 30' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Center,30.16,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,
368,PT07M31.00S,2025-03-16T01:24:02.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,74,58,2025-03-16T01:24:03Z,3640000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Adebayo,B. Adebayo,,,,367.0,5.0,4.0,1.0,,,,,,,,,,
369,PT07M27.00S,2025-03-16T01:24:09.8Z,3,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612748,74,58,2025-03-16T01:24:20Z,3650000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1628991, 1628389]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,1628159.0,1.0,1.0,Adebayo,1628389.0,,,,,
371,PT07M27.00S,2025-03-16T01:24:37.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628389,,,1610612748,74,59,2025-03-16T01:24:37Z,3670000,False,,,0,,B. Adebayo Free Throw 1 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,15.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
372,PT07M27.00S,2025-03-16T01:24:57.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628389,,,1610612748,74,60,2025-03-16T01:24:57Z,3680000,False,,,0,,B. Adebayo Free Throw 2 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,16.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
373,PT07M10.00S,2025-03-16T01:25:20.1Z,3,REGULAR,turnover,out-of-bounds,[],1642377,,,1610612763,74,60,2025-03-16T01:25:23Z,3690000,False,,,0,,J. Wells lost ball out-of-bounds TURNOVER (1 TO),[1642377],1610612763.0,MEM,lost ball,,,,,,Mid-Range,8-16 Left,,,,Wells,J. Wells,,,,,,,,1628159.0,,,,,1.0,,,,
376,PT06M55.00S,2025-03-16T01:25:47.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,74,60,2025-03-16T01:25:47Z,3710000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M46.00S,2025-03-16T01:28:52.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,18.084756898817346,61.029411764705884,1610612748,74,60,2025-03-16T01:28:56Z,3720000,False,-55.0,117.0,1,left,MISS T. Herro 12' turnaround fadeaway Shot,[1629639],1610612748.0,MIA,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.98,Missed,,Herro,T. Herro,,,,,,,,,,,,,,,,,
378,PT06M43.00S,2025-03-16T01:28:55.9Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,74,60,2025-03-16T01:28:56Z,3730000,False,,,0,,L. Kennard REBOUND (Off:1 Def:3),[1628379],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kennard,L. Kennard,,,,377.0,4.0,3.0,1.0,,,,,,,,,,
379,PT06M32.00S,2025-03-16T01:29:07.7Z,3,REGULAR,turnover,bad pass,[],1628379,,,1610612763,74,60,2025-03-16T01:29:10Z,3740000,False,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 1628389]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kennard,L. Kennard,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,
380,PT06M32.00S,2025-03-16T01:29:07.7Z,3,REGULAR,steal,,[],1628389,,,1610612748,74,60,2025-03-16T01:29:09Z,3750000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
381,PT06M27.00S,2025-03-16T01:29:12.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,10.200394218134035,38.48039215686275,1610612748,74,62,2025-03-16T01:29:17Z,3760000,False,58.0,43.0,1,left,B. Adebayo 7' driving floating Jump Shot (18 PTS),[1628389],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,18.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
382,PT06M16.00S,2025-03-16T01:29:26.3Z,3,REGULAR,foul,offensive,[],1628991,,,1610612763,74,62,2025-03-16T01:29:30Z,3770000,False,,,0,,J. Jackson Jr. offensive FOUL (2 PF),"[1628991, 1630558]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,2004.0,2.0,1.0,Mitchell,1630558.0,,,,,
384,PT06M16.00S,2025-03-16T01:29:26.3Z,3,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,74,62,2025-03-16T01:29:26Z,3790000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (2 TO),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,2004.0,,,,,2.0,,,,
385,PT06M16.00S,2025-03-16T01:29:31.3Z,3,REGULAR,substitution,out,[],1628379,,,1610612748,74,62,2025-03-16T01:29:42Z,3800000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
386,PT06M16.00S,2025-03-16T01:29:31.3Z,3,REGULAR,substitution,out,[],1641744,,,1610612748,74,62,2025-03-16T01:29:42Z,3810000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
387,PT06M16.00S,2025-03-16T01:29:31.3Z,3,REGULAR,substitution,in,[],1630590,,,1610612748,74,62,2025-03-16T01:29:42Z,3820000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
388,PT06M16.00S,2025-03-16T01:29:31.3Z,3,REGULAR,substitution,in,[],1629634,,,1610612748,74,62,2025-03-16T01:29:42Z,3830000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,
389,PT06M05.00S,2025-03-16T01:29:56.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,32.14520367936925,67.15686274509804,1610612748,74,62,2025-03-16T01:29:59Z,3840000,False,-86.0,250.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,Herro,T. Herro,,,,,,,,,,,,,,,,,
390,PT06M02.00S,2025-03-16T01:29:59.1Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,74,62,2025-03-16T01:29:59Z,3850000,False,,,0,,D. Bane REBOUND (Off:0 Def:8),[1630217],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Bane,D. Bane,,,,389.0,8.0,8.0,0.0,,,,,,,,,,
391,PT05M54.00S,2025-03-16T01:30:07.1Z,3,REGULAR,turnover,bad pass,[],1628991,,,1610612763,74,62,2025-03-16T01:30:10Z,3860000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (3 TO),"[1628991, 1642276]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,3.0,Ware,1642276.0,,
392,PT05M54.00S,2025-03-16T01:30:07.1Z,3,REGULAR,steal,,[],1642276,,,1610612748,74,62,2025-03-16T01:30:09Z,3870000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,
393,PT05M45.00S,2025-03-16T01:30:16.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,4.5499342969776615,3.431372549019608,1610612748,74,62,2025-03-16T01:41:30Z,3880000,False,233.0,-10.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,23.3,Missed,,Herro,T. Herro,,,,,,,,,,,,,,,,,
394,PT05M42.00S,2025-03-16T01:30:19.0Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,74,62,2025-03-16T01:30:19Z,3890000,False,,,0,,D. Bane REBOUND (Off:0 Def:9),[1630217],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Bane,D. Bane,,,,393.0,9.0,9.0,0.0,,,,,,,,,,
395,PT05M34.00S,2025-03-16T01:30:26.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,87.86136662286465,49.754901960784316,1610612763,76,62,2025-03-16T01:30:29Z,3900000,False,-1.0,62.0,1,right,B. Clarke 6' driving floating Jump Shot (6 PTS) (D. Bane 6 AST),"[1629634, 1630217]",1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,6.0,Clarke,B. Clarke,D. Bane,1630217.0,6.0,,,,,,,,,,,,,,
397,PT05M18.00S,2025-03-16T01:30:42.7Z,3,REGULAR,3pt,Jump Shot,[],203952,27.94021024967148,18.38235294117647,1610612748,76,62,2025-03-16T01:30:46Z,3920000,False,158.0,210.0,1,left,MISS A. Wiggins 26' step back 3PT,[203952],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,
398,PT05M16.00S,2025-03-16T01:30:44.7Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,76,62,2025-03-16T01:30:46Z,3930000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Clarke,B. Clarke,,,,397.0,1.0,1.0,0.0,,,,,,,,,,
399,PT05M08.00S,2025-03-16T01:30:52.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,93.77463863337714,60.049019607843135,1610612763,76,62,2025-03-16T01:30:55Z,3940000,False,50.0,6.0,1,right,MISS D. Bane driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,
400,PT05M05.00S,2025-03-16T01:30:55.9Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,76,62,2025-03-16T01:30:55Z,3950000,False,,,0,,K. Ware REBOUND (Off:2 Def:6),[1642276],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ware,K. Ware,,,,399.0,8.0,6.0,2.0,,,,,,,,,,
401,PT05M01.00S,2025-03-16T01:30:59.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629639,11.777266754270697,37.254901960784316,1610612748,76,62,2025-03-16T01:31:04Z,3960000,False,64.0,58.0,1,left,MISS T. Herro 8' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,8.63,Missed,,Herro,T. Herro,,,,,,,,,,,,,,,,,
402,PT04M59.00S,2025-03-16T01:31:01.7Z,3,REGULAR,rebound,defensive,[],1630590,,,1610612763,76,62,2025-03-16T01:31:04Z,3970000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:5),[1630590],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Pippen Jr.,S. Pippen Jr.,,,,401.0,6.0,5.0,1.0,,,,,,,,,,
403,PT04M59.00S,2025-03-16T01:31:09.4Z,3,REGULAR,foul,personal,[],203952,,,1610612763,76,62,2025-03-16T01:31:12Z,3980000,False,,,0,,A. Wiggins personal FOUL (3 PF),"[203952, 1628991]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wiggins,A. Wiggins,,,,,,,,2004.0,3.0,0.0,Jackson Jr.,1628991.0,,,,,
405,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,out,[],1642276,,,1610612763,76,62,2025-03-16T01:31:48Z,4000000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,
406,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,out,[],1629639,,,1610612763,76,62,2025-03-16T01:31:48Z,4010000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,
407,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,out,[],203952,,,1610612763,76,62,2025-03-16T01:31:48Z,4020000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,
408,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,in,[],203937,,,1610612763,76,62,2025-03-16T01:31:48Z,4030000,False,,,0,,SUB in: K. Anderson,[203937],1610612748.0,MIA,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
409,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,in,[],1626179,,,1610612763,76,62,2025-03-16T01:31:48Z,4040000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,
410,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,in,[],1631170,,,1610612763,76,62,2025-03-16T01:31:48Z,4050000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
411,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,76,62,2025-03-16T01:31:57Z,4060000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
412,PT04M59.00S,2025-03-16T01:31:36.8Z,3,REGULAR,substitution,in,[],1630205,,,1610612763,76,62,2025-03-16T01:31:57Z,4070000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
413,PT04M39.00S,2025-03-16T01:32:04.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,86.02168199737189,51.9607843137255,1610612763,76,62,2025-03-16T01:32:09Z,4080000,False,10.0,79.0,1,right,MISS L. Stevens 7' fadeaway Shot,[1630205],1610612763.0,MEM,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
415,PT04M37.00S,2025-03-16T01:32:06.4Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,76,62,2025-03-16T01:32:09Z,4100000,False,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Clarke,B. Clarke,,,,413.0,2.0,1.0,1.0,,,,,,,,,,
416,PT04M36.00S,2025-03-16T01:32:08.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,94.03745072273325,50.49019607843137,1610612763,78,62,2025-03-16T01:32:11Z,4110000,False,2.0,4.0,1,right,B. Clarke putback Layup (8 PTS),[1629634],1610612763.0,MEM,putback,,,,,,Restricted Area,0-8 Center,0.43,Made,8.0,Clarke,B. Clarke,,,,,,,,,,,,,,,,,
417,PT04M22.00S,2025-03-16T01:32:21.2Z,3,REGULAR,3pt,Jump Shot,[],1628389,31.750985545335087,57.59803921568627,1610612748,78,62,2025-03-16T01:32:25Z,4120000,False,-38.0,246.0,1,left,MISS B. Adebayo 24' 3PT,[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,24.89,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
418,PT04M19.00S,2025-03-16T01:32:24.2Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,78,62,2025-03-16T01:32:25Z,4130000,False,,,0,,D. Bane REBOUND (Off:0 Def:10),[1630217],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Bane,D. Bane,,,,417.0,10.0,10.0,0.0,,,,,,,,,,
419,PT03M59.00S,2025-03-16T01:32:44.6Z,3,REGULAR,3pt,Jump Shot,[],1642377,71.43561103810775,21.323529411764707,1610612763,78,62,2025-03-16T01:32:48Z,4140000,False,-143.0,216.0,1,right,MISS J. Wells 25' pullup 3PT,[1642377],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,Wells,J. Wells,,,,,,,,,,,,,,,,,
420,PT03M56.00S,2025-03-16T01:32:47.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612748,78,62,2025-03-16T01:32:48Z,4150000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Anderson,K. Anderson,,,,419.0,3.0,3.0,0.0,,,,,,,,,,
