actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
347,PT09M24.00S,2023-02-05T02:58:18.6Z,3,REGULAR,2pt,Jump Shot,[],203952,23.078186596583443,49.26470588235294,1610612744,81,61,2023-02-05T02:58:22Z,3410000,False,4.0,164.0,1,left,A. Wiggins 16' step back Jump Shot (6 PTS) (S. Curry 6 AST),"[203952, 201939]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,16.44,Made,,,,,6.0,,,S. Curry,201939.0,6.0,,,,,,,,
349,PT09M02.00S,2023-02-05T02:58:40.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,94.1688567674113,57.107843137254896,1610612742,81,63,2023-02-05T02:58:46Z,3430000,False,36.0,2.0,1,right,J. Green driving reverse Layup (5 PTS) (S. Dinwiddie 2 AST),"[1630182, 203915]",1610612742.0,DAL,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.56,Made,,,,,5.0,,,S. Dinwiddie,203915.0,2.0,,,,,,,,
351,PT08M53.00S,2023-02-05T02:58:52.4Z,3,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612744,81,63,2023-02-05T02:59:02Z,3450000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Looney 2 FT),"[1630182, 1626172]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,,,,,,,2.0,0.0,Looney,1626172.0,,
353,PT08M53.00S,2023-02-05T02:59:20.6Z,3,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,81,63,2023-02-05T02:59:20Z,3470000,False,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
354,PT08M53.00S,2023-02-05T02:59:20.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,81,63,2023-02-05T02:59:20Z,3480000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,
355,PT08M53.00S,2023-02-05T02:59:21.3Z,3,REGULAR,substitution,out,[],203939,,,1610612744,81,63,2023-02-05T02:59:27Z,3490000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT08M53.00S,2023-02-05T02:59:21.3Z,3,REGULAR,substitution,in,[],203493,,,1610612744,81,63,2023-02-05T02:59:27Z,3500000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M53.00S,2023-02-05T02:59:41.3Z,3,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,82,63,2023-02-05T02:59:41Z,3510000,False,,,0,,K. Looney Free Throw 2 of 2 (9 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
358,PT08M42.00S,2023-02-05T02:59:53.7Z,3,REGULAR,2pt,Layup,[],203501,88.43626806833115,66.93474264705883,1610612742,82,63,2023-02-05T03:00:12Z,3520000,False,85.0,56.0,1,right,MISS T. Hardaway Jr. 10' driving Layup,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,10.16,Missed,,,,,,,,,,,,,,,,,,
359,PT08M39.00S,2023-02-05T02:59:56.7Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,82,63,2023-02-05T02:59:58Z,3530000,False,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,358.0,4.0,4.0,0.0,,,,,,,,,,,,,,
360,PT08M32.00S,2023-02-05T03:00:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.440867279894875,54.166666666666664,1610612744,82,63,2023-02-05T03:00:08Z,3540000,False,-21.0,17.0,1,left,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
361,PT08M30.00S,2023-02-05T03:00:05.5Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,82,63,2023-02-05T03:00:27Z,3550000,False,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,360.0,4.0,2.0,2.0,,,,,,,,,,,,,,
362,PT08M28.00S,2023-02-05T03:00:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,82,63,2023-02-05T03:00:06Z,3560000,False,0.0,0.0,1,left,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
363,PT08M27.00S,2023-02-05T03:00:07.7Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,82,63,2023-02-05T03:00:07Z,3570000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,362.0,2.0,2.0,0.0,,,,,,,,,,,,,,
364,PT08M20.00S,2023-02-05T03:00:14.6Z,3,REGULAR,3pt,Jump Shot,[],203915,65.78515111695138,40.19607843137255,1610612742,82,66,2023-02-05T03:00:19Z,3580000,False,-49.0,269.0,1,right,S. Dinwiddie 27' 3PT pullup (17 PTS) (T. Hardaway Jr. 1 AST),"[203915, 203501]",1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,27.35,Made,,,,,17.0,,,T. Hardaway Jr.,203501.0,1.0,,,,,,,,
366,PT08M04.00S,2023-02-05T03:00:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,8.804204993429698,48.920036764705884,1610612744,82,66,2023-02-05T03:00:40Z,3600000,False,5.0,30.0,1,left,MISS D. Green driving finger roll Layup,[203110],1610612744.0,GSW,driving finger roll,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,,
367,PT08M02.00S,2023-02-05T03:00:33.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,82,66,2023-02-05T03:00:36Z,3610000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,366.0,,,,,,,,,,,,,,,,,
368,PT07M46.00S,2023-02-05T03:01:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,90.88370565045992,49.01960784313725,1610612742,82,68,2023-02-05T03:01:07Z,3620000,False,-5.0,33.0,1,right,J. Green driving Layup (7 PTS) (S. Dinwiddie 3 AST),"[1630182, 203915]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.36,Made,,,,,7.0,,,S. Dinwiddie,203915.0,3.0,,,,,,,,
370,PT07M35.00S,2023-02-05T03:01:14.9Z,3,REGULAR,foul,personal,[],1630182,,,1610612744,82,68,2023-02-05T03:01:24Z,3640000,False,,,0,,J. Green personal FOUL (3 PF),"[1630182, 1626172]",1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202035.0,,,,,,,3.0,0.0,Looney,1626172.0,,
372,PT07M31.00S,2023-02-05T03:01:37.5Z,3,REGULAR,3pt,Jump Shot,[],201939,33.459264126149804,49.754901960784316,1610612744,85,68,2023-02-05T03:11:06Z,3660000,False,1.0,262.0,1,left,S. Curry 26' 3PT step back (15 PTS) (K. Thompson 3 AST),"[201939, 202691]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.2,Made,,,,,15.0,,,K. Thompson,202691.0,3.0,,,,,,,,
374,PT07M05.00S,2023-02-05T03:02:03.5Z,3,REGULAR,3pt,Jump Shot,[],203915,77.61169513797634,90.68627450980392,1610612742,85,68,2023-02-05T03:11:43Z,3680000,False,203.0,158.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
375,PT07M03.00S,2023-02-05T03:02:05.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,85,68,2023-02-05T03:02:08Z,3690000,False,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,374.0,5.0,5.0,0.0,,,,,,,,,,,,,,
376,PT06M58.00S,2023-02-05T03:02:10.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,9.017739816031538,53.92156862745098,1610612744,87,68,2023-02-05T03:02:15Z,3700000,False,-20.0,32.0,1,left,A. Wiggins running Layup (8 PTS) (D. Green 6 AST),"[203952, 203110]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.78,Made,,,,,8.0,,,D. Green,203110.0,6.0,,,,,,,,
378,PT06M46.00S,2023-02-05T03:02:22.4Z,3,REGULAR,3pt,Jump Shot,[],203501,74.32654402102497,12.5,1610612742,87,71,2023-02-05T03:02:26Z,3720000,False,-188.0,189.0,1,right,T. Hardaway Jr. 26' 3PT  (16 PTS) (J. Green 3 AST),"[203501, 1630182]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.61,Made,,,,,16.0,,,J. Green,1630182.0,3.0,,,,,,,,
380,PT06M34.00S,2023-02-05T03:02:35.9Z,3,REGULAR,turnover,bad pass,[],203952,,,1610612744,87,71,2023-02-05T03:02:39Z,3740000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1630182]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,,,Green,1630182.0
381,PT06M34.00S,2023-02-05T03:02:35.9Z,3,REGULAR,steal,,[],1630182,,,1610612742,87,71,2023-02-05T03:02:38Z,3750000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
382,PT06M34.00S,2023-02-05T03:02:39.3Z,3,REGULAR,foul,personal,[],203110,,,1610612742,87,71,2023-02-05T03:02:43Z,3760000,False,,,0,,D. Green personal FOUL (3 PF),"[203110, 1630182]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,1148.0,,,,,,,3.0,0.0,Green,1630182.0,,
384,PT06M34.00S,2023-02-05T03:02:47.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,87,71,2023-02-05T03:02:47Z,3780000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M34.00S,2023-02-05T03:05:46.6Z,3,REGULAR,substitution,out,[],1626172,,,1610612742,87,71,2023-02-05T03:06:01Z,3790000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M34.00S,2023-02-05T03:05:46.6Z,3,REGULAR,substitution,in,[],1628978,,,1610612742,87,71,2023-02-05T03:06:01Z,3800000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M16.00S,2023-02-05T03:06:27.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203915,86.07095926412615,47.997089460784316,1610612742,87,71,2023-02-05T03:13:17Z,3810000,False,-10.0,78.0,1,right,MISS S. Dinwiddie 7' turnaround fadeaway Shot,[203915],1610612742.0,DAL,turnaround fadeaway,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,7.9,Missed,,,,,,,,,,,,,,,,,,
388,PT06M11.00S,2023-02-05T03:06:32.8Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,87,71,2023-02-05T03:06:39Z,3820000,False,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,387.0,5.0,5.0,0.0,,,,,,,,,,,,,,
389,PT06M04.00S,2023-02-05T03:06:38.9Z,3,REGULAR,3pt,Jump Shot,[],203110,32.14520367936925,33.57843137254902,1610612744,87,71,2023-02-05T03:06:42Z,3830000,False,82.0,250.0,1,left,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
390,PT06M01.00S,2023-02-05T03:06:41.9Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,87,71,2023-02-05T03:06:42Z,3840000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,389.0,3.0,3.0,0.0,,,,,,,,,,,,,,
391,PT05M55.00S,2023-02-05T03:06:48.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203915,91.93495400788436,46.568627450980394,1610612742,87,73,2023-02-05T03:06:58Z,3850000,False,-17.0,23.0,1,right,S. Dinwiddie running Layup (19 PTS) (J. Green 4 AST),"[203915, 1630182]",1610612742.0,DAL,running,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,19.0,,,J. Green,1630182.0,4.0,,,,,,,,
393,PT05M35.00S,2023-02-05T03:07:07.5Z,3,REGULAR,3pt,Jump Shot,[],203110,8.492115637319317,3.431372549019608,1610612744,87,73,2023-02-05T03:07:12Z,3870000,False,233.0,27.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
394,PT05M32.00S,2023-02-05T03:07:10.5Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,87,73,2023-02-05T03:07:12Z,3880000,False,,,0,,R. Bullock REBOUND (Off:1 Def:3),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,,,393.0,4.0,3.0,1.0,,,,,,,,,,,,,,
395,PT05M29.00S,2023-02-05T03:07:14.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,74.72076215505913,14.460784313725492,1610612742,87,73,2023-02-05T03:07:21Z,3890000,False,-178.0,185.0,1,right,MISS D. Finney-Smith 25' running pullup 3PT,[1627827],1610612742.0,DAL,running pullup,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
396,PT05M27.00S,2023-02-05T03:07:16.2Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,87,73,2023-02-05T03:07:36Z,3900000,False,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,395.0,6.0,6.0,0.0,,,,,,,,,,,,,,
397,PT05M20.00S,2023-02-05T03:07:23.8Z,3,REGULAR,3pt,Jump Shot,[],1628978,14.011169513797633,4.411764705882353,1610612744,90,73,2023-02-05T03:07:29Z,3910000,False,228.0,79.0,1,left,D. DiVincenzo 24' 3PT  (8 PTS) (S. Curry 7 AST),"[1628978, 201939]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,24.13,Made,,,,,8.0,,,S. Curry,201939.0,7.0,,,,,,,,
399,PT04M55.00S,2023-02-05T03:07:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630182,75.77201051248358,85.04901960784314,1610612742,90,73,2023-02-05T03:07:54Z,3930000,False,175.0,175.0,1,right,MISS J. Green 24' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
400,PT04M53.00S,2023-02-05T03:07:50.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,90,73,2023-02-05T03:07:54Z,3940000,False,,,0,,S. Curry REBOUND (Off:0 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,399.0,6.0,6.0,0.0,,,,,,,,,,,,,,
401,PT04M42.00S,2023-02-05T03:08:03.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612744,90,73,2023-02-05T03:08:17Z,3950000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF) (Curry 2 FT),"[203501, 201939]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,,,1.0,0.0,Curry,201939.0,,
403,PT04M42.00S,2023-02-05T03:08:31.7Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,91,73,2023-02-05T03:08:31Z,3970000,False,,,0,,S. Curry Free Throw 1 of 2 (16 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
404,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,out,[],203952,,,1610612744,91,73,2023-02-05T03:08:50Z,3980000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,out,[],203110,,,1610612744,91,73,2023-02-05T03:08:50Z,3990000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,out,[],1630182,,,1610612744,91,73,2023-02-05T03:08:50Z,4000000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,out,[],203915,,,1610612744,91,73,2023-02-05T03:08:50Z,4010000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,91,73,2023-02-05T03:08:50Z,4020000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,in,[],203210,,,1610612744,91,73,2023-02-05T03:08:50Z,4030000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,in,[],1630593,,,1610612744,91,73,2023-02-05T03:08:50Z,4040000,False,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M42.00S,2023-02-05T03:08:34.7Z,3,REGULAR,substitution,in,[],1630702,,,1610612744,91,73,2023-02-05T03:08:50Z,4050000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M42.00S,2023-02-05T03:08:57.3Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,92,73,2023-02-05T03:08:57Z,4060000,False,,,0,,S. Curry Free Throw 2 of 2 (17 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
414,PT04M19.00S,2023-02-05T03:09:26.6Z,3,REGULAR,foul,personal,['2freethrow'],203210,,,1610612742,92,73,2023-02-05T03:09:34Z,4070000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Hardy 2 FT),"[203210, 1630702]",1610612744.0,GSW,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,,,1.0,0.0,Hardy,1630702.0,,
416,PT04M19.00S,2023-02-05T03:09:49.5Z,3,REGULAR,freethrow,1 of 2,[],1630702,,,1610612742,92,74,2023-02-05T03:09:49Z,4090000,False,,,0,,J. Hardy Free Throw 1 of 2 (5 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
417,PT04M19.00S,2023-02-05T03:10:05.2Z,3,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,92,75,2023-02-05T03:10:05Z,4100000,False,,,0,,J. Hardy Free Throw 2 of 2 (6 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
418,PT04M06.00S,2023-02-05T03:10:19.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,12.746386333771353,38.08210784313725,1610612744,94,75,2023-02-05T03:10:49Z,4110000,False,60.0,67.0,1,left,S. Curry 8' driving finger roll Layup (19 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,8.99,Made,,,,,19.0,,,,,,,,,,,,,
419,PT03M56.00S,2023-02-05T03:10:30.2Z,3,REGULAR,3pt,Jump Shot,[],1627827,87.59855453350855,95.83333333333334,1610612742,94,75,2023-02-05T03:10:36Z,4120000,False,229.0,64.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,23.8,Missed,,,,,,,,,,,,,,,,,,
420,PT03M54.00S,2023-02-05T03:10:34.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,94,75,2023-02-05T03:10:34Z,4130000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Right Corner 3,24+ Right,,,419.0,,,,,,,,,,,,,,,,,
421,PT03M54.00S,2023-02-05T03:10:36.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612744,94,75,2023-02-05T03:10:45Z,4140000,False,,,0,,J. Hardy loose ball personal FOUL (2 PF) (Curry 2 FT),"[1630702, 201939]",1610612742.0,DAL,loose ball,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,,,,,,,2.0,0.0,Curry,201939.0,,
423,PT03M54.00S,2023-02-05T03:11:12.1Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,95,75,2023-02-05T03:11:12Z,4160000,False,,,0,,S. Curry Free Throw 1 of 2 (20 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
424,PT03M54.00S,2023-02-05T03:11:13.6Z,3,REGULAR,substitution,out,[],202691,,,1610612744,95,75,2023-02-05T03:11:16Z,4170000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M54.00S,2023-02-05T03:11:13.6Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,95,75,2023-02-05T03:11:16Z,4180000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M54.00S,2023-02-05T03:11:30.9Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,96,75,2023-02-05T03:11:30Z,4190000,False,,,0,,S. Curry Free Throw 2 of 2 (21 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
427,PT03M44.00S,2023-02-05T03:11:46.0Z,3,REGULAR,turnover,backcourt,[],1630593,,,1610612742,96,75,2023-02-05T03:12:03Z,4200000,False,,,0,,M. Wright IV backcourt TURNOVER (2 TO),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Left Center,,,,,,,,1155.0,2.0,,,,,,,,,,,
428,PT03M37.00S,2023-02-05T03:12:14.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,33.196452036793694,83.33333333333334,1610612744,96,75,2023-02-05T03:12:19Z,4210000,False,-167.0,260.0,1,left,MISS S. Curry 30' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,30.84,Missed,,,,,,,,,,,,,,,,,,
429,PT03M34.00S,2023-02-05T03:12:17.8Z,3,REGULAR,rebound,defensive,[],1630593,,,1610612742,96,75,2023-02-05T03:12:53Z,4220000,False,,,0,,M. Wright IV REBOUND (Off:0 Def:1),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Above the Break 3,24+ Left Center,,,428.0,1.0,1.0,0.0,,,,,,,,,,,,,,
430,PT03M22.00S,2023-02-05T03:12:29.2Z,3,REGULAR,2pt,Jump Shot,[],203501,74.72076215505913,30.14705882352941,1610612742,96,75,2023-02-05T03:12:33Z,4230000,False,-99.0,185.0,1,right,MISS T. Hardaway Jr. 21' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,21.01,Missed,,,,,,,,,,,,,,,,,,
431,PT03M19.00S,2023-02-05T03:12:32.2Z,3,REGULAR,rebound,defensive,[],203210,,,1610612744,96,75,2023-02-05T03:12:33Z,4240000,False,,,0,,J. Green REBOUND (Off:2 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,430.0,4.0,2.0,2.0,,,,,,,,,,,,,,
432,PT03M08.00S,2023-02-05T03:12:43.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203210,7.046649145860711,54.90196078431373,1610612744,98,75,2023-02-05T03:12:47Z,4250000,False,-25.0,14.0,1,left,J. Green Layup (13 PTS) (D. DiVincenzo 2 AST),"[203210, 1628978]",1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.81,Made,,,,,13.0,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,
