actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
333,PT00M29.40S,2024-01-14T01:36:28.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,47,56,2024-01-14T01:36:28Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,332.0,,,,,,,,,,,,,,,,,
335,PT00M27.50S,2024-01-14T01:36:48.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,5.863994743758213,76.22549019607843,1610612737,47,56,2024-01-14T01:45:58Z,3320000,False,-131.0,3.0,1,left,MISS D. Murray 13' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,13.11,Missed,,,,,,,,,,,,,,,,,,
336,PT00M23.30S,2024-01-14T01:36:52.2Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,47,56,2024-01-14T01:36:54Z,3330000,False,,,0,,D. Gafford REBOUND (Off:0 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,335.0,5.0,5.0,0.0,,,,,,,,,,,,,,
337,PT00M00.60S,2024-01-14T01:37:15.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.06636005256242,50.0,1610612764,47,58,2024-01-14T01:37:21Z,3340000,False,0.0,22.0,1,right,K. Kuzma driving Layup (22 PTS) (T. Jones 6 AST),"[1628398, 1626145]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,22.0,T. Jones,1626145.0,6.0,,,,,,,,,
339,PT00M00.00S,2024-01-14T01:37:20.9Z,2,REGULAR,period,end,[],0,,,1610612737,47,58,2024-01-14T01:37:20Z,3360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-01-14T01:52:42.9Z,3,REGULAR,period,start,[],0,,,1610612737,47,58,2024-01-14T01:52:42Z,3370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M47.00S,2024-01-14T01:52:55.4Z,3,REGULAR,2pt,Jump Shot,[],1629027,93.9060446780552,22.794117647058822,1610612737,49,58,2024-01-14T01:53:04Z,3380000,False,-136.0,5.0,1,right,T. Young 13' step back Jump Shot (9 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,8-16 Left,13.61,Made,,,,,,9.0,,,,,,,,,,,,
343,PT11M29.00S,2024-01-14T01:53:13.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,5.995400788436268,48.529411764705884,1610612764,49,58,2024-01-14T01:54:05Z,3390000,False,7.0,4.0,1,left,MISS K. Kuzma cutting DUNK - blocked,"[1628398, 1630552]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.84,Missed,,,,,,,,,,,Johnson,1630552.0,,,,,,
370,PT11M29.00S,2024-01-14T01:53:13.8Z,3,REGULAR,block,,[],1630552,,,1610612764,49,58,2024-01-14T01:55:44Z,3395000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
344,PT11M25.00S,2024-01-14T01:53:17.8Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,49,58,2024-01-14T01:54:05Z,3400000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,343.0,1.0,1.0,0.0,,,,,,,,,,,,,,
345,PT11M21.00S,2024-01-14T01:53:21.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.32917214191852,49.01960784313725,1610612737,49,58,2024-01-14T01:53:37Z,3410000,False,-5.0,20.0,1,right,MISS C. Capela reverse Layup - blocked,"[203991, 1629655]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,Gafford,1629655.0,,,,,,
346,PT11M21.00S,2024-01-14T01:53:21.5Z,3,REGULAR,block,,[],1629655,,,1610612737,49,58,2024-01-14T01:53:23Z,3420000,False,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
347,PT11M21.00S,2024-01-14T01:53:21.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,49,58,2024-01-14T01:53:37Z,3430000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,345.0,,,,,,,,,,,,,,,,,
389,PT11M21.00S,2024-01-14T01:53:28.4Z,3,REGULAR,violation,kicked ball,[],203991,,,1610612764,49,58,2024-01-14T02:00:29Z,3435000,False,,,0,,C. Capela kicked ball VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,
349,PT11M11.00S,2024-01-14T01:53:44.2Z,3,REGULAR,2pt,Jump Shot,[],1629673,22.28975032851511,69.36274509803921,1610612764,49,58,2024-01-14T01:53:49Z,3450000,False,-97.0,157.0,1,left,MISS J. Poole 18' Jump Shot,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,18.44,Missed,,,,,,,,,,,,,,,,,,
350,PT11M08.00S,2024-01-14T01:53:47.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,49,58,2024-01-14T01:53:49Z,3460000,False,,,0,,C. Capela REBOUND (Off:0 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Left Center,,,349.0,5.0,5.0,0.0,,,,,,,,,,,,,,
351,PT10M58.00S,2024-01-14T01:53:56.7Z,3,REGULAR,3pt,Jump Shot,[],1629027,69.46452036793693,76.22549019607843,1610612737,49,58,2024-01-14T01:54:04Z,3470000,False,131.0,235.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
352,PT10M56.00S,2024-01-14T01:53:58.7Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,49,58,2024-01-14T01:54:04Z,3480000,False,,,0,,D. Avdija REBOUND (Off:0 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,351.0,7.0,7.0,0.0,,,,,,,,,,,,,,
353,PT10M51.00S,2024-01-14T01:54:05.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,6.1268068331143235,49.50980392156863,1610612764,49,60,2024-01-14T01:54:11Z,3490000,False,2.0,5.0,1,left,D. Avdija running Layup (7 PTS),[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,,7.0,,,,,,,,,,,,
354,PT10M39.00S,2024-01-14T01:54:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.19776609724047,48.529411764705884,1610612737,49,60,2024-01-14T01:54:21Z,3500000,False,-7.0,21.0,1,right,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
355,PT10M36.00S,2024-01-14T01:54:19.6Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,49,60,2024-01-14T01:55:07Z,3510000,False,,,0,,C. Capela REBOUND (Off:1 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,354.0,6.0,5.0,1.0,,,,,,,,,,,,,,
356,PT10M36.00S,2024-01-14T01:54:20.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,49,60,2024-01-14T01:55:11Z,3520000,False,0.0,0.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
357,PT10M35.00S,2024-01-14T01:54:21.6Z,3,REGULAR,rebound,offensive,[],1629027,,,1610612737,49,60,2024-01-14T01:55:11Z,3530000,False,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,356.0,2.0,1.0,1.0,,,,,,,,,,,,,,
358,PT10M33.00S,2024-01-14T01:54:22.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,93.64323258869908,2.941176470588235,1610612737,49,60,2024-01-14T01:54:27Z,3540000,False,-235.0,7.0,1,right,MISS D. Murray 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
359,PT10M30.00S,2024-01-14T01:54:25.5Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,49,60,2024-01-14T01:54:27Z,3550000,False,,,0,,D. Avdija REBOUND (Off:0 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,358.0,8.0,8.0,0.0,,,,,,,,,,,,,,
360,PT10M27.00S,2024-01-14T01:54:30.9Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629673,8.754927726675426,51.71568627450981,1610612764,49,62,2024-01-14T01:57:17Z,3560000,False,-9.0,30.0,1,left,J. Poole driving floating Jump Shot (10 PTS) (D. Avdija 4 AST),"[1629673, 1630166]",1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,,10.0,D. Avdija,1630166.0,4.0,,,,,,,,,
362,PT10M27.00S,2024-01-14T01:54:36.1Z,3,REGULAR,foul,personal,['1freethrow'],1629027,,,1610612764,49,62,2024-01-14T01:54:50Z,3580000,False,,,0,,T. Young shooting personal FOUL (2 PF) (Poole 1 FT),"[1629027, 1629673]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,2.0,0.0,Poole,1629673.0,,
364,PT10M27.00S,2024-01-14T01:54:57.0Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629673,,,1610612764,49,63,2024-01-14T01:54:57Z,3600000,False,,,0,,J. Poole Free Throw 1 of 1 (11 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
365,PT10M10.00S,2024-01-14T01:55:17.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,92.59198423127464,49.50980392156863,1610612737,49,63,2024-01-14T01:55:21Z,3610000,False,-2.0,17.0,1,right,MISS S. Bey driving Layup - blocked,"[1630180, 1629673]",1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,Poole,1629673.0,,,,,,
366,PT10M10.00S,2024-01-14T01:55:17.4Z,3,REGULAR,block,,[],1629673,,,1610612737,49,63,2024-01-14T01:55:19Z,3620000,False,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
367,PT10M07.00S,2024-01-14T01:55:20.4Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,49,63,2024-01-14T01:55:21Z,3630000,False,,,0,,D. Gafford REBOUND (Off:0 Def:6),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,365.0,6.0,6.0,0.0,,,,,,,,,,,,,,
368,PT10M06.00S,2024-01-14T01:55:22.8Z,3,REGULAR,foul,personal,[],1629027,,,1610612764,49,63,2024-01-14T01:55:29Z,3640000,False,,,0,,T. Young personal FOUL (3 PF),"[1629027, 1629673]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,1193.0,,,,,,,,3.0,0.0,Poole,1629673.0,,
371,PT09M57.00S,2024-01-14T01:55:58.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630166,5.863994743758213,50.73529411764706,1610612764,49,65,2024-01-14T01:56:04Z,3660000,False,-4.0,3.0,1,left,D. Avdija cutting DUNK (9 PTS) (K. Kuzma 3 AST),"[1630166, 1628398]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.45,Made,,,,,,9.0,K. Kuzma,1628398.0,3.0,,,,,,,,,
373,PT09M42.00S,2024-01-14T01:56:12.2Z,3,REGULAR,3pt,Jump Shot,[],1630180,66.5735873850197,50.73529411764706,1610612737,49,65,2024-01-14T01:56:18Z,3680000,False,4.0,262.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
374,PT09M40.00S,2024-01-14T01:56:14.2Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612737,49,65,2024-01-14T01:56:18Z,3690000,False,,,0,,S. Bey REBOUND (Off:4 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,373.0,5.0,1.0,4.0,,,,,,,,,,,,,,
375,PT09M39.00S,2024-01-14T01:56:16.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,67.7562417871222,35.294117647058826,1610612737,49,65,2024-01-14T01:56:21Z,3700000,False,-74.0,251.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,26.12,Missed,,,,,,,,,,,,,,,,,,
376,PT09M36.00S,2024-01-14T01:56:19.4Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,49,65,2024-01-14T01:56:21Z,3710000,False,,,0,,K. Kuzma REBOUND (Off:3 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,375.0,6.0,3.0,3.0,,,,,,,,,,,,,,
377,PT09M23.00S,2024-01-14T01:56:34.0Z,3,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,49,65,2024-01-14T01:56:43Z,3720000,False,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (2 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right,,,,,,,1627529.0,,,,,2.0,,,,,,,,
378,PT09M13.00S,2024-01-14T01:56:50.8Z,3,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612737,49,65,2024-01-14T01:57:14Z,3730000,False,,,0,,D. Avdija shooting personal FOUL (3 PF) (Young 2 FT),"[1630166, 1629027]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627529.0,,,,,,,,3.0,0.0,Young,1629027.0,,
380,PT09M13.00S,2024-01-14T01:57:15.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,50,65,2024-01-14T01:57:15Z,3750000,False,,,0,,T. Young Free Throw 1 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,10.0,,,,,,,,,,,,
381,PT09M13.00S,2024-01-14T01:57:28.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,51,65,2024-01-14T01:57:28Z,3760000,False,,,0,,T. Young Free Throw 2 of 2 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
382,PT08M57.00S,2024-01-14T01:57:48.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.046649145860711,45.83333333333333,1610612764,51,67,2024-01-14T01:57:55Z,3770000,False,21.0,14.0,1,left,J. Poole cutting Layup (13 PTS) (K. Kuzma 4 AST),"[1629673, 1628398]",1610612764.0,WAS,cutting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,13.0,K. Kuzma,1628398.0,4.0,,,,,,,,,
384,PT08M48.00S,2024-01-14T01:57:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,82.9993429697766,55.88235294117647,1610612737,51,67,2024-01-14T01:58:05Z,3790000,False,29.0,107.0,1,right,MISS D. Murray 11' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.13,Missed,,,,,,,,,,,,,,,,,,
385,PT08M44.00S,2024-01-14T01:58:02.4Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,51,67,2024-01-14T01:58:05Z,3800000,False,,,0,,D. Avdija REBOUND (Off:0 Def:9),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,384.0,9.0,9.0,0.0,,,,,,,,,,,,,,
386,PT08M40.00S,2024-01-14T01:58:05.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629655,6.389618922470433,50.0,1610612764,51,69,2024-01-14T01:58:17Z,3810000,False,0.0,8.0,1,left,D. Gafford running DUNK (10 PTS) (D. Avdija 5 AST),"[1629655, 1630166]",1610612764.0,WAS,running,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.76,Made,,,,,,10.0,D. Avdija,1630166.0,5.0,,,,,,,,,
388,PT08M40.00S,2024-01-14T01:58:09.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,51,69,2024-01-14T01:58:09Z,3830000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M27.00S,2024-01-14T02:01:25.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,91.93495400788436,49.50980392156863,1610612737,51,69,2024-01-14T02:01:32Z,3840000,False,-2.0,23.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
391,PT08M24.00S,2024-01-14T02:01:28.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,51,69,2024-01-14T02:01:32Z,3850000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,390.0,,,,,,,,,,,,,,,,,
393,PT08M05.00S,2024-01-14T02:01:55.3Z,3,REGULAR,2pt,Jump Shot,[],1628398,15.588042049934298,69.36274509803921,1610612764,51,69,2024-01-14T02:02:04Z,3870000,False,-97.0,94.0,1,left,MISS K. Kuzma 13' fadeaway bank Shot,[1628398],1610612764.0,WAS,fadeaway bank,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,13.49,Missed,,,,,,,,,,,,,,,,,,
394,PT08M02.00S,2024-01-14T02:01:58.3Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,51,69,2024-01-14T02:02:04Z,3880000,False,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,393.0,4.0,4.0,0.0,,,,,,,,,,,,,,
395,PT07M54.00S,2024-01-14T02:02:06.4Z,3,REGULAR,2pt,Jump Shot,[],1627749,77.61169513797634,38.72549019607843,1610612737,51,69,2024-01-14T02:02:14Z,3890000,False,-56.0,158.0,1,right,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,16.78,Missed,,,,,,,,,,,,,,,,,,
396,PT07M52.00S,2024-01-14T02:02:09.0Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,51,69,2024-01-14T02:02:09Z,3900000,False,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Left Center,,,395.0,7.0,5.0,2.0,,,,,,,,,,,,,,
397,PT07M50.00S,2024-01-14T02:02:10.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.06636005256242,46.81372549019608,1610612737,51,69,2024-01-14T02:02:18Z,3910000,False,-16.0,22.0,1,right,MISS C. Capela putback Layup - blocked,"[203991, 1628398]",1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,Kuzma,1628398.0,,,,,,
398,PT07M50.00S,2024-01-14T02:02:10.5Z,3,REGULAR,block,,[],1628398,,,1610612737,51,69,2024-01-14T02:02:12Z,3920000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
399,PT07M50.00S,2024-01-14T02:02:10.5Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612737,51,69,2024-01-14T02:02:18Z,3930000,False,,,0,,S. Bey REBOUND (Off:5 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,397.0,6.0,1.0,5.0,,,,,,,,,,,,,,
400,PT07M44.00S,2024-01-14T02:02:15.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,94.40999984741211,50.0,1610612737,53,69,2024-01-14T02:02:15Z,3940000,False,0.0,0.0,1,right,S. Bey putback Layup (9 PTS),[1630180],1610612737.0,ATL,putback,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,9.0,,,,,,,,,,,,
401,PT07M28.00S,2024-01-14T02:02:31.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,9.806176084099869,49.50980392156863,1610612764,53,69,2024-01-14T02:02:57Z,3950000,False,2.0,40.0,1,left,MISS K. Kuzma turnaround Hook,[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,,
402,PT07M26.00S,2024-01-14T02:02:33.8Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,53,69,2024-01-14T02:02:38Z,3960000,False,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,401.0,5.0,5.0,0.0,,,,,,,,,,,,,,
403,PT07M18.00S,2024-01-14T02:02:42.7Z,3,REGULAR,3pt,Jump Shot,[],1630180,94.95729303547962,3.431372549019608,1610612737,56,69,2024-01-14T02:02:47Z,3970000,False,-233.0,-5.0,1,right,S. Bey 3PT  (12 PTS) (T. Young 6 AST),"[1630180, 1629027]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,,12.0,T. Young,1629027.0,6.0,,,,,,,,,
405,PT07M01.00S,2024-01-14T02:02:58.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,18.084756898817346,48.03921568627451,1610612764,56,69,2024-01-14T02:03:06Z,3990000,False,10.0,117.0,1,left,MISS J. Poole 11' driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,11.79,Missed,,,,,,,,,,,,,,,,,,
406,PT06M59.00S,2024-01-14T02:03:00.9Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,56,69,2024-01-14T02:03:06Z,4000000,False,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,405.0,5.0,5.0,0.0,,,,,,,,,,,,,,
407,PT06M59.00S,2024-01-14T02:03:03.2Z,3,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,56,69,2024-01-14T02:03:14Z,4010000,False,,,0,,J. Johnson lost ball out-of-bounds TURNOVER (2 TO),[1630552],1610612737.0,ATL,lost ball,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,1627529.0,,,,,2.0,,,,,,,,
408,PT06M59.00S,2024-01-14T02:03:07.8Z,3,REGULAR,substitution,out,[],1630166,,,1610612764,56,69,2024-01-14T02:03:14Z,4020000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M59.00S,2024-01-14T02:03:07.8Z,3,REGULAR,substitution,in,[],1641731,,,1610612764,56,69,2024-01-14T02:03:14Z,4030000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M51.00S,2024-01-14T02:03:36.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,16.770696452036795,53.67647058823529,1610612764,56,71,2024-01-14T02:03:42Z,4040000,False,-18.0,105.0,1,left,T. Jones 10' driving floating Jump Shot (4 PTS),[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,10.67,Made,,,,,,4.0,,,,,,,,,,,,
411,PT06M27.00S,2024-01-14T02:04:04.5Z,3,REGULAR,foul,offensive,[],1630552,,,1610612737,56,71,2024-01-14T02:04:12Z,4050000,False,,,0,,J. Johnson charge offensive FOUL (2 PF),"[1630552, 1628398]",1610612737.0,ATL,charge,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627529.0,,,,,,,,2.0,0.0,Kuzma,1628398.0,,
413,PT06M27.00S,2024-01-14T02:04:04.5Z,3,REGULAR,turnover,offensive foul,[],1630552,,,1610612737,56,71,2024-01-14T02:04:04Z,4070000,False,,,0,,J. Johnson offensive foul TURNOVER (3 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627529.0,,,,,3.0,,,,,,,,
414,PT06M13.00S,2024-01-14T02:04:32.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,10.200394218134035,64.70588235294117,1610612764,56,73,2024-01-14T02:04:41Z,4080000,False,-74.0,43.0,1,left,T. Jones 8' fadeaway bank Jump Shot (6 PTS) (J. Poole 2 AST),"[1626145, 1629673]",1610612764.0,WAS,fadeaway bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,8.54,Made,,,,,,6.0,J. Poole,1629673.0,2.0,,,,,,,,,
