actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
450,PT04M46.00S,2026-03-08T23:48:41.4Z,3,REGULAR,3pt,Jump Shot,[],1630595,32.53942181340342,40.19607843137255,1610612765,87,66,2026-03-08T23:48:48Z,4270000,False,49.0,253.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,25.81,Missed,,,,,,,,,,,,,,,,,
451,PT04M41.00S,2026-03-08T23:48:46.4Z,3,REGULAR,rebound,defensive,[],1642066,,,1610612748,87,66,2026-03-08T23:48:48Z,4280000,False,,,0,,M. Gardner REBOUND (Off:1 Def:4),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Center,,,,,,,,450.0,5.0,4.0,1.0,,,,,,,,,
452,PT04M36.00S,2026-03-08T23:48:50.4Z,3,REGULAR,3pt,Jump Shot,[],1642276,69.59592641261499,25.49019607843137,1610612748,87,66,2026-03-08T23:48:55Z,4290000,False,-123.0,233.0,1,right,MISS K. Ware 26' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,26.35,Missed,,,,,,,,,,,,,,,,,
453,PT04M33.00S,2026-03-08T23:48:54.3Z,3,REGULAR,rebound,offensive,[],1641796,,,1610612748,87,66,2026-03-08T23:48:54Z,4300000,False,,,0,,P. Larsson REBOUND (Off:2 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,,,,,,,,452.0,4.0,2.0,2.0,,,,,,,,,
454,PT04M30.00S,2026-03-08T23:48:55.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,66.96780551905388,56.372549019607845,1610612748,90,66,2026-03-08T23:50:51Z,4310000,False,32.0,258.0,1,right,T. Herro 26' 3PT  (22 PTS) (P. Larsson 5 AST),"[1629639, 1641796]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,26.0,Made,22.0,P. Larsson,1641796.0,5.0,,,,,,,,,,,,,
456,PT04M21.00S,2026-03-08T23:49:05.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,23.209592641261498,13.970588235294118,1610612765,90,66,2026-03-08T23:49:11Z,4330000,False,180.0,166.0,1,left,MISS D. Robinson 24' pullup 3PT,[1629130],1610612765.0,DET,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,24.47,Missed,,,,,,,,,,,,,,,,,
457,PT04M19.00S,2026-03-08T23:49:07.4Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,90,66,2026-03-08T23:53:20Z,4340000,False,,,0,,T. Herro REBOUND (Off:1 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,456.0,6.0,5.0,1.0,,,,,,,,,
458,PT04M09.00S,2026-03-08T23:49:17.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,68.54467805519053,28.921568627450984,1610612748,93,66,2026-03-08T23:49:23Z,4350000,False,-105.0,243.0,1,right,T. Herro 26' 3PT pullup (25 PTS) (J. Jaquez Jr. 6 AST),"[1629639, 1631170]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,26.51,Made,25.0,J. Jaquez Jr.,1631170.0,6.0,,,,,,,,,,,,,
460,PT04M07.00S,2026-03-08T23:49:31.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,93,66,2026-03-08T23:49:31Z,4370000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M07.00S,2026-03-08T23:50:23.9Z,3,REGULAR,substitution,out,[],1642066,,,1610612765,93,66,2026-03-08T23:51:01Z,4380000,False,,,0,,SUB out: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M07.00S,2026-03-08T23:50:23.9Z,3,REGULAR,substitution,out,[],1629130,,,1610612765,93,66,2026-03-08T23:51:01Z,4390000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M07.00S,2026-03-08T23:50:23.9Z,3,REGULAR,substitution,in,[],1630558,,,1610612765,93,66,2026-03-08T23:51:01Z,4400000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M07.00S,2026-03-08T23:50:23.9Z,3,REGULAR,substitution,in,[],1628989,,,1610612765,93,66,2026-03-08T23:51:01Z,4410000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M05.00S,2026-03-08T23:51:21.8Z,3,REGULAR,foul,personal,[],1631170,,,1610612765,93,66,2026-03-08T23:51:28Z,4420000,False,,,0,,J. Jaquez Jr. personal FOUL (1 PF),"[1631170, 1630595]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1627961.0,1.0,0.0,Cunningham,1630595.0,,,,
467,PT03M44.00S,2026-03-08T23:51:54.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,9.543363994743759,42.15686274509804,1610612765,93,68,2026-03-08T23:54:19Z,4440000,False,39.0,37.0,1,left,J. Duren driving bank Hook (24 PTS) (C. Cunningham 10 AST),"[1631105, 1630595]",1610612765.0,DET,driving bank,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,5.4,Made,24.0,C. Cunningham,1630595.0,10.0,,,,,,,,,,,,,
469,PT03M28.00S,2026-03-08T23:52:10.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,91.40932982917214,42.8921568627451,1610612748,95,68,2026-03-08T23:54:39Z,4460000,False,-36.0,28.0,1,right,J. Jaquez Jr. reverse Layup (10 PTS) (D. Mitchell 4 AST),"[1631170, 1630558]",1610612748.0,MIA,reverse,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,4.54,Made,10.0,D. Mitchell,1630558.0,4.0,,,,,,,,,,,,,
471,PT03M17.00S,2026-03-08T23:52:20.8Z,3,REGULAR,3pt,Jump Shot,[],1641842,7.835085413929041,3.6764705882352944,1610612765,95,68,2026-03-08T23:52:28Z,4480000,False,232.0,21.0,1,left,MISS R. Holland II 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,,23.26,Missed,,,,,,,,,,,,,,,,,
472,PT03M15.00S,2026-03-08T23:52:25.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,95,68,2026-03-08T23:52:25Z,4490000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,471.0,,,,,,,,,,,,
474,PT03M15.00S,2026-03-08T23:52:27.4Z,3,REGULAR,substitution,out,[],1631105,,,1610612765,95,68,2026-03-08T23:52:41Z,4510000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M15.00S,2026-03-08T23:52:27.4Z,3,REGULAR,substitution,out,[],1630595,,,1610612765,95,68,2026-03-08T23:52:41Z,4520000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M15.00S,2026-03-08T23:52:27.4Z,3,REGULAR,substitution,in,[],202699,,,1610612765,95,68,2026-03-08T23:52:41Z,4530000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M15.00S,2026-03-08T23:52:27.4Z,3,REGULAR,substitution,in,[],1642450,,,1610612765,95,68,2026-03-08T23:52:41Z,4540000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M07.00S,2026-03-08T23:52:53.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641842,8.09789750328515,46.568627450980394,1610612765,95,70,2026-03-08T23:55:19Z,4550000,False,17.0,24.0,1,left,R. Holland II cutting Layup (3 PTS) (K. Huerter 1 AST),"[1641842, 1628989]",1610612765.0,DET,cutting,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,2.92,Made,3.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,
480,PT03M00.00S,2026-03-08T23:53:02.3Z,3,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612748,95,70,2026-03-08T23:53:46Z,4570000,False,,,0,,I. Stewart shooting personal FOUL (2 PF) (Jaquez Jr. 2 FT),"[1630191, 1631170]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627961.0,2.0,0.0,Jaquez Jr.,1631170.0,,,,
482,PT03M00.00S,2026-03-08T23:53:34.0Z,3,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,96,70,2026-03-08T23:53:34Z,4590000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (11 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
483,PT03M00.00S,2026-03-08T23:53:34.8Z,3,REGULAR,substitution,out,[],1630558,,,1610612748,96,70,2026-03-08T23:53:38Z,4600000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M00.00S,2026-03-08T23:53:34.8Z,3,REGULAR,substitution,in,[],1642857,,,1610612748,96,70,2026-03-08T23:53:38Z,4610000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M00.00S,2026-03-08T23:53:48.2Z,3,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,97,70,2026-03-08T23:53:48Z,4620000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (12 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
486,PT02M52.00S,2026-03-08T23:54:01.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631170,,,1610612765,97,70,2026-03-08T23:54:07Z,4630000,False,,,0,,J. Jaquez Jr. personal FOUL (2 PF) (Jenkins 2 FT),"[1631170, 1642450]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2882.0,2.0,0.0,Jenkins,1642450.0,,,,
488,PT02M52.00S,2026-03-08T23:54:24.5Z,3,REGULAR,freethrow,1 of 2,[],1642450,,,1610612765,97,71,2026-03-08T23:54:50Z,4650000,False,,,0,,D. Jenkins Free Throw 1 of 2 (1 PTS),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
489,PT02M52.00S,2026-03-08T23:54:24.5Z,3,REGULAR,freethrow,2 of 2,[],1642450,,,1610612765,97,71,2026-03-08T23:54:50Z,4660000,False,,,0,,MISS D. Jenkins Free Throw 2 of 2,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
490,PT02M46.00S,2026-03-08T23:54:30.5Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,97,71,2026-03-08T23:54:50Z,4670000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,489.0,1.0,0.0,1.0,,,,,,,,,
491,PT02M46.00S,2026-03-08T23:54:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.590000152587891,50.0,1610612765,97,73,2026-03-08T23:54:46Z,4680000,False,0.0,0.0,1,left,I. Stewart tip Layup (4 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,0.0,Made,4.0,,,,,,,,,,,,,,,,
492,PT02M34.00S,2026-03-08T23:55:00.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612748,97,73,2026-03-08T23:55:09Z,4690000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Jaquez Jr. 2 FT),"[202699, 1631170]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1627961.0,2.0,0.0,Jaquez Jr.,1631170.0,,,,
494,PT02M34.00S,2026-03-08T23:55:27.1Z,3,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,98,73,2026-03-08T23:55:27Z,4710000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (13 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
495,PT02M34.00S,2026-03-08T23:55:41.1Z,3,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,99,73,2026-03-08T23:55:41Z,4720000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (14 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
496,PT02M16.00S,2026-03-08T23:56:00.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,14.011169513797633,48.28431372549019,1610612765,99,73,2026-03-08T23:57:12Z,4730000,False,9.0,79.0,1,left,MISS I. Stewart 7' driving Hook - blocked,"[1630191, 1642276]",1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,7.97,Missed,,,,,,,,,,,,,,,,Ware,1642276.0
497,PT02M16.00S,2026-03-08T23:56:00.7Z,3,REGULAR,block,,[],1642276,,,1610612765,99,73,2026-03-08T23:56:03Z,4740000,False,,,0,,K. Ware BLOCK (2 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
498,PT02M14.00S,2026-03-08T23:56:02.7Z,3,REGULAR,rebound,defensive,[],1641796,,,1610612748,99,73,2026-03-08T23:57:12Z,4750000,False,,,0,,P. Larsson REBOUND (Off:2 Def:3),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,496.0,5.0,3.0,2.0,,,,,,,,,
499,PT02M12.00S,2026-03-08T23:56:06.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,90.09526938239159,58.82352941176471,1610612748,99,73,2026-03-08T23:56:24Z,4760000,False,44.0,41.0,1,right,MISS J. Jaquez Jr. running Layup - blocked,"[1631170, 202699]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,5.99,Missed,,,,,,,,,,,,,,,,Harris,202699.0
500,PT02M12.00S,2026-03-08T23:56:06.9Z,3,REGULAR,block,,[],202699,,,1610612748,99,73,2026-03-08T23:56:28Z,4770000,False,,,0,,T. Harris BLOCK (2 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
501,PT02M12.00S,2026-03-08T23:56:06.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,99,73,2026-03-08T23:56:28Z,4780000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,499.0,,,,,,,,,,,,
503,PT01M53.00S,2026-03-08T23:56:42.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,10.33180026281209,56.86274509803921,1610612765,99,73,2026-03-08T23:58:00Z,4800000,False,-34.0,45.0,1,left,MISS I. Stewart cutting Layup,[1630191],1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,5.63,Missed,,,,,,,,,,,,,,,,,
504,PT01M50.00S,2026-03-08T23:56:45.0Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,99,73,2026-03-08T23:56:46Z,4810000,False,,,0,,K. Ware REBOUND (Off:2 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,503.0,5.0,3.0,2.0,,,,,,,,,
505,PT01M45.00S,2026-03-08T23:56:50.1Z,3,REGULAR,3pt,Jump Shot,[],1642276,75.64060446780552,9.313725490196079,1610612748,99,73,2026-03-09T01:52:10Z,4820000,False,-203.0,176.0,1,right,MISS K. Ware 26' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,26.93,Missed,,,,,,,,,,,,,,,,,
506,PT01M40.00S,2026-03-08T23:56:55.1Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612765,99,73,2026-03-08T23:56:58Z,4830000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,,505.0,1.0,1.0,0.0,,,,,,,,,
507,PT01M36.00S,2026-03-08T23:56:59.0Z,3,REGULAR,turnover,bad pass,[],1630191,,,1610612765,99,73,2026-03-08T23:57:04Z,4840000,False,,,0,,I. Stewart bad pass TURNOVER (1 TO),"[1630191, 1642276]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,,Ware,1642276.0,,
508,PT01M36.00S,2026-03-08T23:56:59.0Z,3,REGULAR,steal,,[],1642276,,,1610612748,99,73,2026-03-08T23:57:02Z,4850000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
509,PT01M27.00S,2026-03-08T23:57:08.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,70.12155059132719,78.43137254901961,1610612748,99,73,2026-03-08T23:57:18Z,4860000,False,142.0,228.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,26.9,Missed,,,,,,,,,,,,,,,,,
510,PT01M24.00S,2026-03-08T23:57:11.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,99,73,2026-03-08T23:57:18Z,4870000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,509.0,,,,,,,,,,,,
512,PT01M09.00S,2026-03-08T23:57:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,12.040078843626807,40.44117647058824,1610612765,99,75,2026-03-08T23:57:44Z,4890000,False,48.0,61.0,1,left,R. Holland II 7' driving Layup (5 PTS) (D. Jenkins 2 AST),"[1641842, 1642450]",1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,7.73,Made,5.0,D. Jenkins,1642450.0,2.0,,,,,,,,,,,,,
724,PT01M00.00S,2026-03-08T23:57:40.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,92.32917214191852,50.245098039215684,1610612748,99,75,2026-03-09T01:07:55Z,4905000,False,1.0,20.0,1,right,MISS J. Jaquez Jr. driving Layup - blocked,"[1631170, 202699]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,1.96,Missed,,,,,,,,,,,,,,,,Harris,202699.0
725,PT01M00.00S,2026-03-08T23:57:40.3Z,3,REGULAR,block,,[],202699,,,1610612748,99,75,2026-03-09T01:07:55Z,4907500,False,,,0,,T. Harris BLOCK (3 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
726,PT00M58.00S,2026-03-08T23:57:42.9Z,3,REGULAR,rebound,offensive,[],1642276,,,1610612748,99,75,2026-03-09T01:07:55Z,4908750,False,,,0,,K. Ware REBOUND (Off:3 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,724.0,6.0,3.0,3.0,,,,,,,,,
514,PT00M57.60S,2026-03-08T23:57:47.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642276,90.75229960578186,45.09803921568628,1610612748,101,75,2026-03-09T01:08:02Z,4910000,False,-25.0,34.0,1,right,K. Ware putback DUNK (6 PTS),[1642276],1610612748.0,MIA,putback,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,4.22,Made,6.0,,,,,,,,,,,,,,,,
515,PT00M45.50S,2026-03-08T23:58:06.8Z,3,REGULAR,3pt,Jump Shot,[],1642450,26.363337713534822,84.31372549019608,1610612765,101,78,2026-03-08T23:58:13Z,4920000,False,-172.0,195.0,1,left,D. Jenkins 26' 3PT  (4 PTS) (I. Stewart 1 AST),"[1642450, 1630191]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Left Center,,26.0,Made,4.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,,,
517,PT00M40.40S,2026-03-08T23:58:15.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,91.27792378449409,44.11764705882353,1610612748,103,78,2026-03-08T23:58:22Z,4940000,False,-29.0,29.0,1,right,K. Ware alley-oop DUNK (8 PTS) (T. Herro 3 AST),"[1642276, 1629639]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,4.16,Made,8.0,T. Herro,1629639.0,3.0,,,,,,,,,,,,,
519,PT00M31.80S,2026-03-08T23:58:29.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,10.85742444152431,43.627450980392155,1610612765,103,78,2026-03-08T23:58:38Z,4960000,False,32.0,50.0,1,left,MISS D. Jenkins driving Layup,[1642450],1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,,5.9,Missed,,,,,,,,,,,,,,,,,
520,PT00M30.50S,2026-03-08T23:58:30.7Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,103,78,2026-03-08T23:58:38Z,4970000,False,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,519.0,2.0,0.0,2.0,,,,,,,,,
521,PT00M30.50S,2026-03-08T23:58:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.590000152587891,50.0,1610612765,103,80,2026-03-08T23:58:33Z,4980000,False,0.0,0.0,1,left,I. Stewart tip Layup (6 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,0.0,Made,6.0,,,,,,,,,,,,,,,,
522,PT00M13.60S,2026-03-08T23:58:50.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631170,89.56964520367937,45.09803921568628,1610612748,103,80,2026-03-09T00:02:40Z,4990000,False,-25.0,46.0,1,right,MISS J. Jaquez Jr. driving DUNK,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,5.17,Missed,,,,,,,,,,,,,,,,,
524,PT00M12.00S,2026-03-08T23:58:52.4Z,3,REGULAR,rebound,offensive,[],1631170,,,1610612748,103,80,2026-03-09T00:02:40Z,5010000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,522.0,4.0,3.0,1.0,,,,,,,,,
525,PT00M12.00S,2026-03-08T23:58:56.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631170,90.22667542706965,45.588235294117645,1610612748,103,80,2026-03-09T00:05:01Z,5020000,False,-22.0,39.0,1,right,MISS J. Jaquez Jr. putback Layup,[1631170],1610612748.0,MIA,putback,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,4.52,Missed,,,,,,,,,,,,,,,,,
526,PT00M10.20S,2026-03-08T23:58:58.0Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,103,80,2026-03-09T00:09:57Z,5030000,False,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,525.0,3.0,1.0,2.0,,,,,,,,,
527,PT00M00.90S,2026-03-08T23:59:03.5Z,3,REGULAR,3pt,Jump Shot,[],202699,22.683968462549277,87.25490196078431,1610612765,103,80,2026-03-08T23:59:10Z,5040000,False,-186.0,161.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,24.6,Missed,,,,,,,,,,,,,,,,,
528,PT00M00.90S,2026-03-08T23:59:03.5Z,3,REGULAR,rebound,defensive,[],1631170,,,1610612748,103,80,2026-03-08T23:59:10Z,5050000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:4),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,527.0,5.0,4.0,1.0,,,,,,,,,
531,PT00M00.00S,2026-03-08T23:59:22.4Z,3,REGULAR,period,end,[],0,,,1610612748,103,80,2026-03-08T23:59:22Z,5080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,out,['startperiod'],1641796,,,1610612748,103,80,2026-03-09T00:01:49Z,5090000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,103,80,2026-03-09T00:01:49Z,5100000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
