actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
269,PT05M53.00S,2026-03-11T00:27:40.1Z,2,REGULAR,substitution,out,[],1631323,,,1610612748,58,43,2026-03-11T00:27:49Z,2680000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M53.00S,2026-03-11T00:27:40.1Z,2,REGULAR,substitution,out,[],1642352,,,1610612748,58,43,2026-03-11T00:27:49Z,2690000,False,,,0,,SUB out: K. Johnson,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M53.00S,2026-03-11T00:27:40.1Z,2,REGULAR,substitution,in,[],1642857,,,1610612748,58,43,2026-03-11T00:27:49Z,2700000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M53.00S,2026-03-11T00:27:40.1Z,2,REGULAR,substitution,in,[],1642066,,,1610612748,58,43,2026-03-11T00:27:49Z,2710000,False,,,0,,SUB in: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M53.00S,2026-03-11T00:28:02.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,59,43,2026-03-11T00:28:02Z,2720000,False,,,0,,B. Adebayo Free Throw 2 of 2 (32 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
274,PT05M37.00S,2026-03-11T00:28:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,92.72339027595268,52.20588235294118,1610612764,59,45,2026-03-11T00:58:34Z,2730000,False,11.0,16.0,1,right,J. Champagnie finger roll Layup (4 PTS) (B. Carrington 4 AST),"[1630551, 1642267]",1610612764.0,WAS,finger roll,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.93,Made,4.0,,,,,,,B. Carrington,1642267.0,4.0,,,,,,,,
276,PT05M22.00S,2026-03-11T00:28:34.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.966491458607096,54.65686274509803,1610612748,61,45,2026-03-11T00:28:38Z,2750000,False,-23.0,22.0,1,left,B. Adebayo driving finger roll Layup (34 PTS) (D. Mitchell 4 AST),"[1628389, 1630558]",1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.23,Made,34.0,,,,,,,D. Mitchell,1630558.0,4.0,,,,,,,,
277,PT05M09.00S,2026-03-11T00:28:49.1Z,2,REGULAR,turnover,out-of-bounds,[],1642848,,,1610612764,61,45,2026-03-11T00:28:55Z,2760000,False,,,0,,T. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1642848],1610612764.0,WAS,bad pass,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,203592.0,,,,,1.0,,
278,PT05M09.00S,2026-03-11T00:28:53.6Z,2,REGULAR,substitution,out,[],1630551,,,1610612748,61,45,2026-03-11T00:28:59Z,2770000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M09.00S,2026-03-11T00:28:53.6Z,2,REGULAR,substitution,in,[],1642860,,,1610612748,61,45,2026-03-11T00:28:59Z,2780000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M01.00S,2026-03-11T00:29:12.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628389,5.338370565045992,94.6078431372549,1610612748,61,45,2026-03-11T00:29:19Z,2790000,False,-223.0,-2.0,1,left,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
283,PT04M55.00S,2026-03-11T00:29:18.0Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,61,45,2026-03-11T00:29:19Z,2800000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,,,,282.0,,,2.0,2.0,0.0,,,,,,,,,,,
284,PT04M48.00S,2026-03-11T00:29:27.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642860,88.12417871222075,48.77450980392157,1610612764,61,47,2026-03-11T00:30:21Z,2810000,False,-6.0,59.0,1,right,W. Riley floating Jump Shot (7 PTS) (T. Johnson 2 AST),"[1642860, 1642848]",1610612764.0,WAS,floating,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,5.94,Made,7.0,,,,,,,T. Johnson,1642848.0,2.0,,,,,,,,
286,PT04M48.00S,2026-03-11T00:29:31.9Z,2,REGULAR,foul,personal,['1freethrow'],1642066,,,1610612764,61,47,2026-03-11T00:29:51Z,2830000,False,,,0,,M. Gardner shooting personal FOUL (1 PF) (Riley 1 FT),"[1642066, 1642860]",1610612748.0,MIA,shooting,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202049.0,1.0,0.0,Riley,1642860.0,,,
288,PT04M48.00S,2026-03-11T00:29:46.6Z,2,REGULAR,substitution,out,[],1631170,,,1610612764,61,47,2026-03-11T00:30:21Z,2850000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M48.00S,2026-03-11T00:29:46.6Z,2,REGULAR,substitution,in,[],1641796,,,1610612764,61,47,2026-03-11T00:30:21Z,2860000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M48.00S,2026-03-11T00:30:04.3Z,2,REGULAR,freethrow,1 of 1,[],1642860,,,1610612764,61,48,2026-03-11T00:30:04Z,2870000,False,,,0,,W. Riley Free Throw 1 of 1 (8 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
291,PT04M36.00S,2026-03-11T00:30:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.783837056504599,57.59803921568627,1610612748,63,48,2026-03-11T00:30:25Z,2880000,False,-38.0,11.0,1,left,D. Mitchell driving Layup (4 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.96,Made,4.0,,,,,,,,,,,,,,,,,
292,PT04M30.00S,2026-03-11T00:30:22.7Z,2,REGULAR,3pt,Jump Shot,[],1642848,70.90998685939553,74.26470588235294,1610612764,63,48,2026-03-11T01:00:13Z,2890000,False,121.0,221.0,1,right,MISS T. Johnson 25' pullup 3PT,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
293,PT04M27.00S,2026-03-11T00:30:25.7Z,2,REGULAR,rebound,offensive,[],1642259,,,1610612764,63,48,2026-03-11T00:30:54Z,2900000,False,,,0,,A. Sarr REBOUND (Off:2 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,,292.0,,,3.0,1.0,2.0,,,,,,,,,,,
294,PT04M19.00S,2026-03-11T00:30:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642259,94.43166885676742,48.28431372549019,1610612764,63,50,2026-03-11T00:31:11Z,2910000,False,-9.0,0.0,1,right,A. Sarr tip Layup (17 PTS),[1642259],1610612764.0,WAS,tip,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,0.86,Made,17.0,,,,,,,,,,,,,,,,,
295,PT04M08.00S,2026-03-11T00:30:44.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,8.360709592641262,50.73529411764706,1610612748,63,50,2026-03-11T00:31:19Z,2920000,False,-4.0,26.0,1,left,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
296,PT04M05.00S,2026-03-11T00:30:47.3Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,63,50,2026-03-11T01:16:25Z,2930000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,295.0,,,3.0,3.0,0.0,,,,,,,,,,,
297,PT03M53.00S,2026-03-11T00:30:58.8Z,2,REGULAR,3pt,Jump Shot,[],1642259,73.27529566360053,17.401960784313726,1610612764,63,50,2026-03-11T00:31:03Z,2940000,False,-163.0,199.0,1,right,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
298,PT03M53.00S,2026-03-11T00:31:00.6Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612748,63,50,2026-03-11T00:31:00Z,2950000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,297.0,,,2.0,1.0,1.0,,,,,,,,,,,
299,PT03M53.00S,2026-03-11T00:31:01.4Z,2,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,63,50,2026-03-11T00:31:08Z,2960000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1630558],1610612748.0,MIA,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2003.0,,,,,1.0,,
300,PT03M45.00S,2026-03-11T00:31:22.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642259,68.41327201051249,61.029411764705884,1610612764,63,50,2026-03-11T00:48:30Z,2970000,False,55.0,244.0,1,right,MISS A. Sarr 25' pullup 3PT,[1642259],1610612764.0,WAS,pullup,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
301,PT03M40.00S,2026-03-11T00:31:27.4Z,2,REGULAR,rebound,defensive,[],1642066,,,1610612748,63,50,2026-03-11T00:31:29Z,2980000,False,,,0,,M. Gardner REBOUND (Off:1 Def:1),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Center,,,,300.0,,,2.0,1.0,1.0,,,,,,,,,,,
302,PT03M34.00S,2026-03-11T00:31:35.9Z,2,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,63,50,2026-03-11T00:31:44Z,2990000,False,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (2 TO),[1630558],1610612748.0,MIA,lost ball,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,,,,,2.0,,
303,PT03M27.00S,2026-03-11T00:31:45.6Z,2,REGULAR,turnover,bad pass,[],1642267,,,1610612764,63,50,2026-03-11T00:31:50Z,3000000,False,,,0,,B. Carrington bad pass TURNOVER (4 TO),"[1642267, 1642066]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,4.0,Gardner,1642066.0
304,PT03M27.00S,2026-03-11T00:31:45.6Z,2,REGULAR,steal,,[],1642066,,,1610612748,63,50,2026-03-11T00:31:48Z,3010000,False,,,0,,M. Gardner STEAL (2 STL),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
305,PT03M19.00S,2026-03-11T00:31:53.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,7.046649145860711,50.245098039215684,1610612748,63,50,2026-03-11T00:31:59Z,3020000,False,-1.0,14.0,1,left,MISS B. Adebayo driving DUNK - blocked,"[1628389, 1642259]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.38,Missed,,,Sarr,1642259.0,,,,,,,,,,,,,,
306,PT03M19.00S,2026-03-11T00:31:53.1Z,2,REGULAR,block,,[],1642259,,,1610612748,63,50,2026-03-11T00:31:55Z,3030000,False,,,0,,A. Sarr BLOCK (2 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT03M14.00S,2026-03-11T00:31:58.1Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,63,50,2026-03-11T00:31:59Z,3040000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:4),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,305.0,,,4.0,4.0,0.0,,,,,,,,,,,
308,PT03M05.00S,2026-03-11T00:32:07.5Z,2,REGULAR,3pt,Jump Shot,[],1642848,69.85873850197109,68.62745098039215,1610612764,63,50,2026-03-11T00:32:15Z,3050000,False,93.0,231.0,1,right,MISS T. Johnson 24' pullup 3PT,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
309,PT03M01.00S,2026-03-11T00:32:11.5Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612748,63,50,2026-03-11T00:32:15Z,3060000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,308.0,,,3.0,2.0,1.0,,,,,,,,,,,
310,PT02M59.00S,2026-03-11T00:32:18.1Z,2,REGULAR,foul,personal,[],1642848,,,1610612748,63,50,2026-03-11T00:32:27Z,3070000,False,,,0,,T. Johnson personal FOUL (3 PF),"[1642848, 1628389]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,3.0,0.0,Adebayo,1628389.0,,,
312,PT02M59.00S,2026-03-11T00:32:41.1Z,2,REGULAR,substitution,out,[],1642848,,,1610612748,63,50,2026-03-11T00:32:45Z,3090000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M59.00S,2026-03-11T00:32:41.1Z,2,REGULAR,substitution,in,[],1630536,,,1610612748,63,50,2026-03-11T00:32:45Z,3100000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M54.00S,2026-03-11T00:32:55.5Z,2,REGULAR,3pt,Jump Shot,[],1628389,26.757555847568987,16.42156862745098,1610612748,63,50,2026-03-11T00:33:02Z,3110000,False,168.0,199.0,1,left,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
315,PT02M49.00S,2026-03-11T00:33:00.4Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612748,63,50,2026-03-11T00:33:00Z,3120000,False,,,0,,D. Mitchell REBOUND (Off:2 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,314.0,,,4.0,2.0,2.0,,,,,,,,,,,
316,PT02M49.00S,2026-03-11T00:33:01.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,32.14520367936925,62.00980392156863,1610612748,63,50,2026-03-11T00:33:08Z,3130000,False,-60.0,250.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612748.0,MIA,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
317,PT02M44.00S,2026-03-11T00:33:06.1Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,63,50,2026-03-11T00:33:08Z,3140000,False,,,0,,A. Sarr REBOUND (Off:2 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,316.0,,,4.0,2.0,2.0,,,,,,,,,,,
318,PT02M36.00S,2026-03-11T00:33:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,87.20433639947439,50.98039215686274,1610612764,63,50,2026-03-11T00:33:18Z,3150000,False,5.0,68.0,1,right,MISS A. Sarr 6' driving floating Shot,[1642259],1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,6.8,Missed,,,,,,,,,,,,,,,,,,
319,PT02M34.00S,2026-03-11T00:33:15.1Z,2,REGULAR,rebound,defensive,[],1642857,,,1610612748,63,50,2026-03-11T00:33:18Z,3160000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:2),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,,,318.0,,,3.0,2.0,1.0,,,,,,,,,,,
320,PT02M27.00S,2026-03-11T00:33:24.2Z,2,REGULAR,foul,personal,['2freethrow'],1630536,,,1610612748,63,50,2026-03-11T00:33:44Z,3170000,False,,,0,,S. Cooper shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1630536, 1628389]",1610612764.0,WAS,shooting,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Adebayo,1628389.0,,,
322,PT02M27.00S,2026-03-11T00:33:54.5Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,64,50,2026-03-11T00:33:54Z,3190000,False,,,0,,B. Adebayo Free Throw 1 of 2 (35 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,35.0,,,,,,,,,,,,,,,,,
323,PT02M27.00S,2026-03-11T00:34:11.8Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,65,50,2026-03-11T00:34:11Z,3200000,False,,,0,,B. Adebayo Free Throw 2 of 2 (36 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,36.0,,,,,,,,,,,,,,,,,
325,PT02M09.00S,2026-03-11T00:34:45.7Z,2,REGULAR,3pt,Jump Shot,[],1642259,70.12155059132719,68.38235294117648,1610612764,65,53,2026-03-11T00:34:53Z,3220000,False,92.0,228.0,1,right,A. Sarr 24' 3PT step back (20 PTS),[1642259],1610612764.0,WAS,step back,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,24.62,Made,20.0,,,,,,,,,,,,,,,,,
326,PT01M57.00S,2026-03-11T00:34:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.652431011826544,52.450980392156865,1610612748,67,53,2026-03-11T00:35:05Z,3230000,False,-12.0,10.0,1,left,B. Adebayo driving finger roll Layup (38 PTS),[1628389],1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.59,Made,38.0,,,,,,,,,,,,,,,,,
327,PT01M47.00S,2026-03-11T00:35:10.9Z,2,REGULAR,foul,personal,['2freethrow'],1642857,,,1610612764,67,53,2026-03-11T00:35:47Z,3240000,False,,,0,,K. Jakučionis shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1642857, 1641731]",1610612748.0,MIA,shooting,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,1.0,0.0,Coulibaly,1641731.0,,,
329,PT01M47.00S,2026-03-11T00:35:48.7Z,2,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,67,54,2026-03-11T00:35:48Z,3260000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
330,PT01M47.00S,2026-03-11T00:35:50.6Z,2,REGULAR,substitution,out,[],1642259,,,1610612764,67,54,2026-03-11T00:35:56Z,3270000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M47.00S,2026-03-11T00:35:50.6Z,2,REGULAR,substitution,in,[],1630264,,,1610612764,67,54,2026-03-11T00:35:56Z,3280000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M47.00S,2026-03-11T00:36:00.8Z,2,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,67,55,2026-03-11T00:36:00Z,3290000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (2 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
333,PT01M38.00S,2026-03-11T00:36:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,5.995400788436268,49.754901960784316,1610612748,69,55,2026-03-11T00:36:16Z,3300000,False,1.0,4.0,1,left,P. Larsson driving finger roll Layup (7 PTS) (K. Jakučionis 3 AST),"[1641796, 1642857]",1610612748.0,MIA,driving finger roll,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,0.41,Made,7.0,,,,,,,K. Jakučionis,1642857.0,3.0,,,,,,,,
335,PT01M23.00S,2026-03-11T00:36:24.8Z,2,REGULAR,2pt,Jump Shot,[],1641731,74.98357424441524,73.0392156862745,1610612764,69,57,2026-03-11T00:36:30Z,3320000,False,115.0,183.0,1,right,B. Coulibaly 21' pullup Jump Shot (4 PTS),[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,21.6,Made,4.0,,,,,,,,,,,,,,,,,
336,PT01M11.00S,2026-03-11T00:36:41.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612748,69,57,2026-03-11T00:36:58Z,3330000,False,,,0,,A. Gill personal FOUL (1 PF) (Adebayo 2 FT),"[1630264, 1628389]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202049.0,1.0,0.0,Adebayo,1628389.0,,,
338,PT01M11.00S,2026-03-11T00:37:07.0Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,70,57,2026-03-11T00:37:07Z,3350000,False,,,0,,B. Adebayo Free Throw 1 of 2 (39 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,39.0,,,,,,,,,,,,,,,,,
339,PT01M11.00S,2026-03-11T00:37:08.2Z,2,REGULAR,substitution,out,[],1630264,,,1610612748,70,57,2026-03-11T00:37:18Z,3360000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M11.00S,2026-03-11T00:37:08.2Z,2,REGULAR,substitution,in,[],1642259,,,1610612748,70,57,2026-03-11T00:37:18Z,3370000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M11.00S,2026-03-11T00:37:28.1Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,71,57,2026-03-11T00:37:28Z,3380000,False,,,0,,B. Adebayo Free Throw 2 of 2 (40 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,40.0,,,,,,,,,,,,,,,,,
342,PT00M54.30S,2026-03-11T00:37:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,91.01511169513797,46.07843137254902,1610612764,71,59,2026-03-11T00:37:54Z,3390000,False,-20.0,32.0,1,right,B. Coulibaly cutting Layup (6 PTS) (A. Sarr 1 AST),"[1641731, 1642259]",1610612764.0,WAS,cutting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,3.75,Made,6.0,,,,,,,A. Sarr,1642259.0,1.0,,,,,,,,
344,PT00M41.90S,2026-03-11T00:38:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.521024967148489,48.529411764705884,1610612748,73,59,2026-03-11T01:06:54Z,3410000,False,7.0,9.0,1,left,B. Adebayo driving Layup (42 PTS) (D. Mitchell 5 AST),"[1628389, 1630558]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.15,Made,42.0,,,,,,,D. Mitchell,1630558.0,5.0,,,,,,,,
346,PT00M41.90S,2026-03-11T00:38:06.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642860,,,1610612748,73,59,2026-03-11T00:38:29Z,3430000,False,,,0,,W. Riley shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1642860, 1628389]",1610612764.0,WAS,shooting,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Adebayo,1628389.0,,,
348,PT00M41.90S,2026-03-11T00:38:35.5Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,74,59,2026-03-11T00:38:35Z,3450000,False,,,0,,B. Adebayo Free Throw 1 of 1 (43 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,43.0,,,,,,,,,,,,,,,,,
349,PT00M32.40S,2026-03-11T00:38:47.6Z,2,REGULAR,turnover,bad pass,[],1630536,,,1610612764,74,59,2026-03-11T00:38:53Z,3460000,False,,,0,,S. Cooper bad pass TURNOVER (3 TO),"[1630536, 1642066]",1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,3.0,Gardner,1642066.0
350,PT00M32.40S,2026-03-11T00:38:47.6Z,2,REGULAR,steal,,[],1642066,,,1610612748,74,59,2026-03-11T00:38:49Z,3470000,False,,,0,,M. Gardner STEAL (3 STL),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
