actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
352,PT09M25.00S,2024-03-31T20:56:11.6Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,75,58,2024-03-31T20:56:24Z,3460000,False,,,0,,A. Gordon REBOUND (Off:2 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,351.0,,,,6.0,4.0,2.0,,,,,
353,PT09M11.00S,2024-03-31T20:56:26.2Z,3,REGULAR,3pt,Jump Shot,[],203932,7.5722733245729295,2.696078431372549,1610612743,78,58,2024-03-31T20:56:31Z,3470000,False,237.0,19.0,1,left,A. Gordon 3PT  (6 PTS) (N. Jokic 9 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,23.72,Made,6.0,,,,,,,N. Jokic,203999.0,9.0,,,,,,,,
355,PT09M10.00S,2024-03-31T20:56:30.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,78,58,2024-03-31T20:56:30Z,3490000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT08M54.00S,2024-03-31T20:59:33.5Z,3,REGULAR,3pt,Jump Shot,[],1629622,69.20170827858082,17.15686274509804,1610612739,78,58,2024-03-31T20:59:40Z,3500000,False,-164.0,237.0,1,right,MISS M. Strus 28' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,28.83,Missed,,,,,,,,,,,,,,,,,,
357,PT08M49.00S,2024-03-31T20:59:38.5Z,3,REGULAR,rebound,defensive,[],202704,,,1610612743,78,58,2024-03-31T20:59:40Z,3510000,False,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,356.0,,,,2.0,2.0,0.0,,,,,
358,PT08M34.00S,2024-03-31T20:59:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.966491458607096,43.627450980392155,1610612743,78,58,2024-03-31T21:00:01Z,3520000,False,32.0,22.0,1,left,MISS A. Gordon Layup,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,,,,,,,,,,
359,PT08M34.00S,2024-03-31T20:59:58.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,78,58,2024-03-31T20:59:58Z,3530000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,358.0,,,,,,,,,,,
360,PT08M34.00S,2024-03-31T20:59:58.9Z,3,REGULAR,foul,personal,[],1628378,,,1610612743,78,58,2024-03-31T21:00:06Z,3540000,False,,,0,,D. Mitchell loose ball personal FOUL (2 PF),"[1628378, 203932]",1610612739.0,CLE,loose ball,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1162.0,2.0,0.0,Gordon,203932.0,,,,,,,,,,,,
362,PT08M20.00S,2024-03-31T21:00:26.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203999,26.49474375821288,27.205882352941174,1610612743,80,58,2024-03-31T21:00:55Z,3560000,False,114.0,197.0,1,left,N. Jokic 22' pullup Jump Shot (18 PTS),[203999],1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,22.73,Made,18.0,,,,,,,,,,,,,,,,,
363,PT08M03.00S,2024-03-31T21:00:42.3Z,3,REGULAR,2pt,Jump Shot,[],1628378,78.0059132720105,22.058823529411764,1610612739,80,58,2024-03-31T21:00:47Z,3570000,False,-140.0,154.0,1,right,MISS D. Mitchell 20' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,20.81,Missed,,,,,,,,,,,,,,,,,,
364,PT08M00.00S,2024-03-31T21:00:45.3Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,80,58,2024-03-31T21:00:47Z,3580000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,363.0,,,,6.0,6.0,0.0,,,,,
365,PT07M49.00S,2024-03-31T21:00:56.9Z,3,REGULAR,turnover,lost ball,[],1629008,,,1610612743,80,58,2024-03-31T21:01:01Z,3590000,False,,,0,,M. Porter Jr. lost ball TURNOVER (2 TO),"[1629008, 1629622]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Strus,1629622.0,,
366,PT07M49.00S,2024-03-31T21:00:56.9Z,3,REGULAR,steal,,[],1629622,,,1610612739,80,58,2024-03-31T21:00:59Z,3600000,False,,,0,,M. Strus STEAL (2 STL),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
367,PT07M42.00S,2024-03-31T21:01:05.4Z,3,REGULAR,foul,personal,['2freethrow'],203484,,,1610612739,80,58,2024-03-31T21:01:25Z,3610000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Mobley 2 FT),"[203484, 1630596]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,200833.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,
369,PT07M42.00S,2024-03-31T21:01:33.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630596,,,1610612739,80,59,2024-03-31T21:02:26Z,3630000,False,,,0,,E. Mobley Free Throw 1 of 2 (16 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
370,PT07M42.00S,2024-03-31T21:01:34.5Z,3,REGULAR,substitution,out,[],1628378,,,1610612739,80,59,2024-03-31T21:01:41Z,3640000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M42.00S,2024-03-31T21:01:34.5Z,3,REGULAR,substitution,in,[],1627747,,,1610612739,80,59,2024-03-31T21:01:41Z,3650000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M42.00S,2024-03-31T21:01:33.7Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630596,,,1610612739,80,60,2024-03-31T21:02:26Z,3660000,False,,,0,,E. Mobley Free Throw 2 of 2 (17 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
373,PT07M30.00S,2024-03-31T21:02:05.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,8.754927726675426,45.09803921568628,1610612743,80,60,2024-03-31T21:02:09Z,3670000,False,25.0,30.0,1,left,MISS R. Jackson driving Layup,[202704],1610612743.0,DEN,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
374,PT07M28.00S,2024-03-31T21:02:07.3Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,80,60,2024-03-31T21:02:09Z,3680000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,373.0,,,,3.0,3.0,0.0,,,,,
375,PT07M17.00S,2024-03-31T21:02:18.1Z,3,REGULAR,2pt,Jump Shot,[],1627747,92.9862023653088,74.75490196078431,1610612739,80,62,2024-03-31T21:02:23Z,3690000,False,124.0,13.0,1,right,C. LeVert 12' turnaround fadeaway Jump Shot (11 PTS),[1627747],1610612739.0,CLE,turnaround fadeaway,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,12.45,Made,11.0,,,,,,,,,,,,,,,,,
376,PT07M02.00S,2024-03-31T21:02:32.7Z,3,REGULAR,3pt,Jump Shot,[],203484,4.5499342969776615,95.34313725490196,1610612743,80,62,2024-03-31T21:02:40Z,3700000,False,-227.0,-10.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
377,PT07M00.00S,2024-03-31T21:02:34.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,80,62,2024-03-31T21:04:28Z,3710000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,376.0,,,,,,,,,,,
379,PT07M00.00S,2024-03-31T21:03:00.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,80,62,2024-03-31T21:04:28Z,3730000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M43.00S,2024-03-31T21:06:08.0Z,3,REGULAR,turnover,bad pass,[],1629622,,,1610612739,80,62,2024-03-31T21:06:13Z,3750000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 203932]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Gordon,203932.0,,
382,PT06M43.00S,2024-03-31T21:06:08.0Z,3,REGULAR,steal,,[],203932,,,1610612743,80,62,2024-03-31T21:06:10Z,3760000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
383,PT06M38.00S,2024-03-31T21:06:12.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,8.360709592641262,46.32352941176471,1610612743,80,62,2024-03-31T21:06:21Z,3770000,False,18.0,26.0,1,left,MISS M. Porter Jr. running Layup,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
384,PT06M36.00S,2024-03-31T21:06:15.1Z,3,REGULAR,rebound,offensive,[],202704,,,1610612743,80,62,2024-03-31T21:06:15Z,3780000,False,,,0,,R. Jackson REBOUND (Off:1 Def:2),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,383.0,,,,3.0,2.0,1.0,,,,,
385,PT06M23.00S,2024-03-31T21:06:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,9.543363994743759,47.794117647058826,1610612743,80,62,2024-03-31T21:06:41Z,3790000,False,11.0,37.0,1,left,MISS N. Jokic cutting finger roll Layup,[203999],1610612743.0,DEN,cutting finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,,,,,
386,PT06M22.00S,2024-03-31T21:06:29.0Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,80,62,2024-03-31T21:06:41Z,3800000,False,,,0,,N. Jokic REBOUND (Off:3 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,385.0,,,,10.0,7.0,3.0,,,,,
388,PT06M22.00S,2024-03-31T21:06:38.7Z,3,REGULAR,substitution,out,[],202704,,,1610612743,80,62,2024-03-31T21:06:40Z,3820000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M22.00S,2024-03-31T21:06:38.7Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,80,62,2024-03-31T21:06:40Z,3830000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M14.00S,2024-03-31T21:06:57.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,14.668199737187912,48.28431372549019,1610612743,80,62,2024-03-31T21:07:02Z,3840000,False,9.0,85.0,1,left,MISS N. Jokic 8' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,8.58,Missed,,,,,,,,,,,,,,,,,,
391,PT06M13.00S,2024-03-31T21:06:58.5Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,80,62,2024-03-31T21:10:32Z,3850000,False,,,0,,A. Gordon REBOUND (Off:3 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,390.0,,,,7.0,4.0,3.0,,,,,
392,PT06M12.00S,2024-03-31T21:06:59.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629008,17.0335085413929,92.15686274509804,1610612743,83,62,2024-03-31T21:07:04Z,3860000,False,-211.0,108.0,1,left,M. Porter Jr. 3PT  (16 PTS) (A. Gordon 5 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,23.67,Made,16.0,,,,,,,A. Gordon,203932.0,5.0,,,,,,,,
393,PT05M50.00S,2024-03-31T21:07:21.2Z,3,REGULAR,2pt,Jump Shot,[],1628386,93.9060446780552,31.372549019607842,1610612739,83,64,2024-03-31T21:11:20Z,3870000,False,-93.0,5.0,1,right,J. Allen 9' floating Jump Shot (13 PTS) (D. Garland 6 AST),"[1628386, 1629636]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,9.32,Made,13.0,,,,,,,D. Garland,1629636.0,6.0,,,,,,,,
395,PT05M30.00S,2024-03-31T21:07:41.6Z,3,REGULAR,3pt,Jump Shot,[],1629008,2.447437582128778,94.85294117647058,1610612743,83,64,2024-03-31T21:07:45Z,3890000,False,-224.0,-29.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.62,Missed,,,,,,,,,,,,,,,,,,
396,PT05M27.00S,2024-03-31T21:07:44.6Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,83,64,2024-03-31T21:07:45Z,3900000,False,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,,,,,,395.0,,,,4.0,2.0,2.0,,,,,
397,PT05M21.00S,2024-03-31T21:07:50.6Z,3,REGULAR,2pt,Jump Shot,[],1628386,92.85479632063075,68.87254901960785,1610612739,83,66,2024-03-31T21:07:54Z,3910000,False,94.0,15.0,1,right,J. Allen 9' floating Jump Shot (15 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,9.55,Made,15.0,,,,,,,E. Mobley,1630596.0,1.0,,,,,,,,
399,PT05M04.00S,2024-03-31T21:08:07.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,5.601182654402102,47.794117647058826,1610612743,85,66,2024-03-31T21:08:10Z,3930000,False,11.0,0.0,1,left,A. Gordon alley-oop DUNK (8 PTS) (N. Jokic 10 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.1,Made,8.0,,,,,,,N. Jokic,203999.0,10.0,,,,,,,,
402,PT04M53.00S,2024-03-31T21:08:21.7Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,85,66,2024-03-31T21:08:25Z,3960000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M53.00S,2024-03-31T21:08:21.7Z,3,REGULAR,substitution,in,[],1627777,,,1610612739,85,66,2024-03-31T21:08:25Z,3970000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M49.00S,2024-03-31T21:08:46.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,85.75886990801577,49.50980392156863,1610612739,85,68,2024-03-31T21:08:53Z,3980000,False,-2.0,81.0,1,right,J. Allen 8' floating Jump Shot (17 PTS) (C. LeVert 4 AST),"[1628386, 1627747]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,8.14,Made,17.0,,,,,,,C. LeVert,1627747.0,4.0,,,,,,,,
406,PT04M23.00S,2024-03-31T21:09:11.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.411957950065702,38.72549019607843,1610612743,87,68,2024-03-31T21:09:23Z,4000000,False,56.0,36.0,1,left,N. Jokic 6' turnaround Hook (20 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,20.0,,,,,,,,,,,,,,,,,
407,PT04M08.00S,2024-03-31T21:09:27.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,91.01511169513797,54.65686274509803,1610612739,87,68,2024-03-31T21:09:32Z,4010000,False,23.0,32.0,1,right,MISS J. Allen driving Hook,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,,
408,PT04M06.00S,2024-03-31T21:09:29.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,87,68,2024-03-31T21:09:32Z,4020000,False,,,0,,N. Jokic REBOUND (Off:3 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,407.0,,,,11.0,8.0,3.0,,,,,
409,PT04M03.00S,2024-03-31T21:09:36.0Z,3,REGULAR,foul,offensive,[],203932,,,1610612743,87,68,2024-03-31T21:13:54Z,4030000,False,,,0,,A. Gordon offensive FOUL (1 PF),"[203932, 1629636]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,1.0,0.0,Garland,1629636.0,,,,,,,,,,,,
411,PT04M03.00S,2024-03-31T21:09:36.0Z,3,REGULAR,turnover,offensive foul,[],203932,,,1610612743,87,68,2024-03-31T21:09:36Z,4050000,False,,,0,,A. Gordon offensive foul TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,200833.0,,,,,,,,,,,,1.0,,,,
414,PT04M03.00S,2024-03-31T21:10:40.4Z,3,REGULAR,substitution,out,[],203932,,,1610612739,87,68,2024-03-31T21:11:09Z,4070000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M03.00S,2024-03-31T21:10:40.4Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,87,68,2024-03-31T21:11:09Z,4080000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M03.00S,2024-03-31T21:10:40.4Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,87,68,2024-03-31T21:11:09Z,4090000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M03.00S,2024-03-31T21:10:40.4Z,3,REGULAR,substitution,in,[],1631212,,,1610612739,87,68,2024-03-31T21:11:09Z,4100000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M03.00S,2024-03-31T21:10:40.4Z,3,REGULAR,substitution,in,[],202684,,,1610612739,87,68,2024-03-31T21:11:09Z,4110000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M03.00S,2024-03-31T21:10:40.4Z,3,REGULAR,substitution,in,[],1628378,,,1610612739,87,68,2024-03-31T21:11:09Z,4120000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M47.00S,2024-03-31T21:11:20.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,92.85479632063075,44.85294117647059,1610612739,87,68,2024-03-31T21:11:26Z,4130000,False,-26.0,15.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
421,PT03M45.00S,2024-03-31T21:11:22.8Z,3,REGULAR,rebound,offensive,[],202684,,,1610612739,87,68,2024-03-31T21:11:22Z,4140000,False,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,420.0,,,,1.0,0.0,1.0,,,,,
422,PT03M39.00S,2024-03-31T21:11:28.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627777,93.51182654402102,56.61764705882353,1610612739,87,68,2024-03-31T21:16:38Z,4150000,False,33.0,8.0,1,right,MISS G. Niang driving floating Shot,[1627777],1610612739.0,CLE,driving floating,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
423,PT03M36.00S,2024-03-31T21:11:31.2Z,3,REGULAR,rebound,offensive,[],202684,,,1610612739,87,68,2024-03-31T21:16:38Z,4160000,False,,,0,,T. Thompson REBOUND (Off:2 Def:0),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,422.0,,,,2.0,0.0,2.0,,,,,
424,PT03M36.00S,2024-03-31T21:11:30.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202684,94.40999984741211,50.0,1610612739,87,68,2024-03-31T21:11:30Z,4170000,False,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612739.0,CLE,tip,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
425,PT03M36.00S,2024-03-31T21:11:30.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,87,68,2024-03-31T21:11:30Z,4180000,False,,,0,,N. Jokic REBOUND (Off:3 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,424.0,,,,12.0,9.0,3.0,,,,,
426,PT03M29.00S,2024-03-31T21:11:37.9Z,3,REGULAR,3pt,Jump Shot,[],1629008,2.759526938239159,96.83670343137256,1610612743,90,68,2024-03-31T21:17:11Z,4190000,False,-234.0,-27.0,1,left,M. Porter Jr. 3PT  (19 PTS) (C. Braun 1 AST),"[1629008, 1631128]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.57,Made,19.0,,,,,,,C. Braun,1631128.0,1.0,,,,,,,,
428,PT03M25.00S,2024-03-31T21:11:52.2Z,3,REGULAR,foul,personal,['1freethrow'],203999,,,1610612739,90,68,2024-03-31T21:12:40Z,4210000,False,,,0,,N. Jokic transition take personal FOUL (2 PF) (Strus 1 FT),"[203999, 1629622]",1610612743.0,DEN,transition take,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,1162.0,2.0,0.0,Strus,1629622.0,,,,,,,,,,,,
430,PT03M25.00S,2024-03-31T21:12:08.5Z,3,REGULAR,substitution,out,[],1629622,,,1610612739,90,68,2024-03-31T21:12:11Z,4230000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M25.00S,2024-03-31T21:12:08.5Z,3,REGULAR,substitution,in,[],1630241,,,1610612739,90,68,2024-03-31T21:12:11Z,4240000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M25.00S,2024-03-31T21:12:20.3Z,3,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,90,69,2024-03-31T21:12:20Z,4250000,False,,,0,,D. Mitchell transition take Free Throw 1 of 1 (8 PTS),[1628378],1610612739.0,CLE,transition take,,,Mitchell,D. Mitchell,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
433,PT03M20.00S,2024-03-31T21:12:42.4Z,3,REGULAR,3pt,Jump Shot,[],1627777,92.72339027595268,94.11764705882352,1610612739,90,69,2024-03-31T21:12:49Z,4260000,False,221.0,16.0,1,right,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,22.12,Missed,,,,,,,,,,,,,,,,,,
434,PT03M16.00S,2024-03-31T21:12:46.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,90,69,2024-03-31T21:12:49Z,4270000,False,,,0,,N. Jokic REBOUND (Off:3 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Right Corner 3,24+ Right,,,,,,,,,433.0,,,,13.0,10.0,3.0,,,,,
435,PT03M09.00S,2024-03-31T21:12:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,17.95335085413929,51.470588235294116,1610612743,90,69,2024-03-31T21:12:58Z,4280000,False,-7.0,116.0,1,left,MISS M. Porter Jr. 11' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.65,Missed,,,,,,,,,,,,,,,,,,
436,PT03M05.00S,2024-03-31T21:12:56.3Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,90,69,2024-03-31T21:12:58Z,4290000,False,,,0,,N. Jokic REBOUND (Off:4 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,435.0,,,,14.0,10.0,4.0,,,,,
