actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
342,PT00M25.00S,2023-02-08T03:06:56.5Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,79,48,2023-02-08T03:06:57Z,3430000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,341.0,,,,,,,,,,,,,,,5.0,4.0,1.0
344,PT00M18.90S,2023-02-08T03:07:11.6Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,79,48,2023-02-08T03:07:14Z,3450000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M18.90S,2023-02-08T03:07:11.6Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,79,48,2023-02-08T03:07:14Z,3460000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M01.40S,2023-02-08T03:07:44.1Z,2,REGULAR,3pt,Jump Shot,[],203484,91.93495400788436,2.941176470588235,1610612743,79,48,2023-02-08T03:07:50Z,3470000,False,-235.0,23.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
347,PT00M01.40S,2023-02-08T03:07:44.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,79,48,2023-02-08T03:07:50Z,3480000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Left Corner 3,24+ Left,,,346.0,,,,,,,,,,,,,,,,,
348,PT00M00.00S,2023-02-08T03:07:54.9Z,2,REGULAR,period,end,[],0,,,1610612743,79,48,2023-02-08T03:07:54Z,3490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-02-08T03:22:51.4Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612743,79,48,2023-02-08T03:23:23Z,3500000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2023-02-08T03:22:51.4Z,3,REGULAR,substitution,out,['startperiod'],1630346,,,1610612743,79,48,2023-02-08T03:23:23Z,3510000,False,,,0,,SUB out: M. Ryan,[1630346],1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2023-02-08T03:22:51.4Z,3,REGULAR,substitution,in,['startperiod'],1630162,,,1610612743,79,48,2023-02-08T03:23:23Z,3520000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2023-02-08T03:22:51.4Z,3,REGULAR,substitution,in,['startperiod'],203497,,,1610612743,79,48,2023-02-08T03:23:23Z,3530000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2023-02-08T03:23:21.3Z,3,REGULAR,period,start,[],0,,,1610612750,79,48,2023-02-08T03:23:23Z,3540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M41.00S,2023-02-08T03:23:39.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203497,89.30683311432325,58.333333333333336,1610612750,79,48,2023-02-08T03:23:44Z,3550000,False,42.0,48.0,1,right,MISS R. Gobert 6' turnaround Hook,[203497],1610612750.0,MIN,turnaround,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
357,PT11M39.00S,2023-02-08T03:23:41.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,79,48,2023-02-08T03:23:44Z,3560000,False,,,0,,N. Jokic REBOUND (Off:1 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,356.0,,,,,,,,,,,,,,,11.0,10.0,1.0
358,PT11M37.00S,2023-02-08T03:23:43.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,8.754927726675426,49.26470588235294,1610612743,81,48,2023-02-08T03:23:52Z,3570000,False,4.0,30.0,1,left,B. Brown running finger roll Layup (7 PTS) (N. Jokic 11 AST),"[1628971, 203999]",1610612743.0,DEN,running finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.0,Made,,,,,7.0,N. Jokic,203999.0,11.0,,,,,,,,,,
360,PT11M25.00S,2023-02-08T03:24:00.1Z,3,REGULAR,foul,personal,[],1628971,,,1610612750,81,48,2023-02-08T03:24:07Z,3590000,False,,,0,,B. Brown personal FOUL (3 PF),"[1628971, 1626156]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627963.0,3.0,0.0,Russell,1626156.0,,,,,
362,PT11M16.00S,2023-02-08T03:24:18.9Z,3,REGULAR,turnover,traveling,[],1627752,,,1610612750,81,48,2023-02-08T03:24:25Z,3610000,False,,,0,,T. Prince traveling TURNOVER (1 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Left,,,,1.0,,,,,,,202027.0,,,,,,,,,
363,PT10M58.00S,2023-02-08T03:24:45.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203484,6.783837056504599,20.34313725490196,1610612743,81,48,2023-02-08T03:24:51Z,3620000,False,148.0,11.0,1,left,MISS K. Caldwell-Pope 14' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,14.87,Missed,,,,,,,,,,,,,,,,,,
364,PT10M55.00S,2023-02-08T03:24:48.6Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,81,48,2023-02-08T03:24:51Z,3630000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,363.0,,,,,,,,,,,,,,,4.0,3.0,1.0
365,PT10M50.00S,2023-02-08T03:24:58.3Z,3,REGULAR,foul,offensive,[],203497,,,1610612750,81,48,2023-02-08T03:25:23Z,3640000,False,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 203484]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,,,,,,,,,202027.0,2.0,0.0,Caldwell-Pope,203484.0,,,,,
367,PT10M50.00S,2023-02-08T03:24:58.3Z,3,REGULAR,turnover,offensive foul,[],203497,,,1610612750,81,48,2023-02-08T03:24:58Z,3660000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,,1.0,,,,,,,202027.0,,,,,,,,,
369,PT10M33.00S,2023-02-08T03:26:57.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,6.783837056504599,77.94117647058823,1610612743,83,48,2023-02-08T03:27:03Z,3680000,False,-140.0,11.0,1,left,M. Porter Jr. 14' step back Jump Shot (23 PTS) (N. Jokic 12 AST),"[1629008, 203999]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,14.02,Made,,,,,23.0,N. Jokic,203999.0,12.0,,,,,,,,,,
371,PT10M18.00S,2023-02-08T03:27:11.7Z,3,REGULAR,3pt,Jump Shot,[],1630183,70.77858081471747,22.058823529411764,1610612750,83,48,2023-02-08T03:27:29Z,3700000,False,-140.0,222.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
372,PT10M15.00S,2023-02-08T03:27:14.7Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,83,48,2023-02-08T03:27:19Z,3710000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,371.0,,,,,,,,,,,,,,,2.0,2.0,0.0
373,PT10M00.00S,2023-02-08T03:27:30.8Z,3,REGULAR,3pt,Jump Shot,[],203932,32.53942181340342,63.23529411764706,1610612743,83,48,2023-02-08T03:27:41Z,3720000,False,-66.0,253.0,1,left,MISS A. Gordon 26' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
374,PT09M56.00S,2023-02-08T03:27:34.8Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,83,48,2023-02-08T03:27:41Z,3730000,False,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,373.0,,,,,,,,,,,,,,,5.0,4.0,1.0
375,PT09M49.00S,2023-02-08T03:27:41.2Z,3,REGULAR,3pt,Jump Shot,[],1627752,76.03482260183968,11.76470588235294,1610612750,83,48,2023-02-08T03:27:46Z,3740000,False,-191.0,173.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
376,PT09M47.00S,2023-02-08T03:27:43.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,83,48,2023-02-08T03:27:46Z,3750000,False,,,0,,N. Jokic REBOUND (Off:1 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,375.0,,,,,,,,,,,,,,,12.0,11.0,1.0
377,PT09M40.00S,2023-02-08T03:27:50.4Z,3,REGULAR,turnover,lost ball,[],1629008,,,1610612743,83,48,2023-02-08T03:27:55Z,3760000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1627752]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Prince,1627752.0,,,,,,,,,,,,,,
378,PT09M40.00S,2023-02-08T03:27:50.4Z,3,REGULAR,steal,,[],1627752,,,1610612750,83,48,2023-02-08T03:27:51Z,3770000,False,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
380,PT09M27.00S,2023-02-08T03:28:09.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,84.05059132720105,49.01960784313725,1610612750,83,50,2023-02-08T03:28:14Z,3790000,False,-5.0,97.0,1,right,D. Russell 9' turnaround Jump Shot (7 PTS),[1626156],1610612750.0,MIN,turnaround,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,9.75,Made,,,,,7.0,,,,,,,,,,,,,
381,PT09M17.00S,2023-02-08T03:28:19.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.30946123521682,45.83333333333333,1610612743,85,50,2023-02-08T03:29:09Z,3800000,False,21.0,16.0,1,left,A. Gordon Layup (20 PTS) (N. Jokic 13 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,20.0,N. Jokic,203999.0,13.0,,,,,,,,,,
384,PT08M53.00S,2023-02-08T03:28:56.5Z,3,REGULAR,3pt,Jump Shot,[],1630183,92.59198423127464,4.901960784313726,1610612750,85,50,2023-02-08T03:29:02Z,3830000,False,-225.0,17.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.61,Missed,,,,,,,,,,,,,,,,,,
385,PT08M49.00S,2023-02-08T03:29:00.5Z,3,REGULAR,rebound,offensive,[],1626156,,,1610612750,85,50,2023-02-08T03:29:02Z,3840000,False,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,,,384.0,,,,,,,,,,,,,,,2.0,1.0,1.0
386,PT08M48.00S,2023-02-08T03:29:01.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,68.28186596583443,34.55882352941176,1610612750,85,53,2023-02-08T03:29:06Z,3850000,False,-77.0,246.0,1,right,D. Russell 25' 3PT  (10 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.75,Made,,,,,10.0,,,,,,,,,,,,,
387,PT08M30.00S,2023-02-08T03:29:19.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,13.091327201051248,50.0,1610612743,87,53,2023-02-08T03:46:27Z,3860000,False,0.0,71.0,1,left,B. Brown 7' driving floating Jump Shot (9 PTS) (N. Jokic 14 AST),"[1628971, 203999]",1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,,,,9.0,N. Jokic,203999.0,14.0,,,,,,,,,,
389,PT08M30.00S,2023-02-08T03:29:25.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,87,53,2023-02-08T03:29:25Z,3880000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,out,[],1626156,,,1610612750,87,53,2023-02-08T03:32:07Z,3890000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,out,[],1630183,,,1610612750,87,53,2023-02-08T03:32:07Z,3900000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,out,[],1627752,,,1610612750,87,53,2023-02-08T03:32:07Z,3910000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,87,53,2023-02-08T03:32:07Z,3920000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,out,[],203497,,,1610612750,87,53,2023-02-08T03:32:07Z,3930000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,in,[],1629669,,,1610612750,87,53,2023-02-08T03:32:07Z,3940000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,in,[],1630233,,,1610612750,87,53,2023-02-08T03:32:07Z,3950000,False,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,in,[],1627854,,,1610612750,87,53,2023-02-08T03:32:07Z,3960000,False,,,0,,SUB in: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,in,[],1630346,,,1610612750,87,53,2023-02-08T03:32:07Z,3970000,False,,,0,,SUB in: M. Ryan,[1630346],1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M30.00S,2023-02-08T03:31:43.0Z,3,REGULAR,substitution,in,[],1630568,,,1610612750,87,53,2023-02-08T03:32:07Z,3980000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M14.00S,2023-02-08T03:32:31.9Z,3,REGULAR,turnover,bad pass,[],1629669,,,1610612750,87,53,2023-02-08T03:32:36Z,3990000,False,,,0,,J. Nowell bad pass TURNOVER (2 TO),"[1629669, 203932]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,2.0,Gordon,203932.0,,,,,,,,,,,,,,
401,PT08M14.00S,2023-02-08T03:32:31.9Z,3,REGULAR,steal,,[],203932,,,1610612743,87,53,2023-02-08T03:32:33Z,4000000,False,,,0,,A. Gordon STEAL (4 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT07M57.00S,2023-02-08T03:32:53.6Z,3,REGULAR,foul,personal,[],1630568,,,1610612743,87,53,2023-02-08T03:33:55Z,4010000,False,,,0,,L. Garza personal FOUL (1 PF),"[1630568, 203999]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Jokic,203999.0,,,,,
404,PT07M57.00S,2023-02-08T03:33:07.0Z,3,REGULAR,foul,technical,['1freethrow'],1626156,,,1610612743,87,53,2023-02-08T03:33:23Z,4030000,False,,,0,,D. Russell technical FOUL (1 Tech),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,1627963.0,0.0,1.0,,,,,,,
405,PT07M57.00S,2023-02-08T03:33:25.9Z,3,REGULAR,freethrow,1 of 1,[],203484,,,1610612743,88,53,2023-02-08T03:33:25Z,4040000,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (7 PTS),[203484],1610612743.0,DEN,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
406,PT07M57.00S,2023-02-08T03:33:27.6Z,3,REGULAR,foul,technical,['1freethrow'],1626156,,,1610612743,88,53,2023-02-08T03:33:33Z,4050000,False,,,0,,D. Russell technical FOUL (2 Tech),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,1830.0,0.0,2.0,,,,,,,
482,PT07M57.00S,2023-02-08T03:33:32.1Z,3,REGULAR,ejection,other,[],1626156,,,1610612743,88,53,2023-02-08T03:45:23Z,4055000,False,,,0,,Ejection D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,
407,PT07M57.00S,2023-02-08T03:33:36.6Z,3,REGULAR,freethrow,1 of 1,[],203484,,,1610612743,89,53,2023-02-08T03:33:36Z,4060000,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (8 PTS),[203484],1610612743.0,DEN,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
408,PT07M50.00S,2023-02-08T03:33:53.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629008,11.777266754270697,49.01960784313725,1610612743,91,53,2023-02-08T03:34:02Z,4070000,False,5.0,58.0,1,left,M. Porter Jr. pullup Jump Shot (25 PTS) (B. Brown 2 AST),"[1629008, 1628971]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,,,,,25.0,B. Brown,1628971.0,2.0,,,,,,,,,,
410,PT07M31.00S,2023-02-08T03:34:12.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,89.43823915900131,53.92156862745098,1610612750,91,55,2023-02-08T03:34:26Z,4090000,False,20.0,47.0,1,right,J. Nowell driving floating Jump Shot (2 PTS),[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,,,,2.0,,,,,,,,,,,,,
411,PT07M15.00S,2023-02-08T03:34:28.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,28.07161629434954,15.441176470588236,1610612743,94,55,2023-02-08T03:34:37Z,4100000,False,173.0,211.0,1,left,M. Porter Jr. 27' 3PT  (28 PTS) (N. Jokic 15 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.3,Made,,,,,28.0,N. Jokic,203999.0,15.0,,,,,,,,,,
413,PT06M57.00S,2023-02-08T03:34:46.2Z,3,REGULAR,3pt,Jump Shot,[],1627854,92.85479632063075,94.85294117647058,1610612750,94,58,2023-02-08T03:34:50Z,4120000,False,224.0,15.0,1,right,B. Forbes 3PT  (3 PTS) (J. Nowell 1 AST),"[1627854, 1629669]",1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Right Corner 3,24+ Right,22.48,Made,,,,,3.0,J. Nowell,1629669.0,1.0,,,,,,,,,,
415,PT06M46.00S,2023-02-08T03:34:57.4Z,3,REGULAR,2pt,Jump Shot,[],1629008,6.915243101182654,71.32352941176471,1610612743,94,58,2023-02-08T03:35:03Z,4140000,False,-107.0,13.0,1,left,MISS M. Porter Jr. 10' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,10.73,Missed,,,,,,,,,,,,,,,,,,
416,PT06M45.00S,2023-02-08T03:34:58.4Z,3,REGULAR,rebound,defensive,[],1629669,,,1610612750,94,58,2023-02-08T03:35:03Z,4150000,False,,,0,,J. Nowell REBOUND (Off:0 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Left,,,415.0,,,,,,,,,,,,,,,2.0,2.0,0.0
417,PT06M41.00S,2023-02-08T03:35:06.6Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612750,94,58,2023-02-08T03:35:28Z,4160000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Nowell 2 FT),"[203932, 1629669]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202027.0,1.0,0.0,Nowell,1629669.0,,,,,
419,PT06M41.00S,2023-02-08T03:35:37.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629669,,,1610612750,94,59,2023-02-08T03:35:37Z,4180000,False,,,0,,J. Nowell Free Throw 1 of 2 (3 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
420,PT06M41.00S,2023-02-08T03:35:54.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629669,,,1610612750,94,60,2023-02-08T03:35:54Z,4190000,False,,,0,,J. Nowell Free Throw 2 of 2 (4 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
421,PT06M24.00S,2023-02-08T03:36:13.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.966491458607096,50.0,1610612743,96,60,2023-02-08T03:36:18Z,4200000,False,0.0,22.0,1,left,A. Gordon Layup (22 PTS) (K. Caldwell-Pope 1 AST),"[203932, 203484]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,22.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,
423,PT06M02.00S,2023-02-08T03:36:35.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630568,88.51839684625493,37.254901960784316,1610612750,96,62,2023-02-08T03:36:41Z,4220000,False,-64.0,55.0,1,right,L. Garza 8' turnaround Hook (6 PTS),[1630568],1610612750.0,MIN,turnaround,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Left,8.44,Made,,,,,6.0,,,,,,,,,,,,,
425,PT05M48.00S,2023-02-08T03:36:52.8Z,3,REGULAR,foul,personal,['2freethrow'],1630346,,,1610612743,96,62,2023-02-08T03:37:03Z,4240000,False,,,0,,M. Ryan shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630346, 203932]",1610612750.0,MIN,shooting,,,Ryan,M. Ryan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202027.0,1.0,0.0,Gordon,203932.0,,,,,
427,PT05M48.00S,2023-02-08T03:37:17.4Z,3,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,97,62,2023-02-08T03:37:17Z,4260000,False,,,0,,A. Gordon Free Throw 1 of 2 (23 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
428,PT05M48.00S,2023-02-08T03:37:18.4Z,3,REGULAR,substitution,out,[],1629669,,,1610612743,97,62,2023-02-08T03:37:25Z,4270000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M48.00S,2023-02-08T03:37:18.4Z,3,REGULAR,substitution,in,[],1631111,,,1610612743,97,62,2023-02-08T03:37:25Z,4280000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M48.00S,2023-02-08T03:37:40.7Z,3,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,98,62,2023-02-08T03:37:40Z,4290000,False,,,0,,A. Gordon Free Throw 2 of 2 (24 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
431,PT05M39.00S,2023-02-08T03:37:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,92.46057818659659,53.67647058823529,1610612750,98,64,2023-02-08T03:37:57Z,4300000,False,18.0,18.0,1,right,L. Garza reverse Layup (8 PTS) (M. Ryan 1 AST),"[1630568, 1630346]",1610612750.0,MIN,reverse,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,8.0,M. Ryan,1630346.0,1.0,,,,,,,,,,
