actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
355,PT00M47.80S,2023-01-19T04:17:32.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630192,93.11760840998686,51.9607843137255,1610612743,55,56,2023-01-19T04:17:36Z,3470000,False,10.0,12.0,1,right,Z. Nnaji alley-oop DUNK (4 PTS) (J. Murray 2 AST),"[1630192, 1627750]",1610612743.0,DEN,alley-oop,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,4.0,,,,J. Murray,1627750.0,2.0,,,,
358,PT00M33.80S,2023-01-19T04:17:59.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612750,55,56,2023-01-19T04:21:59Z,3555000,False,,,0,,B. Brown shooting personal FOUL (2 PF) (Reid 2 FT),"[1628971, 1629675]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2004.0,,,,,,,,2.0,0.0,Reid,1629675.0
362,PT00M33.80S,2023-01-19T04:18:29.1Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,55,56,2023-01-19T04:20:37Z,3558125,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT00M33.80S,2023-01-19T04:18:29.1Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,55,56,2023-01-19T04:20:37Z,3558437,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M33.80S,2023-01-19T04:18:31.6Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,55,57,2023-01-19T04:22:09Z,3558750,False,,,0,,N. Reid Free Throw 1 of 2 (12 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
364,PT00M33.80S,2023-01-19T04:18:31.6Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,55,58,2023-01-19T04:22:09Z,3559375,False,,,0,,N. Reid Free Throw 2 of 2 (13 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
365,PT00M13.20S,2023-01-19T04:19:13.2Z,2,REGULAR,2pt,Jump Shot,[],1627750,86.5473061760841,69.36274509803921,1610612743,55,58,2023-01-19T04:23:17Z,3560000,False,97.0,74.0,1,right,MISS J. Murray 12' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,12.18,Missed,,,,,,,,,,,,,,,,,,
366,PT00M11.80S,2023-01-19T04:19:14.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,55,58,2023-01-19T04:19:31Z,3570000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Right,,,,,365.0,,,,,,,,,,,,,,,
367,PT00M11.80S,2023-01-19T04:19:18.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203937,,,1610612743,55,58,2023-01-19T04:19:29Z,3580000,False,,,0,,K. Anderson loose ball personal FOUL (2 PF) (Nnaji 2 FT),"[203937, 1630192]",1610612750.0,MIN,loose ball,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,,,,2.0,0.0,Nnaji,1630192.0
369,PT00M11.80S,2023-01-19T04:19:47.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630192,,,1610612743,55,58,2023-01-19T04:19:47Z,3600000,False,,,0,,MISS Z. Nnaji Free Throw 1 of 2,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
370,PT00M11.80S,2023-01-19T04:19:47.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,55,58,2023-01-19T04:19:47Z,3610000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,
371,PT00M11.80S,2023-01-19T04:19:48.0Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,55,58,2023-01-19T04:19:50Z,3620000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT00M11.80S,2023-01-19T04:19:48.0Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,55,58,2023-01-19T04:19:50Z,3630000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT00M11.80S,2023-01-19T04:19:47.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630192,,,1610612743,55,58,2023-01-19T04:20:12Z,3640000,False,,,0,,MISS Z. Nnaji Free Throw 2 of 2,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
374,PT00M08.60S,2023-01-19T04:19:50.6Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,55,58,2023-01-19T04:20:12Z,3650000,False,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,373.0,4.0,4.0,0.0,,,,,,,,,,,,
375,PT00M00.70S,2023-01-19T04:20:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.258212877792378,54.90196078431373,1610612750,55,60,2023-01-19T04:20:24Z,3660000,False,-25.0,6.0,1,left,A. Edwards driving finger roll Layup (12 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.53,Made,,,,,,,,12.0,,,,,,,,,,
376,PT00M00.00S,2023-01-19T04:20:27.4Z,2,REGULAR,period,end,[],0,,,1610612743,55,60,2023-01-19T04:20:27Z,3670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2023-01-19T04:34:45.4Z,3,REGULAR,substitution,out,['startperiod'],1630192,,,1610612743,55,60,2023-01-19T04:35:43Z,3680000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2023-01-19T04:34:45.4Z,3,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,55,60,2023-01-19T04:35:43Z,3690000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2023-01-19T04:34:45.4Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612743,55,60,2023-01-19T04:35:43Z,3700000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2023-01-19T04:34:45.4Z,3,REGULAR,substitution,in,['startperiod'],203999,,,1610612743,55,60,2023-01-19T04:35:43Z,3710000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2023-01-19T04:34:45.4Z,3,REGULAR,substitution,in,['startperiod'],203932,,,1610612743,55,60,2023-01-19T04:35:43Z,3720000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2023-01-19T04:34:45.4Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612743,55,60,2023-01-19T04:35:43Z,3730000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2023-01-19T04:35:50.3Z,3,REGULAR,period,start,[],0,,,1610612750,55,60,2023-01-19T04:35:50Z,3740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT11M49.00S,2023-01-19T04:36:00.8Z,3,REGULAR,3pt,Jump Shot,[],1626156,73.14388961892247,81.37254901960785,1610612750,55,63,2023-01-19T04:36:05Z,3750000,False,157.0,200.0,1,right,D. Russell 25' 3PT step back (5 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.41,Made,,,,,,,,5.0,,,,A. Edwards,1630162.0,1.0,,,,
386,PT11M24.00S,2023-01-19T04:36:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,9.674770039421814,49.50980392156863,1610612743,57,63,2023-01-19T04:36:31Z,3770000,False,2.0,38.0,1,left,N. Jokic turnaround Jump Shot (21 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,,,,21.0,,,,,,,,,,
388,PT11M17.00S,2023-01-19T04:36:38.7Z,3,REGULAR,violation,kicked ball,[],203484,,,1610612750,57,63,2023-01-19T04:36:46Z,3790000,False,,,0,,K. Caldwell-Pope kicked ball VIOLATION,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,202901.0,,,,,,,,,,,
389,PT11M11.00S,2023-01-19T04:36:55.0Z,3,REGULAR,turnover,bad pass,[],1629675,,,1610612750,57,63,2023-01-19T04:37:03Z,3800000,False,,,0,,N. Reid bad pass TURNOVER (2 TO),"[1629675, 203484]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Caldwell-Pope,203484.0,,,,,,,
390,PT11M11.00S,2023-01-19T04:36:55.0Z,3,REGULAR,steal,,[],203484,,,1610612743,57,63,2023-01-19T04:36:57Z,3810000,False,,,0,,K. Caldwell-Pope STEAL (3 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
391,PT11M09.00S,2023-01-19T04:37:06.5Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612743,57,63,2023-01-19T04:37:23Z,3820000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Caldwell-Pope 2 FT),"[1629675, 203484]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,202901.0,,,,,,,,3.0,0.0,Caldwell-Pope,203484.0
393,PT11M09.00S,2023-01-19T04:37:31.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203484,,,1610612743,57,63,2023-01-19T04:37:31Z,3840000,False,,,0,,MISS K. Caldwell-Pope Free Throw 1 of 2,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
394,PT11M09.00S,2023-01-19T04:37:31.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,57,63,2023-01-19T04:37:31Z,3850000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,
395,PT11M09.00S,2023-01-19T04:37:43.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203484,,,1610612743,58,63,2023-01-19T04:37:43Z,3860000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (6 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
397,PT10M55.00S,2023-01-19T04:38:02.2Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612750,58,63,2023-01-19T04:38:07Z,3880000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1629008, 1630183]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,,,,1.0,0.0,McDaniels,1630183.0
399,PT10M55.00S,2023-01-19T04:38:23.7Z,3,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,58,64,2023-01-19T04:38:23Z,3900000,False,,,0,,J. McDaniels Free Throw 1 of 2 (10 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
400,PT10M55.00S,2023-01-19T04:38:45.7Z,3,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,58,65,2023-01-19T04:38:45Z,3910000,False,,,0,,J. McDaniels Free Throw 2 of 2 (11 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
402,PT10M49.00S,2023-01-19T04:38:58.8Z,3,REGULAR,foul,personal,[],1629675,,,1610612743,58,65,2023-01-19T04:39:40Z,3930000,False,,,0,,N. Reid personal FOUL (4 PF),"[1629675, 203999]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1151.0,,,,,,,,4.0,0.0,Jokic,203999.0
404,PT10M49.00S,2023-01-19T04:39:11.6Z,3,REGULAR,substitution,out,[],1629675,,,1610612743,58,65,2023-01-19T04:39:23Z,3950000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT10M49.00S,2023-01-19T04:39:11.6Z,3,REGULAR,substitution,in,[],1630233,,,1610612743,58,65,2023-01-19T04:39:23Z,3960000,False,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT10M41.00S,2023-01-19T04:39:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.389618922470433,53.92156862745098,1610612743,60,65,2023-01-19T04:39:43Z,3970000,False,-20.0,8.0,1,left,N. Jokic cutting Layup (23 PTS) (K. Caldwell-Pope 2 AST),"[203999, 203484]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,,23.0,,,,K. Caldwell-Pope,203484.0,2.0,,,,
408,PT10M33.00S,2023-01-19T04:39:43.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,89.04402102496715,51.470588235294116,1610612750,60,67,2023-01-19T04:42:10Z,3990000,False,7.0,50.0,1,right,K. Anderson driving floating Jump Shot (11 PTS) (A. Edwards 2 AST),"[203937, 1630162]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,5.1,Made,,,,,,,,11.0,,,,A. Edwards,1630162.0,2.0,,,,
410,PT10M32.00S,2023-01-19T04:39:49.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,60,67,2023-01-19T04:39:49Z,4010000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT10M24.00S,2023-01-19T04:43:17.8Z,3,REGULAR,3pt,Jump Shot,[],1627750,27.151773981603156,80.3921568627451,1610612743,60,67,2023-01-19T04:44:08Z,4020000,False,-152.0,203.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
412,PT10M20.00S,2023-01-19T04:43:21.8Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,60,67,2023-01-19T04:43:22Z,4030000,False,,,0,,K. Anderson REBOUND (Off:0 Def:5),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,411.0,5.0,5.0,0.0,,,,,,,,,,,,
413,PT10M07.00S,2023-01-19T04:43:34.4Z,3,REGULAR,3pt,Jump Shot,[],1626156,67.7562417871222,25.98039215686275,1610612750,60,70,2023-01-19T04:44:17Z,4040000,False,-120.0,251.0,1,right,D. Russell 27' 3PT pullup (8 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,27.79,Made,,,,,,,,8.0,,,,,,,,,,
414,PT09M38.00S,2023-01-19T04:44:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,8.754927726675426,47.794117647058826,1610612743,60,70,2023-01-19T04:44:15Z,4050000,False,11.0,30.0,1,left,MISS M. Porter Jr. driving reverse Layup,[1629008],1610612743.0,DEN,driving reverse,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
415,PT09M37.00S,2023-01-19T04:44:05.1Z,3,REGULAR,rebound,defensive,[],1630233,,,1610612750,60,70,2023-01-19T04:44:15Z,4060000,False,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,,,,,414.0,1.0,1.0,0.0,,,,,,,,,,,,
416,PT09M26.00S,2023-01-19T04:44:16.2Z,3,REGULAR,3pt,Jump Shot,[],1630233,65.52233902759527,46.07843137254902,1610612750,60,70,2023-01-19T04:44:20Z,4070000,False,-20.0,272.0,1,right,MISS N. Knight 27' 3PT,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Above the Break 3,24+ Center,27.23,Missed,,,,,,,,,,,,,,,,,,
417,PT09M24.00S,2023-01-19T04:44:18.2Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,60,70,2023-01-19T04:44:20Z,4080000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,416.0,1.0,1.0,0.0,,,,,,,,,,,,
418,PT09M21.00S,2023-01-19T04:44:27.0Z,3,REGULAR,foul,personal,[],1630233,,,1610612743,60,70,2023-01-19T04:45:20Z,4090000,False,,,0,,N. Knight personal FOUL (1 PF),"[1630233, 203999]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,Mid-Range,8-16 Right,,,,,,,,,2004.0,,,,,,,,1.0,0.0,Jokic,203999.0
420,PT09M16.00S,2023-01-19T04:44:46.5Z,3,REGULAR,foul,personal,[],1630233,,,1610612743,60,70,2023-01-19T04:44:54Z,4110000,False,,,0,,N. Knight personal FOUL (2 PF),"[1630233, 203999]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,,,,,,,,,1151.0,,,,,,,,2.0,0.0,Jokic,203999.0
422,PT09M03.00S,2023-01-19T04:45:19.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.068988173455978,36.27450980392157,1610612743,62,70,2023-01-19T04:45:24Z,4130000,False,69.0,42.0,1,left,N. Jokic 8' Hook (25 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,8.05,Made,,,,,,,,25.0,,,,J. Murray,1627750.0,3.0,,,,
424,PT08M57.00S,2023-01-19T04:45:29.5Z,3,REGULAR,foul,personal,[],203484,,,1610612750,62,70,2023-01-19T04:45:52Z,4150000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1626156]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1151.0,,,,,,,,1.0,0.0,Russell,1626156.0
426,PT08M52.00S,2023-01-19T04:45:48.4Z,3,REGULAR,violation,kicked ball,[],203999,,,1610612750,62,70,2023-01-19T04:45:55Z,4170000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1151.0,,,,,,,,,,,
427,PT08M44.00S,2023-01-19T04:46:09.0Z,3,REGULAR,turnover,traveling,[],203937,,,1610612750,62,70,2023-01-19T04:46:15Z,4180000,False,,,0,,K. Anderson traveling TURNOVER (1 TO),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,,,,1151.0,,1.0,,,,,,,,,
428,PT08M41.00S,2023-01-19T04:46:19.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203484,6.1268068331143235,50.73529411764706,1610612743,64,70,2023-01-19T04:48:59Z,4190000,False,-4.0,5.0,1,left,K. Caldwell-Pope driving DUNK (8 PTS) (N. Jokic 7 AST),"[203484, 203999]",1610612743.0,DEN,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,8.0,,,,N. Jokic,203999.0,7.0,,,,
430,PT08M27.00S,2023-01-19T04:46:35.8Z,3,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612750,64,70,2023-01-19T04:46:45Z,4210000,False,,,0,,D. Russell bad pass out-of-bounds TURNOVER (3 TO),[1626156],1610612750.0,MIN,bad pass,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1151.0,,3.0,,,,,,,,,
431,PT08M19.00S,2023-01-19T04:46:51.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630233,,,1610612743,64,70,2023-01-19T04:47:02Z,4220000,False,,,0,,N. Knight shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[1630233, 1629008]",1610612750.0,MIN,shooting,,,Knight,N. Knight,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1151.0,,,,,,,,3.0,0.0,Porter Jr.,1629008.0
433,PT08M19.00S,2023-01-19T04:47:17.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629008,,,1610612743,65,70,2023-01-19T04:47:17Z,4240000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (3 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
434,PT08M19.00S,2023-01-19T04:47:29.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629008,,,1610612743,66,70,2023-01-19T04:47:29Z,4250000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (4 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
435,PT08M06.00S,2023-01-19T04:47:47.9Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612750,66,70,2023-01-19T04:47:55Z,4260000,False,,,0,,A. Gordon shooting personal FOUL (4 PF) (Anderson 2 FT),"[203932, 203937]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,,,,4.0,0.0,Anderson,203937.0
437,PT08M06.00S,2023-01-19T04:48:22.7Z,3,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,66,70,2023-01-19T04:48:45Z,4280000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
438,PT08M06.00S,2023-01-19T04:48:22.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,66,70,2023-01-19T04:48:45Z,4290000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,
439,PT08M06.00S,2023-01-19T04:48:23.3Z,3,REGULAR,substitution,out,[],203932,,,1610612750,66,70,2023-01-19T04:48:28Z,4300000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT08M06.00S,2023-01-19T04:48:23.3Z,3,REGULAR,substitution,in,[],1628427,,,1610612750,66,70,2023-01-19T04:48:28Z,4310000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT08M06.00S,2023-01-19T04:48:22.7Z,3,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,66,70,2023-01-19T04:48:45Z,4320000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
442,PT08M03.00S,2023-01-19T04:48:25.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,66,70,2023-01-19T04:48:45Z,4330000,False,,,0,,N. Jokic REBOUND (Off:3 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,441.0,6.0,3.0,3.0,,,,,,,,,,,,
443,PT07M54.00S,2023-01-19T04:48:52.2Z,3,REGULAR,2pt,Jump Shot,[],1627750,19.793035479632064,65.93137254901961,1610612743,68,70,2023-01-19T04:48:56Z,4340000,False,-80.0,134.0,1,left,J. Murray 15' turnaround fadeaway Jump Shot (11 PTS),[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,15.56,Made,,,,,,,,11.0,,,,,,,,,,
444,PT07M31.00S,2023-01-19T04:49:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,91.80354796320631,40.44117647058824,1610612750,68,70,2023-01-19T04:49:19Z,4350000,False,-48.0,25.0,1,right,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,,,,
445,PT07M30.00S,2023-01-19T04:49:15.8Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,68,70,2023-01-19T04:49:19Z,4360000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,444.0,1.0,1.0,0.0,,,,,,,,,,,,
446,PT07M17.00S,2023-01-19T04:49:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,13.354139290407357,38.72549019607843,1610612743,68,70,2023-01-19T04:49:33Z,4370000,False,56.0,73.0,1,left,MISS N. Jokic 9' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Right,9.22,Missed,,,,,,,,,,,,,,,,,,
