actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
365,PT09M53.00S,2021-10-30T03:55:47.2Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612739,59,56,2021-10-30T03:55:51Z,3630000,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Mobley 2 FT),"[201566, 1630596]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,2715.0,,,,,,,,,,,,,,,,1.0,0.0,Mobley,1630596.0,
367,PT09M53.00S,2021-10-30T03:56:20.1Z,3,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,59,56,2021-10-30T03:56:20Z,3650000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,
368,PT09M53.00S,2021-10-30T03:56:20.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,59,56,2021-10-30T03:56:20Z,3660000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,367.0,,,,,,,,,,,,
369,PT09M53.00S,2021-10-30T03:56:48.7Z,3,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,59,57,2021-10-30T03:56:48Z,3670000,,,0,,E. Mobley Free Throw 2 of 2 (13 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
370,PT09M35.00S,2021-10-30T03:57:07.1Z,3,REGULAR,3pt,Jump Shot,[],2544,6.225361366622863,96.32352941176471,1610612747,59,57,2021-10-30T03:57:11Z,3680000,-232.0,6.0,1,left,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,,
371,PT09M32.00S,2021-10-30T03:57:10.1Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,59,57,2021-10-30T03:57:11Z,3690000,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,370.0,4.0,2.0,2.0,,,,,,,,,
372,PT09M28.00S,2021-10-30T03:57:14.4Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628374,93.2161629434954,50.98039215686275,1610612739,59,59,2021-10-30T03:57:22Z,3700000,5.0,11.0,1,right,L. Markkanen running DUNK (15 PTS) (D. Garland 9 AST),"[1628374, 1629636]",1610612739.0,CLE,running,,,Markkanen,L. Markkanen,,,,,,,1.23,Made,15.0,D. Garland,1629636.0,9.0,,,,,,,,,,,,,
374,PT09M21.00S,2021-10-30T03:57:22.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,7.145203679369246,50.0,1610612747,61,59,2021-10-30T03:58:12Z,3720000,0.0,15.0,1,left,L. James cutting DUNK (20 PTS) (R. Westbrook 3 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,,,1.47,Made,20.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,
376,PT09M09.00S,2021-10-30T03:57:32.8Z,3,REGULAR,3pt,Jump Shot,[],1629636,70.74572930354796,76.9607843137255,1610612739,61,62,2021-10-30T03:57:37Z,3740000,135.0,222.0,1,right,D. Garland 26' 3PT step back (9 PTS) (E. Mobley 3 AST),"[1629636, 1630596]",1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,26.01,Made,9.0,E. Mobley,1630596.0,3.0,,,,,,,,,,,,,
378,PT09M04.00S,2021-10-30T03:57:40.7Z,3,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,61,62,2021-10-30T03:57:47Z,3760000,,,0,,L. James bad pass out-of-bounds TURNOVER (4 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,1627541.0,4.0,,,,,,,,,,,,,,,,,,,
379,PT08M52.00S,2021-10-30T03:57:56.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630596,70.08869908015768,30.637254901960787,1610612739,61,65,2021-10-30T03:58:01Z,3770000,-97.0,229.0,1,right,E. Mobley 24' 3PT  (16 PTS) (L. Markkanen 1 AST),"[1630596, 1628374]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,24.83,Made,16.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,
381,PT08M28.00S,2021-10-30T03:58:20.3Z,3,REGULAR,3pt,Jump Shot,[],203076,20.942838370565042,94.11764705882354,1610612747,64,65,2021-10-30T03:58:25Z,3790000,-221.0,144.0,1,left,A. Davis 26' 3PT  (9 PTS) (L. James 3 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,26.37,Made,9.0,L. James,2544.0,3.0,,,,,,,,,,,,,
383,PT08M11.00S,2021-10-30T03:58:38.1Z,3,REGULAR,turnover,bad pass,[],1629012,,,1610612739,64,65,2021-10-30T03:58:44Z,3810000,,,0,,C. Sexton bad pass TURNOVER (3 TO),"[1629012, 201599]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,3.0,,,,,,,,,,,Jordan,201599.0,,,,,,,
384,PT08M11.00S,2021-10-30T03:58:38.1Z,3,REGULAR,steal,,[],201599,,,1610612747,64,65,2021-10-30T03:58:41Z,3820000,,,0,,D. Jordan STEAL (1 STL),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M51.00S,2021-10-30T03:58:58.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203076,30.798291721419176,14.460784313725497,1610612747,64,65,2021-10-30T03:59:03Z,3830000,178.0,237.0,1,left,MISS A. Davis 29' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,29.62,Missed,,,,,,,,,,,,,,,,,
386,PT07M47.00S,2021-10-30T03:59:02.7Z,3,REGULAR,rebound,offensive,[],201599,,,1610612747,64,65,2021-10-30T03:59:03Z,3840000,,,0,,D. Jordan REBOUND (Off:3 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,385.0,6.0,3.0,3.0,,,,,,,,,
387,PT07M45.00S,2021-10-30T03:59:03.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",2544,23.308147174770042,87.99019607843137,1610612747,64,65,2021-10-30T03:59:11Z,3850000,-190.0,167.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,25.27,Missed,,,,,,,,,,,,,,,,,
388,PT07M38.00S,2021-10-30T03:59:10.8Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,64,65,2021-10-30T03:59:11Z,3860000,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,387.0,4.0,3.0,1.0,,,,,,,,,
389,PT07M38.00S,2021-10-30T03:59:10.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203076,5.590000152587891,50.0,1610612747,64,65,2021-10-30T03:59:13Z,3870000,0.0,0.0,1,left,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
390,PT07M38.00S,2021-10-30T03:59:10.7Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612739,64,65,2021-10-30T03:59:13Z,3880000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,389.0,1.0,1.0,0.0,,,,,,,,,
391,PT07M35.00S,2021-10-30T03:59:20.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,64,65,2021-10-30T03:59:20Z,3890000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M35.00S,2021-10-30T04:02:07.3Z,3,REGULAR,substitution,out,[],1629012,,,1610612739,64,65,2021-10-30T04:02:09Z,3900000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M35.00S,2021-10-30T04:02:07.3Z,3,REGULAR,substitution,in,[],201937,,,1610612739,64,65,2021-10-30T04:02:09Z,3910000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M26.00S,2021-10-30T04:02:25.0Z,3,REGULAR,3pt,Jump Shot,[],201937,72.7168199737188,79.65686274509804,1610612739,64,65,2021-10-30T04:02:30Z,3920000,148.0,204.0,1,right,MISS R. Rubio 25' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,,
395,PT07M22.00S,2021-10-30T04:02:29.0Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,64,65,2021-10-30T04:02:30Z,3930000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,394.0,2.0,2.0,0.0,,,,,,,,,
396,PT07M08.00S,2021-10-30T04:02:42.6Z,3,REGULAR,3pt,Jump Shot,[],2544,29.61563731931669,77.94117647058823,1610612747,64,65,2021-10-30T04:02:47Z,3940000,-140.0,226.0,1,left,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,,,26.56,Missed,,,,,,,,,,,,,,,,,
397,PT07M05.00S,2021-10-30T04:02:45.6Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,64,65,2021-10-30T04:02:47Z,3950000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,396.0,1.0,1.0,0.0,,,,,,,,,
398,PT07M01.00S,2021-10-30T04:02:52.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201937,92.95335085413929,56.61764705882353,1610612739,64,67,2021-10-30T04:03:12Z,3960000,33.0,14.0,1,right,R. Rubio running Jump Shot (9 PTS) (D. Garland 10 AST),"[201937, 1629636]",1610612739.0,CLE,running,,,Rubio,R. Rubio,,,,,,,3.58,Made,9.0,D. Garland,1629636.0,10.0,,,,,,,,,,,,,
400,PT07M01.00S,2021-10-30T04:02:56.5Z,3,REGULAR,foul,personal,['1freethrow'],203145,,,1610612739,64,67,2021-10-30T04:03:05Z,3980000,,,0,,K. Bazemore shooting personal FOUL (1 PF) (Rubio 1 FT),"[203145, 201937]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,1628951.0,,,,,,,,,,,,,,,,1.0,0.0,Rubio,201937.0,
402,PT07M01.00S,2021-10-30T04:03:26.3Z,3,REGULAR,freethrow,1 of 1,[],201937,,,1610612739,64,68,2021-10-30T04:03:26Z,4000000,,,0,,R. Rubio Free Throw 1 of 1 (10 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
403,PT06M48.00S,2021-10-30T04:03:39.7Z,3,REGULAR,3pt,Jump Shot,[],203145,3.6793692509855447,3.8985906862745026,1610612747,64,68,2021-10-30T04:03:48Z,4010000,231.0,-18.0,1,left,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,23.12,Missed,,,,,,,,,,,,,,,,,
404,PT06M46.00S,2021-10-30T04:03:41.7Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612739,64,68,2021-10-30T04:03:44Z,4020000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,403.0,2.0,2.0,0.0,,,,,,,,,
405,PT06M38.00S,2021-10-30T04:03:49.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628374,92.69053876478318,50.245098039215684,1610612739,64,70,2021-10-30T04:03:56Z,4030000,1.0,16.0,1,right,L. Markkanen running finger roll Layup (17 PTS),[1628374],1610612739.0,CLE,running finger roll,,,Markkanen,L. Markkanen,,,,,,,1.62,Made,17.0,,,,,,,,,,,,,,,,
406,PT06M24.00S,2021-10-30T04:04:03.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203145,10.430354796320628,55.14705882352941,1610612747,64,70,2021-10-30T04:04:09Z,4040000,-26.0,46.0,1,left,MISS K. Bazemore floating Shot,[203145],1610612747.0,LAL,floating,,,Bazemore,K. Bazemore,,,,,,,5.23,Missed,,,,,,,,,,,,,,,,,
407,PT06M20.00S,2021-10-30T04:04:07.5Z,3,REGULAR,rebound,offensive,[],201599,,,1610612747,64,70,2021-10-30T04:04:07Z,4050000,,,0,,D. Jordan REBOUND (Off:4 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,406.0,7.0,3.0,4.0,,,,,,,,,
408,PT06M20.00S,2021-10-30T04:04:07.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,5.590000152587891,50.0,1610612747,66,70,2021-10-30T04:04:07Z,4060000,0.0,0.0,1,left,D. Jordan tip Layup (4 PTS),[201599],1610612747.0,LAL,tip,,,Jordan,D. Jordan,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,
409,PT06M15.00S,2021-10-30T04:04:12.5Z,3,REGULAR,3pt,Jump Shot,[],1629636,69.4316688567674,30.637254901960787,1610612739,66,73,2021-10-30T04:04:20Z,4070000,-97.0,235.0,1,right,D. Garland 25' 3PT step back (12 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,25.4,Made,12.0,,,,,,,,,,,,,,,,
410,PT06M14.00S,2021-10-30T04:04:21.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,66,73,2021-10-30T04:04:21Z,4080000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M14.00S,2021-10-30T04:06:40.3Z,3,REGULAR,substitution,out,[],201566,,,1610612747,66,73,2021-10-30T04:07:07Z,4090000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M14.00S,2021-10-30T04:06:40.3Z,3,REGULAR,substitution,out,[],1628386,,,1610612747,66,73,2021-10-30T04:07:07Z,4100000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M14.00S,2021-10-30T04:06:40.3Z,3,REGULAR,substitution,in,[],202340,,,1610612747,66,73,2021-10-30T04:07:07Z,4110000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M14.00S,2021-10-30T04:06:40.3Z,3,REGULAR,substitution,in,[],201567,,,1610612747,66,73,2021-10-30T04:07:07Z,4120000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M01.00S,2021-10-30T04:07:24.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,66,73,2021-10-30T04:07:24Z,4130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M59.00S,2021-10-30T04:07:38.3Z,3,REGULAR,turnover,bad pass,[],2544,,,1610612747,66,73,2021-10-30T04:07:42Z,4140000,,,0,,L. James bad pass TURNOVER (5 TO),"[2544, 201937]",1610612747.0,LAL,,,,James,L. James,,,,,,5.0,,,,,,,,,,,Rubio,201937.0,,,,,,,
417,PT05M59.00S,2021-10-30T04:07:38.3Z,3,REGULAR,steal,,[],201937,,,1610612739,66,73,2021-10-30T04:07:40Z,4150000,,,0,,R. Rubio STEAL (3 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M54.00S,2021-10-30T04:07:42.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629636,70.74572930354796,22.549019607843135,1610612739,66,73,2021-10-30T04:07:50Z,4160000,-137.0,222.0,1,right,MISS D. Garland 26' running 3PT,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,,,26.15,Missed,,,,,,,,,,,,,,,,,
419,PT05M51.00S,2021-10-30T04:07:46.2Z,3,REGULAR,rebound,offensive,[],201937,,,1610612739,66,73,2021-10-30T04:07:46Z,4170000,,,0,,R. Rubio REBOUND (Off:2 Def:3),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,418.0,5.0,3.0,2.0,,,,,,,,,
420,PT05M46.00S,2021-10-30T04:07:51.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201567,93.08475689881735,4.411764705882348,1610612739,66,73,2021-10-30T04:07:56Z,4180000,-228.0,13.0,1,right,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,22.82,Missed,,,,,,,,,,,,,,,,,
421,PT05M42.00S,2021-10-30T04:07:55.1Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,66,73,2021-10-30T04:07:56Z,4190000,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,420.0,5.0,4.0,1.0,,,,,,,,,
422,PT05M29.00S,2021-10-30T04:08:10.0Z,3,REGULAR,foul,personal,[],201937,,,1610612747,66,73,2021-10-30T04:08:18Z,4200000,,,0,,R. Rubio personal FOUL (2 PF),"[201937, 203145]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,1627541.0,,,,,,,,,,,,,,,,2.0,0.0,Bazemore,203145.0,
424,PT05M21.00S,2021-10-30T04:08:39.3Z,3,REGULAR,2pt,Jump Shot,[],202340,6.225361366622863,26.470588235294116,1610612747,66,73,2021-10-30T04:08:44Z,4220000,118.0,6.0,1,left,MISS A. Bradley 11' pullup Shot,[202340],1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,,,11.78,Missed,,,,,,,,,,,,,,,,,
425,PT05M17.00S,2021-10-30T04:08:43.3Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,66,73,2021-10-30T04:08:44Z,4230000,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,424.0,5.0,3.0,2.0,,,,,,,,,
426,PT05M11.00S,2021-10-30T04:08:49.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630596,92.42772667542707,49.26470588235294,1610612739,66,75,2021-10-30T04:09:12Z,4240000,-4.0,19.0,1,right,E. Mobley cutting DUNK (18 PTS) (R. Rubio 4 AST),"[1630596, 201937]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,,,1.91,Made,18.0,R. Rubio,201937.0,4.0,,,,,,,,,,,,,
428,PT05M11.00S,2021-10-30T04:08:57.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,66,75,2021-10-30T04:08:57Z,4260000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M11.00S,2021-10-30T04:10:13.7Z,3,REGULAR,substitution,out,[],203145,,,1610612747,66,75,2021-10-30T04:10:34Z,4270000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M11.00S,2021-10-30T04:10:13.7Z,3,REGULAR,substitution,out,[],201599,,,1610612747,66,75,2021-10-30T04:10:34Z,4280000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M11.00S,2021-10-30T04:10:13.7Z,3,REGULAR,substitution,in,[],2546,,,1610612747,66,75,2021-10-30T04:10:34Z,4290000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M11.00S,2021-10-30T04:10:13.7Z,3,REGULAR,substitution,in,[],1630559,,,1610612747,66,75,2021-10-30T04:10:34Z,4300000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M54.00S,2021-10-30T04:10:49.3Z,3,REGULAR,3pt,Jump Shot,[],2546,9.641918528252305,96.32352941176471,1610612747,69,75,2021-10-30T04:10:53Z,4310000,-232.0,38.0,1,left,C. Anthony 3PT  (9 PTS) (A. Reaves 1 AST),"[2546, 1630559]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,23.47,Made,9.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,
435,PT04M28.00S,2021-10-30T04:11:15.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.82194480946123,48.0392156862745,1610612739,69,77,2021-10-30T04:11:19Z,4330000,-10.0,15.0,1,right,E. Mobley alley-oop DUNK (20 PTS) (K. Love 2 AST),"[1630596, 201567]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,,,1.79,Made,20.0,K. Love,201567.0,2.0,,,,,,,,,,,,,
437,PT04M08.00S,2021-10-30T04:11:35.5Z,3,REGULAR,3pt,Jump Shot,[],2546,21.994086727989497,90.19607843137254,1610612747,69,77,2021-10-30T04:11:43Z,4350000,-201.0,154.0,1,left,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,25.33,Missed,,,,,,,,,,,,,,,,,
438,PT04M04.00S,2021-10-30T04:11:39.5Z,3,REGULAR,rebound,offensive,[],2544,,,1610612747,69,77,2021-10-30T04:11:43Z,4360000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,437.0,3.0,2.0,1.0,,,,,,,,,
439,PT04M02.00S,2021-10-30T04:11:42.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,5.962549277266746,52.94117647058824,1610612747,71,77,2021-10-30T04:11:46Z,4370000,-15.0,4.0,1,left,A. Davis cutting Layup (11 PTS) (L. James 4 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,,,1.51,Made,11.0,L. James,2544.0,4.0,,,,,,,,,,,,,
441,PT03M55.00S,2021-10-30T04:11:52.9Z,3,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612739,71,77,2021-10-30T04:11:58Z,4390000,,,0,,A. Reaves shooting personal FOUL (1 PF) (Rubio 2 FT),"[1630559, 201937]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,1627541.0,,,,,,,,,,,,,,,,1.0,0.0,Rubio,201937.0,
443,PT03M55.00S,2021-10-30T04:12:17.6Z,3,REGULAR,freethrow,1 of 2,[],201937,,,1610612739,71,78,2021-10-30T04:12:17Z,4410000,,,0,,R. Rubio Free Throw 1 of 2 (11 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
444,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,out,[],2544,,,1610612739,71,78,2021-10-30T04:12:30Z,4420000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,71,78,2021-10-30T04:12:30Z,4430000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,71,78,2021-10-30T04:12:30Z,4440000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,out,[],1628374,,,1610612739,71,78,2021-10-30T04:12:30Z,4450000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,in,[],201566,,,1610612739,71,78,2021-10-30T04:12:30Z,4460000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,in,[],1628386,,,1610612739,71,78,2021-10-30T04:12:30Z,4470000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,in,[],1629012,,,1610612739,71,78,2021-10-30T04:12:30Z,4480000,,,0,,SUB in: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M55.00S,2021-10-30T04:12:18.3Z,3,REGULAR,substitution,in,[],1630205,,,1610612739,71,78,2021-10-30T04:12:30Z,4490000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M55.00S,2021-10-30T04:12:41.6Z,3,REGULAR,freethrow,2 of 2,[],201937,,,1610612739,71,79,2021-10-30T04:12:41Z,4500000,,,0,,R. Rubio Free Throw 2 of 2 (12 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
453,PT03M40.00S,2021-10-30T04:12:57.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.4881734559789805,52.450980392156865,1610612747,73,79,2021-10-30T04:13:03Z,4510000,-12.0,8.0,1,left,R. Westbrook Layup (15 PTS) (A. Reaves 2 AST),"[201566, 1630559]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,1.5,Made,15.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,,,
455,PT03M20.00S,2021-10-30T04:13:16.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,91.37647831800263,57.59803921568628,1610612739,73,79,2021-10-30T04:13:22Z,4530000,38.0,29.0,1,right,MISS R. Rubio driving floating bank Shot,[201937],1610612739.0,CLE,driving floating bank,,,Rubio,R. Rubio,,,,,,,4.76,Missed,,,,,,,,,,,,,,,,,
