actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
636,PT02M53.00S,2021-12-08T05:23:10.5Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612747,112,94,2021-12-08T05:23:13Z,6260000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,635.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
637,PT02M38.00S,2021-12-08T05:23:25.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,94.13600525624179,46.32352941176471,1610612747,112,94,2021-12-08T05:26:11Z,6270000,-18.0,3.0,1,right,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,,
638,PT02M35.00S,2021-12-08T05:23:28.3Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612738,112,94,2021-12-08T05:23:30Z,6280000,,,0,,J. Hernangomez REBOUND (Off:0 Def:2),[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,637.0,,2.0,2.0,0.0,,,,,,,,,,,,,,
639,PT02M26.00S,2021-12-08T05:23:37.3Z,4,REGULAR,3pt,Jump Shot,[],1630174,25.673455978975028,85.04901960784314,1610612738,112,97,2021-12-08T05:23:42Z,6290000,-175.0,189.0,1,left,A. Nesmith 25' 3PT  (7 PTS) (P. Pritchard 4 AST),"[1630174, 1630202]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,25.76,Made,,,,,,,,,7.0,P. Pritchard,1630202.0,4.0,,,,,,,
641,PT02M05.00S,2021-12-08T05:23:58.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2730,91.90210249671485,51.96078431372549,1610612747,112,97,2021-12-08T05:24:04Z,6310000,10.0,24.0,1,right,MISS D. Howard Layup - blocked,"[2730, 202683]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,2.56,Missed,,,,,,,,,,,,,,,,,Freedom,202683.0,
642,PT02M05.00S,2021-12-08T05:23:58.1Z,4,REGULAR,block,,[],202683,,,1610612747,112,97,2021-12-08T05:24:02Z,6320000,,,0,,E. Freedom BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M00.00S,2021-12-08T05:24:03.1Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,112,97,2021-12-08T05:24:04Z,6330000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,641.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
644,PT01M59.00S,2021-12-08T05:24:04.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,7.802233902759525,50.73529411764706,1610612738,112,99,2021-12-08T05:24:11Z,6340000,-4.0,21.0,1,left,A. Nesmith running finger roll Layup (9 PTS) (P. Pritchard 5 AST),"[1630174, 1630202]",1610612738.0,BOS,running finger roll,,,Nesmith,A. Nesmith,,,,,2.11,Made,,,,,,,,,9.0,P. Pritchard,1630202.0,5.0,,,,,,,
646,PT01M52.00S,2021-12-08T05:24:11.2Z,4,REGULAR,3pt,Jump Shot,[],1629659,71.13994743758212,23.039215686274503,1610612747,112,99,2021-12-08T05:28:04Z,6360000,-135.0,219.0,1,right,MISS T. Horton-Tucker 25' pullup 3PT,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
647,PT01M49.00S,2021-12-08T05:24:14.2Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,112,99,2021-12-08T05:24:15Z,6370000,,,0,,E. Freedom REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,646.0,,3.0,3.0,0.0,,,,,,,,,,,,,,
648,PT01M39.00S,2021-12-08T05:24:24.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,33.295006570302235,48.529411764705884,1610612738,112,102,2021-12-08T05:29:01Z,6380000,7.0,260.0,1,left,P. Pritchard 26' 3PT pullup (6 PTS) (E. Freedom 1 AST),"[1630202, 202683]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,26.06,Made,,,,,,,,,6.0,E. Freedom,202683.0,1.0,,,,,,,
650,PT01M39.00S,2021-12-08T05:24:34.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,112,102,2021-12-08T05:24:34Z,6400000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M16.00S,2021-12-08T05:26:33.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.63929040735874,49.754901960784316,1610612747,114,102,2021-12-08T05:26:40Z,6410000,-1.0,26.0,1,right,T. Horton-Tucker driving finger roll Layup (12 PTS),[1629659],1610612747.0,LAL,driving finger roll,,,Horton-Tucker,T. Horton-Tucker,,,,,2.61,Made,,,,,,,,,12.0,,,,,,,,,,
652,PT01M06.00S,2021-12-08T05:26:44.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,39.471090670170824,46.07843137254902,1610612738,114,102,2021-12-08T05:30:04Z,6420000,20.0,319.0,1,left,MISS P. Pritchard 31' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,31.91,Missed,,,,,,,,,,,,,,,,,,,
653,PT01M03.00S,2021-12-08T05:26:47.3Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612747,114,102,2021-12-08T05:26:48Z,6430000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,652.0,,2.0,2.0,0.0,,,,,,,,,,,,,,
654,PT00M45.20S,2021-12-08T05:27:07.4Z,4,REGULAR,3pt,Jump Shot,[],1628370,66.80354796320631,36.274509803921575,1610612747,117,102,2021-12-08T05:27:11Z,6440000,-69.0,260.0,1,right,M. Monk 26' 3PT  (10 PTS) (T. Horton-Tucker 4 AST),"[1628370, 1629659]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.84,Made,,,,,,,,,10.0,T. Horton-Tucker,1629659.0,4.0,,,,,,,
656,PT00M35.00S,2021-12-08T05:27:20.4Z,4,REGULAR,3pt,Jump Shot,[],1627823,31.586727989487514,39.70588235294118,1610612738,117,102,2021-12-08T05:27:23Z,6460000,51.0,244.0,1,left,MISS J. Hernangomez 24' 3PT,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
657,PT00M32.90S,2021-12-08T05:27:22.5Z,4,REGULAR,rebound,defensive,[],2730,,,1610612747,117,102,2021-12-08T05:27:23Z,6470000,,,0,,D. Howard REBOUND (Off:2 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,656.0,,8.0,6.0,2.0,,,,,,,,,,,,,,
658,PT00M10.70S,2021-12-08T05:27:44.7Z,4,REGULAR,3pt,Jump Shot,[],1629659,64.96386333771353,78.92156862745098,1610612747,117,102,2021-12-08T05:31:13Z,6480000,145.0,277.0,1,right,MISS T. Horton-Tucker 31' pullup 3PT,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,31.23,Missed,,,,,,,,,,,,,,,,,,,
659,PT00M08.30S,2021-12-08T05:27:47.2Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612738,117,102,2021-12-08T05:27:47Z,6490000,,,0,,J. Hernangomez REBOUND (Off:0 Def:3),[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,658.0,,3.0,3.0,0.0,,,,,,,,,,,,,,
660,PT00M00.00S,2021-12-08T05:27:57.1Z,4,REGULAR,period,end,[],0,,,1610612738,117,102,2021-12-08T05:27:57Z,6500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M00.00S,2021-12-08T05:29:36.2Z,4,REGULAR,game,end,[],0,,,0,117,102,2021-12-08T05:29:36Z,6510000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
