actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
635,PT02M07.00S,2022-02-28T00:18:04.0Z,4,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612738,124,104,2022-02-28T00:18:32Z,6240000,,,0,,A. Nesmith bad pass out-of-bounds TURNOVER (1 TO),[1630174],1610612738.0,BOS,bad pass,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,1155.0,,,,,1.0,,,,
636,PT02M07.00S,2022-02-28T00:18:12.3Z,4,REGULAR,substitution,out,[],1630169,,,1610612754,124,104,2022-02-28T00:18:29Z,6250000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
637,PT02M07.00S,2022-02-28T00:18:12.3Z,4,REGULAR,substitution,out,[],1630537,,,1610612754,124,104,2022-02-28T00:18:29Z,6260000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M07.00S,2022-02-28T00:18:12.3Z,4,REGULAR,substitution,in,[],1626208,,,1610612754,124,104,2022-02-28T00:18:29Z,6270000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
639,PT02M07.00S,2022-02-28T00:18:12.3Z,4,REGULAR,substitution,in,[],1630678,,,1610612754,124,104,2022-02-28T00:18:29Z,6280000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M47.00S,2022-02-28T00:18:54.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,93.24901445466492,53.92156862745098,1610612754,126,104,2022-02-28T00:18:58Z,6290000,20.0,11.0,1,right,B. Hield finger roll Layup (21 PTS),[1627741],1610612754.0,IND,finger roll,,,Hield,B. Hield,,,,,2.25,Made,,,,,21.0,,,,,,,,,,,,,
642,PT01M37.00S,2022-02-28T00:19:06.0Z,4,REGULAR,2pt,Jump Shot,[],1629103,13.485545335085414,68.62745098039215,1610612738,126,104,2022-02-28T00:19:11Z,6300000,-93.0,74.0,1,left,MISS K. Martin 11' floating Shot,[1629103],1610612738.0,BOS,floating,,,Martin,K. Martin,,,,,11.91,Missed,,,,,,,,,,,,,,,,,,
643,PT01M33.00S,2022-02-28T00:19:10.0Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,126,104,2022-02-28T00:19:11Z,6310000,,,0,,B. Hield REBOUND (Off:0 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,642.0,6.0,6.0,0.0,,,,,,,,,,,,,,
644,PT01M30.00S,2022-02-28T00:19:17.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,126,104,2022-02-28T00:19:17Z,6320000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M30.00S,2022-02-28T00:20:13.0Z,4,REGULAR,substitution,out,[],1629052,,,1610612754,126,104,2022-02-28T00:20:39Z,6330000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M30.00S,2022-02-28T00:20:13.0Z,4,REGULAR,substitution,out,[],1627741,,,1610612754,126,104,2022-02-28T00:20:39Z,6340000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M30.00S,2022-02-28T00:20:13.0Z,4,REGULAR,substitution,in,[],1629048,,,1610612754,126,104,2022-02-28T00:20:39Z,6350000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M30.00S,2022-02-28T00:20:13.0Z,4,REGULAR,substitution,in,[],1630613,,,1610612754,126,104,2022-02-28T00:20:39Z,6360000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M15.00S,2022-02-28T00:20:56.3Z,4,REGULAR,3pt,Jump Shot,[],1630613,75.50919842312747,12.254901960784313,1610612754,126,104,2022-02-28T00:21:01Z,6370000,-189.0,178.0,1,right,MISS D. Washington Jr. 25' pullup 3PT,[1630613],1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
650,PT01M11.00S,2022-02-28T00:21:00.3Z,4,REGULAR,rebound,defensive,[],1629103,,,1610612738,126,104,2022-02-28T00:21:01Z,6380000,,,0,,K. Martin REBOUND (Off:0 Def:1),[1629103],1610612738.0,BOS,,,,Martin,K. Martin,,,,,,,649.0,1.0,1.0,0.0,,,,,,,,,,,,,,
651,PT01M05.00S,2022-02-28T00:21:06.3Z,4,REGULAR,3pt,Jump Shot,[],1630573,30.831143232588698,68.62745098039215,1610612738,126,107,2022-02-28T00:21:11Z,6390000,-93.0,237.0,1,left,S. Hauser 25' 3PT pullup (3 PTS) (A. Nesmith 1 AST),"[1630573, 1630174]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,25.49,Made,,,,,3.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,
653,PT00M55.80S,2022-02-28T00:21:21.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,84.1819973718791,39.950980392156865,1610612754,126,107,2022-02-28T00:21:25Z,6410000,-50.0,96.0,1,right,MISS D. Washington Jr. 10' turnaround Shot,[1630613],1610612754.0,IND,turnaround,,,Washington Jr.,D. Washington Jr.,,,,,10.85,Missed,,,,,,,,,,,,,,,,,,
654,PT00M53.20S,2022-02-28T00:21:23.8Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,126,107,2022-02-28T00:21:25Z,6420000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,653.0,1.0,1.0,0.0,,,,,,,,,,,,,,
655,PT00M44.00S,2022-02-28T00:21:33.0Z,4,REGULAR,3pt,Jump Shot,[],1630238,6.652431011826544,96.56862745098039,1610612738,126,107,2022-02-28T00:21:40Z,6430000,-233.0,10.0,1,left,MISS M. Fitts 3PT,[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
656,PT00M38.70S,2022-02-28T00:21:38.3Z,4,REGULAR,rebound,defensive,[],1626208,,,1610612754,126,107,2022-02-28T00:21:40Z,6440000,,,0,,K. Sykes REBOUND (Off:0 Def:1),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,655.0,1.0,1.0,0.0,,,,,,,,,,,,,,
657,PT00M21.00S,2022-02-28T00:21:56.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,87.07293035479631,39.21568627450981,1610612754,126,107,2022-02-28T00:22:00Z,6450000,-54.0,69.0,1,right,MISS D. Washington Jr. 8' driving floating Shot,[1630613],1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,8.76,Missed,,,,,,,,,,,,,,,,,,
658,PT00M19.00S,2022-02-28T00:21:58.0Z,4,REGULAR,rebound,offensive,[],1630613,,,1610612754,126,107,2022-02-28T00:22:00Z,6460000,,,0,,D. Washington Jr. REBOUND (Off:1 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,657.0,3.0,2.0,1.0,,,,,,,,,,,,,,
659,PT00M18.90S,2022-02-28T00:21:58.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630613,92.72339027595268,44.85294117647059,1610612754,128,107,2022-02-28T00:22:03Z,6470000,-26.0,16.0,1,right,D. Washington Jr. tip Layup (2 PTS),[1630613],1610612754.0,IND,tip,,,Washington Jr.,D. Washington Jr.,,,,,3.02,Made,,,,,2.0,,,,,,,,,,,,,
660,PT00M01.70S,2022-02-28T00:22:17.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629103,10.726018396846255,50.73529411764706,1610612738,128,107,2022-02-28T00:22:22Z,6480000,-4.0,48.0,1,left,MISS K. Martin turnaround Shot,[1629103],1610612738.0,BOS,turnaround,,,Martin,K. Martin,,,,,4.84,Missed,,,,,,,,,,,,,,,,,,
661,PT00M01.70S,2022-02-28T00:22:17.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,128,107,2022-02-28T00:22:22Z,6490000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2022-02-28T00:22:21.7Z,4,REGULAR,period,end,[],0,,,1610612738,128,107,2022-02-28T00:22:21Z,6500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2022-02-28T00:22:25.0Z,4,REGULAR,game,end,[],0,,,0,128,107,2022-02-28T00:22:25Z,6510000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
