actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
368,PT09M21.00S,2022-01-06T02:00:21.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,81,64,2022-01-06T02:01:06Z,3650000,,,0,,D. Sabonis REBOUND (Off:1 Def:8),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,367.0,,,,,,,,9.0,8.0,1.0,,,,,,,,
369,PT08M57.00S,2022-01-06T02:00:47.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,81,64,2022-01-06T02:00:56Z,3660000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M47.00S,2022-01-06T02:01:08.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630561,93.38042049934296,3.6764705882352944,1610612751,81,64,2022-01-06T02:01:14Z,3670000,-232.0,10.0,1,right,MISS D. Duke Jr. 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
371,PT08M43.00S,2022-01-06T02:01:12.6Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,81,64,2022-01-06T02:01:12Z,3680000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,370.0,,,,,,,,3.0,2.0,1.0,,,,,,,,
372,PT08M42.00S,2022-01-06T02:01:13.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201142,81.42247043363994,94.6078431372549,1610612751,81,64,2022-01-06T02:01:17Z,3690000,223.0,122.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
373,PT08M39.00S,2022-01-06T02:01:16.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,81,64,2022-01-06T02:01:17Z,3700000,,,0,,D. Sabonis REBOUND (Off:1 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,372.0,,,,,,,,10.0,9.0,1.0,,,,,,,,
374,PT08M16.00S,2022-01-06T02:01:38.3Z,3,REGULAR,3pt,Jump Shot,[],1626208,5.469776609724048,3.9215686274509802,1610612754,81,64,2022-01-06T02:01:42Z,3710000,230.0,-1.0,1,left,MISS K. Sykes 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
375,PT08M13.00S,2022-01-06T02:01:41.4Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,81,64,2022-01-06T02:01:41Z,3720000,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,374.0,,,,,,,,4.0,3.0,1.0,,,,,,,,
376,PT08M01.00S,2022-01-06T02:01:56.2Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612751,81,64,2022-01-06T02:02:01Z,3730000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Harden 2 FT),"[1627734, 201935]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Harden,201935.0,,,
378,PT08M01.00S,2022-01-06T02:02:22.7Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,81,64,2022-01-06T02:02:22Z,3750000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
379,PT08M01.00S,2022-01-06T02:02:22.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,81,64,2022-01-06T02:02:22Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,
380,PT08M01.00S,2022-01-06T02:02:31.0Z,3,REGULAR,substitution,out,[],1630561,,,1610612751,81,64,2022-01-06T02:02:43Z,3770000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT08M01.00S,2022-01-06T02:02:31.0Z,3,REGULAR,substitution,in,[],1627761,,,1610612751,81,64,2022-01-06T02:02:43Z,3780000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT08M01.00S,2022-01-06T02:03:00.3Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,81,65,2022-01-06T02:03:00Z,3790000,,,0,,J. Harden Free Throw 2 of 2 (11 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,11.0,,,,,,,,,,,,,,,,,
383,PT07M50.00S,2022-01-06T02:03:13.2Z,3,REGULAR,3pt,Jump Shot,[],203200,31.750985545335087,41.42156862745098,1610612754,81,65,2022-01-06T02:03:17Z,3800000,43.0,246.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
384,PT07M46.00S,2022-01-06T02:03:17.2Z,3,REGULAR,rebound,defensive,[],1627761,,,1610612751,81,65,2022-01-06T02:03:17Z,3810000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,383.0,,,,,,,,1.0,1.0,0.0,,,,,,,,
385,PT07M34.00S,2022-01-06T02:03:29.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627761,89.17542706964521,48.529411764705884,1610612751,81,67,2022-01-06T02:03:34Z,3820000,-7.0,49.0,1,right,D. Bembry driving Hook (2 PTS) (K. Durant 3 AST),"[1627761, 201142]",1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,4.99,Made,,2.0,K. Durant,201142.0,3.0,,,,,,,,,,,,,,
387,PT07M25.00S,2022-01-06T02:03:37.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,9.149145860709593,39.21568627450981,1610612754,81,67,2022-01-06T02:04:36Z,3840000,54.0,34.0,1,left,MISS D. Washington Jr. 6' driving Layup - blocked,"[1630613, 1627761]",1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,6.35,Missed,,,,,,,,,,,,,,,,,Bembry,1627761.0,
388,PT07M25.00S,2022-01-06T02:03:37.6Z,3,REGULAR,block,,[],1627761,,,1610612754,81,67,2022-01-06T02:03:40Z,3850000,,,0,,D. Bembry BLOCK (1 BLK),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M23.00S,2022-01-06T02:03:39.6Z,3,REGULAR,rebound,defensive,[],1627761,,,1610612751,81,67,2022-01-06T02:03:42Z,3860000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,387.0,,,,,,,,2.0,2.0,0.0,,,,,,,,
390,PT07M18.00S,2022-01-06T02:03:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627761,91.80354796320631,55.14705882352941,1610612751,81,69,2022-01-06T02:03:50Z,3870000,26.0,25.0,1,right,D. Bembry running Layup (4 PTS) (J. Harden 4 AST),"[1627761, 201935]",1610612751.0,BKN,running,,,Bembry,D. Bembry,,,,,3.55,Made,,4.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
392,PT07M18.00S,2022-01-06T02:03:53.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,81,69,2022-01-06T02:03:53Z,3890000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M18.00S,2022-01-06T02:05:55.6Z,3,REGULAR,substitution,out,[],203200,,,1610612754,81,69,2022-01-06T02:06:31Z,3900000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M18.00S,2022-01-06T02:05:55.6Z,3,REGULAR,substitution,out,[],202681,,,1610612754,81,69,2022-01-06T02:06:31Z,3910000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M18.00S,2022-01-06T02:05:55.6Z,3,REGULAR,substitution,in,[],202362,,,1610612754,81,69,2022-01-06T02:06:31Z,3920000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M18.00S,2022-01-06T02:05:55.6Z,3,REGULAR,substitution,in,[],201988,,,1610612754,81,69,2022-01-06T02:06:31Z,3930000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M57.00S,2022-01-06T02:07:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,11.908672798948752,51.225490196078425,1610612754,81,69,2022-01-06T02:07:17Z,3940000,-6.0,59.0,1,left,MISS M. Turner turnaround Shot,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,5.97,Missed,,,,,,,,,,,,,,,,,,,
398,PT06M56.00S,2022-01-06T02:07:11.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,81,69,2022-01-06T02:07:17Z,3950000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,397.0,,,,,,,,,,,,,,,,,,
399,PT06M56.00S,2022-01-06T02:07:22.1Z,3,REGULAR,foul,personal,[],1629651,,,1610612754,81,69,2022-01-06T02:07:28Z,3960000,,,0,,N. Claxton loose ball personal FOUL (4 PF),"[1629651, 1627734]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Sabonis,1627734.0,,,
401,PT06M52.00S,2022-01-06T02:07:38.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202362,24.26084099868594,87.74509803921569,1610612754,81,69,2022-01-06T02:07:42Z,3980000,-189.0,176.0,1,left,MISS L. Stephenson 25' pullup 3PT,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
402,PT06M48.00S,2022-01-06T02:07:42.3Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,81,69,2022-01-06T02:07:42Z,3990000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,401.0,,,,,,,,1.0,1.0,0.0,,,,,,,,
403,PT06M38.00S,2022-01-06T02:07:52.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,93.51182654402102,49.754901960784316,1610612751,81,71,2022-01-06T02:07:56Z,4000000,-1.0,8.0,1,right,K. Durant driving DUNK (22 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,0.86,Made,,22.0,,,,,,,,,,,,,,,,,
404,PT06M23.00S,2022-01-06T02:08:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,5.995400788436268,45.09803921568628,1610612754,83,71,2022-01-06T02:08:11Z,4010000,25.0,4.0,1,left,D. Washington Jr. driving reverse Layup (5 PTS),[1630613],1610612754.0,IND,driving reverse,,,Washington Jr.,D. Washington Jr.,,,,,2.48,Made,,5.0,,,,,,,,,,,,,,,,,
405,PT06M06.00S,2022-01-06T02:08:23.5Z,3,REGULAR,3pt,Jump Shot,[],201142,67.09921156373193,53.18627450980392,1610612751,83,71,2022-01-06T02:08:27Z,4020000,16.0,257.0,1,right,MISS K. Durant 25' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
406,PT06M04.00S,2022-01-06T02:08:25.5Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,83,71,2022-01-06T02:08:27Z,4030000,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,405.0,,,,,,,,4.0,4.0,0.0,,,,,,,,
407,PT05M54.00S,2022-01-06T02:08:38.9Z,3,REGULAR,violation,kicked ball,[],1629651,,,1610612754,83,71,2022-01-06T02:08:42Z,4040000,,,0,,N. Claxton kicked ball VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,204059.0,,,,,,,
408,PT05M54.00S,2022-01-06T02:08:41.3Z,3,REGULAR,substitution,out,[],1629651,,,1610612754,83,71,2022-01-06T02:08:45Z,4050000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M54.00S,2022-01-06T02:08:41.3Z,3,REGULAR,substitution,in,[],200746,,,1610612754,83,71,2022-01-06T02:08:45Z,4060000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M47.00S,2022-01-06T02:09:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202362,7.835085413929041,46.07843137254902,1610612754,85,71,2022-01-06T02:09:10Z,4070000,20.0,21.0,1,left,L. Stephenson driving finger roll Layup (26 PTS),[202362],1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,2.88,Made,,26.0,,,,,,,,,,,,,,,,,
411,PT05M29.00S,2022-01-06T02:09:29.7Z,3,REGULAR,foul,technical,['1freethrow'],201142,,,1610612751,85,71,2022-01-06T02:09:40Z,4080000,,,0,,K. Durant technical FOUL (1 Tech),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,202058.0,3.0,1.0,,,,,
412,PT05M29.00S,2022-01-06T02:09:55.1Z,3,REGULAR,freethrow,1 of 1,[],1626208,,,1610612751,86,71,2022-01-06T02:09:55Z,4090000,,,0,,K. Sykes technical Free Throw 1 of 1 (13 PTS),[1626208],1610612754.0,IND,technical,,,Sykes,K. Sykes,,,,,,Made,,13.0,,,,,,,,,,,,,,,,,
413,PT05M22.00S,2022-01-06T02:10:23.1Z,3,REGULAR,3pt,Jump Shot,[],201988,94.1688567674113,95.58823529411765,1610612751,86,71,2022-01-06T02:10:27Z,4100000,228.0,2.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
414,PT05M19.00S,2022-01-06T02:10:26.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,86,71,2022-01-06T02:10:27Z,4110000,,,0,,D. Sabonis REBOUND (Off:1 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,413.0,,,,,,,,11.0,10.0,1.0,,,,,,,,
415,PT05M09.00S,2022-01-06T02:10:35.8Z,3,REGULAR,turnover,lost ball,[],202362,,,1610612754,86,71,2022-01-06T02:10:38Z,4120000,,,0,,L. Stephenson lost ball TURNOVER (2 TO),"[202362, 1627761]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,2.0,Bembry,1627761.0,,,,,,,,,,,
416,PT05M09.00S,2022-01-06T02:10:35.8Z,3,REGULAR,steal,,[],1627761,,,1610612751,86,71,2022-01-06T02:10:37Z,4130000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M06.00S,2022-01-06T02:10:44.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201935,85.49605781865965,46.32352941176471,1610612751,86,73,2022-01-06T02:10:50Z,4140000,-18.0,84.0,1,right,J. Harden 8' running Layup (13 PTS),[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,8.58,Made,,13.0,,,,,,,,,,,,,,,,,
418,PT05M06.00S,2022-01-06T02:10:48.0Z,3,REGULAR,foul,personal,['1freethrow'],1626208,,,1610612751,86,73,2022-01-06T02:10:54Z,4150000,,,0,,K. Sykes shooting personal FOUL (3 PF) (Harden 1 FT),"[1626208, 201935]",1610612754.0,IND,shooting,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Harden,201935.0,,,
420,PT05M06.00S,2022-01-06T02:11:14.1Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201935,,,1610612751,86,74,2022-01-06T02:11:14Z,4170000,,,0,,J. Harden Free Throw 1 of 1 (14 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,14.0,,,,,,,,,,,,,,,,,
421,PT04M53.00S,2022-01-06T02:11:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,9.806176084099869,49.754901960784316,1610612754,88,74,2022-01-06T02:11:32Z,4180000,1.0,40.0,1,left,M. Turner driving Layup (12 PTS) (K. Sykes 3 AST),"[1626167, 1626208]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,3.97,Made,,12.0,K. Sykes,1626208.0,3.0,,,,,,,,,,,,,,
423,PT04M42.00S,2022-01-06T02:11:40.5Z,3,REGULAR,foul,personal,['2freethrow'],202362,,,1610612751,88,74,2022-01-06T02:11:56Z,4200000,,,0,,L. Stephenson shooting personal FOUL (1 PF) (Harden 2 FT),"[202362, 201935]",1610612754.0,IND,shooting,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,203800.0,1.0,0.0,Harden,201935.0,,,
425,PT04M42.00S,2022-01-06T02:12:15.5Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,88,75,2022-01-06T02:12:15Z,4220000,,,0,,J. Harden Free Throw 1 of 2 (15 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,15.0,,,,,,,,,,,,,,,,,
426,PT04M42.00S,2022-01-06T02:12:34.2Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,88,76,2022-01-06T02:12:34Z,4230000,,,0,,J. Harden Free Throw 2 of 2 (16 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,16.0,,,,,,,,,,,,,,,,,
427,PT04M38.00S,2022-01-06T02:12:45.2Z,3,REGULAR,foul,technical,['1freethrow'],1627761,,,1610612754,88,76,2022-01-06T02:12:57Z,4240000,,,0,,D. Bembry technical FOUL (1 Tech),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,202058.0,0.0,1.0,,,,,
428,PT04M38.00S,2022-01-06T02:13:07.3Z,3,REGULAR,freethrow,1 of 1,[],1626208,,,1610612754,89,76,2022-01-06T02:13:07Z,4250000,,,0,,K. Sykes technical Free Throw 1 of 1 (14 PTS),[1626208],1610612754.0,IND,technical,,,Sykes,K. Sykes,,,,,,Made,,14.0,,,,,,,,,,,,,,,,,
429,PT04M22.00S,2022-01-06T02:13:36.1Z,3,REGULAR,2pt,Jump Shot,[],202362,26.49474375821288,72.05882352941177,1610612754,91,76,2022-01-06T02:13:41Z,4260000,-110.0,197.0,1,left,L. Stephenson 22' pullup Jump Shot (28 PTS) (D. Washington Jr. 3 AST),"[202362, 1630613]",1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,22.54,Made,,28.0,D. Washington Jr.,1630613.0,3.0,,,,,,,,,,,,,,
431,PT04M10.00S,2022-01-06T02:13:46.8Z,3,REGULAR,2pt,Jump Shot,[],201142,86.41590013140605,69.6078431372549,1610612751,91,78,2022-01-06T02:13:51Z,4280000,98.0,75.0,1,right,K. Durant 12' pullup Jump Shot (24 PTS) (J. Harden 5 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,12.35,Made,,24.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
432,PT04M02.00S,2022-01-06T02:13:55.2Z,3,REGULAR,2pt,Jump Shot,[],1626208,14.273981603153747,12.009803921568627,1610612754,93,78,2022-01-06T02:13:59Z,4290000,190.0,82.0,1,left,K. Sykes 20' pullup Jump Shot (16 PTS),[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,20.68,Made,,16.0,,,,,,,,,,,,,,,,,
433,PT03M43.00S,2022-01-06T02:14:13.7Z,3,REGULAR,3pt,Jump Shot,[],201142,69.59592641261499,68.13725490196079,1610612751,93,81,2022-01-06T02:14:17Z,4300000,91.0,233.0,1,right,K. Durant 25' 3PT pullup (27 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.03,Made,,27.0,,,,,,,,,,,,,,,,,
434,PT03M23.00S,2022-01-06T02:14:34.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626208,6.258212877792378,55.63725490196079,1610612754,95,81,2022-01-06T02:14:41Z,4310000,-28.0,6.0,1,left,K. Sykes reverse Layup (18 PTS) (D. Sabonis 8 AST),"[1626208, 1627734]",1610612754.0,IND,reverse,,,Sykes,K. Sykes,,,,,2.89,Made,,18.0,D. Sabonis,1627734.0,8.0,,,,,,,,,,,,,,
437,PT03M11.00S,2022-01-06T02:14:46.4Z,3,REGULAR,3pt,Jump Shot,[],201935,74.19513797634691,14.950980392156863,1610612751,95,81,2022-01-06T02:14:51Z,4340000,-175.0,190.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
438,PT03M08.00S,2022-01-06T02:14:49.4Z,3,REGULAR,rebound,defensive,[],1626208,,,1610612754,95,81,2022-01-06T02:14:51Z,4350000,,,0,,K. Sykes REBOUND (Off:0 Def:3),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,437.0,,,,,,,,3.0,3.0,0.0,,,,,,,,
439,PT03M04.00S,2022-01-06T02:14:54.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,7.966491458607096,3.9215686274509802,1610612754,98,81,2022-01-06T02:15:00Z,4360000,230.0,22.0,1,left,D. Washington Jr. 3PT running (8 PTS) (D. Sabonis 9 AST),"[1630613, 1627734]",1610612754.0,IND,running,,,Washington Jr.,D. Washington Jr.,,,,,23.15,Made,,8.0,D. Sabonis,1627734.0,9.0,,,,,,,,,,,,,,
441,PT03M01.00S,2022-01-06T02:15:02.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,98,81,2022-01-06T02:15:02Z,4380000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M01.00S,2022-01-06T02:16:59.8Z,3,REGULAR,substitution,out,[],1626208,,,1610612751,98,81,2022-01-06T02:17:33Z,4390000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M01.00S,2022-01-06T02:16:59.8Z,3,REGULAR,substitution,out,[],201935,,,1610612751,98,81,2022-01-06T02:17:33Z,4400000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M01.00S,2022-01-06T02:16:59.8Z,3,REGULAR,substitution,in,[],203200,,,1610612751,98,81,2022-01-06T02:17:33Z,4410000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M01.00S,2022-01-06T02:16:59.8Z,3,REGULAR,substitution,in,[],202681,,,1610612751,98,81,2022-01-06T02:17:33Z,4420000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M50.00S,2022-01-06T02:18:06.7Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,98,81,2022-01-06T02:18:12Z,4430000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (3 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,,,,,,,,3.0,,,,,,204059.0,,,,,,,
448,PT02M41.00S,2022-01-06T02:18:36.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202362,11.12023653088042,27.450980392156865,1610612754,98,81,2022-01-06T02:18:42Z,4440000,113.0,52.0,1,left,MISS L. Stephenson 12' driving floating bank Shot,[202362],1610612754.0,IND,driving floating bank,,,Stephenson,L. Stephenson,,,,,12.41,Missed,,,,,,,,,,,,,,,,,,,
449,PT02M37.00S,2022-01-06T02:18:40.6Z,3,REGULAR,rebound,defensive,[],1627761,,,1610612751,98,81,2022-01-06T02:18:42Z,4450000,,,0,,D. Bembry REBOUND (Off:0 Def:3),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,448.0,,,,,,,,3.0,3.0,0.0,,,,,,,,
450,PT02M28.00S,2022-01-06T02:18:48.8Z,3,REGULAR,3pt,Jump Shot,[],201988,72.7496714848883,14.215686274509803,1610612751,98,84,2022-01-06T02:18:53Z,4460000,-179.0,204.0,1,right,P. Mills 27' 3PT  (3 PTS) (D. Bembry 1 AST),"[201988, 1627761]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,27.11,Made,,3.0,D. Bembry,1627761.0,1.0,,,,,,,,,,,,,,
452,PT02M01.00S,2022-01-06T02:19:15.2Z,3,REGULAR,2pt,Jump Shot,[],1630613,11.908672798948752,69.11764705882352,1610612754,98,84,2022-01-06T02:19:21Z,4480000,-96.0,59.0,1,left,MISS D. Washington Jr. 11' driving floating Shot,[1630613],1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,,
453,PT01M59.00S,2022-01-06T02:19:18.4Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,98,84,2022-01-06T02:19:18Z,4490000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,452.0,,,,,,,,2.0,2.0,0.0,,,,,,,,
454,PT01M53.00S,2022-01-06T02:19:24.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],201142,85.49605781865965,30.88235294117647,1610612751,98,86,2022-01-06T02:19:38Z,4500000,-96.0,84.0,1,right,K. Durant 12' running Jump Shot (29 PTS) (P. Mills 4 AST),"[201142, 201988]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,12.71,Made,,29.0,P. Mills,201988.0,4.0,,,,,,,,,,,,,,
