actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
450,PT00M27.80S,2021-12-22T02:42:34.7Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612757,79,76,2021-12-22T02:42:34Z,4460000,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,449.0,3.0,3.0,0.0,,,,,,,,,,
451,PT00M14.40S,2021-12-22T02:42:49.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,93.64323258869908,44.85294117647059,1610612757,79,78,2021-12-22T02:42:58Z,4470000,-26.0,7.0,1,right,D. Lillard driving floating Jump Shot (29 PTS),[203081],1610612757.0,POR,driving floating,,,Lillard,D. Lillard,,,,,,,,,,Made,29.0,,,,,2.67,,,,,,,,,
452,PT00M00.60S,2021-12-22T02:43:05.8Z,3,REGULAR,2pt,Jump Shot,[],1629638,22.683968462549277,64.2156862745098,1610612740,81,78,2021-12-22T02:44:46Z,4480000,-71.0,161.0,1,left,N. Alexander-Walker 17' turnaround Jump Shot (9 PTS),[1629638],1610612740.0,NOP,turnaround,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,9.0,,,,,17.57,,,,,,,,,
453,PT00M00.00S,2021-12-22T02:43:17.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612757,81,78,2021-12-22T02:43:46Z,4490000,,,0,,,[],,,support,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
454,PT00M00.00S,2021-12-22T02:43:50.3Z,3,REGULAR,period,end,[],0,,,1610612757,81,78,2021-12-22T02:43:50Z,4500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,out,['startperiod'],1626195,,,1610612757,81,78,2021-12-22T02:45:44Z,4510000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,out,['startperiod'],1630530,,,1610612757,81,78,2021-12-22T02:45:44Z,4520000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,out,['startperiod'],203107,,,1610612757,81,78,2021-12-22T02:45:44Z,4530000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,out,['startperiod'],203081,,,1610612757,81,78,2021-12-22T02:45:44Z,4540000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,out,['startperiod'],1626204,,,1610612757,81,78,2021-12-22T02:45:44Z,4550000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,in,['startperiod'],202066,,,1610612757,81,78,2021-12-22T02:45:44Z,4560000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612757,81,78,2021-12-22T02:45:44Z,4570000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612757,81,78,2021-12-22T02:45:44Z,4580000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,81,78,2021-12-22T02:45:44Z,4590000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-12-22T02:45:24.3Z,4,REGULAR,substitution,in,['startperiod'],203463,,,1610612757,81,78,2021-12-22T02:45:44Z,4600000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-12-22T02:45:47.2Z,4,REGULAR,period,start,[],0,,,1610612757,81,78,2021-12-22T02:45:47Z,4610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M42.00S,2021-12-22T02:46:03.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203994,90.3580814717477,49.50980392156863,1610612757,81,78,2021-12-22T02:47:25Z,4620000,-2.0,38.0,1,right,MISS J. Nurkic turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,,,,,,Missed,,,,,,3.82,,,,,,,,,
467,PT11M41.00S,2021-12-22T02:46:04.5Z,4,REGULAR,rebound,offensive,[],203496,,,1610612757,81,78,2021-12-22T02:47:25Z,4630000,,,0,,R. Covington REBOUND (Off:3 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,466.0,5.0,2.0,3.0,,,,,,,,,,
468,PT11M40.00S,2021-12-22T02:46:06.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203496,93.51182654402102,47.794117647058826,1610612757,81,80,2021-12-22T02:46:33Z,4640000,-11.0,8.0,1,right,R. Covington reverse Layup (4 PTS),[203496],1610612757.0,POR,reverse,,,Covington,R. Covington,,,,,,,,,,Made,4.0,,,,,1.39,,,,,,,,,
469,PT11M31.00S,2021-12-22T02:46:25.4Z,4,REGULAR,foul,personal,[],203994,,,1610612740,81,80,2021-12-22T02:46:34Z,4650000,,,0,,J. Nurkic personal FOUL (4 PF),"[203994, 202685]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1179.0,4.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
471,PT11M25.00S,2021-12-22T02:46:42.2Z,4,REGULAR,3pt,Jump Shot,[],1628984,24.129434954007884,85.04901960784314,1610612740,81,80,2021-12-22T02:46:58Z,4670000,-175.0,174.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,Missed,,,,,,24.71,,,,,,,,,
472,PT11M22.00S,2021-12-22T02:46:45.2Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,81,80,2021-12-22T02:46:58Z,4680000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,471.0,4.0,4.0,0.0,,,,,,,,,,
473,PT11M01.00S,2021-12-22T02:47:06.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612757,81,80,2021-12-22T02:47:21Z,4690000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,,
474,PT10M49.00S,2021-12-22T02:47:31.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,3.630091984231275,94.6078431372549,1610612740,84,80,2021-12-22T02:47:35Z,4700000,-223.0,-18.0,1,left,N. Alexander-Walker 3PT  (12 PTS) (G. Temple 1 AST),"[1629638, 202066]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,12.0,,,,,22.38,,,,,,G. Temple,202066.0,1.0,
476,PT10M23.00S,2021-12-22T02:47:57.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,93.24901445466492,40.931372549019606,1610612757,84,80,2021-12-22T02:49:18Z,4720000,-45.0,11.0,1,right,MISS N. Powell driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,4.66,,,,,,,,,
477,PT10M21.00S,2021-12-22T02:47:59.2Z,4,REGULAR,rebound,defensive,[],202066,,,1610612740,84,80,2021-12-22T02:48:03Z,4730000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,476.0,2.0,2.0,0.0,,,,,,,,,,
478,PT10M17.00S,2021-12-22T02:48:03.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202066,33.065045992115635,38.23529411764706,1610612740,84,80,2021-12-22T02:48:11Z,4740000,59.0,258.0,1,left,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,Missed,,,,,,26.49,,,,,,,,,
479,PT10M12.00S,2021-12-22T02:48:08.9Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,84,80,2021-12-22T02:48:11Z,4750000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,478.0,5.0,5.0,0.0,,,,,,,,,,
480,PT10M05.00S,2021-12-22T02:48:16.5Z,4,REGULAR,3pt,Jump Shot,[],203463,95.74572930354796,95.83333333333334,1610612757,84,80,2021-12-22T02:48:20Z,4760000,229.0,-13.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Missed,,,,,,22.95,,,,,,,,,
481,PT10M02.00S,2021-12-22T02:48:19.5Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,84,80,2021-12-22T02:48:20Z,4770000,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,480.0,2.0,1.0,1.0,,,,,,,,,,
482,PT09M50.00S,2021-12-22T02:48:31.4Z,4,REGULAR,3pt,Jump Shot,[],1629638,30.831143232588698,23.284313725490197,1610612740,87,80,2021-12-22T02:48:36Z,4780000,134.0,237.0,1,left,N. Alexander-Walker 27' 3PT  (15 PTS) (J. Valanciunas 1 AST),"[1629638, 202685]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,15.0,,,,,27.23,,,,,,J. Valanciunas,202685.0,1.0,
484,PT09M47.00S,2021-12-22T02:48:38.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,87,80,2021-12-22T02:48:38Z,4800000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT09M47.00S,2021-12-22T02:50:53.3Z,4,REGULAR,substitution,out,[],1626181,,,1610612757,87,80,2021-12-22T02:51:25Z,4810000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT09M47.00S,2021-12-22T02:50:53.3Z,4,REGULAR,substitution,in,[],203081,,,1610612757,87,80,2021-12-22T02:51:25Z,4820000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M21.00S,2021-12-22T02:51:55.5Z,4,REGULAR,turnover,lost ball,[],203994,,,1610612757,87,80,2021-12-22T02:57:58Z,4855000,,,0,,J. Nurkic lost ball TURNOVER (3 TO),"[203994, 1628404]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,3.0,Hart,1628404.0,,,,,,
531,PT09M21.00S,2021-12-22T02:51:55.5Z,4,REGULAR,steal,,[],1628404,,,1610612740,87,80,2021-12-22T02:57:58Z,4857500,,,0,,J. Hart STEAL (3 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT09M16.00S,2021-12-22T02:51:57.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629638,6.258212877792378,47.05882352941176,1610612740,89,80,2021-12-22T02:57:58Z,4860000,15.0,6.0,1,left,N. Alexander-Walker running reverse Layup (17 PTS) (J. Hart 4 AST),"[1629638, 1628404]",1610612740.0,NOP,running reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,17.0,,,,,1.6,,,,,,J. Hart,1628404.0,4.0,
492,PT09M06.00S,2021-12-22T02:52:07.7Z,4,REGULAR,3pt,Jump Shot,[],203081,71.43561103810775,85.04901960784314,1610612757,89,83,2021-12-22T02:57:35Z,4880000,175.0,216.0,1,right,D. Lillard 27' 3PT pullup (32 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,,,,Made,32.0,,,,,27.81,,,,,,,,,
493,PT08M46.00S,2021-12-22T02:52:27.5Z,4,REGULAR,3pt,Jump Shot,[],1629638,30.962549277266753,27.696078431372552,1610612740,92,83,2021-12-22T02:52:32Z,4890000,112.0,239.0,1,left,N. Alexander-Walker 26' 3PT  (20 PTS) (D. Graham 5 AST),"[1629638, 1628984]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,20.0,,,,,26.33,,,,,,D. Graham,1628984.0,5.0,
495,PT08M25.00S,2021-12-22T02:52:48.8Z,4,REGULAR,3pt,Jump Shot,[],203496,67.49342969776609,42.8921568627451,1610612757,92,83,2021-12-22T02:53:03Z,4910000,-36.0,253.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,Missed,,,,,,25.56,,,,,,,,,
496,PT08M21.00S,2021-12-22T02:52:52.8Z,4,REGULAR,rebound,offensive,[],203463,,,1610612757,92,83,2021-12-22T02:53:03Z,4920000,,,0,,B. McLemore REBOUND (Off:1 Def:0),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,495.0,1.0,0.0,1.0,,,,,,,,,,
497,PT08M21.00S,2021-12-22T02:53:03.5Z,4,REGULAR,foul,personal,[],1628404,,,1610612757,92,83,2021-12-22T02:53:27Z,4930000,,,0,,J. Hart personal FOUL (3 PF),"[1628404, 203994]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1627519.0,3.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,,
499,PT08M21.00S,2021-12-22T02:53:33.4Z,4,REGULAR,substitution,out,[],1628984,,,1610612757,92,83,2021-12-22T02:53:39Z,4950000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M21.00S,2021-12-22T02:53:33.4Z,4,REGULAR,substitution,in,[],1630529,,,1610612757,92,83,2021-12-22T02:53:39Z,4960000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT08M21.00S,2021-12-22T02:53:46.4Z,4,REGULAR,substitution,out,[],1629014,,,1610612757,92,83,2021-12-22T02:53:50Z,4970000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT08M21.00S,2021-12-22T02:53:46.4Z,4,REGULAR,substitution,in,[],1626181,,,1610612757,92,83,2021-12-22T02:53:50Z,4980000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M11.00S,2021-12-22T02:54:06.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203496,93.77463863337714,2.941176470588235,1610612757,92,86,2021-12-22T02:54:12Z,4990000,-235.0,6.0,1,right,R. Covington 3PT  (7 PTS) (D. Lillard 6 AST),"[203496, 203081]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,Made,7.0,,,,,23.54,,,,,,D. Lillard,203081.0,6.0,
505,PT07M46.00S,2021-12-22T02:54:33.0Z,4,REGULAR,2pt,Jump Shot,[],1629638,16.90210249671485,32.1078431372549,1610612740,92,86,2021-12-22T03:00:12Z,5010000,89.0,106.0,1,left,MISS N. Alexander-Walker 13' Jump Shot,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Missed,,,,,,13.9,,,,,,,,,
506,PT07M45.00S,2021-12-22T02:54:34.0Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,92,86,2021-12-22T03:00:12Z,5020000,,,0,,J. Valanciunas REBOUND (Off:2 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,505.0,12.0,10.0,2.0,,,,,,,,,,
507,PT07M43.00S,2021-12-22T02:54:36.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,6.521024967148489,45.09803921568628,1610612740,92,86,2021-12-22T03:00:56Z,5030000,25.0,9.0,1,left,MISS J. Valanciunas putback Layup,[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,,,,,,Missed,,,,,,2.6,,,,,,,,,
508,PT07M42.00S,2021-12-22T02:54:37.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612757,92,86,2021-12-22T03:00:31Z,5040000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,
509,PT07M42.00S,2021-12-22T02:54:41.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,92,86,2021-12-22T02:54:41Z,5050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT07M27.00S,2021-12-22T02:55:00.7Z,4,REGULAR,2pt,Jump Shot,[],203081,77.61169513797634,38.72549019607843,1610612757,92,88,2021-12-22T02:55:04Z,5060000,-56.0,158.0,1,right,D. Lillard 16' Jump Shot (34 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,34.0,,,,,16.78,,,,,,,,,
512,PT07M10.00S,2021-12-22T02:55:21.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202066,6.258212877792378,43.38235294117647,1610612740,92,88,2021-12-22T02:55:32Z,5080000,33.0,6.0,1,left,MISS G. Temple Layup - blocked,"[202066, 1626181]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,Missed,,,,,,3.37,,,,Powell,1626181.0,,,,
513,PT07M10.00S,2021-12-22T02:55:21.8Z,4,REGULAR,block,,[],1626181,,,1610612740,92,88,2021-12-22T02:55:25Z,5090000,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M10.00S,2021-12-22T02:55:21.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,92,88,2021-12-22T02:55:32Z,5100000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,
515,PT07M10.00S,2021-12-22T02:55:28.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,92,88,2021-12-22T02:55:28Z,5110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT07M10.00S,2021-12-22T02:55:29.5Z,4,REGULAR,substitution,out,[],202066,,,1610612740,92,88,2021-12-22T02:55:31Z,5120000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT07M10.00S,2021-12-22T02:55:29.5Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,92,88,2021-12-22T02:55:31Z,5130000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT07M06.00S,2021-12-22T02:55:48.5Z,4,REGULAR,foul,personal,['2freethrow'],203994,,,1610612740,92,88,2021-12-22T02:55:59Z,5140000,,,0,,J. Nurkic shooting personal FOUL (5 PF) (Ingram 2 FT),"[203994, 1627742]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,1627519.0,5.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
520,PT07M06.00S,2021-12-22T02:56:15.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612740,92,88,2021-12-22T02:56:44Z,5160000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,,,,,,,,,,
521,PT07M06.00S,2021-12-22T02:56:15.7Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,92,88,2021-12-22T02:56:44Z,5170000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,
522,PT07M06.00S,2021-12-22T02:56:20.0Z,4,REGULAR,substitution,out,[],203994,,,1610612740,92,88,2021-12-22T02:56:26Z,5180000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M06.00S,2021-12-22T02:56:20.0Z,4,REGULAR,substitution,in,[],1626204,,,1610612740,92,88,2021-12-22T02:56:26Z,5190000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M06.00S,2021-12-22T02:56:15.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612740,92,88,2021-12-22T02:56:44Z,5200000,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,,,,,,,,,,
525,PT07M03.00S,2021-12-22T02:56:18.7Z,4,REGULAR,rebound,defensive,[],1626181,,,1610612757,92,88,2021-12-22T02:56:44Z,5210000,,,0,,N. Powell REBOUND (Off:0 Def:4),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,524.0,4.0,4.0,0.0,,,,,,,,,,
526,PT06M51.00S,2021-12-22T02:56:53.4Z,4,REGULAR,3pt,Jump Shot,[],203081,72.61826544021025,19.607843137254903,1610612757,92,91,2021-12-22T02:56:57Z,5220000,-152.0,205.0,1,right,D. Lillard 25' 3PT  (37 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,37.0,,,,,25.51,,,,,,,,,
527,PT06M32.00S,2021-12-22T02:57:16.6Z,4,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,92,91,2021-12-22T02:57:27Z,5230000,,,0,,J. Valanciunas lost ball out-of-bounds TURNOVER (2 TO),[202685],1610612740.0,NOP,lost ball,,,Valanciunas,J. Valanciunas,,,,,1179.0,,,,,,,,,,,,2.0,,,,,,,,
528,PT06M24.00S,2021-12-22T02:57:37.4Z,4,REGULAR,foul,personal,[],202685,,,1610612757,92,91,2021-12-22T02:57:40Z,5240000,,,0,,J. Valanciunas personal FOUL (4 PF),"[202685, 203496]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1627519.0,4.0,0.0,Covington,203496.0,,,,,,,,,,,,,,,,
532,PT06M13.00S,2021-12-22T02:58:07.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,92,91,2021-12-22T02:58:07Z,5260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT06M09.00S,2021-12-22T02:58:20.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203081,91.40932982917214,12.990196078431374,1610612757,92,91,2021-12-22T03:03:43Z,5270000,-185.0,28.0,1,right,MISS D. Lillard 18' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,18.72,,,,,,,,,
534,PT06M08.00S,2021-12-22T02:58:21.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,92,91,2021-12-22T02:58:28Z,5280000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,533.0,,,,,,,,,,,,,
535,PT06M08.00S,2021-12-22T02:58:29.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,92,91,2021-12-22T02:58:29Z,5290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT05M59.00S,2021-12-22T02:58:48.5Z,4,REGULAR,2pt,Jump Shot,[],1627742,14.799605781865965,13.480392156862745,1610612740,94,91,2021-12-22T02:59:10Z,5300000,183.0,87.0,1,left,B. Ingram 20' Jump Shot (26 PTS) (N. Alexander-Walker 3 AST),"[1627742, 1629638]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Made,26.0,,,,,20.21,,,,,,N. Alexander-Walker,1629638.0,3.0,
538,PT05M38.00S,2021-12-22T02:59:12.7Z,4,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612757,94,91,2021-12-22T02:59:19Z,5320000,,,0,,N. Powell bad pass out-of-bounds TURNOVER (2 TO),[1626181],1610612757.0,POR,bad pass,,,Powell,N. Powell,,,,,201246.0,,,,,,,,,,,,2.0,,,,,,,,
539,PT05M25.00S,2021-12-22T02:59:35.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,6.1268068331143235,5.392156862745098,1610612740,97,91,2021-12-22T02:59:39Z,5330000,223.0,5.0,1,left,N. Alexander-Walker 3PT  (23 PTS) (B. Ingram 8 AST),"[1629638, 1627742]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,23.0,,,,,22.31,,,,,,B. Ingram,1627742.0,8.0,
541,PT05M08.00S,2021-12-22T02:59:53.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,97,91,2021-12-22T02:59:53Z,5350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT05M01.00S,2021-12-22T03:00:26.2Z,4,REGULAR,foul,personal,[],1628404,,,1610612757,97,91,2021-12-22T03:00:39Z,5360000,,,0,,J. Hart personal FOUL (4 PF),"[1628404, 1626181]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1627519.0,4.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
544,PT04M49.00S,2021-12-22T03:00:52.3Z,4,REGULAR,3pt,Jump Shot,[],203463,75.1149802890933,87.25490196078431,1610612757,97,91,2021-12-22T03:00:57Z,5380000,186.0,181.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Missed,,,,,,26.0,,,,,,,,,
