actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
535,PT06M18.00S,2021-11-20T02:52:56.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,79,76,2021-11-20T02:52:56Z,5220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT06M14.00S,2021-11-20T02:53:08.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,93.24901445466492,50.98039215686274,1610612740,81,76,2021-11-20T02:53:14Z,5230000,5.0,11.0,1,right,B. Ingram cutting DUNK (16 PTS) (K. Lewis Jr. 3 AST),"[1627742, 1630184]",1610612740.0,NOP,cutting,,,Ingram,B. Ingram,,,,,1.2,Made,16.0,,,,,,,,K. Lewis Jr.,1630184.0,3.0,,,,,,,
538,PT05M54.00S,2021-11-20T02:53:28.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,13.222733245729303,51.470588235294116,1610612746,81,78,2021-11-20T02:53:34Z,5250000,-7.0,72.0,1,left,T. Mann 7' Jump Shot (11 PTS) (P. George 6 AST),"[1629611, 202331]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,7.22,Made,11.0,,,,,,,,P. George,202331.0,6.0,,,,,,,
540,PT05M39.00S,2021-11-20T02:53:43.8Z,4,REGULAR,3pt,Jump Shot,[],202685,67.49342969776609,57.84313725490197,1610612740,84,78,2021-11-20T02:53:50Z,5270000,39.0,253.0,1,right,J. Valanciunas 25' 3PT  (24 PTS) (K. Lewis Jr. 4 AST),"[202685, 1630184]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.61,Made,24.0,,,,,,,,K. Lewis Jr.,1630184.0,4.0,,,,,,,
542,PT05M21.00S,2021-11-20T02:54:01.5Z,4,REGULAR,turnover,lost ball,[],1629611,,,1610612746,84,78,2021-11-20T02:54:05Z,5290000,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1630184]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,1.0,Lewis Jr.,1630184.0,,,,,,,,,,
543,PT05M21.00S,2021-11-20T02:54:01.5Z,4,REGULAR,steal,,[],1630184,,,1610612740,84,78,2021-11-20T02:54:03Z,5300000,,,0,,K. Lewis Jr. STEAL (3 STL),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
544,PT05M07.00S,2021-11-20T02:54:15.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,88.38699080157687,48.03921568627451,1610612740,84,78,2021-11-20T02:54:20Z,5310000,-10.0,57.0,1,right,MISS B. Ingram floating Shot,[1627742],1610612740.0,NOP,floating,,,Ingram,B. Ingram,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,
545,PT05M05.00S,2021-11-20T02:54:17.0Z,4,REGULAR,rebound,offensive,[],1627742,,,1610612740,84,78,2021-11-20T02:54:17Z,5320000,,,0,,B. Ingram REBOUND (Off:1 Def:9),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,544.0,10.0,9.0,1.0,,,,,,,,,,,,,
546,PT05M03.00S,2021-11-20T02:54:19.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630184,68.80749014454665,69.36274509803921,1610612740,87,78,2021-11-20T02:54:23Z,5330000,97.0,241.0,1,right,K. Lewis Jr. 25' 3PT  (16 PTS) (B. Ingram 5 AST),"[1630184, 1627742]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,25.94,Made,16.0,,,,,,,,B. Ingram,1627742.0,5.0,,,,,,,
548,PT04M43.00S,2021-11-20T02:54:39.4Z,4,REGULAR,2pt,Jump Shot,[],202331,16.770696452036795,22.30392156862745,1610612746,87,78,2021-11-20T02:54:45Z,5350000,138.0,105.0,1,left,MISS P. George 17' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,17.39,Missed,,,,,,,,,,,,,,,,,,
549,PT04M40.00S,2021-11-20T02:54:42.4Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,87,78,2021-11-20T02:54:45Z,5360000,,,0,,J. Valanciunas REBOUND (Off:4 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,548.0,11.0,7.0,4.0,,,,,,,,,,,,,
550,PT04M27.00S,2021-11-20T02:54:56.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,89.04402102496715,63.48039215686274,1610612740,87,78,2021-11-20T02:55:06Z,5370000,67.0,50.0,1,right,MISS K. Lewis Jr. 8' driving floating Shot,[1630184],1610612740.0,NOP,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,8.42,Missed,,,,,,,,,,,,,,,,,,
551,PT04M27.00S,2021-11-20T02:54:56.9Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,87,78,2021-11-20T02:55:06Z,5380000,,,0,,J. Valanciunas REBOUND (Off:5 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,550.0,12.0,7.0,5.0,,,,,,,,,,,,,
552,PT04M27.00S,2021-11-20T02:55:01.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,89,78,2021-11-20T02:55:01Z,5390000,0.0,0.0,1,right,J. Valanciunas tip Layup (26 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,26.0,,,,,,,,,,,,,,,,,
553,PT04M27.00S,2021-11-20T02:55:07.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,89,78,2021-11-20T02:55:07Z,5400000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M11.00S,2021-11-20T02:56:51.8Z,4,REGULAR,3pt,Jump Shot,[],202331,29.911300919842315,24.264705882352942,1610612746,89,81,2021-11-20T02:56:57Z,5410000,129.0,229.0,1,left,P. George 26' 3PT pullup (19 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,26.24,Made,19.0,,,,,,,,,,,,,,,,,
555,PT03M55.00S,2021-11-20T02:57:11.6Z,4,REGULAR,foul,personal,[],202331,,,1610612740,89,81,2021-11-20T02:57:20Z,5420000,,,0,,P. George personal FOUL (2 PF),"[202331, 1628404]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Hart,1628404.0,,
557,PT03M45.00S,2021-11-20T02:57:42.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,89,81,2021-11-20T02:57:42Z,5440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT03M43.00S,2021-11-20T02:58:02.7Z,4,REGULAR,2pt,Jump Shot,[],1627742,84.57621550591328,76.7156862745098,1610612740,89,81,2021-11-20T02:58:09Z,5450000,134.0,92.0,1,right,MISS B. Ingram 16' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,16.25,Missed,,,,,,,,,,,,,,,,,,
559,PT03M40.00S,2021-11-20T02:58:05.7Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,89,81,2021-11-20T02:58:09Z,5460000,,,0,,P. George REBOUND (Off:0 Def:7),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,558.0,7.0,7.0,0.0,,,,,,,,,,,,,
560,PT03M35.00S,2021-11-20T02:58:10.9Z,4,REGULAR,3pt,Jump Shot,[],201587,20.18725361366623,6.372549019607843,1610612746,89,81,2021-11-20T02:58:17Z,5470000,218.0,137.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
561,PT03M30.00S,2021-11-20T02:58:15.9Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,89,81,2021-11-20T02:58:17Z,5480000,,,0,,J. Hart REBOUND (Off:1 Def:7),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,560.0,8.0,7.0,1.0,,,,,,,,,,,,,
562,PT03M13.00S,2021-11-20T02:58:33.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.46057818659659,47.794117647058826,1610612740,91,81,2021-11-20T02:58:43Z,5490000,-11.0,18.0,1,right,J. Hart Layup (17 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,2.14,Made,17.0,,,,,,,,,,,,,,,,,
563,PT03M05.00S,2021-11-20T02:58:41.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202331,30.436925098554536,71.81372549019608,1610612746,91,81,2021-11-20T02:58:48Z,5500000,-109.0,234.0,1,left,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
564,PT02M59.00S,2021-11-20T02:58:47.8Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,91,81,2021-11-20T02:58:48Z,5510000,,,0,,J. Hart REBOUND (Off:1 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,563.0,9.0,8.0,1.0,,,,,,,,,,,,,
565,PT02M51.00S,2021-11-20T02:59:00.5Z,4,REGULAR,foul,personal,[],201587,,,1610612740,91,81,2021-11-20T02:59:08Z,5520000,,,0,,N. Batum personal FOUL (2 PF),"[201587, 1627742]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Ingram,1627742.0,,
567,PT02M51.00S,2021-11-20T02:59:06.5Z,4,REGULAR,substitution,out,[],1630184,,,1610612740,91,81,2021-11-20T02:59:10Z,5540000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
568,PT02M51.00S,2021-11-20T02:59:06.5Z,4,REGULAR,substitution,in,[],203107,,,1610612740,91,81,2021-11-20T02:59:10Z,5550000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
569,PT02M48.00S,2021-11-20T02:59:30.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627826,,,1610612740,91,81,2021-11-20T02:59:47Z,5560000,,,0,,I. Zubac shooting personal FOUL (3 PF) (Ingram 2 FT),"[1627826, 1627742]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Ingram,1627742.0,,
571,PT02M48.00S,2021-11-20T02:59:57.2Z,4,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,92,81,2021-11-20T03:00:20Z,5580000,,,0,,B. Ingram Free Throw 1 of 2 (17 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
572,PT02M48.00S,2021-11-20T02:59:57.2Z,4,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,92,81,2021-11-20T03:00:20Z,5590000,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Missed,,,,,,,,,,,,,,,,,,
573,PT02M45.00S,2021-11-20T03:00:00.2Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,92,81,2021-11-20T03:00:20Z,5600000,,,0,,I. Zubac REBOUND (Off:3 Def:8),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,572.0,11.0,8.0,3.0,,,,,,,,,,,,,
574,PT02M34.00S,2021-11-20T03:00:27.4Z,4,REGULAR,3pt,Jump Shot,[],1628379,8.09789750328515,5.147058823529411,1610612746,92,81,2021-11-20T03:00:33Z,5610000,224.0,24.0,1,left,MISS L. Kennard 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,
575,PT02M30.00S,2021-11-20T03:00:31.4Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,92,81,2021-11-20T03:00:33Z,5620000,,,0,,B. Ingram REBOUND (Off:1 Def:10),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,574.0,11.0,10.0,1.0,,,,,,,,,,,,,
576,PT02M18.00S,2021-11-20T03:00:43.2Z,4,REGULAR,turnover,lost ball,[],1627742,,,1610612740,92,81,2021-11-20T03:00:48Z,5630000,,,0,,B. Ingram lost ball TURNOVER (5 TO),"[1627742, 202331]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,5.0,George,202331.0,,,,,,,,,,
577,PT02M18.00S,2021-11-20T03:00:43.2Z,4,REGULAR,steal,,[],202331,,,1610612746,92,81,2021-11-20T03:04:06Z,5640000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
578,PT02M16.00S,2021-11-20T03:00:49.9Z,4,REGULAR,foul,personal,[],1628404,,,1610612746,92,81,2021-11-20T03:01:40Z,5650000,,,0,,J. Hart take personal FOUL (4 PF),"[1628404, 202331]",1610612740.0,NOP,take,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,1627529.0,4.0,0.0,George,202331.0,,
580,PT02M15.00S,2021-11-20T03:01:09.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,92,81,2021-11-20T03:01:09Z,5670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT02M12.00S,2021-11-20T03:01:24.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201587,32.40801576872536,46.32352941176471,1610612746,92,81,2021-11-20T03:01:29Z,5680000,18.0,252.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
582,PT02M09.00S,2021-11-20T03:01:27.5Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,92,81,2021-11-20T03:01:29Z,5690000,,,0,,J. Valanciunas REBOUND (Off:5 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,581.0,13.0,8.0,5.0,,,,,,,,,,,,,
583,PT01M48.00S,2021-11-20T03:01:48.7Z,4,REGULAR,3pt,Jump Shot,[],202685,68.15045992115637,33.57843137254902,1610612740,92,81,2021-11-20T03:01:54Z,5700000,-82.0,247.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
584,PT01M44.00S,2021-11-20T03:01:52.7Z,4,REGULAR,rebound,offensive,[],203107,,,1610612740,92,81,2021-11-20T03:01:54Z,5710000,,,0,,T. Satoransky REBOUND (Off:2 Def:2),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,583.0,4.0,2.0,2.0,,,,,,,,,,,,,
585,PT01M35.00S,2021-11-20T03:02:06.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628404,91.27792378449409,66.42156862745098,1610612740,92,81,2021-11-20T03:05:22Z,5720000,82.0,29.0,1,right,MISS J. Hart 8' Jump Shot,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,8.72,Missed,,,,,,,,,,,,,,,,,,
586,PT01M34.00S,2021-11-20T03:02:07.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612746,92,81,2021-11-20T03:05:32Z,5730000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,,
587,PT01M34.00S,2021-11-20T03:02:12.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,92,81,2021-11-20T03:02:12Z,5740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT01M34.00S,2021-11-20T03:02:16.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,92,81,2021-11-20T03:02:16Z,5750000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,out,[],202331,,,1610612746,92,81,2021-11-20T03:03:41Z,5760000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
590,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,out,[],1629611,,,1610612746,92,81,2021-11-20T03:03:41Z,5770000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
591,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,out,[],201587,,,1610612746,92,81,2021-11-20T03:03:41Z,5780000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
592,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,92,81,2021-11-20T03:03:41Z,5790000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
593,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,in,[],1628392,,,1610612746,92,81,2021-11-20T03:03:41Z,5800000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
594,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,in,[],1629599,,,1610612746,92,81,2021-11-20T03:03:41Z,5810000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,in,[],1630527,,,1610612746,92,81,2021-11-20T03:03:41Z,5820000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
596,PT01M34.00S,2021-11-20T03:03:27.9Z,4,REGULAR,substitution,in,[],1630206,,,1610612746,92,81,2021-11-20T03:03:41Z,5830000,,,0,,SUB in: J. Scrubb,[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,,,,,,,,,,,,,,,,,
597,PT01M28.00S,2021-11-20T03:03:54.0Z,4,REGULAR,3pt,Jump Shot,[],1628379,28.203022339027594,75.49019607843137,1610612746,92,81,2021-11-20T03:04:00Z,5840000,-127.0,213.0,1,left,MISS L. Kennard 24' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,
598,PT01M24.00S,2021-11-20T03:03:58.0Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,92,81,2021-11-20T03:04:00Z,5850000,,,0,,B. Ingram REBOUND (Off:1 Def:11),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,597.0,12.0,11.0,1.0,,,,,,,,,,,,,
599,PT01M13.00S,2021-11-20T03:04:08.8Z,4,REGULAR,turnover,lost ball,[],1627742,,,1610612740,92,81,2021-11-20T03:04:21Z,5860000,,,0,,B. Ingram lost ball TURNOVER (6 TO),"[1627742, 1628392]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,6.0,Hartenstein,1628392.0,,,,,,,,,,
600,PT01M13.00S,2021-11-20T03:04:08.8Z,4,REGULAR,steal,,[],1628392,,,1610612746,92,81,2021-11-20T03:04:12Z,5870000,,,0,,I. Hartenstein STEAL (2 STL),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M57.10S,2021-11-20T03:04:25.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630206,22.28975032851511,67.8921568627451,1610612746,92,81,2021-11-20T03:04:35Z,5880000,-89.0,157.0,1,left,MISS J. Scrubb 18' Jump Shot,[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,18.07,Missed,,,,,,,,,,,,,,,,,,
602,PT00M49.60S,2021-11-20T03:04:33.1Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,92,81,2021-11-20T03:04:35Z,5890000,,,0,,J. Hart REBOUND (Off:1 Def:9),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,601.0,10.0,9.0,1.0,,,,,,,,,,,,,
603,PT00M37.10S,2021-11-20T03:04:47.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.9862023653088,51.9607843137255,1610612740,94,81,2021-11-20T03:04:53Z,5900000,10.0,13.0,1,right,J. Hart driving Layup (19 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,1.66,Made,19.0,,,,,,,,,,,,,,,,,
604,PT00M24.10S,2021-11-20T03:05:08.9Z,4,REGULAR,2pt,Jump Shot,[],1630527,21.107095926412615,22.30392156862745,1610612746,94,81,2021-11-20T03:05:26Z,5910000,138.0,146.0,1,left,MISS B. Boston Jr. 20' Jump Shot,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,20.12,Missed,,,,,,,,,,,,,,,,,,
605,PT00M20.20S,2021-11-20T03:05:12.9Z,4,REGULAR,rebound,defensive,[],203107,,,1610612740,94,81,2021-11-20T03:05:12Z,5920000,,,0,,T. Satoransky REBOUND (Off:2 Def:3),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,604.0,5.0,3.0,2.0,,,,,,,,,,,,,
606,PT00M00.00S,2021-11-20T03:05:35.3Z,4,REGULAR,period,end,[],0,,,1610612740,94,81,2021-11-20T03:05:35Z,5930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M00.00S,2021-11-20T03:05:38.1Z,4,REGULAR,game,end,[],0,,,0,94,81,2021-11-20T03:05:38Z,5940000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
