actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
455,PT10M54.00S,2021-12-09T02:44:10.2Z,4,REGULAR,steal,,[],1629638,,,1610612740,77,82,2021-12-09T02:44:12Z,4480000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT10M52.00S,2021-12-09T02:44:18.5Z,4,REGULAR,foul,personal,[],1630267,,,1610612740,77,82,2021-12-09T02:50:35Z,4490000,,,0,,F. Campazzo take personal FOUL (2 PF),"[1630267, 1629638]",1610612743.0,DEN,take,,,Campazzo,F. Campazzo,,,,,,,,,,,101283.0,,,,,,,,2.0,0.0,Alexander-Walker,1629638.0,,,
458,PT10M41.00S,2021-12-09T02:44:42.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202066,18.084756898817346,6.127450980392156,1610612740,77,82,2021-12-09T02:44:46Z,4510000,219.0,117.0,1,left,MISS G. Temple 24' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
459,PT10M38.00S,2021-12-09T02:44:45.3Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,77,82,2021-12-09T02:44:46Z,4520000,,,0,,D. Reed REBOUND (Off:0 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
460,PT10M21.00S,2021-12-09T02:45:09.6Z,4,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612743,77,82,2021-12-09T02:45:25Z,4530000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Green 2 FT),"[1626195, 203210]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,101283.0,,,,,,,,1.0,0.0,Green,203210.0,,,
462,PT10M21.00S,2021-12-09T02:45:40.3Z,4,REGULAR,freethrow,1 of 2,[],203210,,,1610612743,77,82,2021-12-09T02:45:40Z,4550000,,,0,,MISS J. Green Free Throw 1 of 2,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
463,PT10M21.00S,2021-12-09T02:45:40.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,77,82,2021-12-09T02:45:40Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,462.0,,,,,,,,,,,,,,,,,,
464,PT10M21.00S,2021-12-09T02:45:54.1Z,4,REGULAR,freethrow,2 of 2,[],203210,,,1610612743,77,83,2021-12-09T02:45:54Z,4570000,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,7.0,,,,,,,,,,,,,
465,PT10M04.00S,2021-12-09T02:46:13.7Z,4,REGULAR,turnover,bad pass,[],1628404,,,1610612740,77,83,2021-12-09T02:46:19Z,4580000,,,0,,J. Hart bad pass TURNOVER (6 TO),"[1628404, 1628432]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,6.0,Reed,1628432.0,,,,,,,
466,PT10M04.00S,2021-12-09T02:46:13.7Z,4,REGULAR,steal,,[],1628432,,,1610612743,77,83,2021-12-09T02:46:15Z,4590000,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT10M00.00S,2021-12-09T02:46:17.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628432,93.9060446780552,50.0,1610612743,77,83,2021-12-09T02:51:18Z,4600000,0.0,5.0,1,right,MISS D. Reed running DUNK,[1628432],1610612743.0,DEN,running,,,Reed,D. Reed,,,,,0.48,Missed,,,,,,,,,,,,,,,,,,,
468,PT09M56.00S,2021-12-09T02:46:21.8Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,77,83,2021-12-09T02:46:21Z,4610000,,,0,,J. Hart REBOUND (Off:2 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,467.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
469,PT09M51.00S,2021-12-09T02:46:25.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202066,5.469776609724048,45.83333333333333,1610612740,77,83,2021-12-09T02:46:43Z,4620000,21.0,-1.0,1,left,MISS G. Temple Layup,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
470,PT09M46.00S,2021-12-09T02:46:30.9Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,77,83,2021-12-09T02:46:43Z,4630000,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,469.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
471,PT09M46.00S,2021-12-09T02:46:31.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,79,83,2021-12-09T02:46:31Z,4640000,0.0,0.0,1,left,W. Hernangomez putback DUNK (4 PTS),[1626195],1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,,,,,,4.0,,,,,,,,,,,,,
472,PT09M28.00S,2021-12-09T02:46:49.6Z,4,REGULAR,2pt,Jump Shot,[],1628432,73.66951379763469,46.81372549019608,1610612743,79,85,2021-12-09T02:46:59Z,4650000,-16.0,195.0,1,right,D. Reed 19' Jump Shot (4 PTS) (J. Green 1 AST),"[1628432, 203210]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,19.56,Made,,,,,,4.0,J. Green,203210.0,1.0,,,,,,,,,,
473,PT09M07.00S,2021-12-09T02:47:11.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,5.601182654402102,50.245098039215684,1610612740,81,85,2021-12-09T02:47:15Z,4660000,-1.0,0.0,1,left,W. Hernangomez DUNK (6 PTS) (G. Temple 2 AST),"[1626195, 202066]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,0.12,Made,,,,,,6.0,G. Temple,202066.0,2.0,,,,,,,,,,
475,PT08M48.00S,2021-12-09T02:47:29.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,90.62089356110381,50.73529411764706,1610612743,81,87,2021-12-09T02:47:33Z,4680000,4.0,36.0,1,right,F. Campazzo Layup (9 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,3.59,Made,,,,,,9.0,,,,,,,,,,,,,
476,PT08M29.00S,2021-12-09T02:47:49.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,12.171484888304862,51.470588235294116,1610612740,83,87,2021-12-09T02:48:02Z,4690000,-7.0,62.0,1,left,N. Alexander-Walker 6' driving floating Jump Shot (8 PTS),[1629638],1610612740.0,NOP,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,6.23,Made,,,,,,8.0,,,,,,,,,,,,,
477,PT08M12.00S,2021-12-09T02:48:05.5Z,4,REGULAR,3pt,Jump Shot,[],203210,67.49342969776609,55.14705882352941,1610612743,83,87,2021-12-09T02:48:09Z,4700000,26.0,253.0,1,right,MISS J. Green 25' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
478,PT08M09.00S,2021-12-09T02:48:08.5Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,83,87,2021-12-09T02:48:09Z,4710000,,,0,,W. Hernangomez REBOUND (Off:1 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,477.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
479,PT08M03.00S,2021-12-09T02:48:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.1268068331143235,45.83333333333333,1610612740,83,87,2021-12-09T02:53:47Z,4720000,21.0,5.0,1,left,MISS J. Hart driving Layup - blocked,"[1628404, 203210]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.14,Missed,,,,,,,,,,,,,,,,,Green,203210.0,
480,PT08M03.00S,2021-12-09T02:48:14.7Z,4,REGULAR,block,,[],203210,,,1610612740,83,87,2021-12-09T02:48:17Z,4730000,,,0,,J. Green BLOCK (1 BLK),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT08M00.00S,2021-12-09T02:48:17.7Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,83,87,2021-12-09T02:48:19Z,4740000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,479.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
482,PT07M57.00S,2021-12-09T02:48:20.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630538,92.46057818659659,49.754901960784316,1610612743,83,87,2021-12-09T02:48:26Z,4750000,-1.0,18.0,1,right,MISS B. Hyland Layup,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
483,PT07M53.00S,2021-12-09T02:48:24.4Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,83,87,2021-12-09T02:57:35Z,4760000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,482.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
484,PT07M52.00S,2021-12-09T02:48:29.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,83,87,2021-12-09T02:48:29Z,4770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT07M52.00S,2021-12-09T02:48:31.8Z,4,REGULAR,substitution,out,[],1626195,,,1610612740,83,87,2021-12-09T02:48:43Z,4780000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT07M52.00S,2021-12-09T02:48:31.8Z,4,REGULAR,substitution,out,[],202066,,,1610612740,83,87,2021-12-09T02:48:43Z,4790000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT07M52.00S,2021-12-09T02:48:31.8Z,4,REGULAR,substitution,in,[],202685,,,1610612740,83,87,2021-12-09T02:48:43Z,4800000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT07M52.00S,2021-12-09T02:48:31.8Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,83,87,2021-12-09T02:48:43Z,4810000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT07M43.00S,2021-12-09T02:49:04.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.1268068331143235,47.30392156862745,1610612740,85,87,2021-12-09T02:55:16Z,4820000,13.0,5.0,1,left,N. Alexander-Walker driving Layup (10 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,1.44,Made,,,,,,10.0,,,,,,,,,,,,,
490,PT07M41.00S,2021-12-09T02:49:12.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,85,87,2021-12-09T02:49:12Z,4830000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT07M41.00S,2021-12-09T02:51:46.0Z,4,REGULAR,substitution,out,[],1628432,,,1610612743,85,87,2021-12-09T02:52:00Z,4840000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT07M41.00S,2021-12-09T02:51:46.0Z,4,REGULAR,substitution,out,[],1630192,,,1610612743,85,87,2021-12-09T02:52:00Z,4850000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT07M41.00S,2021-12-09T02:51:46.0Z,4,REGULAR,substitution,in,[],201145,,,1610612743,85,87,2021-12-09T02:52:00Z,4860000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT07M41.00S,2021-12-09T02:51:46.0Z,4,REGULAR,substitution,in,[],203115,,,1610612743,85,87,2021-12-09T02:52:00Z,4870000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT07M24.00S,2021-12-09T02:52:23.4Z,4,REGULAR,3pt,Jump Shot,[],1630267,68.80749014454665,69.6078431372549,1610612743,85,87,2021-12-09T02:55:58Z,4880000,98.0,241.0,1,right,MISS F. Campazzo 25' pullup 3PT,[1630267],1610612743.0,DEN,pullup,,,Campazzo,F. Campazzo,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
497,PT07M22.00S,2021-12-09T02:52:25.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,85,87,2021-12-09T02:52:30Z,4890000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,,,
498,PT07M22.00S,2021-12-09T02:52:31.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,85,87,2021-12-09T02:52:31Z,4900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT07M09.00S,2021-12-09T02:52:50.3Z,4,REGULAR,3pt,Jump Shot,[],1630529,5.863994743758213,95.58823529411765,1610612740,88,87,2021-12-09T02:52:54Z,4910000,-228.0,3.0,1,left,H. Jones 3PT  (14 PTS) (N. Alexander-Walker 2 AST),"[1630529, 1629638]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,22.79,Made,,,,,,14.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,
502,PT06M48.00S,2021-12-09T02:53:11.2Z,4,REGULAR,3pt,Jump Shot,[],203210,67.49342969776609,47.30392156862745,1610612743,88,90,2021-12-09T02:53:15Z,4930000,-13.0,253.0,1,right,J. Green 25' 3PT  (10 PTS) (F. Campazzo 4 AST),"[203210, 1630267]",1610612743.0,DEN,,,,Green,J. Green,,,,,25.35,Made,,,,,,10.0,F. Campazzo,1630267.0,4.0,,,,,,,,,,
504,PT06M35.00S,2021-12-09T02:53:23.3Z,4,REGULAR,3pt,Jump Shot,[],1629638,10.200394218134035,4.411764705882353,1610612740,91,90,2021-12-09T02:53:27Z,4950000,228.0,43.0,1,left,N. Alexander-Walker 3PT  (13 PTS) (D. Graham 4 AST),"[1629638, 1628984]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.2,Made,,,,,,13.0,D. Graham,1628984.0,4.0,,,,,,,,,,
506,PT06M18.00S,2021-12-09T02:53:40.0Z,4,REGULAR,3pt,Jump Shot,[],1630538,70.12155059132719,16.911764705882355,1610612743,91,90,2021-12-09T02:53:48Z,4970000,-165.0,228.0,1,right,MISS B. Hyland 28' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,28.2,Missed,,,,,,,,,,,,,,,,,,,
507,PT06M15.00S,2021-12-09T02:53:43.0Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,91,90,2021-12-09T02:53:48Z,4980000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,506.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
508,PT06M14.00S,2021-12-09T02:53:49.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,91,90,2021-12-09T02:53:49Z,4990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,out,[],1628984,,,1610612740,91,90,2021-12-09T02:54:08Z,5000000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,out,[],1629638,,,1610612740,91,90,2021-12-09T02:54:08Z,5010000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,out,[],203210,,,1610612740,91,90,2021-12-09T02:54:08Z,5020000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,out,[],1630538,,,1610612740,91,90,2021-12-09T02:54:08Z,5030000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,out,[],1630267,,,1610612740,91,90,2021-12-09T02:54:08Z,5040000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,91,90,2021-12-09T02:54:08Z,5050000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,in,[],203107,,,1610612740,91,90,2021-12-09T02:54:08Z,5060000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,in,[],203999,,,1610612740,91,90,2021-12-09T02:54:08Z,5070000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,in,[],1628420,,,1610612740,91,90,2021-12-09T02:54:08Z,5080000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT06M14.00S,2021-12-09T02:53:52.1Z,4,REGULAR,substitution,in,[],203932,,,1610612740,91,90,2021-12-09T02:54:08Z,5090000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT06M07.00S,2021-12-09T02:54:25.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,6.1268068331143235,49.26470588235294,1610612740,93,90,2021-12-09T02:54:35Z,5100000,4.0,5.0,1,left,H. Jones driving DUNK (16 PTS) (B. Ingram 3 AST),"[1630529, 1627742]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,0.63,Made,,,,,,16.0,B. Ingram,1627742.0,3.0,,,,,,,,,,
521,PT05M44.00S,2021-12-09T02:54:47.3Z,4,REGULAR,3pt,Jump Shot,[],1628420,74.98357424441524,84.06862745098039,1610612743,93,90,2021-12-09T02:54:52Z,5120000,170.0,183.0,1,right,MISS M. Morris 24' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
522,PT05M40.00S,2021-12-09T02:54:51.3Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,93,90,2021-12-09T02:54:52Z,5130000,,,0,,J. Valanciunas REBOUND (Off:4 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,521.0,9.0,5.0,4.0,,,,,,,,,,,,,,,
523,PT05M35.00S,2021-12-09T02:55:00.3Z,4,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,93,90,2021-12-09T02:55:06Z,5140000,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (2 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,,,,,,,203177.0,,,,,2.0,,,,,,,,,
524,PT05M18.00S,2021-12-09T02:55:21.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203999,66.83639947437582,57.59803921568627,1610612743,93,90,2021-12-09T02:55:26Z,5150000,38.0,259.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
525,PT05M13.00S,2021-12-09T02:55:26.4Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,93,90,2021-12-09T02:55:26Z,5160000,,,0,,J. Hart REBOUND (Off:2 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,524.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
526,PT05M07.00S,2021-12-09T02:55:31.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202685,7.5722733245729295,45.83333333333333,1610612740,95,90,2021-12-09T02:56:16Z,5170000,21.0,19.0,1,left,J. Valanciunas cutting Layup (21 PTS) (J. Hart 8 AST),"[202685, 1628404]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,2.8,Made,,,,,,21.0,J. Hart,1628404.0,8.0,,,,,,,,,,
528,PT05M07.00S,2021-12-09T02:55:41.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,95,90,2021-12-09T02:55:41Z,5190000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT04M51.00S,2021-12-09T02:58:40.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201145,93.51182654402102,53.18627450980392,1610612743,95,92,2021-12-09T02:58:45Z,5200000,16.0,8.0,1,right,J. Green Layup (6 PTS) (N. Jokic 11 AST),"[201145, 203999]",1610612743.0,DEN,,,,Green,J. Green,,,,,1.8,Made,,,,,,6.0,N. Jokic,203999.0,11.0,,,,,,,,,,
531,PT04M34.00S,2021-12-09T02:58:58.4Z,4,REGULAR,turnover,lost ball,[],202685,,,1610612740,95,92,2021-12-09T02:59:03Z,5220000,,,0,,J. Valanciunas lost ball TURNOVER (3 TO),"[202685, 1628420]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,3.0,Morris,1628420.0,,,,,,,
532,PT04M34.00S,2021-12-09T02:58:58.4Z,4,REGULAR,steal,,[],1628420,,,1610612743,95,92,2021-12-09T02:59:01Z,5230000,,,0,,M. Morris STEAL (3 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT04M33.00S,2021-12-09T02:59:10.2Z,4,REGULAR,foul,personal,[],1628404,,,1610612743,95,92,2021-12-09T02:59:16Z,5240000,,,0,,J. Hart personal FOUL (4 PF),"[1628404, 1628420]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,2534.0,,,,,,,,4.0,0.0,Morris,1628420.0,,,
535,PT04M27.00S,2021-12-09T02:59:30.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628420,85.62746386333771,55.392156862745104,1610612743,95,94,2021-12-09T03:01:14Z,5260000,27.0,83.0,1,right,M. Morris 8' driving floating Jump Shot (8 PTS),[1628420],1610612743.0,DEN,driving floating,,,Morris,M. Morris,,,,,8.69,Made,,,,,,8.0,,,,,,,,,,,,,
536,PT04M08.00S,2021-12-09T02:59:48.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,5.469776609724048,55.392156862745104,1610612740,97,94,2021-12-09T03:01:51Z,5270000,-27.0,-1.0,1,left,H. Jones driving floating Jump Shot (18 PTS) (B. Ingram 4 AST),"[1630529, 1627742]",1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,2.7,Made,,,,,,18.0,B. Ingram,1627742.0,4.0,,,,,,,,,,
538,PT03M51.00S,2021-12-09T03:00:05.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203115,87.99277266754271,56.86274509803921,1610612743,97,94,2021-12-09T03:00:09Z,5290000,34.0,60.0,1,right,MISS W. Barton 6' Layup - blocked,"[203115, 202685]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,6.95,Missed,,,,,,,,,,,,,,,,,Valanciunas,202685.0,
539,PT03M51.00S,2021-12-09T03:00:05.2Z,4,REGULAR,block,,[],202685,,,1610612743,97,94,2021-12-09T03:00:07Z,5300000,,,0,,J. Valanciunas BLOCK (2 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT03M48.00S,2021-12-09T03:00:08.2Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,97,94,2021-12-09T03:00:09Z,5310000,,,0,,H. Jones REBOUND (Off:1 Def:6),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,538.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
541,PT03M39.00S,2021-12-09T03:00:20.0Z,4,REGULAR,foul,personal,['2freethrow'],201145,,,1610612740,97,94,2021-12-09T03:00:31Z,5320000,,,0,,J. Green shooting personal FOUL (2 PF) (Jones 2 FT),"[201145, 1630529]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Jones,1630529.0,,,
543,PT03M39.00S,2021-12-09T03:00:49.4Z,4,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,98,94,2021-12-09T03:04:17Z,5340000,,,0,,H. Jones Free Throw 1 of 2 (19 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,,19.0,,,,,,,,,,,,,
546,PT03M39.00S,2021-12-09T03:00:49.4Z,4,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,98,94,2021-12-09T03:04:17Z,5345000,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
547,PT03M39.00S,2021-12-09T03:00:49.4Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,98,94,2021-12-09T03:04:17Z,5347500,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,546.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
