actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
444,PT04M52.00S,2025-12-06T02:39:44.6Z,3,REGULAR,substitution,out,[],202331,,,1610612755,62,81,2025-12-06T02:39:30Z,4330000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M52.00S,2025-12-06T02:39:44.6Z,3,REGULAR,substitution,in,[],1642272,,,1610612755,62,81,2025-12-06T02:39:30Z,4340000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M31.00S,2025-12-06T02:40:09.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642272,5.338370565045992,50.0,1610612755,62,83,2025-12-06T02:40:41Z,4350000,False,0.0,-2.0,1,left,J. McCain driving Layup (8 PTS) (Q. Grimes 4 AST),"[1642272, 1629656]",1610612755.0,PHI,driving,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,0.23,Made,8.0,,,,,,,,,,,,,Q. Grimes,1629656.0,4.0,,
449,PT04M14.00S,2025-12-06T02:40:26.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,92.9862023653088,49.754901960784316,1610612749,64,83,2025-12-06T02:45:04Z,4370000,False,-1.0,13.0,1,right,K. Porter Jr. driving floating Jump Shot (9 PTS) (M. Turner 2 AST),"[1629645, 1626167]",1610612749.0,MIL,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.35,Made,9.0,,,,,,,,,,,,,M. Turner,1626167.0,2.0,,
451,PT03M52.00S,2025-12-06T02:40:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,7.5722733245729295,49.26470588235294,1610612755,64,85,2025-12-06T02:46:04Z,4390000,False,4.0,19.0,1,left,J. Walker cutting Layup (18 PTS) (J. McCain 4 AST),"[1631133, 1642272]",1610612755.0,PHI,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.91,Made,18.0,,,,,,,,,,,,,J. McCain,1642272.0,4.0,,
453,PT03M44.00S,2025-12-06T02:40:58.3Z,3,REGULAR,3pt,Jump Shot,[],1626167,69.33311432325887,20.098039215686274,1610612749,64,85,2025-12-06T02:46:37Z,4410000,False,-150.0,236.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.92,Missed,,,,,,,,,,,,,,,,,,
454,PT03M42.00S,2025-12-06T02:41:00.3Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612755,64,85,2025-12-06T02:46:37Z,4420000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,453.0,3.0,3.0,0.0,,,,,
455,PT03M37.00S,2025-12-06T02:41:04.1Z,3,REGULAR,turnover,lost ball,[],1629656,,,1610612755,64,85,2025-12-06T02:41:11Z,4430000,False,,,0,,Q. Grimes lost ball TURNOVER (5 TO),"[1629656, 1629645]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,5.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,
456,PT03M37.00S,2025-12-06T02:41:04.1Z,3,REGULAR,steal,,[],1629645,,,1610612749,64,85,2025-12-06T02:41:07Z,4440000,False,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
457,PT03M33.00S,2025-12-06T02:41:12.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612749,64,85,2025-12-06T02:41:41Z,4450000,False,,,0,,J. Walker personal FOUL (1 PF) (Porter Jr. 2 FT),"[1631133, 1629645]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Center,,,,,,,101283.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
459,PT03M33.00S,2025-12-06T02:41:52.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629645,,,1610612749,65,85,2025-12-06T02:41:52Z,4470000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (10 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
460,PT03M33.00S,2025-12-06T02:41:53.6Z,3,REGULAR,substitution,out,[],1626167,,,1610612749,65,85,2025-12-06T02:42:04Z,4480000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M33.00S,2025-12-06T02:41:53.6Z,3,REGULAR,substitution,out,[],1631157,,,1610612749,65,85,2025-12-06T02:42:04Z,4490000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M33.00S,2025-12-06T02:41:53.6Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,65,85,2025-12-06T02:42:04Z,4500000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M33.00S,2025-12-06T02:41:53.6Z,3,REGULAR,substitution,in,[],203914,,,1610612749,65,85,2025-12-06T02:42:04Z,4510000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M33.00S,2025-12-06T02:42:16.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629645,,,1610612749,66,85,2025-12-06T02:42:16Z,4520000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (11 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
465,PT03M15.00S,2025-12-06T02:42:35.1Z,3,REGULAR,3pt,Jump Shot,[],1629656,28.545909986859396,19.140625,1610612755,66,88,2025-12-06T02:48:38Z,4530000,False,154.0,216.0,1,left,Q. Grimes 26' 3PT pullup (15 PTS),[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,26.53,Made,15.0,,,,,,,,,,,,,,,,,
466,PT02M49.00S,2025-12-06T02:43:01.8Z,3,REGULAR,2pt,Jump Shot,[],1629018,78.79434954007884,32.59803921568628,1610612749,68,88,2025-12-06T02:43:07Z,4540000,False,-87.0,147.0,1,right,G. Trent Jr. 17' turnaround fadeaway Jump Shot (2 PTS),[1629018],1610612749.0,MIL,turnaround fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,17.06,Made,2.0,,,,,,,,,,,,,,,,,
467,PT02M39.00S,2025-12-06T02:43:11.9Z,3,REGULAR,3pt,Jump Shot,[],1629656,30.831143232588698,70.09803921568627,1610612755,68,88,2025-12-06T02:43:17Z,4550000,False,-100.0,237.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
468,PT02M35.00S,2025-12-06T02:43:15.9Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612749,68,88,2025-12-06T02:43:17Z,4560000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,467.0,1.0,1.0,0.0,,,,,
469,PT02M28.00S,2025-12-06T02:43:25.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.59198423127464,49.26470588235294,1610612749,70,88,2025-12-06T02:43:30Z,4570000,False,-4.0,17.0,1,right,K. Porter Jr. driving Layup (13 PTS) (G. Trent Jr. 2 AST),"[1629645, 1629018]",1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.75,Made,13.0,,,,,,,,,,,,,G. Trent Jr.,1629018.0,2.0,,
471,PT02M28.00S,2025-12-06T02:43:29.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642272,,,1610612749,70,88,2025-12-06T02:46:31Z,4590000,False,,,0,,J. McCain shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[1642272, 1629645]",1610612755.0,PHI,shooting,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
473,PT02M28.00S,2025-12-06T02:43:46.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,70,88,2025-12-06T02:43:46Z,4610000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M28.00S,2025-12-06T02:45:58.0Z,3,REGULAR,substitution,out,[],1630579,,,1610612749,70,88,2025-12-06T02:46:22Z,4620000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M28.00S,2025-12-06T02:45:58.0Z,3,REGULAR,substitution,out,[],1630178,,,1610612749,70,88,2025-12-06T02:46:22Z,4630000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M28.00S,2025-12-06T02:45:58.0Z,3,REGULAR,substitution,in,[],1628398,,,1610612749,70,88,2025-12-06T02:46:22Z,4640000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M28.00S,2025-12-06T02:45:58.0Z,3,REGULAR,substitution,in,[],1642845,,,1610612749,70,88,2025-12-06T02:46:22Z,4650000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M28.00S,2025-12-06T02:46:39.4Z,3,REGULAR,freethrow,1 of 1,[],1629645,,,1610612749,71,88,2025-12-06T02:46:39Z,4660000,False,,,0,,K. Porter Jr. Free Throw 1 of 1 (14 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
479,PT02M14.00S,2025-12-06T02:46:53.4Z,3,REGULAR,3pt,Jump Shot,[],1629656,24.392247043363994,15.196078431372548,1610612755,71,91,2025-12-06T02:50:43Z,4670000,False,174.0,177.0,1,left,Q. Grimes 24' 3PT  (18 PTS) (V. Edgecombe 1 AST),"[1629656, 1642845]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,24.81,Made,18.0,,,,,,,,,,,,,V. Edgecombe,1642845.0,1.0,,
482,PT01M53.00S,2025-12-06T02:47:36.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612749,71,91,2025-12-06T02:47:46Z,4700000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1631133, 1629645]",1610612755.0,PHI,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
484,PT01M53.00S,2025-12-06T02:48:03.7Z,3,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,72,91,2025-12-06T02:48:03Z,4720000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (15 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
485,PT01M53.00S,2025-12-06T02:48:23.3Z,3,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,73,91,2025-12-06T02:48:23Z,4730000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (16 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
486,PT01M30.00S,2025-12-06T02:48:46.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642845,4.155716162943495,49.754901960784316,1610612755,73,93,2025-12-06T02:48:55Z,4740000,False,1.0,-13.0,1,left,V. Edgecombe driving DUNK (7 PTS) (Q. Grimes 5 AST),"[1642845, 1629656]",1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,1.35,Made,7.0,,,,,,,,,,,,,Q. Grimes,1629656.0,5.0,,
488,PT01M15.00S,2025-12-06T02:49:01.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.38042049934296,48.77450980392157,1610612749,75,93,2025-12-06T02:49:09Z,4760000,False,-6.0,10.0,1,right,K. Porter Jr. driving Layup (18 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.15,Made,18.0,,,,,,,,,,,,,,,,,
489,PT00M51.90S,2025-12-06T02:49:31.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,75,93,2025-12-06T02:49:52Z,4770000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,101283.0,,,,,,,,,,,,,
490,PT00M51.90S,2025-12-06T02:49:37.9Z,3,REGULAR,substitution,out,[],1629645,,,1610612749,75,93,2025-12-06T02:49:43Z,4780000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M51.90S,2025-12-06T02:49:37.9Z,3,REGULAR,substitution,in,[],1631157,,,1610612749,75,93,2025-12-06T02:49:43Z,4790000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M38.70S,2025-12-06T02:49:57.3Z,3,REGULAR,turnover,bad pass,[],1628398,,,1610612749,75,93,2025-12-06T02:50:08Z,4800000,False,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1642272]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,2.0,McCain,1642272.0,,,,,,,,,,,,,,
493,PT00M38.70S,2025-12-06T02:49:57.3Z,3,REGULAR,steal,,[],1642272,,,1610612755,75,93,2025-12-06T02:50:00Z,4810000,False,,,0,,J. McCain STEAL (2 STL),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
494,PT00M35.00S,2025-12-06T02:50:03.1Z,3,REGULAR,foul,personal,[],1629018,,,1610612755,75,93,2025-12-06T02:50:29Z,4820000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1642272]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,1.0,0.0,McCain,1642272.0,,,,,,,,,
496,PT00M23.90S,2025-12-06T02:50:46.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631133,19.793035479632064,6.61764705882353,1610612755,75,93,2025-12-06T02:50:52Z,4840000,False,217.0,134.0,1,left,MISS J. Walker 25' 3PT,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
497,PT00M19.10S,2025-12-06T02:50:51.3Z,3,REGULAR,rebound,offensive,[],1629656,,,1610612755,75,93,2025-12-06T02:50:51Z,4850000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:3),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,496.0,4.0,3.0,1.0,,,,,
498,PT00M15.70S,2025-12-06T02:50:54.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631133,9.674770039421814,1.715686274509804,1610612755,75,93,2025-12-06T02:50:58Z,4860000,False,241.0,38.0,1,left,MISS J. Walker 24' 3PT,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,24.44,Missed,,,,,,,,,,,,,,,,,,
499,PT00M12.50S,2025-12-06T02:50:57.9Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,75,93,2025-12-06T02:50:57Z,4870000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,498.0,3.0,3.0,0.0,,,,,
500,PT00M04.00S,2025-12-06T02:51:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.77463863337714,50.73529411764706,1610612749,77,93,2025-12-06T02:51:13Z,4880000,False,4.0,6.0,1,right,K. Kuzma cutting Layup (12 PTS) (R. Rollins 5 AST),"[1628398, 1631157]",1610612749.0,MIL,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.7,Made,12.0,,,,,,,,,,,,,R. Rollins,1631157.0,5.0,,
502,PT00M00.00S,2025-12-06T02:51:14.6Z,3,REGULAR,3pt,Jump Shot,[],1642272,33.98488830486202,45.83333333333333,1610612755,77,93,2025-12-06T02:51:53Z,4900000,False,21.0,267.0,1,left,MISS J. McCain 26' pullup 3PT,[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,26.78,Missed,,,,,,,,,,,,,,,,,,
503,PT00M00.00S,2025-12-06T02:51:14.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,77,93,2025-12-06T02:51:53Z,4910000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,502.0,,,,,,,,
504,PT00M00.00S,2025-12-06T02:51:30.0Z,3,REGULAR,period,end,[],0,,,1610612755,77,93,2025-12-06T02:51:30Z,4920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2025-12-06T02:52:24.9Z,4,REGULAR,substitution,out,['startperiod'],1642272,,,1610612755,77,93,2025-12-06T02:53:54Z,4930000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2025-12-06T02:52:24.9Z,4,REGULAR,substitution,out,['startperiod'],1631133,,,1610612755,77,93,2025-12-06T02:53:54Z,4940000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2025-12-06T02:52:24.9Z,4,REGULAR,substitution,out,['startperiod'],1642845,,,1610612755,77,93,2025-12-06T02:53:54Z,4950000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2025-12-06T02:52:24.9Z,4,REGULAR,substitution,in,['startperiod'],200768,,,1610612755,77,93,2025-12-06T02:53:54Z,4960000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2025-12-06T02:52:24.9Z,4,REGULAR,substitution,in,['startperiod'],202331,,,1610612755,77,93,2025-12-06T02:53:54Z,4970000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-12-06T02:52:24.9Z,4,REGULAR,substitution,in,['startperiod'],1631230,,,1610612755,77,93,2025-12-06T02:53:54Z,4980000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-12-06T02:53:54.7Z,4,REGULAR,period,start,[],0,,,1610612755,77,93,2025-12-06T02:53:54Z,4990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M37.00S,2025-12-06T02:54:15.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631230,15.982260183968464,38.48039215686275,1610612755,77,93,2025-12-06T02:54:28Z,5000000,False,58.0,98.0,1,left,MISS D. Barlow 11' turnaround Shot,[1631230],1610612755.0,PHI,turnaround,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,11.34,Missed,,,,,,,,,,,,,,,,,,
513,PT11M34.00S,2025-12-06T02:54:18.9Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612749,77,93,2025-12-06T02:54:28Z,5010000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,512.0,3.0,2.0,1.0,,,,,
514,PT11M31.00S,2025-12-06T02:54:25.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,81.8166885676741,46.07843137254902,1610612749,77,93,2025-12-06T02:57:07Z,5020000,False,-20.0,118.0,1,right,MISS R. Rollins 12' driving floating Shot,[1631157],1610612749.0,MIL,driving floating,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,12.0,Missed,,,,,,,,,,,,,,,,,,
515,PT11M30.00S,2025-12-06T02:54:26.4Z,4,REGULAR,rebound,offensive,[],1631157,,,1610612749,77,93,2025-12-06T02:57:07Z,5030000,False,,,0,,R. Rollins REBOUND (Off:1 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,514.0,4.0,3.0,1.0,,,,,
516,PT11M29.00S,2025-12-06T02:54:29.5Z,4,REGULAR,foul,personal,[],200768,,,1610612749,77,93,2025-12-06T02:54:37Z,5040000,False,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1631157]",1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,1.0,0.0,Rollins,1631157.0,,,,,,,,,
518,PT11M21.00S,2025-12-06T02:55:11.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,66.44218134034165,50.73529411764706,1610612749,77,93,2025-12-06T02:55:16Z,5060000,False,4.0,263.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
519,PT11M17.00S,2025-12-06T02:55:15.5Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,77,93,2025-12-06T02:55:16Z,5070000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,518.0,2.0,2.0,0.0,,,,,
520,PT10M59.00S,2025-12-06T02:55:36.4Z,4,REGULAR,turnover,out-of-bounds,[],1631230,,,1610612755,77,93,2025-12-06T02:55:45Z,5080000,False,,,0,,D. Barlow bad pass out-of-bounds TURNOVER (2 TO),[1631230],1610612755.0,PHI,bad pass,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,,,,2.0,,,202041.0,,,,,,,,,,,,,
521,PT10M42.00S,2025-12-06T02:56:06.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,67.09921156373193,24.509803921568626,1610612749,80,93,2025-12-06T02:56:14Z,5090000,False,-127.0,257.0,1,right,G. Trent Jr. 28' 3PT  (5 PTS) (G. Harris 1 AST),"[1629018, 203914]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,28.67,Made,5.0,,,,,,,,,,,,,G. Harris,203914.0,1.0,,
523,PT10M42.00S,2025-12-06T02:56:11.1Z,4,REGULAR,foul,personal,['1freethrow'],202331,,,1610612749,80,93,2025-12-06T02:56:46Z,5110000,False,,,0,,P. George shooting personal FOUL (2 PF) (Trent Jr. 1 FT),"[202331, 1629018]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,202041.0,2.0,0.0,Trent Jr.,1629018.0,,,,,,,,,
525,PT10M42.00S,2025-12-06T02:56:30.2Z,4,REGULAR,substitution,out,[],1631157,,,1610612749,80,93,2025-12-06T02:56:35Z,5130000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M42.00S,2025-12-06T02:56:30.2Z,4,REGULAR,substitution,in,[],1629645,,,1610612749,80,93,2025-12-06T02:56:35Z,5140000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M42.00S,2025-12-06T02:56:38.2Z,4,REGULAR,substitution,out,[],1629656,,,1610612749,80,93,2025-12-06T02:56:43Z,5150000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M42.00S,2025-12-06T02:56:38.2Z,4,REGULAR,substitution,in,[],1630178,,,1610612749,80,93,2025-12-06T02:56:43Z,5160000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT10M42.00S,2025-12-06T02:56:38.2Z,4,REGULAR,substitution,out,[],1631230,,,1610612749,80,93,2025-12-06T02:59:26Z,5165000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT10M42.00S,2025-12-06T02:56:38.2Z,4,REGULAR,substitution,in,[],1642272,,,1610612749,80,93,2025-12-06T02:59:26Z,5167500,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M42.00S,2025-12-06T02:56:53.8Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1629018,,,1610612749,81,93,2025-12-06T02:56:53Z,5170000,False,,,0,,G. Trent Jr. Free Throw 1 of 1 (6 PTS),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
