actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
374,PT08M57.00S,2022-01-16T19:35:05.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.06636005256242,54.90196078431373,1610612765,60,73,2022-01-16T19:35:10Z,3630000,25.0,22.0,1,right,C. Cunningham driving Layup (17 PTS),[1630595],1610612765.0,DET,driving,,,,,,,Cunningham,C. Cunningham,3.3,Made,,,,,17.0,,,,,,,,,,,,,,
375,PT08M41.00S,2022-01-16T19:35:23.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,7.178055190538765,54.41176470588235,1610612756,60,75,2022-01-16T19:35:30Z,3640000,-22.0,15.0,1,left,J. McGee alley-oop DUNK (17 PTS) (C. Paul 5 AST),"[201580, 101108]",1610612756.0,PHX,alley-oop,,,,,,,McGee,J. McGee,2.67,Made,,,,,17.0,C. Paul,101108.0,5.0,,,,,,,,,,,
377,PT08M41.00S,2022-01-16T19:35:27.3Z,3,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612756,60,75,2022-01-16T19:35:39Z,3660000,,,0,,C. Cunningham shooting personal FOUL (3 PF) (McGee 1 FT),"[1630595, 201580]",1610612765.0,DET,shooting,,,,,,204058.0,Cunningham,C. Cunningham,,,,,,,,,,,3.0,0.0,McGee,201580.0,,,,,,,
379,PT08M41.00S,2022-01-16T19:35:47.1Z,3,REGULAR,foul,technical,['1freethrow'],1630595,,,1610612756,60,75,2022-01-16T19:36:37Z,3680000,,,0,,C. Cunningham technical FOUL (1 Tech),[1630595],1610612765.0,DET,,,,,,,204058.0,Cunningham,C. Cunningham,,,,,,,,,,,3.0,1.0,,,,,,,,,
380,PT08M41.00S,2022-01-16T19:35:59.7Z,3,REGULAR,freethrow,1 of 1,[],101108,,,1610612756,60,76,2022-01-16T19:36:37Z,3690000,,,0,,C. Paul technical Free Throw 1 of 1 (6 PTS),[101108],1610612756.0,PHX,technical,,,,,,,Paul,C. Paul,,Made,,,,,6.0,,,,,,,,,,,,,,
381,PT08M41.00S,2022-01-16T19:36:21.5Z,3,REGULAR,freethrow,1 of 1,[],201580,,,1610612756,60,77,2022-01-16T19:36:21Z,3700000,,,0,,J. McGee Free Throw 1 of 1 (18 PTS),[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,Made,,,,,18.0,,,,,,,,,,,,,,
382,PT08M27.00S,2022-01-16T19:36:35.1Z,3,REGULAR,3pt,Jump Shot,[],1630595,68.80749014454665,63.970588235294116,1610612765,60,77,2022-01-16T19:36:41Z,3710000,70.0,241.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,25.06,Missed,,,,,,,,,,,,,,,,,,,
383,PT08M24.00S,2022-01-16T19:36:38.1Z,3,REGULAR,rebound,defensive,[],201580,,,1610612756,60,77,2022-01-16T19:36:41Z,3720000,,,0,,J. McGee REBOUND (Off:3 Def:2),[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,382.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
384,PT08M18.00S,2022-01-16T19:36:44.4Z,3,REGULAR,2pt,Jump Shot,[],101108,14.273981603153747,31.372549019607842,1610612756,60,79,2022-01-16T19:36:49Z,3730000,93.0,82.0,1,left,C. Paul 12' pullup Jump Shot (8 PTS),[101108],1610612756.0,PHX,pullup,,,,,,,Paul,C. Paul,12.39,Made,,,,,8.0,,,,,,,,,,,,,,
385,PT08M00.00S,2022-01-16T19:37:01.8Z,3,REGULAR,3pt,Jump Shot,[],1630165,68.54467805519053,30.392156862745097,1610612765,63,79,2022-01-16T19:37:06Z,3740000,-98.0,243.0,1,right,K. Hayes 26' 3PT  (9 PTS) (S. Bey 1 AST),"[1630165, 1630180]",1610612765.0,DET,,,,,,,,Hayes,K. Hayes,26.22,Made,,,,,9.0,S. Bey,1630180.0,1.0,,,,,,,,,,,
387,PT07M44.00S,2022-01-16T19:37:20.8Z,3,REGULAR,turnover,out-of-bounds,[],203109,,,1610612756,63,79,2022-01-16T19:37:28Z,3760000,,,0,,J. Crowder bad pass out-of-bounds TURNOVER (1 TO),[203109],1610612756.0,PHX,bad pass,,,,,,201246.0,Crowder,J. Crowder,,,,,,,,,,,,,,,1.0,,,,,,
388,PT07M23.00S,2022-01-16T19:37:46.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,90.62089356110381,79.65686274509804,1610612765,65,79,2022-01-16T19:37:50Z,3770000,148.0,36.0,1,right,C. Cunningham 15' pullup Jump Shot (19 PTS) (T. Lyles 2 AST),"[1630595, 1626168]",1610612765.0,DET,pullup,,,,,,,Cunningham,C. Cunningham,15.25,Made,,,,,19.0,T. Lyles,1626168.0,2.0,,,,,,,,,,,
390,PT07M01.00S,2022-01-16T19:38:09.1Z,3,REGULAR,3pt,Jump Shot,[],203109,31.882391590013142,32.35294117647059,1610612756,65,82,2022-01-16T19:38:14Z,3790000,88.0,247.0,1,left,J. Crowder 26' 3PT  (6 PTS) (M. Bridges 4 AST),"[203109, 1628969]",1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,26.25,Made,,,,,6.0,M. Bridges,1628969.0,4.0,,,,,,,,,,,
392,PT06M45.00S,2022-01-16T19:38:27.0Z,3,REGULAR,foul,personal,['2freethrow'],201580,,,1610612765,65,82,2022-01-16T19:38:41Z,3810000,,,0,,J. McGee shooting personal FOUL (4 PF) (Lyles 2 FT),"[201580, 1626168]",1610612756.0,PHX,shooting,,,,,,204058.0,McGee,J. McGee,,,,,,,,,,,4.0,1.0,Lyles,1626168.0,,,,,,,
394,PT06M45.00S,2022-01-16T19:38:59.7Z,3,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,65,82,2022-01-16T19:38:59Z,3830000,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,Missed,,,,,,,,,,,,,,,,,,,
395,PT06M45.00S,2022-01-16T19:38:59.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,65,82,2022-01-16T19:38:59Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,,
396,PT06M45.00S,2022-01-16T19:39:01.2Z,3,REGULAR,substitution,out,[],201580,,,1610612765,65,82,2022-01-16T19:39:06Z,3850000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
397,PT06M45.00S,2022-01-16T19:39:01.2Z,3,REGULAR,substitution,in,[],1630188,,,1610612765,65,82,2022-01-16T19:39:06Z,3860000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,
398,PT06M45.00S,2022-01-16T19:39:23.1Z,3,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,65,82,2022-01-16T19:39:23Z,3870000,,,0,,MISS T. Lyles Free Throw 2 of 2,[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,Missed,,,,,,,,,,,,,,,,,,,
399,PT06M42.00S,2022-01-16T19:39:25.1Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,65,82,2022-01-16T19:39:25Z,3880000,,,0,,J. Crowder REBOUND (Off:1 Def:9),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,398.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
400,PT06M28.00S,2022-01-16T19:39:38.1Z,3,REGULAR,turnover,bad pass,[],1628969,,,1610612756,65,82,2022-01-16T19:39:43Z,3890000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1630595]",1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,,,,
401,PT06M28.00S,2022-01-16T19:39:38.1Z,3,REGULAR,steal,,[],1630595,,,1610612765,65,82,2022-01-16T19:39:40Z,3900000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,
402,PT06M22.00S,2022-01-16T19:39:46.7Z,3,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612765,65,82,2022-01-16T19:39:59Z,3910000,,,0,,J. Smith shooting personal FOUL (2 PF) (Lyles 2 FT),"[1630188, 1626168]",1610612756.0,PHX,shooting,,,,,,201246.0,Smith,J. Smith,,,,,,,,,,,2.0,0.0,Lyles,1626168.0,,,,,,,
404,PT06M22.00S,2022-01-16T19:40:12.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626168,,,1610612765,66,82,2022-01-16T19:40:12Z,3930000,,,0,,T. Lyles Free Throw 1 of 2 (10 PTS),[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,Made,,,,,10.0,,,,,,,,,,,,,,
405,PT06M22.00S,2022-01-16T19:40:31.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626168,,,1610612765,66,82,2022-01-16T19:40:31Z,3940000,,,0,,MISS T. Lyles Free Throw 2 of 2,[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,Missed,,,,,,,,,,,,,,,,,,,
406,PT06M19.00S,2022-01-16T19:40:32.8Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612756,66,82,2022-01-16T19:40:32Z,3950000,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,405.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
407,PT06M06.00S,2022-01-16T19:40:45.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,7.178055190538765,56.61764705882353,1610612756,66,82,2022-01-16T19:40:51Z,3960000,-33.0,15.0,1,left,MISS J. Smith Layup,[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,3.63,Missed,,,,,,,,,,,,,,,,,,,
409,PT06M02.00S,2022-01-16T19:40:49.4Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,66,82,2022-01-16T19:40:51Z,3980000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,,,407.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
410,PT06M02.00S,2022-01-16T19:40:51.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612765,66,82,2022-01-16T19:41:12Z,3990000,,,0,,C. Paul shooting personal FOUL (3 PF) (Diallo 2 FT),"[101108, 1628977]",1610612756.0,PHX,shooting,,,,,,1628172.0,Paul,C. Paul,,,,,,,,,,,3.0,0.0,Diallo,1628977.0,,,,,,,
412,PT06M02.00S,2022-01-16T19:41:18.3Z,3,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,66,82,2022-01-16T19:41:18Z,4010000,,,0,,MISS H. Diallo Free Throw 1 of 2,[1628977],1610612765.0,DET,,,,,,,,Diallo,H. Diallo,,Missed,,,,,,,,,,,,,,,,,,,
413,PT06M02.00S,2022-01-16T19:41:18.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,66,82,2022-01-16T19:41:18Z,4020000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,,
414,PT06M02.00S,2022-01-16T19:41:37.1Z,3,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,67,82,2022-01-16T19:41:37Z,4030000,,,0,,H. Diallo Free Throw 2 of 2 (10 PTS),[1628977],1610612765.0,DET,,,,,,,,Diallo,H. Diallo,,Made,,,,,10.0,,,,,,,,,,,,,,
416,PT05M49.00S,2022-01-16T19:42:04.5Z,3,REGULAR,foul,personal,[],1628977,,,1610612756,67,82,2022-01-16T19:42:17Z,4050000,,,0,,H. Diallo personal FOUL (2 PF),"[1628977, 1628969]",1610612765.0,DET,,,,,,,204058.0,Diallo,H. Diallo,,,,,,,,,,,2.0,0.0,Bridges,1628969.0,,,,,,,
418,PT05M42.00S,2022-01-16T19:42:19.6Z,3,REGULAR,3pt,Jump Shot,[],203109,29.122864651773984,25.245098039215684,1610612756,67,85,2022-01-16T19:42:26Z,4070000,124.0,221.0,1,left,J. Crowder 25' 3PT  (9 PTS) (D. Booker 3 AST),"[203109, 1626164]",1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,25.36,Made,,,,,9.0,D. Booker,1626164.0,3.0,,,,,,,,,,,
420,PT05M27.00S,2022-01-16T19:43:15.3Z,3,REGULAR,jumpball,recovered,[],203109,,,1610612765,67,85,2022-01-16T19:43:15Z,4090000,,,0,,Jump Ball J. Crowder vs. H. Diallo: Tip to J. Crowder,"[203109, 203109, 1628977]",1610612756.0,PHX,heldball,J. Crowder,Crowder,203109.0,Diallo,1628977.0,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,203109.0
423,PT05M27.00S,2022-01-16T19:43:15.3Z,3,REGULAR,turnover,lost ball,[],1628977,,,1610612765,67,85,2022-01-16T19:43:15Z,4120000,,,0,,H. Diallo lost ball TURNOVER (2 TO),"[1628977, 203109]",1610612765.0,DET,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,2.0,Crowder,203109.0,,,,
424,PT05M27.00S,2022-01-16T19:43:15.3Z,3,REGULAR,steal,,[],203109,,,1610612756,67,85,2022-01-16T19:43:15Z,4130000,,,0,,J. Crowder STEAL (2 STL),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,
425,PT05M20.00S,2022-01-16T19:43:21.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],101108,24.52365308804205,63.970588235294116,1610612756,67,85,2022-01-16T19:43:32Z,4140000,-70.0,178.0,1,left,MISS C. Paul 19' pullup Shot,[101108],1610612756.0,PHX,pullup,,,,,,,Paul,C. Paul,19.12,Missed,,,,,,,,,,,,,,,,,,,
426,PT05M10.00S,2022-01-16T19:43:31.0Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612756,67,85,2022-01-16T19:43:31Z,4150000,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,425.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
427,PT05M10.00S,2022-01-16T19:43:31.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630188,5.590000152587891,50.0,1610612756,67,85,2022-01-16T19:43:31Z,4160000,0.0,0.0,1,left,MISS J. Smith tip Layup,[1630188],1610612756.0,PHX,tip,,,,,,,Smith,J. Smith,0.0,Missed,,,,,,,,,,,,,,,,,,,
428,PT05M10.00S,2022-01-16T19:43:32.1Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,67,85,2022-01-16T19:43:32Z,4170000,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,,427.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
429,PT05M08.00S,2022-01-16T19:43:34.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,69.59592641261499,30.14705882352941,1610612765,67,85,2022-01-16T19:44:00Z,4180000,-99.0,233.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,25.36,Missed,,,,,,,,,,,,,,,,,,,
430,PT05M05.00S,2022-01-16T19:43:37.0Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,67,85,2022-01-16T19:44:00Z,4190000,,,0,,J. Crowder REBOUND (Off:1 Def:10),[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,429.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
433,PT05M02.00S,2022-01-16T19:44:06.4Z,3,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612756,67,85,2022-01-16T19:44:15Z,4220000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Booker 2 FT),"[1630165, 1626164]",1610612765.0,DET,shooting,,,,,,204058.0,Hayes,K. Hayes,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,,,,,,
435,PT05M02.00S,2022-01-16T19:44:17.0Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,67,86,2022-01-16T19:44:17Z,4240000,,,0,,D. Booker Free Throw 1 of 2 (22 PTS),[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,Made,,,,,22.0,,,,,,,,,,,,,,
436,PT05M02.00S,2022-01-16T19:44:20.5Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,67,87,2022-01-16T19:44:20Z,4250000,,,0,,D. Booker Free Throw 2 of 2 (23 PTS),[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,Made,,,,,23.0,,,,,,,,,,,,,,
437,PT05M02.00S,2022-01-16T19:44:21.3Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,67,87,2022-01-16T19:44:31Z,4260000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,
438,PT05M02.00S,2022-01-16T19:44:21.3Z,3,REGULAR,substitution,out,[],101108,,,1610612765,67,87,2022-01-16T19:44:31Z,4270000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
439,PT05M02.00S,2022-01-16T19:44:21.3Z,3,REGULAR,substitution,in,[],202709,,,1610612765,67,87,2022-01-16T19:44:31Z,4280000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,
440,PT05M02.00S,2022-01-16T19:44:21.3Z,3,REGULAR,substitution,in,[],1626166,,,1610612765,67,87,2022-01-16T19:44:31Z,4290000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
441,PT04M48.00S,2022-01-16T19:44:35.7Z,3,REGULAR,3pt,Jump Shot,[],202709,79.45137976346912,91.91176470588235,1610612765,67,87,2022-01-16T19:44:40Z,4300000,210.0,141.0,1,right,MISS C. Joseph 25' 3PT,[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,25.24,Missed,,,,,,,,,,,,,,,,,,,
442,PT04M45.00S,2022-01-16T19:44:38.7Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612756,67,87,2022-01-16T19:44:40Z,4310000,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,441.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
443,PT04M37.00S,2022-01-16T19:44:46.8Z,3,REGULAR,3pt,Jump Shot,[],1628969,9.017739816031538,3.6764705882352944,1610612756,67,87,2022-01-16T19:44:54Z,4320000,232.0,32.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,23.38,Missed,,,,,,,,,,,,,,,,,,,
444,PT04M35.00S,2022-01-16T19:44:48.8Z,3,REGULAR,rebound,offensive,[],1626164,,,1610612756,67,87,2022-01-16T19:45:51Z,4330000,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,,443.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
445,PT04M35.00S,2022-01-16T19:44:54.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626164,5.590000152587891,50.0,1610612756,67,89,2022-01-16T19:46:00Z,4340000,0.0,0.0,1,left,D. Booker tip DUNK (25 PTS),[1626164],1610612756.0,PHX,tip,,,,,,,Booker,D. Booker,0.0,Made,,,,,25.0,,,,,,,,,,,,,,
446,PT04M24.00S,2022-01-16T19:45:00.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,92.59198423127464,49.01960784313725,1610612765,69,89,2022-01-16T19:45:36Z,4350000,-5.0,17.0,1,right,C. Cunningham driving reverse DUNK (21 PTS),[1630595],1610612765.0,DET,driving reverse,,,,,,,Cunningham,C. Cunningham,1.78,Made,,,,,21.0,,,,,,,,,,,,,,
447,PT04M22.00S,2022-01-16T19:45:10.0Z,3,REGULAR,foul,technical,['1freethrow'],1630595,,,1610612756,69,89,2022-01-16T19:45:43Z,4360000,,,0,,C. Cunningham technical FOUL (2 Tech),[1630595],1610612765.0,DET,,,,,,,201246.0,Cunningham,C. Cunningham,,,,,,,,,,,3.0,2.0,,,,,,,,,
524,PT04M22.00S,2022-01-16T19:45:35.1Z,3,REGULAR,ejection,other,[],1630595,,,1610612756,69,89,2022-01-16T19:59:55Z,4365000,,,0,,Ejection C. Cunningham,[1630595],1610612765.0,DET,,,,,,,201246.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,
448,PT04M22.00S,2022-01-16T19:46:00.3Z,3,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,69,90,2022-01-16T19:46:00Z,4370000,,,0,,D. Booker technical Free Throw 1 of 1 (26 PTS),[1626164],1610612756.0,PHX,technical,,,,,,,Booker,D. Booker,,Made,,,,,26.0,,,,,,,,,,,,,,
449,PT04M22.00S,2022-01-16T19:46:13.9Z,3,REGULAR,substitution,out,[],1630595,,,1610612756,69,90,2022-01-16T19:46:29Z,4380000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,
450,PT04M22.00S,2022-01-16T19:46:13.9Z,3,REGULAR,substitution,out,[],203109,,,1610612756,69,90,2022-01-16T19:46:29Z,4390000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,
451,PT04M22.00S,2022-01-16T19:46:13.9Z,3,REGULAR,substitution,in,[],1630165,,,1610612756,69,90,2022-01-16T19:46:29Z,4400000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,
452,PT04M22.00S,2022-01-16T19:46:13.9Z,3,REGULAR,substitution,in,[],1630688,,,1610612756,69,90,2022-01-16T19:46:29Z,4410000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,
453,PT04M10.00S,2022-01-16T19:46:41.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628977,,,1610612756,69,90,2022-01-16T19:46:53Z,4420000,,,0,,H. Diallo shooting personal FOUL (3 PF) (Booker 2 FT),"[1628977, 1626164]",1610612765.0,DET,shooting,,,,,,1628172.0,Diallo,H. Diallo,,,,,,,,,,,3.0,0.0,Booker,1626164.0,,,,,,,
455,PT04M10.00S,2022-01-16T19:47:04.3Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,69,90,2022-01-16T19:47:04Z,4440000,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,Missed,,,,,,,,,,,,,,,,,,,
456,PT04M10.00S,2022-01-16T19:47:04.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,69,90,2022-01-16T19:47:04Z,4450000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,455.0,,,,,,,,,,,,,,,,,,
457,PT04M10.00S,2022-01-16T19:47:17.1Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,69,91,2022-01-16T19:47:17Z,4460000,,,0,,D. Booker Free Throw 2 of 2 (27 PTS),[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,Made,,,,,27.0,,,,,,,,,,,,,,
458,PT04M00.00S,2022-01-16T19:47:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,92.72339027595268,54.41176470588235,1610612765,71,91,2022-01-16T19:47:34Z,4470000,22.0,16.0,1,right,T. Lyles driving Layup (12 PTS),[1626168],1610612765.0,DET,driving,,,,,,,Lyles,T. Lyles,2.72,Made,,,,,12.0,,,,,,,,,,,,,,
459,PT03M45.00S,2022-01-16T19:47:44.4Z,3,REGULAR,2pt,Jump Shot,[],1626164,6.783837056504599,12.254901960784313,1610612756,71,93,2022-01-16T19:48:53Z,4480000,189.0,11.0,1,left,D. Booker 18' turnaround fadeaway Jump Shot (29 PTS),[1626164],1610612756.0,PHX,turnaround fadeaway,,,,,,,Booker,D. Booker,18.9,Made,,,,,29.0,,,,,,,,,,,,,,
460,PT03M30.00S,2022-01-16T19:47:59.6Z,3,REGULAR,2pt,Jump Shot,[],1628977,76.03482260183968,63.970588235294116,1610612765,71,93,2022-01-16T19:48:05Z,4490000,70.0,173.0,1,right,MISS H. Diallo 18' Jump Shot,[1628977],1610612765.0,DET,,,,,,,,Diallo,H. Diallo,18.64,Missed,,,,,,,,,,,,,,,,,,,
462,PT03M30.00S,2022-01-16T19:47:59.6Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,71,93,2022-01-16T19:48:05Z,4500000,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,,460.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
463,PT03M28.00S,2022-01-16T19:48:09.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612756,71,93,2022-01-16T19:48:16Z,4510000,,,0,,C. Joseph personal FOUL (1 PF) (Booker 2 FT),"[202709, 1626164]",1610612765.0,DET,,,,,,,204058.0,Joseph,C. Joseph,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,,,,,,
465,PT03M28.00S,2022-01-16T19:48:27.6Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,71,94,2022-01-16T19:48:27Z,4530000,,,0,,D. Booker Free Throw 1 of 2 (30 PTS),[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,Made,,,,,30.0,,,,,,,,,,,,,,
466,PT03M28.00S,2022-01-16T19:48:28.4Z,3,REGULAR,substitution,out,[],1628977,,,1610612756,71,94,2022-01-16T19:48:36Z,4540000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,
467,PT03M28.00S,2022-01-16T19:48:28.4Z,3,REGULAR,substitution,out,[],1628969,,,1610612756,71,94,2022-01-16T19:48:36Z,4550000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,
468,PT03M28.00S,2022-01-16T19:48:28.4Z,3,REGULAR,substitution,in,[],1630199,,,1610612756,71,94,2022-01-16T19:48:36Z,4560000,,,0,,SUB in: C. Stanley,[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,
