actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
266,PT03M53.00S,2021-11-02T23:53:06.0Z,2,REGULAR,rebound,offensive,[],1626168,,,1610612765,33,46,2021-11-02T23:53:06Z,2610000,,,0,,T. Lyles REBOUND (Off:1 Def:1),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,265.0,2.0,1.0,1.0,,,,,,
267,PT03M49.00S,2021-11-02T23:53:09.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630595,90.5880420499343,50.73529411764706,1610612765,33,46,2021-11-02T23:53:18Z,2620000,4.0,36.0,1,right,MISS C. Cunningham turnaround Hook,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,turnaround,,,,,,,,,3.62,Missed,,,,,,,,,,,,,,,,
268,PT03M47.00S,2021-11-02T23:53:11.7Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,33,46,2021-11-02T23:53:18Z,2630000,,,0,,B. Portis REBOUND (Off:3 Def:3),[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,267.0,6.0,3.0,3.0,,,,,,
269,PT03M33.00S,2021-11-02T23:53:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,12.532851511169525,53.67647058823529,1610612749,33,46,2021-11-02T23:53:35Z,2640000,-18.0,65.0,1,left,MISS G. Hill 6' fadeaway Shot,[201588],1610612749.0,MIL,Hill,G. Hill,fadeaway,,,,,,,,,6.78,Missed,,,,,,,,,,,,,,,,
270,PT03M31.00S,2021-11-02T23:53:28.3Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,33,46,2021-11-02T23:53:35Z,2650000,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,269.0,3.0,2.0,1.0,,,,,,
271,PT03M19.00S,2021-11-02T23:53:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,90.06241787122208,51.22549019607843,1610612765,33,46,2021-11-02T23:59:45Z,2660000,6.0,41.0,1,right,MISS S. Bey driving floating Shot,[1630180],1610612765.0,DET,Bey,S. Bey,driving floating,,,,,,,,,4.14,Missed,,,,,,,,,,,,,,,,
272,PT03M19.00S,2021-11-02T23:53:42.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,33,46,2021-11-02T23:59:45Z,2670000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,
273,PT03M19.00S,2021-11-02T23:53:47.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,33,46,2021-11-02T23:53:47Z,2680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M19.00S,2021-11-02T23:53:47.9Z,2,REGULAR,substitution,out,[],1626168,,,1610612765,33,46,2021-11-02T23:53:58Z,2690000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M19.00S,2021-11-02T23:53:47.9Z,2,REGULAR,substitution,out,[],1626192,,,1610612765,33,46,2021-11-02T23:53:58Z,2700000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M19.00S,2021-11-02T23:53:47.9Z,2,REGULAR,substitution,in,[],203924,,,1610612765,33,46,2021-11-02T23:53:58Z,2710000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M19.00S,2021-11-02T23:53:47.9Z,2,REGULAR,substitution,in,[],1629670,,,1610612765,33,46,2021-11-02T23:53:58Z,2720000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M17.00S,2021-11-02T23:54:08.2Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612765,33,46,2021-11-02T23:54:19Z,2730000,,,0,,B. Portis shooting personal FOUL (1 PF) (Grant 2 FT),"[1626171, 203924]",1610612749.0,MIL,Portis,B. Portis,shooting,,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Grant,203924.0,
280,PT03M17.00S,2021-11-02T23:54:33.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203924,,,1610612765,34,46,2021-11-02T23:54:33Z,2750000,,,0,,J. Grant Free Throw 1 of 2 (11 PTS),[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
281,PT03M17.00S,2021-11-02T23:54:49.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203924,,,1610612765,34,46,2021-11-02T23:54:49Z,2760000,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
282,PT03M14.00S,2021-11-02T23:54:50.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,34,46,2021-11-02T23:54:50Z,2770000,,,0,,B. Portis REBOUND (Off:3 Def:4),[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,281.0,7.0,4.0,3.0,,,,,,
283,PT03M12.00S,2021-11-02T23:54:57.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,34,46,2021-11-02T23:54:57Z,2780000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,out,[],201588,,,1610612749,34,46,2021-11-02T23:58:06Z,2790000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,34,46,2021-11-02T23:58:06Z,2800000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,34,46,2021-11-02T23:58:06Z,2810000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,out,[],1628400,,,1610612749,34,46,2021-11-02T23:58:06Z,2820000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,in,[],203918,,,1610612749,34,46,2021-11-02T23:58:06Z,2830000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,in,[],203507,,,1610612749,34,46,2021-11-02T23:58:06Z,2840000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,in,[],203648,,,1610612749,34,46,2021-11-02T23:58:06Z,2850000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M12.00S,2021-11-02T23:54:59.8Z,2,REGULAR,substitution,in,[],1629620,,,1610612749,34,46,2021-11-02T23:58:06Z,2860000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M12.00S,2021-11-02T23:58:11.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,34,46,2021-11-03T00:05:06Z,2870000,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,
295,PT02M57.00S,2021-11-02T23:58:24.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.802233902759525,51.470588235294116,1610612749,34,48,2021-11-02T23:58:31Z,2880000,-7.0,21.0,1,left,G. Antetokounmpo DUNK (12 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,2.21,Made,12.0,,,,,,,,,,,,,,,
296,PT02M40.00S,2021-11-02T23:58:41.2Z,2,REGULAR,3pt,Jump Shot,[],203924,93.87319316688567,2.941176470588232,1610612765,37,48,2021-11-02T23:58:52Z,2890000,-235.0,5.0,1,right,J. Grant 3PT  (14 PTS) (S. Bey 2 AST),"[203924, 1630180]",1610612765.0,DET,Grant,J. Grant,,,,,,,,,,23.54,Made,14.0,S. Bey,1630180.0,2.0,,,,,,,,,,,,
298,PT02M20.00S,2021-11-02T23:59:01.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203648,9.379106438896187,51.470588235294116,1610612749,37,50,2021-11-02T23:59:05Z,2910000,-7.0,36.0,1,left,T. Antetokounmpo Hook (6 PTS) (J. Robinson 2 AST),"[203648, 1629620]",1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,3.65,Made,6.0,J. Robinson,1629620.0,2.0,,,,,,,,,,,,
301,PT02M00.00S,2021-11-02T23:59:34.2Z,2,REGULAR,foul,offensive,[],1630595,,,1610612765,37,50,2021-11-02T23:59:38Z,2940000,,,0,,C. Cunningham offensive FOUL (2 PF),"[1630595, 1629620]",1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Robinson,1629620.0,
303,PT02M00.00S,2021-11-02T23:59:34.2Z,2,REGULAR,turnover,offensive foul,[],1630595,,,1610612765,37,50,2021-11-02T23:59:34Z,2960000,,,0,,C. Cunningham offensive foul TURNOVER (2 TO),[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,2.0,,,,,,,,,,,,,,,201245.0,,,,,
305,PT01M42.00S,2021-11-02T23:59:54.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629620,9.379106438896187,4.166666666666657,1610612749,37,53,2021-11-02T23:59:58Z,2970000,229.0,36.0,1,left,J. Robinson 3PT  (6 PTS) (G. Antetokounmpo 5 AST),"[1629620, 203507]",1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,23.2,Made,6.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,,
307,PT01M25.00S,2021-11-03T00:00:11.7Z,2,REGULAR,3pt,Jump Shot,[],1630180,73.89947437582128,13.235294117647058,1610612765,37,53,2021-11-03T00:04:46Z,2990000,-184.0,193.0,1,right,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,Bey,S. Bey,pullup,,,,,,,,,26.64,Missed,,,,,,,,,,,,,,,,
308,PT01M22.00S,2021-11-03T00:00:14.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,37,53,2021-11-03T00:00:15Z,3000000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,307.0,5.0,5.0,0.0,,,,,,
309,PT01M09.00S,2021-11-03T00:00:27.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,7.408015768725363,51.22549019607843,1610612749,37,55,2021-11-03T00:00:34Z,3010000,-6.0,17.0,1,left,T. Antetokounmpo DUNK (8 PTS) (G. Antetokounmpo 6 AST),"[203648, 203507]",1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,1.82,Made,8.0,G. Antetokounmpo,203507.0,6.0,,,,,,,,,,,,
311,PT00M45.50S,2021-11-03T00:00:52.0Z,2,REGULAR,turnover,lost ball,[],203924,,,1610612765,37,55,2021-11-03T00:00:57Z,3030000,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 203648]",1610612765.0,DET,Grant,J. Grant,,,,,,,1.0,Antetokounmpo,203648.0,,,,,,,,,,,,,,,,,,
312,PT00M45.50S,2021-11-03T00:00:52.0Z,2,REGULAR,steal,,[],203648,,,1610612749,37,55,2021-11-03T00:00:53Z,3040000,,,0,,T. Antetokounmpo STEAL (1 STL),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M42.10S,2021-11-03T00:00:57.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629670,7.013797634691201,44.607843137254896,1610612749,37,57,2021-11-03T00:06:54Z,3050000,27.0,13.0,1,left,J. Nwora running Layup (4 PTS) (G. Antetokounmpo 7 AST),"[1629670, 203507]",1610612749.0,MIL,Nwora,J. Nwora,running,,,,,,,,,3.01,Made,4.0,G. Antetokounmpo,203507.0,7.0,,,,,,,,,,,,
315,PT00M25.20S,2021-11-03T00:01:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.74178712220763,45.34313725490197,1610612765,39,57,2021-11-03T00:01:22Z,3070000,-23.0,6.0,1,right,I. Stewart cutting Layup (4 PTS) (C. Cunningham 3 AST),"[1630191, 1630595]",1610612765.0,DET,Stewart,I. Stewart,cutting,,,,,,,,,2.41,Made,4.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,
317,PT00M01.50S,2021-11-03T00:01:48.1Z,2,REGULAR,3pt,Jump Shot,[],203507,37.36859395532195,57.59803921568628,1610612749,39,57,2021-11-03T00:26:49Z,3090000,-38.0,299.0,1,left,MISS G. Antetokounmpo 30' 3PT,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,30.12,Missed,,,,,,,,,,,,,,,,
318,PT00M01.20S,2021-11-03T00:01:48.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,39,57,2021-11-03T00:19:31Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,
319,PT00M01.20S,2021-11-03T00:01:58.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,39,57,2021-11-03T00:23:18Z,3125000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M01.20S,2021-11-03T00:02:09.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612749,39,57,2021-11-03T00:23:29Z,3127500,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,201245.0,,,,,
370,PT00M00.80S,2021-11-03T00:02:15.2Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612765,39,57,2021-11-03T00:26:49Z,3128750,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 203648]",1610612765.0,DET,Hayes,K. Hayes,,,,,,,1.0,Antetokounmpo,203648.0,,,,,,,,,,,,,,,,,,
371,PT00M00.80S,2021-11-03T00:02:15.2Z,2,REGULAR,steal,,[],203648,,,1610612749,39,57,2021-11-03T00:26:04Z,3129375,,,0,,T. Antetokounmpo STEAL (2 STL),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M00.00S,2021-11-03T00:02:20.8Z,2,REGULAR,period,end,[],0,,,1610612749,39,57,2021-11-03T00:26:49Z,3130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-03T00:16:50.6Z,3,REGULAR,substitution,out,['startperiod'],1629670,,,1610612749,39,57,2021-11-03T00:26:49Z,3140000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-11-03T00:16:50.6Z,3,REGULAR,substitution,out,['startperiod'],203918,,,1610612749,39,57,2021-11-03T00:26:49Z,3150000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-11-03T00:16:50.6Z,3,REGULAR,substitution,out,['startperiod'],1629620,,,1610612749,39,57,2021-11-03T00:26:49Z,3160000,,,0,,SUB out: J. Robinson,[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-11-03T00:16:50.6Z,3,REGULAR,substitution,in,['startperiod'],1626192,,,1610612749,39,57,2021-11-03T00:26:49Z,3170000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-11-03T00:16:50.6Z,3,REGULAR,substitution,in,['startperiod'],201588,,,1610612749,39,57,2021-11-03T00:26:49Z,3180000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-11-03T00:16:50.6Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,39,57,2021-11-03T00:26:49Z,3190000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-11-03T00:17:43.5Z,3,REGULAR,period,start,[],0,,,1610612749,39,57,2021-11-03T00:17:43Z,3200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M43.00S,2021-11-03T00:17:59.5Z,3,REGULAR,3pt,Jump Shot,[],1628960,67.32917214191853,43.627450980392155,1610612749,39,57,2021-11-03T00:18:05Z,3210000,-32.0,255.0,1,right,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,25.66,Missed,,,,,,,,,,,,,,,,
330,PT11M39.00S,2021-11-03T00:18:03.2Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,39,57,2021-11-03T00:18:03Z,3220000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,,,,,,,,,329.0,2.0,2.0,0.0,,,,,,
331,PT11M33.00S,2021-11-03T00:18:09.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,10.298948751642584,50.49019607843137,1610612765,41,57,2021-11-03T00:27:48Z,3230000,-2.0,44.0,1,left,C. Cunningham driving floating Jump Shot (4 PTS),[1630595],1610612765.0,DET,Cunningham,C. Cunningham,driving floating,,,,,,,,,4.44,Made,4.0,,,,,,,,,,,,,,,
332,PT11M17.00S,2021-11-03T00:18:27.9Z,3,REGULAR,turnover,out-of-bounds,[],201588,,,1610612749,41,57,2021-11-03T00:30:17Z,3240000,,,0,,G. Hill bad pass out-of-bounds TURNOVER (2 TO),[201588],1610612749.0,MIL,Hill,G. Hill,bad pass,,,,,,2.0,,,,,,,,,,,,,,,201245.0,,,,,
333,PT11M00.00S,2021-11-03T00:18:50.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,12.795663600525614,56.127450980392155,1610612765,41,57,2021-11-03T00:29:25Z,3250000,-31.0,68.0,1,left,MISS C. Cunningham 7' driving floating Shot,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,driving floating,,,,,,,,,7.44,Missed,,,,,,,,,,,,,,,,
334,PT10M57.00S,2021-11-03T00:18:53.0Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,41,57,2021-11-03T00:18:57Z,3260000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,333.0,2.0,1.0,1.0,,,,,,
335,PT10M55.00S,2021-11-03T00:18:54.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630180,7.013797634691201,44.36274509803921,1610612765,41,57,2021-11-03T00:19:01Z,3270000,28.0,13.0,1,left,MISS S. Bey Layup,[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,3.12,Missed,,,,,,,,,,,,,,,,
336,PT10M54.00S,2021-11-03T00:18:55.4Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,41,57,2021-11-03T00:39:03Z,3280000,,,0,,S. Bey REBOUND (Off:2 Def:1),[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,335.0,3.0,1.0,2.0,,,,,,
459,PT10M54.00S,2021-11-03T00:18:55.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630180,7.670827858081481,50.0,1610612765,41,57,2021-11-03T00:38:35Z,3285000,0.0,20.0,1,left,MISS S. Bey tip Layup,[1630180],1610612765.0,DET,Bey,S. Bey,tip,,,,,,,,,1.96,Missed,,,,,,,,,,,,,,,,
460,PT10M53.00S,2021-11-03T00:18:56.8Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,41,57,2021-11-03T00:38:35Z,3287500,,,0,,S. Bey REBOUND (Off:3 Def:1),[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,459.0,4.0,1.0,3.0,,,,,,
337,PT10M52.00S,2021-11-03T00:18:57.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630180,5.590000152587891,50.0,1610612765,41,57,2021-11-03T00:38:35Z,3290000,0.0,0.0,1,left,MISS S. Bey tip Layup,[1630180],1610612765.0,DET,Bey,S. Bey,tip,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
338,PT10M51.00S,2021-11-03T00:18:58.9Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,41,57,2021-11-03T00:18:58Z,3300000,,,0,,S. Bey REBOUND (Off:4 Def:1),[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,337.0,5.0,1.0,4.0,,,,,,
339,PT10M51.00S,2021-11-03T00:18:58.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630180,5.590000152587891,50.0,1610612765,41,57,2021-11-03T00:19:03Z,3310000,0.0,0.0,1,left,MISS S. Bey tip Layup - blocked,"[1630180, 203507]",1610612765.0,DET,Bey,S. Bey,tip,,,,,,,,,0.0,Missed,,,,,Antetokounmpo,203507.0,,,,,,,,,,
340,PT10M51.00S,2021-11-03T00:18:58.9Z,3,REGULAR,block,,[],203507,,,1610612765,41,57,2021-11-03T00:19:01Z,3320000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT10M51.00S,2021-11-03T00:18:58.9Z,3,REGULAR,rebound,defensive,[],203648,,,1610612749,41,57,2021-11-03T00:19:03Z,3330000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:2),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,339.0,2.0,2.0,0.0,,,,,,
342,PT10M47.00S,2021-11-03T00:19:05.2Z,3,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612749,41,57,2021-11-03T00:19:18Z,3340000,,,0,,I. Stewart shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1630191, 203507]",1610612765.0,DET,Stewart,I. Stewart,shooting,,,,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Antetokounmpo,203507.0,
344,PT10M47.00S,2021-11-03T00:19:45.5Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,41,58,2021-11-03T00:19:45Z,3360000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (13 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
345,PT10M47.00S,2021-11-03T00:20:06.2Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,41,59,2021-11-03T00:20:06Z,3370000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (14 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
346,PT10M33.00S,2021-11-03T00:20:21.6Z,3,REGULAR,3pt,Jump Shot,[],1630595,27.77595269382391,19.117647058823522,1610612765,41,59,2021-11-03T00:20:26Z,3380000,154.0,209.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,25.95,Missed,,,,,,,,,,,,,,,,
347,PT10M31.00S,2021-11-03T00:20:23.8Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,41,59,2021-11-03T00:20:23Z,3390000,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,346.0,3.0,2.0,1.0,,,,,,
348,PT10M30.00S,2021-11-03T00:20:24.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.436925098554539,52.205882352941174,1610612765,41,59,2021-11-03T00:20:29Z,3400000,-11.0,-1.0,1,left,MISS I. Stewart Layup - blocked,"[1630191, 203507]",1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,1.11,Missed,,,,,Antetokounmpo,203507.0,,,,,,,,,,
349,PT10M30.00S,2021-11-03T00:20:24.9Z,3,REGULAR,block,,[],203507,,,1610612765,41,59,2021-11-03T00:20:27Z,3410000,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT10M30.00S,2021-11-03T00:20:24.9Z,3,REGULAR,rebound,defensive,[],203648,,,1610612749,41,59,2021-11-03T00:20:29Z,3420000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:3),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,348.0,3.0,3.0,0.0,,,,,,
351,PT10M18.00S,2021-11-03T00:20:36.9Z,3,REGULAR,2pt,Jump Shot,[],203507,76.65900131406045,61.76470588235294,1610612749,41,61,2021-11-03T00:20:50Z,3430000,59.0,167.0,1,right,G. Antetokounmpo 17' pullup Jump Shot (16 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,pullup,,,,,,,,,17.7,Made,16.0,,,,,,,,,,,,,,,
