actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
352,PT11M38.00S,2022-11-08T04:30:12.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,92.59198423127464,35.78431372549019,1610612762,76,71,2022-11-08T04:31:00Z,3490000,-71.0,17.0,1,right,MISS M. Conley 7' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.31,Missed,,,,,,,,,,,,,
353,PT11M36.00S,2022-11-08T04:30:14.8Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,76,71,2022-11-08T04:33:59Z,3500000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,352.0,2.0,1.0,1.0,,,,,
354,PT11M28.00S,2022-11-08T04:30:22.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,95.0886990801577,3.1862745098039214,1610612762,79,71,2022-11-08T04:30:28Z,3510000,-234.0,-6.0,1,right,L. Markkanen 3PT  (10 PTS) (M. Conley 7 AST),"[1628374, 201144]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,23.42,Made,10.0,M. Conley,201144.0,7.0,,,,,,,,,
356,PT11M03.00S,2022-11-08T04:30:46.6Z,3,REGULAR,2pt,Jump Shot,[],203076,7.046649145860711,68.13725490196079,1610612747,79,71,2022-11-08T04:32:21Z,3530000,-91.0,14.0,1,left,MISS A. Davis 9' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,9.17,Missed,,,,,,,,,,,,,
357,PT11M00.00S,2022-11-08T04:30:49.6Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612762,79,71,2022-11-08T04:30:55Z,3540000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,356.0,1.0,1.0,0.0,,,,,
358,PT10M53.00S,2022-11-08T04:30:56.9Z,3,REGULAR,2pt,Jump Shot,[],1627736,72.7496714848883,30.88235294117647,1610612762,81,71,2022-11-08T04:31:02Z,3550000,-96.0,204.0,1,right,M. Beasley 22' pullup Jump Shot (11 PTS) (K. Olynyk 2 AST),"[1627736, 203482]",1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,,,,,,22.5,Made,11.0,K. Olynyk,203482.0,2.0,,,,,,,,,
360,PT10M43.00S,2022-11-08T04:31:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,7.835085413929041,42.40196078431372,1610612747,81,73,2022-11-08T04:31:13Z,3570000,38.0,21.0,1,left,K. Nunn driving Layup (7 PTS),[1629134],1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,,,,,,4.35,Made,7.0,,,,,,,,,,,,
361,PT10M29.00S,2022-11-08T04:31:21.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.46057818659659,56.127450980392155,1610612762,83,73,2022-11-08T04:31:26Z,3580000,31.0,18.0,1,right,L. Markkanen Layup (12 PTS) (M. Conley 8 AST),"[1628374, 201144]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,3.57,Made,12.0,M. Conley,201144.0,8.0,,,,,,,,,
363,PT10M20.00S,2022-11-08T04:31:29.3Z,3,REGULAR,3pt,Jump Shot,[],1628972,7.5722733245729295,94.36274509803921,1610612747,83,73,2022-11-08T04:31:36Z,3600000,-222.0,19.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,,,,,,22.26,Missed,,,,,,,,,,,,,
364,PT10M19.00S,2022-11-08T04:31:30.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,83,73,2022-11-08T04:31:36Z,3610000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,363.0,,,,,,,,
365,PT10M07.00S,2022-11-08T04:31:53.6Z,3,REGULAR,3pt,Jump Shot,[],201144,74.06373193166885,11.27450980392157,1610612762,86,73,2022-11-08T04:31:58Z,3620000,-194.0,191.0,1,right,M. Conley 27' 3PT  (12 PTS) (M. Beasley 1 AST),"[201144, 1627736]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,27.22,Made,12.0,M. Beasley,1627736.0,1.0,,,,,,,,,
367,PT10M05.00S,2022-11-08T04:32:00.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,86,73,2022-11-08T04:32:00Z,3640000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M48.00S,2022-11-08T04:35:11.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203076,14.536793692509855,45.588235294117645,1610612747,86,73,2022-11-08T04:35:18Z,3650000,22.0,84.0,1,left,MISS A. Davis 8' turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.7,Missed,,,,,,,,,,,,,
370,PT09M47.00S,2022-11-08T04:35:12.0Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,86,73,2022-11-08T04:56:36Z,3660000,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,369.0,2.0,2.0,0.0,,,,,
509,PT09M47.00S,2022-11-08T04:35:13.2Z,3,REGULAR,turnover,lost ball,[],203482,,,1610612762,86,73,2022-11-08T04:56:43Z,3665000,,,0,,K. Olynyk lost ball TURNOVER (4 TO),"[203482, 1629117]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,,,Gabriel,1629117.0
510,PT09M47.00S,2022-11-08T04:35:13.2Z,3,REGULAR,steal,,[],1629117,,,1610612747,86,73,2022-11-08T04:56:28Z,3667500,,,0,,W. Gabriel STEAL (3 STL),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
371,PT09M43.00S,2022-11-08T04:35:15.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629117,5.590000152587891,50.0,1610612747,86,75,2022-11-08T04:56:58Z,3670000,0.0,0.0,1,left,W. Gabriel DUNK (4 PTS),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,4.0,,,,,,,,,,,,
372,PT09M30.00S,2022-11-08T04:35:28.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.40932982917214,50.0,1610612762,88,75,2022-11-08T04:35:32Z,3680000,0.0,28.0,1,right,L. Markkanen driving Layup (14 PTS) (M. Conley 9 AST),"[1628374, 201144]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,2.83,Made,14.0,M. Conley,201144.0,9.0,,,,,,,,,
374,PT09M16.00S,2022-11-08T04:35:42.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,12.302890932982917,51.470588235294116,1610612747,88,77,2022-11-08T04:35:48Z,3700000,-7.0,63.0,1,left,A. Reaves 6' pullup Jump Shot (11 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.35,Made,11.0,,,,,,,,,,,,
375,PT09M05.00S,2022-11-08T04:35:53.7Z,3,REGULAR,3pt,Jump Shot,[],1628374,77.08607095926413,5.392156862745098,1610612762,88,77,2022-11-08T04:36:00Z,3710000,-223.0,163.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,27.62,Missed,,,,,,,,,,,,,
376,PT09M00.00S,2022-11-08T04:35:58.7Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,88,77,2022-11-08T04:36:00Z,3720000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,375.0,3.0,3.0,0.0,,,,,
377,PT08M50.00S,2022-11-08T04:36:07.9Z,3,REGULAR,turnover,bad pass,[],1628972,,,1610612747,88,77,2022-11-08T04:36:12Z,3730000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 203482]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Olynyk,203482.0
378,PT08M50.00S,2022-11-08T04:36:07.9Z,3,REGULAR,steal,,[],203482,,,1610612762,88,77,2022-11-08T04:36:09Z,3740000,,,0,,K. Olynyk STEAL (2 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
379,PT08M35.00S,2022-11-08T04:36:23.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,74.06373193166885,9.803921568627452,1610612762,88,77,2022-11-08T04:36:29Z,3750000,-201.0,191.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,27.75,Missed,,,,,,,,,,,,,
380,PT08M31.00S,2022-11-08T04:36:27.8Z,3,REGULAR,rebound,defensive,[],1629117,,,1610612747,88,77,2022-11-08T04:36:29Z,3760000,,,0,,W. Gabriel REBOUND (Off:0 Def:3),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,379.0,3.0,3.0,0.0,,,,,
381,PT08M28.00S,2022-11-08T04:36:33.2Z,3,REGULAR,foul,personal,['2freethrow'],203903,,,1610612747,88,77,2022-11-08T04:36:41Z,3770000,,,0,,J. Clarkson shooting personal FOUL (2 PF) (Davis 2 FT),"[203903, 203076]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1628480.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
383,PT08M28.00S,2022-11-08T04:37:01.4Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,88,78,2022-11-08T04:37:01Z,3790000,,,0,,A. Davis Free Throw 1 of 2 (20 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,20.0,,,,,,,,,,,,
384,PT08M28.00S,2022-11-08T04:37:02.3Z,3,REGULAR,substitution,out,[],1629117,,,1610612747,88,78,2022-11-08T04:37:06Z,3800000,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M28.00S,2022-11-08T04:37:02.3Z,3,REGULAR,substitution,in,[],201566,,,1610612747,88,78,2022-11-08T04:37:06Z,3810000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M28.00S,2022-11-08T04:37:20.1Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,88,79,2022-11-08T04:37:20Z,3820000,,,0,,A. Davis Free Throw 2 of 2 (21 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,21.0,,,,,,,,,,,,
387,PT08M12.00S,2022-11-08T04:37:37.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201144,89.96386333771353,55.14705882352941,1610612762,90,79,2022-11-08T04:37:41Z,3830000,26.0,42.0,1,right,M. Conley driving Layup (14 PTS) (L. Markkanen 2 AST),"[201144, 1628374]",1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.91,Made,14.0,L. Markkanen,1628374.0,2.0,,,,,,,,,
388,PT08M00.00S,2022-11-08T04:37:49.3Z,3,REGULAR,3pt,Jump Shot,[],1628972,13.485545335085414,95.58823529411765,1610612747,90,79,2022-11-08T04:37:54Z,3840000,-228.0,74.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,,,,,,23.97,Missed,,,,,,,,,,,,,
389,PT07M56.00S,2022-11-08T04:37:53.3Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,90,79,2022-11-08T04:37:54Z,3850000,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,388.0,3.0,3.0,0.0,,,,,
390,PT07M48.00S,2022-11-08T04:38:01.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,92.85479632063075,46.07843137254902,1610612762,90,79,2022-11-08T04:41:42Z,3860000,-20.0,15.0,1,right,MISS L. Markkanen cutting DUNK,[1628374],1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,2.45,Missed,,,,,,,,,,,,,
391,PT07M45.00S,2022-11-08T04:38:03.6Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,90,79,2022-11-08T04:38:03Z,3870000,,,0,,J. Clarkson REBOUND (Off:1 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,390.0,3.0,2.0,1.0,,,,,
392,PT07M44.00S,2022-11-08T04:38:04.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203903,87.99277266754271,29.166666666666668,1610612762,90,79,2022-11-08T04:38:11Z,3880000,-104.0,60.0,1,right,MISS J. Clarkson 12' turnaround Shot,[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,12.04,Missed,,,,,,,,,,,,,
393,PT07M43.00S,2022-11-08T04:38:05.9Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,90,79,2022-11-08T04:38:11Z,3890000,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,392.0,3.0,2.0,1.0,,,,,
394,PT07M36.00S,2022-11-08T04:38:13.4Z,3,REGULAR,3pt,Jump Shot,[],1629134,24.655059132720105,84.06862745098039,1610612747,90,82,2022-11-08T04:38:23Z,3900000,-170.0,179.0,1,left,K. Nunn 24' 3PT  (10 PTS) (A. Davis 1 AST),"[1629134, 203076]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,,,24.73,Made,10.0,A. Davis,203076.0,1.0,,,,,,,,,
396,PT07M14.00S,2022-11-08T04:38:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.59198423127464,54.41176470588235,1610612762,92,82,2022-11-08T04:38:39Z,3920000,22.0,17.0,1,right,L. Markkanen driving Layup (16 PTS),[1628374],1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,2.79,Made,16.0,,,,,,,,,,,,
397,PT06M57.00S,2022-11-08T04:38:53.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,8.09789750328515,40.19607843137255,1610612747,92,84,2022-11-08T04:38:58Z,3930000,49.0,24.0,1,left,A. Davis driving Layup (23 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.44,Made,23.0,,,,,,,,,,,,
398,PT06M57.00S,2022-11-08T04:38:55.6Z,3,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612747,92,84,2022-11-08T04:38:59Z,3940000,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Davis 1 FT),"[1628374, 203076]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
400,PT06M57.00S,2022-11-08T04:39:22.3Z,3,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,92,85,2022-11-08T04:39:22Z,3960000,,,0,,A. Davis Free Throw 1 of 1 (24 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,24.0,,,,,,,,,,,,
401,PT06M42.00S,2022-11-08T04:39:43.1Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612762,92,85,2022-11-08T04:39:47Z,3970000,,,0,,R. Westbrook shooting personal FOUL (4 PF) (Olynyk 2 FT),"[201566, 203482]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1628480.0,4.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,
403,PT06M42.00S,2022-11-08T04:40:01.7Z,3,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,93,85,2022-11-08T04:40:01Z,3990000,,,0,,K. Olynyk Free Throw 1 of 2 (9 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
404,PT06M42.00S,2022-11-08T04:40:02.2Z,3,REGULAR,substitution,out,[],203903,,,1610612762,93,85,2022-11-08T04:40:04Z,4000000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M42.00S,2022-11-08T04:40:02.2Z,3,REGULAR,substitution,in,[],1629012,,,1610612762,93,85,2022-11-08T04:40:04Z,4010000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M42.00S,2022-11-08T04:40:19.1Z,3,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,94,85,2022-11-08T04:40:19Z,4020000,,,0,,K. Olynyk Free Throw 2 of 2 (10 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
407,PT06M22.00S,2022-11-08T04:40:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.1268068331143235,42.64705882352941,1610612747,94,85,2022-11-08T04:40:45Z,4030000,37.0,5.0,1,left,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,3.72,Missed,,,,,,,,,,,,,
408,PT06M20.00S,2022-11-08T04:40:42.6Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,94,85,2022-11-08T04:40:45Z,4040000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,407.0,3.0,2.0,1.0,,,,,
409,PT06M16.00S,2022-11-08T04:40:46.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,93.24901445466492,45.09803921568628,1610612762,96,85,2022-11-08T04:43:15Z,4050000,-25.0,11.0,1,right,L. Markkanen running Layup (18 PTS),[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,2.69,Made,18.0,,,,,,,,,,,,
410,PT06M03.00S,2022-11-08T04:40:59.2Z,3,REGULAR,2pt,Jump Shot,[],201566,17.16491458607096,32.1078431372549,1610612747,96,87,2022-11-08T04:41:04Z,4060000,89.0,109.0,1,left,R. Westbrook 14' step back Jump Shot (20 PTS),[201566],1610612747.0,LAL,step back,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,14.1,Made,20.0,,,,,,,,,,,,
411,PT05M45.00S,2022-11-08T04:41:16.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,81.68528252299606,39.705882352941174,1610612762,98,87,2022-11-08T04:44:58Z,4070000,-51.0,120.0,1,right,L. Markkanen 13' pullup Jump Shot (20 PTS),[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.03,Made,20.0,,,,,,,,,,,,
412,PT05M34.00S,2022-11-08T04:41:28.2Z,3,REGULAR,3pt,Jump Shot,[],201566,22.815374507227332,10.784313725490197,1610612747,98,87,2022-11-08T04:41:32Z,4080000,196.0,162.0,1,left,MISS R. Westbrook 25' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,25.44,Missed,,,,,,,,,,,,,
413,PT05M32.00S,2022-11-08T04:41:30.2Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612762,98,87,2022-11-08T04:41:32Z,4090000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,412.0,2.0,2.0,0.0,,,,,
414,PT05M20.00S,2022-11-08T04:41:42.3Z,3,REGULAR,3pt,Jump Shot,[],1629012,93.9060446780552,94.85294117647058,1610612762,101,87,2022-11-08T04:41:48Z,4100000,224.0,5.0,1,right,C. Sexton 3PT  (13 PTS) (M. Conley 10 AST),"[1629012, 201144]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,,,,,,22.44,Made,13.0,M. Conley,201144.0,10.0,,,,,,,,,
416,PT05M10.00S,2022-11-08T04:41:56.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,101,87,2022-11-08T04:41:56Z,4120000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M10.00S,2022-11-08T04:44:19.2Z,3,REGULAR,substitution,out,[],1628972,,,1610612747,101,87,2022-11-08T04:44:38Z,4140000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M10.00S,2022-11-08T04:44:19.2Z,3,REGULAR,substitution,in,[],1631108,,,1610612747,101,87,2022-11-08T04:44:38Z,4150000,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M10.00S,2022-11-08T04:44:19.2Z,3,REGULAR,substitution,in,[],1629117,,,1610612747,101,87,2022-11-08T04:44:38Z,4160000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M10.00S,2022-11-08T04:44:19.2Z,3,REGULAR,substitution,out,[],201566,,,1610612747,101,87,2022-11-08T04:44:46Z,4170000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M57.00S,2022-11-08T04:45:10.9Z,3,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612747,101,87,2022-11-08T04:45:18Z,4180000,,,0,,M. Beasley shooting personal FOUL (2 PF) (Davis 2 FT),"[1627736, 203076]",1610612762.0,UTA,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,202049.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
424,PT04M57.00S,2022-11-08T04:45:39.5Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,101,87,2022-11-08T04:45:39Z,4200000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
425,PT04M57.00S,2022-11-08T04:45:39.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,101,87,2022-11-08T04:45:39Z,4210000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,424.0,,,,,,,,
426,PT04M57.00S,2022-11-08T04:45:57.7Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,101,88,2022-11-08T04:45:57Z,4220000,,,0,,A. Davis Free Throw 2 of 2 (25 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,25.0,,,,,,,,,,,,
427,PT04M47.00S,2022-11-08T04:46:13.6Z,3,REGULAR,violation,kicked ball,[],1631108,,,1610612762,101,88,2022-11-08T04:46:22Z,4230000,,,0,,M. Christie kicked ball VIOLATION,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,
429,PT04M34.00S,2022-11-08T04:46:41.1Z,3,REGULAR,3pt,Jump Shot,[],201144,69.07030223390277,74.75490196078431,1610612762,101,88,2022-11-08T04:46:48Z,4240000,124.0,238.0,1,right,MISS M. Conley 26' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,26.85,Missed,,,,,,,,,,,,,
430,PT04M30.00S,2022-11-08T04:46:45.1Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,101,88,2022-11-08T04:46:48Z,4250000,,,0,,A. Reaves REBOUND (Off:0 Def:4),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,429.0,4.0,4.0,0.0,,,,,
431,PT04M11.00S,2022-11-08T04:47:03.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,9.806176084099869,52.450980392156865,1610612747,101,88,2022-11-08T04:48:32Z,4260000,-12.0,40.0,1,left,MISS A. Davis Layup - blocked,"[203076, 203482]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,4.16,Missed,,,,,,,,,,Olynyk,203482.0,,
432,PT04M11.00S,2022-11-08T04:47:03.2Z,3,REGULAR,block,,[],203482,,,1610612747,101,88,2022-11-08T04:47:57Z,4270000,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
