actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
641,PT02M12.00S,2022-01-13T05:21:23.4Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612741,104,134,2022-01-13T05:21:23Z,6280000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,640.0,3.0,3.0,0.0,,,,,,,,,,,,,,
642,PT02M11.00S,2022-01-13T05:21:25.2Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1630250,77.34888304862024,63.725490196078425,1610612741,104,134,2022-01-13T05:21:44Z,6290000,69.0,160.0,1,right,MISS M. Simonovic 17' Jump Shot,[1630250],1610612741.0,CHI,,,,Simonovic,M. Simonovic,,,,,17.45,Missed,,,,,,,,,,,,,,,,,,
643,PT02M07.00S,2022-01-13T05:21:29.0Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,104,134,2022-01-13T05:21:29Z,6300000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,642.0,2.0,2.0,0.0,,,,,,,,,,,,,,
644,PT01M58.00S,2022-01-13T05:21:50.2Z,4,REGULAR,turnover,offensive goaltending,[],1630549,,,1610612751,104,134,2022-01-13T05:22:07Z,6310000,,,0,,D. Sharpe offensive goaltending TURNOVER (2 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,2.0,,,202026.0,,,,,,,,,,
645,PT01M46.00S,2022-01-13T05:22:08.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612741,104,134,2022-01-13T05:22:43Z,6320000,,,0,,D. Sharpe shooting personal FOUL (6 PF) (Simonovic 2 FT),"[1630549, 1630250]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,202026.0,6.0,0.0,Simonovic,1630250.0,,,,,,
647,PT01M46.00S,2022-01-13T05:22:18.6Z,4,REGULAR,substitution,out,[],1630549,,,1610612741,104,134,2022-01-13T05:22:41Z,6340000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M46.00S,2022-01-13T05:22:18.6Z,4,REGULAR,substitution,in,[],1627761,,,1610612741,104,134,2022-01-13T05:22:41Z,6350000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M46.00S,2022-01-13T05:22:57.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630250,,,1610612741,105,134,2022-01-13T05:22:57Z,6360000,,,0,,M. Simonovic Free Throw 1 of 2 (1 PTS),[1630250],1610612741.0,CHI,,,,Simonovic,M. Simonovic,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
650,PT01M46.00S,2022-01-13T05:23:10.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630250,,,1610612741,106,134,2022-01-13T05:23:10Z,6370000,,,0,,M. Simonovic Free Throw 2 of 2 (2 PTS),[1630250],1610612741.0,CHI,,,,Simonovic,M. Simonovic,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
651,PT01M32.00S,2022-01-13T05:23:27.9Z,4,REGULAR,3pt,Jump Shot,[],1630561,31.488173455978973,59.068627450980394,1610612751,106,134,2022-01-13T05:25:41Z,6380000,-45.0,243.0,1,left,MISS D. Duke Jr. 24' pullup 3PT,[1630561],1610612751.0,BKN,pullup,,,Duke Jr.,D. Duke Jr.,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,
652,PT01M27.00S,2022-01-13T05:23:31.9Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612741,106,134,2022-01-13T05:23:32Z,6390000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:4),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,651.0,4.0,4.0,0.0,,,,,,,,,,,,,,
653,PT01M25.00S,2022-01-13T05:23:36.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628975,,,1610612741,106,134,2022-01-13T05:23:44Z,6400000,,,0,,J. Carter shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1628975, 1630245]",1610612751.0,BKN,shooting,,,Carter,J. Carter,,,,,,,,,,,,,,202058.0,1.0,0.0,Dosunmu,1630245.0,,,,,,
655,PT01M25.00S,2022-01-13T05:23:58.0Z,4,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,107,134,2022-01-13T05:23:58Z,6420000,,,0,,A. Dosunmu Free Throw 1 of 2 (4 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
656,PT01M25.00S,2022-01-13T05:24:10.5Z,4,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,108,134,2022-01-13T05:24:10Z,6430000,,,0,,A. Dosunmu Free Throw 2 of 2 (5 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
657,PT01M15.00S,2022-01-13T05:24:22.1Z,4,REGULAR,2pt,Jump Shot,[],1628975,25.706307490144546,56.372549019607845,1610612751,108,136,2022-01-13T05:24:28Z,6440000,-32.0,189.0,1,left,J. Carter 19' pullup Jump Shot (4 PTS),[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,19.18,Made,,,,,,,,,,,,,,,4.0,,,
658,PT01M04.00S,2022-01-13T05:24:35.6Z,4,REGULAR,3pt,Jump Shot,[],1629744,94.03745072273325,97.79411764705883,1610612741,108,136,2022-01-13T05:24:39Z,6450000,239.0,4.0,1,right,MISS M. Thomas 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
659,PT00M59.20S,2022-01-13T05:24:39.9Z,4,REGULAR,rebound,defensive,[],1630561,,,1610612751,108,136,2022-01-13T05:24:39Z,6460000,,,0,,D. Duke Jr. REBOUND (Off:0 Def:2),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,658.0,2.0,2.0,0.0,,,,,,,,,,,,,,
660,PT00M59.20S,2022-01-13T05:24:42.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628971,5.732588699080158,51.9607843137255,1610612751,108,138,2022-01-13T05:26:40Z,6470000,-10.0,1.0,1,left,B. Brown running DUNK (2 PTS) (D. Duke Jr. 1 AST),"[1628971, 1630561]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,0.99,Made,,,,,,,,,,,,,,,2.0,D. Duke Jr.,1630561.0,1.0
662,PT00M48.00S,2022-01-13T05:24:57.6Z,4,REGULAR,2pt,Jump Shot,[],1629744,94.82588699080158,10.53921568627451,1610612741,110,138,2022-01-13T05:25:02Z,6490000,-197.0,-4.0,1,right,M. Thomas 19' pullup Jump Shot (8 PTS) (D. Dotson 2 AST),"[1629744, 1629653]",1610612741.0,CHI,pullup,,,Thomas,M. Thomas,,,,,19.73,Made,,,,,,,,,,,,,,,8.0,D. Dotson,1629653.0,2.0
664,PT00M33.00S,2022-01-13T05:25:14.5Z,4,REGULAR,2pt,Jump Shot,[],1630560,27.677398160315374,38.970588235294116,1610612751,110,138,2022-01-13T05:25:19Z,6510000,55.0,208.0,1,left,MISS C. Thomas 21' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,21.49,Missed,,,,,,,,,,,,,,,,,,
665,PT00M27.60S,2022-01-13T05:25:20.3Z,4,REGULAR,rebound,defensive,[],1629653,,,1610612741,110,138,2022-01-13T05:25:20Z,6520000,,,0,,D. Dotson REBOUND (Off:0 Def:1),[1629653],1610612741.0,CHI,,,,Dotson,D. Dotson,,,,,,,664.0,1.0,1.0,0.0,,,,,,,,,,,,,,
666,PT00M27.60S,2022-01-13T05:25:22.7Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630250,93.9060446780552,50.73529411764706,1610612741,112,138,2022-01-13T05:25:33Z,6530000,4.0,5.0,1,right,M. Simonovic DUNK (4 PTS) (D. Dotson 3 AST),"[1630250, 1629653]",1610612741.0,CHI,,,,Simonovic,M. Simonovic,,,,,0.61,Made,,,,,,,,,,,,,,,4.0,D. Dotson,1629653.0,3.0
668,PT00M03.60S,2022-01-13T05:25:55.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,112,138,2022-01-13T05:25:59Z,6550000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
669,PT00M00.00S,2022-01-13T05:26:06.0Z,4,REGULAR,period,end,[],0,,,1610612741,112,138,2022-01-13T05:26:06Z,6560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2022-01-13T05:26:09.0Z,4,REGULAR,game,end,[],0,,,0,112,138,2022-01-13T05:26:09Z,6570000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
