actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
444,PT02M46.00S,2022-03-13T02:42:20.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,15.588042049934298,40.931372549019606,1610612739,70,56,2022-03-13T02:43:26Z,4410000,45.0,94.0,1,left,MISS E. Mobley 10' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,,,10.43,Missed,,,,,,,,,,,,,,,,,
445,PT02M42.00S,2022-03-13T02:42:24.1Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,70,56,2022-03-13T02:42:24Z,4420000,,,0,,N. Vucevic REBOUND (Off:0 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,444.0,11.0,11.0,0.0,,,,,,,
446,PT02M22.00S,2022-03-13T02:42:44.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,84.1819973718791,40.68627450980392,1610612741,70,56,2022-03-13T02:43:58Z,4430000,-47.0,96.0,1,right,MISS C. White 10' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,,,10.69,Missed,,,,,,,,,,,,,,,,,
447,PT02M19.00S,2022-03-13T02:42:47.1Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,70,56,2022-03-13T02:42:51Z,4440000,,,0,,N. Vucevic REBOUND (Off:1 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,446.0,12.0,11.0,1.0,,,,,,,
448,PT02M08.00S,2022-03-13T02:42:59.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628972,95.3515111695138,69.85294117647058,1610612741,70,56,2022-03-13T02:43:02Z,4450000,99.0,-9.0,1,right,MISS T. Brown Jr. 9' fadeaway Shot,[1628972],1610612741.0,CHI,fadeaway,,,Brown Jr.,T. Brown Jr.,,,,,,,9.97,Missed,,,,,,,,,,,,,,,,,
449,PT02M07.00S,2022-03-13T02:43:00.1Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,70,56,2022-03-13T02:43:02Z,4460000,,,0,,K. Love REBOUND (Off:0 Def:7),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,448.0,7.0,7.0,0.0,,,,,,,
450,PT02M04.00S,2022-03-13T02:43:05.4Z,3,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612739,70,56,2022-03-13T02:43:13Z,4470000,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Osman 2 FT),"[1628972, 1626224]",1610612741.0,CHI,shooting,,,Brown Jr.,T. Brown Jr.,,,,,2882.0,,,,,,,,,,,,,,1.0,0.0,Osman,1626224.0,,,
452,PT02M04.00S,2022-03-13T02:43:42.4Z,3,REGULAR,freethrow,1 of 2,[],1626224,,,1610612739,70,57,2022-03-13T02:43:42Z,4490000,,,0,,C. Osman Free Throw 1 of 2 (4 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
453,PT02M04.00S,2022-03-13T02:44:03.2Z,3,REGULAR,freethrow,2 of 2,[],1626224,,,1610612739,70,58,2022-03-13T02:44:03Z,4500000,,,0,,C. Osman Free Throw 2 of 2 (5 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
454,PT01M57.00S,2022-03-13T02:44:22.8Z,3,REGULAR,violation,kicked ball,[],1630205,,,1610612741,70,58,2022-03-13T02:44:46Z,4510000,,,0,,L. Stevens kicked ball VIOLATION,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,1627961.0,,,,,,,,,,,,,,,,,,,,
455,PT01M57.00S,2022-03-13T02:44:28.0Z,3,REGULAR,substitution,out,[],1628972,,,1610612741,70,58,2022-03-13T02:44:35Z,4520000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M57.00S,2022-03-13T02:44:28.0Z,3,REGULAR,substitution,out,[],202696,,,1610612741,70,58,2022-03-13T02:44:35Z,4530000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M57.00S,2022-03-13T02:44:28.0Z,3,REGULAR,substitution,out,[],1630596,,,1610612741,70,58,2022-03-13T02:44:35Z,4540000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M57.00S,2022-03-13T02:44:28.0Z,3,REGULAR,substitution,in,[],202684,,,1610612741,70,58,2022-03-13T02:44:35Z,4550000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M57.00S,2022-03-13T02:44:28.0Z,3,REGULAR,substitution,in,[],201942,,,1610612741,70,58,2022-03-13T02:44:35Z,4560000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M57.00S,2022-03-13T02:44:28.0Z,3,REGULAR,substitution,in,[],1629636,,,1610612741,70,58,2022-03-13T02:44:35Z,4570000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M53.00S,2022-03-13T02:44:47.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.51182654402102,53.92156862745098,1610612741,72,58,2022-03-13T02:45:45Z,4580000,20.0,8.0,1,right,C. White cutting Layup (9 PTS) (A. Caruso 3 AST),"[1629632, 1627936]",1610612741.0,CHI,cutting,,,White,C. White,,,,,,,2.14,Made,9.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,,,
463,PT01M39.00S,2022-03-13T02:45:01.1Z,3,REGULAR,2pt,Jump Shot,[],1630205,22.28975032851511,55.88235294117647,1610612739,72,60,2022-03-13T02:45:06Z,4600000,-29.0,157.0,1,left,L. Stevens 15' pullup Jump Shot (2 PTS),[1630205],1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,,,15.97,Made,2.0,,,,,,,,,,,,,,,,
465,PT01M22.00S,2022-03-13T02:45:20.6Z,3,REGULAR,2pt,Jump Shot,[],201942,78.53153745072274,37.254901960784316,1610612741,74,60,2022-03-13T02:46:09Z,4620000,-64.0,149.0,1,right,D. DeRozan 16' step back Jump Shot (19 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,,16.23,Made,19.0,,,,,,,,,,,,,,,,
466,PT01M22.00S,2022-03-13T02:45:27.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630205,,,1610612741,74,60,2022-03-13T02:45:53Z,4630000,,,0,,L. Stevens shooting personal FOUL (4 PF) (DeRozan 1 FT),"[1630205, 201942]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,202053.0,,,,,,,,,,,,,,4.0,0.0,DeRozan,201942.0,,,
468,PT01M22.00S,2022-03-13T02:45:53.8Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,75,60,2022-03-13T02:45:53Z,4650000,,,0,,D. DeRozan Free Throw 1 of 1 (20 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,
469,PT01M06.00S,2022-03-13T02:46:18.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,12.697109067017081,46.32352941176471,1610612739,75,62,2022-03-13T02:46:23Z,4660000,18.0,67.0,1,left,B. Goodwin 6' turnaround Jump Shot (2 PTS) (K. Love 3 AST),"[1629164, 201567]",1610612739.0,CLE,turnaround,,,Goodwin,B. Goodwin,,,,,,,6.94,Made,2.0,K. Love,201567.0,3.0,,,,,,,,,,,,,
471,PT00M47.00S,2022-03-13T02:46:38.7Z,3,REGULAR,2pt,Jump Shot,[],201942,76.42904073587385,41.911764705882355,1610612741,75,62,2022-03-13T02:46:43Z,4680000,-40.0,169.0,1,right,MISS D. DeRozan 17' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,17.39,Missed,,,,,,,,,,,,,,,,,
472,PT00M44.20S,2022-03-13T02:46:41.5Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,75,62,2022-03-13T02:46:41Z,4690000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,471.0,1.0,1.0,0.0,,,,,,,
473,PT00M38.40S,2022-03-13T02:46:48.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,13.87976346911958,45.34313725490196,1610612739,75,64,2022-03-13T02:46:52Z,4700000,23.0,78.0,1,left,C. Osman 8' floating Jump Shot (7 PTS),[1626224],1610612739.0,CLE,floating,,,Osman,C. Osman,,,,,,,8.14,Made,7.0,,,,,,,,,,,,,,,,
474,PT00M31.10S,2022-03-13T02:47:00.9Z,3,REGULAR,2pt,Jump Shot,[],1627936,76.03482260183968,58.08823529411765,1610612741,77,64,2022-03-13T02:47:04Z,4710000,40.0,173.0,1,right,A. Caruso 17' pullup Jump Shot (9 PTS),[1627936],1610612741.0,CHI,pullup,,,Caruso,A. Caruso,,,,,,,17.75,Made,9.0,,,,,,,,,,,,,,,,
475,PT00M08.70S,2022-03-13T02:47:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.30946123521682,50.49019607843137,1610612739,77,66,2022-03-13T02:47:29Z,4720000,-2.0,16.0,1,left,D. Garland driving Layup (16 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,1.64,Made,16.0,,,,,,,,,,,,,,,,
476,PT00M02.90S,2022-03-13T02:47:37.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627936,66.04796320630749,55.63725490196079,1610612741,77,66,2022-03-13T02:47:46Z,4730000,28.0,267.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,26.81,Missed,,,,,,,,,,,,,,,,,
477,PT00M02.90S,2022-03-13T02:47:37.1Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,77,66,2022-03-13T02:47:46Z,4740000,,,0,,K. Love REBOUND (Off:0 Def:8),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,476.0,8.0,8.0,0.0,,,,,,,
478,PT00M00.00S,2022-03-13T02:47:45.3Z,3,REGULAR,period,end,[],0,,,1610612739,77,66,2022-03-13T02:47:45Z,4750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-03-13T02:50:29.8Z,4,REGULAR,period,start,[],0,,,1610612741,77,66,2022-03-13T02:50:29Z,4760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT11M46.00S,2022-03-13T02:50:42.3Z,4,REGULAR,2pt,Jump Shot,[],201942,89.83245729303549,27.696078431372552,1610612741,77,66,2022-03-13T02:50:48Z,4770000,-112.0,43.0,1,right,MISS D. DeRozan 11' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,,,11.95,Missed,,,,,,,,,,,,,,,,,
481,PT11M45.00S,2022-03-13T02:50:43.3Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,77,66,2022-03-13T02:50:48Z,4780000,,,0,,D. Garland REBOUND (Off:1 Def:5),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,480.0,6.0,5.0,1.0,,,,,,,
482,PT11M41.00S,2022-03-13T02:50:47.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626224,6.1268068331143235,48.03921568627451,1610612739,77,66,2022-03-13T02:50:53Z,4790000,10.0,5.0,1,left,MISS C. Osman alley-oop Layup,[1626224],1610612739.0,CLE,alley-oop,,,Osman,C. Osman,,,,,,,1.1,Missed,,,,,,,,,,,,,,,,,
483,PT11M41.00S,2022-03-13T02:50:47.6Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612741,77,66,2022-03-13T02:50:53Z,4800000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,482.0,2.0,2.0,0.0,,,,,,,
484,PT11M22.00S,2022-03-13T02:51:06.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202684,94.82588699080158,65.44117647058823,1610612741,79,66,2022-03-13T02:51:25Z,4810000,77.0,-4.0,1,right,T. Thompson 7' turnaround Hook (5 PTS) (C. White 6 AST),"[202684, 1629632]",1610612741.0,CHI,turnaround,,,Thompson,T. Thompson,,,,,,,7.73,Made,5.0,C. White,1629632.0,6.0,,,,,,,,,,,,,
486,PT11M04.00S,2022-03-13T02:51:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.521024967148489,47.794117647058826,1610612739,79,66,2022-03-13T02:51:29Z,4830000,11.0,9.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,1.41,Missed,,,,,,,,,,,,,,,,,
487,PT11M04.00S,2022-03-13T02:51:24.0Z,4,REGULAR,rebound,defensive,[],202684,,,1610612741,79,66,2022-03-13T02:51:29Z,4840000,,,0,,T. Thompson REBOUND (Off:0 Def:5),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,486.0,5.0,5.0,0.0,,,,,,,
488,PT10M57.00S,2022-03-13T02:51:37.0Z,4,REGULAR,turnover,lost ball,[],1627936,,,1610612741,79,66,2022-03-13T02:51:52Z,4850000,,,0,,A. Caruso lost ball TURNOVER (1 TO),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,1.0,,,,,,,,,,,,,,,,,,,
489,PT10M57.00S,2022-03-13T02:51:43.9Z,4,REGULAR,foul,personal,[],1627936,,,1610612739,79,66,2022-03-13T02:52:08Z,4860000,,,0,,A. Caruso loose ball personal FOUL (2 PF),"[1627936, 1629164]",1610612741.0,CHI,loose ball,,,Caruso,A. Caruso,,,,,202053.0,,,,,,,,,,,,,,2.0,0.0,Goodwin,1629164.0,,,
491,PT10M57.00S,2022-03-13T02:51:52.9Z,4,REGULAR,substitution,out,[],1627884,,,1610612739,79,66,2022-03-13T02:52:00Z,4880000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M57.00S,2022-03-13T02:51:52.9Z,4,REGULAR,substitution,in,[],1629750,,,1610612739,79,66,2022-03-13T02:52:00Z,4890000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT10M40.00S,2022-03-13T02:52:21.4Z,4,REGULAR,turnover,bad pass,[],1629164,,,1610612739,79,66,2022-03-13T02:52:25Z,4900000,,,0,,B. Goodwin bad pass TURNOVER (1 TO),"[1629164, 1627936]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,1.0,,,,,,,,,,,,,,,,,Caruso,1627936.0,
494,PT10M40.00S,2022-03-13T02:52:21.4Z,4,REGULAR,steal,,[],1627936,,,1610612741,79,66,2022-03-13T02:52:23Z,4910000,,,0,,A. Caruso STEAL (4 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT10M35.00S,2022-03-13T02:52:26.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,95.0886990801577,49.50980392156863,1610612741,81,66,2022-03-13T02:52:31Z,4920000,-2.0,-6.0,1,right,A. Caruso running Layup (11 PTS),[1627936],1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,,,0.68,Made,11.0,,,,,,,,,,,,,,,,
496,PT10M26.00S,2022-03-13T02:52:35.0Z,4,REGULAR,turnover,bad pass,[],1629164,,,1610612739,81,66,2022-03-13T02:52:38Z,4930000,,,0,,B. Goodwin bad pass TURNOVER (2 TO),"[1629164, 1629632]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,2.0,,,,,,,,,,,,,,,,,White,1629632.0,
497,PT10M26.00S,2022-03-13T02:52:35.0Z,4,REGULAR,steal,,[],1629632,,,1610612741,81,66,2022-03-13T02:52:36Z,4940000,,,0,,C. White STEAL (2 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT10M21.00S,2022-03-13T02:52:41.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,85.49605781865965,49.754901960784316,1610612741,81,66,2022-03-13T02:52:49Z,4950000,-1.0,84.0,1,right,MISS C. White 8' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,,,8.38,Missed,,,,,,,,,,,,,,,,,
499,PT10M21.00S,2022-03-13T02:52:46.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,81,66,2022-03-13T02:52:46Z,4960000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,498.0,,,,,,,,,,
500,PT10M21.00S,2022-03-13T02:52:47.8Z,4,REGULAR,foul,personal,[],1629636,,,1610612741,81,66,2022-03-13T02:52:57Z,4970000,,,0,,D. Garland loose ball personal FOUL (3 PF),"[1629636, 202684]",1610612739.0,CLE,loose ball,,,Garland,D. Garland,,,,,202053.0,,,,,,,,,,,,,,3.0,1.0,Thompson,202684.0,,,
502,PT10M21.00S,2022-03-13T02:52:57.6Z,4,REGULAR,substitution,out,[],1629164,,,1610612741,81,66,2022-03-13T02:53:04Z,4990000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M21.00S,2022-03-13T02:52:57.6Z,4,REGULAR,substitution,out,[],1630205,,,1610612741,81,66,2022-03-13T02:53:04Z,5000000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT10M21.00S,2022-03-13T02:52:57.6Z,4,REGULAR,substitution,in,[],1630596,,,1610612741,81,66,2022-03-13T02:53:04Z,5010000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M21.00S,2022-03-13T02:52:57.6Z,4,REGULAR,substitution,in,[],1630171,,,1610612741,81,66,2022-03-13T02:53:04Z,5020000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT10M15.00S,2022-03-13T02:53:24.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201942,87.99277266754271,40.44117647058824,1610612741,83,66,2022-03-13T02:53:28Z,5030000,-48.0,60.0,1,right,D. DeRozan 7' driving bank Jump Shot (22 PTS),[201942],1610612741.0,CHI,driving bank,,,DeRozan,D. DeRozan,,,,,,,7.7,Made,22.0,,,,,,,,,,,,,,,,
507,PT10M15.00S,2022-03-13T02:53:30.2Z,4,REGULAR,foul,personal,['1freethrow'],1626224,,,1610612741,83,66,2022-03-13T02:53:47Z,5040000,,,0,,C. Osman shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1626224, 201942]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,2882.0,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,
509,PT10M15.00S,2022-03-13T02:53:47.7Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],201942,,,1610612741,84,66,2022-03-13T02:53:47Z,5060000,,,0,,D. DeRozan Free Throw 1 of 1 (23 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,
510,PT09M57.00S,2022-03-13T02:54:08.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,11.251642575558476,39.950980392156865,1610612739,84,68,2022-03-13T02:54:15Z,5070000,50.0,53.0,1,left,D. Garland 7' driving bank Jump Shot (18 PTS),[1629636],1610612739.0,CLE,driving bank,,,Garland,D. Garland,,,,,,,7.32,Made,18.0,,,,,,,,,,,,,,,,
511,PT09M57.00S,2022-03-13T02:54:11.5Z,4,REGULAR,foul,personal,['1freethrow'],202684,,,1610612739,84,68,2022-03-13T02:54:32Z,5080000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Garland 1 FT),"[202684, 1629636]",1610612741.0,CHI,shooting,,,Thompson,T. Thompson,,,,,1627961.0,,,,,,,,,,,,,,2.0,0.0,Garland,1629636.0,,,
513,PT09M57.00S,2022-03-13T02:54:33.6Z,4,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,84,69,2022-03-13T02:54:33Z,5100000,,,0,,D. Garland Free Throw 1 of 1 (19 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,
514,PT09M40.00S,2022-03-13T02:54:50.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,92.85479632063075,46.07843137254902,1610612741,84,69,2022-03-13T02:54:55Z,5110000,-20.0,15.0,1,right,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,,2.45,Missed,,,,,,,,,,,,,,,,,
515,PT09M38.00S,2022-03-13T02:54:52.5Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,84,69,2022-03-13T02:54:55Z,5120000,,,0,,K. Love REBOUND (Off:0 Def:9),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,514.0,9.0,9.0,0.0,,,,,,,
516,PT09M20.00S,2022-03-13T02:55:10.7Z,4,REGULAR,2pt,Jump Shot,[],1629636,11.251642575558476,30.14705882352941,1610612739,84,71,2022-03-13T02:55:25Z,5130000,99.0,53.0,1,left,D. Garland 11' turnaround Jump Shot (21 PTS),[1629636],1610612739.0,CLE,turnaround,,,Garland,D. Garland,,,,,,,11.27,Made,21.0,,,,,,,,,,,,,,,,
517,PT08M59.00S,2022-03-13T02:55:37.6Z,4,REGULAR,foul,personal,[],201567,,,1610612741,84,71,2022-03-13T02:55:43Z,5140000,,,0,,K. Love personal FOUL (3 PF),"[201567, 202684]",1610612739.0,CLE,,,,Love,K. Love,,,,,202053.0,,,,,,,,,,,,,,3.0,0.0,Thompson,202684.0,,,
519,PT08M59.00S,2022-03-13T02:55:43.1Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,84,71,2022-03-13T02:55:46Z,5160000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M59.00S,2022-03-13T02:55:43.1Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,84,71,2022-03-13T02:55:46Z,5170000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M48.00S,2022-03-13T02:56:05.9Z,4,REGULAR,2pt,Jump Shot,[],201942,85.10183968462549,26.715686274509803,1610612741,84,71,2022-03-13T02:56:14Z,5180000,-116.0,88.0,1,right,MISS D. DeRozan 14' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,14.56,Missed,,,,,,,,,,,,,,,,,
522,PT08M43.00S,2022-03-13T02:56:10.4Z,4,REGULAR,rebound,offensive,[],202684,,,1610612741,84,71,2022-03-13T02:56:10Z,5190000,,,0,,T. Thompson REBOUND (Off:1 Def:5),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,521.0,6.0,5.0,1.0,,,,,,,
523,PT08M35.00S,2022-03-13T02:56:19.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629632,80.3712220762155,69.36274509803921,1610612741,84,71,2022-03-13T02:56:44Z,5200000,97.0,132.0,1,right,MISS C. White 16' fadeaway Shot,[1629632],1610612741.0,CHI,fadeaway,,,White,C. White,,,,,,,16.37,Missed,,,,,,,,,,,,,,,,,
524,PT08M31.00S,2022-03-13T02:56:23.7Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,84,71,2022-03-13T02:56:25Z,5210000,,,0,,D. Garland REBOUND (Off:1 Def:6),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,523.0,7.0,6.0,1.0,,,,,,,
525,PT08M29.00S,2022-03-13T02:56:24.5Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626224,5.469776609724048,50.73529411764706,1610612739,84,73,2022-03-13T02:57:00Z,5220000,-4.0,-1.0,1,left,C. Osman running DUNK (9 PTS) (D. Garland 6 AST),"[1626224, 1629636]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,,,0.39,Made,9.0,D. Garland,1629636.0,6.0,,,,,,,,,,,,,
527,PT08M08.00S,2022-03-13T02:56:45.6Z,4,REGULAR,2pt,Jump Shot,[],201942,73.53810775295663,48.529411764705884,1610612741,86,73,2022-03-13T02:56:49Z,5240000,-7.0,196.0,1,right,D. DeRozan 19' Jump Shot (25 PTS) (A. Dosunmu 2 AST),"[201942, 1630245]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,19.63,Made,25.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,
529,PT08M00.00S,2022-03-13T02:56:53.8Z,4,REGULAR,3pt,Jump Shot,[],1626224,27.151773981603156,17.15686274509804,1610612739,86,73,2022-03-13T02:57:00Z,5260000,164.0,203.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,,
530,PT07M57.00S,2022-03-13T02:56:57.3Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,86,73,2022-03-13T02:56:57Z,5270000,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,529.0,6.0,4.0,2.0,,,,,,,
