actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
368,PT10M43.00S,2021-12-09T02:30:51.1Z,3,REGULAR,3pt,Jump Shot,[],1626174,29.122864651773984,18.38235294117647,1610612745,67,56,2021-12-09T02:30:56Z,3680000,158.0,221.0,1,left,MISS C. Wood 27' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
369,PT10M42.00S,2021-12-09T02:30:52.1Z,3,REGULAR,rebound,defensive,[],201949,,,1610612751,67,56,2021-12-09T02:30:56Z,3690000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,368.0,2.0,2.0,0.0,,,,,,,,,,,,,,
370,PT10M24.00S,2021-12-09T02:31:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201949,92.9862023653088,52.20588235294118,1610612751,67,56,2021-12-09T02:31:15Z,3700000,11.0,13.0,1,right,MISS J. Johnson driving Layup - blocked,"[201949, 1626174]",1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,1.73,Missed,,,,,,,,,Wood,1626174.0,,,,,,,,,
371,PT10M24.00S,2021-12-09T02:31:09.9Z,3,REGULAR,block,,[],1626174,,,1610612751,67,56,2021-12-09T02:31:12Z,3710000,,,0,,C. Wood BLOCK (2 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT10M23.00S,2021-12-09T02:31:10.9Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,67,56,2021-12-09T02:31:23Z,3720000,,,0,,C. Wood REBOUND (Off:2 Def:7),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,370.0,9.0,7.0,2.0,,,,,,,,,,,,,,
373,PT10M16.00S,2021-12-09T02:31:19.1Z,3,REGULAR,foul,personal,[],201988,,,1610612745,67,56,2021-12-09T02:31:25Z,3730000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 1630256]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Tate,1630256.0,,,,
375,PT10M05.00S,2021-12-09T02:31:45.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.652431011826544,53.67647058823529,1610612745,67,56,2021-12-09T02:31:55Z,3750000,-18.0,10.0,1,left,MISS J. Tate cutting Layup - blocked,"[1630256, 1627761]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,2.09,Missed,,,,,,,,,Bembry,1627761.0,,,,,,,,,
376,PT10M05.00S,2021-12-09T02:31:45.5Z,3,REGULAR,block,,[],1627761,,,1610612745,67,56,2021-12-09T02:31:47Z,3760000,,,0,,D. Bembry BLOCK (1 BLK),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT10M05.00S,2021-12-09T02:31:45.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,67,56,2021-12-09T02:31:55Z,3770000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,,,
378,PT10M05.00S,2021-12-09T02:31:52.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,67,56,2021-12-09T02:31:52Z,3780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT10M02.00S,2021-12-09T02:32:02.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629717,22.815374507227332,88.97058823529412,1610612745,67,56,2021-12-09T02:32:11Z,3790000,-195.0,162.0,1,left,MISS A. Brooks 25' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
380,PT09M57.00S,2021-12-09T02:32:07.3Z,3,REGULAR,rebound,offensive,[],201569,,,1610612745,67,56,2021-12-09T02:33:56Z,3800000,,,0,,E. Gordon REBOUND (Off:1 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,379.0,2.0,1.0,1.0,,,,,,,,,,,,,,
381,PT09M46.00S,2021-12-09T02:32:17.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630256,13.485545335085414,4.166666666666666,1610612745,67,56,2021-12-09T02:32:28Z,3810000,229.0,74.0,1,left,MISS J. Tate 24' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,,
382,PT09M46.00S,2021-12-09T02:32:17.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,67,56,2021-12-09T02:32:28Z,3820000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,381.0,,,,,,,,,,,,,,,,,
383,PT09M46.00S,2021-12-09T02:32:24.2Z,3,REGULAR,foul,personal,[],201949,,,1610612745,67,56,2021-12-09T02:32:33Z,3830000,,,0,,J. Johnson loose ball personal FOUL (2 PF),"[201949, 1626174]",1610612751.0,BKN,loose ball,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Wood,1626174.0,,,,
385,PT09M38.00S,2021-12-09T02:32:48.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626174,32.53942181340342,35.53921568627451,1610612745,67,56,2021-12-09T02:32:53Z,3850000,72.0,253.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
386,PT09M37.00S,2021-12-09T02:32:49.2Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,67,56,2021-12-09T02:32:53Z,3860000,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,385.0,6.0,6.0,0.0,,,,,,,,,,,,,,
387,PT09M29.00S,2021-12-09T02:33:00.2Z,3,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612751,67,56,2021-12-09T02:33:12Z,3870000,,,0,,J. Tate shooting personal FOUL (4 PF) (Harden 2 FT),"[1630256, 201935]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Harden,201935.0,,,,
389,PT09M29.00S,2021-12-09T02:33:19.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,67,56,2021-12-09T02:33:19Z,3890000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT09M29.00S,2021-12-09T02:33:33.5Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612751,67,56,2021-12-09T02:35:00Z,3900000,,,0,,,[],1610612745.0,HOU,support,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,
391,PT09M29.00S,2021-12-09T02:36:24.2Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,67,57,2021-12-09T02:36:24Z,3910000,,,0,,J. Harden Free Throw 1 of 2 (15 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
392,PT09M29.00S,2021-12-09T02:36:43.1Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,67,58,2021-12-09T02:36:43Z,3920000,,,0,,J. Harden Free Throw 2 of 2 (16 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
393,PT09M20.00S,2021-12-09T02:36:56.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,67,58,2021-12-09T02:36:56Z,3930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT09M08.00S,2021-12-09T02:37:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.1268068331143235,53.431372549019606,1610612745,69,58,2021-12-09T02:37:28Z,3940000,-17.0,5.0,1,left,J. Tate reverse Layup (8 PTS) (A. Brooks 4 AST),"[1630256, 1629717]",1610612745.0,HOU,reverse,,,Tate,J. Tate,,,,,1.79,Made,8.0,,,,,,,,,,,,,,,A. Brooks,1629717.0,4.0,
396,PT08M52.00S,2021-12-09T02:37:38.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,69,58,2021-12-09T02:37:38Z,3960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M48.00S,2021-12-09T02:38:00.4Z,3,REGULAR,foul,personal,[],1630256,,,1610612751,69,58,2021-12-09T02:38:06Z,3970000,,,0,,J. Tate personal FOUL (5 PF),"[1630256, 201935]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,201639.0,5.0,0.0,Harden,201935.0,,,,
399,PT08M48.00S,2021-12-09T02:38:05.8Z,3,REGULAR,substitution,out,[],1630256,,,1610612751,69,58,2021-12-09T02:38:08Z,3990000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M48.00S,2021-12-09T02:38:05.8Z,3,REGULAR,substitution,in,[],1630231,,,1610612751,69,58,2021-12-09T02:38:08Z,4000000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M40.00S,2021-12-09T02:38:37.0Z,3,REGULAR,2pt,Jump Shot,[],201988,77.34888304862024,61.274509803921575,1610612751,69,58,2021-12-09T02:38:46Z,4010000,56.0,160.0,1,right,MISS P. Mills 17' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,17.0,Missed,,,,,,,,,,,,,,,,,,,
402,PT08M38.00S,2021-12-09T02:38:39.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,69,58,2021-12-09T02:38:46Z,4020000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,
403,PT08M38.00S,2021-12-09T02:38:42.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,69,58,2021-12-09T02:38:42Z,4030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M21.00S,2021-12-09T02:39:06.1Z,3,REGULAR,3pt,Jump Shot,[],201569,31.882391590013142,19.852941176470587,1610612745,69,58,2021-12-09T02:45:09Z,4040000,151.0,247.0,1,left,MISS E. Gordon 28' pullup 3PT,[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,28.95,Missed,,,,,,,,,,,,,,,,,,,
405,PT08M20.00S,2021-12-09T02:39:07.1Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,69,58,2021-12-09T02:39:12Z,4050000,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,404.0,7.0,7.0,0.0,,,,,,,,,,,,,,
406,PT08M14.00S,2021-12-09T02:39:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.9862023653088,47.794117647058826,1610612751,69,60,2021-12-09T02:39:26Z,4060000,-11.0,13.0,1,right,N. Claxton cutting Layup (6 PTS) (J. Harden 5 AST),"[1629651, 201935]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,1.73,Made,6.0,,,,,,,,,,,,,,,J. Harden,201935.0,5.0,
408,PT08M14.00S,2021-12-09T02:39:21.1Z,3,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612751,69,60,2021-12-09T02:39:26Z,4080000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Claxton 1 FT),"[1629726, 1629651]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Claxton,1629651.0,,,,
410,PT08M14.00S,2021-12-09T02:39:42.0Z,3,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,69,60,2021-12-09T02:39:45Z,4100000,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
411,PT08M14.00S,2021-12-09T02:39:42.0Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,69,60,2021-12-09T02:39:45Z,4110000,,,0,,C. Wood REBOUND (Off:2 Def:8),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,410.0,10.0,8.0,2.0,,,,,,,,,,,,,,
412,PT08M01.00S,2021-12-09T02:39:53.5Z,3,REGULAR,3pt,Jump Shot,[],1629726,6.258212877792378,96.32352941176471,1610612745,69,60,2021-12-09T02:40:11Z,4120000,-232.0,6.0,1,left,MISS G. Mathews 3PT - blocked,"[1629726, 1629651]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,23.17,Missed,,,,,,,,,Claxton,1629651.0,,,,,,,,,
413,PT08M01.00S,2021-12-09T02:39:53.5Z,3,REGULAR,block,,[],1629651,,,1610612745,69,60,2021-12-09T02:39:56Z,4130000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M56.00S,2021-12-09T02:39:58.5Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612745,69,60,2021-12-09T02:40:01Z,4140000,,,0,,C. Wood REBOUND (Off:3 Def:8),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,412.0,11.0,8.0,3.0,,,,,,,,,,,,,,
415,PT07M55.00S,2021-12-09T02:40:00.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626174,6.521024967148489,49.50980392156863,1610612745,71,60,2021-12-09T02:40:06Z,4150000,2.0,9.0,1,left,C. Wood alley-oop DUNK (11 PTS) (E. Gordon 1 AST),"[1626174, 201569]",1610612745.0,HOU,alley-oop,,,Wood,C. Wood,,,,,0.91,Made,11.0,,,,,,,,,,,,,,,E. Gordon,201569.0,1.0,
417,PT07M41.00S,2021-12-09T02:40:13.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.9862023653088,52.20588235294118,1610612751,71,62,2021-12-09T02:40:18Z,4170000,11.0,13.0,1,right,N. Claxton alley-oop DUNK (8 PTS) (J. Johnson 3 AST),"[1629651, 201949]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,1.73,Made,8.0,,,,,,,,,,,,,,,J. Johnson,201949.0,3.0,
419,PT07M25.00S,2021-12-09T02:40:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.1268068331143235,44.85294117647059,1610612745,73,62,2021-12-09T02:40:36Z,4190000,26.0,5.0,1,left,E. Gordon driving finger roll Layup (19 PTS),[201569],1610612745.0,HOU,driving finger roll,,,Gordon,E. Gordon,,,,,2.62,Made,19.0,,,,,,,,,,,,,,,,,,
420,PT07M10.00S,2021-12-09T02:40:45.4Z,3,REGULAR,3pt,Jump Shot,[],201988,94.03745072273325,95.34313725490196,1610612751,73,62,2021-12-09T02:40:52Z,4200000,227.0,4.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
421,PT07M08.00S,2021-12-09T02:40:47.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,73,62,2021-12-09T02:40:52Z,4210000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,,,
422,PT07M08.00S,2021-12-09T02:40:50.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,73,62,2021-12-09T02:40:50Z,4220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M50.00S,2021-12-09T02:41:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.389618922470433,53.18627450980392,1610612745,75,62,2021-12-09T02:41:27Z,4230000,-16.0,8.0,1,left,E. Gordon driving reverse Layup (21 PTS),[201569],1610612745.0,HOU,driving reverse,,,Gordon,E. Gordon,,,,,1.76,Made,21.0,,,,,,,,,,,,,,,,,,
424,PT06M30.00S,2021-12-09T02:41:39.5Z,3,REGULAR,3pt,Jump Shot,[],201988,96.13994743758212,4.411764705882353,1610612751,75,62,2021-12-09T02:41:44Z,4240000,-228.0,-16.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
425,PT06M29.00S,2021-12-09T02:41:40.5Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,75,62,2021-12-09T02:41:44Z,4250000,,,0,,C. Wood REBOUND (Off:3 Def:9),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,424.0,12.0,9.0,3.0,,,,,,,,,,,,,,
426,PT06M19.00S,2021-12-09T02:41:52.7Z,3,REGULAR,turnover,out-of-bounds,[],1629717,,,1610612745,75,62,2021-12-09T02:41:59Z,4260000,,,0,,A. Brooks step out-of-bounds TURNOVER (3 TO),[1629717],1610612745.0,HOU,step,,,Brooks,A. Brooks,,,,,,,,,,,,3.0,,,,,1628171.0,,,,,,,,
427,PT06M04.00S,2021-12-09T02:42:20.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,91.5407358738502,60.78431372549019,1610612751,75,62,2021-12-09T02:42:50Z,4270000,54.0,27.0,1,right,MISS N. Claxton 6' Layup,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,6.03,Missed,,,,,,,,,,,,,,,,,,,
428,PT06M03.00S,2021-12-09T02:42:21.5Z,3,REGULAR,rebound,defensive,[],1629717,,,1610612745,75,62,2021-12-09T02:42:25Z,4280000,,,0,,A. Brooks REBOUND (Off:0 Def:4),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,427.0,4.0,4.0,0.0,,,,,,,,,,,,,,
429,PT05M50.00S,2021-12-09T02:42:34.7Z,3,REGULAR,turnover,lost ball,[],201569,,,1610612745,75,62,2021-12-09T02:42:39Z,4290000,,,0,,E. Gordon lost ball TURNOVER (3 TO),"[201569, 201935]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,3.0,Harden,201935.0,,,,,,,,,,,
430,PT05M50.00S,2021-12-09T02:42:34.7Z,3,REGULAR,steal,,[],201935,,,1610612751,75,62,2021-12-09T02:42:36Z,4300000,,,0,,J. Harden STEAL (2 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M44.00S,2021-12-09T02:42:40.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627761,94.03745072273325,59.31372549019608,1610612751,75,62,2021-12-09T02:42:46Z,4310000,47.0,4.0,1,right,MISS D. Bembry Layup - blocked,"[1627761, 1629717]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,4.67,Missed,,,,,,,,,Brooks,1629717.0,,,,,,,,,
432,PT05M44.00S,2021-12-09T02:42:40.9Z,3,REGULAR,block,,[],1629717,,,1610612751,75,62,2021-12-09T02:42:43Z,4320000,,,0,,A. Brooks BLOCK (1 BLK),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M43.00S,2021-12-09T02:42:41.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,75,62,2021-12-09T02:42:46Z,4330000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,431.0,,,,,,,,,,,,,,,,,
434,PT05M43.00S,2021-12-09T02:42:46.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,75,62,2021-12-09T02:42:46Z,4340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M43.00S,2021-12-09T02:42:52.1Z,3,REGULAR,foul,technical,['1freethrow'],201569,,,1610612745,75,62,2021-12-09T02:43:00Z,4350000,,,0,,E. Gordon technical FOUL (1 Tech),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,204059.0,1.0,1.0,,,,,,
436,PT05M43.00S,2021-12-09T02:43:17.2Z,3,REGULAR,freethrow,1 of 1,[],201935,,,1610612745,75,63,2021-12-09T02:43:17Z,4360000,,,0,,J. Harden technical Free Throw 1 of 1 (17 PTS),[201935],1610612751.0,BKN,technical,,,Harden,J. Harden,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
437,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,out,[],201569,,,1610612745,75,63,2021-12-09T02:43:31Z,4370000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,out,[],201988,,,1610612745,75,63,2021-12-09T02:43:31Z,4380000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,out,[],1629651,,,1610612745,75,63,2021-12-09T02:43:31Z,4390000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,out,[],1627761,,,1610612745,75,63,2021-12-09T02:43:31Z,4400000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,in,[],201571,,,1610612745,75,63,2021-12-09T02:43:31Z,4410000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,in,[],1630560,,,1610612745,75,63,2021-12-09T02:43:31Z,4420000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,in,[],1628971,,,1610612745,75,63,2021-12-09T02:43:31Z,4430000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M43.00S,2021-12-09T02:43:18.2Z,3,REGULAR,substitution,in,[],201933,,,1610612745,75,63,2021-12-09T02:43:31Z,4440000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M27.00S,2021-12-09T02:43:57.3Z,3,REGULAR,3pt,Jump Shot,[],1629717,6.652431011826544,95.83333333333334,1610612745,78,63,2021-12-09T02:44:00Z,4450000,-229.0,10.0,1,left,A. Brooks 3PT  (14 PTS) (K. Martin Jr. 2 AST),"[1629717, 1630231]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,22.94,Made,14.0,,,,,,,,,,,,,,,K. Martin Jr.,1630231.0,2.0,
447,PT05M14.00S,2021-12-09T02:44:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201949,92.72339027595268,56.86274509803921,1610612751,78,63,2021-12-09T02:44:16Z,4470000,34.0,16.0,1,right,MISS J. Johnson driving Layup - blocked,"[201949, 1626174]",1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,3.78,Missed,,,,,,,,,Wood,1626174.0,,,,,,,,,
448,PT05M14.00S,2021-12-09T02:44:09.5Z,3,REGULAR,block,,[],1626174,,,1610612751,78,63,2021-12-09T02:44:11Z,4480000,,,0,,C. Wood BLOCK (3 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M12.00S,2021-12-09T02:44:11.5Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,78,63,2021-12-09T02:44:16Z,4490000,,,0,,C. Wood REBOUND (Off:3 Def:10),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,447.0,13.0,10.0,3.0,,,,,,,,,,,,,,
450,PT04M56.00S,2021-12-09T02:44:28.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201571,6.258212877792378,47.794117647058826,1610612745,80,63,2021-12-09T02:44:33Z,4500000,11.0,6.0,1,left,D. Augustin driving finger roll Layup (2 PTS),[201571],1610612745.0,HOU,driving finger roll,,,Augustin,D. Augustin,,,,,1.27,Made,2.0,,,,,,,,,,,,,,,,,,
451,PT04M55.00S,2021-12-09T02:44:33.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,80,63,2021-12-09T02:44:55Z,4510000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M55.00S,2021-12-09T02:47:07.6Z,3,REGULAR,substitution,out,[],1629726,,,1610612751,80,63,2021-12-09T02:47:17Z,4520000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M55.00S,2021-12-09T02:47:07.6Z,3,REGULAR,substitution,in,[],1630528,,,1610612751,80,63,2021-12-09T02:47:17Z,4530000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M37.00S,2021-12-09T02:47:39.4Z,3,REGULAR,turnover,bad pass,[],1628971,,,1610612751,80,63,2021-12-09T02:47:45Z,4540000,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1626174]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,1.0,Wood,1626174.0,,,,,,,,,,,
455,PT04M37.00S,2021-12-09T02:47:39.4Z,3,REGULAR,steal,,[],1626174,,,1610612745,80,63,2021-12-09T02:47:41Z,4550000,,,0,,C. Wood STEAL (1 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M33.00S,2021-12-09T02:47:43.3Z,3,REGULAR,turnover,bad pass,[],201571,,,1610612745,80,63,2021-12-09T02:47:47Z,4560000,,,0,,D. Augustin bad pass TURNOVER (1 TO),"[201571, 1628971]",1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,1.0,Brown,1628971.0,,,,,,,,,,,
