actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
610,PT02M58.00S,2023-01-21T02:15:20.8Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,113,104,2023-01-21T02:15:23Z,5930000,False,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,609.0,3.0,3.0,0.0,,,,,,,,,,,,
611,PT02M42.00S,2023-01-21T02:15:39.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.492115637319317,47.794117647058826,1610612753,115,104,2023-01-21T02:17:24Z,5940000,False,11.0,27.0,1,left,M. Wagner Layup (4 PTS) (C. Anthony 4 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.94,Made,,,,,,,4.0,,,,C. Anthony,1630175.0,4.0,,,,,
613,PT02M42.00S,2023-01-21T02:15:43.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202685,,,1610612753,115,104,2023-01-21T02:15:54Z,5960000,False,,,0,,J. Valanciunas shooting personal FOUL (5 PF) (Wagner 1 FT),"[202685, 1629021]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,5.0,0.0,Wagner,1629021.0
615,PT02M42.00S,2023-01-21T02:16:06.4Z,4,REGULAR,freethrow,1 of 1,[],1629021,,,1610612753,116,104,2023-01-21T02:16:06Z,5980000,False,,,0,,M. Wagner Free Throw 1 of 1 (5 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
616,PT02M25.00S,2023-01-21T02:16:24.6Z,4,REGULAR,3pt,Jump Shot,[],1630631,73.9323258869908,84.55882352941177,1610612740,116,104,2023-01-21T02:16:32Z,5990000,False,173.0,193.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
617,PT02M24.00S,2023-01-21T02:16:25.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,116,104,2023-01-21T02:16:47Z,6000000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,616.0,,,,,,,,,,,,,,,
620,PT02M02.00S,2023-01-21T02:17:13.4Z,4,REGULAR,3pt,Jump Shot,[],1630175,31.750985545335087,55.14705882352941,1610612753,119,104,2023-01-21T02:17:19Z,6030000,False,-26.0,246.0,1,left,C. Anthony 24' 3PT  (22 PTS) (F. Wagner 9 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,24.73,Made,,,,,,,22.0,,,,F. Wagner,1630532.0,9.0,,,,,
622,PT01M53.00S,2023-01-21T02:17:22.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,83.18002628120894,39.88587622549019,1610612740,119,104,2023-01-21T02:20:42Z,6050000,False,-51.0,106.0,1,right,MISS C. McCollum 11' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,11.71,Missed,,,,,,,,,,,,,,,,,,
623,PT01M50.00S,2023-01-21T02:17:25.2Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,119,104,2023-01-21T02:17:30Z,6060000,False,,,0,,B. Bol REBOUND (Off:1 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,622.0,5.0,4.0,1.0,,,,,,,,,,,,
624,PT01M29.00S,2023-01-21T02:17:45.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.783837056504599,52.450980392156865,1610612753,119,104,2023-01-21T02:21:00Z,6070000,False,-12.0,11.0,1,left,MISS F. Wagner driving finger roll Layup,[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
625,PT01M27.00S,2023-01-21T02:17:47.2Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,119,104,2023-01-21T02:17:50Z,6080000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,624.0,8.0,6.0,2.0,,,,,,,,,,,,
626,PT01M21.00S,2023-01-21T02:17:55.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,92.32917214191852,52.94117647058824,1610612740,119,106,2023-01-21T02:18:00Z,6090000,False,15.0,20.0,1,right,J. Alvarado driving Layup (17 PTS),[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,17.0,,,,,,,,,,,
627,PT00M59.20S,2023-01-21T02:18:22.6Z,4,REGULAR,3pt,Jump Shot,[],1630532,31.61957950065703,60.78431372549019,1610612753,122,106,2023-01-21T02:18:28Z,6100000,False,-54.0,245.0,1,left,F. Wagner 25' 3PT step back (30 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,,,30.0,,,,,,,,,,,
628,PT00M55.40S,2023-01-21T02:18:29.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612740,122,106,2023-01-21T02:22:41Z,6110000,False,,,0,,F. Wagner personal FOUL (2 PF) (McCollum 2 FT),"[1630532, 203468]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,McCollum,203468.0
630,PT00M55.40S,2023-01-21T02:19:02.4Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,122,107,2023-01-21T02:23:05Z,6162500,False,,,0,,C. McCollum Free Throw 1 of 2 (22 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
656,PT00M55.40S,2023-01-21T02:19:44.3Z,4,REGULAR,substitution,out,[],1630532,,,1610612740,122,107,2023-01-21T02:34:13Z,6163125,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M55.40S,2023-01-21T02:19:44.3Z,4,REGULAR,substitution,in,[],1630181,,,1610612740,122,107,2023-01-21T02:34:13Z,6163437,False,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M55.40S,2023-01-21T02:19:02.4Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,122,108,2023-01-21T02:23:05Z,6163750,False,,,0,,C. McCollum Free Throw 2 of 2 (23 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
637,PT00M47.00S,2023-01-21T02:21:28.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612753,122,108,2023-01-21T02:26:05Z,6200000,False,,,0,,C. McCollum take personal FOUL (3 PF) (Harris 2 FT),"[203468, 203914]",1610612740.0,NOP,take,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Harris,203914.0
639,PT00M47.00S,2023-01-21T02:21:50.7Z,4,REGULAR,freethrow,1 of 2,[],203914,,,1610612753,123,108,2023-01-21T02:22:11Z,6220000,False,,,0,,G. Harris Free Throw 1 of 2 (15 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
640,PT00M47.00S,2023-01-21T02:21:50.7Z,4,REGULAR,freethrow,2 of 2,[],203914,,,1610612753,123,108,2023-01-21T02:22:11Z,6230000,False,,,0,,MISS G. Harris Free Throw 2 of 2,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
641,PT00M47.00S,2023-01-21T02:21:50.7Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,123,108,2023-01-21T02:22:11Z,6240000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,640.0,9.0,7.0,2.0,,,,,,,,,,,,
642,PT00M32.50S,2023-01-21T02:22:17.9Z,4,REGULAR,turnover,bad pass,[],1630530,,,1610612740,123,108,2023-01-21T02:23:10Z,6250000,False,,,0,,T. Murphy III bad pass TURNOVER (2 TO),"[1630530, 1629626]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,Bol,1629626.0,,,,,,,,
643,PT00M32.50S,2023-01-21T02:22:17.9Z,4,REGULAR,steal,,[],1629626,,,1610612753,123,108,2023-01-21T02:22:20Z,6260000,False,,,0,,B. Bol STEAL (1 STL),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
644,PT00M29.00S,2023-01-21T02:22:21.4Z,4,REGULAR,turnover,lost ball,[],1629626,,,1610612753,123,108,2023-01-21T02:22:34Z,6270000,False,,,0,,B. Bol lost ball TURNOVER (2 TO),"[1629626, 1626204]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,Nance Jr.,1626204.0,,,,,,,,
645,PT00M29.00S,2023-01-21T02:22:21.4Z,4,REGULAR,steal,,[],1626204,,,1610612740,123,108,2023-01-21T02:23:22Z,6280000,False,,,0,,L. Nance Jr. STEAL (2 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
646,PT00M25.90S,2023-01-21T02:22:25.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203468,66.3107752956636,63.48039215686274,1610612740,123,108,2023-01-21T02:22:38Z,6290000,False,67.0,264.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.27,Missed,,,,,,,,,,,,,,,,,,
647,PT00M25.90S,2023-01-21T02:22:31.1Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,123,108,2023-01-21T02:22:31Z,6300000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,646.0,10.0,7.0,3.0,,,,,,,,,,,,
648,PT00M25.90S,2023-01-21T02:22:31.1Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202685,94.40999984741211,50.0,1610612740,123,110,2023-01-21T02:30:02Z,6310000,False,0.0,0.0,1,right,J. Valanciunas tip DUNK (20 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,20.0,,,,,,,,,,,
649,PT00M25.90S,2023-01-21T02:22:44.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,123,110,2023-01-21T02:22:44Z,6320000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M25.90S,2023-01-21T02:22:55.9Z,4,REGULAR,substitution,out,[],202685,,,1610612753,123,110,2023-01-21T02:24:26Z,6330000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M25.90S,2023-01-21T02:22:55.9Z,4,REGULAR,substitution,in,[],1630700,,,1610612753,123,110,2023-01-21T02:24:26Z,6340000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M01.50S,2023-01-21T02:24:44.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,123,110,2023-01-21T02:24:57Z,6350000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1830.0,,,,
653,PT00M00.00S,2023-01-21T02:25:06.8Z,4,REGULAR,period,end,[],0,,,1610612740,123,110,2023-01-21T02:25:06Z,6360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M00.00S,2023-01-21T02:25:10.5Z,4,REGULAR,game,end,[],0,,,0,123,110,2023-01-21T02:25:10Z,6370000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
