actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId
498,PT00M31.50S,2023-03-10T01:53:59.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629048,,,1610612753,94,95,2023-03-10T01:53:59Z,4890000,False,,,0,,G. Bitadze Free Throw 2 of 2 (1 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
499,PT00M19.00S,2023-03-10T01:54:13.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,82.21090670170827,50.245098039215684,1610612762,94,97,2023-03-10T02:03:20Z,4900000,False,1.0,115.0,1,right,K. Dunn 11' driving floating Jump Shot (2 PTS),[1627739],1610612762.0,UTA,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,11.47,Made,2.0,,,,,,,,,,,,,,,,,
500,PT00M03.00S,2023-03-10T01:54:32.9Z,3,REGULAR,3pt,Jump Shot,[],1630591,30.436925098554536,25.98039215686275,1610612753,97,97,2023-03-10T01:56:35Z,4910000,False,120.0,234.0,1,left,J. Suggs 26' 3PT step back (15 PTS),[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,26.27,Made,15.0,,,,,,,,,,,,,,,,,
501,PT00M00.00S,2023-03-10T01:54:46.9Z,3,REGULAR,period,end,[],0,,,1610612762,97,97,2023-03-10T01:54:46Z,4920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2023-03-10T01:54:53.1Z,4,REGULAR,substitution,out,['startperiod'],200752,,,1610612762,97,97,2023-03-10T01:57:13Z,4930000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2023-03-10T01:54:53.1Z,4,REGULAR,substitution,in,['startperiod'],203482,,,1610612762,97,97,2023-03-10T01:57:13Z,4940000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2023-03-10T01:57:24.2Z,4,REGULAR,period,start,[],0,,,1610612762,97,97,2023-03-10T01:57:24Z,4950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT11M37.00S,2023-03-10T01:57:46.8Z,4,REGULAR,2pt,Jump Shot,[],1630548,75.24638633377135,64.95098039215686,1610612762,97,97,2023-03-10T01:57:56Z,4960000,False,75.0,180.0,1,right,MISS J. Juzang 19' step back Shot,[1630548],1610612762.0,UTA,step back,,,Juzang,J. Juzang,,,,,Mid-Range,16-24 Right Center,19.51,Missed,,,,,,,,,,,,,,,,,,
506,PT11M28.00S,2023-03-10T01:57:55.8Z,4,REGULAR,rebound,offensive,[],203482,,,1610612762,97,97,2023-03-10T01:57:56Z,4970000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,,,,,,,505.0,4.0,3.0,1.0,,,,,,,,,,
507,PT11M28.00S,2023-03-10T01:57:55.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,94.40999984741211,50.0,1610612762,97,99,2023-03-10T01:57:55Z,4980000,False,0.0,0.0,1,right,K. Olynyk putback Layup (10 PTS),[203482],1610612762.0,UTA,putback,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
508,PT11M09.00S,2023-03-10T01:58:14.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,9.543363994743759,46.32352941176471,1610612753,97,99,2023-03-10T02:04:33Z,4990000,False,18.0,37.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,4.15,Missed,,,,,,,,,,,,,,,,,,
509,PT11M08.00S,2023-03-10T01:58:16.0Z,4,REGULAR,rebound,offensive,[],1629048,,,1610612753,97,99,2023-03-10T01:58:16Z,5000000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,508.0,3.0,2.0,1.0,,,,,,,,,,
510,PT11M07.00S,2023-03-10T01:58:18.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629048,7.5722733245729295,59.55882352941176,1610612753,97,99,2023-03-10T01:58:38Z,5010000,False,-48.0,19.0,1,left,MISS G. Bitadze Jump Shot - blocked,"[1629048, 1630548]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,,,,Juzang,1630548.0,,,,,
511,PT11M07.00S,2023-03-10T01:58:18.3Z,4,REGULAR,block,,[],1630548,,,1610612753,97,99,2023-03-10T01:58:22Z,5020000,False,,,0,,J. Juzang BLOCK (1 BLK),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
512,PT11M07.00S,2023-03-10T01:58:18.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,97,99,2023-03-10T01:58:38Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,510.0,,,,,,,,,,,,,
513,PT11M00.00S,2023-03-10T01:58:38.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,6.652431011826544,56.61764705882353,1610612753,99,99,2023-03-10T01:58:47Z,5040000,False,-33.0,10.0,1,left,G. Bitadze Layup (3 PTS) (J. Suggs 3 AST),"[1629048, 1630591]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,3.46,Made,3.0,J. Suggs,1630591.0,3.0,,,,,,,,,,,,,,
515,PT10M44.00S,2023-03-10T01:58:55.4Z,4,REGULAR,turnover,lost ball,[],203482,,,1610612762,99,99,2023-03-10T01:59:09Z,5060000,False,,,0,,K. Olynyk lost ball TURNOVER (2 TO),"[203482, 1630175]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,Anthony,1630175.0,,
516,PT10M44.00S,2023-03-10T01:58:55.4Z,4,REGULAR,steal,,[],1630175,,,1610612753,99,99,2023-03-10T01:58:57Z,5070000,False,,,0,,C. Anthony STEAL (3 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
517,PT10M40.00S,2023-03-10T01:58:58.6Z,4,REGULAR,turnover,bad pass,[],1630175,,,1610612753,99,99,2023-03-10T01:59:12Z,5080000,False,,,0,,C. Anthony bad pass TURNOVER (3 TO),"[1630175, 1631323]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,3.0,Fontecchio,1631323.0,,
518,PT10M40.00S,2023-03-10T01:58:58.6Z,4,REGULAR,steal,,[],1631323,,,1610612762,99,99,2023-03-10T01:59:00Z,5090000,False,,,0,,S. Fontecchio STEAL (3 STL),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
519,PT10M40.00S,2023-03-10T01:59:03.2Z,4,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612762,99,99,2023-03-10T01:59:15Z,5100000,False,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Fontecchio 2 FT),"[1629048, 1631323]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,,,,,,Fontecchio,1631323.0
521,PT10M40.00S,2023-03-10T01:59:29.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631323,,,1610612762,99,100,2023-03-10T01:59:29Z,5120000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (11 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
522,PT10M40.00S,2023-03-10T01:59:29.9Z,4,REGULAR,substitution,out,[],1627745,,,1610612762,99,100,2023-03-10T01:59:36Z,5130000,False,,,0,,SUB out: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT10M40.00S,2023-03-10T01:59:29.9Z,4,REGULAR,substitution,in,[],1628374,,,1610612762,99,100,2023-03-10T01:59:36Z,5140000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M40.00S,2023-03-10T01:59:53.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631323,,,1610612762,99,101,2023-03-10T01:59:53Z,5150000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (12 PTS),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
526,PT10M27.00S,2023-03-10T02:00:20.2Z,4,REGULAR,3pt,Jump Shot,[],1629626,8.09789750328515,97.79411764705883,1610612753,99,101,2023-03-10T02:00:28Z,5170000,False,-239.0,24.0,1,left,MISS B. Bol 24' 3PT,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
527,PT10M25.00S,2023-03-10T02:00:22.2Z,4,REGULAR,rebound,offensive,[],1629048,,,1610612753,99,101,2023-03-10T02:00:28Z,5180000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Left Corner 3,24+ Left,,,,,,,526.0,4.0,2.0,2.0,,,,,,,,,,
528,PT10M25.00S,2023-03-10T02:00:23.6Z,4,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612753,99,101,2023-03-10T02:00:30Z,5190000,False,,,0,,K. Dunn shooting personal FOUL (2 PF) (Bitadze 2 FT),"[1627739, 1629048]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,2.0,0.0,,,,,,Bitadze,1629048.0
530,PT10M25.00S,2023-03-10T02:00:49.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629048,,,1610612753,99,101,2023-03-10T02:01:21Z,5210000,False,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
531,PT10M25.00S,2023-03-10T02:00:49.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,99,101,2023-03-10T02:01:21Z,5220000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,
532,PT10M25.00S,2023-03-10T02:00:49.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629048,,,1610612753,99,101,2023-03-10T02:01:21Z,5230000,False,,,0,,MISS G. Bitadze Free Throw 2 of 2,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
533,PT10M22.00S,2023-03-10T02:00:52.9Z,4,REGULAR,rebound,defensive,[],1630548,,,1610612762,99,101,2023-03-10T02:01:21Z,5240000,False,,,0,,J. Juzang REBOUND (Off:0 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,532.0,2.0,2.0,0.0,,,,,,,,,,
535,PT10M06.00S,2023-03-10T02:01:39.5Z,4,REGULAR,2pt,Jump Shot,[],1631323,87.20433639947439,88.97058823529412,1610612762,99,103,2023-03-10T02:01:45Z,5260000,False,195.0,68.0,1,right,S. Fontecchio 20' step back Jump Shot (14 PTS) (K. Dunn 4 AST),"[1631323, 1627739]",1610612762.0,UTA,step back,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Right,20.64,Made,14.0,K. Dunn,1627739.0,4.0,,,,,,,,,,,,,,
537,PT09M46.00S,2023-03-10T02:01:58.5Z,4,REGULAR,2pt,Jump Shot,[],1630591,23.866622864651774,26.47058823529412,1610612753,99,103,2023-03-10T02:02:03Z,5280000,False,118.0,172.0,1,left,MISS J. Suggs 20' step back Shot,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,20.82,Missed,,,,,,,,,,,,,,,,,,
538,PT09M44.00S,2023-03-10T02:02:00.5Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612762,99,103,2023-03-10T02:02:03Z,5290000,False,,,0,,K. Dunn REBOUND (Off:1 Def:6),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Right Center,,,,,,,537.0,7.0,6.0,1.0,,,,,,,,,,
539,PT09M39.00S,2023-03-10T02:02:06.1Z,4,REGULAR,turnover,bad pass,[],1627739,,,1610612762,99,103,2023-03-10T02:02:18Z,5300000,False,,,0,,K. Dunn bad pass TURNOVER (2 TO),"[1627739, 1630532]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,Wagner,1630532.0,,
540,PT09M39.00S,2023-03-10T02:02:06.1Z,4,REGULAR,steal,,[],1630532,,,1610612753,99,103,2023-03-10T02:02:08Z,5310000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
541,PT09M33.00S,2023-03-10T02:02:11.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,30.436925098554536,74.01960784313727,1610612753,102,103,2023-03-10T02:02:21Z,5320000,False,-120.0,234.0,1,left,F. Wagner 26' 3PT  (22 PTS) (J. Suggs 4 AST),"[1630532, 1630591]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,26.27,Made,22.0,J. Suggs,1630591.0,4.0,,,,,,,,,,,,,,
543,PT09M21.00S,2023-03-10T02:02:24.5Z,4,REGULAR,3pt,Jump Shot,[],1631323,75.1149802890933,92.15686274509804,1610612762,102,103,2023-03-10T02:02:38Z,5340000,False,211.0,181.0,1,right,MISS S. Fontecchio 27' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
544,PT09M18.00S,2023-03-10T02:02:27.5Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,102,103,2023-03-10T02:02:38Z,5350000,False,,,0,,B. Bol REBOUND (Off:0 Def:6),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,,,,543.0,6.0,6.0,0.0,,,,,,,,,,
545,PT09M12.00S,2023-03-10T02:02:34.3Z,4,REGULAR,3pt,Jump Shot,[],1630591,32.14520367936925,33.088235294117645,1610612753,102,103,2023-03-10T02:02:41Z,5360000,False,85.0,250.0,1,left,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
546,PT09M07.00S,2023-03-10T02:02:39.3Z,4,REGULAR,rebound,defensive,[],203482,,,1610612762,102,103,2023-03-10T02:02:41Z,5370000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:4),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,545.0,5.0,4.0,1.0,,,,,,,,,,
547,PT08M57.00S,2023-03-10T02:02:48.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,91.01511169513797,57.35294117647059,1610612762,102,105,2023-03-10T02:08:11Z,5380000,False,37.0,32.0,1,right,K. Dunn driving Layup (4 PTS),[1627739],1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,4.0,,,,,,,,,,,,,,,,,
548,PT08M39.00S,2023-03-10T02:03:06.3Z,4,REGULAR,3pt,Jump Shot,[],1630532,29.6484888304862,21.568627450980394,1610612753,102,105,2023-03-10T02:03:14Z,5390000,False,142.0,226.0,1,left,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
549,PT08M37.00S,2023-03-10T02:03:08.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,102,105,2023-03-10T02:03:14Z,5400000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,548.0,,,,,,,,,,,,,
551,PT08M37.00S,2023-03-10T02:03:14.4Z,4,REGULAR,substitution,out,[],1630548,,,1610612762,102,105,2023-03-10T02:03:18Z,5420000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M37.00S,2023-03-10T02:03:14.4Z,4,REGULAR,substitution,in,[],1631117,,,1610612762,102,105,2023-03-10T02:03:18Z,5430000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M21.00S,2023-03-10T02:03:47.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,87.20433639947439,60.5392156862745,1610612762,102,107,2023-03-10T02:03:50Z,5440000,False,53.0,68.0,1,right,K. Dunn 8' floating Jump Shot (6 PTS),[1627739],1610612762.0,UTA,floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Right,8.59,Made,6.0,,,,,,,,,,,,,,,,,
554,PT08M05.00S,2023-03-10T02:04:08.1Z,4,REGULAR,turnover,lost ball,[],1630532,,,1610612753,102,107,2023-03-10T02:04:24Z,5450000,False,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1627739]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Dunn,1627739.0,,
555,PT08M05.00S,2023-03-10T02:04:08.1Z,4,REGULAR,steal,,[],1627739,,,1610612762,102,107,2023-03-10T02:04:14Z,5460000,False,,,0,,K. Dunn STEAL (2 STL),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
556,PT08M05.00S,2023-03-10T02:04:15.1Z,4,REGULAR,foul,personal,[],1630532,,,1610612762,102,107,2023-03-10T02:05:06Z,5470000,False,,,0,,F. Wagner loose ball personal FOUL (2 PF),"[1630532, 1627739]",1610612753.0,ORL,loose ball,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1146.0,2.0,0.0,,,,,,Dunn,1627739.0
558,PT07M49.00S,2023-03-10T02:05:56.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,79.05716162943496,93.38235294117648,1610612762,102,110,2023-03-10T02:06:03Z,5490000,False,217.0,144.0,1,right,S. Fontecchio 26' 3PT  (17 PTS) (W. Kessler 2 AST),"[1631323, 1631117]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,26.06,Made,17.0,W. Kessler,1631117.0,2.0,,,,,,,,,,,,,,
560,PT07M47.00S,2023-03-10T02:06:03.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,102,110,2023-03-10T02:06:03Z,5510000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M47.00S,2023-03-10T02:06:04.4Z,4,REGULAR,substitution,out,[],1629626,,,1610612753,102,110,2023-03-10T02:08:35Z,5520000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M47.00S,2023-03-10T02:06:04.4Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,102,110,2023-03-10T02:08:35Z,5530000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M47.00S,2023-03-10T02:06:04.4Z,4,REGULAR,substitution,in,[],1631094,,,1610612753,102,110,2023-03-10T02:08:35Z,5540000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M47.00S,2023-03-10T02:06:04.4Z,4,REGULAR,substitution,in,[],203914,,,1610612753,102,110,2023-03-10T02:08:35Z,5550000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M38.00S,2023-03-10T02:09:09.3Z,4,REGULAR,turnover,bad pass,[],1630591,,,1610612753,102,110,2023-03-10T02:09:14Z,5560000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1627739]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Dunn,1627739.0,,
566,PT07M38.00S,2023-03-10T02:09:09.3Z,4,REGULAR,steal,,[],1627739,,,1610612762,102,110,2023-03-10T02:09:38Z,5570000,False,,,0,,K. Dunn STEAL (3 STL),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
567,PT07M21.00S,2023-03-10T02:09:25.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,76.03482260183968,88.48039215686273,1610612762,102,110,2023-03-10T02:09:35Z,5580000,False,192.0,173.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
568,PT07M20.00S,2023-03-10T02:09:26.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,102,110,2023-03-10T02:09:35Z,5590000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,567.0,,,,,,,,,,,,,
569,PT07M05.00S,2023-03-10T02:09:58.4Z,4,REGULAR,foul,personal,['2freethrow'],203482,,,1610612753,102,110,2023-03-10T02:10:14Z,5600000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Banchero 2 FT),"[203482, 1631094]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,1.0,0.0,,,,,,Banchero,1631094.0
571,PT07M05.00S,2023-03-10T02:10:29.6Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,102,110,2023-03-10T02:10:29Z,5620000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
572,PT07M05.00S,2023-03-10T02:10:29.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,102,110,2023-03-10T02:10:29Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,
573,PT07M05.00S,2023-03-10T02:10:30.6Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,102,110,2023-03-10T02:10:34Z,5640000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M05.00S,2023-03-10T02:10:30.6Z,4,REGULAR,substitution,in,[],1628365,,,1610612753,102,110,2023-03-10T02:10:34Z,5650000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M05.00S,2023-03-10T02:10:52.0Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,103,110,2023-03-10T02:10:52Z,5660000,False,,,0,,P. Banchero Free Throw 2 of 2 (14 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
576,PT06M47.00S,2023-03-10T02:11:15.0Z,4,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612762,103,110,2023-03-10T02:11:21Z,5670000,False,,,0,,M. Fultz shooting personal FOUL (1 PF) (Dunn 2 FT),"[1628365, 1627739]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1146.0,1.0,0.0,,,,,,Dunn,1627739.0
578,PT06M47.00S,2023-03-10T02:11:38.4Z,4,REGULAR,freethrow,1 of 2,[],1627739,,,1610612762,103,111,2023-03-10T02:11:38Z,5690000,False,,,0,,K. Dunn Free Throw 1 of 2 (7 PTS),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
579,PT06M47.00S,2023-03-10T02:11:51.8Z,4,REGULAR,freethrow,2 of 2,[],1627739,,,1610612762,103,112,2023-03-10T02:11:51Z,5700000,False,,,0,,K. Dunn Free Throw 2 of 2 (8 PTS),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
580,PT06M32.00S,2023-03-10T02:12:08.1Z,4,REGULAR,3pt,Jump Shot,[],1628365,29.77989487516426,75.98039215686273,1610612753,103,112,2023-03-10T02:12:11Z,5710000,False,-130.0,227.0,1,left,MISS M. Fultz 26' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
581,PT06M29.00S,2023-03-10T02:12:11.1Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,103,112,2023-03-10T02:12:11Z,5720000,False,,,0,,P. Banchero REBOUND (Off:1 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,580.0,5.0,4.0,1.0,,,,,,,,,,
