actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
438,PT02M24.00S,2022-11-28T00:48:21.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629678,,,1610612755,71,91,2022-11-28T00:48:32Z,4330000,False,,,0,,A. Schofield shooting personal FOUL (4 PF) (House Jr. 2 FT),"[1629678, 1627863]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,Mid-Range,16-24 Right,1628487.0,,,,,,,,,,,,,4.0,0.0,House Jr.,1627863.0,,,
440,PT02M24.00S,2022-11-28T00:48:51.8Z,3,REGULAR,freethrow,1 of 2,[],1627863,,,1610612755,71,92,2022-11-28T00:48:51Z,4350000,False,,,0,,D. House Jr. Free Throw 1 of 2 (14 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,
441,PT02M24.00S,2022-11-28T00:49:06.1Z,3,REGULAR,freethrow,2 of 2,[],1627863,,,1610612755,71,93,2022-11-28T00:49:06Z,4360000,False,,,0,,D. House Jr. Free Throw 2 of 2 (15 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,
442,PT02M12.00S,2022-11-28T00:49:19.1Z,3,REGULAR,3pt,Jump Shot,[],1630532,76.29599051155964,90.19607843137256,1610612753,71,93,2022-11-28T00:49:24Z,4370000,False,201.0,170.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,26.34,Missed,,,,,,,,,,,,,,,,,
443,PT02M09.00S,2022-11-28T00:49:21.6Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,71,93,2022-11-28T00:49:21Z,4380000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,442.0,2.0,2.0,0.0,,,,,,,,,,,
444,PT02M00.00S,2022-11-28T00:49:34.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,8.096253323648982,45.09803921568628,1610612755,71,93,2022-11-28T00:57:53Z,4390000,False,25.0,24.0,1,left,MISS G. Niang driving floating Shot,[1627777],1610612755.0,PHI,driving floating,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,3.4,Missed,,,,,,,,,,,,,,,,,
445,PT01M57.00S,2022-11-28T00:49:37.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,71,93,2022-11-28T00:57:53Z,4400000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,444.0,,,,,,,,,,,,,,
447,PT01M39.00S,2022-11-28T00:50:03.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,86.54566199644793,60.049019607843135,1610612753,71,93,2022-11-28T00:50:19Z,4420000,False,50.0,74.0,1,right,MISS F. Wagner 8' driving floating bank Shot,[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,,8.94,Missed,,,,,,,,,,,,,,,,,
448,PT01M35.00S,2022-11-28T00:50:07.0Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,71,93,2022-11-28T00:50:19Z,4430000,False,,,0,,P. Reed REBOUND (Off:1 Def:7),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,,,,447.0,8.0,7.0,1.0,,,,,,,,,,,
449,PT01M24.00S,2022-11-28T00:50:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,7.307817055580651,45.34313725490196,1610612755,71,95,2022-11-28T00:50:23Z,4440000,False,23.0,16.0,1,left,F. Korkmaz driving Layup (8 PTS),[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,Restricted Area,0-8 Center,,2.84,Made,,,,,,,8.0,,,,,,,,,,
450,PT01M07.00S,2022-11-28T00:50:34.9Z,3,REGULAR,3pt,Jump Shot,[],1630181,93.11596423035068,95.34313725490196,1610612753,71,95,2022-11-28T00:50:40Z,4450000,False,227.0,12.0,1,right,MISS R. Hampton 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Right Corner 3,24+ Right,,22.7,Missed,,,,,,,,,,,,,,,,,
451,PT01M07.00S,2022-11-28T00:50:34.9Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,71,95,2022-11-28T00:50:40Z,4460000,False,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,,,450.0,3.0,3.0,0.0,,,,,,,,,,,
452,PT01M02.00S,2022-11-28T00:50:42.3Z,3,REGULAR,foul,offensive,['inpenalty'],1630194,,,1610612755,71,95,2022-11-28T00:50:58Z,4470000,False,,,0,,P. Reed charge offensive FOUL (3 PF),"[1630194, 1629678]",1610612755.0,PHI,charge,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,1155.0,,,,,,,,,,,,,3.0,0.0,Schofield,1629678.0,,,
454,PT01M02.00S,2022-11-28T00:50:42.3Z,3,REGULAR,turnover,offensive foul,[],1630194,,,1610612755,71,95,2022-11-28T00:50:42Z,4490000,False,,,0,,P. Reed offensive foul TURNOVER (3 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,1155.0,,,,,,,,,,,,,,,,,3.0,,
455,PT01M02.00S,2022-11-28T00:51:05.1Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,71,95,2022-11-28T00:51:12Z,4500000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M02.00S,2022-11-28T00:51:05.1Z,3,REGULAR,substitution,in,[],1629626,,,1610612753,71,95,2022-11-28T00:51:12Z,4510000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT00M45.90S,2022-11-28T00:51:33.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631094,78.3984872264085,61.029411764705884,1610612753,71,95,2022-11-28T00:51:40Z,4520000,False,55.0,151.0,1,right,MISS P. Banchero 16' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,16.04,Missed,,,,,,,,,,,,,,,,,
458,PT00M44.60S,2022-11-28T00:51:35.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,71,95,2022-11-28T00:51:40Z,4530000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,457.0,,,,,,,,,,,,,,
460,PT00M30.50S,2022-11-28T00:51:57.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,7.307817055580651,46.07843137254902,1610612755,71,97,2022-11-28T00:52:02Z,4550000,False,20.0,16.0,1,left,P. Reed Layup (8 PTS) (D. House Jr. 2 AST),"[1630194, 1627863]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,2.54,Made,,,,,,,8.0,D. House Jr.,1627863.0,2.0,,,,,,,
462,PT00M08.00S,2022-11-28T00:52:22.0Z,3,REGULAR,2pt,Jump Shot,[],1630181,78.66129931576462,65.68627450980392,1610612753,71,97,2022-11-28T02:42:09Z,4570000,False,78.0,148.0,1,right,MISS R. Hampton 16' pullup Shot,[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,Mid-Range,16-24 Right Center,,16.76,Missed,,,,,,,,,,,,,,,,,
463,PT00M04.10S,2022-11-28T00:52:25.9Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,71,97,2022-11-28T00:52:26Z,4580000,False,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Right Center,,,,,,462.0,4.0,4.0,0.0,,,,,,,,,,,
464,PT00M02.20S,2022-11-28T00:52:30.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630181,,,1610612755,71,97,2022-11-28T00:52:41Z,4590000,False,,,0,,R. Hampton personal FOUL (1 PF) (Milton 2 FT),"[1630181, 1629003]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Left Center,1628487.0,,,,,,,,,,,,,1.0,0.0,Milton,1629003.0,,,
466,PT00M02.20S,2022-11-28T00:52:57.1Z,3,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,71,98,2022-11-28T00:52:57Z,4610000,False,,,0,,S. Milton Free Throw 1 of 2 (20 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,
467,PT00M02.20S,2022-11-28T00:53:18.6Z,3,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,71,99,2022-11-28T00:53:18Z,4620000,False,,,0,,S. Milton Free Throw 2 of 2 (21 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,
470,PT00M00.00S,2022-11-28T00:53:30.6Z,3,REGULAR,period,end,[],0,,,1610612753,71,99,2022-11-28T00:53:30Z,4650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2022-11-28T00:55:13.3Z,4,REGULAR,substitution,out,['startperiod'],1627863,,,1610612753,71,99,2022-11-28T00:55:52Z,4660000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-11-28T00:55:13.3Z,4,REGULAR,substitution,in,['startperiod'],202699,,,1610612753,71,99,2022-11-28T00:55:52Z,4670000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-11-28T00:55:13.3Z,4,REGULAR,substitution,out,['startperiod'],1631094,,,1610612753,71,99,2022-11-28T00:56:26Z,4675000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-11-28T00:55:13.3Z,4,REGULAR,substitution,in,['startperiod'],203914,,,1610612753,71,99,2022-11-28T00:56:26Z,4677500,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-11-28T00:56:13.0Z,4,REGULAR,period,start,[],0,,,1610612753,71,99,2022-11-28T00:56:13Z,4680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M49.00S,2022-11-28T00:56:23.9Z,4,REGULAR,turnover,bad pass,[],1629626,,,1610612753,71,99,2022-11-28T00:56:30Z,4690000,False,,,0,,B. Bol bad pass TURNOVER (2 TO),"[1629626, 1629003]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Milton,1629003.0
477,PT11M49.00S,2022-11-28T00:56:23.9Z,4,REGULAR,steal,,[],1629003,,,1610612755,71,99,2022-11-28T00:56:26Z,4700000,False,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
480,PT11M45.00S,2022-11-28T00:56:28.7Z,4,REGULAR,foul,personal,['2freethrow'],203914,,,1610612755,71,99,2022-11-28T00:56:38Z,4710000,False,,,0,,G. Harris shooting personal FOUL (2 PF) (Milton 2 FT),"[203914, 1629003]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,,,,,,,,,,,,2.0,0.0,Milton,1629003.0,,,
482,PT11M45.00S,2022-11-28T00:56:52.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629003,,,1610612755,71,100,2022-11-28T00:56:52Z,4730000,False,,,0,,S. Milton Free Throw 1 of 2 (22 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,
483,PT11M45.00S,2022-11-28T00:57:04.6Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629003,,,1610612755,71,101,2022-11-28T00:57:04Z,4740000,False,,,0,,S. Milton Free Throw 2 of 2 (23 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,
484,PT11M28.00S,2022-11-28T00:57:22.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203914,91.19579500657031,56.640625,1610612753,73,101,2022-11-28T00:57:30Z,4750000,False,33.0,30.0,1,right,G. Harris Layup (9 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,4.49,Made,,,,,,,9.0,,,,,,,,,,
485,PT11M17.00S,2022-11-28T00:57:36.9Z,4,REGULAR,foul,offensive,[],1630194,,,1610612755,73,101,2022-11-28T00:57:57Z,4760000,False,,,0,,P. Reed off-the-ball offensive FOUL (4 PF),"[1630194, 1629626]",1610612755.0,PHI,off-the-ball,,,Reed,P. Reed,,,,,Mid-Range,16-24 Left,202041.0,,,,,,,,,,,,,4.0,0.0,Bol,1629626.0,,,
487,PT11M17.00S,2022-11-28T00:57:36.9Z,4,REGULAR,turnover,offensive foul,[],1630194,,,1610612755,73,101,2022-11-28T00:57:36Z,4780000,False,,,0,,P. Reed offensive foul TURNOVER (4 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Left,202041.0,,,,,,,,,,,,,,,,,4.0,,
488,PT11M07.00S,2022-11-28T00:57:58.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629626,75.24474215413518,85.7843137254902,1610612753,73,101,2022-11-28T00:58:03Z,4790000,False,179.0,180.0,1,right,MISS B. Bol 25' 3PT,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,25.39,Missed,,,,,,,,,,,,,,,,,
489,PT11M03.00S,2022-11-28T00:58:02.6Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,73,101,2022-11-28T00:58:03Z,4800000,False,,,0,,P. Reed REBOUND (Off:1 Def:8),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,488.0,9.0,8.0,1.0,,,,,,,,,,,
490,PT10M56.00S,2022-11-28T00:58:09.8Z,4,REGULAR,3pt,Jump Shot,[],1629003,22.945136372269218,11.029411764705882,1610612755,73,101,2022-11-28T00:58:15Z,4810000,False,195.0,163.0,1,left,MISS S. Milton 25' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,25.42,Missed,,,,,,,,,,,,,,,,,
491,PT10M51.00S,2022-11-28T00:58:14.8Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,73,101,2022-11-28T00:58:15Z,4820000,False,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,,,,,,490.0,2.0,2.0,0.0,,,,,,,,,,,
492,PT10M46.00S,2022-11-28T00:58:19.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630181,91.93330982824818,58.57843137254902,1610612753,75,101,2022-11-28T00:58:35Z,4830000,False,43.0,23.0,1,right,R. Hampton driving floating bank Jump Shot (5 PTS),[1630181],1610612753.0,ORL,driving floating bank,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,4.88,Made,,,,,,,5.0,,,,,,,,,,
493,PT10M29.00S,2022-11-28T00:58:35.7Z,4,REGULAR,3pt,Jump Shot,[],1627788,30.698093008274473,74.50980392156863,1610612755,75,104,2022-11-28T00:58:41Z,4840000,False,-123.0,236.0,1,left,F. Korkmaz 26' 3PT  (11 PTS) (G. Niang 3 AST),"[1627788, 1627777]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Left Center,,26.6,Made,,,,,,,11.0,G. Niang,1627777.0,3.0,,,,,,,
495,PT10M08.00S,2022-11-28T00:58:57.8Z,4,REGULAR,3pt,Jump Shot,[],1631216,88.38534662194071,2.2058823529411766,1610612753,78,104,2022-11-28T00:59:02Z,4860000,False,-239.0,57.0,1,right,C. Houstan 24' 3PT  (6 PTS) (R. Hampton 2 AST),"[1631216, 1630181]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Left Corner 3,24+ Left,,24.56,Made,,,,,,,6.0,R. Hampton,1630181.0,2.0,,,,,,,
497,PT09M53.00S,2022-11-28T00:59:12.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,4.942508251375656,55.14705882352941,1610612755,78,106,2022-11-28T00:59:18Z,4880000,False,-26.0,-6.0,1,left,S. Milton driving Layup (25 PTS) (F. Korkmaz 4 AST),"[1629003, 1627788]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,2.64,Made,,,,,,,25.0,F. Korkmaz,1627788.0,4.0,,,,,,,
499,PT09M30.00S,2022-11-28T00:59:36.2Z,4,REGULAR,3pt,Jump Shot,[],1630181,77.87286304769628,93.38235294117648,1610612753,78,106,2022-11-28T00:59:42Z,4900000,False,217.0,155.0,1,right,MISS R. Hampton 26' step back 3PT,[1630181],1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,,26.69,Missed,,,,,,,,,,,,,,,,,
500,PT09M27.00S,2022-11-28T00:59:39.2Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,78,106,2022-11-28T00:59:42Z,4910000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,499.0,4.0,4.0,0.0,,,,,,,,,,,
501,PT09M10.00S,2022-11-28T00:59:55.4Z,4,REGULAR,turnover,bad pass,[],1627788,,,1610612755,78,106,2022-11-28T01:00:00Z,4920000,False,,,0,,F. Korkmaz bad pass TURNOVER (2 TO),"[1627788, 1630181]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Hampton,1630181.0
502,PT09M10.00S,2022-11-28T00:59:55.4Z,4,REGULAR,steal,,[],1630181,,,1610612753,78,106,2022-11-28T00:59:57Z,4930000,False,,,0,,R. Hampton STEAL (2 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
503,PT09M06.00S,2022-11-28T01:00:01.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,88.51675266661876,46.32352941176471,1610612753,78,106,2022-11-28T01:00:11Z,4940000,False,-18.0,55.0,1,right,MISS R. Hampton running Layup - blocked,"[1630181, 202699]",1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,5.84,Missed,Harris,202699.0,,,,,,,,,,,,,,,
504,PT09M06.00S,2022-11-28T01:00:01.1Z,4,REGULAR,block,,[],202699,,,1610612753,78,106,2022-11-28T01:00:04Z,4950000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
505,PT09M06.00S,2022-11-28T01:00:01.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,78,106,2022-11-28T01:00:11Z,4960000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,503.0,,,,,,,,,,,,,,
507,PT09M06.00S,2022-11-28T01:00:17.6Z,4,REGULAR,substitution,out,[],1629678,,,1610612753,78,106,2022-11-28T01:00:19Z,4980000,False,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M06.00S,2022-11-28T01:00:17.6Z,4,REGULAR,substitution,in,[],1631094,,,1610612753,78,106,2022-11-28T01:00:19Z,4990000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT09M04.00S,2022-11-28T01:00:30.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203914,91.14487356017986,3.9215686274509802,1610612753,78,106,2022-11-28T01:00:37Z,5000000,False,-230.0,31.0,1,right,MISS G. Harris 3PT - blocked,"[203914, 1627788]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,,23.24,Missed,Korkmaz,1627788.0,,,,,,,,,,,,,,,
510,PT09M04.00S,2022-11-28T01:00:30.0Z,4,REGULAR,block,,[],1627788,,,1610612753,78,106,2022-11-28T01:00:33Z,5010000,False,,,0,,F. Korkmaz BLOCK (1 BLK),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
511,PT09M02.00S,2022-11-28T01:00:32.0Z,4,REGULAR,rebound,offensive,[],1630181,,,1610612753,78,106,2022-11-28T01:00:37Z,5020000,False,,,0,,R. Hampton REBOUND (Off:1 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Left Corner 3,24+ Left,,,,,,509.0,3.0,2.0,1.0,,,,,,,,,,,
512,PT09M02.00S,2022-11-28T01:00:36.1Z,4,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612753,78,106,2022-11-28T01:00:46Z,5030000,False,,,0,,S. Milton shooting personal FOUL (1 PF) (Hampton 2 FT),"[1629003, 1630181]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,Mid-Range,8-16 Left,202041.0,,,,,,,,,,,,,1.0,0.0,Hampton,1630181.0,,,
514,PT09M02.00S,2022-11-28T01:01:01.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630181,,,1610612753,79,106,2022-11-28T01:01:01Z,5050000,False,,,0,,R. Hampton Free Throw 1 of 2 (6 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
515,PT09M02.00S,2022-11-28T01:01:18.4Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630181,,,1610612753,80,106,2022-11-28T01:01:18Z,5060000,False,,,0,,R. Hampton Free Throw 2 of 2 (7 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
516,PT08M43.00S,2022-11-28T01:01:38.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,22.156700104200887,10.049019607843137,1610612755,80,109,2022-11-28T01:01:43Z,5070000,False,200.0,156.0,1,left,G. Niang 25' 3PT  (9 PTS) (P. Reed 2 AST),"[1627777, 1630194]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,25.34,Made,,,,,,,9.0,P. Reed,1630194.0,2.0,,,,,,,
518,PT08M21.00S,2022-11-28T01:02:00.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203914,93.11596423035068,54.166666666666664,1610612753,82,109,2022-11-28T01:02:06Z,5090000,False,21.0,12.0,1,right,G. Harris cutting Layup (11 PTS) (B. Bol 2 AST),"[203914, 1629626]",1610612753.0,ORL,cutting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,2.41,Made,,,,,,,11.0,B. Bol,1629626.0,2.0,,,,,,,
520,PT08M01.00S,2022-11-28T01:02:20.1Z,4,REGULAR,turnover,lost ball,[],1630194,,,1610612755,82,109,2022-11-28T01:02:26Z,5110000,False,,,0,,P. Reed lost ball TURNOVER (5 TO),"[1630194, 1629626]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,5.0,Bol,1629626.0
521,PT08M01.00S,2022-11-28T01:02:20.1Z,4,REGULAR,steal,,[],1629626,,,1610612753,82,109,2022-11-28T01:33:20Z,5120000,False,,,0,,B. Bol STEAL (2 STL),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
522,PT07M58.00S,2022-11-28T01:02:23.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629626,93.51018236438485,51.9607843137255,1610612753,84,109,2022-11-28T01:02:31Z,5130000,False,10.0,9.0,1,right,B. Bol running DUNK (6 PTS) (C. Houstan 2 AST),"[1629626, 1631216]",1610612753.0,ORL,running,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,1.3,Made,,,,,,,6.0,C. Houstan,1631216.0,2.0,,,,,,,
524,PT07M38.00S,2022-11-28T01:02:42.4Z,4,REGULAR,3pt,Jump Shot,[],1627777,22.419512193556997,87.00980392156863,1610612755,84,109,2022-11-28T01:02:47Z,5150000,False,-185.0,158.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,24.34,Missed,,,,,,,,,,,,,,,,,
525,PT07M36.00S,2022-11-28T01:02:44.4Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,84,109,2022-11-28T01:02:47Z,5160000,False,,,0,,P. Reed REBOUND (Off:2 Def:8),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,524.0,10.0,8.0,2.0,,,,,,,,,,,
527,PT07M27.00S,2022-11-28T01:02:54.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629003,5.730944519443988,49.26470588235294,1610612755,84,111,2022-11-28T01:02:58Z,5180000,False,4.0,1.0,1,left,S. Milton Layup (27 PTS) (G. Niang 4 AST),"[1629003, 1627777]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,0.4,Made,,,,,,,27.0,G. Niang,1627777.0,4.0,,,,,,,
