actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
448,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,in,[],1626145,,,1610612759,84,80,2022-03-01T02:36:58Z,4370000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,in,[],1629001,,,1610612759,84,80,2022-03-01T02:36:58Z,4380000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,in,[],1630563,,,1610612759,84,80,2022-03-01T02:36:58Z,4390000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M13.00S,2022-03-01T02:36:42.1Z,3,REGULAR,substitution,in,[],1629022,,,1610612759,84,80,2022-03-01T02:36:58Z,4400000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M11.00S,2022-03-01T02:37:03.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203926,7.178055190538765,51.470588235294116,1610612759,84,80,2022-03-01T02:37:07Z,4410000,-7.0,15.0,1,left,MISS D. McDermott Layup - blocked,"[203926, 203500]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,1.67,Missed,,Adams,203500.0,,,,,,,,,,,,,
453,PT04M11.00S,2022-03-01T02:37:03.9Z,3,REGULAR,block,,[],203500,,,1610612759,84,80,2022-03-01T02:37:06Z,4420000,,,0,,S. Adams BLOCK (3 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M07.00S,2022-03-01T02:37:07.9Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,84,80,2022-03-01T02:37:07Z,4430000,,,0,,D. Melton REBOUND (Off:0 Def:4),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,452.0,,,,4.0,4.0,0.0,,,,,,
455,PT04M04.00S,2022-03-01T02:37:10.5Z,3,REGULAR,turnover,bad pass,[],1629001,,,1610612763,84,80,2022-03-01T02:37:13Z,4440000,,,0,,D. Melton bad pass TURNOVER (2 TO),"[1629001, 1630563]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,2.0,Primo,1630563.0,,,,,,,,,,,,,,,,,,
456,PT04M04.00S,2022-03-01T02:37:10.5Z,3,REGULAR,steal,,[],1630563,,,1610612759,84,80,2022-03-01T02:37:11Z,4450000,,,0,,J. Primo STEAL (1 STL),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M01.00S,2022-03-01T02:37:13.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203926,29.38567674113009,25.49019607843137,1610612759,84,80,2022-03-01T02:37:17Z,4460000,123.0,224.0,1,left,MISS D. McDermott 25' running pullup 3PT,[203926],1610612759.0,SAS,running pullup,,,McDermott,D. McDermott,,,,,,,,25.5,Missed,,,,,,,,,,,,,,,,
458,PT03M57.00S,2022-03-01T02:37:17.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,84,80,2022-03-01T02:37:17Z,4470000,,,0,,K. Anderson REBOUND (Off:0 Def:6),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,457.0,,,,6.0,6.0,0.0,,,,,,
459,PT03M44.00S,2022-03-01T02:37:30.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,88.51839684625493,47.05882352941176,1610612763,84,80,2022-03-01T02:37:34Z,4480000,-15.0,55.0,1,right,MISS D. Melton driving floating Shot,[1629001],1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,,,,5.73,Missed,,,,,,,,,,,,,,,,
460,PT03M41.00S,2022-03-01T02:37:33.2Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,84,80,2022-03-01T02:37:33Z,4490000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,459.0,,,,3.0,2.0,1.0,,,,,,
461,PT03M36.00S,2022-03-01T02:37:37.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203926,11.514454664914586,4.6568627450980395,1610612759,84,83,2022-03-01T02:37:42Z,4500000,227.0,56.0,1,left,D. McDermott 3PT running (14 PTS) (D. Murray 7 AST),"[203926, 1627749]",1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,,,,23.34,Made,14.0,,,,D. Murray,1627749.0,7.0,,,,,,,,,
463,PT03M22.00S,2022-03-01T02:37:51.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.24901445466492,51.9607843137255,1610612763,86,83,2022-03-01T02:37:54Z,4520000,10.0,11.0,1,right,K. Anderson cutting Layup (7 PTS) (S. Adams 5 AST),"[203937, 203500]",1610612763.0,MEM,cutting,,,Anderson,K. Anderson,,,,,,,,1.47,Made,7.0,,,,S. Adams,203500.0,5.0,,,,,,,,,
465,PT03M22.00S,2022-03-01T02:37:56.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,86,83,2022-03-01T02:37:56Z,4540000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M22.00S,2022-03-01T02:40:14.5Z,3,REGULAR,substitution,out,[],203500,,,1610612759,86,83,2022-03-01T02:40:45Z,4550000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M22.00S,2022-03-01T02:40:14.5Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,86,83,2022-03-01T02:40:45Z,4560000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M22.00S,2022-03-01T02:40:14.5Z,3,REGULAR,substitution,out,[],1630563,,,1610612759,86,83,2022-03-01T02:40:45Z,4570000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M22.00S,2022-03-01T02:40:14.5Z,3,REGULAR,substitution,in,[],1629634,,,1610612759,86,83,2022-03-01T02:40:45Z,4580000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M22.00S,2022-03-01T02:40:14.5Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,86,83,2022-03-01T02:40:45Z,4590000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M22.00S,2022-03-01T02:40:14.5Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,86,83,2022-03-01T02:40:45Z,4600000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M02.00S,2022-03-01T02:41:16.0Z,3,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612759,86,83,2022-03-01T02:41:24Z,4610000,,,0,,B. Clarke shooting personal FOUL (2 PF) (Collins 2 FT),"[1629634, 1628380]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,202026.0,2.0,0.0,Collins,1628380.0,
474,PT03M02.00S,2022-03-01T02:41:42.9Z,3,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,86,84,2022-03-01T02:41:42Z,4630000,,,0,,Z. Collins Free Throw 1 of 2 (3 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
475,PT03M02.00S,2022-03-01T02:41:57.8Z,3,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,86,85,2022-03-01T02:41:57Z,4640000,,,0,,Z. Collins Free Throw 2 of 2 (4 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
476,PT02M52.00S,2022-03-01T02:42:11.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,84.31340341655716,43.13725490196079,1610612763,86,85,2022-03-01T02:42:14Z,4650000,-34.0,95.0,1,right,MISS B. Clarke 10' pullup Shot,[1629634],1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,,,,10.1,Missed,,,,,,,,,,,,,,,,
477,PT02M50.00S,2022-03-01T02:42:13.5Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,86,85,2022-03-01T02:42:14Z,4660000,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,476.0,,,,3.0,3.0,0.0,,,,,,
478,PT02M41.00S,2022-03-01T02:42:21.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,19.136005256241788,35.78431372549019,1610612759,86,85,2022-03-01T02:42:24Z,4670000,71.0,127.0,1,left,MISS D. Murray 14' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,14.59,Missed,,,,,,,,,,,,,,,,
479,PT02M39.00S,2022-03-01T02:42:23.8Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,86,85,2022-03-01T02:42:24Z,4680000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,478.0,,,,2.0,2.0,0.0,,,,,,
480,PT02M25.00S,2022-03-01T02:42:41.0Z,3,REGULAR,foul,personal,[],1626196,,,1610612763,86,85,2022-03-01T02:42:53Z,4690000,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 1626145]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Jones,1626145.0,
482,PT02M25.00S,2022-03-01T02:42:55.1Z,3,REGULAR,substitution,out,[],203926,,,1610612763,86,85,2022-03-01T02:43:08Z,4710000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M25.00S,2022-03-01T02:42:55.1Z,3,REGULAR,substitution,in,[],1630170,,,1610612763,86,85,2022-03-01T02:43:08Z,4720000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M16.00S,2022-03-01T02:43:16.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,82.86793692509855,39.21568627450981,1610612763,86,85,2022-03-01T02:43:21Z,4730000,-54.0,109.0,1,right,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,,,12.12,Missed,,,,,,,,,,,,,,,,
485,PT02M12.00S,2022-03-01T02:43:20.7Z,3,REGULAR,rebound,offensive,[],203937,,,1610612763,86,85,2022-03-01T02:50:31Z,4740000,,,0,,K. Anderson REBOUND (Off:1 Def:6),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,484.0,,,,7.0,6.0,1.0,,,,,,
488,PT02M10.00S,2022-03-01T02:43:22.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203937,94.40999984741211,50.0,1610612763,88,85,2022-03-01T02:43:24Z,4770000,0.0,0.0,1,right,K. Anderson tip Layup (9 PTS),[203937],1610612763.0,MEM,tip,,,Anderson,K. Anderson,,,,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,
489,PT01M57.00S,2022-03-01T02:43:35.9Z,3,REGULAR,2pt,Jump Shot,[],1626196,4.944152431011826,25.245098039215684,1610612759,88,85,2022-03-01T02:43:39Z,4780000,124.0,-6.0,1,left,MISS J. Richardson 12' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,,,,12.39,Missed,,,,,,,,,,,,,,,,
490,PT01M55.00S,2022-03-01T02:43:37.9Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,88,85,2022-03-01T02:43:39Z,4790000,,,0,,D. Melton REBOUND (Off:0 Def:5),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,489.0,,,,5.0,5.0,0.0,,,,,,
491,PT01M52.00S,2022-03-01T02:43:42.4Z,3,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612763,88,85,2022-03-01T02:44:01Z,4800000,,,0,,D. Murray shooting personal FOUL (1 PF) (Melton 2 FT),"[1627749, 1629001]",1610612759.0,SAS,shooting,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Melton,1629001.0,
493,PT01M52.00S,2022-03-01T02:44:08.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629001,,,1610612763,89,85,2022-03-01T02:44:08Z,4820000,,,0,,D. Melton Free Throw 1 of 2 (13 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
494,PT01M52.00S,2022-03-01T02:44:09.3Z,3,REGULAR,substitution,out,[],1627749,,,1610612763,89,85,2022-03-01T02:44:12Z,4830000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M52.00S,2022-03-01T02:44:09.3Z,3,REGULAR,substitution,in,[],1630200,,,1610612763,89,85,2022-03-01T02:44:12Z,4840000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M52.00S,2022-03-01T02:44:23.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629001,,,1610612763,90,85,2022-03-01T02:44:23Z,4850000,,,0,,D. Melton Free Throw 2 of 2 (14 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
497,PT01M31.00S,2022-03-01T02:44:46.1Z,3,REGULAR,3pt,Jump Shot,[],1629022,5.601182654402102,2.941176470588235,1610612759,90,85,2022-03-01T02:44:52Z,4860000,235.0,0.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,23.53,Missed,,,,,,,,,,,,,,,,
498,PT01M28.00S,2022-03-01T02:44:49.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,90,85,2022-03-01T02:44:52Z,4870000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,
499,PT01M28.00S,2022-03-01T02:44:52.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,90,85,2022-03-01T02:44:52Z,4880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M14.00S,2022-03-01T02:45:11.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,94.56307490144546,50.245098039215684,1610612763,92,85,2022-03-01T02:45:14Z,4890000,1.0,-1.0,1,right,J. Morant driving finger roll Layup (37 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,,,0.18,Made,37.0,,,,,,,,,,,,,,,
501,PT01M00.00S,2022-03-01T02:45:28.5Z,3,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,92,85,2022-03-01T02:45:37Z,4900000,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,1.0,,,,,,,,,,,,,,,1179.0,,,,,
502,PT00M47.70S,2022-03-01T02:45:55.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,83.52496714848883,41.66666666666667,1610612763,92,85,2022-03-01T02:45:59Z,4910000,-42.0,102.0,1,right,MISS T. Jones 11' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,,,11.06,Missed,,,,,,,,,,,,,,,,
503,PT00M44.90S,2022-03-01T02:45:58.3Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,92,85,2022-03-01T02:45:59Z,4920000,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,502.0,,,,3.0,2.0,1.0,,,,,,
504,PT00M43.30S,2022-03-01T02:45:59.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626145,93.38042049934296,38.23529411764706,1610612763,94,85,2022-03-01T02:46:04Z,4930000,-59.0,10.0,1,right,T. Jones Hook (9 PTS) (B. Clarke 1 AST),"[1626145, 1629634]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,5.96,Made,9.0,,,,B. Clarke,1629634.0,1.0,,,,,,,,,
506,PT00M27.10S,2022-03-01T02:46:19.8Z,3,REGULAR,2pt,Jump Shot,[],1626196,20.05584756898817,79.90196078431373,1610612759,94,85,2022-03-01T02:47:04Z,4950000,-150.0,136.0,1,left,MISS J. Richardson 20' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,,,,20.21,Missed,,,,,,,,,,,,,,,,
507,PT00M20.40S,2022-03-01T02:46:26.5Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,94,85,2022-03-01T02:47:04Z,4960000,,,0,,Z. Collins REBOUND (Off:1 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,506.0,,,,4.0,3.0,1.0,,,,,,
508,PT00M17.60S,2022-03-01T02:47:04.1Z,3,REGULAR,jumpball,recovered,[],203937,,,1610612759,94,85,2022-03-01T02:47:04Z,4970000,,,0,,Jump Ball D. Melton vs. Z. Collins: Tip to K. Anderson,"[203937, 1629001, 1628380]",1610612763.0,MEM,heldball,K. Anderson,203937.0,Anderson,K. Anderson,Melton,1629001.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,
511,PT00M17.60S,2022-03-01T02:47:04.1Z,3,REGULAR,turnover,lost ball,[],1628380,,,1610612759,94,85,2022-03-01T02:47:04Z,5000000,,,0,,Z. Collins lost ball TURNOVER (1 TO),"[1628380, 1629001]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,1.0,Melton,1629001.0,,,,,,,,,,,,,,,,,,
512,PT00M17.60S,2022-03-01T02:47:04.1Z,3,REGULAR,steal,,[],1629001,,,1610612763,94,85,2022-03-01T02:47:04Z,5010000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M14.90S,2022-03-01T02:47:07.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,92.46057818659659,51.225490196078425,1610612763,96,85,2022-03-01T02:47:15Z,5020000,6.0,18.0,1,right,J. Morant driving Layup (39 PTS) (K. Anderson 5 AST),"[1629630, 203937]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,,,1.94,Made,39.0,,,,K. Anderson,203937.0,5.0,,,,,,,,,
515,PT00M05.50S,2022-03-01T02:47:23.5Z,3,REGULAR,foul,personal,[],1626145,,,1610612759,96,85,2022-03-01T03:24:44Z,5040000,,,0,,T. Jones take personal FOUL (1 PF),"[1626145, 1630200]",1610612763.0,MEM,take,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Jones,1630200.0,
517,PT00M05.50S,2022-03-01T02:47:34.9Z,3,REGULAR,substitution,out,[],1626196,,,1610612759,96,85,2022-03-01T02:47:40Z,5060000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M05.50S,2022-03-01T02:47:34.9Z,3,REGULAR,substitution,in,[],203926,,,1610612759,96,85,2022-03-01T02:47:40Z,5070000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M02.10S,2022-03-01T02:47:51.5Z,3,REGULAR,turnover,lost ball,[],1628380,,,1610612759,96,85,2022-03-01T02:48:18Z,5080000,,,0,,Z. Collins lost ball TURNOVER (2 TO),"[1628380, 1629634]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,2.0,Clarke,1629634.0,,,,,,,,,,,,,,,,,,
520,PT00M02.10S,2022-03-01T02:47:51.5Z,3,REGULAR,steal,,[],1629634,,,1610612763,96,85,2022-03-01T02:48:18Z,5090000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT00M00.10S,2022-03-01T02:48:00.1Z,3,REGULAR,turnover,palming,[],1629001,,,1610612763,96,85,2022-03-01T02:48:23Z,5100000,,,0,,D. Melton palming TURNOVER (3 TO),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,3.0,,,,,,,,,,,,,,,1626302.0,,,,,
522,PT00M00.00S,2022-03-01T02:48:18.8Z,3,REGULAR,period,end,[],0,,,1610612759,96,85,2022-03-01T02:48:18Z,5110000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,out,['startperiod'],1629001,,,1610612759,96,85,2022-03-01T02:50:48Z,5120000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612759,96,85,2022-03-01T02:50:48Z,5130000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612759,96,85,2022-03-01T02:50:48Z,5140000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,out,['startperiod'],203926,,,1610612759,96,85,2022-03-01T02:50:48Z,5150000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612759,96,85,2022-03-01T02:50:48Z,5160000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,in,['startperiod'],1629681,,,1610612759,96,85,2022-03-01T02:50:48Z,5170000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,in,['startperiod'],1630217,,,1610612759,96,85,2022-03-01T02:50:48Z,5180000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2022-03-01T02:49:52.8Z,4,REGULAR,substitution,in,['startperiod'],1626196,,,1610612759,96,85,2022-03-01T02:50:48Z,5190000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2022-03-01T02:50:53.3Z,4,REGULAR,period,start,[],0,,,1610612763,96,85,2022-03-01T02:50:53Z,5200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT11M36.00S,2022-03-01T02:51:16.8Z,4,REGULAR,turnover,lost ball,[],1628991,,,1610612763,96,85,2022-03-01T02:51:20Z,5210000,,,0,,J. Jackson Jr. lost ball TURNOVER (5 TO),"[1628991, 1626196]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,5.0,Richardson,1626196.0,,,,,,,,,,,,,,,,,,
534,PT11M36.00S,2022-03-01T02:51:16.8Z,4,REGULAR,steal,,[],1626196,,,1610612759,96,85,2022-03-01T02:51:18Z,5220000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT11M36.00S,2022-03-01T02:51:20.2Z,4,REGULAR,foul,personal,[],1628991,,,1610612759,96,85,2022-03-01T02:51:23Z,5230000,,,0,,J. Jackson Jr. personal FOUL (5 PF),"[1628991, 1626196]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,1626302.0,5.0,0.0,Richardson,1626196.0,
537,PT11M36.00S,2022-03-01T02:51:26.7Z,4,REGULAR,substitution,out,[],1628991,,,1610612759,96,85,2022-03-01T02:51:31Z,5250000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT11M36.00S,2022-03-01T02:51:26.7Z,4,REGULAR,substitution,in,[],203937,,,1610612759,96,85,2022-03-01T02:51:31Z,5260000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT11M20.00S,2022-03-01T02:51:49.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,7.178055190538765,50.73529411764706,1610612759,96,87,2022-03-01T02:51:54Z,5270000,-4.0,15.0,1,left,L. Walker IV driving finger roll Layup (17 PTS) (D. Vassell 4 AST),"[1629022, 1630170]",1610612759.0,SAS,driving finger roll,,,Walker IV,L. Walker IV,,,,,,,,1.54,Made,17.0,,,,D. Vassell,1630170.0,4.0,,,,,,,,,
