actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
531,PT05M37.00S,2022-04-02T00:59:45.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,5.206964520367937,45.09803921568628,1610612761,77,92,2022-04-02T01:00:36Z,5210000,25.0,-4.0,1,left,O. Anunoby putback Layup (11 PTS),[1628384],1610612761.0,TOR,putback,,,Anunoby,O. Anunoby,,,,,,,,,,2.48,Made,11.0,,,,,,,,,,,,,
532,PT05M37.00S,2022-04-02T00:59:51.6Z,4,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612761,77,92,2022-04-02T01:00:17Z,5220000,,,0,,M. Wagner shooting personal FOUL (2 PF) (Anunoby 1 FT),"[1629021, 1628384]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,1627524.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
534,PT05M37.00S,2022-04-02T01:00:13.9Z,4,REGULAR,substitution,out,[],1628365,,,1610612761,77,92,2022-04-02T01:00:16Z,5240000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT05M37.00S,2022-04-02T01:00:13.9Z,4,REGULAR,substitution,in,[],1630175,,,1610612761,77,92,2022-04-02T01:00:16Z,5250000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT05M37.00S,2022-04-02T01:00:23.3Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1628384,,,1610612761,77,93,2022-04-02T01:00:23Z,5260000,,,0,,O. Anunoby Free Throw 1 of 1 (12 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
537,PT05M28.00S,2022-04-02T01:00:41.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,77,93,2022-04-02T01:00:41Z,5270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT05M12.00S,2022-04-02T01:01:08.3Z,4,REGULAR,3pt,Jump Shot,[],1629678,88.91261498028909,95.34313725490196,1610612753,80,93,2022-04-02T01:01:34Z,5280000,227.0,52.0,1,right,A. Schofield 3PT  (5 PTS) (D. Cannady 2 AST),"[1629678, 1629962]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,23.25,Made,5.0,,D. Cannady,1629962.0,2.0,,,,,,,,,
540,PT04M48.00S,2022-04-02T01:01:31.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.258212877792378,44.6078431372549,1610612761,80,93,2022-04-02T01:01:51Z,5300000,27.0,6.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,2.77,Missed,,,,,,,,,,,,,,
541,PT04M48.00S,2022-04-02T01:01:31.4Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,80,93,2022-04-02T01:01:51Z,5310000,,,0,,A. Schofield REBOUND (Off:2 Def:4),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,540.0,6.0,4.0,2.0,,,
542,PT04M42.00S,2022-04-02T01:01:38.0Z,4,REGULAR,3pt,Jump Shot,[],1630175,93.64323258869908,2.450980392156863,1610612753,83,93,2022-04-02T01:02:00Z,5320000,-238.0,7.0,1,right,C. Anthony 3PT  (6 PTS) (M. Bamba 6 AST),"[1630175, 1628964]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,23.78,Made,6.0,,M. Bamba,1628964.0,6.0,,,,,,,,,
544,PT04M16.00S,2022-04-02T01:02:05.0Z,4,REGULAR,3pt,Jump Shot,[],1627832,29.122864651773984,86.27450980392157,1610612761,83,96,2022-04-02T01:02:08Z,5340000,-181.0,221.0,1,left,F. VanVleet 28' 3PT pullup (19 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,28.61,Made,19.0,,,,,,,,,,,,,
545,PT03M59.00S,2022-04-02T01:02:21.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,91.27792378449409,41.66666666666667,1610612753,85,96,2022-04-02T01:02:25Z,5350000,-42.0,29.0,1,right,C. Anthony driving Layup (8 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,,,,,,5.11,Made,8.0,,,,,,,,,,,,,
546,PT03M37.00S,2022-04-02T01:02:43.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.915243101182654,48.28431372549019,1610612761,85,98,2022-04-02T01:02:55Z,5360000,9.0,13.0,1,left,O. Anunoby driving Layup (14 PTS) (S. Barnes 7 AST),"[1628384, 1630567]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,,,,,,1.52,Made,14.0,,S. Barnes,1630567.0,7.0,,,,,,,,,
548,PT03M37.00S,2022-04-02T01:02:48.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,85,98,2022-04-02T01:02:48Z,5380000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M37.00S,2022-04-02T01:03:39.0Z,4,REGULAR,substitution,out,[],1629678,,,1610612753,85,98,2022-04-02T01:04:26Z,5390000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT03M37.00S,2022-04-02T01:03:39.0Z,4,REGULAR,substitution,in,[],1630181,,,1610612753,85,98,2022-04-02T01:04:26Z,5400000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M12.00S,2022-04-02T01:04:53.4Z,4,REGULAR,3pt,Jump Shot,[],1630175,73.40670170827858,89.2156862745098,1610612753,85,98,2022-04-02T01:05:10Z,5410000,196.0,197.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,27.83,Missed,,,,,,,,,,,,,,
552,PT03M11.00S,2022-04-02T01:04:54.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,85,98,2022-04-02T01:05:10Z,5420000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,551.0,,,,,,
553,PT03M11.00S,2022-04-02T01:04:57.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,85,98,2022-04-02T01:05:06Z,5430000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,1627961.0,,,,,,,,,,,,,,,,,,,,
554,PT02M54.00S,2022-04-02T01:05:30.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,30.831143232588698,68.87254901960785,1610612761,85,98,2022-04-02T01:05:34Z,5440000,-94.0,237.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,25.54,Missed,,,,,,,,,,,,,,
555,PT02M52.00S,2022-04-02T01:05:32.5Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,85,98,2022-04-02T01:05:34Z,5450000,,,0,,M. Bamba REBOUND (Off:2 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,554.0,9.0,7.0,2.0,,,
556,PT02M41.00S,2022-04-02T01:05:45.2Z,4,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612753,85,98,2022-04-02T01:05:55Z,5460000,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Bamba 2 FT),"[1628384, 1628964]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,200832.0,2.0,1.0,Bamba,1628964.0,,,,,,,,,,,,,,,,
558,PT02M41.00S,2022-04-02T01:06:08.7Z,4,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,86,98,2022-04-02T01:06:08Z,5480000,,,0,,M. Bamba Free Throw 1 of 2 (14 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
559,PT02M41.00S,2022-04-02T01:06:25.6Z,4,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,87,98,2022-04-02T01:06:25Z,5490000,,,0,,M. Bamba Free Throw 2 of 2 (15 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
560,PT02M23.00S,2022-04-02T01:06:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,7.703679369250986,61.029411764705884,1610612761,87,98,2022-04-02T01:06:51Z,5500000,-55.0,20.0,1,left,MISS G. Trent Jr. Layup - blocked,"[1629018, 1628964]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,5.86,Missed,,,,,,,,,,,,Bamba,1628964.0,
561,PT02M23.00S,2022-04-02T01:06:46.0Z,4,REGULAR,block,,[],1628964,,,1610612761,87,98,2022-04-02T01:06:48Z,5510000,,,0,,M. Bamba BLOCK (3 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT02M20.00S,2022-04-02T01:06:49.0Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,87,98,2022-04-02T01:06:51Z,5520000,,,0,,M. Wagner REBOUND (Off:1 Def:7),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,560.0,8.0,7.0,1.0,,,
563,PT02M20.00S,2022-04-02T01:06:52.7Z,4,REGULAR,foul,personal,[],1630567,,,1610612753,87,98,2022-04-02T01:07:06Z,5530000,,,0,,S. Barnes personal FOUL (2 PF),"[1630567, 1630175]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1627524.0,2.0,0.0,Anthony,1630175.0,,,,,,,,,,,,,,,,
565,PT02M20.00S,2022-04-02T01:07:21.4Z,4,REGULAR,foul,offensive,[],1629021,,,1610612753,87,98,2022-04-02T01:07:58Z,5550000,,,0,,M. Wagner off-the-ball offensive FOUL (3 PF),"[1629021, 1629018]",1610612753.0,ORL,off-the-ball,,,Wagner,M. Wagner,,,,,200832.0,3.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,
567,PT02M20.00S,2022-04-02T01:07:21.4Z,4,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,87,98,2022-04-02T01:07:21Z,5570000,,,0,,M. Wagner offensive foul TURNOVER (3 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,200832.0,,,,,,,,3.0,,,,,,,,,,,,
568,PT01M59.00S,2022-04-02T01:07:59.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,12.959921156373195,47.30392156862745,1610612761,87,98,2022-04-02T01:08:04Z,5580000,13.0,69.0,1,left,MISS P. Siakam 7' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,,,,,,7.06,Missed,,,,,,,,,,,,,,
569,PT01M57.00S,2022-04-02T01:08:01.8Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,87,98,2022-04-02T01:08:01Z,5590000,,,0,,M. Bamba REBOUND (Off:2 Def:8),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,568.0,10.0,8.0,2.0,,,
570,PT01M55.00S,2022-04-02T01:08:06.8Z,4,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612753,87,98,2022-04-02T01:08:19Z,5600000,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Hampton 2 FT),"[1627832, 1630181]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,200832.0,2.0,0.0,Hampton,1630181.0,,,,,,,,,,,,,,,,
572,PT01M55.00S,2022-04-02T01:08:38.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630181,,,1610612753,88,98,2022-04-02T01:08:38Z,5620000,,,0,,R. Hampton Free Throw 1 of 2 (8 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
573,PT01M55.00S,2022-04-02T01:09:00.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630181,,,1610612753,89,98,2022-04-02T01:09:00Z,5630000,,,0,,R. Hampton Free Throw 2 of 2 (9 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
574,PT01M40.00S,2022-04-02T01:09:25.3Z,4,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612761,89,98,2022-04-02T01:09:33Z,5640000,,,0,,M. Bamba shooting personal FOUL (3 PF) (Barnes 2 FT),"[1628964, 1630567]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,200832.0,3.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
576,PT01M40.00S,2022-04-02T01:09:53.1Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,89,99,2022-04-02T01:09:53Z,5660000,,,0,,S. Barnes Free Throw 1 of 2 (16 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
577,PT01M40.00S,2022-04-02T01:10:11.1Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,89,100,2022-04-02T01:10:11Z,5670000,,,0,,S. Barnes Free Throw 2 of 2 (17 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
578,PT01M22.00S,2022-04-02T01:10:32.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,88.38699080157687,43.872549019607845,1610612753,89,100,2022-04-02T01:10:37Z,5680000,-31.0,57.0,1,right,MISS C. Anthony 6' driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,,,,,,6.44,Missed,,,,,,,,,,,,,,
579,PT01M20.00S,2022-04-02T01:10:34.5Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,89,100,2022-04-02T01:10:34Z,5690000,,,0,,P. Siakam REBOUND (Off:1 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,578.0,10.0,9.0,1.0,,,
580,PT01M04.00S,2022-04-02T01:10:51.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,7.835085413929041,54.41176470588235,1610612761,89,102,2022-04-02T01:11:04Z,5700000,-22.0,21.0,1,left,S. Barnes driving DUNK (19 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,,,,,,3.06,Made,19.0,,,,,,,,,,,,,
581,PT01M04.00S,2022-04-02T01:10:56.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,89,102,2022-04-02T01:10:56Z,5710000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT00M58.90S,2022-04-02T01:12:34.7Z,4,REGULAR,2pt,Jump Shot,[],1629021,87.20433639947439,93.62745098039215,1610612753,89,102,2022-04-02T01:12:40Z,5720000,218.0,68.0,1,right,MISS M. Wagner 22' Jump Shot,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,22.84,Missed,,,,,,,,,,,,,,
583,PT00M56.70S,2022-04-02T01:12:36.9Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,89,102,2022-04-02T01:12:40Z,5730000,,,0,,O. Anunoby REBOUND (Off:1 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,582.0,6.0,5.0,1.0,,,
584,PT00M33.90S,2022-04-02T01:13:00.6Z,4,REGULAR,3pt,Jump Shot,[],1628384,33.722076215505915,51.470588235294116,1610612761,89,102,2022-04-02T01:13:05Z,5740000,-7.0,264.0,1,left,MISS O. Anunoby 26' step back 3PT,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,,,,,,26.46,Missed,,,,,,,,,,,,,,
585,PT00M32.10S,2022-04-02T01:13:02.4Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,89,102,2022-04-02T01:13:05Z,5750000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,584.0,4.0,4.0,0.0,,,
586,PT00M21.30S,2022-04-02T01:13:13.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,91.80354796320631,35.53921568627451,1610612753,89,102,2022-04-02T01:14:34Z,5760000,-72.0,25.0,1,right,MISS R. Hampton 7' fadeaway bank Shot,[1630181],1610612753.0,ORL,fadeaway bank,,,Hampton,R. Hampton,,,,,,,,,,7.63,Missed,,,,,,,,,,,,,,
587,PT00M19.30S,2022-04-02T01:13:15.1Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,89,102,2022-04-02T01:14:34Z,5770000,,,0,,P. Siakam REBOUND (Off:1 Def:10),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,586.0,11.0,10.0,1.0,,,
588,PT00M00.00S,2022-04-02T01:15:10.6Z,4,REGULAR,period,end,[],0,,,1610612761,89,102,2022-04-02T01:15:10Z,5780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M00.00S,2022-04-02T01:15:18.9Z,4,REGULAR,game,end,[],0,,,0,89,102,2022-04-02T01:15:18Z,5790000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
