actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
588,PT06M56.00S,2023-12-02T02:41:53.1Z,4,REGULAR,3pt,Jump Shot,[],201950,9.411957950065702,96.81372549019608,1610612738,107,106,2023-12-02T02:41:56Z,5750000,False,-234.0,36.0,1,left,J. Holiday 3PT  (11 PTS) (A. Horford 3 AST),"[201950, 201143]",1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,Holiday,J. Holiday,,,23.69,Made,11.0,A. Horford,201143.0,3.0,,,,,,,,,,,
590,PT06M56.00S,2023-12-02T02:42:04.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,107,106,2023-12-02T02:42:04Z,5770000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M34.00S,2023-12-02T02:45:48.2Z,4,REGULAR,foul,personal,[],1627759,,,1610612755,107,106,2023-12-02T02:46:16Z,5780000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 202699]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Left,,Brown,J. Brown,,,,,,,,,,,,,,,202007.0,1.0,0.0,Harris,202699.0
593,PT06M34.00S,2023-12-02T02:46:05.4Z,4,REGULAR,substitution,out,[],1630573,,,1610612755,107,106,2023-12-02T02:46:07Z,5800000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,
594,PT06M34.00S,2023-12-02T02:46:05.4Z,4,REGULAR,substitution,in,[],1628401,,,1610612755,107,106,2023-12-02T02:46:07Z,5810000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
595,PT06M24.00S,2023-12-02T02:46:22.0Z,4,REGULAR,2pt,Jump Shot,[],202699,87.72996057818659,20.34313725490196,1610612755,107,106,2023-12-02T02:50:02Z,5820000,False,-148.0,63.0,1,right,MISS T. Harris 16' pullup Shot,[202699],1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Left,,Harris,T. Harris,,,16.1,Missed,,,,,,,,,,,,,,,
596,PT06M21.00S,2023-12-02T02:46:25.0Z,4,REGULAR,rebound,offensive,[],203496,,,1610612755,107,106,2023-12-02T02:46:31Z,5830000,False,,,0,,R. Covington REBOUND (Off:2 Def:2),[203496],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left,,Covington,R. Covington,,,,,,,,,595.0,4.0,2.0,2.0,,,,,,,
597,PT06M19.00S,2023-12-02T02:46:28.1Z,4,REGULAR,turnover,lost ball,[],203496,,,1610612755,107,106,2023-12-02T02:46:34Z,5840000,False,,,0,,R. Covington lost ball TURNOVER (1 TO),"[203496, 1627759]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Left,1.0,Covington,R. Covington,Brown,1627759.0,,,,,,,,,,,,,,,,,
598,PT06M19.00S,2023-12-02T02:46:28.1Z,4,REGULAR,steal,,[],1627759,,,1610612738,107,106,2023-12-02T02:46:56Z,5850000,False,,,0,,J. Brown STEAL (4 STL),[1627759],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Left,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,
599,PT06M12.00S,2023-12-02T02:46:34.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628401,8.09789750328515,54.41176470588235,1610612738,109,106,2023-12-02T02:51:42Z,5860000,False,-22.0,24.0,1,left,D. White running Layup (21 PTS),[1628401],1610612738.0,BOS,running,,,,,,Restricted Area,0-8 Center,,White,D. White,,,3.23,Made,21.0,,,,,,,,,,,,,,
600,PT05M51.00S,2023-12-02T02:46:55.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,82.9993429697766,61.51960784313726,1610612755,109,108,2023-12-02T02:52:19Z,5870000,False,58.0,107.0,1,right,P. Reed 12' turnaround fadeaway Jump Shot (14 PTS),[1630194],1610612755.0,PHI,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,Reed,P. Reed,,,12.18,Made,14.0,,,,,,,,,,,,,,
601,PT05M28.00S,2023-12-02T02:47:21.6Z,4,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,109,108,2023-12-02T02:47:36Z,5880000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Pritchard 2 FT),"[202699, 1630202]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Harris,T. Harris,,,,,,,,,,,,,,,202007.0,1.0,0.0,Pritchard,1630202.0
603,PT05M28.00S,2023-12-02T02:47:43.6Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,110,108,2023-12-02T02:47:43Z,5900000,False,,,0,,P. Pritchard Free Throw 1 of 2 (7 PTS),[1630202],1610612738.0,BOS,,,,,,,,,,Pritchard,P. Pritchard,,,,Made,7.0,,,,,,,,,,,,,,
604,PT05M28.00S,2023-12-02T02:47:59.6Z,4,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,111,108,2023-12-02T02:47:59Z,5910000,False,,,0,,P. Pritchard Free Throw 2 of 2 (8 PTS),[1630202],1610612738.0,BOS,,,,,,,,,,Pritchard,P. Pritchard,,,,Made,8.0,,,,,,,,,,,,,,
605,PT05M11.00S,2023-12-02T02:48:18.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,91.27792378449409,52.69607843137255,1610612755,111,108,2023-12-02T02:48:33Z,5920000,False,13.0,29.0,1,right,MISS D. Melton driving Layup,[1629001],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,Melton,D. Melton,,,3.24,Missed,,,,,,,,,,,,,,,
606,PT05M10.00S,2023-12-02T02:48:19.5Z,4,REGULAR,rebound,offensive,[],203496,,,1610612755,111,108,2023-12-02T02:48:33Z,5930000,False,,,0,,R. Covington REBOUND (Off:3 Def:2),[203496],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Covington,R. Covington,,,,,,,,,605.0,5.0,2.0,3.0,,,,,,,
607,PT05M09.00S,2023-12-02T02:48:22.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203496,88.78120893561103,52.20588235294118,1610612755,111,108,2023-12-02T02:48:46Z,5940000,False,11.0,53.0,1,right,MISS R. Covington putback Layup,[203496],1610612755.0,PHI,putback,,,,,,In The Paint (Non-RA),0-8 Center,,Covington,R. Covington,,,5.41,Missed,,,,,,,,,,,,,,,
608,PT05M08.00S,2023-12-02T02:48:23.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,111,108,2023-12-02T02:48:46Z,5950000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,607.0,,,,,,,,,,
609,PT05M08.00S,2023-12-02T02:48:31.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612738,111,108,2023-12-02T02:48:39Z,5960000,False,,,0,,D. Melton loose ball personal FOUL (6 PF) (Horford 2 FT),"[1629001, 201143]",1610612755.0,PHI,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,Melton,D. Melton,,,,,,,,,,,,,,,202007.0,6.0,0.0,Horford,201143.0
611,PT05M08.00S,2023-12-02T02:48:43.5Z,4,REGULAR,substitution,out,[],1629001,,,1610612738,111,108,2023-12-02T02:49:20Z,5980000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
612,PT05M08.00S,2023-12-02T02:48:43.5Z,4,REGULAR,substitution,in,[],202694,,,1610612738,111,108,2023-12-02T02:49:20Z,5990000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612755.0,PHI,,,,,,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,
613,PT05M08.00S,2023-12-02T02:49:42.7Z,4,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,112,108,2023-12-02T02:49:42Z,6000000,False,,,0,,A. Horford Free Throw 1 of 2 (15 PTS),[201143],1610612738.0,BOS,,,,,,,,,,Horford,A. Horford,,,,Made,15.0,,,,,,,,,,,,,,
614,PT05M08.00S,2023-12-02T02:50:03.0Z,4,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,113,108,2023-12-02T02:50:03Z,6010000,False,,,0,,A. Horford Free Throw 2 of 2 (16 PTS),[201143],1610612738.0,BOS,,,,,,,,,,Horford,A. Horford,,,,Made,16.0,,,,,,,,,,,,,,
615,PT04M51.00S,2023-12-02T02:50:19.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,84.1819973718791,39.950980392156865,1610612755,113,110,2023-12-02T02:50:23Z,6020000,False,-50.0,96.0,1,right,P. Beverley 10' driving floating Jump Shot (22 PTS),[201976],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,Beverley,P. Beverley,,,10.85,Made,22.0,,,,,,,,,,,,,,
616,PT04M36.00S,2023-12-02T02:50:34.2Z,4,REGULAR,3pt,Jump Shot,[],201143,33.065045992115635,30.637254901960787,1610612738,113,110,2023-12-02T02:50:40Z,6030000,False,97.0,258.0,1,left,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,Horford,A. Horford,,,27.58,Missed,,,,,,,,,,,,,,,
617,PT04M35.00S,2023-12-02T02:50:35.2Z,4,REGULAR,rebound,defensive,[],202694,,,1610612755,113,110,2023-12-02T02:50:40Z,6040000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:6),[202694],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,Morris Sr.,M. Morris Sr.,,,,,,,,,616.0,7.0,6.0,1.0,,,,,,,
618,PT04M11.00S,2023-12-02T02:50:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201976,90.75229960578186,45.34313725490196,1610612755,113,110,2023-12-02T02:54:24Z,6050000,False,-23.0,34.0,1,right,MISS P. Beverley driving finger roll Layup,[201976],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,,Beverley,P. Beverley,,,4.15,Missed,,,,,,,,,,,,,,,
619,PT04M08.00S,2023-12-02T02:51:01.8Z,4,REGULAR,rebound,offensive,[],202699,,,1610612755,113,110,2023-12-02T03:11:37Z,6060000,False,,,0,,T. Harris REBOUND (Off:3 Def:2),[202699],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,,,,,,,618.0,5.0,2.0,3.0,,,,,,,
622,PT04M06.00S,2023-12-02T02:51:10.2Z,4,REGULAR,turnover,discontinued dribble,[],202699,,,1610612755,113,110,2023-12-02T02:51:22Z,6090000,False,,,0,,T. Harris discontinued dribble TURNOVER (4 TO),[202699],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,4.0,Harris,T. Harris,,,,,,,,,,,,,,,1627963.0,,,,
623,PT04M06.00S,2023-12-02T02:51:18.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,113,110,2023-12-02T02:51:18Z,6100000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M53.00S,2023-12-02T02:54:50.2Z,4,REGULAR,turnover,bad pass,[],201950,,,1610612738,113,110,2023-12-02T02:54:56Z,6110000,False,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 202699]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,2.0,Holiday,J. Holiday,Harris,202699.0,,,,,,,,,,,,,,,,,
625,PT03M53.00S,2023-12-02T02:54:50.2Z,4,REGULAR,steal,,[],202699,,,1610612755,113,110,2023-12-02T02:54:51Z,6120000,False,,,0,,T. Harris STEAL (4 STL),[202699],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
626,PT03M50.00S,2023-12-02T02:54:54.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202699,91.80354796320631,51.470588235294116,1610612755,113,110,2023-12-02T03:00:40Z,6130000,False,7.0,25.0,1,right,MISS T. Harris running Layup - blocked,"[202699, 1628401]",1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,2.56,Missed,,,,,,,,,White,1628401.0,,,,,
641,PT03M50.00S,2023-12-02T02:54:54.3Z,4,REGULAR,block,,[],1628401,,,1610612755,113,110,2023-12-02T02:57:09Z,6140000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,White,D. White,,,,,,,,,,,,,,,,,,,
628,PT03M49.00S,2023-12-02T02:54:55.3Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,113,110,2023-12-02T03:00:40Z,6150000,False,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,Holiday,J. Holiday,,,,,,,,,626.0,5.0,5.0,0.0,,,,,,,
665,PT03M48.00S,2023-12-02T02:54:56.8Z,4,REGULAR,turnover,out-of-bounds,[],201950,,,1610612738,113,110,2023-12-02T03:01:01Z,6155000,False,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (3 TO),[201950],1610612738.0,BOS,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,3.0,Holiday,J. Holiday,,,,,,,,,,,,,,,1662.0,,,,
630,PT03M48.00S,2023-12-02T02:55:07.5Z,4,REGULAR,substitution,out,[],1630202,,,1610612755,113,110,2023-12-02T03:01:01Z,6170000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
631,PT03M48.00S,2023-12-02T02:55:07.5Z,4,REGULAR,substitution,in,[],1628436,,,1610612755,113,110,2023-12-02T03:01:01Z,6180000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,
632,PT03M48.00S,2023-12-02T02:55:16.9Z,4,REGULAR,substitution,out,[],1630194,,,1610612755,113,110,2023-12-02T03:01:01Z,6190000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
633,PT03M48.00S,2023-12-02T02:55:16.9Z,4,REGULAR,substitution,in,[],1628964,,,1610612755,113,110,2023-12-02T03:01:01Z,6200000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,
634,PT03M35.00S,2023-12-02T02:55:50.6Z,4,REGULAR,foul,personal,[],1627759,,,1610612755,113,110,2023-12-02T03:01:01Z,6210000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201976]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,,Brown,J. Brown,,,,,,,,,,,,,,,1662.0,2.0,0.0,Beverley,201976.0
636,PT03M24.00S,2023-12-02T02:56:28.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201976,70.77858081471747,81.61764705882352,1610612755,113,113,2023-12-02T03:01:01Z,6230000,False,158.0,222.0,1,right,P. Beverley 27' 3PT step back (25 PTS),[201976],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,Beverley,P. Beverley,,,27.27,Made,25.0,,,,,,,,,,,,,,
637,PT03M03.00S,2023-12-02T02:56:47.8Z,4,REGULAR,2pt,Jump Shot,[],1627759,24.129434954007884,62.254901960784316,1610612738,115,113,2023-12-02T02:56:53Z,6240000,False,-61.0,174.0,1,left,J. Brown 18' pullup Jump Shot (18 PTS) (D. White 5 AST),"[1627759, 1628401]",1610612738.0,BOS,pullup,,,,,,Mid-Range,16-24 Left Center,,Brown,J. Brown,,,18.48,Made,18.0,D. White,1628401.0,5.0,,,,,,,,,,,
639,PT02M46.00S,2023-12-02T02:57:05.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,87.20433639947439,35.049019607843135,1610612755,115,115,2023-12-02T03:00:33Z,6260000,False,-75.0,68.0,1,right,M. Morris Sr. 10' pullup Jump Shot (10 PTS) (P. Beverley 7 AST),"[202694, 201976]",1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Left,,Morris Sr.,M. Morris Sr.,,,10.1,Made,10.0,P. Beverley,201976.0,7.0,,,,,,,,,,,
642,PT02M29.00S,2023-12-02T02:57:22.2Z,4,REGULAR,2pt,Jump Shot,[],1628401,22.946780551905388,51.470588235294116,1610612738,115,115,2023-12-02T02:57:34Z,6280000,False,-7.0,163.0,1,left,MISS D. White 16' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,,,,Mid-Range,16-24 Center,,White,D. White,,,16.34,Missed,,,,,,,,,,,,,,,
643,PT02M28.00S,2023-12-02T02:57:23.2Z,4,REGULAR,rebound,defensive,[],201976,,,1610612755,115,115,2023-12-02T02:57:59Z,6290000,False,,,0,,P. Beverley REBOUND (Off:2 Def:6),[201976],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,Beverley,P. Beverley,,,,,,,,,642.0,8.0,6.0,2.0,,,,,,,
644,PT02M28.00S,2023-12-02T02:57:31.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628436,,,1610612755,115,115,2023-12-02T02:57:46Z,6300000,False,,,0,,L. Kornet personal FOUL (1 PF) (Beverley 2 FT),"[1628436, 201976]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,Kornet,L. Kornet,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Beverley,201976.0
646,PT02M28.00S,2023-12-02T02:58:03.8Z,4,REGULAR,freethrow,1 of 2,[],201976,,,1610612755,115,116,2023-12-02T02:58:03Z,6320000,False,,,0,,P. Beverley Free Throw 1 of 2 (26 PTS),[201976],1610612755.0,PHI,,,,,,,,,,Beverley,P. Beverley,,,,Made,26.0,,,,,,,,,,,,,,
647,PT02M28.00S,2023-12-02T02:58:07.0Z,4,REGULAR,substitution,out,[],1628436,,,1610612755,115,116,2023-12-02T02:58:09Z,6330000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,
648,PT02M28.00S,2023-12-02T02:58:07.0Z,4,REGULAR,substitution,in,[],1630202,,,1610612755,115,116,2023-12-02T02:58:09Z,6340000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
649,PT02M28.00S,2023-12-02T02:58:12.7Z,4,REGULAR,substitution,out,[],1628964,,,1610612755,115,116,2023-12-02T02:58:16Z,6350000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,
650,PT02M28.00S,2023-12-02T02:58:12.7Z,4,REGULAR,substitution,in,[],1630231,,,1610612755,115,116,2023-12-02T02:58:16Z,6360000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,
651,PT02M28.00S,2023-12-02T02:58:03.8Z,4,REGULAR,freethrow,2 of 2,[],201976,,,1610612755,115,116,2023-12-02T02:58:34Z,6370000,False,,,0,,MISS P. Beverley Free Throw 2 of 2,[201976],1610612755.0,PHI,,,,,,,,,,Beverley,P. Beverley,,,,Missed,,,,,,,,,,,,,,,
652,PT02M28.00S,2023-12-02T02:58:03.8Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,115,116,2023-12-02T02:58:34Z,6380000,False,,,0,,D. White REBOUND (Off:1 Def:5),[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,,,,,,651.0,6.0,5.0,1.0,,,,,,,
653,PT02M09.00S,2023-12-02T02:58:48.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201143,9.017739816031538,42.40196078431372,1610612738,117,116,2023-12-02T02:59:05Z,6390000,False,38.0,32.0,1,left,A. Horford driving bank Hook (18 PTS),[201143],1610612738.0,BOS,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,,Horford,A. Horford,,,4.99,Made,18.0,,,,,,,,,,,,,,
654,PT01M43.00S,2023-12-02T02:59:13.9Z,4,REGULAR,3pt,Jump Shot,[],203496,88.12417871222075,3.6764705882352944,1610612755,117,116,2023-12-02T02:59:20Z,6400000,False,-232.0,59.0,1,right,MISS R. Covington 3PT,[203496],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,Covington,R. Covington,,,23.9,Missed,,,,,,,,,,,,,,,
655,PT01M42.00S,2023-12-02T02:59:14.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,117,116,2023-12-02T02:59:20Z,6410000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,Brown,J. Brown,,,,,,,,,654.0,4.0,3.0,1.0,,,,,,,
656,PT01M34.00S,2023-12-02T02:59:31.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612738,117,116,2023-12-02T02:59:49Z,6420000,False,,,0,,P. Beverley personal FOUL (2 PF) (Brown 2 FT),"[201976, 1627759]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,Beverley,P. Beverley,,,,,,,,,,,,,,,1662.0,2.0,1.0,Brown,1627759.0
658,PT01M34.00S,2023-12-02T03:00:00.0Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,118,116,2023-12-02T03:00:00Z,6440000,False,,,0,,J. Brown Free Throw 1 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,,,,,,,Brown,J. Brown,,,,Made,19.0,,,,,,,,,,,,,,
659,PT01M34.00S,2023-12-02T03:00:01.4Z,4,REGULAR,substitution,out,[],1630231,,,1610612738,118,116,2023-12-02T03:00:05Z,6450000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,
660,PT01M34.00S,2023-12-02T03:00:01.4Z,4,REGULAR,substitution,in,[],1628964,,,1610612738,118,116,2023-12-02T03:00:05Z,6460000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,
661,PT01M34.00S,2023-12-02T03:00:24.8Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,119,116,2023-12-02T03:00:24Z,6470000,False,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,,,,,,,Brown,J. Brown,,,,Made,20.0,,,,,,,,,,,,,,
662,PT01M18.00S,2023-12-02T03:00:48.5Z,4,REGULAR,foul,offensive,['inpenalty'],203496,,,1610612755,119,116,2023-12-02T03:01:08Z,6480000,False,,,0,,R. Covington charge offensive FOUL (4 PF),"[203496, 201950]",1610612755.0,PHI,charge,,,,,,In The Paint (Non-RA),8-16 Center,,Covington,R. Covington,,,,,,,,,,,,,,,202007.0,4.0,0.0,Holiday,201950.0
664,PT01M18.00S,2023-12-02T03:00:48.5Z,4,REGULAR,turnover,offensive foul,[],203496,,,1610612755,119,116,2023-12-02T03:00:48Z,6500000,False,,,0,,R. Covington offensive foul TURNOVER (2 TO),[203496],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,2.0,Covington,R. Covington,,,,,,,,,,,,,,,202007.0,,,,
666,PT01M01.00S,2023-12-02T03:01:35.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612738,119,116,2023-12-02T03:01:45Z,6510000,False,,,0,,P. Beverley shooting personal FOUL (3 PF) (Holiday 2 FT),"[201976, 201950]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,Beverley,P. Beverley,,,,,,,,,,,,,,,202007.0,3.0,1.0,Holiday,201950.0
668,PT01M01.00S,2023-12-02T03:02:05.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201950,,,1610612738,120,116,2023-12-02T03:02:05Z,6530000,False,,,0,,J. Holiday Free Throw 1 of 2 (12 PTS),[201950],1610612738.0,BOS,,,,,,,,,,Holiday,J. Holiday,,,,Made,12.0,,,,,,,,,,,,,,
669,PT01M01.00S,2023-12-02T03:02:18.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,120,116,2023-12-02T03:02:18Z,6540000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT01M01.00S,2023-12-02T03:04:08.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201950,,,1610612738,121,116,2023-12-02T03:04:08Z,6550000,False,,,0,,J. Holiday Free Throw 2 of 2 (13 PTS),[201950],1610612738.0,BOS,,,,,,,,,,Holiday,J. Holiday,,,,Made,13.0,,,,,,,,,,,,,,
671,PT00M41.80S,2023-12-02T03:04:29.2Z,4,REGULAR,3pt,Jump Shot,[],201976,68.28186596583443,74.50980392156863,1610612755,121,116,2023-12-02T03:04:34Z,6560000,False,123.0,246.0,1,right,MISS P. Beverley 27' step back 3PT,[201976],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,Beverley,P. Beverley,,,27.45,Missed,,,,,,,,,,,,,,,
672,PT00M39.80S,2023-12-02T03:04:31.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,121,116,2023-12-02T03:04:34Z,6570000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,Pritchard,P. Pritchard,,,,,,,,,671.0,2.0,2.0,0.0,,,,,,,
673,PT00M18.00S,2023-12-02T03:04:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.519053876478318,53.408394607843135,1610612738,123,116,2023-12-02T03:04:59Z,6580000,False,-17.0,-1.0,1,left,P. Pritchard cutting Layup (10 PTS) (J. Holiday 6 AST),"[1630202, 201950]",1610612738.0,BOS,cutting,,,,,,Restricted Area,0-8 Center,,Pritchard,P. Pritchard,,,1.7,Made,10.0,J. Holiday,201950.0,6.0,,,,,,,,,,,
675,PT00M05.60S,2023-12-02T03:05:08.1Z,4,REGULAR,3pt,Jump Shot,[],202694,66.70499342969777,14.215686274509803,1610612755,123,119,2023-12-02T03:05:36Z,6600000,False,-179.0,260.0,1,right,M. Morris Sr. 31' 3PT pullup (13 PTS) (M. Bamba 1 AST),"[202694, 1628964]",1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Left Center,,Morris Sr.,M. Morris Sr.,,,31.6,Made,13.0,M. Bamba,1628964.0,1.0,,,,,,,,,,,
