actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
575,PT04M50.00S,2024-02-05T00:59:38.6Z,4,REGULAR,substitution,in,[],1641998,,,1610612763,118,85,2024-02-05T01:00:05Z,5680000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M41.00S,2024-02-05T01:00:43.4Z,4,REGULAR,foul,personal,[],1641775,,,1610612763,118,85,2024-02-05T01:01:13Z,5690000,False,,,0,,J. Walsh personal FOUL (1 PF),"[1641775, 1631223]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Right,2003.0,1.0,0.0,Roddy,1631223.0,,,,,,,,,,,,,,,
578,PT04M32.00S,2024-02-05T01:01:09.0Z,4,REGULAR,3pt,Jump Shot,[],1630562,10.463206307490145,3.1862745098039214,1610612763,118,85,2024-02-05T01:01:17Z,5710000,False,234.0,46.0,1,left,MISS M. Hurt 3PT,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,23.86,,,,,,,,,,
579,PT04M30.00S,2024-02-05T01:01:11.0Z,4,REGULAR,rebound,offensive,[],1641998,,,1610612763,118,85,2024-02-05T01:01:17Z,5720000,False,,,0,,T. Jemison REBOUND (Off:2 Def:2),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Right Corner 3,24+ Right,,,,,,,578.0,,,,4.0,2.0,2.0,,,,,,,
580,PT04M27.00S,2024-02-05T01:01:14.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630562,11.383048620236531,3.6764705882352944,1610612763,118,85,2024-02-05T01:01:21Z,5730000,False,232.0,55.0,1,left,MISS M. Hurt 3PT,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,23.79,,,,,,,,,,
581,PT04M26.00S,2024-02-05T01:01:15.7Z,4,REGULAR,rebound,offensive,[],1630590,,,1610612763,118,85,2024-02-05T01:01:21Z,5740000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:4),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Right Corner 3,24+ Right,,,,,,,580.0,,,,5.0,4.0,1.0,,,,,,,
582,PT04M21.00S,2024-02-05T01:01:20.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631223,26.888961892247043,86.02941176470588,1610612763,118,85,2024-02-05T01:01:26Z,5750000,False,-180.0,200.0,1,left,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,26.94,,,,,,,,,,
583,PT04M19.00S,2024-02-05T01:01:22.5Z,4,REGULAR,rebound,defensive,[],1630625,,,1610612738,118,85,2024-02-05T01:01:26Z,5760000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,,,,,,,582.0,,,,1.0,1.0,0.0,,,,,,,
584,PT04M11.00S,2024-02-05T01:01:29.5Z,4,REGULAR,3pt,Jump Shot,[],1629004,73.27529566360053,12.254901960784313,1610612738,121,85,2024-02-05T01:03:54Z,5770000,False,-189.0,199.0,1,right,S. Mykhailiuk 27' 3PT  (3 PTS) (D. Banton 1 AST),"[1629004, 1630625]",1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,27.4,,,,D. Banton,1630625.0,1.0,,,,
586,PT03M54.00S,2024-02-05T01:01:47.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,9.017739816031538,45.588235294117645,1610612763,121,85,2024-02-05T01:01:52Z,5790000,False,22.0,32.0,1,left,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,3.91,,,,,,,,,,
587,PT03M52.00S,2024-02-05T01:01:49.1Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,121,85,2024-02-05T01:01:52Z,5800000,False,,,0,,N. Queta REBOUND (Off:3 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,586.0,,,,6.0,3.0,3.0,,,,,,,
588,PT03M39.00S,2024-02-05T01:02:04.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,91.5407358738502,40.19607843137255,1610612738,121,85,2024-02-05T01:02:24Z,5810000,False,-49.0,27.0,1,right,MISS D. Banton driving Layup - blocked,"[1630625, 1641998]",1610612738.0,BOS,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,5.59,,,,,,,,,Jemison,1641998.0
589,PT03M39.00S,2024-02-05T01:02:04.0Z,4,REGULAR,block,,[],1641998,,,1610612738,121,85,2024-02-05T01:02:06Z,5820000,False,,,0,,T. Jemison BLOCK (2 BLK),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
590,PT03M38.00S,2024-02-05T01:02:05.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,121,85,2024-02-05T01:02:24Z,5830000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,588.0,,,,,,,,,,,,,
592,PT03M38.00S,2024-02-05T01:02:10.1Z,4,REGULAR,substitution,out,[],1631223,,,1610612763,121,85,2024-02-05T01:02:13Z,5850000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M38.00S,2024-02-05T01:02:10.1Z,4,REGULAR,substitution,in,[],1631367,,,1610612763,121,85,2024-02-05T01:02:13Z,5860000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M21.00S,2024-02-05T01:02:39.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630562,10.988830486202366,46.81372549019608,1610612763,121,87,2024-02-05T01:02:44Z,5870000,False,16.0,51.0,1,left,M. Hurt driving finger roll Layup (7 PTS) (J. Gilyard 6 AST),"[1630562, 1631367]",1610612763.0,MEM,driving finger roll,,,Hurt,M. Hurt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,7.0,,5.32,,,,J. Gilyard,1631367.0,6.0,,,,
596,PT03M02.00S,2024-02-05T01:02:58.3Z,4,REGULAR,3pt,Jump Shot,[],1630625,66.44218134034165,31.127450980392158,1610612738,121,87,2024-02-05T01:03:15Z,5890000,False,-94.0,263.0,1,right,MISS D. Banton 27' 3PT,[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,27.93,,,,,,,,,,
597,PT03M00.00S,2024-02-05T01:03:00.3Z,4,REGULAR,rebound,offensive,[],1641775,,,1610612738,121,87,2024-02-05T01:03:15Z,5900000,False,,,0,,J. Walsh REBOUND (Off:1 Def:0),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,,,,596.0,,,,1.0,0.0,1.0,,,,,,,
598,PT02M53.00S,2024-02-05T01:03:07.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630205,92.9862023653088,2.696078431372549,1610612738,124,87,2024-02-05T01:03:18Z,5910000,False,-237.0,13.0,1,right,L. Stevens 3PT  (3 PTS) (J. Walsh 1 AST),"[1630205, 1641775]",1610612738.0,BOS,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,,23.69,,,,J. Walsh,1641775.0,1.0,,,,
600,PT02M40.00S,2024-02-05T01:03:20.0Z,4,REGULAR,3pt,Jump Shot,[],1630562,19.530223390275953,6.127450980392156,1610612763,124,87,2024-02-05T01:03:38Z,5930000,False,219.0,131.0,1,left,MISS M. Hurt 25' 3PT,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,25.56,,,,,,,,,,
601,PT02M37.00S,2024-02-05T01:03:23.1Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,124,87,2024-02-05T01:03:23Z,5940000,False,,,0,,N. Queta REBOUND (Off:3 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,600.0,,,,7.0,4.0,3.0,,,,,,,
602,PT02M26.00S,2024-02-05T01:03:34.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,86.15308804204993,54.65686274509803,1610612738,124,87,2024-02-05T01:03:41Z,5950000,False,23.0,78.0,1,right,MISS L. Stevens 8' turnaround Shot,[1630205],1610612738.0,BOS,turnaround,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,8.11,,,,,,,,,,
603,PT02M23.00S,2024-02-05T01:03:37.2Z,4,REGULAR,rebound,defensive,[],1630562,,,1610612763,124,87,2024-02-05T01:03:41Z,5960000,False,,,0,,M. Hurt REBOUND (Off:3 Def:1),[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,602.0,,,,4.0,1.0,3.0,,,,,,,
604,PT02M11.00S,2024-02-05T01:03:49.6Z,4,REGULAR,turnover,bad pass,[],1641787,,,1610612763,124,87,2024-02-05T01:03:53Z,5970000,False,,,0,,T. Evbuomwan bad pass TURNOVER (1 TO),"[1641787, 1629674]",1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Queta,1629674.0,,
605,PT02M11.00S,2024-02-05T01:03:49.6Z,4,REGULAR,steal,,[],1629674,,,1610612738,124,87,2024-02-05T01:03:51Z,5980000,False,,,0,,N. Queta STEAL (2 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
606,PT02M04.00S,2024-02-05T01:03:55.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630625,93.24901445466492,46.07843137254902,1610612738,124,87,2024-02-05T01:04:14Z,5990000,False,-20.0,11.0,1,right,MISS D. Banton running Layup,[1630625],1610612738.0,BOS,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,2.25,,,,,,,,,,
607,PT02M02.00S,2024-02-05T01:03:57.7Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,124,87,2024-02-05T01:03:57Z,6000000,False,,,0,,N. Queta REBOUND (Off:4 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,606.0,,,,8.0,4.0,4.0,,,,,,,
608,PT02M02.00S,2024-02-05T01:03:58.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance', 'fastbreak']",1629674,94.30026281208936,50.245098039215684,1610612738,126,87,2024-02-05T01:04:19Z,6010000,False,1.0,1.0,1,right,N. Queta tip Layup (8 PTS),[1629674],1610612738.0,BOS,tip,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,,0.16,,,,,,,,,,
610,PT01M48.00S,2024-02-05T01:04:11.6Z,4,REGULAR,2pt,Jump Shot,[],1630590,20.45006570302234,37.745098039215684,1610612763,126,89,2024-02-05T01:08:41Z,6020000,False,61.0,140.0,1,left,S. Pippen Jr. 15' pullup Jump Shot (17 PTS),[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,8-16 Center,,,,,,Made,,17.0,,15.26,,,,,,,,,,
611,PT01M38.00S,2024-02-05T01:04:25.3Z,4,REGULAR,3pt,Jump Shot,[],1629004,66.17936925098554,39.21568627450981,1610612738,126,89,2024-02-05T01:04:33Z,6030000,False,-54.0,265.0,1,right,MISS S. Mykhailiuk 27' 3PT,[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,27.08,,,,,,,,,,
612,PT01M37.00S,2024-02-05T01:04:26.3Z,4,REGULAR,rebound,defensive,[],1630590,,,1610612763,126,89,2024-02-05T01:05:14Z,6040000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:5),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,,,,611.0,,,,6.0,5.0,1.0,,,,,,,
613,PT01M29.00S,2024-02-05T01:04:33.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631367,21.895532194480946,95.58823529411765,1610612763,126,89,2024-02-05T01:08:11Z,6050000,False,-228.0,153.0,1,left,MISS J. Gilyard 27' running 3PT,[1631367],1610612763.0,MEM,running,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,27.47,,,,,,,,,,
614,PT01M27.00S,2024-02-05T01:04:35.3Z,4,REGULAR,rebound,offensive,[],1641787,,,1610612763,126,89,2024-02-05T01:04:40Z,6060000,False,,,0,,T. Evbuomwan REBOUND (Off:7 Def:5),[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Left Center,,,,,,,613.0,,,,12.0,5.0,7.0,,,,,,,
615,PT01M18.00S,2024-02-05T01:04:44.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630590,20.18725361366623,41.17647058823529,1610612763,126,89,2024-02-05T01:04:48Z,6070000,False,44.0,137.0,1,left,MISS S. Pippen Jr. 14' driving floating Shot,[1630590],1610612763.0,MEM,driving floating,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,14.42,,,,,,,,,,
616,PT01M16.00S,2024-02-05T01:04:46.7Z,4,REGULAR,rebound,defensive,[],1629004,,,1610612738,126,89,2024-02-05T01:04:48Z,6080000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,615.0,,,,1.0,1.0,0.0,,,,,,,
617,PT00M59.90S,2024-02-05T01:05:03.1Z,4,REGULAR,3pt,Jump Shot,[],1629004,74.58935611038108,13.23529411764706,1610612738,129,89,2024-02-05T01:09:35Z,6090000,False,-184.0,186.0,1,right,S. Mykhailiuk 26' 3PT  (6 PTS) (D. Banton 2 AST),"[1629004, 1630625]",1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,6.0,,26.18,,,,D. Banton,1630625.0,2.0,,,,
619,PT00M44.80S,2024-02-05T01:05:28.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641775,,,1610612763,129,89,2024-02-05T01:10:01Z,6110000,False,,,0,,J. Walsh personal FOUL (2 PF) (Pippen Jr. 2 FT),"[1641775, 1630590]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Right,1162.0,2.0,0.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,
621,PT00M44.80S,2024-02-05T01:05:53.5Z,4,REGULAR,freethrow,1 of 2,[],1630590,,,1610612763,129,90,2024-02-05T01:05:53Z,6130000,False,,,0,,S. Pippen Jr. Free Throw 1 of 2 (18 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,Made,,18.0,,,,,,,,,,,,
622,PT00M44.80S,2024-02-05T01:06:11.5Z,4,REGULAR,freethrow,2 of 2,[],1630590,,,1610612763,129,91,2024-02-05T01:06:11Z,6140000,False,,,0,,S. Pippen Jr. Free Throw 2 of 2 (19 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,Made,,19.0,,,,,,,,,,,,
623,PT00M35.30S,2024-02-05T01:06:24.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,93.24901445466492,52.20588235294118,1610612738,131,91,2024-02-05T01:06:28Z,6150000,False,11.0,11.0,1,right,L. Stevens driving Layup (5 PTS) (S. Mykhailiuk 3 AST),"[1630205, 1629004]",1610612738.0,BOS,driving,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,,1.56,,,,S. Mykhailiuk,1629004.0,3.0,,,,
625,PT00M27.70S,2024-02-05T01:06:41.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641998,12.171484888304862,64.95098039215686,1610612763,131,91,2024-02-05T01:10:33Z,6170000,False,-75.0,62.0,1,left,MISS T. Jemison 9' turnaround fadeaway Shot,[1641998],1610612763.0,MEM,turnaround fadeaway,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,,9.71,,,,,,,,,,
626,PT00M23.00S,2024-02-05T01:06:46.3Z,4,REGULAR,rebound,defensive,[],1629004,,,1610612738,131,91,2024-02-05T01:06:49Z,6180000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,625.0,,,,2.0,2.0,0.0,,,,,,,
627,PT00M00.50S,2024-02-05T01:07:10.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,131,91,2024-02-05T01:07:21Z,6190000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
628,PT00M00.00S,2024-02-05T01:07:28.4Z,4,REGULAR,period,end,[],0,,,1610612763,131,91,2024-02-05T01:07:28Z,6200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M00.00S,2024-02-05T01:07:32.9Z,4,REGULAR,game,end,[],0,,,0,131,91,2024-02-05T01:07:33Z,6210000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
