actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
506,PT00M02.20S,2025-02-08T02:20:58.5Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,71,77,2025-02-08T02:25:34Z,4990000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left,,,,,,,,,,505.0,5.0,3.0,2.0,,,,,,,
507,PT00M00.00S,2025-02-08T02:21:05.4Z,3,REGULAR,period,end,[],0,,,1610612751,71,77,2025-02-08T02:21:05Z,5000000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,out,['startperiod'],1630592,,,1610612751,71,77,2025-02-08T02:23:45Z,5010000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,out,['startperiod'],1630553,,,1610612751,71,77,2025-02-08T02:23:45Z,5020000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,out,['startperiod'],1628389,,,1610612751,71,77,2025-02-08T02:23:45Z,5030000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,out,['startperiod'],1629639,,,1610612751,71,77,2025-02-08T02:23:45Z,5040000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,in,['startperiod'],1630533,,,1610612751,71,77,2025-02-08T02:23:45Z,5050000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,in,['startperiod'],1626156,,,1610612751,71,77,2025-02-08T02:23:45Z,5060000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,in,['startperiod'],1631170,,,1610612751,71,77,2025-02-08T02:23:45Z,5070000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-02-08T02:22:24.6Z,4,REGULAR,substitution,in,['startperiod'],1642276,,,1610612751,71,77,2025-02-08T02:23:45Z,5080000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-02-08T02:23:53.6Z,4,REGULAR,period,start,[],0,,,1610612748,71,77,2025-02-08T02:23:53Z,5090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M46.00S,2025-02-08T02:24:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,93.51182654402102,45.83333333333333,1610612748,71,79,2025-02-08T02:27:04Z,5100000,False,-21.0,8.0,1,right,J. Jaquez Jr. driving reverse Layup (5 PTS) (N. Jović 4 AST),"[1631170, 1631107]",1610612748.0,MIA,driving reverse,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,2.25,Made,,,,,,,5.0,N. Jović,1631107.0,4.0,,,
518,PT11M33.00S,2025-02-08T02:24:22.1Z,4,REGULAR,foul,offensive,[],1630549,,,1610612751,71,79,2025-02-08T02:28:46Z,5110000,False,,,0,,D. Sharpe offensive FOUL (3 PF),"[1630549, 1626179]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,2534.0,3.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,
520,PT11M33.00S,2025-02-08T02:24:22.1Z,4,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,71,79,2025-02-08T02:28:46Z,5130000,False,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,2534.0,,,,,,,,,,,,,,,,,1.0,,
522,PT11M25.00S,2025-02-08T02:24:52.6Z,4,REGULAR,turnover,traveling,[],1631107,,,1610612748,71,79,2025-02-08T02:28:58Z,5140000,False,,,0,,N. Jović traveling TURNOVER (3 TO),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,202007.0,,,,,,,,,,,,,,,,,3.0,,
523,PT11M14.00S,2025-02-08T02:25:16.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1626156,12.089356110381075,69.12913602941177,1610612751,71,79,2025-02-08T02:29:36Z,5150000,False,-96.0,61.0,1,left,MISS D. Russell 11' driving floating bank Shot,[1626156],1610612751.0,BKN,driving floating bank,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,,11.35,Missed,,,,,,,,,,,,,
524,PT11M13.00S,2025-02-08T02:25:17.1Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,71,79,2025-02-08T02:29:36Z,5160000,False,,,0,,K. Ware REBOUND (Off:5 Def:8),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,,,,,,,,,,523.0,13.0,8.0,5.0,,,,,,,
525,PT11M11.00S,2025-02-08T02:25:18.8Z,4,REGULAR,turnover,bad pass,[],1642276,,,1610612748,71,79,2025-02-08T02:29:59Z,5170000,False,,,0,,K. Ware bad pass TURNOVER (1 TO),"[1642276, 1630533]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Williams,1630533.0
526,PT11M11.00S,2025-02-08T02:25:18.8Z,4,REGULAR,steal,,[],1630533,,,1610612751,71,79,2025-02-08T02:25:20Z,5180000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
527,PT10M57.00S,2025-02-08T02:25:30.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630549,16.95137976346912,46.85585171568627,1610612751,73,79,2025-02-08T02:30:35Z,5190000,False,16.0,107.0,1,left,D. Sharpe 10' floating Jump Shot (7 PTS) (Z. Williams 3 AST),"[1630549, 1630533]",1610612751.0,BKN,floating,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.79,Made,,,,,,,7.0,Z. Williams,1630533.0,3.0,,,
529,PT10M33.00S,2025-02-08T02:25:56.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,90.22667542706965,43.872549019607845,1610612748,73,79,2025-02-08T02:31:10Z,5210000,False,-31.0,39.0,1,right,MISS J. Jaquez Jr. driving Layup - blocked,"[1631170, 1630549]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.99,Missed,Sharpe,1630549.0,,,,,,,,,,,
530,PT10M33.00S,2025-02-08T02:25:56.0Z,4,REGULAR,block,,[],1630549,,,1610612748,73,79,2025-02-08T02:25:57Z,5220000,False,,,0,,D. Sharpe BLOCK (2 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
531,PT10M32.00S,2025-02-08T02:25:57.0Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612751,73,79,2025-02-08T02:31:10Z,5230000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,529.0,2.0,2.0,0.0,,,,,,,
532,PT10M27.00S,2025-02-08T02:26:02.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631213,5.732588699080158,94.36274509803921,1610612751,73,79,2025-02-08T02:31:24Z,5240000,False,-222.0,1.0,1,left,MISS T. Martin running 3PT,[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,,,,,,22.18,Missed,,,,,,,,,,,,,
533,PT10M25.00S,2025-02-08T02:26:04.1Z,4,REGULAR,rebound,offensive,[],1630533,,,1610612751,73,79,2025-02-08T02:31:24Z,5250000,False,,,0,,Z. Williams REBOUND (Off:2 Def:4),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,532.0,6.0,4.0,2.0,,,,,,,
534,PT10M23.00S,2025-02-08T02:26:06.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630533,9.59264126149803,35.27113970588235,1610612751,75,79,2025-02-08T02:31:35Z,5260000,False,74.0,38.0,1,left,Z. Williams 8' putback Layup (8 PTS),[1630533],1610612751.0,BKN,putback,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,8.27,Made,,,,,,,8.0,,,,,,
535,PT10M22.00S,2025-02-08T02:26:09.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,75,79,2025-02-08T02:26:09Z,5270000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT10M05.00S,2025-02-08T02:29:22.8Z,4,REGULAR,turnover,bad pass,[],1629130,,,1610612748,75,79,2025-02-08T02:31:55Z,5280000,False,,,0,,D. Robinson bad pass TURNOVER (2 TO),"[1629130, 1630533]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Williams,1630533.0
539,PT10M05.00S,2025-02-08T02:29:22.8Z,4,REGULAR,steal,,[],1630533,,,1610612751,75,79,2025-02-08T02:29:24Z,5290000,False,,,0,,Z. Williams STEAL (2 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
540,PT09M50.00S,2025-02-08T02:29:37.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,11.695137976346913,53.77604166666667,1610612751,77,79,2025-02-08T02:32:08Z,5300000,False,-19.0,57.0,1,left,D. Sharpe 6' cutting Layup (9 PTS) (T. Evbuomwan 2 AST),"[1630549, 1641787]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.04,Made,,,,,,,9.0,T. Evbuomwan,1641787.0,2.0,,,
542,PT09M34.00S,2025-02-08T02:29:53.9Z,4,REGULAR,3pt,Jump Shot,[],1642276,73.63666228646518,87.25490196078431,1610612748,77,79,2025-02-08T02:32:24Z,5320000,False,186.0,195.0,1,right,MISS K. Ware 26' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,,,26.99,Missed,,,,,,,,,,,,,
543,PT09M31.00S,2025-02-08T02:29:56.9Z,4,REGULAR,rebound,defensive,[],1631213,,,1610612751,77,79,2025-02-08T02:32:24Z,5330000,False,,,0,,T. Martin REBOUND (Off:0 Def:4),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,542.0,4.0,4.0,0.0,,,,,,,
544,PT09M24.00S,2025-02-08T02:30:02.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,34.51256570302233,38.21231617647059,1610612751,80,79,2025-02-08T02:32:34Z,5340000,False,59.0,272.0,1,left,D. Russell 27' 3PT running pullup (14 PTS),[1626156],1610612751.0,BKN,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,27.82,Made,,,,,,,14.0,,,,,,
545,PT09M12.00S,2025-02-08T02:30:15.4Z,4,REGULAR,3pt,Jump Shot,[],1629130,95.53219448094612,2.918198529411768,1610612748,80,79,2025-02-08T02:32:50Z,5350000,False,-235.0,-11.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,,,23.56,Missed,,,,,,,,,,,,,
546,PT09M09.00S,2025-02-08T02:30:18.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,80,79,2025-02-08T02:32:50Z,5360000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,545.0,,,,,,,,,,
548,PT09M01.00S,2025-02-08T02:31:05.3Z,4,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612748,80,79,2025-02-08T02:33:04Z,5380000,False,,,0,,D. Russell shooting personal FOUL (3 PF) (Ware 2 FT),"[1626156, 1642276]",1610612751.0,BKN,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,202007.0,3.0,1.0,Ware,1642276.0,,,,,,,,,,,,,,,
550,PT09M01.00S,2025-02-08T02:31:35.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1642276,,,1610612748,80,80,2025-02-08T02:31:35Z,5400000,False,,,0,,K. Ware Free Throw 1 of 2 (9 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,Made,,,,,,,9.0,,,,,,
551,PT09M01.00S,2025-02-08T02:31:53.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1642276,,,1610612748,80,81,2025-02-08T02:31:53Z,5410000,False,,,0,,K. Ware Free Throw 2 of 2 (10 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,
552,PT08M47.00S,2025-02-08T02:32:09.1Z,4,REGULAR,3pt,Jump Shot,[],1626156,28.991458607095925,21.813725490196077,1610612751,83,81,2025-02-08T02:32:19Z,5420000,False,141.0,220.0,1,left,D. Russell 26' 3PT  (17 PTS) (D. Sharpe 1 AST),"[1626156, 1630549]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,26.13,Made,,,,,,,17.0,D. Sharpe,1630549.0,1.0,,,
554,PT08M37.00S,2025-02-08T02:32:22.5Z,4,REGULAR,foul,offensive,[],1631107,,,1610612748,83,81,2025-02-08T02:33:23Z,5440000,False,,,0,,N. Jović offensive FOUL (2 PF),"[1631107, 1626156]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,202007.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
556,PT08M37.00S,2025-02-08T02:32:22.5Z,4,REGULAR,turnover,offensive foul,[],1631107,,,1610612748,83,81,2025-02-08T02:33:23Z,5460000,False,,,0,,N. Jović offensive foul TURNOVER (4 TO),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,202007.0,,,,,,,,,,,,,,,,,4.0,,
557,PT08M24.00S,2025-02-08T02:32:52.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,34.06701708278581,39.43780637254902,1610612751,83,81,2025-02-08T02:33:47Z,5470000,False,53.0,268.0,1,left,MISS D. Russell 27' pullup 3PT,[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,27.29,Missed,,,,,,,,,,,,,
558,PT08M20.00S,2025-02-08T02:32:56.2Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,83,81,2025-02-08T02:33:47Z,5480000,False,,,0,,K. Ware REBOUND (Off:5 Def:9),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,,,,,,,,557.0,14.0,9.0,5.0,,,,,,,
559,PT08M16.00S,2025-02-08T02:33:00.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,88.96189224704337,51.55101102941176,1610612748,83,81,2025-02-08T02:34:07Z,5490000,False,8.0,51.0,1,right,MISS T. Rozier running Layup,[1626179],1610612748.0,MIA,running,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.19,Missed,,,,,,,,,,,,,
560,PT08M14.00S,2025-02-08T02:33:02.9Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612751,83,81,2025-02-08T02:34:07Z,5500000,False,,,0,,Z. Williams REBOUND (Off:2 Def:5),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,559.0,7.0,5.0,2.0,,,,,,,
561,PT08M07.00S,2025-02-08T02:33:12.3Z,4,REGULAR,foul,personal,[],1631107,,,1610612751,83,81,2025-02-08T02:34:16Z,5510000,False,,,0,,N. Jović personal FOUL (3 PF),"[1631107, 1626156]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,16-24 Right,1628172.0,3.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
563,PT08M07.00S,2025-02-08T02:33:18.3Z,4,REGULAR,substitution,out,[],1626156,,,1610612751,83,81,2025-02-08T02:33:25Z,5530000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M07.00S,2025-02-08T02:33:18.3Z,4,REGULAR,substitution,out,[],1631170,,,1610612751,83,81,2025-02-08T02:33:25Z,5540000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M07.00S,2025-02-08T02:33:18.3Z,4,REGULAR,substitution,in,[],1630570,,,1610612751,83,81,2025-02-08T02:33:25Z,5550000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M07.00S,2025-02-08T02:33:18.3Z,4,REGULAR,substitution,in,[],1628389,,,1610612751,83,81,2025-02-08T02:33:25Z,5560000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M59.00S,2025-02-08T02:33:58.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631213,17.6084099868594,46.790747549019606,1610612751,85,81,2025-02-08T02:34:36Z,5570000,False,16.0,113.0,1,left,T. Martin 11' driving floating Jump Shot (2 PTS) (D. Sharpe 2 AST),"[1631213, 1630549]",1610612751.0,BKN,driving floating,,,Martin,T. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.41,Made,,,,,,,2.0,D. Sharpe,1630549.0,2.0,,,
569,PT07M49.00S,2025-02-08T02:34:08.0Z,4,REGULAR,3pt,Jump Shot,[],1626179,65.93503613666229,51.32506127450981,1610612748,85,81,2025-02-08T02:34:53Z,5590000,False,7.0,268.0,1,right,MISS T. Rozier 26' pullup 3PT,[1626179],1610612748.0,MIA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,26.78,Missed,,,,,,,,,,,,,
570,PT07M46.00S,2025-02-08T02:34:11.0Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,85,81,2025-02-08T02:34:53Z,5600000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,569.0,6.0,4.0,2.0,,,,,,,
571,PT07M36.00S,2025-02-08T02:34:20.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,11.432325886990796,56.74019607843137,1610612751,87,81,2025-02-08T02:35:10Z,5610000,False,-34.0,55.0,1,left,T. Watford 6' driving Layup (6 PTS),[1630570],1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.45,Made,,,,,,,6.0,,,,,,
572,PT07M23.00S,2025-02-08T02:34:32.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,88.04204993429698,48.87408088235294,1610612748,87,81,2025-02-08T02:35:39Z,5620000,False,-6.0,60.0,1,right,MISS N. Jović 6' driving Layup - blocked,"[1631107, 1630570]",1610612748.0,MIA,driving,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.02,Missed,Watford,1630570.0,,,,,,,,,,,
573,PT07M23.00S,2025-02-08T02:34:32.8Z,4,REGULAR,block,,[],1630570,,,1610612748,87,81,2025-02-08T02:35:03Z,5630000,False,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
574,PT07M22.00S,2025-02-08T02:34:33.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,87,81,2025-02-08T02:35:39Z,5640000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,572.0,,,,,,,,,,
576,PT07M22.00S,2025-02-08T02:34:41.8Z,4,REGULAR,substitution,out,[],1641787,,,1610612748,87,81,2025-02-08T02:34:50Z,5660000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M22.00S,2025-02-08T02:34:41.8Z,4,REGULAR,substitution,out,[],1630549,,,1610612748,87,81,2025-02-08T02:34:50Z,5670000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M22.00S,2025-02-08T02:34:41.8Z,4,REGULAR,substitution,out,[],1642276,,,1610612748,87,81,2025-02-08T02:34:50Z,5680000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M22.00S,2025-02-08T02:34:41.8Z,4,REGULAR,substitution,in,[],1629661,,,1610612748,87,81,2025-02-08T02:34:50Z,5690000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M22.00S,2025-02-08T02:34:41.8Z,4,REGULAR,substitution,in,[],1629651,,,1610612748,87,81,2025-02-08T02:34:50Z,5700000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M22.00S,2025-02-08T02:34:41.8Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,87,81,2025-02-08T02:34:50Z,5710000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M22.00S,2025-02-08T02:35:08.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,83.04862023653088,56.10064338235294,1610612748,87,81,2025-02-08T02:36:05Z,5720000,False,31.0,107.0,1,right,MISS B. Adebayo 11' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.11,Missed,,,,,,,,,,,,,
583,PT07M20.00S,2025-02-08T02:35:10.9Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,87,81,2025-02-08T02:36:05Z,5730000,False,,,0,,N. Claxton REBOUND (Off:2 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,582.0,7.0,5.0,2.0,,,,,,,
584,PT07M08.00S,2025-02-08T02:35:22.5Z,4,REGULAR,turnover,bad pass,[],1631213,,,1610612751,87,81,2025-02-08T02:36:36Z,5740000,False,,,0,,T. Martin bad pass TURNOVER (3 TO),"[1631213, 1631107]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,3.0,Jović,1631107.0
585,PT07M08.00S,2025-02-08T02:35:22.5Z,4,REGULAR,steal,,[],1631107,,,1610612748,87,81,2025-02-08T02:35:24Z,5750000,False,,,0,,N. Jović STEAL (2 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
586,PT07M02.00S,2025-02-08T02:35:27.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626179,92.46057818659659,2.450980392156863,1610612748,87,84,2025-02-08T02:35:33Z,5760000,False,-238.0,18.0,1,right,T. Rozier 3PT running (20 PTS) (T. Herro 6 AST),"[1626179, 1629639]",1610612748.0,MIA,running,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,23.84,Made,,,,,,,20.0,T. Herro,1629639.0,6.0,,,
588,PT06M39.00S,2025-02-08T02:35:51.4Z,4,REGULAR,3pt,Jump Shot,[],1631213,30.404073587385014,80.88235294117646,1610612751,87,84,2025-02-08T02:37:07Z,5780000,False,-154.0,233.0,1,left,MISS T. Martin 27' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,27.98,Missed,,,,,,,,,,,,,
589,PT06M37.00S,2025-02-08T02:35:53.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,87,84,2025-02-08T02:37:07Z,5790000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,588.0,,,,,,,,,,
591,PT06M29.00S,2025-02-08T02:36:13.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,88.17345597897503,60.02221200980392,1610612748,87,84,2025-02-08T02:37:25Z,5810000,False,50.0,59.0,1,right,MISS T. Rozier 7' driving Layup - blocked,"[1626179, 1629651]",1610612748.0,MIA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.72,Missed,Claxton,1629651.0,,,,,,,,,,,
