actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
360,PT11M01.00S,2024-01-03T04:19:14.7Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,52,47,2024-01-03T04:19:25Z,3510000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (7 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,7.0,,,,,,,,,,,,1628953.0,,,,,,,
362,PT10M47.00S,2024-01-03T04:19:55.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628998,92.9862023653088,96.81372549019608,1610612766,52,50,2024-01-03T04:20:02Z,3530000,False,234.0,13.0,1,right,C. Martin 3PT  (5 PTS) (T. Rozier 3 AST),"[1628998, 1626179]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,23.45,Made,,,,,,,5.0,,,,T. Rozier,1626179.0,3.0,,
364,PT10M39.00S,2024-01-03T04:20:06.1Z,3,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612758,52,50,2024-01-03T04:20:31Z,3550000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Fox 2 FT),"[1626179, 1628368]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,1.0,0.0,,,,Fox,1628368.0
366,PT10M39.00S,2024-01-03T04:20:26.3Z,3,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,53,50,2024-01-03T04:20:26Z,3570000,False,,,0,,D. Fox Free Throw 1 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,,
367,PT10M39.00S,2024-01-03T04:20:43.1Z,3,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,54,50,2024-01-03T04:20:43Z,3580000,False,,,0,,D. Fox Free Throw 2 of 2 (11 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,,
368,PT10M25.00S,2024-01-03T04:20:58.6Z,3,REGULAR,3pt,Jump Shot,[],1626179,72.35545335085413,83.57843137254902,1610612766,54,50,2024-01-03T04:21:04Z,3590000,False,168.0,207.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,26.68,Missed,,,,,,,,,,,,,,,
369,PT10M21.00S,2024-01-03T04:21:02.6Z,3,REGULAR,rebound,offensive,[],1631121,,,1610612766,54,50,2024-01-03T04:21:04Z,3600000,False,,,0,,B. McGowens REBOUND (Off:1 Def:0),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,,,,,,,,368.0,1.0,0.0,1.0,,,,,,,,,
370,PT10M20.00S,2024-01-03T04:21:04.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630208,93.11760840998686,48.28431372549019,1610612766,54,52,2024-01-03T04:22:45Z,3610000,False,-9.0,12.0,1,right,N. Richards DUNK (2 PTS) (B. McGowens 2 AST),"[1630208, 1631121]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,1.49,Made,,,,,,,2.0,,,,B. McGowens,1631121.0,2.0,,
372,PT10M11.00S,2024-01-03T04:21:15.9Z,3,REGULAR,turnover,double dribble,[],1630537,,,1610612758,54,52,2024-01-03T04:21:22Z,3630000,False,,,0,,C. Duarte double dribble TURNOVER (1 TO),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,204059.0,,,,,,,
373,PT09M58.00S,2024-01-03T04:21:37.7Z,3,REGULAR,turnover,traveling,[],1628970,,,1610612766,54,52,2024-01-03T04:21:43Z,3640000,False,,,0,,M. Bridges traveling TURNOVER (1 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,204059.0,,,,,,,
374,PT09M45.00S,2024-01-03T04:22:00.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,6.783837056504599,53.92156862745098,1610612758,54,52,2024-01-03T04:22:08Z,3650000,False,-20.0,11.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 1628970]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.26,Missed,Bridges,1628970.0,,,,,,,,,,,,,
388,PT09M45.00S,2024-01-03T04:22:00.6Z,3,REGULAR,block,,[],1628970,,,1610612758,54,52,2024-01-03T04:23:34Z,3655000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT09M45.00S,2024-01-03T04:22:00.6Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,54,52,2024-01-03T04:23:34Z,3660000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,374.0,10.0,6.0,4.0,,,,,,,,,
376,PT09M42.00S,2024-01-03T04:22:04.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,5.863994743758213,50.49019607843137,1610612758,54,52,2024-01-03T04:24:29Z,3670000,False,-2.0,3.0,1,left,MISS D. Sabonis putback Layup,[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,0.36,Missed,,,,,,,,,,,,,,,
377,PT09M39.00S,2024-01-03T04:22:07.1Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,54,52,2024-01-03T04:22:10Z,3680000,False,,,0,,D. Sabonis REBOUND (Off:5 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,376.0,11.0,6.0,5.0,,,,,,,,,
378,PT09M39.00S,2024-01-03T04:22:06.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,5.590000152587891,50.0,1610612758,54,52,2024-01-03T04:22:06Z,3690000,False,0.0,0.0,1,left,MISS D. Sabonis tip Layup,[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
379,PT09M38.00S,2024-01-03T04:22:07.7Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,54,52,2024-01-03T04:22:07Z,3700000,False,,,0,,N. Richards REBOUND (Off:0 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,378.0,5.0,5.0,0.0,,,,,,,,,
380,PT09M36.00S,2024-01-03T04:22:12.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628970,91.67214191852825,56.127450980392155,1610612766,54,54,2024-01-03T04:25:15Z,3710000,False,31.0,26.0,1,right,M. Bridges running pullup Jump Shot (14 PTS) (T. Rozier 4 AST),"[1628970, 1626179]",1610612766.0,CHA,running pullup,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,4.0,Made,,,,,,,14.0,,,,T. Rozier,1626179.0,4.0,,
381,PT09M36.00S,2024-01-03T04:22:16.1Z,3,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612766,54,54,2024-01-03T04:22:24Z,3720000,False,,,0,,K. Murray shooting personal FOUL (3 PF) (Bridges 1 FT),"[1631099, 1628970]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,3.0,0.0,,,,Bridges,1628970.0
383,PT09M36.00S,2024-01-03T04:22:40.2Z,3,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,54,55,2024-01-03T04:22:40Z,3740000,False,,,0,,M. Bridges Free Throw 1 of 1 (15 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,,15.0,,,,,,,,
384,PT09M22.00S,2024-01-03T04:22:57.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,16.507884362680684,47.05882352941176,1610612758,54,55,2024-01-03T04:23:17Z,3750000,False,15.0,103.0,1,left,MISS D. Fox 10' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,10.37,Missed,,,,,,,,,,,,,,,
385,PT09M22.00S,2024-01-03T04:22:57.4Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,54,55,2024-01-03T04:23:11Z,3760000,False,,,0,,D. Sabonis REBOUND (Off:6 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,384.0,12.0,6.0,6.0,,,,,,,,,
386,PT09M20.00S,2024-01-03T04:22:59.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627734,6.521024967148489,48.28431372549019,1610612758,56,55,2024-01-03T04:27:01Z,3770000,False,9.0,9.0,1,left,D. Sabonis putback DUNK (17 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.23,Made,,,,,,,17.0,,,,,,,,
387,PT08M58.00S,2024-01-03T04:23:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,91.14651773981603,41.42156862745098,1610612766,56,57,2024-01-03T04:27:34Z,3780000,False,-43.0,31.0,1,right,N. Richards driving Layup (4 PTS),[1630208],1610612766.0,CHA,driving,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,5.28,Made,,,,,,,4.0,,,,,,,,
389,PT08M49.00S,2024-01-03T04:23:36.1Z,3,REGULAR,foul,offensive,[],203084,,,1610612758,56,57,2024-01-03T04:28:14Z,3790000,False,,,0,,H. Barnes offensive FOUL (1 PF),"[203084, 1626179]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,204059.0,1.0,0.0,,,,Rozier,1626179.0
391,PT08M49.00S,2024-01-03T04:23:36.1Z,3,REGULAR,turnover,offensive foul,[],203084,,,1610612758,56,57,2024-01-03T04:28:14Z,3810000,False,,,0,,H. Barnes offensive foul TURNOVER (1 TO),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,204059.0,,,,,,,
392,PT08M40.00S,2024-01-03T04:23:52.5Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,56,57,2024-01-03T04:23:58Z,3820000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1631099]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,1.0,Murray,1631099.0,,,,,,,,,,,,,,,,,
393,PT08M40.00S,2024-01-03T04:23:52.5Z,3,REGULAR,steal,,[],1631099,,,1610612758,56,57,2024-01-03T04:23:54Z,3830000,False,,,0,,K. Murray STEAL (2 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
394,PT08M35.00S,2024-01-03T04:23:56.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,6.521024967148489,49.26470588235294,1610612758,56,57,2024-01-03T04:24:14Z,3840000,False,4.0,9.0,1,left,MISS C. Duarte running Layup,[1630537],1610612758.0,SAC,running,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,0.95,Missed,,,,,,,,,,,,,,,
395,PT08M34.00S,2024-01-03T04:23:58.3Z,3,REGULAR,rebound,offensive,[],1630537,,,1610612758,56,57,2024-01-03T04:23:58Z,3850000,False,,,0,,C. Duarte REBOUND (Off:4 Def:1),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,394.0,5.0,1.0,4.0,,,,,,,,,
396,PT08M33.00S,2024-01-03T04:23:59.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630537,6.783837056504599,49.26470588235294,1610612758,58,57,2024-01-03T04:29:32Z,3860000,False,4.0,11.0,1,left,C. Duarte putback Layup (9 PTS),[1630537],1610612758.0,SAC,putback,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,1.19,Made,,,,,,,9.0,,,,,,,,
397,PT08M12.00S,2024-01-03T04:24:19.6Z,3,REGULAR,3pt,Jump Shot,[],1628970,84.31340341655716,95.09803921568627,1610612766,58,57,2024-01-03T04:24:26Z,3870000,False,225.0,95.0,1,right,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,24.47,Missed,,,,,,,,,,,,,,,
398,PT08M09.00S,2024-01-03T04:24:22.6Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,58,57,2024-01-03T04:24:31Z,3880000,False,,,0,,D. Fox REBOUND (Off:0 Def:5),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,397.0,5.0,5.0,0.0,,,,,,,,,
400,PT08M02.00S,2024-01-03T04:24:38.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.966491458607096,50.49019607843137,1610612758,58,57,2024-01-03T04:31:06Z,3900000,False,-2.0,22.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.25,Missed,,,,,,,,,,,,,,,
401,PT08M01.00S,2024-01-03T04:24:39.6Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,58,57,2024-01-03T04:33:47Z,3910000,False,,,0,,D. Sabonis REBOUND (Off:7 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,400.0,13.0,6.0,7.0,,,,,,,,,
463,PT08M01.00S,2024-01-03T04:24:42.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.389618922470433,51.225490196078425,1610612758,58,57,2024-01-03T04:35:21Z,3915000,False,-6.0,8.0,1,left,MISS D. Sabonis tip Layup,[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,0.97,Missed,,,,,,,,,,,,,,,
464,PT08M00.00S,2024-01-03T04:24:43.7Z,3,REGULAR,rebound,offensive,[],1631099,,,1610612758,58,57,2024-01-03T04:35:21Z,3917500,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,463.0,2.0,1.0,1.0,,,,,,,,,
413,PT07M59.00S,2024-01-03T04:24:46.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631099,9.937582128777924,49.754901960784316,1610612758,60,57,2024-01-03T04:34:15Z,3920000,False,1.0,41.0,1,left,K. Murray tip Layup (7 PTS),[1631099],1610612758.0,SAC,tip,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,4.09,Made,,,,,,,7.0,,,,,,,,
403,PT07M47.00S,2024-01-03T04:24:55.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,91.27792378449409,49.50980392156863,1610612766,60,57,2024-01-03T04:33:00Z,3930000,False,-2.0,29.0,1,right,MISS T. Rozier driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,2.96,Missed,,,,,,,,,,,,,,,
404,PT07M46.00S,2024-01-03T04:24:56.2Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,60,57,2024-01-03T04:37:47Z,3940000,False,,,0,,N. Richards REBOUND (Off:1 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,403.0,6.0,5.0,1.0,,,,,,,,,
487,PT07M45.00S,2024-01-03T04:24:56.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,90.48948751642575,51.225490196078425,1610612766,60,57,2024-01-03T04:38:15Z,3945000,False,6.0,37.0,1,right,MISS N. Richards tip Layup,[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,3.74,Missed,,,,,,,,,,,,,,,
488,PT07M44.00S,2024-01-03T04:24:57.6Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612758,60,57,2024-01-03T04:38:15Z,3947500,False,,,0,,C. Duarte REBOUND (Off:4 Def:2),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,487.0,6.0,2.0,4.0,,,,,,,,,
405,PT07M37.00S,2024-01-03T04:24:58.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.863994743758213,49.50980392156863,1610612758,60,57,2024-01-03T04:38:01Z,3950000,False,2.0,3.0,1,left,MISS D. Sabonis cutting Layup - blocked,"[1627734, 1628970]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,0.36,Missed,Bridges,1628970.0,,,,,,,,,,,,,
406,PT07M37.00S,2024-01-03T04:24:58.0Z,3,REGULAR,block,,[],1628970,,,1610612758,60,57,2024-01-03T04:25:01Z,3960000,False,,,0,,M. Bridges BLOCK (2 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
407,PT07M36.00S,2024-01-03T04:24:59.0Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,60,57,2024-01-03T04:38:01Z,3970000,False,,,0,,N. Richards REBOUND (Off:1 Def:6),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,405.0,7.0,6.0,1.0,,,,,,,,,
408,PT07M28.00S,2024-01-03T04:25:04.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,93.24901445466492,44.11764705882353,1610612766,60,57,2024-01-03T04:40:08Z,3980000,False,-29.0,11.0,1,right,MISS M. Bridges running reverse Layup,[1628970],1610612766.0,CHA,running reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,3.14,Missed,,,,,,,,,,,,,,,
409,PT07M26.00S,2024-01-03T04:25:06.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,60,57,2024-01-03T04:25:32Z,3990000,False,,,0,,D. Sabonis REBOUND (Off:7 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,408.0,14.0,7.0,7.0,,,,,,,,,
410,PT07M22.00S,2024-01-03T04:25:11.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,28.07161629434954,21.07843137254902,1610612758,63,57,2024-01-03T04:40:27Z,4000000,False,145.0,211.0,1,left,D. Fox 25' 3PT running pullup (14 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,25.61,Made,,,,,,,14.0,,,,D. Sabonis,1627734.0,2.0,,
412,PT07M22.00S,2024-01-03T04:25:22.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,63,57,2024-01-03T04:25:22Z,4020000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M02.00S,2024-01-03T04:28:31.8Z,3,REGULAR,2pt,Jump Shot,[],1626179,81.94809461235218,66.42156862745098,1610612766,63,59,2024-01-03T04:28:40Z,4030000,False,82.0,117.0,1,right,T. Rozier 14' turnaround Jump Shot (17 PTS),[1626179],1610612766.0,CHA,turnaround,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,14.31,Made,,,,,,,17.0,,,,,,,,
416,PT06M47.00S,2024-01-03T04:28:46.8Z,3,REGULAR,3pt,Jump Shot,[],1630537,5.206964520367937,96.07843137254902,1610612758,63,59,2024-01-03T04:28:51Z,4040000,False,-230.0,-4.0,1,left,MISS C. Duarte 3PT,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
417,PT06M43.00S,2024-01-03T04:28:49.3Z,3,REGULAR,rebound,defensive,[],1631121,,,1610612766,63,59,2024-01-03T04:28:49Z,4050000,False,,,0,,B. McGowens REBOUND (Off:1 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Left Corner 3,24+ Left,,,,,,,,416.0,2.0,1.0,1.0,,,,,,,,,
418,PT06M30.00S,2024-01-03T04:29:03.3Z,3,REGULAR,3pt,Jump Shot,[],1626179,81.94809461235218,6.127450980392156,1610612766,63,59,2024-01-03T04:41:46Z,4060000,False,-219.0,117.0,1,right,MISS T. Rozier 24' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,24.87,Missed,,,,,,,,,,,,,,,
419,PT06M27.00S,2024-01-03T04:29:06.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,63,59,2024-01-03T04:29:09Z,4070000,False,,,0,,D. Sabonis REBOUND (Off:7 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,418.0,15.0,8.0,7.0,,,,,,,,,
420,PT06M18.00S,2024-01-03T04:29:14.4Z,3,REGULAR,turnover,lost ball,[],1628368,,,1610612758,63,59,2024-01-03T04:29:22Z,4080000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1628998]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,1.0,Martin,1628998.0,,,,,,,,,,,,,,,,,
421,PT06M18.00S,2024-01-03T04:29:14.4Z,3,REGULAR,steal,,[],1628998,,,1610612766,63,59,2024-01-03T04:29:19Z,4090000,False,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
422,PT06M13.00S,2024-01-03T04:29:20.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,92.19776609724047,45.09803921568628,1610612766,63,61,2024-01-03T04:29:31Z,4100000,False,-25.0,21.0,1,right,M. Bridges running Layup (17 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,3.21,Made,,,,,,,17.0,,,,,,,,
423,PT06M08.00S,2024-01-03T04:29:27.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.389618922470433,50.98039215686274,1610612758,65,61,2024-01-03T04:42:26Z,4110000,False,-5.0,8.0,1,left,D. Fox driving Layup (16 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,0.9,Made,,,,,,,16.0,,,,,,,,
424,PT06M08.00S,2024-01-03T04:29:34.2Z,3,REGULAR,foul,personal,['1freethrow'],1626179,,,1610612758,65,61,2024-01-03T04:29:54Z,4120000,False,,,0,,T. Rozier shooting personal FOUL (2 PF) (Fox 1 FT),"[1626179, 1628368]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627524.0,2.0,0.0,,,,Fox,1628368.0
426,PT06M08.00S,2024-01-03T04:29:41.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612758,65,61,2024-01-03T04:30:10Z,4140000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M08.00S,2024-01-03T04:29:41.0Z,3,REGULAR,substitution,out,[],1628998,,,1610612758,65,61,2024-01-03T04:30:10Z,4150000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M08.00S,2024-01-03T04:29:41.0Z,3,REGULAR,substitution,in,[],1629023,,,1610612758,65,61,2024-01-03T04:30:10Z,4160000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M08.00S,2024-01-03T04:29:41.0Z,3,REGULAR,substitution,in,[],202397,,,1610612758,65,61,2024-01-03T04:30:10Z,4170000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M08.00S,2024-01-03T04:30:08.8Z,3,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,65,61,2024-01-03T04:30:29Z,4180000,False,,,0,,MISS D. Fox Free Throw 1 of 1,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
431,PT06M06.00S,2024-01-03T04:30:10.8Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,65,61,2024-01-03T04:30:29Z,4190000,False,,,0,,N. Richards REBOUND (Off:1 Def:7),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,430.0,8.0,7.0,1.0,,,,,,,,,
432,PT05M49.00S,2024-01-03T04:30:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,89.43823915900131,51.9607843137255,1610612766,65,61,2024-01-03T04:30:33Z,4200000,False,10.0,47.0,1,right,MISS P. Washington driving Layup - blocked,"[1629023, 1628368]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,4.78,Missed,Fox,1628368.0,,,,,,,,,,,,,
521,PT05M49.00S,2024-01-03T04:30:26.5Z,3,REGULAR,block,,[],1628368,,,1610612766,65,61,2024-01-03T04:45:40Z,4205000,False,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
