actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
618,PT03M33.00S,2024-03-30T04:12:05.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629655,5.995400788436268,47.794117647058826,1610612742,98,101,2024-03-30T04:12:13Z,5940000,False,11.0,4.0,1,left,D. Gafford running alley-oop DUNK (6 PTS) (D. Exum 2 AST),"[1629655, 203957]",1610612742.0,DAL,running alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.17,Made,6.0,,,,D. Exum,203957.0,2.0,,,,,,,,,,,
620,PT03M12.00S,2024-03-30T04:12:27.1Z,4,REGULAR,3pt,Jump Shot,[],1631099,78.9257555847569,89.95098039215686,1610612758,101,101,2024-03-30T04:12:32Z,5960000,False,200.0,146.0,1,right,K. Murray 24' 3PT  (12 PTS) (D. Fox 5 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,24.72,Made,12.0,,,,D. Fox,1628368.0,5.0,,,,,,,,,,,
622,PT02M50.00S,2024-03-30T04:12:49.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,8.360709592641262,45.09803921568628,1610612742,101,103,2024-03-30T04:13:08Z,5980000,False,25.0,26.0,1,left,K. Irving driving floating Jump Shot (30 PTS),[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.58,Made,30.0,,,,,,,,,,,,,,,,,
623,PT02M35.00S,2024-03-30T04:13:03.2Z,4,REGULAR,2pt,Jump Shot,[],1628368,76.82325886990802,30.88235294117647,1610612758,103,103,2024-03-30T04:13:12Z,5990000,False,-96.0,165.0,1,right,D. Fox 19' pullup Jump Shot (23 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,19.1,Made,23.0,,,,,,,,,,,,,,,,,
624,PT02M19.00S,2024-03-30T04:13:19.2Z,4,REGULAR,3pt,Jump Shot,[],203957,29.25427069645204,22.30392156862745,1610612742,103,103,2024-03-30T04:13:24Z,6000000,False,138.0,222.0,1,left,MISS D. Exum 26' 3PT,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
625,PT02M15.00S,2024-03-30T04:13:23.2Z,4,REGULAR,rebound,defensive,[],1631165,,,1610612758,103,103,2024-03-30T04:13:24Z,6010000,False,,,0,,K. Ellis REBOUND (Off:1 Def:5),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,624.0,6.0,5.0,1.0,,,,,,
626,PT02M08.00S,2024-03-30T04:13:34.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,87.72996057818659,36.27450980392157,1610612758,103,103,2024-03-30T04:13:44Z,6020000,False,-69.0,63.0,1,right,MISS D. Sabonis 9' Layup - blocked,"[1627734, 1629023]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Left,9.3,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
627,PT02M08.00S,2024-03-30T04:13:34.4Z,4,REGULAR,block,,[],1629023,,,1610612758,103,103,2024-03-30T04:13:41Z,6030000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
628,PT02M08.00S,2024-03-30T04:13:34.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,103,103,2024-03-30T04:13:44Z,6040000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,626.0,,,,,,,,,
630,PT01M54.00S,2024-03-30T04:14:07.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,74.58935611038108,11.519607843137255,1610612758,103,103,2024-03-30T04:14:12Z,6060000,False,-192.0,186.0,1,right,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
631,PT01M50.00S,2024-03-30T04:14:10.9Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,103,103,2024-03-30T04:14:10Z,6070000,False,,,0,,L. Doncic REBOUND (Off:0 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,630.0,8.0,8.0,0.0,,,,,,
632,PT01M35.00S,2024-03-30T04:14:25.7Z,4,REGULAR,3pt,Jump Shot,[],203957,5.075558475689881,95.58823529411765,1610612742,103,103,2024-03-30T04:14:30Z,6080000,False,-228.0,-5.0,1,left,MISS D. Exum 3PT,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
633,PT01M32.00S,2024-03-30T04:14:28.7Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,103,103,2024-03-30T04:14:30Z,6090000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:11),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,632.0,12.0,11.0,1.0,,,,,,
634,PT01M14.00S,2024-03-30T04:14:46.7Z,4,REGULAR,3pt,Jump Shot,[],1628368,68.54467805519053,34.31372549019608,1610612758,103,103,2024-03-30T04:15:40Z,6100000,False,-78.0,243.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.55,Missed,,,,,,,,,,,,,,,,,,
635,PT01M12.00S,2024-03-30T04:14:48.7Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,103,103,2024-03-30T04:14:55Z,6110000,False,,,0,,L. Doncic REBOUND (Off:0 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,634.0,9.0,9.0,0.0,,,,,,
636,PT01M12.00S,2024-03-30T04:15:06.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,103,103,2024-03-30T04:15:06Z,6120000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M53.40S,2024-03-30T04:16:50.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203957,7.703679369250986,45.83333333333333,1610612742,103,103,2024-03-30T04:17:46Z,6130000,False,21.0,20.0,1,left,MISS D. Exum driving Layup,[203957],1610612742.0,DAL,driving,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
638,PT00M50.90S,2024-03-30T04:16:52.8Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,103,103,2024-03-30T04:16:52Z,6140000,False,,,0,,H. Barnes REBOUND (Off:2 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,637.0,6.0,4.0,2.0,,,,,,
639,PT00M41.00S,2024-03-30T04:17:02.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.9993429697766,47.794117647058826,1610612758,103,103,2024-03-30T04:17:09Z,6150000,False,-11.0,107.0,1,right,MISS D. Fox 10' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,10.79,Missed,,,,,,,,,,,,,,,,,,
640,PT00M38.20S,2024-03-30T04:17:05.4Z,4,REGULAR,rebound,defensive,[],203957,,,1610612742,103,103,2024-03-30T04:17:05Z,6160000,False,,,0,,D. Exum REBOUND (Off:0 Def:3),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,639.0,3.0,3.0,0.0,,,,,,
641,PT00M28.50S,2024-03-30T04:17:15.1Z,4,REGULAR,3pt,Jump Shot,[],203957,17.427726675427067,94.6078431372549,1610612742,103,106,2024-03-30T04:17:19Z,6170000,False,-223.0,111.0,1,left,D. Exum 24' 3PT  (8 PTS) (P. Washington 2 AST),"[203957, 1629023]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Left Center,24.92,Made,8.0,,,,P. Washington,1629023.0,2.0,,,,,,,,,,,
643,PT00M27.50S,2024-03-30T04:17:24.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,103,106,2024-03-30T04:17:24Z,6190000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M27.50S,2024-03-30T04:18:29.6Z,4,REGULAR,substitution,out,[],202681,,,1610612758,103,106,2024-03-30T04:18:56Z,6200000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M27.50S,2024-03-30T04:18:29.6Z,4,REGULAR,substitution,out,[],1629655,,,1610612758,103,106,2024-03-30T04:18:56Z,6210000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M27.50S,2024-03-30T04:18:29.6Z,4,REGULAR,substitution,in,[],1628467,,,1610612758,103,106,2024-03-30T04:18:56Z,6220000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M27.50S,2024-03-30T04:18:29.6Z,4,REGULAR,substitution,in,[],1627884,,,1610612758,103,106,2024-03-30T04:18:56Z,6230000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M25.90S,2024-03-30T04:19:09.0Z,4,REGULAR,foul,personal,[],203957,,,1610612758,103,106,2024-03-30T04:19:19Z,6240000,False,,,0,,D. Exum personal FOUL (4 PF),"[203957, 1628368]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1662.0,,,,,4.0,0.0,Fox,1628368.0,,
650,PT00M18.40S,2024-03-30T04:19:32.0Z,4,REGULAR,3pt,Jump Shot,[],203084,67.36202365308804,55.63725490196079,1610612758,103,106,2024-03-30T04:19:44Z,6260000,False,28.0,254.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
651,PT00M14.40S,2024-03-30T04:19:36.2Z,4,REGULAR,rebound,offensive,[],1631099,,,1610612758,103,106,2024-03-30T04:19:36Z,6270000,False,,,0,,K. Murray REBOUND (Off:1 Def:6),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,650.0,7.0,6.0,1.0,,,,,,
652,PT00M08.60S,2024-03-30T04:19:44.7Z,4,REGULAR,turnover,backcourt,[],203084,,,1610612758,103,106,2024-03-30T04:21:24Z,6280000,False,,,0,,H. Barnes backcourt TURNOVER (3 TO),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,3.0,,,,,,,,,,,,,,,,
653,PT00M08.60S,2024-03-30T04:19:49.9Z,4,REGULAR,substitution,out,[],1627734,,,1610612742,103,106,2024-03-30T04:20:01Z,6290000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M08.60S,2024-03-30T04:19:49.9Z,4,REGULAR,substitution,out,[],1627884,,,1610612742,103,106,2024-03-30T04:20:01Z,6300000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M08.60S,2024-03-30T04:19:49.9Z,4,REGULAR,substitution,in,[],1630556,,,1610612742,103,106,2024-03-30T04:20:01Z,6310000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M08.60S,2024-03-30T04:19:49.9Z,4,REGULAR,substitution,in,[],202681,,,1610612742,103,106,2024-03-30T04:20:01Z,6320000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M07.60S,2024-03-30T04:20:14.6Z,4,REGULAR,foul,personal,[],1628368,,,1610612742,103,106,2024-03-30T04:20:26Z,6330000,False,,,0,,D. Fox take personal FOUL (3 PF),"[1628368, 1629029]",1610612758.0,SAC,take,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202035.0,,,,,3.0,0.0,Doncic,1629029.0,,
660,PT00M04.10S,2024-03-30T04:20:41.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631099,,,1610612742,103,106,2024-03-30T04:20:52Z,6350000,False,,,0,,K. Murray take personal FOUL (5 PF) (Doncic 2 FT),"[1631099, 1629029]",1610612758.0,SAC,take,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202035.0,,,,,5.0,0.0,Doncic,1629029.0,,
662,PT00M04.10S,2024-03-30T04:21:12.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612742,103,106,2024-03-30T04:21:12Z,6370000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
663,PT00M04.10S,2024-03-30T04:21:12.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,103,106,2024-03-30T04:21:12Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,662.0,,,,,,,,,
664,PT00M04.10S,2024-03-30T04:21:32.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612742,103,107,2024-03-30T04:21:32Z,6390000,False,,,0,,L. Doncic Free Throw 2 of 2 (26 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
665,PT00M04.10S,2024-03-30T04:21:36.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,103,107,2024-03-30T04:21:36Z,6400000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M04.10S,2024-03-30T04:22:29.4Z,4,REGULAR,substitution,out,[],1630556,,,1610612758,103,107,2024-03-30T04:22:58Z,6410000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M04.10S,2024-03-30T04:22:29.4Z,4,REGULAR,substitution,in,[],1627734,,,1610612758,103,107,2024-03-30T04:22:58Z,6420000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M02.50S,2024-03-30T04:23:15.0Z,4,REGULAR,3pt,Jump Shot,[],1631099,76.5604467805519,87.99019607843137,1610612758,103,107,2024-03-30T04:23:20Z,6430000,False,190.0,168.0,1,right,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
669,PT00M02.50S,2024-03-30T04:23:15.0Z,4,REGULAR,rebound,defensive,[],202681,,,1610612742,103,107,2024-03-30T04:23:20Z,6440000,False,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,668.0,3.0,3.0,0.0,,,,,,
670,PT00M00.00S,2024-03-30T04:23:22.0Z,4,REGULAR,period,end,[],0,,,1610612742,103,107,2024-03-30T04:23:22Z,6450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2024-03-30T04:23:43.8Z,4,REGULAR,game,end,[],0,,,0,103,107,2024-03-30T04:23:43Z,6460000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
