actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
429,PT05M28.00S,2022-12-30T02:38:20.9Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,81,66,2022-12-30T02:38:23Z,4260000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,428.0,3.0,2.0,1.0,,,,,,,,,,,
430,PT05M16.00S,2022-12-30T02:38:33.3Z,3,REGULAR,3pt,Jump Shot,[],1630193,84.1819973718791,3.6764705882352944,1610612752,81,69,2022-12-30T02:38:40Z,4270000,False,-232.0,96.0,1,right,I. Quickley 25' 3PT  (17 PTS) (J. Randle 3 AST),"[1630193, 203944]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,25.08,Made,,,,,,,,,,,,17.0,J. Randle,203944.0,3.0
432,PT04M56.00S,2022-12-30T02:38:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,15.850854139290407,44.36274509803921,1610612759,81,69,2022-12-30T02:39:01Z,4290000,False,28.0,96.0,1,left,MISS T. Jones 10' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,10.05,Missed,,,,,,,,,,,,,,,
433,PT04M55.00S,2022-12-30T02:38:54.2Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,81,69,2022-12-30T02:38:54Z,4300000,False,,,0,,T. Jones REBOUND (Off:1 Def:4),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,432.0,5.0,4.0,1.0,,,,,,,,,,,
434,PT04M53.00S,2022-12-30T02:38:56.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631103,30.962549277266753,59.55882352941176,1610612759,81,69,2022-12-30T02:39:07Z,4310000,False,-48.0,239.0,1,left,MISS M. Branham 24' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,,,,24.32,Missed,,,,,,,,,,,,,,,
435,PT04M49.00S,2022-12-30T02:39:00.1Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,81,69,2022-12-30T02:39:07Z,4320000,False,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,434.0,6.0,6.0,0.0,,,,,,,,,,,
436,PT04M44.00S,2022-12-30T02:39:05.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,82.21090670170827,58.82352941176471,1610612752,81,69,2022-12-30T02:41:37Z,4330000,False,44.0,115.0,1,right,MISS I. Quickley 12' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,12.29,Missed,,,,,,,,,,,,,,,
437,PT04M44.00S,2022-12-30T02:39:05.1Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,81,69,2022-12-30T02:39:21Z,4340000,False,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,436.0,4.0,4.0,0.0,,,,,,,,,,,
438,PT04M34.00S,2022-12-30T02:39:14.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631103,5.995400788436268,95.34313725490196,1610612759,81,69,2022-12-30T02:39:26Z,4350000,False,-227.0,4.0,1,left,MISS M. Branham 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,,,,22.67,Missed,,,,,,,,,,,,,,,
439,PT04M31.00S,2022-12-30T02:39:17.6Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612752,81,69,2022-12-30T02:39:17Z,4360000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:4),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,438.0,4.0,4.0,0.0,,,,,,,,,,,
441,PT04M29.00S,2022-12-30T02:39:32.0Z,3,REGULAR,foul,offensive,[],1629656,,,1610612759,81,69,2022-12-30T02:56:41Z,4380000,False,,,0,,Q. Grimes charge offensive FOUL (3 PF),"[1629656, 1630200]",1610612752.0,NYK,charge,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,3.0,0.0,Jones,1630200.0,,,,,,
536,PT04M29.00S,2022-12-30T02:39:41.9Z,3,REGULAR,turnover,offensive foul,[],1629656,,,1610612752,81,69,2022-12-30T03:00:18Z,4395000,False,,,0,,Q. Grimes offensive foul TURNOVER (1 TO),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,1830.0,,,,,,,,,,
443,PT04M29.00S,2022-12-30T02:39:48.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,81,69,2022-12-30T02:51:35Z,4400000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M29.00S,2022-12-30T02:42:35.3Z,3,REGULAR,substitution,out,[],1630200,,,1610612759,81,69,2022-12-30T02:42:47Z,4420000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M29.00S,2022-12-30T02:42:35.3Z,3,REGULAR,substitution,out,[],1629641,,,1610612759,81,69,2022-12-30T02:42:47Z,4430000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M29.00S,2022-12-30T02:42:35.3Z,3,REGULAR,substitution,in,[],203926,,,1610612759,81,69,2022-12-30T02:42:47Z,4440000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M29.00S,2022-12-30T02:42:35.3Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,81,69,2022-12-30T02:42:47Z,4450000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M29.00S,2022-12-30T02:42:35.3Z,3,REGULAR,substitution,out,[],1629011,,,1610612759,81,69,2022-12-30T02:43:33Z,4455000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M29.00S,2022-12-30T02:42:35.3Z,3,REGULAR,substitution,in,[],1628392,,,1610612759,81,69,2022-12-30T02:43:33Z,4457500,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M18.00S,2022-12-30T02:42:48.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203926,27.54599211563732,20.34313725490196,1610612759,84,69,2022-12-30T02:57:46Z,4460000,False,148.0,206.0,1,left,D. McDermott 25' 3PT  (8 PTS) (J. Richardson 2 AST),"[203926, 1626196]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,25.42,Made,,,,,,,,,,,,8.0,J. Richardson,1626196.0,2.0
453,PT04M00.00S,2022-12-30T02:42:59.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,93.77463863337714,53.18627450980392,1610612752,84,71,2022-12-30T02:43:13Z,4480000,False,16.0,6.0,1,right,I. Hartenstein Layup (4 PTS) (J. Randle 4 AST),"[1628392, 203944]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,1.7,Made,,,,,,,,,,,,4.0,J. Randle,203944.0,4.0
455,PT03M46.00S,2022-12-30T02:43:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,6.1268068331143235,39.705882352941174,1610612759,84,71,2022-12-30T02:45:00Z,4500000,False,51.0,5.0,1,left,MISS D. McDermott driving Layup,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,5.18,Missed,,,,,,,,,,,,,,,
456,PT03M45.00S,2022-12-30T02:43:14.1Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612759,84,71,2022-12-30T02:43:14Z,4510000,False,,,0,,J. Richardson REBOUND (Off:1 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,455.0,3.0,2.0,1.0,,,,,,,,,,,
457,PT03M41.00S,2022-12-30T02:43:18.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,29.38567674113009,70.58823529411765,1610612759,87,71,2022-12-30T02:43:23Z,4520000,False,-103.0,224.0,1,left,K. Johnson 24' 3PT  (16 PTS) (J. Richardson 3 AST),"[1629640, 1626196]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,24.62,Made,,,,,,,,,,,,16.0,J. Richardson,1626196.0,3.0
461,PT03M15.00S,2022-12-30T02:43:43.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.77463863337714,46.32352941176471,1610612752,87,73,2022-12-30T02:43:50Z,4540000,False,-18.0,6.0,1,right,J. Randle cutting Layup (26 PTS) (I. Quickley 6 AST),"[203944, 1630193]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,1.94,Made,,,,,,,,,,,,26.0,I. Quickley,1630193.0,6.0
463,PT03M04.00S,2022-12-30T02:43:54.1Z,3,REGULAR,3pt,Jump Shot,[],1629640,26.363337713534822,14.705882352941178,1610612759,90,73,2022-12-30T02:43:59Z,4560000,False,176.0,195.0,1,left,K. Johnson 26' 3PT  (19 PTS) (D. McDermott 4 AST),"[1629640, 203926]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,26.32,Made,,,,,,,,,,,,19.0,D. McDermott,203926.0,4.0
465,PT02M51.00S,2022-12-30T02:44:08.2Z,3,REGULAR,3pt,Jump Shot,[],1630193,73.66951379763469,80.63725490196079,1610612752,90,73,2022-12-30T02:44:12Z,4580000,False,153.0,195.0,1,right,MISS I. Quickley 24' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,24.8,Missed,,,,,,,,,,,,,,,
466,PT02M51.00S,2022-12-30T02:44:11.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,90,73,2022-12-30T02:44:11Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,465.0,,,,,,,,,,,,,,
468,PT02M51.00S,2022-12-30T02:44:13.5Z,3,REGULAR,substitution,out,[],1630193,,,1610612752,90,73,2022-12-30T02:44:25Z,4610000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M51.00S,2022-12-30T02:44:13.5Z,3,REGULAR,substitution,in,[],201565,,,1610612752,90,73,2022-12-30T02:44:25Z,4620000,False,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M42.00S,2022-12-30T02:44:41.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612752,90,73,2022-12-30T02:44:54Z,4630000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Rose 2 FT),"[1628380, 201565]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,1.0,1.0,Rose,201565.0,,,,,,
472,PT02M42.00S,2022-12-30T02:45:14.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201565,,,1610612752,90,73,2022-12-30T02:45:14Z,4650000,False,,,0,,MISS D. Rose Free Throw 1 of 2,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
473,PT02M42.00S,2022-12-30T02:45:14.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,90,73,2022-12-30T02:45:14Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,
474,PT02M42.00S,2022-12-30T02:45:28.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201565,,,1610612752,90,74,2022-12-30T02:45:28Z,4670000,False,,,0,,D. Rose Free Throw 2 of 2 (3 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,Made,,,,,,,,,,,,3.0,,,
475,PT02M35.00S,2022-12-30T02:45:35.9Z,3,REGULAR,2pt,Jump Shot,[],1631103,23.340998685939553,41.66666666666667,1610612759,90,74,2022-12-30T02:45:41Z,4680000,False,42.0,167.0,1,left,MISS M. Branham 17' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Center,,,,17.2,Missed,,,,,,,,,,,,,,,
476,PT02M30.00S,2022-12-30T02:45:40.9Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,90,74,2022-12-30T02:45:41Z,4690000,False,,,0,,J. Randle REBOUND (Off:0 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,,475.0,7.0,7.0,0.0,,,,,,,,,,,
477,PT02M18.00S,2022-12-30T02:45:52.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.1688567674113,44.11764705882353,1610612752,90,74,2022-12-30T02:46:05Z,4700000,False,-29.0,2.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,2.95,Missed,,,,,,,,,,,,,,,
478,PT02M15.00S,2022-12-30T02:45:55.5Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,90,74,2022-12-30T02:47:09Z,4710000,False,,,0,,Z. Collins REBOUND (Off:0 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,477.0,5.0,5.0,0.0,,,,,,,,,,,
479,PT02M12.00S,2022-12-30T02:45:58.2Z,3,REGULAR,3pt,Jump Shot,[],203926,2.0532194480946124,95.34313725490196,1610612759,90,74,2022-12-30T02:46:10Z,4720000,False,-227.0,-33.0,1,left,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,,,,22.91,Missed,,,,,,,,,,,,,,,
480,PT02M07.00S,2022-12-30T02:46:03.2Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,90,74,2022-12-30T02:46:10Z,4730000,False,,,0,,J. Randle REBOUND (Off:0 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,479.0,8.0,8.0,0.0,,,,,,,,,,,
481,PT02M00.00S,2022-12-30T02:46:09.8Z,3,REGULAR,turnover,bad pass,[],1629656,,,1610612752,90,74,2022-12-30T02:47:40Z,4740000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 1626196]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,2.0,Richardson,1626196.0,,,,,,,,,,,,,,,,,
482,PT02M00.00S,2022-12-30T02:46:09.8Z,3,REGULAR,steal,,[],1626196,,,1610612759,90,74,2022-12-30T02:46:11Z,4750000,False,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
484,PT01M57.00S,2022-12-30T02:46:23.2Z,3,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612759,90,74,2022-12-30T02:46:32Z,4770000,False,,,0,,M. McBride shooting personal FOUL (2 PF) (Collins 2 FT),"[1630540, 1628380]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,2.0,0.0,Collins,1628380.0,,,,,,
486,PT01M57.00S,2022-12-30T02:46:43.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,90,74,2022-12-30T02:49:50Z,4790000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M57.00S,2022-12-30T02:49:21.4Z,3,REGULAR,substitution,out,[],1629640,,,1610612759,90,74,2022-12-30T02:49:34Z,4810000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M57.00S,2022-12-30T02:49:21.4Z,3,REGULAR,substitution,out,[],1630540,,,1610612759,90,74,2022-12-30T02:49:34Z,4820000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M57.00S,2022-12-30T02:49:21.4Z,3,REGULAR,substitution,in,[],1628966,,,1610612759,90,74,2022-12-30T02:49:34Z,4830000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT01M57.00S,2022-12-30T02:49:21.4Z,3,REGULAR,substitution,in,[],203095,,,1610612759,90,74,2022-12-30T02:49:34Z,4840000,False,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT01M57.00S,2022-12-30T02:49:39.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628380,,,1610612759,90,74,2022-12-30T02:49:39Z,4850000,False,,,0,,MISS Z. Collins Free Throw 1 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
493,PT01M57.00S,2022-12-30T02:49:39.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,90,74,2022-12-30T02:49:39Z,4860000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,
494,PT01M57.00S,2022-12-30T02:49:54.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628380,,,1610612759,91,74,2022-12-30T02:49:54Z,4870000,False,,,0,,Z. Collins Free Throw 2 of 2 (4 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Made,,,,,,,,,,,,4.0,,,
495,PT01M40.00S,2022-12-30T02:50:14.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,93.51182654402102,47.05882352941176,1610612752,91,76,2022-12-30T02:50:19Z,4880000,False,-15.0,8.0,1,right,E. Fournier Layup (9 PTS) (J. Randle 5 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,,1.7,Made,,,,,,,,,,,,9.0,J. Randle,203944.0,5.0
497,PT01M27.00S,2022-12-30T02:50:30.8Z,3,REGULAR,violation,kicked ball,[],1628392,,,1610612759,91,76,2022-12-30T02:50:44Z,4900000,False,,,0,,I. Hartenstein kicked ball VIOLATION,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,
499,PT01M18.00S,2022-12-30T02:51:05.6Z,3,REGULAR,turnover,lost ball,[],1628966,,,1610612759,91,76,2022-12-30T02:52:55Z,4920000,False,,,0,,K. Bates-Diop lost ball TURNOVER (1 TO),"[1628966, 203095]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,1.0,Fournier,203095.0,,,,,,,,,,,,,,,,,
500,PT01M18.00S,2022-12-30T02:51:05.6Z,3,REGULAR,steal,,[],203095,,,1610612752,91,76,2022-12-30T02:51:07Z,4930000,False,,,0,,E. Fournier STEAL (2 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
501,PT01M15.00S,2022-12-30T02:51:15.0Z,3,REGULAR,turnover,out-of-bounds,[],201565,,,1610612752,91,76,2022-12-30T02:52:04Z,4940000,False,,,0,,D. Rose bad pass out-of-bounds TURNOVER (1 TO),[201565],1610612752.0,NYK,bad pass,,,Rose,D. Rose,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,1627519.0,,,,,,,,,,
502,PT00M59.50S,2022-12-30T02:51:42.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631103,9.937582128777924,41.42156862745098,1610612759,91,76,2022-12-30T02:52:08Z,4950000,False,43.0,41.0,1,left,MISS M. Branham floating Shot,[1631103],1610612759.0,SAS,floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,5.93,Missed,,,,,,,,,,,,,,,
503,PT00M56.50S,2022-12-30T02:51:45.1Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,91,76,2022-12-30T03:10:03Z,4960000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,502.0,2.0,1.0,1.0,,,,,,,,,,,
504,PT00M47.90S,2022-12-30T02:51:53.7Z,3,REGULAR,3pt,Jump Shot,[],203095,78.40013140604468,90.44117647058823,1610612752,91,76,2022-12-30T02:52:18Z,4970000,False,202.0,151.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,,,,25.21,Missed,,,,,,,,,,,,,,,
505,PT00M45.90S,2022-12-30T02:51:55.8Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612752,91,76,2022-12-30T02:51:55Z,4980000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,504.0,3.0,1.0,2.0,,,,,,,,,,,
506,PT00M38.00S,2022-12-30T02:52:05.8Z,3,REGULAR,turnover,traveling,[],203944,,,1610612752,91,76,2022-12-30T02:52:27Z,4990000,False,,,0,,J. Randle traveling TURNOVER (3 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,,,,,,,1830.0,,,,,,,,,,
507,PT00M38.00S,2022-12-30T02:52:19.1Z,3,REGULAR,substitution,out,[],1628966,,,1610612759,91,76,2022-12-30T02:52:27Z,5000000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M38.00S,2022-12-30T02:52:19.1Z,3,REGULAR,substitution,in,[],1631110,,,1610612759,91,76,2022-12-30T02:52:27Z,5010000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M25.30S,2022-12-30T02:52:39.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,28.86005256241787,20.588235294117645,1610612759,91,76,2022-12-30T02:52:43Z,5020000,False,147.0,219.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,26.37,Missed,,,,,,,,,,,,,,,
510,PT00M25.30S,2022-12-30T02:52:39.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,91,76,2022-12-30T02:52:43Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,509.0,,,,,,,,,,,,,,
511,PT00M25.30S,2022-12-30T02:52:41.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201565,,,1610612759,91,76,2022-12-30T02:52:51Z,5040000,False,,,0,,D. Rose loose ball personal FOUL (2 PF) (Collins 2 FT),"[201565, 1628380]",1610612752.0,NYK,loose ball,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,2.0,0.0,Collins,1628380.0,,,,,,
513,PT00M25.30S,2022-12-30T02:53:06.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628380,,,1610612759,92,76,2022-12-30T02:53:06Z,5060000,False,,,0,,Z. Collins Free Throw 1 of 2 (5 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Made,,,,,,,,,,,,5.0,,,
514,PT00M25.30S,2022-12-30T02:53:08.2Z,3,REGULAR,substitution,out,[],1631110,,,1610612759,92,76,2022-12-30T02:53:13Z,5070000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M25.30S,2022-12-30T02:53:08.2Z,3,REGULAR,substitution,in,[],1628966,,,1610612759,92,76,2022-12-30T02:53:13Z,5080000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M25.30S,2022-12-30T02:53:06.3Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628380,,,1610612759,92,76,2022-12-30T02:53:31Z,5090000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
517,PT00M20.90S,2022-12-30T02:53:10.7Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,92,76,2022-12-30T02:53:31Z,5100000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,516.0,4.0,2.0,2.0,,,,,,,,,,,
518,PT00M01.90S,2022-12-30T02:53:48.5Z,3,REGULAR,3pt,Jump Shot,[],203944,72.88107752956637,78.18627450980392,1610612752,92,79,2022-12-30T02:53:54Z,5110000,False,141.0,202.0,1,right,J. Randle 24' 3PT pullup (29 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,24.66,Made,,,,,,,,,,,,29.0,,,
