actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
260,PT04M51.00S,2023-02-04T01:56:24.2Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,45,50,2023-02-04T01:58:18Z,2497500,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M51.00S,2023-02-04T01:56:45.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630178,,,1610612755,45,51,2023-02-04T01:56:45Z,2500000,False,,,0,,T. Maxey Free Throw 1 of 1 (13 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
261,PT04M39.00S,2023-02-04T01:56:58.6Z,2,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612759,45,51,2023-02-04T01:57:07Z,2510000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Johnson 2 FT),"[1629001, 1629640]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,1662.0,,,,,,,,,,,2.0,0.0,Johnson,1629640.0,,
263,PT04M39.00S,2023-02-04T01:57:19.8Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,46,51,2023-02-04T01:57:19Z,2530000,False,,,0,,K. Johnson Free Throw 1 of 2 (6 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
264,PT04M39.00S,2023-02-04T01:57:20.4Z,2,REGULAR,substitution,out,[],1630178,,,1610612759,46,51,2023-02-04T01:57:22Z,2540000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M39.00S,2023-02-04T01:57:20.4Z,2,REGULAR,substitution,in,[],200782,,,1610612759,46,51,2023-02-04T01:57:22Z,2550000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M39.00S,2023-02-04T01:57:35.5Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,47,51,2023-02-04T01:57:35Z,2560000,False,,,0,,K. Johnson Free Throw 2 of 2 (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
267,PT04M22.00S,2023-02-04T01:57:57.7Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612755,47,51,2023-02-04T01:58:07Z,2570000,False,,,0,,Z. Collins shooting personal FOUL (2 PF) (Embiid 2 FT),"[1628380, 203954]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,,,,2.0,0.0,Embiid,203954.0,,
269,PT04M22.00S,2023-02-04T01:58:25.1Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,47,52,2023-02-04T01:58:25Z,2590000,False,,,0,,J. Embiid Free Throw 1 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
270,PT04M22.00S,2023-02-04T01:58:26.5Z,2,REGULAR,substitution,out,[],1628966,,,1610612755,47,52,2023-02-04T01:58:29Z,2600000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M22.00S,2023-02-04T01:58:26.5Z,2,REGULAR,substitution,in,[],203926,,,1610612755,47,52,2023-02-04T01:58:29Z,2610000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M22.00S,2023-02-04T01:58:45.0Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,47,53,2023-02-04T01:58:45Z,2620000,False,,,0,,J. Embiid Free Throw 2 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
273,PT04M11.00S,2023-02-04T01:58:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,82.34231274638634,35.53921568627451,1610612759,47,53,2023-02-04T02:00:05Z,2630000,False,-72.0,113.0,1,right,MISS D. McDermott 13' driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Left,,,,,13.46,Missed,,,,,,,,,,,,,,
274,PT04M09.00S,2023-02-04T01:58:58.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,47,53,2023-02-04T01:59:12Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,273.0,,,,,,,,,,,,
276,PT04M09.00S,2023-02-04T01:59:23.3Z,2,REGULAR,foul,offensive,[],1628380,,,1610612759,47,53,2023-02-04T01:59:34Z,2660000,False,,,0,,Z. Collins offensive FOUL (3 PF),"[1628380, 200782]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,,,,1626302.0,,,,,,,,,,,3.0,0.0,Tucker,200782.0,,
278,PT04M09.00S,2023-02-04T01:59:23.3Z,2,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,47,53,2023-02-04T01:59:23Z,2680000,False,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Center,1.0,,,1626302.0,,,,,,,,,,,,,,,,
279,PT04M09.00S,2023-02-04T01:59:32.0Z,2,REGULAR,substitution,out,[],1628380,,,1610612755,47,53,2023-02-04T01:59:35Z,2690000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M09.00S,2023-02-04T01:59:32.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612755,47,53,2023-02-04T01:59:35Z,2700000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M48.00S,2023-02-04T02:00:11.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612755,47,53,2023-02-04T02:00:21Z,2710000,False,,,0,,D. McDermott shooting personal FOUL (1 PF) (Embiid 2 FT),"[203926, 203954]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,,,,,,1.0,0.0,Embiid,203954.0,,
283,PT03M48.00S,2023-02-04T02:00:42.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,47,54,2023-02-04T02:00:42Z,2730000,False,,,0,,J. Embiid Free Throw 1 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
284,PT03M48.00S,2023-02-04T02:00:58.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,47,55,2023-02-04T02:00:58Z,2740000,False,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
285,PT03M37.00S,2023-02-04T02:01:10.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,84.31340341655716,61.76470588235294,1610612759,49,55,2023-02-04T02:01:16Z,2750000,False,59.0,95.0,1,right,M. Branham 11' pullup Jump Shot (10 PTS),[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Right,,,,,11.17,Made,10.0,,,,,,,,,,,,,
286,PT03M23.00S,2023-02-04T02:01:25.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202699,8.360709592641262,45.34313725490196,1610612755,49,57,2023-02-04T02:01:32Z,2760000,False,23.0,26.0,1,left,T. Harris driving Hook (2 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,3.5,Made,2.0,,,,,,,,,,,,,
287,PT03M08.00S,2023-02-04T02:01:39.3Z,2,REGULAR,3pt,Jump Shot,[],1629640,67.49342969776609,71.32352941176471,1610612759,49,57,2023-02-04T02:01:45Z,2770000,False,107.0,253.0,1,right,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,27.46,Missed,,,,,,,,,,,,,,
288,PT03M05.00S,2023-02-04T02:01:42.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,49,57,2023-02-04T02:01:45Z,2780000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,287.0,5.0,5.0,0.0,,,,,,,,,
289,PT02M53.00S,2023-02-04T02:01:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.469776609724048,44.11764705882353,1610612755,49,59,2023-02-04T02:01:58Z,2790000,False,29.0,-1.0,1,left,J. Embiid Layup (13 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,2.94,Made,13.0,,,,,J. Harden,201935.0,4.0,,,,,,
291,PT02M42.00S,2023-02-04T02:02:05.6Z,2,REGULAR,3pt,Jump Shot,[],203926,66.17936925098554,49.50980392156863,1610612759,49,59,2023-02-04T02:02:10Z,2810000,False,-2.0,265.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,,,26.54,Missed,,,,,,,,,,,,,,
292,PT02M39.00S,2023-02-04T02:02:08.7Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,49,59,2023-02-04T02:02:08Z,2820000,False,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,291.0,6.0,6.0,0.0,,,,,,,,,
293,PT02M27.00S,2023-02-04T02:02:20.5Z,2,REGULAR,3pt,Jump Shot,[],203954,29.6484888304862,23.774509803921568,1610612755,49,62,2023-02-04T02:02:25Z,2830000,False,131.0,226.0,1,left,J. Embiid 26' 3PT  (16 PTS) (J. Harden 5 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,26.14,Made,16.0,,,,,J. Harden,201935.0,5.0,,,,,,
295,PT02M26.00S,2023-02-04T02:02:26.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,49,62,2023-02-04T02:02:26Z,2850000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M26.00S,2023-02-04T02:03:48.9Z,2,REGULAR,substitution,out,[],1631103,,,1610612759,49,62,2023-02-04T02:04:00Z,2860000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M26.00S,2023-02-04T02:03:48.9Z,2,REGULAR,substitution,in,[],1626196,,,1610612759,49,62,2023-02-04T02:04:00Z,2870000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M05.00S,2023-02-04T02:04:17.7Z,2,REGULAR,turnover,bad pass,[],203926,,,1610612759,49,62,2023-02-04T02:04:23Z,2880000,False,,,0,,D. McDermott bad pass TURNOVER (2 TO),"[203926, 203954]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,2.0,Embiid,203954.0,,,,,,,,,,,,,,,,,
299,PT02M05.00S,2023-02-04T02:04:17.7Z,2,REGULAR,steal,,[],203954,,,1610612755,49,62,2023-02-04T02:04:20Z,2890000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
300,PT02M00.00S,2023-02-04T02:04:22.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203954,5.601182654402102,48.28431372549019,1610612755,49,64,2023-02-04T02:04:28Z,2900000,False,9.0,0.0,1,left,J. Embiid alley-oop DUNK (18 PTS) (J. Harden 6 AST),"[203954, 201935]",1610612755.0,PHI,alley-oop,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,0.86,Made,18.0,,,,,J. Harden,201935.0,6.0,,,,,,
302,PT01M50.00S,2023-02-04T02:04:33.6Z,2,REGULAR,turnover,lost ball,[],1627751,,,1610612759,49,64,2023-02-04T02:06:54Z,2920000,False,,,0,,J. Poeltl lost ball TURNOVER (2 TO),"[1627751, 203954]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,2.0,Embiid,203954.0,,,,,,,,,,,,,,,,,
303,PT01M50.00S,2023-02-04T02:04:33.6Z,2,REGULAR,steal,,[],203954,,,1610612755,49,64,2023-02-04T02:04:36Z,2930000,False,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
304,PT01M45.00S,2023-02-04T02:04:37.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,5.863994743758213,48.28431372549019,1610612755,49,66,2023-02-04T02:04:45Z,2940000,False,9.0,3.0,1,left,T. Harris running DUNK (4 PTS) (J. Harden 7 AST),"[202699, 201935]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,0.9,Made,4.0,,,,,J. Harden,201935.0,7.0,,,,,,
306,PT01M34.00S,2023-02-04T02:04:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.85479632063075,49.50980392156863,1610612759,51,66,2023-02-04T02:05:01Z,2960000,False,-2.0,15.0,1,right,J. Poeltl reverse Layup (10 PTS) (J. Richardson 4 AST),"[1627751, 1626196]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,1.49,Made,10.0,,,,,J. Richardson,1626196.0,4.0,,,,,,
308,PT01M23.00S,2023-02-04T02:05:00.5Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612755,51,66,2023-02-04T02:05:05Z,2980000,False,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1626196]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,3.0,Richardson,1626196.0,,,,,,,,,,,,,,,,,
309,PT01M23.00S,2023-02-04T02:05:00.5Z,2,REGULAR,steal,,[],1626196,,,1610612759,51,66,2023-02-04T02:05:02Z,2990000,False,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
310,PT01M13.00S,2023-02-04T02:05:12.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203926,93.38042049934296,52.20588235294118,1610612759,53,66,2023-02-04T02:05:29Z,3000000,False,11.0,10.0,1,right,D. McDermott cutting finger roll Layup (6 PTS) (J. Poeltl 5 AST),"[203926, 1627751]",1610612759.0,SAS,cutting finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,1.47,Made,6.0,,,,,J. Poeltl,1627751.0,5.0,,,,,,
312,PT01M13.00S,2023-02-04T02:05:15.3Z,2,REGULAR,foul,personal,['1freethrow'],200782,,,1610612759,53,66,2023-02-04T02:05:23Z,3020000,False,,,0,,P. Tucker shooting personal FOUL (2 PF) (McDermott 1 FT),"[200782, 203926]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,,,,2.0,0.0,McDermott,203926.0,,
314,PT01M13.00S,2023-02-04T02:05:42.1Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203926,,,1610612759,54,66,2023-02-04T02:05:42Z,3040000,False,,,0,,D. McDermott Free Throw 1 of 1 (7 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
315,PT01M00.00S,2023-02-04T02:05:55.1Z,2,REGULAR,3pt,Jump Shot,[],1629001,30.17411300919842,23.774509803921568,1610612755,54,69,2023-02-04T02:06:01Z,3050000,False,131.0,231.0,1,left,D. Melton 26' 3PT  (9 PTS) (T. Harris 1 AST),"[1629001, 202699]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,26.57,Made,9.0,,,,,T. Harris,202699.0,1.0,,,,,,
317,PT00M46.60S,2023-02-04T02:06:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.59198423127464,38.72549019607843,1610612759,56,69,2023-02-04T02:06:41Z,3070000,False,-56.0,17.0,1,right,K. Johnson driving finger roll Layup (9 PTS) (J. Richardson 5 AST),"[1629640, 1626196]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.89,Made,9.0,,,,,J. Richardson,1626196.0,5.0,,,,,,
318,PT00M46.60S,2023-02-04T02:06:17.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203954,,,1610612759,56,69,2023-02-04T02:06:24Z,3080000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Johnson 1 FT),"[203954, 1629640]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,1626302.0,,,,,,,,,,,1.0,0.0,Johnson,1629640.0,,
321,PT00M46.60S,2023-02-04T02:06:50.2Z,2,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,57,69,2023-02-04T02:06:50Z,3100000,False,,,0,,K. Johnson Free Throw 1 of 1 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
322,PT00M33.40S,2023-02-04T02:07:07.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626169,,,1610612755,57,69,2023-02-04T02:07:19Z,3110000,False,,,0,,S. Johnson personal FOUL (1 PF) (Harden 2 FT),"[1626169, 201935]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Right Center,,,,1662.0,,,,,,,,,,,1.0,0.0,Harden,201935.0,,
324,PT00M33.40S,2023-02-04T02:07:36.0Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,57,70,2023-02-04T02:07:36Z,3130000,False,,,0,,J. Harden Free Throw 1 of 2 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
325,PT00M33.40S,2023-02-04T02:07:53.5Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,57,71,2023-02-04T02:07:53Z,3140000,False,,,0,,J. Harden Free Throw 2 of 2 (6 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
326,PT00M27.80S,2023-02-04T02:08:04.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,83.52496714848883,50.98039215686274,1610612759,59,71,2023-02-04T02:08:13Z,3150000,False,5.0,102.0,1,right,J. Richardson 10' driving floating Jump Shot (8 PTS),[1626196],1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.25,Made,8.0,,,,,,,,,,,,,
327,PT00M05.80S,2023-02-04T02:08:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.338370565045992,54.65686274509803,1610612755,59,73,2023-02-04T02:10:27Z,3160000,False,-23.0,-2.0,1,left,J. Harden driving Layup (8 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,2.34,Made,8.0,,,,,,,,,,,,,
328,PT00M01.00S,2023-02-04T02:08:41.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612759,59,73,2023-02-04T02:08:55Z,3170000,False,,,0,,D. Melton shooting personal FOUL (3 PF) (Johnson 2 FT),"[1629001, 1629640]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,,,,3.0,0.0,Johnson,1629640.0,,
330,PT00M01.00S,2023-02-04T02:09:17.0Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,60,73,2023-02-04T02:09:17Z,3190000,False,,,0,,K. Johnson Free Throw 1 of 2 (11 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
331,PT00M01.00S,2023-02-04T02:09:17.8Z,2,REGULAR,substitution,out,[],201935,,,1610612759,60,73,2023-02-04T02:09:32Z,3200000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M01.00S,2023-02-04T02:09:17.8Z,2,REGULAR,substitution,out,[],1629001,,,1610612759,60,73,2023-02-04T02:09:32Z,3210000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M01.00S,2023-02-04T02:09:17.8Z,2,REGULAR,substitution,in,[],1630178,,,1610612759,60,73,2023-02-04T02:09:32Z,3220000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M01.00S,2023-02-04T02:09:17.8Z,2,REGULAR,substitution,in,[],1629003,,,1610612759,60,73,2023-02-04T02:09:32Z,3230000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M01.00S,2023-02-04T02:09:48.0Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,61,73,2023-02-04T02:09:48Z,3240000,False,,,0,,K. Johnson Free Throw 2 of 2 (12 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
336,PT00M00.00S,2023-02-04T02:10:04.2Z,2,REGULAR,period,end,[],0,,,1610612755,61,73,2023-02-04T02:10:04Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,out,['startperiod'],203926,,,1610612755,61,73,2023-02-04T02:25:19Z,3260000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,out,['startperiod'],1626169,,,1610612755,61,73,2023-02-04T02:25:19Z,3270000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,61,73,2023-02-04T02:25:19Z,3280000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612755,61,73,2023-02-04T02:25:19Z,3290000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,in,['startperiod'],1628966,,,1610612755,61,73,2023-02-04T02:25:19Z,3300000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,in,['startperiod'],1631103,,,1610612755,61,73,2023-02-04T02:25:19Z,3310000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,in,['startperiod'],201935,,,1610612755,61,73,2023-02-04T02:25:19Z,3320000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-02-04T02:24:41.9Z,3,REGULAR,substitution,in,['startperiod'],1629001,,,1610612755,61,73,2023-02-04T02:25:19Z,3330000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-02-04T02:25:21.0Z,3,REGULAR,period,start,[],0,,,1610612759,61,73,2023-02-04T02:25:21Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M37.00S,2023-02-04T02:25:42.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,7.966491458607096,45.83333333333333,1610612759,63,73,2023-02-04T02:26:35Z,3350000,False,21.0,22.0,1,left,K. Johnson floating Jump Shot (14 PTS),[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,3.06,Made,14.0,,,,,,,,,,,,,
347,PT11M17.00S,2023-02-04T02:26:02.1Z,3,REGULAR,2pt,Jump Shot,[],203954,76.42904073587385,54.65686274509803,1610612755,63,75,2023-02-04T02:26:53Z,3360000,False,23.0,169.0,1,right,J. Embiid 17' pullup Jump Shot (20 PTS) (P. Tucker 1 AST),"[203954, 200782]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,17.07,Made,20.0,,,,,P. Tucker,200782.0,1.0,,,,,,
