actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
425,PT04M23.00S,2023-01-20T04:37:35.3Z,3,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,52,75,2023-01-20T04:38:03Z,4150000,False,,,0,,MISS D. Eubanks Free Throw 2 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
426,PT04M21.00S,2023-01-20T04:37:37.3Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,52,75,2023-01-20T04:38:03Z,4160000,False,,,0,,T. Harris REBOUND (Off:1 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,425.0,6.0,5.0,1.0,,,,,,,,,,,,,,
427,PT04M05.00S,2023-01-20T04:38:19.7Z,3,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,52,75,2023-01-20T04:38:28Z,4170000,False,,,0,,D. Melton bad pass out-of-bounds TURNOVER (2 TO),[1629001],1610612755.0,PHI,bad pass,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,1146.0,,,,,,,2.0,,,,,,
428,PT03M52.00S,2023-01-20T04:38:37.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629642,9.937582128777924,2.450980392156863,1610612757,55,75,2023-01-20T04:38:41Z,4180000,False,238.0,41.0,1,left,N. Little 24' 3PT  (3 PTS) (S. Sharpe 1 AST),"[1629642, 1631101]",1610612757.0,POR,,,,Little,N. Little,,,,,Right Corner 3,24+ Right,24.12,Made,,,,,,,,,,,,,,,3.0,S. Sharpe,1631101.0,1.0
430,PT03M38.00S,2023-01-20T04:38:50.5Z,3,REGULAR,3pt,Jump Shot,[],1629001,76.82325886990802,11.27450980392157,1610612755,55,75,2023-01-20T04:38:54Z,4200000,False,-194.0,165.0,1,right,MISS D. Melton 25' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
431,PT03M36.00S,2023-01-20T04:38:52.5Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,55,75,2023-01-20T04:38:54Z,4210000,False,,,0,,N. Little REBOUND (Off:1 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,,430.0,4.0,3.0,1.0,,,,,,,,,,,,,,
432,PT03M29.00S,2023-01-20T04:39:00.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,5.995400788436268,48.28431372549019,1610612757,57,75,2023-01-20T04:39:08Z,4220000,False,9.0,4.0,1,left,N. Little driving Layup (5 PTS) (D. Lillard 8 AST),"[1629642, 203081]",1610612757.0,POR,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,,,,,,,,,,,5.0,D. Lillard,203081.0,8.0
434,PT03M29.00S,2023-01-20T04:39:04.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,57,75,2023-01-20T04:39:04Z,4240000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M29.00S,2023-01-20T04:40:29.2Z,3,REGULAR,substitution,out,[],1629001,,,1610612755,57,75,2023-01-20T04:41:41Z,4250000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M29.00S,2023-01-20T04:40:29.2Z,3,REGULAR,substitution,out,[],202699,,,1610612755,57,75,2023-01-20T04:41:41Z,4260000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M29.00S,2023-01-20T04:40:29.2Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,57,75,2023-01-20T04:41:41Z,4270000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M29.00S,2023-01-20T04:40:29.2Z,3,REGULAR,substitution,in,[],1629680,,,1610612755,57,75,2023-01-20T04:41:41Z,4280000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M10.00S,2023-01-20T04:42:16.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629680,94.30026281208936,46.07843137254902,1610612755,57,75,2023-01-20T04:42:21Z,4290000,False,-20.0,1.0,1,right,MISS M. Thybulle floating Shot,[1629680],1610612755.0,PHI,floating,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
440,PT03M09.00S,2023-01-20T04:42:17.0Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,57,75,2023-01-20T04:42:21Z,4300000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:5),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,439.0,5.0,5.0,0.0,,,,,,,,,,,,,,
441,PT02M56.00S,2023-01-20T04:42:34.6Z,3,REGULAR,violation,kicked ball,[],201935,,,1610612757,57,75,2023-01-20T05:03:06Z,4310000,False,,,0,,J. Harden kicked ball VIOLATION,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,1627526.0,,,,,,,,,,,,,
442,PT02M56.00S,2023-01-20T04:42:38.7Z,3,REGULAR,substitution,out,[],201935,,,1610612757,57,75,2023-01-20T04:42:44Z,4320000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M56.00S,2023-01-20T04:42:38.7Z,3,REGULAR,substitution,in,[],1629003,,,1610612757,57,75,2023-01-20T04:42:44Z,4330000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M46.00S,2023-01-20T04:42:58.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203081,6.915243101182654,47.794117647058826,1610612757,59,75,2023-01-20T04:43:03Z,4340000,False,11.0,13.0,1,left,D. Lillard driving DUNK (10 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,,,,,,,,,,,10.0,,,
445,PT02M28.00S,2023-01-20T04:43:16.4Z,3,REGULAR,3pt,Jump Shot,[],1627777,83.13074901445466,6.862745098039216,1610612755,59,75,2023-01-20T04:43:20Z,4350000,False,-216.0,106.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,24.04,Missed,,,,,,,,,,,,,,,,,,
446,PT02M26.00S,2023-01-20T04:43:18.4Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,59,75,2023-01-20T04:43:20Z,4360000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,445.0,3.0,3.0,0.0,,,,,,,,,,,,,,
447,PT02M20.00S,2023-01-20T04:43:25.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203081,35.955978975032856,34.068627450980394,1610612757,59,75,2023-01-20T04:44:10Z,4370000,False,80.0,285.0,1,left,MISS D. Lillard 29' running pullup 3PT,[203081],1610612757.0,POR,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,29.64,Missed,,,,,,,,,,,,,,,,,,
448,PT02M18.00S,2023-01-20T04:43:27.3Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,59,75,2023-01-20T04:43:40Z,4380000,False,,,0,,M. Harrell REBOUND (Off:2 Def:1),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Center,,,447.0,3.0,1.0,2.0,,,,,,,,,,,,,,
449,PT02M10.00S,2023-01-20T04:43:37.3Z,3,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612755,59,75,2023-01-20T04:43:49Z,4390000,False,,,0,,D. Eubanks shooting personal FOUL (2 PF) (Harrell 2 FT),"[1629234, 1626149]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,0.0,Harrell,1626149.0,,,,,,,,,
451,PT02M10.00S,2023-01-20T04:44:17.8Z,3,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,59,75,2023-01-20T04:44:47Z,4410000,False,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
452,PT02M10.00S,2023-01-20T04:44:17.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,59,75,2023-01-20T04:44:47Z,4420000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,
453,PT02M10.00S,2023-01-20T04:44:17.8Z,3,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,59,75,2023-01-20T04:44:47Z,4430000,False,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
454,PT02M07.00S,2023-01-20T04:44:20.8Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,59,75,2023-01-20T04:44:47Z,4440000,False,,,0,,N. Little REBOUND (Off:1 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,453.0,5.0,4.0,1.0,,,,,,,,,,,,,,
455,PT01M56.00S,2023-01-20T04:45:05.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626149,,,1610612757,59,75,2023-01-20T04:45:10Z,4450000,False,,,0,,M. Harrell personal FOUL (3 PF) (Lillard 2 FT),"[1626149, 203081]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Mid-Range,16-24 Center,,,,,,,1627526.0,3.0,0.0,Lillard,203081.0,,,,,,,,,
457,PT01M56.00S,2023-01-20T04:45:30.6Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,60,75,2023-01-20T04:45:30Z,4470000,False,,,0,,D. Lillard Free Throw 1 of 2 (11 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
458,PT01M56.00S,2023-01-20T04:45:47.4Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,61,75,2023-01-20T04:45:47Z,4480000,False,,,0,,D. Lillard Free Throw 2 of 2 (12 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
459,PT01M41.00S,2023-01-20T04:46:03.5Z,3,REGULAR,3pt,Jump Shot,[],1629680,69.85873850197109,25.49019607843137,1610612755,61,75,2023-01-20T04:46:07Z,4490000,False,-123.0,231.0,1,right,MISS M. Thybulle 26' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
460,PT01M37.00S,2023-01-20T04:46:07.5Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,61,75,2023-01-20T04:46:07Z,4500000,False,,,0,,J. Grant REBOUND (Off:0 Def:4),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,459.0,4.0,4.0,0.0,,,,,,,,,,,,,,
461,PT01M31.00S,2023-01-20T04:46:15.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629642,5.732588699080158,47.549019607843135,1610612757,63,75,2023-01-20T04:46:49Z,4510000,False,12.0,1.0,1,left,N. Little running Layup (7 PTS) (D. Lillard 9 AST),"[1629642, 203081]",1610612757.0,POR,running,,,Little,N. Little,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,,,,,,7.0,D. Lillard,203081.0,9.0
463,PT01M31.00S,2023-01-20T04:46:17.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627777,,,1610612757,63,75,2023-01-20T04:46:24Z,4530000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Little 1 FT),"[1627777, 1629642]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,0.0,Little,1629642.0,,,,,,,,,
465,PT01M31.00S,2023-01-20T04:46:45.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629642,,,1610612757,63,75,2023-01-20T04:46:51Z,4550000,False,,,0,,MISS N. Little Free Throw 1 of 1,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
466,PT01M29.00S,2023-01-20T04:46:47.6Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,63,75,2023-01-20T04:46:51Z,4560000,False,,,0,,M. Harrell REBOUND (Off:2 Def:2),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,465.0,4.0,2.0,2.0,,,,,,,,,,,,,,
467,PT01M10.00S,2023-01-20T04:47:04.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,80.76544021024968,36.76470588235294,1610612755,63,77,2023-01-20T04:47:09Z,4570000,False,-66.0,128.0,1,right,S. Milton 14' step back Jump Shot (6 PTS),[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,14.44,Made,,,,,,,,,,,,,,,6.0,,,
468,PT00M56.80S,2023-01-20T04:47:21.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612757,63,77,2023-01-20T04:47:31Z,4580000,False,,,0,,M. Thybulle shooting personal FOUL (3 PF) (Lillard 2 FT),"[1629680, 203081]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1627526.0,3.0,0.0,Lillard,203081.0,,,,,,,,,
470,PT00M56.80S,2023-01-20T04:47:47.3Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,64,77,2023-01-20T04:47:47Z,4600000,False,,,0,,D. Lillard Free Throw 1 of 2 (13 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,13.0,,,
471,PT00M56.80S,2023-01-20T04:48:06.9Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,65,77,2023-01-20T04:48:06Z,4610000,False,,,0,,D. Lillard Free Throw 2 of 2 (14 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,14.0,,,
472,PT00M41.90S,2023-01-20T04:48:24.0Z,3,REGULAR,2pt,Jump Shot,[],1630178,76.42904073587385,69.85294117647058,1610612755,65,77,2023-01-20T04:48:28Z,4620000,False,99.0,169.0,1,right,MISS T. Maxey 19' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,19.61,Missed,,,,,,,,,,,,,,,,,,
473,PT00M39.40S,2023-01-20T04:48:26.5Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,65,77,2023-01-20T04:48:28Z,4630000,False,,,0,,N. Little REBOUND (Off:1 Def:5),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Mid-Range,16-24 Right Center,,,472.0,6.0,5.0,1.0,,,,,,,,,,,,,,
474,PT00M34.00S,2023-01-20T04:48:32.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203081,23.99802890932983,88.48039215686273,1610612757,65,77,2023-01-20T04:48:39Z,4640000,False,-192.0,173.0,1,left,MISS D. Lillard 25' running pullup 3PT,[203081],1610612757.0,POR,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
475,PT00M29.80S,2023-01-20T04:48:36.1Z,3,REGULAR,rebound,offensive,[],203081,,,1610612757,65,77,2023-01-20T04:48:36Z,4650000,False,,,0,,D. Lillard REBOUND (Off:1 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,474.0,4.0,3.0,1.0,,,,,,,,,,,,,,
476,PT00M16.80S,2023-01-20T04:48:49.1Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612757,65,77,2023-01-20T04:48:53Z,4660000,False,,,0,,D. Lillard bad pass TURNOVER (5 TO),"[203081, 1630178]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,5.0,Maxey,1630178.0,,,,
477,PT00M16.80S,2023-01-20T04:48:49.1Z,3,REGULAR,steal,,[],1630178,,,1610612755,65,77,2023-01-20T04:48:51Z,4670000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
478,PT00M04.40S,2023-01-20T04:49:03.5Z,3,REGULAR,foul,personal,[],203924,,,1610612755,65,77,2023-01-20T04:49:14Z,4680000,False,,,0,,J. Grant take personal FOUL (2 PF),"[203924, 1630178]",1610612757.0,POR,take,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,,,,1146.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,
480,PT00M00.60S,2023-01-20T04:49:29.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629003,94.30026281208936,48.03921568627451,1610612755,65,79,2023-01-20T04:49:33Z,4700000,False,-10.0,1.0,1,right,S. Milton driving Layup (8 PTS) (T. Maxey 1 AST),"[1629003, 1630178]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,,,,,,,,,,,8.0,T. Maxey,1630178.0,1.0
481,PT00M00.00S,2023-01-20T04:49:36.1Z,3,REGULAR,period,end,[],0,,,1610612757,65,79,2023-01-20T04:49:36Z,4710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-01-20T04:50:59.7Z,4,REGULAR,substitution,out,['startperiod'],203081,,,1610612757,65,79,2023-01-20T04:52:09Z,4720000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-01-20T04:50:59.7Z,4,REGULAR,substitution,out,['startperiod'],203924,,,1610612757,65,79,2023-01-20T04:52:09Z,4730000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-01-20T04:50:59.7Z,4,REGULAR,substitution,in,['startperiod'],1629014,,,1610612757,65,79,2023-01-20T04:52:09Z,4740000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2023-01-20T04:50:59.7Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612757,65,79,2023-01-20T04:52:09Z,4750000,False,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-01-20T04:52:14.2Z,4,REGULAR,period,start,[],0,,,1610612757,65,79,2023-01-20T04:52:14Z,4760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT11M49.00S,2023-01-20T04:52:25.9Z,4,REGULAR,violation,kicked ball,[],1626149,,,1610612757,65,79,2023-01-20T04:52:34Z,4770000,False,,,0,,M. Harrell kicked ball VIOLATION,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
488,PT11M44.00S,2023-01-20T04:52:49.6Z,4,REGULAR,3pt,Jump Shot,[],1629014,28.07161629434954,77.20588235294117,1610612757,65,79,2023-01-20T04:52:53Z,4780000,False,-136.0,211.0,1,left,MISS A. Simons 25' pullup 3PT - blocked,"[1629014, 1629680]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,Thybulle,1629680.0,,,,,,,
489,PT11M44.00S,2023-01-20T04:52:49.6Z,4,REGULAR,block,,[],1629680,,,1610612757,65,79,2023-01-20T04:52:51Z,4790000,False,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
490,PT11M42.00S,2023-01-20T04:52:51.6Z,4,REGULAR,rebound,defensive,[],1629680,,,1610612755,65,79,2023-01-20T04:52:53Z,4800000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,,,488.0,1.0,1.0,0.0,,,,,,,,,,,,,,
491,PT11M29.00S,2023-01-20T04:53:05.2Z,4,REGULAR,3pt,Jump Shot,[],1627777,77.7431011826544,87.99019607843137,1610612755,65,82,2023-01-20T04:53:10Z,4810000,False,190.0,157.0,1,right,G. Niang 24' 3PT step back (6 PTS) (S. Milton 1 AST),"[1627777, 1629003]",1610612755.0,PHI,step back,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,24.63,Made,,,,,,,,,,,,,,,6.0,S. Milton,1629003.0,1.0
493,PT11M18.00S,2023-01-20T04:53:16.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,6.389618922470433,48.03921568627451,1610612757,67,82,2023-01-20T05:06:35Z,4830000,False,10.0,8.0,1,left,A. Simons driving finger roll Layup (11 PTS),[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,,,,,,11.0,,,
494,PT11M05.00S,2023-01-20T04:53:31.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,87.46714848883047,39.46078431372549,1610612755,67,82,2023-01-20T05:08:59Z,4840000,False,-53.0,65.0,1,right,MISS S. Milton 8' driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Left,8.39,Missed,,,,,,,,,,,,,,,,,,
495,PT11M03.00S,2023-01-20T04:53:33.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612757,67,82,2023-01-20T05:08:59Z,4850000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,494.0,,,,,,,,,,,,,,,,,
496,PT11M03.00S,2023-01-20T04:53:37.1Z,4,REGULAR,foul,personal,[],1626149,,,1610612757,67,82,2023-01-20T04:54:24Z,4860000,False,,,0,,M. Harrell loose ball personal FOUL (4 PF),"[1626149, 1631101]",1610612755.0,PHI,loose ball,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,4.0,0.0,Sharpe,1631101.0,,,,,,,,,
498,PT10M46.00S,2023-01-20T04:54:03.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629014,8.886333771353483,43.38235294117647,1610612757,67,82,2023-01-20T05:09:58Z,4880000,False,33.0,31.0,1,left,MISS A. Simons driving bank Hook,[1629014],1610612757.0,POR,driving bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,,,,,,,,,,,,,,,,,,
499,PT10M46.00S,2023-01-20T04:54:03.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,67,82,2023-01-20T05:09:58Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,498.0,,,,,,,,,,,,,,,,,
501,PT10M44.00S,2023-01-20T04:54:22.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,6.915243101182654,3.6764705882352944,1610612757,67,82,2023-01-20T04:54:29Z,4910000,False,232.0,13.0,1,left,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
502,PT10M41.00S,2023-01-20T04:54:25.5Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,67,82,2023-01-20T04:54:29Z,4920000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,501.0,2.0,2.0,0.0,,,,,,,,,,,,,,
503,PT10M29.00S,2023-01-20T04:54:37.1Z,4,REGULAR,3pt,Jump Shot,[],1627777,70.64717477003943,22.794117647058822,1610612755,67,85,2023-01-20T04:54:42Z,4930000,False,-136.0,223.0,1,right,G. Niang 26' 3PT  (9 PTS) (S. Milton 2 AST),"[1627777, 1629003]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.15,Made,,,,,,,,,,,,,,,9.0,S. Milton,1629003.0,2.0
505,PT10M13.00S,2023-01-20T04:54:54.4Z,4,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612757,67,85,2023-01-20T04:55:04Z,4950000,False,,,0,,M. Harrell shooting personal FOUL (5 PF) (Little 2 FT),"[1626149, 1629642]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,1627526.0,5.0,0.0,Little,1629642.0,,,,,,,,,
507,PT10M13.00S,2023-01-20T04:55:23.5Z,4,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,68,85,2023-01-20T04:55:43Z,4970000,False,,,0,,N. Little Free Throw 1 of 2 (8 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
508,PT10M13.00S,2023-01-20T04:55:23.5Z,4,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,68,85,2023-01-20T04:55:43Z,4980000,False,,,0,,MISS N. Little Free Throw 2 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
509,PT10M11.00S,2023-01-20T04:55:25.5Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612755,68,85,2023-01-20T04:55:43Z,4990000,False,,,0,,M. Harrell REBOUND (Off:2 Def:3),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,508.0,5.0,3.0,2.0,,,,,,,,,,,,,,
