actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
535,PT04M00.00S,2022-01-22T03:03:06.6Z,4,REGULAR,3pt,Jump Shot,[],1630166,24.392247043363994,11.519607843137255,1610612764,97,102,2022-01-22T03:03:15Z,5240000,192.0,177.0,1,left,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,26.13,Missed,,,,,,,,,,,,,,,,
536,PT03M57.00S,2022-01-22T03:03:09.6Z,4,REGULAR,rebound,offensive,[],1626149,,,1610612764,97,102,2022-01-22T03:03:15Z,5250000,,,0,,M. Harrell REBOUND (Off:1 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,535.0,3.0,2.0,1.0,,,,,,,,
537,PT03M56.00S,2022-01-22T03:03:11.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,7.046649145860711,49.01960784313725,1610612764,97,102,2022-01-22T03:03:18Z,5260000,5.0,14.0,1,left,MISS M. Harrell Layup,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,1.45,Missed,,,,,,,,,,,,,,,,
538,PT03M53.00S,2022-01-22T03:03:14.1Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,97,102,2022-01-22T03:03:18Z,5270000,,,0,,O. Anunoby REBOUND (Off:1 Def:7),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,537.0,8.0,7.0,1.0,,,,,,,,
539,PT03M35.00S,2022-01-22T03:03:31.5Z,4,REGULAR,3pt,Jump Shot,[],1627832,66.04796320630749,54.90196078431373,1610612761,97,102,2022-01-22T03:03:40Z,5280000,25.0,267.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,26.77,Missed,,,,,,,,,,,,,,,,
540,PT03M28.00S,2022-01-22T03:03:38.5Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,97,102,2022-01-22T03:03:40Z,5290000,,,0,,S. Barnes REBOUND (Off:3 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,539.0,7.0,4.0,3.0,,,,,,,,
541,PT03M28.00S,2022-01-22T03:03:38.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,94.40999984741211,50.0,1610612761,97,102,2022-01-22T03:03:38Z,5300000,0.0,0.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
542,PT03M27.00S,2022-01-22T03:03:39.5Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,97,102,2022-01-22T03:03:39Z,5310000,,,0,,B. Beal REBOUND (Off:2 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,541.0,5.0,3.0,2.0,,,,,,,,
543,PT03M11.00S,2022-01-22T03:03:59.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,97,102,2022-01-22T03:03:59Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT03M11.00S,2022-01-22T03:04:09.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,97,102,2022-01-22T03:04:09Z,5330000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT03M11.00S,2022-01-22T03:05:45.9Z,4,REGULAR,3pt,Jump Shot,[],203078,7.703679369250986,96.56862745098039,1610612764,97,102,2022-01-22T03:10:20Z,5332500,-233.0,20.0,1,left,MISS B. Beal pullup 3PT - blocked,"[203078, 1628384]",1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,23.36,Missed,,,,,,,,,,,,,,,Anunoby,1628384.0
546,PT03M11.00S,2022-01-22T03:05:45.9Z,4,REGULAR,block,,[],1628384,,,1610612764,97,102,2022-01-22T03:05:48Z,5333750,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
547,PT03M11.00S,2022-01-22T03:05:45.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,97,102,2022-01-22T03:10:20Z,5334375,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,545.0,,,,,,,,,,,
548,PT03M11.00S,2022-01-22T03:05:55.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612764,97,102,2022-01-22T03:10:08Z,5335000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,
549,PT02M49.00S,2022-01-22T03:06:18.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,88.51839684625493,35.78431372549019,1610612761,97,102,2022-01-22T03:07:35Z,5380000,-71.0,55.0,1,right,MISS P. Siakam 9' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,9.01,Missed,,,,,,,,,,,,,,,,
550,PT02M46.00S,2022-01-22T03:06:21.3Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,97,102,2022-01-22T03:07:40Z,5390000,,,0,,P. Siakam REBOUND (Off:3 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,549.0,6.0,3.0,3.0,,,,,,,,
551,PT02M39.00S,2022-01-22T03:06:28.9Z,4,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1629018,72.7496714848883,16.176470588235293,1610612761,97,102,2022-01-22T03:07:35Z,5400000,-169.0,204.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,26.47,Missed,,,,,,,,,,,,,,,,
552,PT02M35.00S,2022-01-22T03:06:32.9Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,97,102,2022-01-22T03:06:34Z,5410000,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,551.0,5.0,4.0,1.0,,,,,,,,
553,PT02M13.00S,2022-01-22T03:06:54.5Z,4,REGULAR,2pt,Layup,[],203078,12.697109067017081,33.82352941176471,1610612764,97,102,2022-01-22T03:07:48Z,5420000,81.0,67.0,1,left,MISS B. Beal 10' driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,10.5,Missed,,,,,,,,,,,,,,,,
554,PT02M10.00S,2022-01-22T03:06:57.5Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,97,102,2022-01-22T03:06:59Z,5430000,,,0,,S. Barnes REBOUND (Off:3 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,553.0,8.0,5.0,3.0,,,,,,,,
555,PT02M08.00S,2022-01-22T03:07:01.7Z,4,REGULAR,foul,personal,[],203078,,,1610612761,97,102,2022-01-22T03:07:05Z,5440000,,,0,,B. Beal personal FOUL (3 PF),"[203078, 1627783]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,1626302.0,,,,,,,,,,,,,,3.0,0.0,Siakam,1627783.0,,
557,PT02M08.00S,2022-01-22T03:07:07.7Z,4,REGULAR,substitution,out,[],1629018,,,1610612761,97,102,2022-01-22T03:07:16Z,5460000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
558,PT02M08.00S,2022-01-22T03:07:07.7Z,4,REGULAR,substitution,in,[],1628449,,,1610612761,97,102,2022-01-22T03:07:16Z,5470000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
559,PT01M52.00S,2022-01-22T03:07:42.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.553876478318,35.294117647058826,1610612761,97,102,2022-01-22T03:10:41Z,5480000,-74.0,121.0,1,right,MISS P. Siakam 14' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,14.15,Missed,,,,,,,,,,,,,,,,
560,PT01M49.00S,2022-01-22T03:07:45.2Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612764,97,102,2022-01-22T03:07:48Z,5490000,,,0,,M. Harrell REBOUND (Off:1 Def:3),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,559.0,4.0,3.0,1.0,,,,,,,,
561,PT01M41.00S,2022-01-22T03:07:53.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,12.302890932982917,57.35294117647059,1610612764,97,102,2022-01-22T03:08:19Z,5500000,-37.0,63.0,1,left,MISS B. Beal 7' floating Shot,[203078],1610612764.0,WAS,floating,,,Beal,B. Beal,,,,,,,7.3,Missed,,,,,,,,,,,,,,,,
562,PT01M39.00S,2022-01-22T03:07:57.3Z,4,REGULAR,rebound,offensive,[],1626149,,,1610612764,97,102,2022-01-22T03:07:57Z,5510000,,,0,,M. Harrell REBOUND (Off:2 Def:3),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,561.0,5.0,3.0,2.0,,,,,,,,
563,PT01M39.00S,2022-01-22T03:07:58.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,7.835085413929041,51.71568627450981,1610612764,99,102,2022-01-22T03:11:45Z,5520000,-9.0,21.0,1,left,M. Harrell putback Layup (4 PTS),[1626149],1610612764.0,WAS,putback,,,Harrell,M. Harrell,,,,,,,2.28,Made,4.0,,,,,,,,,,,,,,,
564,PT01M39.00S,2022-01-22T03:08:02.2Z,4,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612764,99,102,2022-01-22T03:08:09Z,5530000,,,0,,P. Siakam shooting personal FOUL (4 PF) (Harrell 1 FT),"[1627783, 1626149]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,200833.0,,,,,,,,,,,,,,4.0,0.0,Harrell,1626149.0,,
566,PT01M39.00S,2022-01-22T03:08:41.5Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1626149,,,1610612764,100,102,2022-01-22T03:08:41Z,5550000,,,0,,M. Harrell Free Throw 1 of 1 (5 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
567,PT01M13.00S,2022-01-22T03:09:09.8Z,4,REGULAR,2pt,Jump Shot,[],1627832,81.8166885676741,83.08823529411765,1610612761,100,102,2022-01-22T03:09:18Z,5560000,165.0,118.0,1,right,MISS F. VanVleet 20' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,,,20.34,Missed,,,,,,,,,,,,,,,,
568,PT01M11.00S,2022-01-22T03:09:12.5Z,4,REGULAR,rebound,defensive,[],203915,,,1610612764,100,102,2022-01-22T03:09:12Z,5570000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:6),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,567.0,7.0,6.0,1.0,,,,,,,,
569,PT01M10.00S,2022-01-22T03:09:14.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626149,7.440867279894875,52.69607843137255,1610612764,102,102,2022-01-22T03:09:23Z,5580000,-13.0,17.0,1,left,M. Harrell cutting DUNK (7 PTS) (S. Dinwiddie 6 AST),"[1626149, 203915]",1610612764.0,WAS,cutting,,,Harrell,M. Harrell,,,,,,,2.2,Made,7.0,S. Dinwiddie,203915.0,6.0,,,,,,,,,,,,
571,PT01M10.00S,2022-01-22T03:09:24.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,102,102,2022-01-22T03:09:24Z,5600000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT01M10.00S,2022-01-22T03:10:25.5Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,102,102,2022-01-22T03:10:52Z,5610000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
573,PT01M10.00S,2022-01-22T03:10:25.5Z,4,REGULAR,substitution,in,[],1629018,,,1610612761,102,102,2022-01-22T03:10:52Z,5620000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
574,PT00M59.50S,2022-01-22T03:11:11.5Z,4,REGULAR,3pt,Jump Shot,[],1627832,77.21747700394218,90.68627450980392,1610612761,102,105,2022-01-22T03:11:17Z,5630000,203.0,162.0,1,right,F. VanVleet 25' 3PT pullup (21 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,25.98,Made,21.0,,,,,,,,,,,,,,,
575,PT00M47.90S,2022-01-22T03:11:26.3Z,4,REGULAR,3pt,Jump Shot,[],203915,26.888961892247043,15.441176470588236,1610612764,102,105,2022-01-22T03:11:32Z,5640000,173.0,200.0,1,left,MISS S. Dinwiddie 26' pullup 3PT,[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,26.45,Missed,,,,,,,,,,,,,,,,
576,PT00M43.00S,2022-01-22T03:11:31.2Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,102,105,2022-01-22T03:11:32Z,5650000,,,0,,P. Siakam REBOUND (Off:3 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,575.0,7.0,4.0,3.0,,,,,,,,
577,PT00M22.70S,2022-01-22T03:11:51.4Z,4,REGULAR,2pt,Jump Shot,[],1630567,86.02168199737189,25.735294117647058,1610612761,102,105,2022-01-22T03:11:57Z,5660000,-121.0,79.0,1,right,MISS S. Barnes 14' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,,,14.47,Missed,,,,,,,,,,,,,,,,
578,PT00M20.40S,2022-01-22T03:11:53.7Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,102,105,2022-01-22T03:11:57Z,5670000,,,0,,O. Anunoby REBOUND (Off:2 Def:7),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,577.0,9.0,7.0,2.0,,,,,,,,
579,PT00M20.40S,2022-01-22T03:11:57.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,91.01511169513797,51.225490196078425,1610612761,102,107,2022-01-22T03:12:03Z,5680000,6.0,32.0,1,right,O. Anunoby Layup (12 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,3.26,Made,12.0,,,,,,,,,,,,,,,
580,PT00M20.40S,2022-01-22T03:12:03.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,102,107,2022-01-22T03:12:03Z,5690000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT00M18.20S,2022-01-22T03:13:46.0Z,4,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,102,107,2022-01-22T03:13:55Z,5700000,,,0,,B. Beal step out-of-bounds TURNOVER (9 TO),[203078],1610612764.0,WAS,step,,,Beal,B. Beal,,,,,1162.0,9.0,,,,,,,,,,,,,,,,,,
582,PT00M10.20S,2022-01-22T03:14:05.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,102,107,2022-01-22T03:14:05Z,5710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT00M09.00S,2022-01-22T03:14:20.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612761,102,107,2022-01-22T03:14:28Z,5720000,,,0,,D. Avdija personal FOUL (2 PF) (Siakam 2 FT),"[1630166, 1627783]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,200833.0,,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,
585,PT00M09.00S,2022-01-22T03:14:50.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612761,102,108,2022-01-22T03:14:50Z,5740000,,,0,,P. Siakam Free Throw 1 of 2 (20 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
586,PT00M09.00S,2022-01-22T03:15:09.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612761,102,109,2022-01-22T03:15:09Z,5750000,,,0,,P. Siakam Free Throw 2 of 2 (21 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
587,PT00M04.20S,2022-01-22T03:15:19.9Z,4,REGULAR,3pt,Jump Shot,[],1626149,26.231931668856767,88.97058823529412,1610612764,105,109,2022-01-22T03:15:27Z,5760000,-195.0,194.0,1,left,M. Harrell 27' 3PT  (10 PTS) (S. Dinwiddie 7 AST),"[1626149, 203915]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,27.51,Made,10.0,S. Dinwiddie,203915.0,7.0,,,,,,,,,,,,
589,PT00M00.00S,2022-01-22T03:15:29.5Z,4,REGULAR,period,end,[],0,,,1610612761,105,109,2022-01-22T03:15:29Z,5780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT00M00.00S,2022-01-22T03:15:34.5Z,4,REGULAR,game,end,[],0,,,0,105,109,2022-01-22T03:15:34Z,5790000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
