actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
354,PT06M09.00S,2022-01-20T01:30:31.7Z,3,REGULAR,substitution,out,[],1628964,,,1610612755,73,70,2022-01-20T01:30:44Z,3530000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT06M09.00S,2022-01-20T01:30:31.7Z,3,REGULAR,substitution,in,[],201577,,,1610612755,73,70,2022-01-20T01:30:44Z,3540000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M09.00S,2022-01-20T01:30:31.7Z,3,REGULAR,substitution,in,[],1629643,,,1610612755,73,70,2022-01-20T01:30:44Z,3550000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M09.00S,2022-01-20T01:31:00.2Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203954,,,1610612755,74,70,2022-01-20T01:31:00Z,3560000,,,0,,J. Embiid Free Throw 1 of 1 (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,33.0,,,,,,,,,,,,,,
361,PT05M59.00S,2022-01-20T01:31:19.2Z,3,REGULAR,turnover,traveling,[],1630175,,,1610612753,74,70,2022-01-20T01:31:27Z,3600000,,,0,,C. Anthony traveling TURNOVER (3 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,3.0,,,,,,1628954.0,,,,,
362,PT05M44.00S,2022-01-20T01:31:43.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203954,67.7233902759527,51.22549019607843,1610612755,74,70,2022-01-20T01:31:47Z,3610000,6.0,251.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
363,PT05M39.00S,2022-01-20T01:31:48.0Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,74,70,2022-01-20T01:31:47Z,3620000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,362.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
364,PT05M34.00S,2022-01-20T01:31:52.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,31.586727989487514,72.79411764705883,1610612753,74,70,2022-01-20T01:31:59Z,3630000,-114.0,244.0,1,left,MISS C. Anthony 26' running pullup 3PT,[1630175],1610612753.0,ORL,running pullup,,,Anthony,C. Anthony,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
365,PT05M31.00S,2022-01-20T01:31:54.2Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,74,70,2022-01-20T01:31:54Z,3640000,,,0,,F. Korkmaz REBOUND (Off:0 Def:3),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,364.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
366,PT05M23.00S,2022-01-20T01:32:03.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.74178712220763,48.774509803921575,1610612755,76,70,2022-01-20T01:32:11Z,3650000,-6.0,6.0,1,right,J. Embiid driving reverse Layup (35 PTS) (F. Korkmaz 4 AST),"[203954, 1627788]",1610612755.0,PHI,driving reverse,,,Embiid,J. Embiid,,,,,0.88,Made,,,,,35.0,,,,,,F. Korkmaz,1627788.0,4.0,,,,,,
368,PT05M14.00S,2022-01-20T01:32:16.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,76,70,2022-01-20T01:32:16Z,3670000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M02.00S,2022-01-20T01:35:21.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,5.568331143232584,44.607843137254896,1610612753,76,70,2022-01-20T01:40:19Z,3680000,27.0,0.0,1,left,MISS G. Harris driving Layup,[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,,
370,PT05M00.00S,2022-01-20T01:35:23.4Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,76,70,2022-01-20T01:41:04Z,3690000,,,0,,F. Korkmaz REBOUND (Off:0 Def:4),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,369.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
371,PT04M52.00S,2022-01-20T01:35:31.7Z,3,REGULAR,2pt,Jump Shot,[],203954,78.63009198423127,72.05882352941177,1610612755,78,70,2022-01-20T01:35:37Z,3700000,110.0,148.0,1,right,J. Embiid 18' turnaround fadeaway Jump Shot (37 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,18.49,Made,,,,,37.0,,,,,,,,,,,,,,
372,PT04M47.00S,2022-01-20T01:35:43.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,78,70,2022-01-20T01:35:43Z,3710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT04M34.00S,2022-01-20T01:36:00.3Z,3,REGULAR,3pt,Jump Shot,[],1629643,9.641918528252305,5.14705882352942,1610612753,78,73,2022-01-20T01:36:06Z,3720000,224.0,38.0,1,left,C. Okeke 3PT  (9 PTS) (C. Anthony 8 AST),"[1629643, 1630175]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,22.75,Made,,,,,9.0,,,,,,C. Anthony,1630175.0,8.0,,,,,,
375,PT04M14.00S,2022-01-20T01:36:23.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612755,78,73,2022-01-20T01:36:28Z,3740000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629643, 203954]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Embiid,203954.0,
377,PT04M14.00S,2022-01-20T01:36:56.1Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,79,73,2022-01-20T01:36:56Z,3760000,,,0,,J. Embiid Free Throw 1 of 2 (38 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,38.0,,,,,,,,,,,,,,
378,PT04M14.00S,2022-01-20T01:37:15.9Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,80,73,2022-01-20T01:37:15Z,3770000,,,0,,J. Embiid Free Throw 2 of 2 (39 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,39.0,,,,,,,,,,,,,,
379,PT03M58.00S,2022-01-20T01:37:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.356767411300922,47.05882352941176,1610612753,80,75,2022-01-20T01:44:56Z,3780000,15.0,7.0,1,left,F. Wagner driving finger roll Layup (9 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,1.64,Made,,,,,9.0,,,,,,,,,,,,,,
380,PT03M47.00S,2022-01-20T01:37:55.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201577,,,1610612755,80,75,2022-01-20T01:38:04Z,3790000,,,0,,R. Lopez shooting personal FOUL (2 PF) (Embiid 2 FT),"[201577, 203954]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Embiid,203954.0,
382,PT03M47.00S,2022-01-20T01:38:29.4Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,81,75,2022-01-20T01:38:29Z,3810000,,,0,,J. Embiid Free Throw 1 of 2 (40 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,40.0,,,,,,,,,,,,,,
383,PT03M47.00S,2022-01-20T01:38:31.3Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,81,75,2022-01-20T01:38:38Z,3820000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT03M47.00S,2022-01-20T01:38:31.3Z,3,REGULAR,substitution,in,[],1630198,,,1610612755,81,75,2022-01-20T01:38:38Z,3830000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT03M47.00S,2022-01-20T01:38:50.0Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,82,75,2022-01-20T01:38:50Z,3840000,,,0,,J. Embiid Free Throw 2 of 2 (41 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,41.0,,,,,,,,,,,,,,
386,PT03M32.00S,2022-01-20T01:39:07.5Z,3,REGULAR,3pt,Jump Shot,[],1630532,31.192509855453352,75.24509803921569,1610612753,82,75,2022-01-20T01:39:13Z,3850000,-126.0,241.0,1,left,MISS F. Wagner 27' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,,
387,PT03M29.00S,2022-01-20T01:39:10.5Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612755,82,75,2022-01-20T01:39:13Z,3860000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,386.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
388,PT03M21.00S,2022-01-20T01:39:20.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612755,82,75,2022-01-20T01:39:25Z,3870000,,,0,,C. Anthony shooting personal FOUL (3 PF) (Korkmaz 2 FT),"[1630175, 1627788]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Korkmaz,1627788.0,
390,PT03M21.00S,2022-01-20T01:39:51.6Z,3,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,83,75,2022-01-20T01:40:19Z,3890000,,,0,,F. Korkmaz Free Throw 1 of 2 (8 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
391,PT03M21.00S,2022-01-20T01:39:52.6Z,3,REGULAR,substitution,out,[],202699,,,1610612755,83,75,2022-01-20T01:40:00Z,3900000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M21.00S,2022-01-20T01:39:52.6Z,3,REGULAR,substitution,out,[],203914,,,1610612755,83,75,2022-01-20T01:40:00Z,3910000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M21.00S,2022-01-20T01:39:52.6Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,83,75,2022-01-20T01:40:00Z,3920000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M21.00S,2022-01-20T01:39:52.6Z,3,REGULAR,substitution,in,[],1630181,,,1610612755,83,75,2022-01-20T01:40:00Z,3930000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M21.00S,2022-01-20T01:39:51.6Z,3,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,83,75,2022-01-20T01:40:19Z,3940000,,,0,,MISS F. Korkmaz Free Throw 2 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Missed,,,,,,,,,,,,,,,,,,,
396,PT03M19.00S,2022-01-20T01:39:53.6Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,83,75,2022-01-20T01:40:19Z,3950000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,395.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
397,PT03M07.00S,2022-01-20T01:40:30.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,8.984888304862025,56.372549019607845,1610612753,83,75,2022-01-20T01:40:36Z,3960000,-32.0,32.0,1,left,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,4.52,Missed,,,,,,,,,,,,,,,,,,,
398,PT03M05.00S,2022-01-20T01:40:32.4Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,83,75,2022-01-20T01:40:32Z,3970000,,,0,,F. Korkmaz REBOUND (Off:0 Def:5),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,397.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
399,PT03M01.00S,2022-01-20T01:40:36.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,92.95335085413929,4.411764705882348,1610612755,83,75,2022-01-20T01:40:43Z,3980000,-228.0,14.0,1,right,MISS I. Joe 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
400,PT02M58.00S,2022-01-20T01:40:39.8Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612753,83,75,2022-01-20T01:40:43Z,3990000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,399.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
401,PT02M47.00S,2022-01-20T01:40:51.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201577,7.670827858081481,50.73529411764706,1610612753,83,75,2022-01-20T01:40:55Z,4000000,-4.0,20.0,1,left,MISS R. Lopez turnaround Hook,[201577],1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,,
402,PT02M45.00S,2022-01-20T01:40:53.0Z,3,REGULAR,rebound,defensive,[],203552,,,1610612755,83,75,2022-01-20T01:40:55Z,4010000,,,0,,S. Curry REBOUND (Off:0 Def:7),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,401.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
403,PT02M37.00S,2022-01-20T01:41:00.7Z,3,REGULAR,2pt,Jump Shot,[],203954,77.84165571616295,35.5392156862745,1610612755,85,75,2022-01-20T01:41:07Z,4020000,-72.0,156.0,1,right,J. Embiid 17' turnaround fadeaway Jump Shot (43 PTS) (G. Niang 2 AST),"[203954, 1627777]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,17.18,Made,,,,,43.0,,,,,,G. Niang,1627777.0,2.0,,,,,,
405,PT02M20.00S,2022-01-20T01:41:17.7Z,3,REGULAR,3pt,Jump Shot,[],1630175,34.8718791064389,51.71568627450981,1610612753,85,78,2022-01-20T01:41:27Z,4040000,-9.0,275.0,1,left,C. Anthony 27' 3PT pullup (13 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,27.54,Made,,,,,13.0,,,,,,,,,,,,,,
406,PT02M08.00S,2022-01-20T01:41:30.3Z,3,REGULAR,3pt,Jump Shot,[],203954,67.19776609724047,51.470588235294116,1610612755,85,78,2022-01-20T01:41:35Z,4050000,7.0,256.0,1,right,MISS J. Embiid 25' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
407,PT02M04.00S,2022-01-20T01:41:33.7Z,3,REGULAR,rebound,offensive,[],1627788,,,1610612755,85,78,2022-01-20T01:41:33Z,4060000,,,0,,F. Korkmaz REBOUND (Off:1 Def:5),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,406.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
408,PT02M03.00S,2022-01-20T01:41:39.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201577,,,1610612755,85,78,2022-01-20T01:41:52Z,4070000,,,0,,R. Lopez shooting personal FOUL (3 PF) (Embiid 2 FT),"[201577, 203954]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Embiid,203954.0,
410,PT02M03.00S,2022-01-20T01:42:12.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,86,78,2022-01-20T01:42:42Z,4090000,,,0,,J. Embiid Free Throw 1 of 2 (44 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,44.0,,,,,,,,,,,,,,
411,PT02M03.00S,2022-01-20T01:42:19.9Z,3,REGULAR,substitution,out,[],1630532,,,1610612755,86,78,2022-01-20T01:42:22Z,4100000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M03.00S,2022-01-20T01:42:19.9Z,3,REGULAR,substitution,in,[],1630591,,,1610612755,86,78,2022-01-20T01:42:22Z,4110000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M03.00S,2022-01-20T01:42:12.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,86,78,2022-01-20T01:42:42Z,4120000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
414,PT02M01.00S,2022-01-20T01:42:14.4Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,86,78,2022-01-20T01:42:42Z,4130000,,,0,,J. Suggs REBOUND (Off:1 Def:6),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,413.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
415,PT01M43.00S,2022-01-20T01:42:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,6.4881734559789805,54.90196078431372,1610612753,86,78,2022-01-20T01:43:03Z,4140000,-25.0,8.0,1,left,MISS R. Hampton driving Layup - blocked,"[1630181, 203552]",1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,2.59,Missed,,,,,,Curry,203552.0,,,,,,,,,,,,
416,PT01M43.00S,2022-01-20T01:42:59.0Z,3,REGULAR,block,,[],203552,,,1610612753,86,78,2022-01-20T01:43:01Z,4150000,,,0,,S. Curry BLOCK (1 BLK),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT01M40.00S,2022-01-20T01:43:02.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,86,78,2022-01-20T01:43:03Z,4160000,,,0,,J. Embiid REBOUND (Off:1 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,415.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
418,PT01M36.00S,2022-01-20T01:43:06.3Z,3,REGULAR,3pt,Jump Shot,[],1627777,89.93101182654402,96.81372549019608,1610612755,86,78,2022-01-20T01:43:15Z,4170000,234.0,42.0,1,right,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
419,PT01M33.00S,2022-01-20T01:43:09.3Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,86,78,2022-01-20T01:43:15Z,4180000,,,0,,J. Suggs REBOUND (Off:1 Def:7),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,418.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
420,PT01M25.00S,2022-01-20T01:43:17.4Z,3,REGULAR,2pt,Jump Shot,[],1630591,24.359395532194483,39.950980392156865,1610612753,86,80,2022-01-20T01:43:22Z,4190000,50.0,176.0,1,left,J. Suggs 18' pullup Jump Shot (14 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,18.35,Made,,,,,14.0,,,,,,,,,,,,,,
421,PT01M06.00S,2022-01-20T01:43:36.4Z,3,REGULAR,3pt,Jump Shot,[],1630198,66.93495400788436,63.48039215686275,1610612755,89,80,2022-01-20T01:43:41Z,4200000,67.0,258.0,1,right,I. Joe 26' 3PT  (3 PTS) (F. Korkmaz 5 AST),"[1630198, 1627788]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,26.69,Made,,,,,3.0,,,,,,F. Korkmaz,1627788.0,5.0,,,,,,
423,PT00M54.30S,2022-01-20T01:43:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.225361366622863,58.088235294117645,1610612753,89,80,2022-01-20T01:43:56Z,4220000,-40.0,6.0,1,left,MISS J. Suggs driving reverse Layup - blocked,"[1630591, 203954]",1610612753.0,ORL,driving reverse,,,Suggs,J. Suggs,,,,,4.08,Missed,,,,,,Embiid,203954.0,,,,,,,,,,,,
424,PT00M54.30S,2022-01-20T01:43:49.5Z,3,REGULAR,block,,[],203954,,,1610612753,89,80,2022-01-20T01:43:52Z,4230000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT00M54.30S,2022-01-20T01:43:49.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,89,80,2022-01-20T01:43:56Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,,,,
426,PT00M54.30S,2022-01-20T01:44:01.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,89,80,2022-01-20T01:44:01Z,4250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT00M54.30S,2022-01-20T01:44:01.8Z,3,REGULAR,substitution,out,[],1627788,,,1610612753,89,80,2022-01-20T01:44:03Z,4260000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT00M54.30S,2022-01-20T01:44:01.8Z,3,REGULAR,substitution,in,[],1630178,,,1610612753,89,80,2022-01-20T01:44:03Z,4270000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT00M49.40S,2022-01-20T01:44:21.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,29.221419185282528,83.57843137254902,1610612753,89,80,2022-01-20T01:44:27Z,4280000,-168.0,222.0,1,left,MISS C. Anthony 27' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
430,PT00M46.00S,2022-01-20T01:44:24.6Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,89,80,2022-01-20T01:44:27Z,4290000,,,0,,J. Embiid REBOUND (Off:1 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,429.0,12.0,11.0,1.0,,,,,,,,,,,,,,,
431,PT00M25.00S,2022-01-20T01:44:45.5Z,3,REGULAR,3pt,Jump Shot,[],203954,66.40932982917215,41.666666666666664,1610612755,92,80,2022-01-20T01:44:52Z,4300000,-42.0,263.0,1,right,J. Embiid 26' 3PT step back (47 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,26.66,Made,,,,,47.0,,,,,,,,,,,,,,
432,PT00M07.20S,2022-01-20T01:45:11.8Z,3,REGULAR,foul,personal,[],1630198,,,1610612753,92,80,2022-01-20T01:45:19Z,4310000,,,0,,I. Joe take personal FOUL (2 PF),"[1630198, 1630175]",1610612755.0,PHI,take,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Anthony,1630175.0,
434,PT00M07.20S,2022-01-20T01:45:21.4Z,3,REGULAR,substitution,out,[],203954,,,1610612753,92,80,2022-01-20T01:45:37Z,4330000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT00M07.20S,2022-01-20T01:45:21.4Z,3,REGULAR,substitution,out,[],203552,,,1610612753,92,80,2022-01-20T01:45:37Z,4340000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT00M07.20S,2022-01-20T01:45:21.4Z,3,REGULAR,substitution,in,[],1629718,,,1610612753,92,80,2022-01-20T01:45:37Z,4350000,,,0,,SUB in: C. Brown Jr.,[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT00M07.20S,2022-01-20T01:45:21.4Z,3,REGULAR,substitution,in,[],203083,,,1610612753,92,80,2022-01-20T01:45:37Z,4360000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT00M07.00S,2022-01-20T01:45:51.1Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,92,80,2022-01-20T01:45:56Z,4370000,,,0,,C. Anthony bad pass TURNOVER (4 TO),"[1630175, 203083]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,4.0,Drummond,203083.0,,,,,,,,,
439,PT00M07.00S,2022-01-20T01:45:51.1Z,3,REGULAR,steal,,[],203083,,,1610612755,92,80,2022-01-20T01:46:32Z,4380000,,,0,,A. Drummond STEAL (2 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT00M02.80S,2022-01-20T01:45:55.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203083,95.71287779237845,51.71568627450981,1610612755,92,80,2022-01-20T01:46:03Z,4390000,9.0,-12.0,1,right,MISS A. Drummond running Layup - blocked,"[203083, 201577]",1610612755.0,PHI,running,,,Drummond,A. Drummond,,,,,1.49,Missed,,,,,,Lopez,201577.0,,,,,,,,,,,,
484,PT00M02.80S,2022-01-20T01:45:55.6Z,3,REGULAR,block,,[],201577,,,1610612755,92,80,2022-01-20T01:53:37Z,4395000,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
